@relation segment

@attribute Region-centroid-row numeric
@attribute Hedge-mean numeric
@attribute Hedge-sd numeric
@attribute Exred-mean numeric
@attribute Value-mean numeric
@attribute Saturatoin-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
138,0.444444,0.074074,4.666666,7,0.56746,1
111,1.611111,0.818518,-0.444444,24.88889,0.391701,1
124,0.833333,0.388889,4,8,0.542108,1
56,1.277777,1.84074,-9.333333,36,0.442788,1
62,1.222223,1.051853,-1.333333,27.222221,0.423121,1
41,1.666667,1.777778,-5.111111,29.777779,0.432047,1
137,1.111111,0.474074,5.777778,7.777778,0.573633,1
72,1.777778,6.296294,-8.777778,35.77778,0.436895,1
102,1.944444,3.262961,1.888889,21.88889,0.390329,1
128,0.666667,0.311111,4,7.111111,0.561508,1
55,1.277778,0.862964,-1.444444,26.666666,0.404791,1
111,1.333333,1.022222,3.444444,22.222221,0.374312,1
89,2.944445,4.862958,-1.666667,27.777779,0.400445,1
67,1.555556,1.185185,-2.555556,30.777779,0.429897,1
133,1.166667,0.211111,4,8.222222,0.558201,1
71,4.5,5.677779,-1.666667,28.555555,0.416299,1
110,2.666667,1.022223,2.888889,21.444445,0.368848,1
91,2.555556,2.162962,0.111111,24.555555,0.394157,1
138,0.833333,0.3,4.777778,7.333334,0.543871,1
116,0.222222,0.074074,3.444444,6.888889,0.580026,1
46,1.777779,1.807408,-30.11111,141,0.177195,2
58,1.000001,0.533334,-47.444443,118.77778,0.348863,2
60,0.777777,0.385185,-30.666666,128.22223,0.223364,2
58,1.000001,0.421638,-35.666668,138.77779,0.206503,2
42,1.666668,1.264908,-39.77778,126.22222,0.241934,2
62,1.888887,0.720082,-33.444443,139.33334,0.193691,2
72,1.166667,1.144441,-42.666668,117.111115,0.323421,2
42,1.666668,1.264908,-39.77778,126.22222,0.241934,2
30,0.611109,0.611616,-40.666668,129,0.24285,2
98,1.666667,0.755554,-45,116.888885,0.338288,2
72,1.499999,0.744447,-34,141.11111,0.19129,2
32,1.33333,0.557772,-38.666668,133.33334,0.220748,2
76,1.333333,0.71111,-46.555557,116.55556,0.360194,2
28,1.111112,1.186343,-46.22222,131.22223,0.267544,2
33,0.611109,0.196295,-39.333332,130.55556,0.258604,2
25,1.277776,0.774075,-43.555557,126.888885,0.297528,2
17,1.888889,1.140735,-32.333332,143.55556,0.172628,2
48,0.999999,0.355556,-39.333332,129.11111,0.265899,2
13,0.944445,0.685187,-14.111111,148.88889,0.079806,2
39,0.777776,0.583728,-30.88889,140.33334,0.188391,2
51,1.499998,1.944436,-28,140.22223,0.165549,2
46,2.166668,0.781735,-35.333332,141,0.200124,2
18,1.166669,0.211111,-19.333334,147.88889,0.111218,2
40,0.722223,0.772203,-43.444443,129,0.254051,2
113,1.333333,1.066667,-25.333334,145.66667,0.144134,2
38,0.888888,1.068055,-34.555557,141.66667,0.199972,2
33,1.055553,0.854183,-33.666668,141.77779,0.191215,2
62,1.666669,1.333336,-28.666666,139.44444,0.169635,2
58,0.888888,0.583728,-38.11111,128.11111,0.237567,2
65,1.500001,1.224745,-34,140,0.202365,2
93,1.944444,4.907409,-46.88889,112.111115,0.369638,2
21,1.222221,0.118518,-28.11111,143.22223,0.15668,2
57,1.388891,0.800464,-34,139,0.192488,2
25,1.111111,0.118518,-30.666666,142.33334,0.172504,2
35,0.888888,0.544333,-34.22222,141.33334,0.194853,2
77,1.277776,1.351844,-22.11111,147.33334,0.127385,2
32,2.611109,1.040738,-19.555555,146.33334,0.113055,2
97,1,0.666667,-23.444445,145.44444,0.12985,2
78,0.777779,1.274081,-20.666666,147,0.124647,2
14,0.611113,0.712327,-41.22222,130.66667,0.242294,2
47,1.555557,0.829628,-29.222221,139.77779,0.18354,2
75,11.111111,10.014803,-32.444443,133,0.20299,2
101,0.611109,0.329633,-25.444445,147.22223,0.141107,2
64,1.333331,0.918936,-37.333332,126.22222,0.236797,2
39,1.333333,1.333333,-40.666668,131.11111,0.241459,2
56,0.722221,0.107408,-30.666666,141.66667,0.179483,2
71,1.333333,0.71111,-49.11111,115.55556,0.370097,2
44,1.333333,0.31111,-39,126.77778,0.266391,2
96,0.611112,0.240741,-24.444445,128.11111,0.197734,2
22,0.722221,0.107409,-14.888889,147,0.095184,2
57,1.611109,0.418517,-42.666668,122.22222,0.294515,2
57,0.666665,0.488889,-31,140.44444,0.175605,2
82,0.611111,0.443054,-40.88889,125.888885,0.262093,2
57,1.000001,0.311111,-49.444443,119.333336,0.359343,2
18,0.944445,0.374079,-15.888889,147.55556,0.096352,2
33,0.722221,0.062963,-40.666668,132,0.25913,2
65,2,0.711109,-31,141.66667,0.185658,2
25,0.833333,0.477775,-43.444443,125.666664,0.299583,2
19,1.499998,1.277773,-26.777779,142.66667,0.151812,2
64,0.777777,0.207406,-46.77778,118.666664,0.34921,2
54,1,0.844443,-20.333334,145.55556,0.124312,2
14,1.666669,1.333332,-38.333332,134.11111,0.222856,2
50,0.944445,0.952579,-38.333332,125.77778,0.247337,2
41,0.277779,0.151852,-20.333334,145.88889,0.119532,2
25,0.388889,0.327731,-43.333332,131.33334,0.25541,2
94,1.000001,0.666664,-18.88889,127.55556,0.176789,2
52,0.777777,0.740744,-31.88889,129.22223,0.218379,2
71,1.499999,0.299998,-31.222221,140.88889,0.179672,2
36,1.055556,0.64693,-41.11111,130.33334,0.24634,2
62,0.888887,0.607405,-28.555555,127.111115,0.208013,2
40,1.333332,0.488891,-30.555555,140.55556,0.185749,2
51,0.944443,0.772203,-40.555557,127,0.250137,2
71,0.888888,0.720081,-32.22222,138.33334,0.194316,2
54,1.222221,1.003697,-35.11111,141.33334,0.202708,2
13,1.333333,0.400002,-32.22222,145.44444,0.177191,2
41,0.388892,0.327733,-43.77778,128.88889,0.262046,2
29,0.777779,0.429629,-43.444443,126.333336,0.297205,2
34,1.388888,0.879814,-35.444443,142,0.199516,2
44,1,0.755557,-42,121.44444,0.300019,2
47,1.111109,0.38519,-20.222221,146.33334,0.118399,2
59,1.055556,0.285185,-28.777779,140.44444,0.170091,2
63,6.222223,5.675157,-38.77778,123.22222,0.248136,2
56,0.833333,0.566668,-30.333334,140.66667,0.176061,2
19,1.444447,0.779364,-33.666668,142.44444,0.189527,2
62,1.111112,0.562963,-27.222221,138.77779,0.161658,2
88,0.500001,0.211111,-27.11111,127.55556,0.204675,2
29,1.388891,1.574082,-28.444445,142.77777,0.166484,2
15,1.222221,0.785184,-27.666666,145.33334,0.153616,2
35,0.944447,0.107407,-46.22222,122.55556,0.320015,2
44,1.166665,1.048809,-31.11111,138.11111,0.178428,2
51,2.055553,0.742867,-33.555557,141.11111,0.197569,2
12,1.611112,0.975626,-35.444443,135.33334,0.207675,2
17,0.666667,0.311108,-28.555555,143.88889,0.160604,2
53,1.111109,0.429629,-26.444445,130.22223,0.200484,2
26,0.888888,0.207411,-17.666666,146.55556,0.106102,2
104,1.833335,1.378405,-39.88889,119.888885,0.272403,2
42,0.944444,0.774073,-30.11111,141.77779,0.174634,2
41,1.888889,1.241266,-33.77778,138.88889,0.206392,2
27,0.5,0.255555,-16.555555,146.55556,0.096263,2
55,1,0.557774,-38,132.22223,0.235894,2
68,0.722224,0.574134,-39.444443,126.333336,0.25416,2
20,0.833333,0.752773,-33,140.55556,0.188892,2
13,1.666664,1.244441,-20.11111,149.88889,0.100091,2
99,0.777779,0.474074,-43.22222,118,0.330418,2
46,2.166668,0.781735,-35.333332,141,0.200124,2
34,1.000001,0.632455,-35.333332,140,0.20392,2
67,3.833332,1.94079,-41.88889,125.55556,0.26644,2
40,0.666667,0.699204,-44.11111,129,0.260966,2
75,1.055559,0.596296,-30.555555,141.22223,0.179353,2
57,0.77778,0.696297,-43.77778,121.55556,0.308813,2
23,1.166665,1.224743,-36,139.77779,0.205901,2
35,1.444444,0.829631,-30.333334,142.55556,0.176083,2
90,0.777779,0.562963,-22.777779,128.55556,0.179697,2
47,0.666667,0.488889,-43.666668,121.44444,0.320097,2
27,0.5,0.255555,-16.555555,146.55556,0.096263,2
67,1.055556,0.685185,-28.222221,125.55556,0.207702,2
18,0.555557,0.272164,-44.666668,130.44444,0.254668,2
20,1.166665,1.149877,-32.666668,142.33334,0.187293,2
33,0.888888,0.620634,-34,140.88889,0.196297,2
49,1.77778,1.068055,-32.77778,140.44444,0.194622,2
35,1.222221,0.607412,-44.77778,122,0.319499,2
19,1.666672,0.31111,-18.666666,146.44444,0.101515,2
20,1.444443,0.562963,-33.555557,132.33334,0.224139,2
73,1.611111,1.218518,-30.222221,140.55556,0.178636,2
78,2.666665,2.290076,-40.88889,125.666664,0.258182,2
68,0.888889,0.829629,-32,124.888885,0.239143,2
13,0.555557,0.207406,-29,144.77777,0.156568,2
71,2.222221,3.762964,-27,122.44444,0.212264,2
80,1.722224,1.707408,-24.555555,127.333336,0.198052,2
41,1.111115,0.874068,-19.444445,147.22223,0.112421,2
48,0.555555,0.074074,-30.444445,138.11111,0.187362,2
28,1.444441,1.29386,-34.555557,138.66667,0.199513,2
29,0.444443,0.403686,-40.555557,130.55556,0.245093,2
36,1.833335,1.455557,-40.444443,125.22222,0.284654,2
20,1.27778,0.928959,-31.666666,142.66667,0.181475,2
11,2.166667,3.855552,-19.333334,150.11111,0.099836,2
56,0.833333,0.566668,-30.333334,140.66667,0.176061,2
30,0.833332,0.547723,-31.666666,139.66667,0.19251,2
115,1.444445,1.229636,-28.666666,145.33334,0.152134,2
21,1.166667,0.408248,-33,141.88889,0.184022,2
29,1.055553,0.907417,-27.666666,142.88889,0.165616,2
18,1.277777,1.25462,-34.88889,142,0.197105,2
62,1.166668,0.833334,-26.777779,140.33334,0.162225,2
30,0.944444,0.772201,-40.88889,131.11111,0.242337,2
30,0.611111,0.772202,-30.88889,141,0.183565,2
15,1.888888,2.162973,-31.444445,145.33334,0.176494,2
48,1.333331,0.355557,-25,132.44444,0.197114,2
21,1.333332,0.869227,-35.444443,142.88889,0.195127,2
109,1.000001,0.843276,-39.11111,122.22222,0.268118,2
21,1.166667,0.408248,-33,141.88889,0.184022,2
18,0.944445,0.374079,-15.888889,147.55556,0.096352,2
93,1.055555,1.396291,-25.222221,128,0.188313,2
42,1.388891,1.440747,-21.555555,146.44444,0.125137,2
15,1.222225,0.518519,-46.88889,131.11111,0.306737,2
32,2.611109,1.040738,-19.555555,146.33334,0.113055,2
39,1.222218,0.474075,-32.22222,142.44444,0.183242,2
29,1.388891,1.574082,-28.444445,142.77777,0.166484,2
41,1.499999,0.655553,-28.555555,131.22223,0.208293,2
65,0.722221,0.329629,-43.666668,121.111115,0.316474,2
66,1.111113,0.607405,-43,117.333336,0.325711,2
57,1.611112,1.103866,-33.77778,140.33334,0.194754,2
17,1.277779,1.020167,-33.444443,141.88889,0.189464,2
46,1.333332,0.596282,-41.22222,132.88889,0.240722,2
66,1.444443,2.874073,-34.666668,139.77779,0.205803,2
24,0.888888,1.140749,-29.88889,141.66667,0.169397,2
85,0.888888,0.429629,-43,118,0.328603,2
74,0.500001,0.077778,-38.22222,123.22222,0.276784,2
15,1.444443,1.229631,-19.222221,149.55556,0.104639,2
54,1.722223,0.928958,-36.22222,126.111115,0.232219,2
13,1.166667,1.011112,-28.444445,145.44444,0.155825,2
30,1.222223,0.720082,-37.444443,130.11111,0.225384,2
22,1,0.488884,-16.555555,147.88889,0.109655,2
33,0.500001,0.349603,-41.444443,128.66667,0.247776,2
40,0.722223,0.772203,-43.444443,129,0.254051,2
26,0.444444,0.403686,-41.666668,130.88889,0.248698,2
64,1.333331,0.918936,-37.333332,126.22222,0.236797,2
79,0.777779,0.403686,-41.555557,126.55556,0.258079,2
16,0.888891,0.385184,-38.11111,131.11111,0.244021,2
85,0.888887,0.607409,-36.77778,122.55556,0.275467,2
43,0.833335,0.611111,-27.444445,140.55556,0.165192,2
61,0.555556,0.272164,-41.88889,128.33334,0.258869,2
39,1.833333,0.699999,-32.444443,132,0.222954,2
