@relation 'segment-weka.filters.unsupervised.attribute.Remove-V-R2,8,13-14,19-20'

@attribute Region-centroid-row numeric
@attribute Hedge-mean numeric
@attribute Rawgreen-mean numeric
@attribute Exred-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
111,2.277777,25.11111,-12.444445,-2.064723,4
86,0.333333,8,-13.333333,-2.128362,5
70,9.944444,20.222221,-14.444445,-2.514204,3
127,1,3.333333,-7.444445,-2.474562,3
162,0.944444,22.333334,-10.666667,2.350367,7
180,1.166667,28.222221,-15.333333,2.541661,7
100,1.444445,48.88889,-15.111111,-2.00619,4
135,0.111111,0,-1.444444,-1.822214,5
145,0,0,0,0,5
236,3.333333,18.444445,-8.888889,2.7898,7
86,0.277778,16.88889,-13.666667,-2.178281,5
66,2.944444,21.666666,-9.222222,-1.844993,1
144,0,0,0,0,5
166,2.444445,22.222221,-13.888889,2.515826,7
205,3.333334,44.11111,-16.11111,-2.044653,6
90,0.666667,7.555555,-7.444445,-2.067026,5
153,0,0,0,0,5
43,1.555557,56.666668,-29.444445,-2.160551,4
124,6.5,5.777778,-10.444445,-2.265747,3
199,4.666666,49.444443,-19.333334,-2.040866,6
116,0.166667,13.777778,-9.888889,-2.121175,5
108,1.388889,12.888889,4,-1.302133,1
172,1.333333,20.88889,-11.222222,2.417702,7
102,2.611111,17.333334,-2.888889,-1.68544,1
154,0.222222,0.222222,-0.555556,-1.861154,5
75,3.777778,18.88889,-2.555556,-1.652768,1
37,1.055553,86.55556,-47.444443,-2.258443,2
126,0.5,0.555556,-4.222222,-2.229939,3
129,0.111111,0,-1.555556,-2.094395,3
41,1.499999,105.111115,-28.555555,-2.139822,2
96,0.833333,54.333332,-22.444445,-2.089105,4
200,2.5,39.444443,-13.888889,-2.016646,6
180,7.333333,27.88889,-8.333333,-2.021032,6
137,0.611111,0.111111,-1.222222,-2.007606,5
112,0.111111,0,-0.444444,-2.094395,3
104,2.666666,16.11111,-2.666667,-1.669752,1
45,2.055555,47.333332,-14.888889,-2.045905,4
139,0.333333,0.222222,-2,-2.15073,3
180,3.333333,53.77778,-21.555555,-2.044179,6
154,1.277778,4.333334,-6.444445,-2.087985,5
85,1.111111,1.444444,-4,-2.377624,3
86,1.666667,18,-2.222222,-1.650844,1
181,2.666667,23.88889,-7.555555,2.189135,7
155,0.833333,29.333334,-10,2.169397,7
99,3.055555,2.333334,-9.111111,-2.255673,3
99,0.777779,83.22222,-43.22222,-2.207756,2
124,0.833333,3.666667,4,-1.011484,1
138,0.055556,0,-1.111111,-1.755017,5
164,3,14.333333,-6,2.87512,7
180,3.833332,43.666668,-15.555555,-2.008719,6
50,0.777779,115.44444,-35.88889,-2.312305,2
101,0.5,26.88889,-11.888889,-2.05839,4
81,1.222223,33,-11.111111,-1.984566,4
126,0.666667,4.888889,4.444445,-0.913675,1
44,1.333333,98.22222,-39,-2.255577,2
69,1.611111,18.444445,-7,-1.811203,1
48,0.999999,99.77778,-39.333332,-2.247036,2
103,1.111111,13.222222,2.666667,-1.397414,1
103,1.111111,0.666667,-6.111111,-2.185466,3
139,0.722222,2.111111,-6.888889,-2.127586,5
64,0.777777,82.55556,-46.77778,-2.228939,2
56,1.277777,20,-9.333333,-1.863182,1
65,2.333334,15.555555,-2.111111,-1.665853,1
102,0.833333,1.666667,-6.666666,-2.261719,3
89,3.277778,13.111111,-11.777778,-2.11184,5
70,0.388889,48.666668,-10.444445,-1.907955,4
136,2.666667,12.222222,-19.555555,-2.307511,3
106,0.388889,14.333333,-10.111111,-2.117671,5
36,1.111109,57.77778,-29.444445,-2.138581,4
162,14.166667,37.88889,-18.222221,-2.555683,6
60,0.777777,101.55556,-30.666666,-2.16692,2
130,0.833333,4.666667,3.777778,-1.056659,1
84,1.611111,18,-0.888889,-1.598867,1
73,1,38.88889,-5.111111,-1.893495,4
190,2.5,26.88889,-11,-2.008381,6
171,2.777777,39.555557,-14.777778,-2.010723,6
107,0.833333,24.777779,-13,-2.201495,5
217,2.055556,9.666667,-3.888889,1.976138,7
143,0.888889,2.222222,-9.888889,-2.257412,3
244,2.277778,11.666667,-2.111111,2.32339,7
12,4.5,8.222222,-9,-2.064482,5
182,0.777778,23,-6.666666,1.916419,7
97,1,131.11111,-23.444445,-2.346234,2
153,3,23.88889,-20,-2.242741,4
116,1.055556,1.111111,-5.555555,-2.24908,3
196,1.888889,24.666666,-11.888889,2.437339,7
132,0.222222,0,-1.111111,-2.094395,3
178,8,29.444445,-12,-2.103758,6
113,1,27.11111,-22,-2.238803,5
40,0.722223,106.888885,-43.444443,-2.434692,2
224,0.944444,18.444445,-10.333333,2.328108,7
13,1.166667,128.55556,-28.444445,-2.360428,2
65,26.444445,53,-12.111111,-1.970812,4
135,0.611111,26.444445,-21.555555,-2.227801,5
77,3.055556,20.222221,-5.555555,-1.768872,1
133,1.166667,3.666667,4,-1.077659,1
146,2.500001,18.555555,-13.888889,-2.124871,4
36,1.055556,107.22222,-41.11111,-2.387384,2
162,0.333333,6.444445,-5.111111,-2.044946,4
62,0.666667,3.666667,-6.888889,-2.034152,5
89,0.722222,26.777779,-13.111111,-2.046542,4
194,2.277778,43.11111,-15.888889,-2.021838,6
194,9.111109,53.22222,-19.444445,-2.033605,6
99,1,0.444444,-5.777778,-2.149743,3
48,0.277777,34.666668,-16.222221,-2.048732,4
35,0.944447,90.333336,-46.22222,-2.280843,2
57,1.611112,119.44444,-33.77778,-2.341163,2
199,1.388889,19.88889,-5,1.905303,7
204,2.166667,49.666668,-19.11111,-2.037372,6
90,2.222222,13.222222,-11.888889,-2.12273,5
42,1.388891,131.33334,-21.555555,-2.282217,2
60,1.055555,14.333333,-1.333333,-1.623392,1
53,1.166667,16.333334,-2,-1.662177,1
20,1.444443,106.55556,-33.555557,-2.231826,2
91,0.666667,1.888889,-7.666666,-2.217735,3
91,0.5,11.333333,-10.333333,-2.128465,5
150,1.722222,23.333334,-16.444445,2.791674,7
151,4.444445,23.444445,-11.333333,2.505249,7
125,0.722222,13.111111,-11.888889,-1.793403,3
111,0.555555,55,-17.444445,-2.014126,4
193,4.833334,39.444443,-13,-2.000118,6
20,1.166665,121.666664,-32.666668,-2.328034,2
161,8.999999,37.88889,-18.11111,-2.282295,6
