@relation segment

@attribute Region-centroid-col numeric
@attribute Region-centroid-row numeric
@attribute Intensity-mean numeric
@attribute Exred-mean numeric
@attribute Exblue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
181,115,132.77777,-28.666666,37.666668,2
167,57,98.59259,-43.77778,68.888885,2
197,58,122.25926,-35.444443,49.555557,2
103,64,108.77778,-37.333332,52.333332,2
84,65,125.666664,-31,48,2
44,79,107.74074,-41.555557,56.444443,2
73,19,127.51852,-32.88889,46.77778,2
224,34,123.22222,-35.333332,50.333332,2
103,39,127.51852,-32.88889,46.11111,2
108,75,116.703705,-32.444443,48.88889,2
102,73,125.51852,-30.222221,45.11111,2
156,32,136.2963,-19.555555,30.11111,2
193,35,136.48148,-15.777778,29.222221,2
115,81,105.92593,-42.11111,56.88889,2
165,99,93.40741,-43.22222,73.77778,2
124,29,128.44444,-27.666666,43.333332,2
128,15,129.25926,-32.77778,44.22222,2
145,33,124.55556,-34,49,2
117,44,106,-39,62.333332,2
139,16,140.40741,-17.222221,28.444445,2
67,32,126.22222,-33.333332,48,2
185,35,109.111115,-38,49,2
238,59,121.703705,-37.444443,51.88889,2
146,62,99.666664,-42,65.333336,2
21,90,113.48148,-22.777779,45.22222,2
83,28,112.96296,-40.555557,54.444443,2
235,35,97.92593,-44.77778,72.22222,2
179,101,134.92592,-25.444445,36.88889,2
233,81,90.40741,-44.22222,78.111115,2
143,34,125.48148,-35.444443,49.555557,2
222,54,134.33333,-20.333334,33.666668,2
241,76,90.07407,-46.555557,79.44444,2
86,67,108.85185,-28.222221,50.11111,2
105,65,123,-34,51,2
58,25,112.22222,-43.333332,57.333332,2
188,35,124.55556,-30.333334,46.666668,2
206,57,122.333336,-33,50,2
231,13,118.666664,-36.333332,51.333332,2
157,57,124.703705,-31.444445,44.88889,2
165,99,93.40741,-43.22222,73.77778,2
92,56,126,-30.333334,44,2
126,20,126.55556,-32.666668,47.333332,2
53,78,106.85185,-40.88889,56.444443,2
250,37,95.92593,-47.444443,75.55556,2
181,27,138.07408,-16.555555,25.444445,2
253,75,88.55556,-49.666668,82,2
220,36,114.03704,-39.77778,55.22222,2
240,58,92.703705,-47.444443,77.55556,2
8,39,113.37037,-32.444443,55.88889,2
232,31,114.96296,-39.22222,52.77778,2
216,17,126.14815,-33.444443,47.22222,2
35,67,106.07407,-41.88889,58.444443,2
248,13,104.111115,-47.666668,73,2
93,29,128.48148,-28.444445,42.88889,2
252,71,89.14815,-49.11111,79.22222,2
7,18,138.62962,-15.888889,26.777779,2
48,81,112.92593,-21.777779,47.88889,2
58,19,129.92592,-26.777779,38.22222,2
78,72,125.55556,-30.666666,45,2
138,21,127.296295,-33.22222,47.444443,2
194,57,135.96297,-18.222221,30.777779,2
83,53,123.44444,-33.333332,44.333332,2
243,48,134.85185,-21.88889,33.77778,2
120,17,129.55556,-32.333332,42,2
199,66,122.55556,-34.666668,51.666668,2
205,47,123.85185,-29.222221,47.77778,2
29,52,125.77778,-30.666666,43.333332,2
216,15,106.51852,-46.88889,73.77778,2
151,57,100.44444,-42.666668,65.333336,2
60,52,111.62963,-31.88889,52.77778,2
98,41,137.14815,-19.444445,30.222221,2
204,25,102.48148,-43.444443,69.55556,2
199,25,103.62963,-43.555557,69.77778,2
166,55,124.111115,-30.666666,45.666668,2
225,22,137.96297,-14.888889,27.11111,2
91,54,110,-36.333332,51.333332,2
206,30,123.333336,-31.666666,49,2
201,92,90.333336,-46.333332,75.333336,2
209,66,93.44444,-43,71.666664,2
64,19,137.77777,-18.666666,26,2
178,16,112.96296,-40.22222,54.11111,2
119,85,101.03704,-36.77778,64.55556,2
138,49,124.03704,-32.77778,49.22222,2
36,21,129.85185,-27.555555,38.11111,2
112,18,113.77778,-34.333332,49,2
152,18,112.111115,-44.666668,55,2
93,29,128.48148,-28.444445,42.88889,2
40,57,123.55556,-34,46.333332,2
105,62,126.48148,-26.777779,41.555557,2
164,49,126.18519,-29.555555,46.77778,2
44,20,113.85185,-33.555557,55.444443,2
44,33,125.888885,-33.666668,47.666668,2
8,21,125.59259,-36.444443,50.555557,2
51,56,126.44444,-30.666666,45.666668,2
121,82,106.51852,-40.88889,58.11111,2
66,41,109.703705,-43.77778,57.555557,2
80,40,110.703705,-43.444443,54.88889,2
116,54,108.85185,-36.22222,51.77778,2
67,71,125.96296,-31.222221,44.77778,2
206,26,137.03703,-16.777779,29.222221,2
174,50,107.44444,-38.333332,55,2
174,50,107.44444,-38.333332,55,2
101,42,137.07408,-19.88889,31.11111,2
92,104,100.51852,-39.88889,58.11111,2
192,40,124.62963,-30.555555,47.77778,2
79,48,107.888885,-39.333332,63.666668,2
212,81,92.18519,-44.88889,78.77778,2
180,97,134.37038,-23.444445,33.22222,2
174,77,135.92592,-22.11111,34.22222,2
235,22,137.62962,-16.555555,30.777779,2
194,72,93.44444,-42.666668,71,2
140,34,105.48148,-42.77778,65.55556,2
164,45,101.92593,-41.444443,67.888885,2
27,62,125.333336,-28.666666,42.333332,2
179,63,105.59259,-38.77778,52.88889,2
147,51,126.333336,-28,41.666668,2
245,18,137.88889,-19.333334,30,2
173,113,133.11111,-25.333334,37.666668,2
247,50,121.18519,-35.88889,53.11111,2
78,60,109.77778,-30.666666,55.333332,2
234,27,122.666664,-33.333332,48,2
186,28,122.51852,-34.555557,48.444443,2
190,45,108.96296,-39.22222,53.77778,2
25,41,113.40741,-28.555555,53.444443,2
63,13,141.81482,-14.111111,21.222221,2
178,43,125.25926,-28.777779,44.88889,2
204,12,127.44444,-35.666668,47,2
44,79,107.74074,-41.555557,56.444443,2
174,59,122.03704,-34.444443,50.22222,2
184,44,99,-42,67.333336,2
75,49,127.40741,-31.222221,47.11111,2
234,58,93.14815,-47.444443,76.888885,2
14,28,110.48148,-37.77778,61.88889,2
240,16,102.51852,-44.88889,67.44444,2
248,53,134.77777,-19.666666,33,2
84,86,105.77778,-38.666668,55,2
115,75,126.07407,-30.555555,45.444443,2
89,43,107.14815,-39.11111,63.22222,2
179,101,134.92592,-25.444445,36.88889,2
207,58,122,-35.666668,50.333332,2
183,78,135.55556,-20.666666,34.333332,2
124,29,128.44444,-27.666666,43.333332,2
102,30,125.40741,-30.88889,46.77778,2
150,94,95.296295,-43.22222,71.77778,2
168,13,130.40741,-32.22222,45.11111,2
240,26,136.88889,-17.666666,29,2
92,44,123.81481,-31.11111,42.88889,2
217,23,124.44444,-37.666668,51.666668,2
127,57,124.25926,-33.77778,48.22222,2
243,41,135.22223,-20.333334,32,2
22,57,126.111115,-31,43,2
252,27,136.2963,-17.88889,27.777779,2
131,15,130.14815,-31.444445,45.555557,2
21,90,113.48148,-22.777779,45.22222,2
145,34,137.03703,-16.777779,28.88889,2
134,29,112.07407,-40.555557,55.444443,2
155,80,96.333336,-41.666668,69,2
254,57,135.77777,-19,32.666668,2
7,48,115.77778,-25,50,2
52,66,114.22222,-22,43.666668,2
103,64,108.77778,-37.333332,52.333332,2
140,25,128,-30.666666,43,2
239,32,121.44444,-33.666668,50,2
76,19,114.25926,-39.77778,54.22222,2
67,32,126.22222,-33.333332,48,2
213,14,117,-38.333332,51.333332,2
142,33,110.59259,-41.444443,54.22222,2
160,30,111.22222,-40.666668,53.333332,2
217,45,121.51852,-31.222221,47.444443,2
112,30,113.25926,-37.444443,50.555557,2
244,79,89.44444,-47.666668,77.666664,2
188,42,108.92593,-39.77778,51.88889,2
115,39,127.07407,-32.22222,46.11111,2
50,50,124.111115,-33,50.333332,2
141,31,126.81481,-29.11111,43.22222,2
11,50,109.25926,-46.11111,63.22222,2
222,38,113.48148,-39.11111,53.88889,2
92,68,125.77778,-30.333334,45.666668,2
80,40,110.703705,-43.444443,54.88889,2
118,38,124.85185,-34.555557,50.444443,2
107,21,126.77778,-33,45.333332,2
125,46,124.55556,-35.333332,49.333332,2
226,83,90.62963,-48.22222,78.77778,2
74,88,110.59259,-27.11111,50.88889,2
172,31,136.40741,-16.88889,27.11111,2
107,21,126.77778,-33,45.333332,2
224,63,120.22222,-35.333332,52,2
123,68,107.37037,-39.444443,56.88889,2
6,54,116.77778,-23,47,2
159,40,125.14815,-32.77778,49.555557,2
73,31,126.85185,-33.88889,48.77778,2
134,54,124.37037,-35.11111,50.88889,2
37,61,109.07407,-41.88889,57.77778,2
251,24,121.62963,-32.555557,48.444443,2
172,60,123.666664,-29,44,2
59,96,111.59259,-24.444445,49.555557,2
16,51,122.96296,-36.88889,53.444443,2
140,16,111.81481,-38.11111,57.88889,2
97,63,108.92593,-38.11111,51.555557,2
167,45,101.22222,-42.333332,68.333336,2
202,41,123.03704,-33.444443,50.22222,2
9,72,125.44444,-34,47,2
63,13,132.25926,-28.444445,39.555557,2
230,41,121.48148,-33.77778,52.22222,2
31,42,127.03704,-30.11111,44.22222,2
209,11,141.55556,-19.333334,25.666666,2
201,40,123.77778,-31.333334,47.666668,2
79,47,126.37037,-31.11111,45.88889,2
181,87,135.40741,-22.555555,33.11111,2
170,36,103.03704,-40.444443,66.55556,2
181,27,138.07408,-16.555555,25.444445,2
60,52,111.62963,-31.88889,52.77778,2
1,45,122.85185,-36.88889,51.444443,2
221,35,98.74074,-46.22222,71.44444,2
79,62,110.18519,-28.555555,50.77778,2
228,20,125,-33,46.666668,2
186,46,135.51852,-18.222221,30.11111,2
207,58,110.37037,-38.11111,53.22222,2
143,24,127.62963,-29.88889,42.11111,2
193,66,95.111115,-43.333332,71,2
212,48,122.37037,-30.444445,47.22222,2
92,56,126,-30.333334,44,2
253,32,116.77778,-38.666668,49.666668,2
121,55,103.07407,-39.22222,63.11111,2
236,42,135.2963,-21.555555,33.444443,2
171,15,113.74074,-40.88889,54.77778,2
57,89,106.07407,-38.88889,58.11111,2
3,21,130.14815,-28.11111,39.22222,2
191,47,135.74074,-20.222221,31.777779,2
88,91,104.888885,-37,55.666668,2
38,71,122.18519,-32.22222,48.444443,2
119,115,7.555555,-12,16,3
49,95,5.185185,-8.888889,12.777778,3
240,79,32.77778,-25.333334,39,3
30,91,6.259259,-11.444445,17.555555,3
72,111,1.296296,-3.888889,6.777778,3
234,110,1.814815,-5.111111,9.222222,3
17,124,1.148148,-2.777778,4.555555,3
33,142,3.851852,-6.555555,10.111111,3
58,125,18.555555,-22.333334,36.333332,3
33,117,1.074074,-3.222222,6.111111,3
41,77,5,-11.333333,15.666667,3
59,120,19.074074,-25.555555,42.11111,3
69,139,18.074074,-6.222222,13.444445,3
195,99,6.740741,-9.888889,14.444445,3
230,124,0.666667,-2,4,3
230,98,1.407407,-4.222222,8.111111,3
235,88,2.777778,-7,11,3
129,91,44.296295,-17.555555,25.11111,3
23,129,0.518518,-1.555556,3.111111,3
58,109,4.296296,-8.555555,12.444445,3
44,123,1.481481,-3.777778,6.555555,3
18,90,2.814815,-6.777778,12.222222,3
78,99,4.148148,-9.111111,14.555555,3
80,87,67.44444,-26,34.666668,3
49,116,3,-6.333334,9,3
37,104,18.62963,-11.222222,14.444445,3
55,80,7.074074,-12.555555,16.11111,3
1,81,21.333334,-22,27.666666,3
33,94,5.888889,-8,5.666666,3
139,121,3.703704,-8.777778,12.222222,3
225,91,3.666667,-7.666666,13,3
46,88,3.296296,-7.888889,13.111111,3
45,108,49.814816,-24.11111,33.88889,3
98,126,2.777778,-6.666666,7.333334,3
93,147,7.703704,-3.777778,6.555555,3
108,144,0.962963,-2.888889,5.777778,3
70,122,19.88889,-6,15.666667,3
7,134,0.037037,-0.111111,0.222222,3
98,107,8.703704,-11.444445,17.555555,3
110,92,7.444445,-12.666667,15.666667,3
100,115,2.740741,-7.222222,10.444445,3
36,145,0.851852,-1.555556,1.777778,3
9,76,2.444444,-4.666666,6.666666,3
86,140,9.925926,-11.777778,15.555555,3
20,70,18.592592,-14.777778,15.888889,3
52,102,2.888889,-6.666666,10.333333,3
1,81,21.333334,-22,27.666666,3
20,117,0,0,0,3
241,90,9,-12.666667,20,3
50,109,5.666666,-9.333333,12,3
59,99,2.037037,-5.777778,10.555555,3
214,121,1.148148,-3.444444,6.555555,3
59,87,17.11111,-14.666667,19,3
224,73,5.814815,-10.444445,14.555555,3
133,102,44.037037,-19.777779,25.88889,3
90,122,16.185184,-17.88889,27.444445,3
95,95,6.481482,-12.444445,18.222221,3
14,120,1.592593,-4.777778,6.888889,3
137,105,42.851852,-21.222221,29.444445,3
17,110,3.962963,-7.555555,7.444445,3
16,82,8.481482,-12.444445,18.222221,3
194,124,2.814815,-5.444445,8.222222,3
126,80,68.77778,-25.333334,32.333332,3
10,94,2.259259,-6.444445,11.222222,3
