@relation 'segment-weka.filters.unsupervised.attribute.Remove-V-R2,8-9,14,17-18,20'

@attribute Region-centroid-row numeric
@attribute Hedge-mean numeric
@attribute Hedge-sd numeric
@attribute Exred-mean numeric
@attribute Value-mean numeric
@attribute Saturatoin-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
133,0.444445,0.02963,-10.888889,16.666668,0.627269,5
116,1.166667,0.611111,3,7.777778,0.544733,1
34,0.888887,0.207408,-42.77778,127.333336,0.283524,2
104,5.611111,2.255034,-7.555555,23.333334,0.314713,5
218,1.166667,0.655555,-9.111111,17.777779,0.401347,7
145,7.5,6.112829,-10.666667,20.11111,0.532728,3
181,4.777777,2.864857,-10.444445,49.555557,0.265619,6
40,0.555556,0.172131,-32.77778,141.66667,0.193665,2
49,1.499999,0.300001,-29.555555,141.77779,0.179413,2
14,1.222223,0.779361,-41.11111,132.11111,0.24216,2
115,2.722222,2.792185,-22.777779,39,0.523538,3
91,2.166666,1.277778,-1.444444,28.777779,0.420716,1
59,2.055555,0.862963,-3.111111,28.777779,0.445142,1
196,6.888888,4.861031,-16.777779,65,0.29763,6
219,3.222222,2.491467,-8.666667,19.11111,0.494595,7
170,1.11111,0.562962,-13.333333,24.666666,0.387467,7
45,0.611109,0.285185,-42.333332,124,0.297414,2
128,1.388888,1.123816,-21.777779,64.22222,0.340237,4
190,5.055556,2.784215,-18.555555,63.22222,0.298958,6
115,3.666666,12.266669,-19.11111,40.11111,0.421493,5
140,0.666667,0.298143,-8.333333,33.555557,0.266206,4
16,1.499999,1.206462,-40.22222,131,0.239899,2
111,0.444445,0.118519,4,7.333334,0.59127,1
62,0.722224,0.389681,-28,84.66667,0.32276,4
158,1.166667,0.477778,-3.777778,11.777778,0.472975,4
120,0.833333,1.055556,-3.666667,3.333333,0.984127,3
175,5.666666,26.133337,-12,41,0.286834,6
93,0,0,0,0,0,5
240,2.055556,1.743772,-15.666667,27.333334,0.445808,7
137,0.833333,0.809664,-2.777778,2.666667,0.95,3
106,1.611111,2.72963,-3.111111,29.88889,0.423346,1
126,1,0.844445,3.555556,8.333334,0.551587,1
137,0.333333,0.044444,-2,2,1,3
20,1.944444,1.062841,-26.222221,81.66667,0.309556,4
161,11.500001,96.65553,-18.11111,51.444443,0.302983,6
244,3,1.520234,-5.777778,17.11111,0.480149,7
188,5.111111,19.007412,-9.222222,36.444443,0.275863,6
160,2.777778,0.429629,-13.888889,31.555555,0.426014,4
98,0.666667,0.730297,-3.555556,2.888889,0.916667,3
195,3.722222,2.205214,-15.666667,58.77778,0.288788,6
147,0,0,0,0,0,5
18,0.555553,0.385184,-35.11111,132.33334,0.225725,2
100,1.388889,0.907407,-1.333333,28.444445,0.421994,1
59,2.055555,1.485185,-3.555556,30.88889,0.415301,1
91,1.111111,0.385185,-6.555555,6.222222,0.939815,3
123,0.388889,0.151852,3.888889,7.333334,0.531746,1
70,1.111108,0.562963,-25.555555,127.77778,0.186099,2
160,2.777778,0.429629,-13.888889,31.555555,0.426014,4
130,1.444445,0.474074,-16.777779,31.88889,0.505441,4
91,0.388889,0.107408,-18.88889,34.88889,0.48999,5
118,0.555556,0.118518,3.222222,7.111111,0.545855,1
113,0.722222,0.151852,4.888889,7.111111,0.580026,1
136,0.833333,0.211111,-4.222222,4.888889,0.877513,5
87,0.611111,0.374074,-13.444445,19.555555,0.659329,5
83,0.222222,0.403687,-12.555555,24.88889,0.481852,5
91,0.722221,0.772203,-37,123.44444,0.250204,2
77,1.166665,0.809667,-41.22222,125.22222,0.250143,2
160,3.055555,2.360948,-20.777779,33.333336,0.367514,7
70,7.944445,6.916698,-14.777778,23.88889,0.476884,3
124,0.888889,0.340741,3.666667,7.555555,0.545855,1
97,0.777778,0.474074,-6.222222,5.888889,0.915344,3
18,0.5,0.278888,-34.333332,130.11111,0.213257,2
152,2.111111,4.340741,-1.222222,2.444444,0.439153,5
83,1.555556,0.785184,-18.11111,79.66667,0.260329,4
80,1.333333,0.711109,-8.222222,47.666668,0.24473,4
76,1.666667,1.861899,-4.666666,4.666667,0.872222,3
144,0,0,0,0,0,5
123,1.944444,1.718096,-22.333334,73.77778,0.299164,4
150,0,0,0,0,0,5
187,2.833333,1.602082,-16.333334,71.44444,0.29965,6
135,0.222222,0.403687,-1.888889,3.333333,0.972222,5
136,0,0,0,0,0,3
31,1.222223,1.185185,-29.11111,141.22223,0.170718,2
190,8.555555,73.674065,-10.555555,36.88889,0.30039,6
100,5.777778,68.87406,-10.444445,13.333333,0.738034,3
233,2.611111,1.90224,-6.444445,18.777779,0.554881,7
115,0.722222,0.32963,-7.222222,6.222222,0.954365,3
75,10.222221,99.0963,-24.777779,50.666668,0.464912,3
187,2.111111,1.784708,-20.11111,74.111115,0.307458,6
143,0.666667,0.311111,4.111111,6.777778,0.556437,1
191,6.000001,5.185452,-23.444445,76.22222,0.320865,6
215,2.777778,2.518517,-9.555555,16.444445,0.441049,7
235,1.944445,2.264869,-14.333333,32.555557,0.351881,7
81,0.722224,0.389683,-42.11111,124.888885,0.26422,2
21,1.277778,1.062841,-19.666666,79.22222,0.25706,4
93,0.888889,0.544331,-12.777778,29.555555,0.44338,5
30,1.222223,0.720082,-37.444443,130.11111,0.225384,2
187,1.833333,1.069787,-20.333334,74.77778,0.292692,6
119,1.444444,0.829629,-18.777779,40.333336,0.425713,5
31,1.333333,0.711108,-18.11111,145.55556,0.107616,2
34,0.555556,0.583731,-24.11111,70.333336,0.34747,4
154,0.055556,0.136083,-0.222222,0.222222,0.222222,5
79,14.166667,155.3222,-25.333334,45.77778,0.489062,3
91,0.833333,0.255556,-8.111111,8,0.944811,3
135,0.333333,0.177778,-2.888889,2.777778,1,3
42,1.388889,0.507407,-7.777778,31.11111,0.462752,1
149,2.111111,1.585185,-14.111111,30,0.445172,4
89,5.833334,11.85555,-14.111111,17.11111,0.686685,3
124,0.888889,0.340741,3.666667,7.555555,0.545855,1
164,1.277778,0.490653,-6.333334,14.444445,0.367923,7
148,1.111111,0.981307,-2,3.222222,0.612963,5
91,1,1.955556,-11.222222,10.666667,0.829748,3
78,4.055555,5.662962,-15.222222,40.333336,0.392034,4
92,1,0.177777,-11.222222,22.666666,0.53355,5
177,2.5,0.78889,-9.888889,30.88889,0.321139,7
127,0.777778,0.688531,-6.555555,5.555555,0.915344,3
193,4.5,2.50111,-20.11111,72.55556,0.314092,6
66,1.833335,2.122228,-22,128.77779,0.174128,2
114,2.111111,1.274074,4.777778,17.444445,0.408644,1
73,2.611111,3.129627,0.444444,24.11111,0.421504,1
175,2.722221,4.329627,-8.666667,28.666666,0.284954,7
55,1.777777,0.785185,-5.333334,31.11111,0.43507,1
108,1.611111,1.174074,5.666666,20,0.378839,1
50,1.444444,0.688533,-36.555557,139.77779,0.213809,2
196,2.277777,1.218681,-15.333333,58.77778,0.289138,6
50,1.111112,0.91084,-46.11111,130.33334,0.2797,2
138,0.333333,0.133333,-4.666666,5.888889,0.826852,5
57,1.166667,0.38889,-18.222221,146.22223,0.111695,2
142,0.222222,0.172133,-3.333333,3.555556,1,5
44,2.333333,2.139576,-31.777779,136.88889,0.181821,2
124,7.388889,70.1963,-11.777778,52.666668,0.290982,4
161,11.5,18.922234,-15.333333,49.666668,0.298056,6
93,1.055556,0.928959,-14.333333,28.88889,0.480246,5
189,5.722223,23.885176,-8.666667,36.333336,0.265248,6
41,0.388892,0.327733,-43.77778,128.88889,0.262046,2
73,0.777777,0.651852,-14.444445,70.111115,0.253364,4
104,3.111111,2.104669,-10.222222,26.11111,0.380292,5
67,1.055554,0.646929,-22.88889,80.44444,0.298145,4
219,2.833333,6.611113,-4.444445,8.333334,0.561254,7
164,3.222223,1.047042,-14.111111,25.555555,0.409529,7
88,1.111112,0.720081,-28.11111,85,0.320122,4
248,1.666667,1.599999,-8.666667,17.666668,0.403437,7
75,0.722222,0.196296,-0.666667,27.11111,0.417046,1
67,1.833333,1.544446,0.888889,27.88889,0.414836,1
68,1.777778,5.096297,-3.444444,28.444445,0.440354,1
133,0.222222,0.02963,-1.444444,1.444444,1,3
163,2.5,1.312335,-7.111111,25.333334,0.344267,7
16,1.666667,1.155554,-44.88889,125,0.299601,2
201,2.833333,2.335713,-14.222222,53.88889,0.28083,6
183,2.333334,1.788856,-15.555555,65.111115,0.30372,6
216,0.833333,0.477778,-10.333333,22.555555,0.426777,7
152,0,0,0,0,0,5
61,0.555556,0.272165,-7,12,0.655892,5
198,3.055555,2.870668,-19.88889,71.888885,0.291301,6
87,13.388889,62.018505,-10.444445,39.444443,0.312482,4
96,2.833333,3.855554,-2.888889,27.777779,0.399499,1
82,1.333333,0.488889,-10,53.11111,0.246605,4
195,4.111111,2.247634,-15.777778,58.88889,0.290278,6
156,1.055555,0.64693,-21.11111,29.555555,0.417328,7
74,0.666667,0.133333,-2.222222,28.88889,0.422206,1
117,0.555556,0.074074,1.666667,7.555555,0.543651,1
179,3.555556,3.074386,-14.333333,62.11111,0.296547,6
204,3.333333,1.382429,-12.222222,26,0.420366,7
87,44.722225,1386.3292,-26,79,0.306281,3
224,2.333334,1.632993,-4.222222,19.222221,0.408965,7
80,0.666667,0.933332,-10.111111,48.22222,0.282964,4
191,1.5,1.011111,-6,11.222222,0.53582,7
21,1.333333,0.488889,-27.555555,142.55556,0.153497,2
117,0.388889,0.062963,4,8,0.510362,1
190,1.333333,1.095445,-12.666667,26.88889,0.409309,7
223,3.555556,2.948949,-3.777778,18.444445,0.330665,7
229,2.055555,3.218518,-10.444445,14.666667,0.496142,7
142,0.111111,0.02963,-0.111111,0.111111,0.111111,3
135,0.222222,0.118519,-0.666667,0.666667,0.333333,3
122,6.111111,3.016006,-14.888889,44.333332,0.349652,4
186,6.833334,53.58887,-9.666667,37.88889,0.276726,6
84,1.611111,2.285188,-0.888889,30,0.398791,1
177,2.166667,1.974842,-12.555555,59.333332,0.297431,6
107,9.833333,17.54708,-6.555555,12.222222,0.674956,3
201,1.055556,0.800462,-6,16.333334,0.570851,7
80,2.944444,1.083548,-9.444445,20.333334,0.43286,5
81,1.833333,1.01111,1.444444,24.666666,0.41031,1
89,0.722223,0.490653,-11.111111,36.88889,0.331128,4
57,2.111111,1.718517,-4.888889,34.444447,0.425691,1
141,0.444444,0.118518,-5.555555,8.777778,0.66524,5
87,0.777779,0.207406,-22.555555,146.44444,0.126571,2
112,0.666666,0.799999,-22.222221,43.666668,0.445039,5
201,5,4.071583,-15,68.66667,0.28043,6
203,3.444445,4.036866,-18.11111,71.66667,0.287107,6
122,1.777777,1.485737,-27.555555,78.22222,0.342363,4
16,0.944448,0.062963,-17.222221,149.88889,0.101526,2
162,2,0.888889,-6.111111,14.555555,0.479931,4
115,1.38889,1.306679,-11.888889,36.77778,0.331663,4
122,11.444446,103.762955,-10.555555,44,0.29185,4
145,0,0,0,0,0,5
222,1.611111,2.285184,-9.888889,20.11111,0.425441,7
188,1.388889,1.751851,-9.666667,38.11111,0.301747,6
40,1.222221,2.118513,-29.88889,142.22223,0.174209,2
43,0.888889,0.34074,-39.11111,128.22223,0.266023,2
50,0.77778,0.50185,-33,140.88889,0.197162,2
184,0.777778,0.785185,-6.222222,15.888889,0.405556,7
84,1.777778,2.696297,-9,9,0.847729,3
183,3.388888,1.597451,-15.444445,66.55556,0.298622,6
