@relation segment

@attribute Region-centroid-row numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
147,-1.475643,1
129,-0.932783,1
124,-0.877707,1
79,-1.453114,1
60,-1.713134,1
111,-1.041434,1
63,-1.813886,1
130,-0.889024,1
92,-1.682651,1
118,-1.134543,1
124,-0.752669,1
149,-2.018631,1
106,-1.48458,1
145,-1.068968,1
47,-2.315792,2
93,-2.231558,2
15,-2.341041,2
35,-2.282923,2
38,-2.322923,2
62,-2.315962,2
18,-2.340839,2
62,-2.178149,2
41,-2.299918,2
35,-2.280843,2
72,-2.32084,2
18,-2.45498,2
35,-2.311049,2
53,-2.39327,2
26,-2.182567,2
71,-2.339758,2
13,-2.449265,2
34,-2.286636,2
57,-2.187422,2
52,-2.229685,2
18,-2.45498,2
27,-2.146716,2
22,-2.158304,2
68,-2.169999,2
32,-2.255674,2
19,-2.358602,2
24,-2.349252,2
47,-2.30244,2
56,-2.326783,2
38,-2.370002,2
18,-2.214612,2
18,-2.214612,2
50,-2.28828,2
73,-2.307396,2
48,-2.278428,2
44,-2.367282,2
65,-2.239144,2
21,-2.370372,2
66,-2.224845,2
72,-2.22578,2
29,-2.29776,2
86,-2.343789,2
36,-2.387384,2
34,-2.2,2
77,-2.42468,2
11,-2.521648,2
30,-2.405295,2
42,-2.410388,2
29,-2.373206,2
98,-2.238522,2
109,-2.297546,2
46,-2.395028,2
32,-2.333746,2
16,-2.293933,2
41,-2.280803,2
25,-2.253408,2
107,-2.317384,2
68,-2.300618,2
62,-2.185419,2
60,-2.16692,2
44,-2.254541,2
67,-2.173099,2
48,-2.247036,2
39,-2.198158,2
18,-2.27511,2
21,-2.370372,2
57,-2.254208,2
46,-2.304436,2
56,-2.307657,2
28,-2.35398,2
67,-2.357338,2
28,-2.387884,2
93,-2.141419,2
75,-2.232,2
49,-2.303412,2
80,-2.098697,2
58,-2.357271,2
89,-2.306204,2
17,-2.348415,2
65,-2.303991,2
70,-2.17166,2
76,-2.208019,2
21,-2.377814,2
39,-2.393564,2
54,-2.328661,2
27,-2.264129,2
46,-2.232616,2
58,-2.246316,2
13,-2.360428,2
36,-2.247156,2
27,-2.264532,2
79,-2.377965,2
20,-2.385213,2
30,-2.395064,2
11,-2.521648,2
33,-2.408019,2
66,-2.09899,2
77,-2.277146,2
81,-2.382261,2
26,-2.230725,2
32,-2.421193,2
17,-2.412968,2
33,-2.333537,2
43,-2.247952,2
20,-2.348006,2
33,-2.290421,2
57,-2.264402,2
75,-2.309804,2
31,-2.251504,2
41,-2.268529,2
29,-2.29776,2
65,-2.273744,2
90,-2.097815,2
47,-2.23989,2
59,-2.364216,2
41,-2.404553,2
15,-2.32497,2
53,-2.217488,2
21,-2.362526,2
71,-2.143159,2
79,-2.241633,2
41,-2.404745,2
26,-2.38614,2
49,-2.315477,2
63,-2.382438,2
46,-2.270851,2
52,-2.348494,2
59,-2.323173,2
32,-2.280755,2
51,-2.383438,2
87,-2.312874,2
16,-2.302468,2
85,-2.208414,2
25,-2.252101,2
45,-2.35936,2
28,-2.438585,2
57,-2.341163,2
19,-2.340765,2
83,-2.239053,2
75,-2.295488,2
32,-2.309391,2
52,-2.229685,2
54,-2.351182,2
62,-2.275425,2
63,-2.375282,2
19,-2.264331,2
81,-2.033487,2
40,-2.434692,2
92,-2.242802,2
90,-2.097815,2
16,-2.232895,2
66,-2.307094,2
18,-2.352184,2
54,-2.231555,2
39,-2.336025,2
57,-2.297173,2
96,-2.085954,2
32,-2.333746,2
42,-2.31442,2
58,-2.239301,2
81,-2.187399,2
48,-2.090557,2
115,-2.405477,2
13,-2.276767,2
48,-2.278604,2
40,-2.419456,2
15,-2.38244,2
43,-2.280207,2
78,-2.368082,2
41,-2.404745,2
36,-2.362237,2
19,-2.344188,2
49,-2.211659,2
104,-2.326201,2
94,-2.015307,2
58,-2.375207,2
31,-2.255012,2
12,-2.368866,2
33,-2.266225,2
19,-2.352834,2
50,-2.312305,2
33,-2.348002,2
24,-2.349252,2
57,-2.215046,2
14,-2.390383,2
27,-2.334512,2
14,-2.408968,2
25,-2.396894,2
56,-2.326783,2
20,-2.326919,2
31,-2.384877,2
91,-2.300486,2
35,-2.420203,2
23,-2.356262,2
57,-2.376054,2
64,-2.228939,2
101,-2.328735,2
62,-2.343404,2
17,-2.339493,2
49,-2.297839,2
49,-2.263738,2
42,-2.282217,2
29,-2.271128,2
58,-2.365385,2
46,-2.357688,2
55,-2.319697,2
42,-2.26361,2
30,-2.295989,2
55,-2.251012,2
71,-2.339758,2
63,-2.315885,2
79,-2.377965,2
43,-2.270653,2
40,-2.434692,2
51,-2.30531,2
13,-2.292384,2
88,-2.139239,2
13,-2.355244,2
30,-2.385308,2
20,-2.231826,2
74,-2.220553,2
20,-2.328034,2
42,-2.410388,2
44,-2.384657,2
67,-2.317188,2
90,-2.078418,2
41,-2.270225,2
35,-2.146845,2
21,-2.339377,2
45,-2.247816,2
71,-2.249475,2
85,-2.186342,2
94,-2.227114,2
31,-2.310766,2
46,-2.357688,2
40,-2.2949,2
41,-2.139822,2
83,-2.239053,2
58,-2.357271,2
19,-2.375985,2
36,-2.232346,2
28,-2.425992,2
35,-2.346636,2
57,-2.288131,2
40,-2.308766,2
32,-2.280755,2
68,-2.333212,2
31,-2.334831,2
14,-2.391113,2
47,-2.262555,2
74,-2.220553,2
72,-2.366197,2
15,-2.328472,2
50,-2.325679,2
18,-2.278452,2
40,-2.313685,2
45,-2.371807,2
97,-2.346234,2
44,-2.255577,2
25,-2.360195,2
13,-2.351897,2
45,-2.292668,2
21,-2.357178,2
82,-2.344872,2
15,-2.266452,2
60,-2.293386,2
39,-2.198158,2
13,-2.386251,2
99,-2.207756,2
40,-2.292201,2
113,-2.309551,2
62,-2.277142,2
50,-2.37202,2
62,-2.314232,2
57,-2.34019,2
28,-2.238865,2
30,-2.27951,2
45,-2.238324,2
39,-2.268113,2
35,-2.248235,2
53,-2.117007,2
96,-2.219979,2
20,-2.348006,2
11,-2.401587,2
15,-2.330563,2
30,-2.385308,2
54,-2.345744,2
64,-2.355443,2
78,-2.225537,2
16,-2.385001,2
34,-2.343381,2
37,-2.258443,2
25,-2.354552,2
22,-2.146204,2
51,-2.368498,2
21,-2.364884,2
50,-2.337296,2
137,-2.094395,3
127,-2.408939,3
136,-2.094395,3
79,-2.339798,3
95,-2.552724,3
129,-2.094395,3
110,-2.618651,3
88,-2.394493,3
89,-2.123905,3
143,-2.094395,3
144,-2.094395,3
94,-2.189708,3
102,-2.378944,3
66,-2.43063,3
120,-2.178769,3
90,-3.044175,3
129,-2.094395,3
122,-2.153599,3
104,-2.42507,3
122,-2.06017,3
126,-2.289097,3
90,-2.164323,3
102,-2.261719,3
107,-2.280146,3
70,-2.514204,3
90,-2.16608,3
95,-2.333804,3
70,-2.589111,3
92,-2.280561,3
126,-2.449839,3
141,-2.285991,3
109,-2.413992,3
133,-2.094395,3
119,-2.268148,3
124,-2.16176,3
136,-2.412671,3
79,-2.286295,3
69,-2.488979,3
123,-2.16921,3
85,-2.271544,3
93,-2.332766,3
141,-2.257122,3
123,-2.164094,3
138,-2.094395,3
100,-2.337096,3
96,-2.330693,3
124,-2.18129,3
124,-2.267462,3
77,-2.467493,3
145,-2.569768,3
116,-2.259967,3
117,0,3
76,-2.340801,3
77,-2.354881,3
81,-2.476481,3
124,-2.118937,3
99,-2.255673,3
144,-2.094395,3
144,-2.212162,3
131,-2.094395,3
93,-2.18361,3
127,-2.035808,3
113,-2.237562,3
125,-2.234241,3
132,-2.152432,3
91,-2.186723,3
120,-2.231261,3
85,-2.377624,3
89,-2.123905,3
102,-2.316112,3
118,-2.17128,3
124,-2.396682,3
112,-2.151914,3
125,-2.237562,3
76,-2.520215,3
89,-2.356793,3
142,-2.280603,3
132,-2.094395,3
115,-2.390992,3
122,-2.444563,3
122,-2.349017,3
102,-2.261719,3
108,-2.463852,3
132,-2.094395,3
100,-2.28054,3
122,-2.444563,3
120,-2.057287,3
98,-2.395422,3
87,-2.422127,3
144,-2.094395,3
134,-2.094395,3
98,-2.11372,3
115,-2.321865,3
85,-2.329093,3
123,-2.142674,3
138,-2.181439,3
108,-2.360491,3
109,-2.283787,3
100,-2.226247,3
106,-2.133095,3
75,-2.356754,3
80,-2.431513,3
91,-2.383949,3
139,-1.702833,3
114,-2.02703,3
96,-2.186234,3
116,-2.163434,3
103,-2.185466,3
120,-2.433795,3
68,-2.308656,3
99,-2.149743,3
82,-2.451983,3
110,-2.155984,3
121,-2.519165,3
121,-2.132635,3
136,-1.61572,3
91,-2.320272,3
130,-2.094395,3
95,-2.445012,3
80,-2.326257,3
123,-2.094395,3
75,-2.284187,3
93,-2.329423,3
130,-2.366216,3
98,-2.4238,3
122,-2.305989,3
145,-2.53095,3
116,-2.24908,3
142,-2.094395,3
110,-2.155984,3
124,-2.267462,3
133,-2.123254,3
71,-2.401825,3
135,-2.094395,3
85,-2.369864,3
128,-2.300368,3
146,0,3
120,-2.094395,3
81,-2.248134,3
124,-2.284608,3
138,-2.173961,3
109,-2.146531,3
97,-2.269023,3
124,-2.265747,3
124,-2.118937,3
126,-2.313534,3
129,-2.094395,3
120,-2.180291,3
91,-2.346057,3
137,-2.360782,3
120,-2.315721,3
131,0,3
72,-2.216721,3
112,-2.435718,3
76,-2.523325,3
94,-2.869948,3
111,-2.216473,3
144,-2.094395,3
111,-2.333318,3
143,-2.257412,3
114,-2.222661,3
122,-1.540214,3
107,-2.146531,3
111,-2.139494,3
95,-2.151958,3
115,-2.358386,3
105,-2.205437,3
115,-2.216604,3
125,-2.237562,3
125,-1.793403,3
87,-2.229493,3
141,-2.451571,3
113,-2.123254,3
99,-2.255673,3
124,-2.094395,3
124,-2.094395,3
110,-2.321226,3
80,-2.417517,3
137,-2.094395,3
107,-2.226355,3
96,-2.275792,3
146,-2.094395,3
107,-2.492965,3
83,-2.345005,3
95,-2.429449,3
103,-2.185466,3
87,-2.422127,3
145,-2.06232,3
140,-2.417818,3
101,-2.44804,3
143,-2.257412,3
81,-2.388561,3
136,-2.307511,3
136,0,3
112,-2.094395,3
119,-2.133095,3
120,-2.240133,3
100,-2.289874,3
140,-2.442323,3
136,-2.307511,3
92,-2.452176,3
113,-2.29665,3
122,-2.094395,3
139,-2.15073,3
121,-2.519165,3
95,-2.322295,3
120,-2.230821,3
123,-2.169865,3
80,-2.434193,3
138,-2.219242,3
86,-2.363577,3
126,-2.107303,3
105,-2.380238,3
81,-2.438409,3
87,-2.229493,3
88,-2.216544,3
102,-2.416817,3
138,-2.439538,3
122,-2.173204,3
117,-2.132635,3
136,-2.110974,3
90,-2.266389,3
118,-2.132635,3
130,-2.123254,3
73,-2.255561,3
118,-2.094395,3
106,-2.255541,3
110,-2.152507,3
91,-2.217735,3
125,-2.234241,3
138,-2.406809,3
79,-2.288981,3
121,-2.335871,3
133,-2.094395,3
123,-2.123254,3
102,-2.275159,3
121,-2.351514,3
134,-2.386611,3
135,-2.117548,3
81,-2.438409,3
135,-2.137446,3
78,-2.411645,3
91,-2.225735,3
107,-2.291762,3
90,-2.639389,3
137,-2.200588,3
69,-2.481874,3
83,-2.573381,3
109,-2.344093,3
138,-2.094395,3
91,-2.354575,3
134,-2.343004,3
120,-2.298085,3
98,-2.272973,3
126,-2.229939,3
120,-2.156366,3
82,-2.320628,3
133,0,3
134,-2.422506,3
83,-2.321343,3
95,-2.326455,3
137,-2.094395,3
81,-2.274461,3
131,-2.094395,3
88,-2.269545,3
128,-2.094395,3
111,-2.094395,3
122,-2.247266,3
136,-2.268991,3
125,-2.175647,3
125,-2.241956,3
132,-2.204847,3
84,-2.305729,3
124,-2.16921,3
142,-2.159563,3
120,-2.231261,3
99,-2.149743,3
91,-2.282744,3
87,-2.418074,3
114,-2.295381,3
98,-2.548898,3
108,-2.360491,3
115,-2.090649,3
108,-2.275553,3
107,-2.354617,3
126,-2.536514,3
80,-2.431513,3
106,-2.274071,3
127,-2.326275,3
127,-2.474562,3
125,-2.130339,3
120,-2.133095,3
73,-2.268176,3
83,-2.274205,3
147,-2.064514,3
145,-2.53095,3
137,-2.193967,3
107,-2.003607,4
85,-1.95422,4
146,-2.124871,4
77,-1.932066,4
65,-1.970812,4
118,-2.007117,4
102,-1.99488,4
129,-2.097799,4
125,-1.973025,4
129,-1.997241,4
129,-2.161046,4
118,-2.077668,4
98,-1.96031,4
34,-2.122875,4
126,-2.104102,4
138,-1.999045,4
109,-2.105478,4
111,-2.014126,4
57,-2.128801,4
65,-1.970812,4
146,-2.108911,4
71,-1.675919,4
135,-2.093203,4
159,-1.802554,4
110,-2.068653,4
121,-1.995536,4
46,-2.152304,4
78,-2.017779,4
101,-2.094303,4
105,-1.991964,4
36,-2.138581,4
124,-1.980977,4
80,-1.942698,4
96,-1.720468,4
90,-2.108813,4
90,-2.108813,4
81,-1.970422,4
111,-2.064723,4
124,-1.907502,4
139,-2.118223,4
87,-2.050388,4
160,-2.138726,4
32,-2.060607,4
102,-1.985584,4
154,-2.033077,4
15,-2.124981,4
151,-2.219625,4
159,-1.596679,4
100,-2.024061,4
96,-2.089105,4
120,-1.896425,4
123,-2.149759,4
115,-2.094392,4
105,-1.996082,4
80,-1.962646,4
73,-1.681589,4
147,-2.174468,4
109,-2.068644,4
83,-2.027771,4
158,-1.982834,4
119,-2.006,4
70,-1.907955,4
102,-1.985584,4
57,-2.030703,4
104,-2.08549,4
68,-1.659641,4
146,-2.164971,4
107,-1.991445,4
87,-2.105073,4
42,-2.061006,4
73,-1.720441,4
45,-2.045905,4
133,-1.90381,4
130,-2.134924,4
43,-2.160551,4
44,-2.102652,4
102,-2.034054,4
133,-2.091572,4
87,-2.105073,4
42,-2.029552,4
35,-2.0742,4
121,-2.110233,4
135,-2.06346,4
162,-2.044946,4
103,-2.00292,4
20,-2.045203,4
117,-2.106235,4
117,-2.088914,4
111,-2.058,4
32,-2.042422,4
62,-2.093744,4
103,-2.071134,4
107,-1.877159,4
65,-2.077647,4
101,-2.094303,4
131,-2.089186,4
98,-2.025773,4
126,-1.96874,4
84,-2.13694,4
116,-2.068113,4
124,-2.017379,4
88,-2.132027,4
117,-2.09948,4
64,-2.067168,4
162,-2.029312,4
158,-1.943449,4
126,-2.006029,4
81,-1.984566,4
117,-2.09948,4
100,-2.00619,4
62,-2.126207,4
78,-2.053834,4
42,-2.120131,4
122,-2.035377,4
76,-2.139002,4
97,-1.836777,4
126,-1.942179,4
45,-2.045905,4
69,-1.518761,4
38,-2.038824,4
123,-2.115734,4
127,-1.908348,4
124,-2.030079,4
100,-2.00619,4
64,-2.118087,4
87,-2.013382,4
120,-1.892977,4
65,-2.091037,4
147,-2.056377,4
146,-2.108911,4
127,-2.061036,4
89,-2.048461,4
129,-2.126989,4
73,-1.893495,4
152,-2.165731,4
68,-1.624846,4
154,-2.191073,4
50,-2.129479,4
153,-2.242741,4
136,-2.123905,4
49,-1.949745,4
156,-2.109365,4
105,-2.032243,4
125,-2.019545,4
81,-2.09885,4
62,-2.124459,4
18,-2.123641,4
83,-2.063242,4
44,-2.070466,4
34,-2.09452,4
149,-2.069251,4
159,-1.999443,4
82,-1.971781,4
137,-1.75799,4
128,-1.981846,4
130,-2.137371,4
148,-2.237972,4
157,-2.169368,4
145,-2.166151,4
77,-2.143048,4
102,-2.088579,4
89,-2.108757,4
111,-2.045165,4
129,-2.078797,4
150,-2.134876,4
134,-2.175349,4
102,-2.083043,4
90,-2.131861,4
110,-2.032518,4
101,-2.05839,4
20,-2.133031,4
120,-1.910735,4
67,-2.076662,4
121,-1.995536,4
17,-2.098521,4
73,-2.096415,4
89,-2.046542,4
134,-2.086914,4
116,-2.090781,4
123,-1.978328,4
140,-2.167262,4
135,-2.024945,4
105,-1.989475,4
21,-2.072158,4
104,-2.007832,4
76,-1.903624,4
104,-1.986567,4
53,-2.00456,4
73,-1.996907,4
75,-2.036435,4
158,-2.049172,4
158,-1.943449,4
25,-2.13042,4
85,-2.097363,4
111,-2.005742,4
101,-2.08957,4
125,-2.145045,4
15,-2.145323,4
158,-2.142701,4
94,-2.068537,4
122,-1.985027,4
66,-1.961254,4
38,-2.078504,4
48,-2.003259,4
69,-1.640134,4
143,-2.108995,4
76,-1.989922,4
22,-2.123537,4
138,-2.029656,4
147,-2.204575,4
68,-2.069541,4
122,-2.074838,4
103,-2.022581,4
120,-1.910735,4
125,-1.840579,4
73,-1.681589,4
106,-2.010178,4
78,-2.145541,4
128,-2.091927,4
57,-2.030703,4
33,-2.030428,4
83,-1.958524,4
125,-2.104083,4
140,-2.100487,4
76,-1.981499,4
98,-2.04294,4
116,-2.161793,4
158,-1.904651,4
64,-2.030269,4
48,-2.048732,4
123,-2.021502,4
159,-1.802554,4
108,-2.053869,4
21,-1.990806,4
73,-2.054964,4
66,-1.68385,4
157,-2.1343,4
78,-1.886072,4
140,-2.05389,4
89,-2.046542,4
80,-1.942698,4
83,-1.973615,4
77,-2.12336,4
28,-2.144507,4
125,-2.100687,4
108,-2.015554,4
66,-1.83808,4
123,-2.111941,4
128,-2.102441,4
70,-1.960582,4
139,-2.065471,4
148,-2.237972,4
104,-1.985221,4
19,-2.133676,4
132,-2.129523,4
70,-1.990412,4
105,-1.996082,4
97,-1.840735,4
161,-1.996307,4
103,-1.997589,4
132,-2.146969,4
95,-2.107858,4
95,-1.970802,4
119,-2.006,4
133,-2.111789,4
72,-2.090221,4
80,-1.962646,4
146,-2.081842,4
112,-2.078463,4
126,-2.158805,4
126,-2.158805,4
35,-2.138762,4
149,-2.141787,4
69,-2.022861,4
25,-2.11881,4
34,-2.078154,4
17,-2.030048,4
82,-2.028043,4
119,-2.064038,4
78,-2.066695,4
120,-2.035243,4
102,-2.009854,4
93,-2.083715,4
68,-1.984308,4
80,-2.116351,4
125,-2.096474,4
75,-1.722278,4
117,-2.106235,4
124,-2.076967,4
127,-1.908348,4
123,-1.994105,4
96,-2.036336,4
137,-1.940975,4
77,-2.030875,4
17,-2.030048,4
160,-2.138726,4
122,-2.128423,4
134,-1.997796,5
94,-2.071242,5
116,-2.104978,5
62,-2.034152,5
154,-1.905927,5
138,-2.08783,5
145,0,5
133,-2.094395,5
40,0,5
94,-2.084255,5
133,-1.822563,5
136,-2.175296,5
137,-2.094395,5
35,-2.153332,5
89,-2.065342,5
93,-2.110457,5
135,-2.094395,5
154,-2.095813,5
155,-2.140531,5
110,-2.182018,5
36,-2.097293,5
154,0,5
130,-1.959823,5
113,-2.163633,5
148,0,5
145,0,5
136,-2.094395,5
110,-2.021228,5
89,-2.113032,5
40,-1.570796,5
152,-1.933239,5
96,-2.086083,5
147,0,5
145,0,5
141,-1.921217,5
154,-1.919639,5
93,0,5
115,-2.218655,5
94,-2.12934,5
95,-1.749258,5
153,-2.094395,5
129,-1.101394,5
94,-2.071242,5
33,-2.056119,5
89,-2.102295,5
152,-2.007351,5
129,0,5
109,-2.226161,5
134,-2.013143,5
115,-2.065536,5
135,-2.110974,5
63,-2.121837,5
36,-2.107303,5
148,0,5
148,-2.094395,5
134,-2.133095,5
152,-2.000272,5
134,-2.21646,5
138,-2.172099,5
144,0,5
155,-1.797435,5
67,-1.512684,5
30,-2.047276,5
90,-2.101515,5
135,-2.227801,5
61,-2.048717,5
144,0,5
152,-2.094395,5
36,0,5
95,-1.749258,5
41,-1.84512,5
137,-2.056155,5
134,-2.071242,5
152,-2.007351,5
105,-2.125548,5
141,0,5
82,-2.102722,5
155,-2.115567,5
107,-2.201495,5
137,-2.071242,5
110,-2.120265,5
80,-2.142269,5
140,-2.094395,5
152,-1.997796,5
111,-2.202667,5
62,-2.066953,5
116,-2.121175,5
104,-2.128231,5
153,0,5
131,-1.871048,5
154,-2.094395,5
104,-2.150638,5
90,-2.067026,5
116,-2.144778,5
136,-2.071242,5
152,0,5
62,-2.048717,5
114,-2.149073,5
12,-2.057978,5
130,-1.861154,5
148,-2.04515,5
152,0,5
68,-1.861154,5
131,0,5
137,-2.213033,5
80,-2.138901,5
109,-2.082762,5
150,0,5
12,-2.064482,5
108,-2.154391,5
89,-2.11184,5
93,-2.102707,5
147,-2.094395,5
140,-2.094395,5
133,-2.208419,5
89,-2.107311,5
57,-2.370613,5
65,-2.121878,5
87,-2.138617,5
133,-1.999063,5
144,-2.094395,5
91,-2.147571,5
141,-2.094395,5
112,-2.133313,5
89,-2.043884,5
114,-2.15274,5
90,-2.12273,5
85,-2.160912,5
131,0,5
89,-2.188149,5
144,0,5
107,-2.159464,5
58,-2.085342,5
113,-2.125693,5
84,-2.184862,5
89,-2.129746,5
138,-1.755017,5
86,-2.054475,5
110,-2.187242,5
135,-2.211986,5
131,-2.056155,5
134,-2.013143,5
131,-2.094395,5
83,-2.143761,5
111,-2.100671,5
137,-2.058451,5
95,-1.628908,5
94,-2.084893,5
105,-2.192406,5
143,0,5
134,-2.138459,5
149,0,5
136,-2.130339,5
140,-2.072268,5
142,-2.056155,5
38,-2.193098,5
88,-2.035769,5
91,-2.202425,5
151,-2.094395,5
135,-1.822214,5
98,-2.118236,5
88,-2.20829,5
93,-2.075071,5
150,0,5
154,-2.094395,5
140,-1.853161,5
93,-2.137493,5
86,-2.128362,5
144,0,5
94,-2.159466,5
89,-1.890484,5
39,-2.036228,5
140,-2.094395,5
94,-2.100966,5
84,-2.143897,5
88,-2.136677,5
141,-2.075071,5
130,-2.094395,5
89,0,5
154,-1.988202,5
144,-1.986938,5
144,0,5
92,-2.137851,5
141,-2.094395,5
137,-2.007606,5
133,-2.094395,5
133,-2.138743,5
130,0,5
141,-2.094395,5
135,-2.094395,5
68,-1.780255,5
140,-1.838877,5
145,-1.920944,5
137,-2.075071,5
152,0,5
117,-2.005139,5
112,-2.244772,5
13,-2.074133,5
138,-1.949167,5
61,-2.068204,5
114,-2.196423,5
30,-2.05997,5
145,-1.920944,5
144,0,5
62,-2.048717,5
104,-2.113918,5
149,-2.094395,5
153,0,5
62,-2.034152,5
133,-2.094395,5
91,-1.93491,5
145,0,5
41,-1.84512,5
95,-2.146185,5
105,-2.161571,5
