@relation segment

@attribute Region-centroid-row numeric
@attribute Hedge-mean numeric
@attribute Intensity-mean numeric
@attribute Rawred-mean numeric
@attribute Rawblue-mean numeric
@attribute Exblue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
116,0.444445,6.481482,7.555555,8.222222,5.222222,1
123,0.666667,6.740741,8.222222,8,3.777778,1
122,0.777778,5.851852,7.333334,6.888889,3.111111,1
135,0.666667,4.148148,5.666666,4.777778,1.888889,1
64,1.666666,18.88889,17.555555,25.11111,18.666666,1
128,0.333333,5.962963,7.333334,7.222222,3.777778,1
84,1.611111,23.851852,23.555555,30,18.444445,1
118,0.777778,5,6.222222,6.222222,3.666667,1
102,2.611111,23.074074,22.11111,29.777779,20.11111,1
123,0.888889,6.962963,7.888889,8.444445,4.444445,1
138,0.833333,5.740741,7.333334,6.555555,2.444444,1
67,1.833333,22.25926,22.555555,27.88889,16.88889,1
118,1.055556,5.62963,7,6.666666,3.111111,1
107,1.777778,16.703703,18.777779,19.444445,8.222222,1
122,0.555556,5.62963,7,6.666666,3.111111,1
104,2.666666,21.777779,20.88889,28.333334,19.666666,1
143,0.5,5.666666,7.555555,6.444445,2.333333,1
75,1.5,22.74074,22,29.333334,19.777779,1
63,1.944444,22.37037,20.333334,29.666666,21.88889,1
75,3.777778,24.851852,24,31.666666,20.444445,1
128,0.388889,5.037037,6.888889,5.444445,1.222222,1
111,1.611111,19.925926,19.777779,24.88889,14.888889,1
117,0.555556,5.777778,6.333334,7.555555,5.333334,1
77,3.055556,26.407408,24.555555,34.444447,24.11111,1
72,1.666666,26.222221,23.777779,35.444447,27.666666,1
88,2.944445,20.592592,18.777779,27.333334,20.222221,1
96,2.833333,21.74074,20.777779,27.777779,18.11111,1
111,0.611111,5.407407,6.888889,6.333334,2.777778,1
108,1.611111,17.11111,19,19.88889,8.333333,1
84,1.611111,23.851852,23.555555,30,18.444445,1
96,2.777778,21.88889,22.11111,27.333334,16.333334,1
134,0.722222,5.888889,7.666666,6.666666,2.333333,1
78,2,24.592592,24,31.222221,19.88889,1
85,3.944444,21.444445,20.444445,28.11111,20,1
117,1,6.444445,7.333334,8.222222,5.333334,1
116,4.777777,16.185184,17,20,11.444445,1
61,0.833333,23.74074,22.666666,30.666666,20.777779,1
133,0.5,6.666666,8.333334,7.777778,3.333333,1
90,1.333334,18.11111,18.777779,22.11111,12,1
95,0.944444,21.407408,21.333334,26.666666,15.777778,1
44,2.38889,18.74074,17.333334,25.222221,19.444445,1
109,1.944444,17.25926,19.222221,20,8.222222,1
71,2.833333,22.777779,21.88889,29.666666,20.666666,1
67,2.444445,20,19.555555,25.88889,17.666666,1
111,1.333333,18.62963,19.777779,22.222221,10.777778,1
112,1,6.222222,7,8.111112,5.666666,1
111,0.888889,6.037037,7,7.666666,4.888889,1
149,0.722222,5.444445,4.111111,8.666667,9.666667,1
130,1.055556,5.851852,7.333334,6.888889,3.111111,1
60,2.888889,26.74074,24.666666,35.22222,25.444445,1
108,1.388889,17.666666,19,21.11111,10.333333,1
136,1,6.259259,7.777778,7.222222,2.888889,1
81,1.333333,22.703703,22.333334,28.777779,18.222221,1
103,2.277778,16.148148,17.666668,19.11111,8.888889,1
115,0.777778,6.296296,7.333334,7.888889,4.777778,1
143,0.666667,4.518518,6.111111,5.444445,2.777778,1
50,1,23.037037,21.666666,30,20.88889,1
60,2.444445,22.62963,21.333334,30,22.11111,1
64,2.888888,23.62963,21.777779,31.222221,22.777779,1
116,0.333333,5.62963,6.777778,7,4.111111,1
130,0.388889,5.333334,6.888889,6.222222,2.666667,1
60,1.055555,19.333334,18.88889,24.777779,16.333334,1
123,0.388889,5.814815,7.111111,6.888889,3.222222,1
118,2.277778,21.11111,20.222221,27.333334,18.666666,1
121,0.611111,6.407407,8,7.444445,3.111111,1
45,3.277778,21.925926,20.555555,28.777779,20.555555,1
114,2.111111,14.518518,16.11111,17.11111,7.777778,1
129,0.666667,6.333334,7.888889,7.333334,3,1
117,0.5,5.888889,6.888889,7.444445,4.666666,1
133,0.5,6.666666,8.333334,7.777778,3.333333,1
64,1.388889,24.074074,22.666666,31.88889,23.444445,1
122,0.5,6.407407,8.111112,7.222222,2.444444,1
103,1.111111,18.333334,19.222221,22.555555,12.666667,1
66,2.166667,22.62963,21.222221,29.88889,21.777779,1
59,2.055555,23.851852,22.666666,30.88889,21.11111,1
125,0.666667,6.185185,7.333334,7.666666,4.444445,1
145,0.611111,3.925926,5.555555,4,0.222222,1
137,1.111111,5.851852,7.777778,6.444445,1.777778,1
111,0.5,5.444445,6.444445,7,4.666666,1
114,3.888888,17.222221,19,20.11111,8.666667,1
118,0.722222,6.074074,7.666666,7,2.777778,1
107,1.888889,18.88889,19.88889,22.88889,12,1
131,0.333333,5.222222,7.222222,5.444445,0.666667,1
63,1.5,18.074074,17.222223,23.666666,16.777779,1
53,1.166667,21.555555,20.88889,27.444445,17.666666,1
89,3.666667,22.333334,21.666666,28.444445,18.333334,1
130,0.666667,5.777778,7.444445,6.666666,2.666667,1
113,0.722222,5.481482,7.111111,6.333334,2.555556,1
92,2,19.37037,20.222221,23.333334,11.888889,1
86,3.555556,23.814816,23.333334,30.222221,19.222221,1
67,1.555556,23.74074,22.88889,30.777779,21.11111,1
70,1.722222,26.037037,24.444445,34,23.88889,1
124,0.388889,6.037037,7.444445,7.333334,3.888889,1
75,2.222222,25.962963,23.333334,34.77778,26.444445,1
116,0.888889,22.11111,21.333334,28.11111,18,1
73,2.611111,19.074074,19.222221,24.11111,15.111111,1
57,1.944445,26.814816,24,36.22222,28.222221,1
149,0.722222,5.444445,4.111111,8.666667,9.666667,1
69,1.88889,25.666666,23.444445,34.444447,26.333334,1
124,0.611111,5.111111,6.888889,5.666666,1.666667,1
133,1.166667,6.444445,7.777778,7.888889,4.333334,1
138,0.833333,5.740741,7.333334,6.555555,2.444444,1
68,2.388889,17.703703,17.666668,23,15.888889,1
138,0.444444,5.444445,7,6.333334,2.666667,1
100,1.388889,22.222221,21.777779,28.444445,18.666666,1
115,4.166667,22.037037,21.333334,28,17.88889,1
85,1.777778,17.962963,18.88889,21.88889,11.777778,1
126,1,6.481482,7.666666,8,4.555555,1
143,0.666667,5.296296,6.666666,6.222222,2.777778,1
62,1.222223,21.222221,20.777779,27.222221,18,1
85,1.777778,17.962963,18.88889,21.88889,11.777778,1
74,1.388889,21.148148,21,26.88889,17.222221,1
114,1,6.222222,7.555555,7.444445,3.666667,1
147,0.777778,6.777778,5.444445,11,12.666667,1
101,1.722222,20.074074,20.333334,25,14.777778,1
114,0.833333,5.888889,7,7.444445,4.666666,1
145,0.611111,3.925926,5.555555,4,0.222222,1
123,0.5,5.814815,7.555555,6.666666,2.555556,1
118,3.444444,22.74074,21.555555,29,18.777779,1
143,0.444445,5.037037,6.555555,5.888889,2.555556,1
111,1.055556,5.703704,6.888889,7,3.888889,1
128,0.666667,5.555555,6.888889,6.666666,3.333333,1
60,2.166666,23.777779,22.444445,31,21.666666,1
54,2.722222,24.592592,22.777779,32.555557,23.88889,1
86,1.722222,18.592592,18.555555,23.555555,14.888889,1
110,2.666667,17.925926,18.88889,21.444445,10.555555,1
51,2.666667,25.74074,22.666666,35.11111,28.11111,1
131,1.333333,5.333334,6.888889,6.111111,2.333333,1
88,2.888889,22.148148,21.333334,28.444445,18.88889,1
119,2.555556,21.592592,21.333334,27.333334,17.222221,1
118,0.555556,5.481482,6.555555,6.666666,3.555556,1
68,2.166667,27.185184,24.222221,36.88889,29.11111,1
66,2.944444,28.407408,25.333334,38.22222,29.444445,1
101,1.277778,21.296297,21.222221,26.777779,16.444445,1
83,3.611111,18.74074,19.11111,23.222221,13.444445,1
112,0.555555,5.925926,7.111111,7.222222,3.888889,1
42,1.388889,22.592592,20,31.11111,25.555555,1
107,1.611111,17.185184,18.333334,20.666668,10.444445,1
90,5.111111,22.62963,22,29.11111,19.444445,1
117,1,21.222221,21.11111,26.333334,15.333333,1
124,0.833333,6.222222,7.555555,7.444445,3.666667,1
134,0.666667,4.740741,6.444445,5.222222,1.444444,1
116,0.555555,6.62963,7.555555,8.444445,5.444445,1
95,2.499999,21.11111,21.11111,26.222221,15.333333,1
77,2.444445,24.481482,23.444445,31.555555,21.222221,1
72,1.777778,26.481482,23.555555,35.77778,27.88889,1
125,0.666667,5.851852,7.222222,6.888889,3.111111,1
111,0.444445,5.666666,7,7,4,1
41,1.666667,22.481482,20.777779,29.777779,21.88889,1
114,0.444444,5.444445,6.111111,7.333334,5.666666,1
130,1,6.62963,8.444445,7.222222,1.777778,1
56,1.333334,19.851852,19.444445,25.444445,16.777779,1
89,2.555556,18.962963,18.777779,23.88889,14.777778,1
106,1.611111,23.037037,22,29.88889,20.555555,1
106,2.111111,20,20,25.11111,15.333333,1
64,2.388889,22.481482,22,28.88889,19.222221,1
89,2.944445,21.88889,21.333334,27.777779,17.666666,1
133,1.166667,6.444445,7.777778,7.888889,4.333334,1
135,0.833333,5,6.888889,5.444445,1.333333,1
40,1.111112,17.185184,15.666667,23.333334,18.444445,1
100,2.666667,20.62963,20.88889,25.555555,14.777778,1
109,1.333334,17.777779,19.222221,21,9.666667,1
106,0.722222,19.11111,19.555555,23.666666,13.666667,1
136,1,6.259259,7.777778,7.222222,2.888889,1
142,1.277778,4.592593,6.222222,5.222222,1.888889,1
149,1,5.518518,4.111111,8.777778,9.777778,1
110,1.944444,4.222222,4.333334,6.333334,6.333334,1
92,1.777778,22.88889,21.777779,29.777779,20.666666,1
68,1.777778,21.592592,20.444445,28.444445,20.555555,1
147,0.5,4.148148,3.888889,6.666666,7.555555,1
104,3.055556,20.185184,20.222221,24.88889,14.111111,1
116,1.166667,6.111111,7.111111,7.666666,4.666666,1
62,1.833333,21.185184,20.555555,27.222221,18.11111,1
115,2.222223,16.555555,15.666667,21.777779,15.666667,1
116,1.555556,21.703703,21.222221,27.555555,17.555555,1
104,4,21.925926,20.555555,28.666666,20.222221,1
113,2.944444,20.25926,20,25.444445,15.555555,1
142,1.722222,4.814815,6.777778,5.222222,1.222222,1
91,2.166666,22.481482,22,28.777779,18.88889,1
102,1.333333,20.25926,20.333334,25,14.222222,1
98,1.055555,17.481482,18.333334,20.777779,9.888889,1
116,0.222222,5.407407,6.555555,6.777778,4.111111,1
80,3,24.814816,24.333334,31.555555,20.222221,1
139,0.833333,6.111111,7.555555,7.222222,3.333333,1
104,1.5,18.703703,19.222221,23.222221,13.555555,1
146,0.666667,5.111111,5.666666,6.777778,5,1
56,2.722222,28.62963,26.11111,37.666668,27.11111,1
128,0.888889,5.925926,7.888889,6.444445,1.555556,1
103,1.833333,21.851852,21.222221,28,18.444445,1
124,1,7.074074,8.222222,8.777778,5.111111,1
124,0.388889,6.037037,7.444445,7.333334,3.888889,1
83,2.444445,19.444445,19.555555,24.444445,15,1
90,2,24.851852,23.666666,32.22222,22.11111,1
115,3.888889,19.925926,20.555555,24.11111,12.555555,1
55,1.777777,23.444445,21.666666,31.11111,23,1
134,0.777778,6.074074,7.444445,7.111111,3.111111,1
107,3.333333,18.62963,19.444445,23,13.111111,1
71,4.5,22.333334,21.777779,28.555555,18.666666,1
101,2.222222,19.037037,19.666668,23.555555,13.555555,1
124,0.666667,6.185185,7.666666,7.333334,3.444444,1
140,0.666667,5,6.555555,5.555555,1.666667,1
140,1,6.333334,7.888889,7.333334,3,1
58,1.388889,20.925926,20,27.333334,19.222221,1
113,0.277778,6.148148,7.222222,7.777778,4.888889,1
73,1.611112,20.62963,19.777779,26.777779,18.444445,1
137,1.111111,5.851852,7.777778,6.444445,1.777778,1
89,1.666667,23.88889,23.11111,30.444445,19.666666,1
128,0.666667,5.555555,6.888889,6.666666,3.333333,1
120,0.444445,5.962963,7.777778,6.777778,2.444444,1
94,3.666667,21.222221,20.666668,27.333334,18.333334,1
102,2.611111,23.074074,22.11111,29.777779,20.11111,1
126,0.555556,4.925926,6.444445,5.777778,2.555556,1
111,0.611111,5.407407,6.888889,6.333334,2.777778,1
114,1.944444,19.851852,20,24.666666,14.444445,1
63,2.111111,20.925926,19.666668,27.777779,20.555555,1
85,2.500001,21.11111,20.777779,27.11111,18,1
67,2.111111,27.148148,25.11111,35.88889,26.222221,1
132,0.944444,5.740741,7.444445,6.222222,1.444444,1
116,0.333333,5.62963,6.777778,7,4.111111,1
61,1.555555,21.74074,20.333334,28.777779,21.11111,1
92,2.333333,23.666666,23.11111,30.333334,20,1
92,1.388889,23.444445,22.777779,30,19.666666,1
102,1.944444,17.925926,18.555555,21.88889,11.888889,1
130,0.833333,7.296296,8.555555,8.666667,4.111111,1
101,1.277778,21.296297,21.222221,26.777779,16.444445,1
126,0.666667,7.296296,8.777778,8.222222,2.777778,1
93,2.111111,20.37037,18.88889,26.777779,19.222221,1
136,0.666667,6.814815,8.333334,8,3.555556,1
60,2.888889,26.74074,24.666666,35.22222,25.444445,1
108,0.944444,21.925926,21,28.222221,18.88889,1
100,1.222222,21.074074,21.666666,26,14.777778,1
117,0.388889,6.333334,7.666666,7.444445,3.333333,1
142,0.944444,5.037037,6.555555,5.777778,2.222222,1
91,2.555556,19.74074,19.777779,24.555555,14.444445,1
147,0.722222,6.037037,5.666666,9.222222,9.555555,1
118,0.666667,6.444445,7.555555,8.111112,5,1
86,1.666667,24.296297,23.555555,31.333334,21.11111,1
113,0.444444,5.518518,6.888889,6.666666,3.444444,1
145,0.722222,5.296296,6.333334,6.555555,3.777778,1
77,4.444445,25.185184,24.11111,32.333336,21.444445,1
55,1.777777,23.444445,21.666666,31.11111,23,1
140,1,6.333334,7.888889,7.333334,3,1
74,2.166667,23.592592,22.555555,30.555555,20.88889,1
124,0.888889,5.888889,7.111111,7.111111,3.666667,1
34,1.5,20.333334,18.222221,27.88889,22.666666,1
115,0.333333,6.777778,7.777778,8.555555,5.333334,1
66,1.111113,93.44444,79.111115,117.333336,71.666664,2
91,0.722221,104.888885,92.55556,123.44444,55.666668,2
18,0.944445,138.62962,133.33334,147.55556,26.777779,2
30,0.833332,123.333336,112.77778,139.66667,49,2
99,0.777779,93.40741,79,118,73.77778,2
57,1.388891,135.77777,129.44444,146.66667,32.666668,2
90,1.27778,113.111115,105.666664,128.33334,45.666668,2
64,0.777777,92.81481,77.22222,118.666664,77.55556,2
29,1.388891,128.48148,119,142.77777,42.88889,2
57,1.611112,124.25926,113,140.33334,48.22222,2
54,1,134.33333,127.55556,145.55556,33.666668,2
13,1.111115,140.25926,134.33334,149.11111,26.555555,2
24,0.888888,127.62963,117.666664,141.66667,42.11111,2
19,0.944443,127.51852,116.55556,143.11111,46.77778,2
75,0.888888,88.55556,72,115.888885,82,2
47,0.999997,134.77777,127.44444,145.77777,33,2
30,0.611111,125.40741,115.111115,141,46.77778,2
101,0.611109,134.92592,126.44444,147.22223,36.88889,2
31,1.333333,135.92592,129.88889,145.55556,28.88889,2
20,1.444443,113.85185,102.666664,132.33334,55.444443,2
18,1.277777,125.62963,114,142,49.11111,2
51,0.944443,108.74074,95.22222,127,54.77778,2
58,1.000001,92.703705,76.888885,118.55556,77.55556,2
32,0.833332,112.03704,99.22222,132.55556,61.555557,2
56,0.833333,126,115.888885,140.66667,44,2
31,0.666664,136.40741,130.77779,145.44444,27.11111,2
63,0.333332,108.92593,96.22222,126.111115,51.555557,2
32,1.500001,121.44444,110.22222,138.11111,50,2
76,1.333333,90.07407,74.55556,116.55556,79.44444,2
19,1.499998,129.92592,121,142.66667,38.22222,2
21,1.222221,130.14815,120.77778,143.22223,39.22222,2
15,1.444443,140.2963,133.88889,149.55556,27.777779,2
81,0.888891,112.92593,105.666664,128.88889,47.88889,2
68,0.888889,105.77778,95.111115,124.888885,57.333332,2
90,0.777779,113.48148,105.888885,128.55556,45.22222,2
58,0.888888,110.37037,97.666664,128.11111,53.22222,2
47,1.000001,126.37037,116,141.66667,45.88889,2
50,0.77778,124.111115,113.111115,140.88889,50.333332,2
93,1.944444,86.296295,70.66667,112.111115,77.44444,2
58,1.444444,122.25926,110.44444,138.77779,49.555557,2
18,1.166669,137.88889,131.44444,147.88889,30,2
109,1.000001,102.48148,89.44444,122.22222,59.22222,2
18,0.555557,112.111115,97.22222,130.44444,55,2
72,1.055559,125.55556,115.333336,140.55556,45,2
46,1.777779,126.03704,116,141,44.88889,2
50,0.944445,107.44444,94.666664,125.77778,55,2
72,1.499999,125.44444,114.111115,141.11111,47,2
39,1.833333,113.37037,102.55556,132,55.88889,2
16,0.888891,111.81481,99.111115,131.11111,57.88889,2
13,1.333333,130.40741,119.666664,145.44444,45.11111,2
81,1.055557,90.40741,75.66667,116.44444,78.111115,2
25,0.388889,112.22222,97.77778,131.33334,57.333332,2
41,0.833333,112.111115,99,129.33334,51.666668,2
20,0.833333,125,114,140.55556,46.666668,2
15,0.555556,129.25926,118.333336,144,44.22222,2
32,1.777779,126.22222,115.111115,142.22223,48,2
28,1.777779,111.59259,96.44444,130.66667,57.22222,2
13,1,118.666664,106.55556,135.77779,51.333332,2
35,0.722221,136.48148,131.22223,146.22223,29.222221,2
49,0.666669,120.703705,108.111115,139.33334,55.88889,2
38,2.111111,113.48148,100.44444,131.44444,53.88889,2
67,3.833332,106.07407,92.111115,125.55556,58.444443,2
83,1.055552,90.62963,74.55556,116.888885,78.77778,2
35,1.166665,109.111115,96.44444,125.44444,49,2
62,1.166668,126.48148,117.55556,140.33334,41.555557,2
44,1.166665,123.81481,113.44444,138.11111,42.88889,2
19,1.666672,137.77777,131.55556,146.44444,26,2
19,0.888888,114.25926,101,132.33334,54.22222,2
34,1.888891,137.03703,131.44444,146.66667,28.88889,2
45,0.777779,108.96296,95.888885,126.888885,53.77778,2
20,1.166665,126.55556,115.666664,142.33334,47.333332,2
68,0.777779,125.77778,115.666664,141,45.666668,2
88,0.500001,110.59259,101.55556,127.55556,50.88889,2
65,0.722221,97.333336,82.77778,121.111115,71.333336,2
41,1.499999,113.40741,103.888885,131.22223,53.444443,2
48,1.277781,134.85185,127.55556,146.11111,33.77778,2
52,0.777777,111.62963,101,129.22223,52.77778,2
27,0.5,138.07408,132.55556,146.55556,25.444445,2
51,0.611111,123.18519,111.77778,138.88889,47.11111,2
49,1.77778,124.03704,113.111115,140.44444,49.22222,2
41,0.388892,109.703705,95.111115,128.88889,57.555557,2
45,1,101.92593,88.111115,124.55556,67.888885,2
104,1.833335,100.51852,87.22222,119.888885,58.11111,2
28,0.888887,112.96296,99.44444,131.11111,54.444443,2
27,2.055557,122.666664,111.55556,138.66667,48,2
25,0.833333,102.48148,88,125.666664,69.55556,2
23,1.166665,124.44444,111.888885,141.66667,51.666668,2
53,0.722223,123.44444,112.333336,138.22223,44.333332,2
71,1.499999,125.96296,115.55556,140.88889,44.77778,2
20,1.27778,127.333336,116.77778,142.66667,46,2
15,1.222225,106.51852,90.888885,131.11111,73.77778,2
70,1.111108,112.51852,104,127.77778,45.77778,2
14,1.666669,117,104.22222,134.11111,51.333332,2
44,1,99,85,121.44444,67.333336,2
25,0.944447,116.25926,103.666664,133.77779,52.555557,2
80,1.444445,96.333336,82.44444,119.333336,69,2
50,0.944445,107.44444,94.666664,125.77778,55,2
21,1,127.296295,116.22222,143.11111,47.444443,2
39,0.777776,124.18519,113.888885,140.33334,48.444443,2
33,1.055553,125.888885,114.666664,141.77779,47.666668,2
50,1.444444,122.07407,109.888885,139.77779,53.11111,2
40,1.333332,124.62963,114.44444,140.55556,47.77778,2
65,2,125.666664,115.333336,141.66667,48,2
46,1.05556,135.51852,129.44444,145.55556,30.11111,2
27,0.5,138.07408,132.55556,146.55556,25.444445,2
41,1.111112,123.03704,111.888885,139.77779,50.22222,2
15,1.888888,130.14815,119.666664,145.33334,45.555557,2
47,0.666667,97.111115,82.55556,121.44444,73,2
20,0.833333,125,114,140.55556,46.666668,2
18,0.555557,112.111115,97.22222,130.44444,55,2
99,0.777779,93.40741,79,118,73.77778,2
62,1.000001,99.666664,85.666664,121.44444,65.333336,2
53,1.111109,113.14815,104.333336,130.22223,51.22222,2
82,0.611111,106.51852,92.888885,125.888885,58.11111,2
11,2.166667,141.55556,135.11111,150.11111,25.666666,2
60,0.777777,109.77778,99.55556,128.22223,55.333332,2
29,1.388891,128.48148,119,142.77777,42.88889,2
38,0.888888,124.85185,113.333336,141.66667,50.444443,2
40,0.833333,125.111115,114,141.55556,49.333332,2
73,1.611111,125.51852,115.44444,140.55556,45.11111,2
30,1.222223,113.25926,100.77778,130.11111,50.555557,2
18,0.555553,114.14815,102.44444,132.33334,54.555557,2
49,1.166668,127.40741,117,143.11111,47.11111,2
78,0.777779,135.55556,128.66667,147,34.333332,2
32,2.611109,136.2963,129.77779,146.33334,30.11111,2
51,1.499998,126.333336,117,140.22223,41.666668,2
37,1.055553,95.92593,80.111115,121.111115,75.55556,2
54,0.666667,109.96296,97.55556,127.44444,52.444443,2
50,1.111112,109.25926,93.888885,130.33334,63.22222,2
57,0.666665,126.111115,115.77778,140.44444,43,2
41,0.388892,109.703705,95.111115,128.88889,57.555557,2
55,1.444447,103.07407,90,124.111115,63.11111,2
86,1.166669,105.77778,92.888885,124.111115,55,2
46,1.333332,114.62963,100.888885,132.88889,54.77778,2
33,0.500001,110.59259,96.77778,128.66667,54.22222,2
35,1.444444,127.55556,117.44444,142.55556,45,2
72,1.166667,93.44444,79.22222,117.111115,71,2
25,1.111111,128,117.77778,142.33334,43,2
52,1.333333,125.77778,115.55556,140.22223,43.333332,2
98,1.666667,92.333336,77.333336,116.888885,73.666664,2
53,0.833333,134.77777,128.22223,145.77777,33,2
57,1.000001,92.92593,76.44444,119.333336,79.22222,2
33,0.722221,111.333336,97.77778,132,62,2
36,1.833335,103.03704,89.55556,125.22222,66.55556,2
16,1.666667,102.51852,87.55556,125,67.44444,2
62,1.666669,125.333336,115.77778,139.44444,42.333332,2
50,0.777779,121.18519,109.22222,138.88889,53.11111,2
12,1.777779,127.44444,115.55556,143.11111,47,2
14,1.222223,113.81481,100.111115,132.11111,54.88889,2
66,0.888888,95.111115,80.66667,118.77778,71,2
26,1.888885,137.03703,131.44444,146.77777,29.222221,2
67,0.888889,122.888885,112.333336,138.44444,46.666668,2
42,0.944444,127.03704,117,141.77779,44.22222,2
81,0.833332,92.18519,77.22222,118.44444,78.77778,2
25,1.111111,128,117.77778,142.33334,43,2
39,1.833333,113.37037,102.55556,132,55.88889,2
18,0.5,113.77778,102.333336,130.11111,49,2
31,0.777777,114.96296,101.888885,132.55556,52.77778,2
57,1.388891,123.55556,112.22222,139,46.333332,2
71,1.499999,125.96296,115.55556,140.88889,44.77778,2
35,0.888888,125.18519,113.77778,141.33334,48.444443,2
81,0.722224,105.92593,91.888885,124.888885,56.88889,2
40,0.722223,110.703705,96.22222,129,54.88889,2
97,1,134.37038,126.55556,145.44444,33.22222,2
57,0.888889,122.333336,111.333336,139,50,2
71,1.333333,89.14815,72.77778,115.55556,79.22222,2
47,1.111109,135.74074,129,146.33334,31.777779,2
42,1.388891,135.2963,128.11111,146.44444,33.444443,2
75,1.055559,126.07407,115.888885,141.22223,45.444443,2
24,1.611109,121.62963,110.77778,137.77779,48.444443,2
33,0.500001,110.59259,96.77778,128.66667,54.22222,2
71,0.888888,122.18519,111.44444,138.33334,48.444443,2
42,1.666668,108.92593,95.666664,126.22222,51.88889,2
61,0.555556,109.07407,95.111115,128.33334,57.77778,2
62,1.111112,125.40741,116.333336,138.77779,40.11111,2
25,0.999996,126.03704,114.333336,142.22223,48.555557,2
45,1.111113,122.85185,110.55556,140,51.444443,2
51,0.833335,122.96296,110.666664,140.77779,53.444443,2
96,0.611112,111.59259,103.44444,128.11111,49.555557,2
51,2.055553,124.40741,113.22222,141.11111,50.11111,2
13,1.166667,132.25926,122.77778,145.44444,39.555557,2
36,1.055556,111.92593,98.22222,130.33334,55.22222,2
58,0.888891,123,112.55556,137.44444,43.333332,2
48,0.999999,107.888885,94.77778,129.11111,63.666668,2
93,1.055555,112.296295,103.888885,128,47.11111,2
27,1.444445,137.51852,132.55556,146.55556,27.11111,2
45,1.555557,121.51852,111.111115,137.33334,47.444443,2
13,1.111112,104.111115,88.22222,128.44444,73,2
101,0.611109,134.92592,126.44444,147.22223,36.88889,2
18,0.944445,138.62962,133.33334,147.55556,26.777779,2
77,1.166665,107.62963,93.888885,125.22222,52.77778,2
39,1.111111,127.51852,116.55556,142.88889,46.11111,2
26,0.444444,112.22222,98.333336,130.88889,56,2
58,1.000001,122,110.111115,138.77779,50.333332,2
29,1.055553,128.44444,119.22222,142.88889,43.333332,2
57,0.77778,98.59259,84,121.55556,68.888885,2
74,0.500001,101.85185,89.111115,123.22222,64.111115,2
43,0.833335,126.48148,117.333336,140.55556,42.22222,2
79,1.055553,89.44444,73.55556,115.333336,77.666664,2
