@relation segment

@attribute Region-centroid-row numeric
@attribute Vegde-sd numeric
@attribute Intensity-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
92,0.562964,23.666666,1
68,3.040739,17.703703,1
110,5.351851,17.925926,1
144,0.062963,4.814815,1
118,0.385185,6.444445,1
118,0.151852,6.074074,1
51,1.629631,25.74074,1
116,1.633333,21.703703,1
111,0.151852,5.444445,1
67,1.396297,27.148148,1
139,0.177778,5.333334,1
77,3.940742,24.481482,1
41,1.674074,22.481482,1
123,0.207407,5.814815,1
64,1.144445,24.074074,1
106,0.72963,19.11111,1
75,1.911109,24.851852,1
149,0.785185,5.518518,1
60,2.329629,26.74074,1
98,0.666667,17.481482,1
116,0.151852,16.185184,1
65,1.762964,20.814816,1
40,2.711112,17.185184,1
101,1.288888,21.296297,1
135,0.151852,5.703704,1
89,1.485185,23.88889,1
115,0.151852,6.777778,1
147,0.107407,6.777778,1
113,1.52963,20.25926,1
111,0.240741,5.407407,1
126,0.062963,5.777778,1
130,0.340741,7.296296,1
80,1.851851,24.814816,1
142,0.062963,4.814815,1
111,0.074074,5.925926,1
124,0.151852,6.185185,1
101,0.118519,22.444445,1
89,1.762962,18.962963,1
130,0.240741,5.777778,1
75,1.407408,22.74074,1
140,0.462963,6.333334,1
107,0.655556,17.185184,1
111,0.907407,19.925926,1
128,0.118518,5.666666,1
111,0.162963,3.814815,1
69,1.144444,24.333334,1
70,0.72963,23.666666,1
109,0.240741,17.777779,1
56,0.207407,19.851852,1
56,0.429629,23.703703,1
124,0.02963,6.222222,1
140,0.251852,6,1
118,0.385186,21.11111,1
56,0.951851,22.74074,1
124,0.062963,7.074074,1
121,0.800001,23.11111,1
145,0.162963,5.296296,1
129,0.433333,6.333334,1
104,2.107407,21.925926,1
123,0.118518,4.555555,1
88,0.477778,22.148148,1
88,1.885185,21.148148,1
125,0.062963,6.185185,1
111,0.374074,6.037037,1
124,0.166667,6.037037,1
100,1.362964,20.62963,1
86,1.218519,24.296297,1
135,0.207407,4.148148,1
143,0.207407,5.444445,1
126,0.207407,4.925926,1
137,0.166667,5.851852,1
145,0.162963,5.296296,1
145,0.018518,3.925926,1
95,1.007408,21.407408,1
66,1.007407,18.666666,1
138,0.074074,5.444445,1
85,0.518519,21.11111,1
70,0.311111,26.037037,1
63,0.562963,18.074074,1
123,0.240741,6.740741,1
116,0.107407,5.62963,1
101,1.288888,21.296297,1
109,0.488889,17.25926,1
118,0.118518,6.259259,1
116,0.151852,5.407407,1
103,1.52963,18.962963,1
102,0.118518,20.25926,1
89,0.385185,22.333334,1
56,0.4,26.444445,1
87,3.096294,17.333334,1
92,4.518517,19.37037,1
147,0.074074,4.148148,1
104,0.962963,20.185184,1
64,1.362962,18.88889,1
128,0.340741,5.925926,1
54,0.646931,124.37037,2
62,0.562964,125.333336,2
109,0.809666,102.48148,2
75,0.471403,116.703705,2
99,0.474074,93.40741,2
94,0.551852,113.18519,2
57,0.722651,123.55556,2
19,0.151853,137.77777,2
15,0.285185,132.22223,2
32,0.207408,121.44444,2
29,0.403687,112.07407,2
37,0.240739,95.92593,2
68,0.151852,125.77778,2
32,0.418519,112.03704,2
19,0.760118,126.666664,2
28,0.403686,111.59259,2
39,1.129629,113.37037,2
52,0.018518,125.77778,2
44,0.122222,99,2
41,0.355559,135.22223,2
78,1.025599,106.85185,2
21,0.516398,126.77778,2
66,1.57407,122.55556,2
68,0.574135,107.37037,2
23,0.365148,123,2
36,0.1963,135.2963,2
48,0.207406,134.85185,2
35,1.229632,127.55556,2
58,0.534027,109.07407,2
31,0.418517,136.40741,2
15,0.25185,140.77777,2
76,0.211114,90.07407,2
50,0.760115,107.44444,2
113,0.3,133.11111,2
47,0.385188,135.74074,2
58,0.388888,93.14815,2
75,0.266666,88.55556,2
19,0.551851,110.296295,2
53,0.444444,113.14815,2
17,0.107405,130.2963,2
40,0.574132,110.703705,2
14,0.574134,117,2
36,0.340743,103.03704,2
15,0.557772,113.74074,2
25,0.84444,103.62963,2
90,0.374076,113.111115,2
82,0.344266,106.51852,2
80,0.166666,111.07407,2
28,0.389683,122.51852,2
55,2.877772,103.07407,2
64,0.699205,108.77778,2
30,0.879816,125.40741,2
27,0.462964,138.07408,2
18,0.729626,138.62962,2
25,1.46667,128,2
32,0.586892,116.77778,2
13,0.507406,141.59259,2
40,0.207408,124.62963,2
20,0.062963,113.85185,2
83,0.518519,90.62963,2
35,0.781735,125.18519,2
28,1.278022,111.51852,2
24,0.966665,121.62963,2
99,0.474074,93.40741,2
46,1.629631,126.03704,2
85,0.299998,101.03704,2
41,0.577774,113.40741,2
31,0.344266,114.96296,2
27,0.240737,137.51852,2
40,0.596295,123.77778,2
28,0.136081,112.96296,2
45,0.455421,122.85185,2
33,0.611111,109.888885,2
15,0.272168,129.25926,2
41,0.774073,137.14815,2
47,0.211113,97.111115,2
29,1.229636,128.48148,2
63,0.516398,105.59259,2
40,0.421635,125.111115,2
41,0.327731,112.111115,2
67,0.622222,108.85185,2
73,0.062964,125.51852,2
32,1.062842,126.22222,2
41,0.68853,121.48148,2
39,0.299997,127.51852,2
13,0.207407,140.25926,2
46,0.611616,124.55556,2
56,0.029629,126,2
35,0.133333,98.74074,2
30,0.666666,112.96296,2
79,0.118518,89.44444,2
46,0.240742,107.51852,2
39,0.574136,124.18519,2
33,0.936897,125.888885,2
72,1.00741,125.55556,2
18,1.022222,137.88889,2
21,0.607407,130.14815,2
47,0.355557,126.37037,2
51,1.099995,126.333336,2
52,0.596301,111.62963,2
15,0.211111,140.2963,2
72,0.399998,93.44444,2
57,0.474073,124.703705,2
33,0.623609,110.59259,2
35,0.296297,97.92593,2
17,0.5164,126.14815,2
16,0.344443,111.81481,2
50,0.760115,107.44444,2
48,0.107407,115.77778,2
33,0.623609,110.59259,2
42,0.54433,108.92593,2
33,0.272163,124.55556,2
13,0.444445,130.40741,2
27,0.462964,138.07408,2
63,0.296294,120.22222,2
59,0.349603,122.03704,2
46,0.62361,114.62963,2
36,0.172137,111.92593,2
34,0.928956,125.48148,2
21,0.516398,126.77778,2
45,0.207408,121.51852,2
56,0.029629,126,2
11,0.255559,141.55556,2
57,0.712326,124.25926,2
45,0.596299,101.92593,2
65,0.374072,125.666664,2
81,0.329631,90.40741,2
67,0.459472,122.888885,2
27,0.623609,122.666664,2
55,0.818524,124.111115,2
46,0.399996,135.51852,2
18,0.729626,138.62962,2
26,0.272165,112.22222,2
26,1.0074,136.88889,2
96,0.418521,111.59259,2
35,1.05185,124.55556,2
90,0.044444,113.48148,2
107,1.288892,133.66667,2
33,0.329628,111.333336,2
40,0.516397,110.03704,2
101,0.385187,134.92592,2
42,0.54433,108.92593,2
30,0.272164,113.25926,2
32,0.162964,136.2963,2
44,0.240742,106,2
24,0.907406,127.62963,2
58,0.62361,122.25926,2
11,0.311116,143.44444,2
93,3.896308,86.296295,2
42,0.462963,135.2963,2
97,0.329631,134.37038,2
98,0.15185,92.333336,2
90,0.044444,113.48148,2
71,0.329628,89.14815,2
75,0.774077,126.07407,2
79,0.344265,107.74074,2
51,0.389683,108.74074,2
27,0.596293,136.2963,2
47,0.607409,123.85185,2
64,0.699205,108.77778,2
77,0.311108,135.92592,2
54,0.720081,109.96296,2
65,0.611618,123,2
25,0.250923,116.25926,2
74,0.088889,101.85185,2
18,0.455422,112.111115,2
20,0.327729,111.703705,2
58,0.344266,110.37037,2
34,0.966091,123.22222,2
54,0.166667,134.33333,2
57,0.196297,122.333336,2
30,0.272165,111.22222,2
55,0.490652,113.666664,2
101,0.385187,134.92592,2
49,0.240742,108.888885,2
13,0.47778,131.77777,2
23,0.611616,124.44444,2
25,0.501848,112.22222,2
66,1.440741,95.111115,2
19,0.443052,114.25926,2
81,0.107409,92.18519,2
42,0.685184,127.03704,2
12,0.518519,127.44444,2
15,0.340743,106.51852,2
20,0.490655,125,2
30,0.501847,123.333336,2
51,0.712324,124.40741,2
60,0.388886,123.666664,2
34,0.340741,137.03703,2
51,0.443051,123.18519,2
45,0.666666,108.96296,2
25,0.329628,102.48148,2
93,0.151851,112.296295,2
71,0.888891,125.96296,2
12,0.272164,119.03704,2
29,0.711108,128.44444,2
79,0.344265,107.74074,2
49,0.388888,127.40741,2
14,0.53403,112.74074,2
47,0.32963,107.111115,2
62,0.385184,110.18519,2
63,0.443052,108.92593,2
48,0.9963,107.888885,2
64,0.800003,92.81481,2
59,0.166667,126.14815,2
21,0.760117,127.296295,2
39,1.129629,113.37037,2
47,0.122223,134.77777,2
52,0.596301,111.62963,2
24,0.907406,127.62963,2
13,0.207408,104.111115,2
71,0.888891,125.96296,2
32,0.162964,136.2963,2
68,0.57778,105.77778,2
42,0.607408,137.07408,2
53,0.455419,123.44444,2
61,0.490653,109.07407,2
35,0.285183,136.48148,2
11,0.311116,143.44444,2
54,0.107408,116.77778,2
29,1.229636,128.48148,2
104,1.436302,100.51852,2
57,0.774071,100.44444,2
62,1.310924,123.48148,2
96,0.196297,90.81481,2
43,0.433333,126.48148,2
54,0.408248,110,2
41,0.772202,123.03704,2
71,1.085182,105.666664,2
22,0.388882,137.62962,2
58,0.774072,92.703705,2
85,0.166668,93.55556,2
17,0.551851,129.55556,2
71,0.490655,122.18519,2
20,0.75031,127.333336,2
29,0.60741,103.25926,2
13,0.196294,132.25926,2
36,0.800462,114.03704,2
67,1.135293,106.07407,2
58,0.459469,122,2
29,0.711108,128.44444,2
62,0.207406,99.666664,2
115,0.02963,132.77777,2
25,1.46667,128,2
20,1.192568,126.55556,2
22,0.255559,137.96297,2
83,0.518519,90.62963,2
38,0.58373,124.85185,2
21,0.443054,125.59259,2
40,0.574132,110.703705,2
88,0.329632,110.59259,2
78,0.329632,135.55556,2
57,0.740742,126.111115,2
89,0.272169,106.07407,2
19,0.418515,129.92592,2
25,0.730297,126.03704,2
54,0.443054,108.85185,2
56,0.162963,126.44444,2
86,0.691214,105.77778,2
62,0.399999,110.03704,2
15,1.051846,130.14815,2
65,0.785188,97.333336,2
48,0.251852,122.37037,2
50,0.272166,121.18519,2
60,0.207408,109.77778,2
13,0.574135,118.666664,2
58,0.403686,123,2
46,0.611616,124.55556,2
74,0.088889,101.85185,2
18,1.29386,125.62963,2
94,0.607404,95.296295,2
59,0.459466,121.703705,2
38,0.403687,113.48148,2
49,0.92896,124.03704,2
72,0.562961,125.44444,2
80,0.177779,96.333336,2
44,0.574135,123.81481,2
31,0.45542,126.85185,2
41,0.327731,109.703705,2
21,0.611615,126.81481,2
62,0.207408,125.40741,2
26,1.496289,137.03703,2
57,0.77407,135.77777,2
57,0.785183,92.92593,2
57,0.374073,98.59259,2
62,0.166666,126.48148,2
92,0.211111,90.333336,2
18,0.455422,112.111115,2
39,0.062963,127.07407,2
51,0.443054,122.96296,2
39,0.730297,113,2
66,0.462965,93.44444,2
32,1.062842,126.22222,2
13,1.011116,141.81482,2
20,0.490655,125,2
35,1.041723,109.111115,2
49,0.385186,120.703705,2
85,4.418521,8.185185,3
91,0.355556,3.666667,3
136,0.177778,0.703704,3
110,2.905932,17.222221,3
75,19.136257,55,3
120,1.986063,19.074074,3
122,1.398412,16.185184,3
122,7.84074,2.259259,3
90,0.374074,2.814815,3
110,0.211111,1.814815,3
144,0.074074,2.518518,3
69,991.7184,23.814816,3
98,0.611616,2.037037,3
120,0.250924,3.518518,3
138,0.088889,0.777778,3
108,22.507414,8.666667,3
95,0.818519,6.481482,3
117,0.962964,1.333333,3
85,13.451853,4.296296,3
124,0.107407,0.666667,3
133,0,0,3
100,8.296297,4.592593,3
123,0.018519,1.148148,3
117,0,0,3
127,0.960324,17.592592,3
91,4.374074,3.888889,3
124,14.962965,3,3
122,4.033196,19.88889,3
81,267.45554,21.333334,3
122,2.029414,20.148148,3
117,0.018519,1.074074,3
138,3.879672,16.518518,3
91,752.24066,44.296295,3
114,0.433333,1.851852,3
121,1.82168,14.962963,3
107,0.211111,2.222222,3
139,1.773259,18.074074,3
102,0.507407,2.888889,3
88,7.218519,7.777778,3
111,0.403687,18.037037,3
96,1.511111,6.296296,3
113,4.122656,27.88889,3
130,0,0.777778,3
66,9.089677,39.88889,3
113,0.285185,1.407407,3
90,2.435083,5,3
64,12.948471,31,3
122,0.403687,0.555556,3
122,1.241266,16.148148,3
123,0.077778,1.518519,3
146,0.136083,0.037037,3
90,1.885185,3.407408,3
124,0.611111,1.148148,3
76,0.918519,8.259259,3
99,8.018518,4.148148,3
110,0.088889,1.666667,3
137,0.389682,0.777778,3
81,0.418518,3.481482,3
131,0,0,3
96,3.6,3.777778,3
123,0.996296,1.481481,3
96,13.277781,5.222222,3
115,0.966091,14.777778,3
120,0.062963,1,3
139,0.077778,0.444444,3
134,3.155556,6.185185,3
112,0.421637,0.444444,3
83,0.547722,3.703704,3
146,0,0,3
138,0.296296,0.259259,3
91,1.540741,3.259259,3
132,0.385185,0.740741,3
90,23.377783,9,3
141,1.351853,3.259259,3
98,0.151852,1.407407,3
126,0.712325,2.777778,3
109,3.233333,1.962963,3
138,1.143419,5.185185,3
91,6.462962,6.259259,3
108,12.795401,49.814816,3
68,203.35188,47.185184,3
90,0.854184,4.666666,3
77,1.811111,7.703704,3
85,0.720082,1.777778,3
141,1.540803,12.666667,3
143,0.122222,4.185185,3
103,0.577778,2.148148,3
129,0.077778,0.518518,3
87,1.962613,2.925926,3
122,0.403687,0.555556,3
111,0.3,1.296296,3
137,18.685184,5,3
122,0.240741,1.592593,3
91,188.50739,42.814816,3
93,2.562963,5,3
94,0.118519,2.259259,3
98,1.718519,4.666666,3
145,0.196296,0.851852,3
73,1.277778,5.814815,3
111,0.240741,1.333333,3
120,0.928958,16.851852,3
98,45.84074,5.518518,3
86,222.70003,13.407408,3
127,0.834443,3.814815,3
124,14.962965,3,3
138,0.518518,1.407407,3
127,0.074074,0.62963,3
118,0.151852,0.703704,3
100,0.534027,1.222222,3
141,0.240741,1.555556,3
126,3.870114,10.185185,3
106,0.172133,0.555556,3
107,3.14074,1.777778,3
139,1.773259,18.074074,3
133,0.172133,0.962963,3
81,8.740745,12.481482,3
123,0.077778,0.703704,3
75,19.136257,55,3
80,13.751853,23.62963,3
106,3.544443,3.666667,3
102,374.5964,44.037037,3
99,0.82963,2.037037,3
132,0.998147,1.962963,3
130,0.45542,2.407408,3
95,1.633332,4.444445,3
85,2.942033,4.074074,3
76,192.20744,13.518518,3
92,4.63641,12.666667,3
90,0.374074,2.814815,3
132,0.02963,0.37037,3
121,0.843274,3.407408,3
114,0.122222,1.740741,3
116,0.854184,18.74074,3
72,0.818518,4.518518,3
82,41.288895,8.481482,3
116,1.262963,2.185185,3
124,0.02963,0.888889,3
83,4.018517,6.259259,3
118,0.136083,0.037037,3
102,0.207407,3.37037,3
109,0.251852,4.296296,3
137,1.777778,7.62963,3
112,1.377778,3.814815,3
129,0.077778,0.518518,3
120,0.133333,1.592593,3
93,0.3,3,3
124,0.107407,0.666667,3
120,0.340741,1.444444,3
100,1.440741,6.074074,3
126,11.885187,1.518519,3
121,0.418519,3.703704,3
119,2.026673,20.592592,3
142,1.377061,3.851852,3
125,0.222222,3.925926,3
88,0.607407,5.259259,3
121,0.062963,1.148148,3
128,1.75647,16.481482,3
95,0.474074,3.518518,3
78,356.16672,79.666664,3
130,0.45542,1.37037,3
108,0.64693,1.851852,3
127,0.975629,16.37037,3
136,1.096296,1.111111,3
125,0.471405,16.407408,3
129,0.02963,0.518518,3
73,6.273991,46.666668,3
144,0.118518,1.148148,3
106,0.151852,2.407408,3
116,0.311111,3,3
125,0.374074,1.37037,3
80,13.751853,23.62963,3
106,0.418518,2.185185,3
96,2.962964,3.555556,3
71,10.382501,31.851852,3
128,7.885187,5.296296,3
83,9.988892,14.37037,3
126,1.12963,2.962963,3
134,0.018519,0.037037,3
99,4.462964,6.740741,3
122,64.95186,6.62963,3
114,6.320163,29.814816,3
88,0.240741,2.777778,3
138,0.64693,1.148148,3
87,572.9964,67.44444,3
123,0.862963,1.074074,3
124,0.444445,2.518518,3
142,0.651852,0.555556,3
104,9.713106,18.62963,3
116,0.696296,1.962963,3
87,1.962613,2.925926,3
129,0.02963,0.518518,3
107,3.733333,8.703704,3
113,0.389682,0.962963,3
77,0.651851,5,3
125,0.827759,1.777778,3
119,2.274659,4.37037,3
102,73.7963,14.37037,3
88,1.366667,3.296296,3
124,0.433334,2.814815,3
140,4.768726,9.925926,3
93,6.444444,6.777778,3
134,0.981307,8.703704,3
133,0,0,3
145,0.196296,0.851852,3
144,0.151852,0.962963,3
89,0.340741,2.296296,3
136,3.708349,15.518518,3
126,0.534027,11.185185,3
120,46.933327,6.962963,3
79,0.862963,4.851852,3
83,688.0741,23.296297,3
115,0.344445,1.888889,3
79,1.851852,5.407407,3
120,1.986063,19.074074,3
125,0.298142,1.148148,3
112,0.344265,0.148148,3
138,1.185186,0.296296,3
70,5.897896,21.037037,3
147,3.586498,7.703704,3
95,1.574074,4.62963,3
119,0.833333,1.222222,3
87,84.87777,17.11111,3
136,2.810035,19.444445,3
126,0.311111,1.407407,3
81,8.740745,12.481482,3
128,0.074074,0.740741,3
95,1.040741,3.148148,3
130,0.250924,0.888889,3
109,2.655532,13.296296,3
121,0.843274,3.407408,3
115,1.572919,7.555555,3
125,1.110556,18.555555,3
81,189.44075,41.925926,3
134,0.182574,1.777778,3
109,1.229631,5.666666,3
101,27.97407,10.185185,3
80,4.3,7.074074,3
124,0.444445,2.518518,3
99,8.018518,4.148148,3
118,0.074074,0.925926,3
107,0.720082,22.555555,3
139,0.516398,0.666667,3
69,45.929623,11.074074,3
125,0.827759,1.777778,3
94,0.210818,5.888889,3
131,0.02963,0.518518,3
137,0.018519,0.259259,3
95,5.911111,5.185185,3
120,0.477778,1.518519,3
96,0.507407,3.814815,3
110,0.088889,1.666667,3
105,15.662961,4.148148,3
121,1.062841,17.222221,3
124,1.140741,1.148148,3
120,14.774076,3.740741,3
136,4.193469,12.185185,3
109,0.251852,4.296296,3
133,0.02963,0.740741,3
116,0.240741,2.814815,3
111,20.951847,4.888889,3
99,0.82963,2.037037,3
137,0.02963,0.222222,3
144,0.02963,1,3
131,0.807373,0.740741,3
120,0.088889,1.148148,3
143,0.122222,4.185185,3
135,0.207407,0.740741,3
80,14.829629,10.037037,3
136,1.149879,8,3
89,0.340741,2.296296,3
132,0.344265,1.296296,3
119,0.088889,1.444444,3
144,0.118518,1.148148,3
125,0.222222,3.925926,3
105,16.507421,42.851852,3
82,0.474074,5.592593,3
97,0.196296,2.111111,3
124,0.074074,1.074074,3
92,4.02963,7.444445,3
103,0.577778,2.148148,3
102,1.22963,4.037037,3
73,7.865538,34.703705,3
110,1.262963,3.962963,3
122,0,0.333333,3
123,0.374074,1.185185,3
73,0.785185,4.851852,3
81,442.17786,42.555557,3
102,0.507407,2.888889,3
124,0.934919,14.666667,3
136,3.708349,15.518518,3
103,2.12568,3.851852,3
145,1.674074,2.074074,3
80,530.5518,68.77778,3
108,12.795401,49.814816,3
124,4.774935,7.592593,3
123,0.133333,1.37037,3
95,0.699206,2.259259,3
153,12.266663,28,4
66,2.08889,51.592594,4
128,5.955534,35.592594,4
125,0.722649,60.925926,4
71,0.574134,38.37037,4
115,0.958392,46.74074,4
146,0.611616,43.148148,4
156,2.640739,21,4
124,0.951853,38.592594,4
62,0.8861,62.814816,4
158,1.633334,8.444445,4
42,0.928958,58.88889,4
50,0.960323,65.111115,4
124,1.29386,43.51852,4
117,0.928958,39.037037,4
57,0.975628,65.703705,4
100,0.774075,55.37037,4
57,0.975628,65.703705,4
102,0.062963,51.703705,4
76,1.356739,29.814816,4
100,0.774075,55.37037,4
104,1.420747,55.74074,4
110,375.09625,50.666668,4
73,0.505524,43.851852,4
66,0.82776,42.11111,4
104,0.729627,57.333332,4
19,1.18634,45.185184,4
137,1.360828,40.851852,4
143,1.103866,50.37037,4
118,10.22995,34.333332,4
100,0.490655,57.148148,4
25,0.327731,44.814816,4
102,0.355555,58.22222,4
120,4.951616,51.074074,4
34,4.154872,47.592594,4
109,0.62361,41.814816,4
73,0.82776,46.296295,4
80,0.711111,40.51852,4
78,0.699206,69.74074,4
35,0.250923,69.44444,4
117,0.403687,45.88889,4
105,1.096294,58.62963,4
81,1.144447,38.25926,4
65,1.655519,60.62963,4
108,0.74074,45.592594,4
79,0.074074,45.814816,4
147,1.274076,27.222221,4
98,3.887301,28.777779,4
125,2.550962,37.444443,4
125,3.923811,43.22222,4
123,0.385186,19.296297,4
83,0.785184,49.851852,4
70,1.360826,61.11111,4
126,0.611111,20.11111,4
69,0.490654,40.666668,4
102,0.720082,42.77778,4
154,3.832126,50.703705,4
154,11.618519,33,4
80,1.187903,58.333332,4
138,0.501848,54.62963,4
98,1.181651,33.962963,4
107,0.207407,49.814816,4
75,0.91084,39.703705,4
32,2.703222,56.37037,4
95,1.340259,55.62963,4
17,4.449303,44.592594,4
159,1.420746,20.518518,4
116,1.223232,46.814816,4
20,0.760117,35.48148,4
121,1.254621,54.962963,4
145,2.977073,26.777779,4
81,0.651852,42.925926,4
70,0.712326,39.962963,4
111,1.088663,57.77778,4
139,1.68215,48.22222,4
157,14.344446,21.444445,4
119,0.854184,45.62963,4
157,3.540741,23.148148,4
151,11.055564,30.481482,4
129,3.085188,24.703703,4
154,2.551852,28.148148,4
149,3.322223,16.814816,4
43,1.772214,64.703705,4
103,0.534027,58.88889,4
53,0.490654,40.444443,4
48,0.389682,42.074074,4
136,1.529629,4.851852,4
65,1.110556,57.74074,4
42,1.555158,44.555557,4
42,0.712325,28.25926,4
64,0.712325,62,4
78,0.177777,43.814816,4
146,1.007408,21.37037,4
73,0.82776,46.296295,4
101,6.53679,31.185184,4
134,1.440164,48.925926,4
78,5.67026,30.296297,4
96,1.574078,67.03704,4
18,0.807372,68.296295,4
102,1.854923,51.666668,4
77,1.274075,59.555557,4
148,2.551854,29.074074,4
140,1.293859,26.444445,4
116,4.405383,61,4
22,0.860663,49.666668,4
117,0.620632,31.25926,4
120,3.911109,49.407406,4
17,1.088662,71.18519,4
110,3.442652,34.11111,4
77,2.74074,40.22222,4
96,0.574134,61.925926,4
