@relation segment

@attribute Vegde-sd numeric
@attribute Saturatoin-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
0.311111,0.566138,-1.065066,1
0.518519,0.408211,-1.57896,1
0.429631,0.414356,-1.653926,1
0.562963,0.530556,-0.843904,1
0.118518,0.61164,-0.853547,1
0.240741,0.564153,-0.897859,1
1.007408,0.390436,-1.567327,1
0.429629,0.43596,-1.748835,1
0.240741,0.577601,-0.806042,1
0.122222,0.578708,-2.018631,1
8.207409,0.437404,-1.659879,1
1.007407,0.437855,-1.569253,1
0.3,0.563713,-1.005054,1
0.433333,0.540123,-0.932783,1
0.462963,0.418746,-1.741254,1
0.062963,0.545855,-1.053347,1
4.611113,0.429663,-1.8356,1
0.162963,0.592813,-0.850783,1
1.529629,0.390398,-1.707392,1
0.951851,0.440708,-1.759414,1
0.133333,0.543651,-1.353896,1
0.374074,0.551587,-1.118131,1
0.074074,0.545855,-1.037663,1
0.477778,0.544733,-1.163245,1
0.062963,0.646164,-0.675123,1
3.096294,0.391731,-1.318373,1
0.562964,0.420973,-1.637777,1
2.977778,0.422223,-1.682651,1
0.118518,0.528219,-0.914324,1
3.411111,0.425691,-1.739017,1
0.077778,0.593254,-0.808383,1
0.240741,0.575397,-0.871495,1
1.496295,0.413217,-1.768872,1
1.718519,0.474773,-1.937482,1
0.651853,0.417916,-1.541502,1
3.674073,0.43507,-1.771163,1
0.118518,0.543871,-1.076198,1
0.151852,0.580026,-1.093148,1
0.151852,0.537698,-0.87829,1
0.166667,0.573633,-0.744272,1
0.562963,0.543871,-0.862108,1
0.596296,0.423346,-1.695804,1
0.122222,0.526235,-0.963931,1
0.255556,0.579365,-0.942558,1
0.607408,0.417763,-1.68544,1
1.485186,0.440354,-1.700324,1
1.277777,0.398791,-1.598867,1
0.296296,0.599427,-0.892179,1
2.329629,0.4223,-1.776113,1
0.062963,0.581349,-0.895807,1
2.34074,0.401965,-1.610448,1
0.074074,0.56746,-0.880521,1
2.474074,0.475,-1.18068,1
2.118518,0.450305,-1.888408,1
1.140741,0.446636,-1.709389,1
0.151852,0.53858,-1.210357,1
0.162963,0.608466,-0.877707,1
0.207407,0.611111,-0.877707,1
0.122222,0.662037,-0.604864,1
0.151852,0.655556,-0.959485,1
2.518518,0.408155,-1.55762,1
1.396297,0.429308,-1.768356,1
2.418516,0.401025,-1.570588,1
1.007407,0.414836,-1.524771,1
0.388889,0.541887,-1.175454,1
0.251852,0.578339,-1.985703,1
1.762962,0.402507,-1.544214,1
0.418518,0.544092,-1.058277,1
0.72963,0.421504,-1.524253,1
1.007407,0.399499,-1.676921,1
1.807406,0.43357,-1.66796,1
0.8,0.388756,-1.302133,1
0.107407,0.575397,-1.099624,1
0.062963,0.534392,-0.91061,1
0.018518,0.545635,-0.960827,1
0.207407,0.381277,-1.420087,1
0.785184,0.419248,-1.623392,1
0.488889,0.42886,-1.548296,1
1.762964,0.419418,-1.665853,1
0.118518,0.381059,-1.555097,1
0.251852,0.578339,-1.985703,1
0.02963,0.569444,-0.820403,1
0.88889,0.436939,-1.623202,1
0.151852,0.60119,-1.181388,1
1.633333,0.407364,-1.632243,1
3.411113,0.416239,-1.634396,1
3.644444,0.41394,-1.819915,1
0.518519,0.423121,-1.620398,1
3.185182,0.419522,-1.591206,1
0.133333,0.551808,-1.05144,1
1.144444,0.431547,-1.811203,1
2.907408,0.44486,-1.79139,1
0.151852,0.559171,-1.19107,1
2.711112,0.46306,-1.783602,1
0.385186,0.416884,-1.620749,1
0.240741,0.564153,-0.897859,1
4.162963,0.432471,-1.773594,1
2.21111,0.41031,-1.472378,1
1.574073,0.44725,-1.72683,1
0.72963,0.406015,-1.649603,1
4.918518,0.399927,-1.456819,1
1.022222,0.406451,-1.530686,1
0.385185,0.403687,-1.625587,1
0.788889,0.408644,-1.179347,1
0.577777,0.419204,-1.554234,1
0.122222,0.603836,-0.722894,1
0.088889,0.531746,-0.988413,1
1.436302,0.272403,-2.326201,2
1.46667,0.172504,-2.354552,2
0.272164,0.225384,-2.385308,2
0.518519,0.362062,-2.239053,2
0.611111,0.258604,-2.266225,2
0.544332,0.213809,-2.325679,2
0.062963,0.183242,-2.336025,2
0.818524,0.182623,-2.308179,2
0.455422,0.254668,-2.45498,2
0.501847,0.19251,-2.27951,2
0.385188,0.118399,-2.262555,2
0.474074,0.330418,-2.207756,2
0.399998,0.323421,-2.22578,2
0.272168,0.17818,-2.38244,2
0.5164,0.189464,-2.348415,2
0.122222,0.283524,-2.286636,2
0.272164,0.225384,-2.385308,2
0.122223,0.125709,-2.30244,2
0.196294,0.155825,-2.360428,2
0.907406,0.169397,-2.349252,2
0.516397,0.260966,-2.419456,2
0.518519,0.19252,-2.402917,2
0.240742,0.246491,-2.211659,2
2.877772,0.274795,-2.251012,2
0.418515,0.151812,-2.340765,2
1.229636,0.166484,-2.29776,2
0.800003,0.34921,-2.228939,2
0.936897,0.191215,-2.348002,2
0.311108,0.127385,-2.277146,2
0.299998,0.275467,-2.186342,2
0.760118,0.189527,-2.352834,2
0.418519,0.25142,-2.255674,2
0.490655,0.188892,-2.348006,2
0.729626,0.096352,-2.214612,2
0.68853,0.206392,-2.280803,2
0.196297,0.342938,-2.219979,2
1.0074,0.106102,-2.230725,2
0.118518,0.362172,-2.241633,2
0.774073,0.112421,-2.268529,2
1.041723,0.231166,-2.420203,2
0.266666,0.378682,-2.232,2
0.340743,0.306737,-2.266452,2
0.516398,0.184022,-2.370372,2
0.772202,0.199347,-2.299918,2
0.421635,0.194537,-2.313685,2
1.29386,0.197105,-2.352184,2
0.207408,0.313159,-2.28708,2
0.490655,0.188892,-2.348006,2
0.455419,0.187217,-2.39327,2
0.443052,0.236733,-2.375985,2
0.240742,0.266391,-2.255577,2
0.607408,0.115302,-2.26361,2
0.365148,0.205901,-2.356262,2
0.462965,0.325711,-2.224845,2
0.62361,0.204147,-2.357271,2
1.003694,0.2797,-2.37202,2
0.490653,0.258869,-2.367396,2
0.211113,0.320097,-2.223218,2
0.355559,0.101526,-2.232895,2
0.162962,0.299601,-2.302468,2
0.403687,0.245093,-2.373206,2
0.327731,0.234493,-2.404553,2
1.496289,0.105128,-2.182567,2
0.691214,0.251552,-2.343789,2
0.711108,0.165616,-2.271128,2
0.534027,0.238143,-2.375207,2
0.443054,0.203582,-2.362526,2
1.46667,0.172504,-2.354552,2
0.299997,0.184263,-2.352961,2
1.278022,0.267544,-2.425992,2
0.272166,0.213538,-2.312305,2
0.162964,0.113055,-2.280755,2
0.699205,0.236797,-2.355443,2
0.418517,0.10071,-2.251504,2
0.172137,0.24634,-2.387384,2
0.107405,0.160604,-2.339493,2
0.740742,0.175605,-2.362514,2
0.32963,0.275957,-2.271072,2
0.47778,0.156568,-2.386251,2
0.107409,0.347902,-2.187399,2
1.051846,0.176494,-2.32497,2
0.285185,0.153616,-2.341041,2
0.655462,0.197162,-2.28828,2
0.574132,0.254051,-2.434692,2
0.444444,0.200484,-2.117007,2
0.699205,0.236797,-2.355443,2
0.196297,0.198924,-2.297173,2
1.129629,0.222954,-2.198158,2
0.399999,0.202279,-2.185419,2
0.15185,0.338288,-2.238522,2
0.474073,0.182073,-2.34019,2
0.211114,0.360194,-2.208019,2
0.712324,0.197569,-2.30531,2
0.760117,0.187853,-2.339377,2
0.272165,0.24285,-2.405295,2
0.329632,0.204675,-2.139239,2
0.596295,0.188503,-2.292201,2
0.712326,0.194754,-2.341163,2
0.720081,0.234504,-2.351182,2
0.374076,0.181789,-2.078418,2
1.099995,0.165549,-2.306687,2
0.729629,0.297414,-2.247816,2
0.607407,0.15668,-2.357178,2
0.02963,0.152134,-2.405477,2
0.799994,0.153497,-2.364884,2
1.062842,0.190625,-2.333746,2
0.329628,0.370097,-2.249475,2
2.094083,0.181821,-2.384657,2
0.45542,0.192456,-2.334831,2
1.129629,0.222954,-2.198158,2
0.9963,0.265899,-2.247036,2
0.044444,0.179697,-2.097815,2
0.298143,0.239899,-2.385001,2
0.344266,0.237567,-2.357271,2
0.062964,0.178636,-2.307396,2
0.785183,0.359343,-2.254208,2
0.418515,0.111695,-2.215046,2
0.403687,0.23576,-2.370002,2
0.888891,0.179672,-2.339758,2
0.385183,0.170718,-2.310766,2
0.53403,0.242294,-2.408968,2
0.388888,0.182398,-2.297839,2
0.879816,0.183565,-2.295989,2
3.896308,0.369638,-2.231558,2
1.310924,0.193691,-2.343404,2
0.611615,0.195127,-2.377814,2
1.1,0.174948,-2.270653,2
0.781735,0.194853,-2.346636,2
0.574134,0.222856,-2.390383,2
0.77407,0.118733,-2.187422,2
0.207406,0.294583,-2.277142,2
0.207406,0.126968,-2.278428,2
1.496296,0.107616,-2.255012,2
1.022222,0.111218,-2.27511,2
0.57778,0.239143,-2.169999,2
0.029629,0.176061,-2.326783,2
0.785188,0.316474,-2.239144,2
0.827758,0.250204,-2.300486,2
0.25185,0.105074,-2.328472,2
0.888891,0.179672,-2.339758,2
0.623609,0.247776,-2.408019,2
0.251852,0.187362,-2.278604,2
0.327731,0.262046,-2.404745,2
0.211111,0.104639,-2.330563,2
0.211111,0.35122,-2.242802,2
0.311116,0.092773,-2.521648,2
0.691216,0.213257,-2.340839,2
0.722651,0.192488,-2.376054,2
0.459472,0.18855,-2.317188,2
0.166667,0.170091,-2.308637,2
0.389683,0.250137,-2.383438,2
0.574135,0.250143,-2.42468,2
0.730297,0.241459,-2.393564,2
0.807371,0.24216,-2.391113,2
0.966665,0.195977,-2.307914,2
0.729626,0.096352,-2.214612,2
0.774077,0.179353,-2.309804,2
1.05185,0.183109,-2.282923,2
0.443051,0.1952,-2.368498,2
0.018518,0.175849,-2.348494,2
0.107408,0.181149,-2.079152,2
0.355559,0.119532,-2.270225,2
0.272164,0.207675,-2.368866,2
0.044444,0.179697,-2.097815,2
0.433333,0.165192,-2.280207,2
0.1963,0.12003,-2.247156,2
0.474069,0.126571,-2.312874,2
0.459469,0.206503,-2.349269,2
0.646932,0.26422,-2.382261,2
1.011116,0.079806,-2.276767,2
0.928956,0.199516,-2.357272,2
0.133333,0.320015,-2.280843,2
1.025599,0.258182,-2.368082,2
0.58373,0.199972,-2.322923,2
0.54433,0.241934,-2.410388,2
0.374072,0.185658,-2.273744,2
0.622222,0.207702,-2.173099,2
0.385187,0.141107,-2.328735,2
0.207408,0.185749,-2.270219,2
0.029629,0.176061,-2.326783,2
0.666666,0.244289,-2.371807,2
0.327731,0.262046,-2.404745,2
0.403686,0.261838,-2.438585,2
0.800462,0.239085,-2.362237,2
0.92896,0.194622,-2.303412,2
0.088889,0.225725,-2.278452,2
0.355557,0.181012,-2.315792,2
0.443054,0.232219,-2.33633,2
0.596299,0.292503,-2.238324,2
0.255559,0.095184,-2.158304,2
1.57407,0.205803,-2.307094,2
0.574132,0.254051,-2.434692,2
0.611616,0.200124,-2.357688,2
0.574135,0.215088,-2.351897,2
1.629631,0.177195,-2.304436,2
0.349603,0.203326,-2.323173,2
0.166667,0.174209,-2.308766,2
0.60741,0.297205,-2.257217,2
0.966091,0.20392,-2.343381,2
0.760115,0.247337,-2.337296,2
0.296294,0.211484,-2.315885,2
0.623609,0.195416,-2.334512,2
0.809666,0.268118,-2.297546,2
0.385184,0.208013,-2.178149,2
0.443054,0.213813,-2.330465,2
1.229632,0.176083,-2.311049,2
0.166668,0.328603,-2.208414,2
0.388886,0.175844,-2.293386,2
0.166667,0.124312,-2.231555,2
0.177779,0.309059,-2.228712,2
0.54433,0.241934,-2.410388,2
0.255557,0.174128,-2.09899,2
0.329628,0.25913,-2.290421,2
0.296297,0.319499,-2.248235,2
1.288892,0.13383,-2.317384,2
0.557772,0.241576,-2.389025,2
0.207408,0.223364,-2.16692,2
0.433335,0.179413,-2.263738,2
0.329632,0.124647,-2.225537,2
0.574135,0.178428,-2.367282,2
0.462964,0.096263,-2.264532,2
0.151851,0.188313,-2.141419,2
0.611616,0.200124,-2.357688,2
0.62063,0.193665,-2.2949,2
0.443052,0.23689,-2.382438,2
0.474074,0.330418,-2.207756,2
1.229636,0.166484,-2.29776,2
0.240737,0.098472,-2.146716,2
1.00741,0.17933,-2.32084,2
0.162964,0.113055,-2.280755,2
0.607409,0.18354,-2.23989,2
0.088889,0.276784,-2.220553,2
0.551851,0.249895,-2.264331,2
0.166666,0.162225,-2.275425,2
0.107407,0.197114,-2.090557,2
1.085182,0.212264,-2.143159,2
0.389681,0.185539,-2.344188,2
0.327729,0.240108,-2.385213,2
0.62361,0.240722,-2.395028,2
0.255559,0.099836,-2.401587,2
0.596301,0.218379,-2.229685,2
0.774071,0.294515,-2.288131,2
0.088889,0.276784,-2.220553,2
0.490652,0.235894,-2.319697,2
0.577774,0.208293,-2.139822,2
0.574136,0.188391,-2.268113,2
0.240743,0.19308,-2.033487,2
0.389683,0.199513,-2.35398,2
0.272165,0.248698,-2.38614,2
0.207407,0.09906,-2.292384,2
0.471403,0.20299,-2.295488,2
0.490655,0.194316,-2.301203,2
0.207408,0.190912,-2.292668,2
0.074075,0.253299,-2.238865,2
0.122222,0.300019,-2.254541,2
0.344266,0.23132,-2.384877,2
1.192568,0.187293,-2.328034,2
0.207408,0.161658,-2.315962,2
0.574135,0.25416,-2.333212,2
0.408248,0.229674,-2.345744,2
0.596301,0.218379,-2.229685,2
0.459466,0.214204,-2.364216,2
0.329631,0.350039,-2.18233,2
0.907406,0.169397,-2.349252,2
0.507406,0.100091,-2.449265,2
0.285188,0.121119,-2.217488,2
0.611618,0.202365,-2.303991,2
0.385187,0.141107,-2.328735,2
0.166666,0.198052,-2.098697,2
0.207408,0.201898,-2.309391,2
0.388888,0.348863,-2.246316,2
0.607404,0.321505,-2.227114,2
0.84444,0.297528,-2.252101,2
0.272163,0.196297,-2.333537,2
1.440741,0.320664,-2.235701,2
0.518519,0.362062,-2.239053,2
0.062963,0.224139,-2.231826,2
0.623609,0.247776,-2.408019,2
0.240742,0.271501,-2.270851,2
0.611616,0.210162,-2.37055,2
0.32963,0.266023,-2.247952,2
0.374073,0.308813,-2.264402,2
0.240739,0.338487,-2.258443,2
0.586892,0.220748,-2.421193,2
0.344265,0.258079,-2.377965,2
0.403686,0.180972,-2.365385,2
0.340741,0.104539,-2.2,2
0.311116,0.092773,-2.521648,2
0.711108,0.165616,-2.271128,2
0.730297,0.196093,-2.36518,2
0.462963,0.125137,-2.282217,2
0.329631,0.12985,-2.346234,2
0.455422,0.254668,-2.45498,2
0.551852,0.176789,-2.015307,2
0.151853,0.101515,-2.358602,2
0.774072,0.351331,-2.239301,2
0.177776,0.186099,-2.17166,2
0.02963,1,-2.094395,3
0.240741,0.912698,-2.420258,3
20.951847,0.864664,-2.216473,3
9.089677,0.350169,-2.43063,3
0.074074,0.986111,-2.212162,3
0.477778,0.984127,-2.133095,3
4.02963,0.759012,-2.452176,3
0.02963,1,-2.094395,3
3.586498,0.349471,-2.064514,3
0.696296,0.970238,-2.163434,3
1.773259,0.386612,-1.702833,3
8.767999,0.476884,-2.589111,3
1.22963,0.891218,-2.316112,3
0.02963,0.111111,-2.094395,3
0.374074,1,-2.130339,3
0.107407,1,-2.094395,3
1.229631,0.760734,-2.413992,3
1.262963,0.806658,-2.618651,3
5.911111,0.794108,-2.326455,3
4.462964,0.711898,-2.318885,3
0.507407,0.899735,-2.261719,3
0.534027,0.739265,-2.313534,3
0.088889,1,-2.094395,3
0.501849,0.915344,-2.408939,3
0.136083,0.111111,-2.094395,3
13.277781,0.824784,-2.330693,3
0.928958,0.562158,-2.230821,3
12.795401,0.358975,-2.360491,3
0.996296,0.961905,-2.16176,3
0.834443,0.827249,-2.474562,3
688.0741,0.504161,-2.321343,3
0.389682,1,-2.123254,3
1.986063,0.681266,-2.231261,3
0.077778,0.777778,-2.094395,3
19.136257,0.297802,-2.356754,3
0.833333,0.984127,-2.133095,3
1.777778,0.779866,-2.360782,3
0.374074,0.926146,-2.164323,3
0.122222,0.915376,-2.257412,3
0.433334,0.836773,-2.284608,3
1.885185,0.904321,-2.16608,3
0.818519,0.816909,-2.322295,3
6.273991,0.549032,-2.251254,3
1.440741,0.773815,-2.226247,3
15.662961,0.886048,-2.205437,3
3.879672,0.60922,-2.439538,3
0,1,-2.094395,3
0.862963,0.791667,-2.288981,3
0.240741,1,-2.117548,3
752.24066,0.348885,-2.320272,3
0.172133,1,-2.123254,3
0.611111,0.953704,-2.16921,3
9.988892,0.664785,-2.274205,3
0.374074,0.926146,-2.164323,3
0.196296,0.251852,-2.53095,3
4.774935,0.772152,-2.265747,3
0.607407,0.851379,-2.396657,3
14.774076,0.893054,-2.180291,3
4.534641,0.532728,-2.06232,3
0,0,0,3
0.207407,0.940741,-2.275159,3
1.540741,0.944811,-2.186723,3
1.377061,0.81358,-2.280603,3
749.76294,0.464912,-2.284187,3
5.051852,0.829748,-2.383949,3
0.118519,0.333333,-2.094395,3
0.421637,0.666667,-2.151914,3
3.233333,0.969136,-2.146531,3
4.63641,0.564898,-2.280561,3
1.398412,0.584744,-2.247266,3
2.274659,0.732926,-2.587228,3
0.122222,0.881481,-2.02703,3
0.418518,0.95172,-2.274071,3
0.611616,0.883333,-2.548898,3
991.7184,0.508994,-2.488979,3
0.222222,0.853199,-2.234241,3
9.713106,0.607613,-2.42507,3
45.929623,0.604281,-2.481874,3
0.211111,0.94709,-2.226355,3
0.02963,1,-2.094395,3
0.240741,0.938492,-2.269545,3
3.974073,0.847729,-2.305729,3
0.344445,0.962963,-2.216604,3
0.074074,1,-2.17128,3
0.3,0.93567,-2.18361,3
1.574074,0.907099,-2.429449,3
0.118519,0.986111,-2.189708,3
13.751853,0.514254,-2.431513,3
1.718519,0.89084,-2.395422,3
0.785185,0.822507,-2.268176,3
0.018519,0.777778,-2.094395,3
2.12568,0.799074,-2.497929,3
0.651852,0.416667,-2.159563,3
1.82168,0.596422,-2.235355,3
1.241266,0.718221,-2.305989,3
0.074074,1,-2.094395,3
3.708349,0.660813,-2.307511,3
1.75647,0.613385,-2.3163,3
1.274074,0.984127,-2.178769,3
0.344265,0.222222,-2.094395,3
0.507407,0.872222,-2.186234,3
2.962964,0.910065,-2.244482,3
0.118518,1,-2.094395,3
1.040741,0.919597,-2.151958,3
0.285185,0.981482,-2.237562,3
23.377783,0.762919,-2.266389,3
0.934919,0.691123,-2.396682,3
0.02963,0.888889,-2.094395,3
13.451853,0.885825,-2.271544,3
7.218519,0.754703,-2.394493,3
0.651852,0.915344,-2.269023,3
0.403687,0.679513,-2.333318,3
4.122656,0.622071,-2.29665,3
1.140741,0.984127,-2.18129,3
0.02963,1,-2.094395,3
0.02963,0.666667,-2.094395,3
0.074074,1,-2.094395,3
0.444445,0.973765,-2.267462,3
267.45554,0.595282,-2.438409,3
1.277778,0.78993,-2.355641,3
1.851852,0.842452,-2.339798,3
2.942033,0.762963,-2.369864,3
0,0,0,3
572.9964,0.306281,-2.422127,3
0.018519,1,-2.094395,3
2.905932,0.680787,-2.321226,3
13.751853,0.514254,-2.431513,3
0.854184,0.596104,-2.259967,3
0.344265,1,-2.204847,3
0.02963,1,-2.094395,3
0.251852,0.864482,-2.283787,3
27.97407,0.700087,-2.44804,3
0.211111,0.984127,-2.152507,3
0.177778,0.962963,-2.094395,3
2.562963,0.80862,-2.329423,3
0,1,-2.094395,3
0,0,0,3
222.70003,0.630945,-2.363577,3
374.5964,0.397892,-2.416817,3
6.462962,0.823021,-2.282744,3
13.407408,0.730592,-2.291762,3
0.107407,1,-2.094395,3
0.122222,0.915376,-2.257412,3
0.240741,1,-2.153599,3
0.64693,0.977778,-2.219242,3
8.740745,0.628156,-2.388561,3
0.712325,0.908995,-2.536514,3
0.018519,0.111111,-2.094395,3
0.172133,1,-2.094395,3
1.149879,0.695088,-2.412671,3
0.444445,0.973765,-2.267462,3
203.35188,0.413033,-2.308656,3
3.10555,0.523538,-2.090649,3
11.885187,0.965812,-2.107303,3
0.699206,0.874074,-2.552724,3
1.366667,0.929574,-2.216544,3
3.14074,0.981482,-2.146531,3
0.250924,0.839947,-2.433795,3
0.3,1,-2.139494,3
530.5518,0.289624,-2.434193,3
0.82963,0.986111,-2.149743,3
3.870114,0.736431,-2.449839,3
0.162963,0.954365,-2.321865,3
0,0,0,3
0.077778,1,-2.164094,3
0.344444,0.962963,-2.298085,3
12.948471,0.400746,-2.593825,3
0.471405,0.56104,-1.793403,3
0.250924,1,-2.123254,3
4.033196,0.402492,-1.540214,3
0.389682,0.777778,-2.094395,3
0.02963,1,-2.16176,3
0.998147,0.676888,-2.152432,3
0.82963,0.986111,-2.149743,3
0.403687,0.555556,-2.444563,3
8.018518,0.9109,-2.255673,3
192.20744,0.637421,-2.523325,3
0.389682,1,-2.123254,3
0.062963,1,-2.132635,3
0.374074,1,-2.142674,3
4.3,0.775282,-2.417517,3
1.096296,0.986111,-2.110974,3
0.433333,0.984127,-2.222661,3
