@relation segment

@attribute Hedge-mean numeric
@attribute Intensity-mean numeric
@attribute Rawred-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
0.444444,5.444445,6.111111,1
0.611111,6.407407,8,1
3.666667,22.333334,21.666666,1
0.388889,5.296296,6.777778,1
2.666667,17.925926,18.88889,1
1,6.62963,8.444445,1
0.388889,5.037037,6.888889,1
2.166667,18.703703,18.777779,1
2.277778,16.148148,17.666668,1
0.722222,5.296296,6.333334,1
3.111111,18.962963,18.666668,1
0.666667,6.814815,8.333334,1
2.833333,22.777779,21.88889,1
0.444444,5.444445,6.777778,1
0.666667,6.333334,7.888889,1
0.722222,5.444445,4.111111,1
2.111111,20.37037,18.88889,1
1.055556,5.703704,7.444445,1
0.444445,6.259259,7.555555,1
2.111111,14.518518,16.11111,1
0.611111,5.407407,6.888889,1
0.333333,6.666666,8.222222,1
0.5,5.666666,7.555555,1
1.666666,26.222221,23.777779,1
0.666667,5.111111,5.666666,1
1.777778,17.962963,18.88889,1
1.055555,17.481482,18.333334,1
0.833333,5,6.888889,1
2.555556,19.74074,19.777779,1
1.277778,21.296297,21.222221,1
0.666667,4.148148,5.666666,1
1.055556,5.703704,6.888889,1
2.333334,20.814816,20.11111,1
0.833333,7.296296,8.555555,1
1.611112,20.62963,19.777779,1
1.333334,18.11111,18.777779,1
1.111111,5.851852,7.777778,1
1.944444,19.851852,20,1
1.611111,22.444445,21.555555,1
4.444445,25.185184,24.11111,1
0.777778,6.074074,7.444445,1
1.388889,20.925926,20,1
1,6.259259,7.777778,1
0.888889,6.666666,8.444445,1
1.611111,19.592592,18.777779,1
1.611111,23.851852,23.555555,1
0.388889,6.333334,7.666666,1
1.166667,6.111111,7.111111,1
0.777778,5.407407,7,1
2,19.37037,20.222221,1
2.833333,21.74074,20.777779,1
0.722222,6.037037,5.666666,1
1.166667,21.555555,20.88889,1
0.888889,6.037037,7,1
2.611111,23.074074,22.11111,1
1,6.444445,7.333334,1
1.611111,19.88889,20.666668,1
0.5,6,7.444445,1
0.611111,5.407407,7.666666,1
2.388889,22.481482,22,1
1.5,18.666666,18.555555,1
1.777778,17.962963,18.88889,1
2.944445,21.88889,21.333334,1
1.5,18.074074,17.222223,1
0.555556,5.481482,6.555555,1
1.611111,17.11111,19,1
1.777778,22.88889,21.777779,1
1.611111,19.925926,19.777779,1
2.555555,3.814815,4.111111,1
2.111111,26.296297,24.666666,1
0.666667,6.333334,7.888889,1
1.055556,5.62963,7,1
2.111111,16.814816,17.333334,1
0.333333,5.962963,7.333334,1
0.5,5.888889,6.888889,1
0.666667,5.296296,6.666666,1
2.888888,23.62963,21.777779,1
1.5,22.74074,22,1
0.333333,5.555555,7,1
2,23.11111,21.666666,1
0.5,6,7.222222,1
1,6.333334,7.888889,1
0.555556,5.777778,6.333334,1
2.611111,19.074074,19.222221,1
0.888889,22.11111,21.333334,1
4.777777,16.185184,17,1
1.555556,21.703703,21.222221,1
0.666667,6.740741,8.222222,1
0.722222,5.888889,7.666666,1
0.833333,5.740741,7.333334,1
2.611111,23.074074,22.11111,1
2.777778,14.703704,17.11111,1
2.444445,20,19.555555,1
2.888889,22.148148,21.333334,1
3.944444,21.444445,20.444445,1
2.666667,17.925926,18.88889,1
0.5,6.407407,8.111112,1
0.444444,5.444445,7,1
0.444445,5.962963,7.777778,1
1.555555,21.74074,20.333334,1
0.611111,5.407407,6.888889,1
0.444444,5.518518,6.888889,1
2.944445,25.074074,22.333334,1
0.833333,6.111111,7.555555,1
1.555556,21.703703,21.222221,1
0.944444,21.407408,21.333334,1
2.444445,19.444445,19.555555,1
0.888889,6.037037,7,1
0.944444,21.925926,21,1
0.777778,5.333334,6.555555,1
1.5,4.666666,6.777778,1
0.555556,5.62963,7,1
3.055556,26.407408,24.555555,1
2.166667,27.185184,24.222221,1
0.777778,5.592593,7.111111,1
1.111111,18.333334,19.222221,1
2.444445,22.62963,21.333334,1
0.444445,6.481482,7.555555,1
1.888889,20.88889,21,1
0.777778,6.296296,7.333334,1
1.833333,21.851852,21.222221,1
0.388889,6.037037,7.444445,1
1.388889,17.666666,19,1
1.277777,26.444445,23.333334,1
1.666667,22.481482,20.777779,1
0.5,6.666666,8.333334,1
0.611111,5.111111,6.888889,1
1.666666,18.88889,17.555555,1
1.888889,18.962963,20.222221,1
0.722222,4.814815,6,1
1.166667,6.444445,7.777778,1
1.333333,5.333334,6.888889,1
1,6.333334,7.888889,1
0.666667,6.185185,7.333334,1
1.222222,21.074074,21.666666,1
1.111111,6.407407,8,1
0.833333,5.740741,7.333334,1
1.944445,26.814816,24,1
1.722222,20.074074,20.333334,1
2.888889,26.74074,24.666666,1
1.388889,17.666666,19,1
0.666667,4.740741,6.444445,1
1.333333,20.25926,20.333334,1
0.444444,5.111111,6.666666,1
1,23.037037,21.666666,1
3.611111,18.74074,19.11111,1
3.888889,19.925926,20.555555,1
0.5,4.148148,3.888889,1
0.444445,5.666666,7,1
0.555556,4.925926,6.444445,1
1.222223,21.222221,20.777779,1
2.666667,20.62963,20.88889,1
1.5,23.703703,22.11111,1
1.111112,17.185184,15.666667,1
3.277778,21.925926,20.555555,1
0.888889,5.518518,7.111111,1
2.944444,20.25926,20,1
1.611111,23.851852,23.555555,1
2.777778,21.88889,22.11111,1
1.777778,21.592592,20.444445,1
1,5.518518,4.111111,1
0.777778,5.185185,6.666666,1
2.944444,20.25926,20,1
2.722222,20.481482,20.11111,1
1.944444,22.37037,20.333334,1
0.833333,6.222222,7.555555,1
0.666667,7.296296,8.777778,1
2.944444,28.407408,25.333334,1
0.611111,5.925926,7.666666,1
2.888889,26.74074,24.666666,1
1.388889,22.592592,20,1
1.722222,18.592592,18.555555,1
1.055555,19.333334,18.88889,1
1.611111,17.185184,18.333334,1
2.5,19.074074,18.777779,1
0.555555,6.62963,7.555555,1
0.444445,5.777778,7.444445,1
2.555556,18.962963,18.777779,1
0.444444,5.62963,7.111111,1
2.833333,27.074074,22.777779,1
3.388889,27.37037,23.777779,1
0.666667,5.666666,7.444445,1
0.333333,6.777778,7.777778,1
0.444445,6.481482,7.555555,1
1.166667,6.444445,7.777778,1
0.722222,5.481482,7.111111,1
0.666667,5.259259,6.555555,1
2.944445,20.592592,18.777779,1
2.555556,21.592592,21.333334,1
2.055555,23.851852,22.666666,1
3.555556,23.814816,23.333334,1
3,24.814816,24.333334,1
1.277778,21.296297,21.222221,1
1,6.481482,7.666666,1
0.611111,3.925926,5.555555,1
0.777778,5.851852,7.333334,1
0.5,4.074074,5.333334,1
1.666667,23.88889,23.11111,1
2.444445,24.481482,23.444445,1
1.055556,7.518518,5.555555,1
0.722222,5.296296,6.333334,1
1.388889,23.444445,22.777779,1
0.444444,4.555555,6,1
2.333333,23.666666,23.11111,1
2.666666,21.777779,20.88889,1
2.5,26,24,1
1.5,18.703703,19.222221,1
1.777778,16.703703,18.777779,1
1.666667,24.296297,23.555555,1
4,21.925926,20.555555,1
1.777777,23.444445,21.666666,1
2.111111,27.148148,25.11111,1
2.111111,20.925926,19.666668,1
0.722222,4.592593,4.111111,1
0.666667,22.407408,21.666666,1
0.888889,5.925926,7.888889,1
2.38889,18.74074,17.333334,1
1.611111,24.333334,22,1
0.722222,5.444445,4.111111,1
1.333333,22.74074,21.11111,1
0.333333,5.62963,6.777778,1
0.888889,5.888889,7.111111,1
0.222222,5.37037,7.111111,1
0.777778,6.777778,5.444445,1
0.388889,6.037037,7.444445,1
1.388889,21.148148,21,1
1.333334,17.777779,19.222221,1
1.833333,19.851852,20.333334,1
1.944444,17.25926,19.222221,1
2.388889,17.703703,17.666668,1
1.388889,24.074074,22.666666,1
3.777778,24.851852,24,1
0.944444,5.037037,6.555555,1
2.111111,20,20,1
2.722222,17.333334,18.222221,1
0.944444,21.407408,21.333334,1
1,6.222222,7.555555,1
0.777778,5.962963,7.555555,1
2.444445,20,19.555555,1
2.222222,25.962963,23.333334,1
1.833333,113.37037,102.55556,2
1.333333,106,93,2
1.611112,119.03704,107.22222,2
1.499998,126.333336,117,2
0.555556,129.25926,118.333336,2
1,101.92593,88.111115,2
1.277779,126.14815,115,2
1.055557,90.40741,75.66667,2
0.777779,135.55556,128.66667,2
1.333333,90.07407,74.55556,2
0.944447,98.74074,83.333336,2
1.333332,114.62963,100.888885,2
1.888887,123.48148,112.333336,2
0.611111,125.40741,115.111115,2
1.111113,124.55556,114.44444,2
0.77778,124.111115,113.111115,2
0.722225,108.888885,97.111115,2
2.166668,124.55556,112.77778,2
1.611112,124.25926,113,2
1.333331,115.77778,107.44444,2
0.833332,92.18519,77.22222,2
1.444444,127.55556,117.44444,2
1.611109,110.03704,100.77778,2
1.944444,86.296295,70.66667,2
1.611109,121.62963,110.77778,2
0.888889,126.85185,115.55556,2
1.388888,125.48148,113.666664,2
0.888888,127.62963,117.666664,2
0.77778,90.333336,74.888885,2
1.111115,140.25926,134.33334,2
1.055556,114.03704,100.77778,2
0.555557,112.111115,97.22222,2
0.833333,125,114,2
1.222218,127.07407,116.333336,2
0.944445,90.81481,76,2
1.277777,125.62963,114,2
1.388891,123.55556,112.22222,2
0.388892,109.703705,95.111115,2
1.499999,123.77778,113.333336,2
1.055556,123.666664,114,2
0.666667,97.111115,82.55556,2
1.77778,124.03704,113.111115,2
1.000001,123.22222,111.44444,2
1.499999,112.96296,99.55556,2
0.555556,109.07407,95.111115,2
0.611109,101.22222,87.111115,2
1.388891,135.2963,128.11111,2
1.222221,110.48148,97.888885,2
1.111115,137.14815,130.66667,2
1.000001,99.666664,85.666664,2
1.666668,108.92593,95.666664,2
1,134.37038,126.55556,2
1.166665,126.55556,115.666664,2
0.500001,110.59259,101.55556,2
1.22222,124.703705,114.22222,2
0.555556,125.14815,114.22222,2
0.777779,113.48148,105.888885,2
0.944445,141.81482,137.11111,2
0.722221,137.96297,133,2
1.499999,125.96296,115.55556,2
0.833335,122.96296,110.666664,2
0.833332,123.333336,112.77778,2
1.111111,125.25926,115.666664,2
1.444444,122.07407,109.888885,2
1.111108,112.51852,104,2
1.333333,135.92592,129.88889,2
1.499999,126.18519,116.333336,2
1.500001,121.44444,110.22222,2
0.777776,124.18519,113.888885,2
1,113.666664,101,2
1.166665,123.81481,113.44444,2
0.611109,111.22222,97.666664,2
1,118.666664,106.55556,2
1.166668,127.40741,117,2
1.333332,124.62963,114.44444,2
2.666665,106.85185,93.22222,2
1.611111,125.51852,115.44444,2
1.499999,125.96296,115.55556,2
0.722223,110.703705,96.22222,2
1.888889,121.48148,110.22222,2
0.833333,126,115.888885,2
1.111111,128,117.77778,2
0.777777,92.81481,77.22222,2
1.166668,126.48148,117.55556,2
1.000001,92.703705,76.888885,2
1.055553,128.44444,119.22222,2
1.166665,107.62963,93.888885,2
0.500001,110.59259,96.77778,2
0.666665,126.111115,115.77778,2
2.888891,143.44444,136.88889,2
1.888888,110.296295,97.666664,2
1.333333,89.14815,72.77778,2
0.722224,107.37037,94.22222,2
2.055553,124.40741,113.22222,2
1.111109,113.14815,104.333336,2
1.222221,97.92593,83,2
0.666668,113.74074,100.111115,2
2.888891,143.44444,136.88889,2
1.055559,125.55556,115.333336,2
1.666669,117,104.22222,2
2.333333,122.59259,112,2
1.166667,132.25926,122.77778,2
1.777779,127.44444,115.55556,2
1.333333,129.85185,120.666664,2
11.111111,116.703705,105.888885,2
0.777779,107.74074,93.888885,2
1,135.2963,128.55556,2
0.777779,108.96296,95.888885,2
0.999996,126.03704,114.333336,2
1.166665,109.111115,96.44444,2
1.111109,135.74074,129,2
1.722224,111.07407,102.888885,2
1.333333,122.03704,110.55556,2
0.888888,122.18519,111.44444,2
1.888891,137.03703,131.44444,2
1.555557,121.51852,111.111115,2
1.055556,111.92593,98.22222,2
0.944445,107.44444,94.666664,2
1.666672,137.77777,131.55556,2
1.166667,126.77778,115.77778,2
1.111112,111.51852,96.111115,2
1.055555,112.296295,103.888885,2
0.5,113.77778,102.333336,2
1.666664,141.59259,134.88889,2
0.944443,108.74074,95.22222,2
1.444444,122.25926,110.44444,2
0.888888,110.37037,97.666664,2
1.166668,124.111115,113.888885,2
1.166669,137.07408,130.44444,2
0.833333,134.77777,128.22223,2
0.277779,135.22223,128.44444,2
0.777779,121.18519,109.22222,2
1.055553,95.92593,80.111115,2
1.277776,135.92592,128.55556,2
0.833333,112.111115,99,2
1.055552,90.62963,74.55556,2
0.611109,134.92592,126.44444,2
1.222223,113.81481,100.111115,2
1.000001,113.18519,106.888885,2
0.999997,134.77777,127.44444,2
1.055553,128.44444,119.22222,2
0.888888,125.18519,113.77778,2
0.888888,93.55556,79.22222,2
0.944443,127.51852,116.55556,2
1.222221,127.40741,117.44444,2
1.055556,126.14815,116.55556,2
0.888888,95.111115,80.66667,2
1.111112,125.40741,116.333336,2
0.833335,126.48148,117.333336,2
0.722223,110.703705,96.22222,2
1,127.296295,116.22222,2
1.000001,102.48148,89.44444,2
0.777779,103.25926,88.77778,2
0.777779,93.40741,79,2
0.611111,123.18519,111.77778,2
0.500001,101.85185,89.111115,2
1.111112,104.111115,88.22222,2
1.166667,93.44444,79.22222,2
1.833335,100.51852,87.22222,2
0.777777,114.96296,101.888885,2
1.777779,126.22222,115.111115,2
1.444443,140.2963,133.88889,2
1.166665,124.44444,111.888885,2
1.777779,126.03704,116,2
0.944444,116.77778,109.111115,2
0.777777,109.77778,99.55556,2
0.555557,112.111115,97.22222,2
0.722221,111.333336,97.77778,2
1,99,85,2
2,125.666664,115.333336,2
0.888889,122.888885,112.333336,2
0.888888,136.88889,131,2
0.611109,134.92592,126.44444,2
0.666667,110.03704,95.333336,2
0.722224,105.92593,91.888885,2
0.777779,135.40741,127.888885,2
0.444444,112.22222,98.333336,2
1.444445,96.333336,82.44444,2
0.888887,110.18519,100.666664,2
1.444447,103.07407,90,2
0.666664,136.40741,130.77779,2
1.277776,95.296295,80.888885,2
1.166669,137.88889,131.44444,2
0.888888,88.55556,72,2
1.222221,132.22223,123,2
1.111111,127.51852,116.55556,2
1.055556,108.85185,99.44444,2
1.000001,122,110.111115,2
1.333331,108.77778,96.333336,2
0.888891,123,112.55556,2
0.777779,113.48148,105.888885,2
1.888888,130.14815,119.666664,2
1.055553,89.44444,73.55556,2
1.444441,122.51852,111,2
0.833332,112.03704,99.22222,2
1.666668,108.92593,95.666664,2
1.055553,125.888885,114.666664,2
0.888889,105.77778,95.111115,2
1.611109,100.44444,86.22222,2
0.888891,112.92593,105.666664,2
1.333331,108.77778,96.333336,2
1.499998,129.92592,121,2
1.111113,93.44444,79.111115,2
1.222223,113.25926,100.77778,2
0.888888,124.85185,113.333336,2
2.611109,136.2963,129.77779,2
1.888885,137.03703,131.44444,2
1.166667,135.96297,129.88889,2
0.999999,107.888885,94.77778,2
0.777779,93.40741,79,2
1.33333,116.77778,103.888885,2
0.611109,109.888885,96.77778,2
2.222221,105.666664,96.666664,2
0.777777,111.62963,101,2
0.722221,97.333336,82.77778,2
1.666667,92.333336,77.333336,2
0.944445,138.62962,133.33334,2
2.611109,136.2963,129.77779,2
2.055557,122.666664,111.55556,2
1.166669,105.77778,92.888885,2
0.833333,125.111115,114,2
1.555557,123.85185,114.111115,2
0.77778,98.59259,84,2
0.611113,112.74074,99,2
1.222225,106.51852,90.888885,2
0.833333,126,115.888885,2
1.444447,126.666664,115.44444,2
0.888887,101.03704,88.77778,2
0.777777,111.62963,101,2
1.000001,126.37037,116,2
0.888888,124.55556,113.22222,2
0.388892,109.703705,95.111115,2
1.444443,113.85185,102.666664,2
1.333333,125.77778,115.55556,2
1.055556,121.703705,109.22222,2
1.111112,123.03704,111.888885,2
1.111111,128,117.77778,2
1.444445,137.51852,132.55556,2
0.888889,122.333336,111.333336,2
1.111112,107.51852,93.888885,2
1.388891,128.48148,119,2
1.500001,123,111.666664,2
2.166667,141.55556,135.11111,2
0.555557,131.77777,122.111115,2
1.000001,93.14815,77.333336,2
1.833335,114.22222,106.888885,2
1.833333,113.37037,102.55556,2
1,134.33333,127.55556,2
2.111111,113.48148,100.44444,2
1.055552,90.62963,74.55556,2
1.499999,107.111115,93.22222,2
0.888887,105.48148,91.22222,2
1.222223,126.81481,117.111115,2
0.444443,112.07407,98.55556,2
2.166668,124.55556,112.77778,2
0.666667,109.96296,97.55556,2
0.333332,108.92593,96.22222,2
0.833335,110,97.888885,2
0.777774,140.77777,134.33334,2
0.500001,110.59259,96.77778,2
1.388891,128.48148,119,2
1.444445,132.77777,123.22222,2
0.944445,138.62962,133.33334,2
1.777779,111.59259,96.44444,2
1.333333,113,99.44444,2
1.388891,135.77777,129.44444,2
0.888888,114.25926,101,2
1.277781,134.85185,127.55556,2
0.555553,114.14815,102.44444,2
1.444443,122.55556,111,2
1.055559,126.07407,115.888885,2
1.000001,92.92593,76.44444,2
0.722221,104.888885,92.55556,2
1.333332,126.81481,115,2
1.222223,113.25926,100.77778,2
0.500001,101.85185,89.111115,2
1.277776,103.62963,89.111115,2
1.222221,130.14815,120.77778,2
0.666668,120.22222,108.44444,2
1.055555,133.66667,125.77778,2
0.944448,140.40741,134.66667,2
2.055556,125.59259,113.44444,2
1.055559,109.07407,96.333336,2
1.499999,113.40741,103.888885,2
0.666667,130.2963,120.77778,2
1.666667,102.51852,87.55556,2
1.27778,113.111115,105.666664,2
0.722223,123.44444,112.333336,2
0.833333,125,114,2
0.888888,127.62963,117.666664,2
0.611112,111.703705,98.44444,2
0.555555,122.37037,112.22222,2
1.111112,109.25926,93.888885,2
0.5,138.07408,132.55556,2
1.722223,108.85185,96.77778,2
1.166665,123,111,2
0.888889,107.14815,94.111115,2
0.111111,0.555556,0,3
2.666667,15.518518,9,3
0.666667,1.37037,0,3
7,12.666667,8.777778,3
0.666667,1.111111,0.111111,3
0.333333,0.777778,0,3
44.722225,67.44444,58.77778,3
2.777778,19.444445,16.88889,3
2.222222,3.148148,0.777778,3
0.166667,1.148148,0,3
1.111111,1.962963,0.333333,3
0.666667,22.555555,13,3
1.833333,3,1.444444,3
1.333333,4.851852,2,3
0.555556,1.148148,0.111111,3
2.277778,7.444445,3.222222,3
0.222222,0.962963,0,3
2.833333,4.296296,1.444444,3
1.722222,4.851852,1.777778,3
2.722222,26.037037,18.444445,3
22.111109,18.62963,14.888889,3
1.833333,7.074074,2.888889,3
2.111111,3,0.888889,3
0.222222,1.074074,0,3
1.388889,2.814815,1,3
2.555556,4.592593,1.444444,3
0.5,1.666667,0.111111,3
0.555555,1.444444,0,3
3.666666,4.148148,1.666667,3
1.111111,2.148148,0.111111,3
16.666666,23.62963,17.333334,3
0.277778,1.740741,0.777778,3
8.833333,29.814816,18.333334,3
26.611113,55,47.444443,3
0.666667,3.703704,1.555556,3
0.277778,0.666667,0,3
2.055556,14.962963,9.555555,3
20.222223,31,24.666666,3
0.722222,1.555556,0.111111,3
18.277777,47.185184,38.555557,3
6.222223,8.481482,4.333334,3
1.111111,1.777778,0.222222,3
0.833333,1.777778,0.111111,3
10.944443,39.88889,32.333336,3
14.166667,32.77778,24.333334,3
1,7.62963,3.111111,3
1.111111,2.518518,0.222222,3
1.333333,4.37037,2.111111,3
3.388889,8.666667,5.111111,3
2.666667,3.925926,1.555556,3
8.777779,13.407408,8.777778,3
16.666666,23.62963,17.333334,3
0.388889,1.407407,0,3
2.111111,18.074074,16,3
1.777778,4.666666,1.222222,3
2.111111,18.074074,16,3
5.777778,8.148149,4.666667,3
8.333333,23.296297,19.777779,3
0.444444,0.888889,0,3
0.833333,2.407408,0.444444,3
0.666667,1.518519,0.333333,3
1.111111,6.481482,2.333334,3
44.722225,67.44444,58.77778,3
34.61111,68.77778,60.333332,3
1.166667,4.037037,1,3
0.722222,2.259259,0.111111,3
1.444444,19.074074,10.555555,3
1.055556,1.222222,0.111111,3
2.111111,12.185185,6.666666,3
1.222222,2.814815,0.555556,3
0.777778,2.296296,0.111111,3
7.944445,18.592592,13.666667,3
4.833334,6.62963,3.333333,3
1.722222,1.962963,0.666667,3
9.444445,34.703705,20.555555,3
1.166667,1.851852,0.111111,3
6.777779,9,4.777778,3
1.111111,2.148148,0.111111,3
0.5,1.185185,0,3
0.277778,0.777778,0,3
5.833334,10.481482,5.777778,3
9.833333,9.518518,7.333334,3
27.277779,49.814816,41.77778,3
0.777778,3.481482,1,3
0.055556,0.037037,0,3
0,0,0,3
5.722223,12.481482,7.666666,3
29.888887,44.037037,37.444443,3
0.111111,1.148148,0,3
0.666667,3.666667,1.111111,3
0.666667,1.407407,0.111111,3
2.333333,6.259259,2.222222,3
1.333333,2.037037,0.555556,3
1.611111,8.703704,3.666667,3
21.888885,31.851852,25.555555,3
0.833333,3.259259,0.555556,3
25.277779,44.296295,38.444443,3
0.111111,0.037037,0,3
0.944444,1.148148,0.111111,3
1.055556,18.555555,11.111111,3
3.833333,10.037037,6.555555,3
1.055556,17.592592,9,3
2.388889,14.666667,7.555555,3
0.333333,0.666667,0,3
0.5,1.444444,0,3
0.722222,3.518518,1.111111,3
0,0.333333,0,3
3.277778,6.259259,2.444444,3
0.333333,0.740741,0,3
0,0,0,3
0.5,1.666667,0.111111,3
0.833333,3.259259,0.555556,3
2.333333,5.814815,2.333334,3
26.611113,55,47.444443,3
0,0,0,3
0.777778,2.740741,0.555556,3
0.277778,0.666667,0,3
0.333333,1,0,3
1.388889,2.259259,0.555556,3
0.611111,1.074074,0.111111,3
1,0.740741,0.222222,3
0.611111,1.333333,0.222222,3
7.833334,13.518518,8.444445,3
1.5,3.407408,1.111111,3
0.611111,16.851852,11.222222,3
2.666667,3.925926,1.555556,3
0.833333,1.333333,0.111111,3
1.222222,1.518519,0.444444,3
6.444445,10.185185,5.777778,3
0.333333,0.444444,0,3
0.833333,1.592593,0,3
0.555555,0.740741,0.111111,3
0.722222,2.740741,0.333333,3
0.111111,0.148148,0,3
2.444444,6.074074,2.777778,3
0.777778,2.62963,0.555556,3
1.277778,0.851852,0.333333,3
0.5,0.444444,0,3
1.555556,3.555556,0.888889,3
0.388889,0.777778,0,3
1.944444,18.037037,9.666667,3
0.111111,0.518518,0,3
2.944445,3.851852,1.888889,3
1.111111,3.814815,1.111111,3
1.333333,16.148148,8,3
10.222221,38.037037,29.777779,3
10.722222,46.666668,32.11111,3
0.222222,0.740741,0,3
0.055556,0.037037,0,3
0.5,1.148148,0,3
1.5,6.185185,2.222222,3
0.111111,0.259259,0,3
27.277779,49.814816,41.77778,3
1.111111,2.62963,0.444444,3
0.222222,0.222222,0,3
6.166666,27.88889,17.11111,3
0.944445,2.777778,0.444444,3
1,3.814815,1.333333,3
1.888889,2.925926,1.222222,3
0.055556,0.037037,0,3
0.388889,0.703704,0,3
43.333332,79.666664,70.77778,3
2.333333,5.222222,2.111111,3
0.833333,2.222222,0.333333,3
1.055556,1.925926,0.222222,3
2.555556,10.185185,4.888889,3
2.777778,6.740741,3.444444,3
2.5,7.777778,3.555556,3
3.055555,4.148148,1.111111,3
1.5,5,2,3
0.333333,0.925926,0,3
0.333333,0.666667,0,3
1.111111,2.259259,0.666667,3
0.555555,2.111111,0.111111,3
0.277778,0.222222,0,3
2,5.666666,2.555556,3
1.666667,2.444444,0.888889,3
20.444445,23.814816,19.222221,3
0.5,1.37037,0,3
0,0,0,3
0.944444,2.777778,0.555556,3
0,0,0,3
0.333333,0.962963,0,3
0.444444,1.592593,0,3
0.833333,6.296296,2.666667,3
1.444444,1.148148,0.222222,3
3.333333,5,2.555556,3
3.166667,5.296296,2.444444,3
0.111111,0.518518,0,3
1.611111,5,1.222222,3
0.277778,0.962963,0,3
9.222222,21.333334,14,3
5.722223,12.481482,7.666666,3
1,1.481481,0.222222,3
1,2.037037,0.111111,3
0.111111,1.074074,0,3
0.388889,0.259259,0,3
13.222221,17.11111,12.222222,3
0.222222,0.62963,0,3
0.277778,0.407407,0,3
1.055556,3.518518,0.888889,3
1.777778,8.333333,3.777778,3
1.166667,1.851852,0.555556,3
0.5,1.814815,0.111111,3
1.111111,1.777778,0.444444,3
1.611111,4.62963,1,3
2.222222,3.666667,1,3
1.388889,3,0.555556,3
4.333333,11.074074,6.888889,3
3,5.185185,2.222222,3
0.888889,3.851852,1.666667,3
0.666667,2.814815,0.555556,3
2.833333,4.296296,1.444444,3
0.666667,1.222222,0.111111,3
1,2.037037,0.111111,3
0.944444,1.296296,0,3
0.833333,2.888889,0.666667,3
0.444444,0.555556,0,3
2.722222,3.962963,1.444444,3
1.166667,16.185184,10.222222,3
1.555556,3.296296,0.666667,3
0.777778,2.296296,0.111111,3
1.277778,16.37037,10.888889,3
2.055556,4.296296,1.333333,3
0.722222,5.185185,2,3
0.5,1.148148,0,3
0.666667,2.814815,0.555556,3
7.5,13.444445,9.888889,3
0,0,0,3
0.611111,2.518518,0.111111,3
2.777778,3.777778,1,3
1.5,3.407408,1.111111,3
0.833333,1.962963,0.222222,3
0.555555,1.888889,0.222222,3
12.888889,14.37037,9,3
1.111111,2.518518,0.222222,3
0.5,1.518519,0,3
0.277778,0.555556,0.111111,3
1.388889,2.703704,0.555556,3
1.111111,3.407408,0.888889,3
9.222222,21.333334,14,3
2.166667,12.666667,7.888889,3
1.833333,3,1.444444,3
0.388889,0.740741,0,3
0.944445,17.222221,8.888889,3
3.055555,4.148148,1.111111,3
0.944444,11.185185,5.222222,3
0.722222,1.518519,0.111111,3
1.055556,2.185185,0.333333,3
3.722222,3.740741,1.444444,3
1.777778,4.555555,1.555556,3
2.055555,8,4.111111,3
0.5,1.407407,0,3
0.388889,1.296296,0,3
4.666666,5.518518,2.333334,3
0.388889,0.962963,0,3
2.444444,16.481482,10.111111,3
0.833333,1.777778,0.444444,3
6.5,7.592593,4.111111,3
3.055556,9.925926,6,3
0.722222,16.407408,12.444445,3
3.333333,14.777778,8.444445,3
4.111111,19.88889,17.88889,3
22.111109,42.555557,34.88889,3
