@relation segment

@attribute Region-centroid-col numeric
@attribute Region-centroid-row numeric
@attribute Rawred-mean numeric
@attribute Exblue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
92,68,115.666664,45.666668,2
105,62,117.55556,41.555557,2
217,23,111.888885,51.666668,2
64,49,97.111115,60,2
86,33,96.77778,62,2
128,15,118.333336,44.22222,2
58,25,97.77778,57.333332,2
160,30,97.666664,53.333332,2
53,28,96.44444,57.22222,2
228,20,114,46.666668,2
107,21,115.77778,45.333332,2
166,65,82.77778,71.333336,2
199,25,89.111115,69.77778,2
220,36,100.77778,55.22222,2
252,27,130.33334,27.777779,2
95,71,96.666664,50.333332,2
141,31,117.111115,43.22222,2
26,90,105.666664,45.666668,2
7,18,133.33334,26.777779,2
217,45,111.111115,47.444443,2
236,42,128.11111,33.444443,2
233,64,77.22222,77.55556,2
68,80,102.888885,48.77778,2
102,30,115.111115,46.77778,2
89,43,94.111115,63.22222,2
74,88,101.55556,50.88889,2
220,39,99.44444,54.333332,2
116,54,96.77778,51.77778,2
94,13,134.88889,24.88889,2
66,109,89.44444,59.22222,2
8,21,113.44444,50.555557,2
226,83,74.55556,78.77778,2
181,27,132.55556,25.444445,2
44,79,93.888885,56.444443,2
120,74,89.111115,64.111115,2
8,39,102.55556,55.88889,2
143,34,113.666664,49.555557,2
245,23,111,50.333332,2
6,54,109.111115,47,2
207,58,110.111115,50.333332,2
60,52,101,52.77778,2
84,40,117.44444,44.444443,2
80,40,96.22222,54.88889,2
175,14,100.111115,54.88889,2
174,50,94.666664,55,2
57,89,93.111115,58.11111,2
173,113,124.666664,37.666668,2
44,20,102.666664,55.444443,2
79,48,94.77778,63.666668,2
181,27,132.55556,25.444445,2
116,35,113.77778,48.444443,2
79,58,96.333336,52.11111,2
172,31,130.77779,27.11111,2
254,57,129.44444,32.666668,2
216,17,115,47.22222,2
112,35,117.44444,45,2
78,72,115.333336,45,2
95,47,93.22222,65,2
145,33,113.22222,49,2
125,46,112.77778,49.333332,2
112,30,100.77778,50.555557,2
122,11,136.88889,22.333334,2
140,34,91.22222,65.55556,2
188,35,114.44444,46.666668,2
142,33,96.77778,54.22222,2
235,22,132.11111,30.777779,2
126,20,115.666664,47.333332,2
37,61,95.111115,57.77778,2
250,37,80.111115,75.55556,2
115,39,116.333336,46.11111,2
21,90,105.888885,45.22222,2
233,81,75.66667,78.111115,2
69,17,120.77778,40.77778,2
31,42,117,44.22222,2
108,75,105.888885,48.88889,2
166,55,113.888885,45.666668,2
143,24,117.666664,42.11111,2
199,66,111,51.666668,2
178,43,115.666664,44.88889,2
167,57,84,68.888885,2
245,93,70.66667,77.44444,2
165,99,79,73.77778,2
193,66,80.66667,71,2
142,33,96.77778,54.22222,2
52,66,106.888885,43.666668,2
192,51,95.22222,54.77778,2
127,57,113,48.22222,2
164,49,116.333336,46.77778,2
139,16,134.66667,28.444445,2
230,12,107.22222,48.88889,2
88,91,92.55556,55.666668,2
134,29,98.55556,55.444443,2
212,48,112.22222,47.22222,2
65,70,104,45.77778,2
97,63,96.22222,51.555557,2
123,68,94.22222,56.88889,2
197,58,110.44444,49.555557,2
121,62,116.333336,40.11111,2
67,32,115.111115,48,2
252,36,128.55556,32.444443,2
189,107,125.77778,34.666668,2
124,29,119.22222,43.333332,2
189,39,113.888885,48.444443,2
80,40,96.22222,54.88889,2
108,59,116.55556,42.88889,2
243,48,127.55556,33.77778,2
156,32,129.77779,30.11111,2
120,74,89.111115,64.111115,2
25,18,102.44444,54.555557,2
228,20,114,46.666668,2
107,21,115.77778,45.333332,2
81,67,112.333336,46.666668,2
181,115,123.22222,37.666668,2
37,25,114.333336,48.555557,2
96,13,122.111115,39,2
121,55,90,63.11111,2
16,51,110.666664,53.444443,2
193,35,131.22223,29.222221,2
240,58,76.888885,77.55556,2
240,16,87.55556,67.44444,2
60,52,101,52.77778,2
155,20,98.44444,53.555557,2
9,94,106.888885,43.11111,2
206,57,111.333336,50,2
150,94,80.888885,71.77778,2
67,71,115.55556,44.77778,2
79,62,100.666664,50.77778,2
122,11,136.88889,22.333334,2
171,15,100.111115,54.77778,2
7,18,133.33334,26.777779,2
221,35,83.333336,71.44444,2
103,64,96.333336,52.333332,2
19,28,96.111115,59.11111,2
104,68,95.111115,57.333332,2
131,15,119.666664,45.555557,2
14,28,97.888885,61.88889,2
191,47,129,31.777779,2
238,25,103.666664,52.555557,2
253,75,72,82,2
177,85,79.22222,73.333336,2
192,40,114.44444,47.77778,2
98,41,130.66667,30.222221,2
210,47,82.55556,73,2
138,49,113.111115,49.22222,2
67,71,115.55556,44.77778,2
163,43,117.333336,42.22222,2
140,25,117.77778,43,2
240,26,131,29,2
235,35,83,72.22222,2
184,15,134.33334,28,2
209,66,79.111115,71.666664,2
162,14,99,53.77778,2
72,31,129.88889,28.88889,2
232,31,101.888885,52.77778,2
63,33,97.77778,62,2
190,45,95.888885,53.77778,2
152,18,97.22222,55,2
170,36,89.55556,66.55556,2
40,57,112.22222,46.333332,2
165,99,79,73.77778,2
201,92,74.888885,75.333336,2
241,76,74.55556,79.44444,2
209,11,135.11111,25.666666,2
204,25,88,69.55556,2
51,15,123,39.333332,2
231,49,108.111115,55.88889,2
206,26,131.44444,29.222221,2
103,39,116.55556,46.11111,2
178,16,99.55556,54.11111,2
25,41,103.888885,53.444443,2
49,40,114,49.333332,2
186,28,111,48.444443,2
63,13,137.11111,21.222221,2
183,78,128.66667,34.333332,2
29,52,115.55556,43.333332,2
134,54,112.666664,50.88889,2
230,41,110.22222,52.22222,2
67,32,115.111115,48,2
84,86,92.888885,55,2
226,83,74.55556,78.77778,2
38,71,111.44444,48.444443,2
53,53,104.333336,51.22222,2
121,82,92.888885,58.11111,2
83,28,99.44444,54.444443,2
77,36,98.22222,55.22222,2
213,14,104.22222,51.333332,2
174,77,128.55556,34.22222,2
234,27,111.55556,48,2
51,56,116.22222,45.666668,2
188,42,95.666664,51.88889,2
11,50,93.888885,63.22222,2
146,62,85.666664,65.333336,2
112,30,100.77778,50.555557,2
222,54,127.55556,33.666668,2
59,96,103.44444,49.555557,2
140,19,97.666664,59.77778,2
168,13,119.666664,45.11111,2
35,67,92.111115,58.444443,2
92,44,113.44444,42.88889,2
174,50,94.666664,55,2
118,38,113.333336,50.444443,2
56,32,99.22222,61.555557,2
1,45,110.55556,51.444443,2
117,44,93,62.333332,2
143,20,116.77778,46,2
204,12,115.55556,47,2
167,45,87.111115,68.333336,2
172,60,114,44,2
44,79,93.888885,56.444443,2
119,85,88.77778,64.55556,2
140,16,99.111115,57.88889,2
221,50,109.888885,53.11111,2
92,104,87.22222,58.11111,2
194,72,79.22222,71,2
105,65,111.666664,51,2
224,63,108.44444,52,2
83,54,97.55556,52.444443,2
73,31,115.55556,48.77778,2
248,53,128.22223,33,2
252,71,72.77778,79.22222,2
93,29,119,42.88889,2
112,18,102.333336,49,2
9,72,114.111115,47,2
124,29,119.22222,43.333332,2
18,87,1.222222,8.222222,3
207,97,0.555556,9.777778,3
59,87,12.222222,19,3
23,129,0,3.111111,3
57,119,12.222222,39.22222,3
29,85,2.111111,8.111111,3
118,125,0,5.888889,3
71,95,4.777778,17.777779,3
9,80,17.333334,24.11111,3
228,91,0.444444,10.777778,3
67,136,9,29.444445,3
205,83,19.777779,15.777778,3
37,103,1.888889,7.111111,3
17,110,1.444444,7.444445,3
100,111,2.222222,12.666667,3
78,99,1.111111,14.555555,3
124,113,0,5.444445,3
37,120,0.222222,7.555555,3
217,115,0.222222,8.333333,3
45,108,41.77778,33.88889,3
47,127,9,37.555557,3
103,130,0,4.666666,3
217,73,1.777778,14.444445,3
96,133,0,2.888889,3
214,79,2,13.111111,3
68,115,18.444445,38.88889,3
94,144,0,6.888889,3
113,96,1.111111,14.222222,3
139,121,0.777778,12.222222,3
101,137,0.222222,4.555555,3
241,90,4.777778,20,3
92,121,9.555555,25.444445,3
75,113,17.11111,49,3
35,107,7.333334,8.111111,3
75,122,0,8.555555,3
81,126,0.555556,10.777778,3
78,99,1.111111,14.555555,3
95,127,0,3.777778,3
48,85,1.333333,13.777778,3
38,116,0.555556,8.555555,3
201,120,1.444444,11.777778,3
69,136,16.88889,19,3
27,112,0,0.888889,3
48,79,1.777778,15.444445,3
221,107,0.333333,9.333333,3
58,125,11.111111,36.333332,3
31,68,38.555557,38.77778,3
254,73,20.555555,67.888885,3
23,92,8.777778,18,3
27,106,0.333333,8.111111,3
241,137,2.555556,12,3
14,95,0.666667,4.888889,3
74,129,0,3.111111,3
97,123,0,6.888889,3
119,115,3.555556,16,3
35,135,0,1.333333,3
3,106,0,3.333333,3
110,92,3.222222,15.666667,3
41,75,47.444443,31.333334,3
204,116,0.333333,8.777778,3
4,96,0.888889,12.666667,3
50,109,2.555556,12,3
52,102,0.666667,10.333333,3
196,93,2,13,3
126,80,60.333332,32.333332,3
49,95,2.222222,12.777778,3
45,89,0.111111,12.444445,3
46,88,0.666667,13.111111,3
81,122,3.333333,14.111111,3
245,73,32.11111,70.333336,3
58,109,1.444444,12.444445,3
18,90,0.555556,12.222222,3
20,70,13.666667,15.888889,3
33,98,0.555556,4.555555,3
31,96,1,12.666667,3
68,122,14.222222,32.88889,3
239,123,0,8.111111,3
121,120,1.111111,9.111111,3
224,73,2.333334,14.555555,3
101,121,1.111111,7.777778,3
123,136,0.111111,5.666666,3
227,69,6.888889,14.777778,3
18,83,9,24.88889,3
2,88,3.555556,16.666666,3
123,143,0,2.444444,3
49,116,0.888889,9,3
96,115,8.444445,24.333334,3
86,140,6,15.555555,3
87,135,0,5.444445,3
76,138,9.888889,24.777779,3
40,95,1,13.777778,3
132,124,0,6.444445,3
58,109,1.444444,12.444445,3
68,103,0.111111,10.555555,3
61,119,0.111111,6,3
68,107,0.222222,8.333333,3
37,104,14.888889,14.444445,3
19,133,0,0,3
235,88,0.444444,11,3
206,80,6.555555,15.222222,3
117,110,9.222222,35.333332,3
37,76,3.777778,15.222222,3
68,109,0.333333,8.444445,3
106,136,0.111111,3.555556,3
59,120,10.555555,42.11111,3
237,137,0,4,3
104,139,0,3.333333,3
86,136,6.666666,26.11111,3
68,127,10.888889,30.222221,3
225,91,1.111111,13,3
68,103,0.111111,10.555555,3
94,144,0,6.888889,3
228,123,0,3.888889,3
45,126,4.888889,21.11111,3
140,124,0.222222,10.777778,3
41,77,1.222222,15.666667,3
21,122,0,2,3
75,131,0,3.111111,3
6,81,7.666666,19.222221,3
26,137,0,1.555556,3
127,81,34.88889,27.666666,3
54,91,0.555556,14.222222,3
39,77,3.222222,16.222221,3
74,129,0,3.111111,3
31,88,1.555556,14.555555,3
23,113,0.111111,6.111111,3
7,134,0,0.222222,3
55,80,2.888889,16.11111,3
98,126,0.555556,7.333334,3
203,93,3.222222,15.333333,3
93,127,1.333333,8.888889,3
122,123,0,6.444445,3
59,99,0.111111,10.555555,3
18,90,0.555556,12.222222,3
67,136,9,29.444445,3
2,114,0.777778,6.444445,3
233,97,0.111111,10.333333,3
113,128,0,4.444445,3
98,133,0,5.444445,3
21,64,24.666666,21,3
131,125,0,7.555555,3
18,87,1.222222,8.222222,3
133,102,37.444443,25.88889,3
33,142,0,0.222222,3
39,124,4.111111,15.888889,3
220,120,0,6,3
59,120,10.555555,42.11111,3
14,120,0,6.888889,3
232,126,0.444444,6.111111,3
138,137,3.111111,18.777779,3
80,87,58.77778,34.666668,3
33,132,0.666667,6.777778,3
128,116,0.222222,9.111111,3
117,137,0,4.333334,3
26,82,1.777778,13.888889,3
90,116,11.777778,32.444443,3
129,91,38.444443,25.11111,3
150,144,0.111111,12.111111,3
82,120,3.333333,17.444445,3
98,107,4.888889,17.555555,3
5,118,0,4.888889,3
76,106,1,12.666667,3
108,146,0,0,3
19,145,0.666667,4.444445,3
130,102,10.111111,17.555555,3
51,115,0.555556,8.888889,3
47,119,2.111111,7.222222,3
103,125,0.444444,6.333334,3
54,91,0.555556,14.222222,3
41,75,47.444443,31.333334,3
96,130,0.444444,7.777778,3
33,100,0.111111,4.666666,3
60,132,0,2.222222,3
49,139,0,2.666667,3
81,145,9.888889,20,3
32,95,0.777778,12.888889,3
58,128,10.111111,28.222221,3
114,102,1,13.222222,3
140,125,1.555556,11.555555,3
10,112,0,2.333333,3
54,126,0,6.777778,3
242,81,33.11111,40.88889,3
55,93,0.555556,12.666667,3
127,143,0.888889,15.777778,3
14,71,25.555555,25.11111,3
20,117,0,0,3
6,81,7.666666,19.222221,3
112,102,0.555556,12.888889,3
94,127,0.555556,8.444445,3
64,114,18.333334,52.22222,3
78,100,1.444444,14.555555,3
231,124,1.444444,8.666667,3
231,124,1.444444,8.666667,3
19,90,0.888889,13.444445,3
14,136,0,0,3
115,138,0,4.666666,3
230,124,0,4,3
100,115,0.333333,10.444445,3
220,124,0,4.666666,3
197,105,1.666667,12.555555,3
98,144,0,6,3
140,124,0.222222,10.777778,3
58,124,0.111111,4.888889,3
113,132,0,6.444445,3
240,79,24.333334,39,3
234,110,0.111111,9.222222,3
234,122,0.555556,8.888889,3
72,111,0,6.777778,3
48,83,2.222222,16.88889,3
33,117,0,6.111111,3
54,140,3.777778,17,3
224,95,0.888889,11.111111,3
126,141,0.444444,13.222222,3
118,133,0,4.444445,3
33,142,1.666667,10.111111,3
33,94,3.222222,5.666666,3
221,111,0,8,3
25,138,2,12.444445,3
90,122,10.222222,27.444445,3
49,112,1.111111,10.222222,3
96,138,0.111111,4.888889,3
99,132,0.111111,3.777778,3
6,120,0.222222,5.555555,3
17,98,0.333333,4.111111,3
36,145,0.333333,1.777778,3
240,75,29.777779,37.88889,3
118,109,7,27.11111,3
6,118,0,0.222222,3
59,99,0.111111,10.555555,3
103,125,0.444444,6.333334,3
11,118,0,3.888889,3
85,124,7.555555,28.333334,3
20,137,0,1.333333,3
83,126,5.222222,26.444445,3
132,91,35.88889,29.555555,3
9,76,0.888889,6.666666,3
28,114,0.111111,8.444445,3
9,131,0,0,3
124,101,5.777778,16.11111,3
9,80,17.333334,24.11111,3
14,90,2.555556,7,3
96,119,0,8.333333,3
127,143,0.888889,15.777778,3
21,122,0,2,3
59,141,7.888889,17.666666,3
115,111,9.666667,36.22222,3
7,90,2.555556,3.333333,3
73,117,0.222222,6.666666,3
196,100,4.666667,15.555555,3
18,70,16.222223,16.88889,3
235,120,0,7.666666,3
99,130,0.111111,5.888889,3
226,72,1.555556,14.777778,3
35,76,8.444445,17.777779,3
18,123,0.111111,4.777778,3
237,106,0.444444,11.111111,3
22,133,0,0,3
63,122,0,2,3
26,120,0.111111,6,3
1,81,14,27.666666,3
137,105,35.77778,29.444445,3
52,102,0.666667,10.333333,3
95,141,0.111111,6.333334,3
3,78,70.77778,35.333332,3
226,84,1.555556,13.333333,3
27,134,3.666667,21.555555,3
58,95,1.222222,13.666667,3
195,99,3.444444,14.444445,3
44,123,0.222222,6.555555,3
69,139,16,13.444445,3
30,91,2.444444,17.555555,3
106,107,13,40.333332,3
3,91,1.888889,15.111111,3
56,107,4.555555,15.111111,3
101,121,1.111111,7.777778,3
95,95,2.333334,18.222221,3
36,145,0.333333,1.777778,3
1,81,14,27.666666,3
18,66,32.333336,29,3
23,129,0,3.111111,3
85,121,8.888889,36,3
113,130,0,5,3
42,138,0.111111,1.111111,3
45,89,0.111111,12.444445,3
18,142,0.111111,2.333333,3
120,89,5.777778,19.88889,3
17,108,0.555556,4.444445,3
127,120,0.111111,7.777778,3
118,85,3.555556,20.11111,3
230,124,0,4,3
230,98,0,8.111111,3
17,85,0.444444,5,3
80,87,58.77778,34.666668,3
74,122,8,36.555557,3
226,110,0.111111,8.333333,3
93,147,6.444445,6.555555,3
71,125,12.444445,21.777779,3
108,128,46.333332,41.555557,4
24,15,61,52.11111,4
236,77,30.222221,14.666667,4
153,116,25,26.666666,4
187,120,56.88889,27.88889,4
219,80,36.333336,25.555555,4
197,123,41.11111,26.88889,4
208,65,52.666668,23.222221,4
58,109,36.11111,35.555557,4
142,99,51.88889,12.333333,4
229,102,37,35,4
37,78,41.11111,24.222221,4
57,42,32.77778,31,4
83,81,51.88889,45,4
189,68,38.333336,11.222222,4
41,103,56,36.555557,4
87,146,36.88889,38.22222,4
52,82,41.555557,24.666666,4
129,157,18.222221,26.555555,4
58,122,29.222221,30.444445,4
68,157,16.88889,25.666666,4
19,102,50.666668,45.22222,4
58,146,18.11111,26.444445,4
