@relation segment

@attribute Region-centroid-row numeric
@attribute Intensity-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
142,4.592593,1
107,16.703703,1
139,6.111111,1
140,5,1
86,24.296297,1
123,6.111111,1
143,5.666666,1
101,20.074074,1
89,22.333334,1
134,6.074074,1
79,16.814816,1
88,21.148148,1
77,26.407408,1
131,5.333334,1
66,18.666666,1
60,22.62963,1
129,6.407407,1
121,6.407407,1
75,21.333334,1
74,22.407408,1
66,22.62963,1
74,21.148148,1
100,20.62963,1
85,17.962963,1
50,23.037037,1
116,5.62963,1
62,21.222221,1
102,20.25926,1
89,21.88889,1
85,21.444445,1
135,5.518518,1
88,22.148148,1
91,22.481482,1
75,24.851852,1
111,6.037037,1
100,21.074074,1
115,6.296296,1
138,4.962963,1
119,21.592592,1
73,20.62963,1
92,19.074074,1
138,5.740741,1
78,24.592592,1
90,18.11111,1
55,23.444445,1
106,23.037037,1
87,17.333334,1
103,18.333334,1
107,18.62963,1
113,5.481482,1
63,22.37037,1
126,7.296296,1
116,5.62963,1
111,5.925926,1
98,20.88889,1
67,27.148148,1
145,3.925926,1
124,5.888889,1
126,5.407407,1
101,19.037037,1
104,21.777779,1
128,5.925926,1
75,22.74074,1
114,17.222221,1
56,19.851852,1
67,22.25926,1
84,23.851852,1
120,23.666666,1
92,23.666666,1
149,5.444445,1
104,20.185184,1
107,17.185184,1
131,5.185185,1
117,6.444445,1
140,6.333334,1
145,4.074074,1
147,6.037037,1
111,5.703704,1
131,5.962963,1
92,23.444445,1
123,4.555555,1
138,5.444445,1
132,5.740741,1
74,23.592592,1
132,5.37037,1
111,5.444445,1
113,20.25926,1
53,21.555555,1
68,27.185184,1
121,23.11111,1
116,6.481482,1
44,18.74074,1
146,5.111111,1
60,23.777779,1
96,21.74074,1
124,6,1
123,5.814815,1
125,6.185185,1
70,23.666666,1
86,26.481482,1
113,20.25926,1
115,6.666666,1
145,5.296296,1
116,5.407407,1
140,6.333334,1
90,24.851852,1
134,5.296296,1
126,6.481482,1
77,24.481482,1
44,18.74074,1
30,125.40741,2
27,138.07408,2
45,108.96296,2
80,96.333336,2
86,105.77778,2
57,124.25926,2
44,123.81481,2
68,125.77778,2
14,113.81481,2
15,130.14815,2
62,99.666664,2
63,120.22222,2
30,123.333336,2
48,134.85185,2
27,137.51852,2
53,134.77777,2
67,106.07407,2
21,125.59259,2
12,127.44444,2
62,126.48148,2
20,111.703705,2
54,124.37037,2
29,128.44444,2
42,108.92593,2
46,124.55556,2
32,126.22222,2
49,126.18519,2
58,122,2
18,137.88889,2
27,136.2963,2
39,124.18519,2
31,135.92592,2
97,134.37038,2
31,136.40741,2
30,113.25926,2
66,122.55556,2
22,137.62962,2
101,134.92592,2
55,113.666664,2
24,121.62963,2
51,122.96296,2
62,125.333336,2
71,125.96296,2
49,127.40741,2
87,135.40741,2
39,113.37037,2
15,140.2963,2
35,98.74074,2
13,141.59259,2
61,109.07407,2
65,123,2
104,100.51852,2
34,125.48148,2
72,125.55556,2
67,122.888885,2
24,127.62963,2
46,135.51852,2
44,99,2
29,128.48148,2
50,124.111115,2
16,111.81481,2
26,112.22222,2
50,107.44444,2
29,128.48148,2
71,122.18519,2
29,112.07407,2
14,112.74074,2
66,93.44444,2
65,97.333336,2
33,111.333336,2
93,86.296295,2
45,122.85185,2
72,125.44444,2
12,119.03704,2
13,132.25926,2
49,108.888885,2
34,105.48148,2
81,90.40741,2
27,138.07408,2
16,102.51852,2
25,126.03704,2
52,111.62963,2
78,106.85185,2
11,141.55556,2
57,135.96297,2
25,116.25926,2
33,124.55556,2
28,111.51852,2
29,103.25926,2
60,109.77778,2
59,126.14815,2
74,101.85185,2
36,103.03704,2
58,109.07407,2
33,110.59259,2
82,106.51852,2
26,136.88889,2
52,125.77778,2
77,107.62963,2
40,124.62963,2
50,121.18519,2
23,124.44444,2
50,109.25926,2
57,123.55556,2
14,117,2
83,90.62963,2
17,130.2963,2
57,135.77777,2
88,110.59259,2
48,122.37037,2
32,126.22222,2
45,101.92593,2
59,122.03704,2
41,121.48148,2
83,90.62963,2
85,93.55556,2
27,122.666664,2
46,124.55556,2
17,129.55556,2
39,127.51852,2
91,104.888885,2
72,93.44444,2
65,125.666664,2
42,137.07408,2
40,125.14815,2
32,136.2963,2
29,128.44444,2
31,126.85185,2
90,113.48148,2
37,95.92593,2
15,113.74074,2
18,125.62963,2
98,92.333336,2
13,131.77777,2
48,107.888885,2
31,114.96296,2
80,111.07407,2
28,112.96296,2
13,118.666664,2
23,123,2
94,113.18519,2
33,110.59259,2
26,137.03703,2
64,108.77778,2
54,110,2
18,114.14815,2
107,133.66667,2
78,135.55556,2
11,143.44444,2
40,110.703705,2
50,107.44444,2
54,134.33333,2
15,106.51852,2
20,113.85185,2
68,107.37037,2
52,111.62963,2
41,137.14815,2
89,106.07407,2
25,128,2
30,113.25926,2
70,112.51852,2
57,122.333336,2
55,124.111115,2
60,123.666664,2
90,113.111115,2
36,135.2963,2
75,116.703705,2
96,111.59259,2
44,106,2
21,126.81481,2
51,126.333336,2
15,132.22223,2
33,109.888885,2
28,110.48148,2
47,107.111115,2
62,110.18519,2
49,124.03704,2
90,113.48148,2
57,126.111115,2
38,124.85185,2
36,114.03704,2
62,123.48148,2
19,127.51852,2
54,108.85185,2
16,140.40741,2
13,104.111115,2
25,112.22222,2
94,95.296295,2
79,107.74074,2
79,107.74074,2
43,107.14815,2
39,127.07407,2
35,125.18519,2
43,126.48148,2
101,134.92592,2
58,92.703705,2
21,126.77778,2
18,138.62962,2
25,128,2
38,113.48148,2
77,135.92592,2
28,122.51852,2
51,124.40741,2
93,112.296295,2
47,126.37037,2
58,123,2
41,135.22223,2
21,129.85185,2
40,110.703705,2
40,123.77778,2
56,126,2
63,108.92593,2
64,92.81481,2
19,110.296295,2
15,129.25926,2
75,88.55556,2
81,105.92593,2
68,105.77778,2
13,130.40741,2
53,113.14815,2
30,111.22222,2
42,135.2963,2
66,95.111115,2
47,134.77777,2
92,90.333336,2
25,102.48148,2
58,93.14815,2
15,140.77777,2
55,103.07407,2
63,105.59259,2
96,90.81481,2
35,127.55556,2
43,125.25926,2
81,112.92593,2
47,97.111115,2
31,126.81481,2
30,112.96296,2
66,114.22222,2
17,126.14815,2
41,109.703705,2
35,97.92593,2
46,126.03704,2
20,125,2
42,127.03704,2
49,120.703705,2
62,125.40741,2
45,101.22222,2
39,113,2
50,122.07407,2
44,122.59259,2
113,133.11111,2
47,135.74074,2
18,112.111115,2
40,127.40741,2
45,121.51852,2
16,112.96296,2
11,143.44444,2
41,113.40741,2
19,114.25926,2
71,105.666664,2
18,112.111115,2
54,109.96296,2
20,126.55556,2
28,111.59259,2
74,101.85185,2
40,125.111115,2
56,126,2
81,92.18519,2
71,125.96296,2
40,110.03704,2
57,98.59259,2
109,102.48148,2
115,132.77777,2
99,93.40741,2
25,103.62963,2
32,112.03704,2
36,111.92593,2
21,126.77778,2
64,108.77778,2
85,101.03704,2
54,116.77778,2
46,114.62963,2
35,136.48148,2
46,107.51852,2
35,124.55556,2
58,122.25926,2
51,108.74074,2
18,138.62962,2
56,126.44444,2
99,93.40741,2
71,89.14815,2
76,90.07407,2
18,113.77778,2
20,125,2
13,141.81482,2
58,110.37037,2
20,127.333336,2
78,79.666664,3
103,2.148148,3
87,67.44444,3
108,49.814816,3
81,21.333334,3
117,1.333333,3
114,29.814816,3
107,1.777778,3
98,1.518519,3
97,2.111111,3
103,2.148148,3
123,1.518519,3
120,19.074074,3
133,0.962963,3
126,10.185185,3
115,1.888889,3
88,3.296296,3
102,2.888889,3
90,2.814815,3
73,4.851852,3
127,2.740741,3
87,2.925926,3
138,5.185185,3
105,4.148148,3
124,2.518518,3
147,7.703704,3
141,12.666667,3
125,1.777778,3
124,3,3
87,67.44444,3
120,3.518518,3
139,18.074074,3
132,1.296296,3
107,2.222222,3
130,0.888889,3
137,1.148148,3
64,31,3
130,0.777778,3
80,68.77778,3
88,5.259259,3
73,5.814815,3
109,4.296296,3
115,14.777778,3
96,3.777778,3
120,1.444444,3
94,5.888889,3
137,0.222222,3
79,5.407407,3
136,0,3
138,16.518518,3
145,2.074074,3
125,18.555555,3
90,4.666666,3
141,3.259259,3
121,3.407408,3
127,3.814815,3
134,0.037037,3
125,1.37037,3
126,2.777778,3
99,2.037037,3
129,0.518518,3
68,47.185184,3
136,0.703704,3
133,0,3
139,0.444444,3
122,0.555556,3
91,42.814816,3
90,2.814815,3
75,55,3
108,1.851852,3
129,0.518518,3
142,0.037037,3
121,3.407408,3
83,23.296297,3
92,7.444445,3
133,0,3
142,3.851852,3
116,2.814815,3
70,21.037037,3
126,11.185185,3
143,4.185185,3
102,14.37037,3
110,1.814815,3
80,23.62963,3
95,4.444445,3
144,1.148148,3
81,42.555557,3
100,4.592593,3
121,14.962963,3
137,5,3
91,3.259259,3
130,1.37037,3
119,4.37037,3
120,1.148148,3
136,15.518518,3
107,9.518518,3
116,18.74074,3
132,1.962963,3
113,1.407407,3
120,1.333333,3
132,0.740741,3
124,1.074074,3
132,0.37037,3
106,2.185185,3
85,8.185185,3
84,4.555555,3
70,18.592592,3
83,14.37037,3
125,3.925926,3
106,0.555556,3
99,6.740741,3
137,7.62963,3
95,9.518518,3
127,17.592592,3
120,1,3
96,3.814815,3
102,2.888889,3
135,0.962963,3
85,4.296296,3
115,2.740741,3
124,7.592593,3
121,17.222221,3
93,5,3
139,0.666667,3
124,0.888889,3
76,2.444444,3
93,3,3
122,20.148148,3
146,0,3
95,4.62963,3
80,7.074074,3
71,31.851852,3
90,3.407408,3
126,1.518519,3
122,16.148148,3
89,2.296296,3
122,6.62963,3
121,3.703704,3
111,18.037037,3
107,7.962963,3
95,3.518518,3
96,3.555556,3
106,3.666667,3
81,12.481482,3
144,1,3
119,1.444444,3
127,0.62963,3
88,2.777778,3
110,3.962963,3
79,4.851852,3
85,1.777778,3
99,2.037037,3
77,7.703704,3
136,1.111111,3
113,0.962963,3
124,0.666667,3
131,0.518518,3
114,1.740741,3
140,9.925926,3
122,2.259259,3
138,1.148148,3
130,2.407408,3
75,38.037037,3
117,0,3
102,3.37037,3
101,10.185185,3
145,0.851852,3
115,26.037037,3
107,8.703704,3
137,0.259259,3
75,55,3
134,8.703704,3
119,1.222222,3
100,8.148149,3
126,2.962963,3
129,0.518518,3
113,27.88889,3
120,3.740741,3
66,39.88889,3
111,4.888889,3
133,0.481482,3
92,12.666667,3
116,3,3
141,1.555556,3
76,13.518518,3
91,3.259259,3
112,0.444444,3
105,42.851852,3
122,1.592593,3
128,16.481482,3
129,0.518518,3
73,46.666668,3
120,1.592593,3
99,4.148148,3
145,13.444445,3
118,0.925926,3
104,18.62963,3
124,0.666667,3
117,1.074074,3
125,16.407408,3
83,6.259259,3
110,1.666667,3
122,0.555556,3
114,1.851852,3
107,22.555555,3
144,2.518518,3
123,1.074074,3
79,32.77778,3
93,6.777778,3
109,13.296296,3
80,10.037037,3
122,0.333333,3
145,0.851852,3
89,2.296296,3
116,2.185185,3
112,0.148148,3
123,1.481481,3
123,1.185185,3
116,1.962963,3
124,3,3
103,3.851852,3
98,2.037037,3
136,19.444445,3
87,2.925926,3
72,4.518518,3
81,12.481482,3
77,5,3
102,4.037037,3
115,7.555555,3
123,1.148148,3
109,4.296296,3
122,16.185184,3
89,10.481482,3
85,4.074074,3
124,1.148148,3
143,0.407407,3
91,44.296295,3
109,1.962963,3
91,3.666667,3
99,4.148148,3
138,0.296296,3
120,1.925926,3
110,17.222221,3
76,8.259259,3
115,2.703704,3
88,7.777778,3
111,1.333333,3
106,2.407408,3
90,5,3
144,1.148148,3
118,0.037037,3
91,6.259259,3
123,0.703704,3
95,5.185185,3
95,6.481482,3
95,2.259259,3
131,0,3
126,1.407407,3
102,44.037037,3
124,14.666667,3
137,0.777778,3
112,3.814815,3
125,1.777778,3
73,34.703705,3
125,1.148148,3
143,4.185185,3
97,2.62963,3
138,0.777778,3
136,12.185185,3
69,11.074074,3
81,41.925926,3
136,15.518518,3
100,1.222222,3
137,0.666667,3
111,1.296296,3
81,21.333334,3
91,5.62963,3
98,1.407407,3
90,9,3
128,0.740741,3
119,20.592592,3
140,8.333333,3
109,5.666666,3
82,5.592593,3
95,3.148148,3
80,23.62963,3
118,0.703704,3
133,0.740741,3
127,16.37037,3
120,6.962963,3
124,2.518518,3
142,0.555556,3
91,2.62963,3
120,19.074074,3
120,1.518519,3
135,0.222222,3
87,17.11111,3
121,54.962963,4
123,59.333332,4
148,29.074074,4
125,37.444443,4
90,65.18519,4
119,45.62963,4
76,29.814816,4
127,36.51852,4
107,49.814816,4
119,39.851852,4
147,27.296297,4
73,42.25926,4
116,46.814816,4
46,62.333332,4
70,55.037037,4
109,41.814816,4
131,35.703705,4
38,58,4
127,45.25926,4
123,57.48148,4
42,58.88889,4
89,31.703703,4
42,28.25926,4
159,26.11111,4
75,39.703705,4
111,57.77778,4
101,45.037037,4
116,33.185184,4
69,40.666668,4
19,45.185184,4
42,44.555557,4
102,63.48148,4
147,49.77778,4
57,65.703705,4
116,29.444445,4
98,52.851852,4
124,40.925926,4
158,8.444445,4
103,35.62963,4
87,64.03704,4
45,53.074074,4
70,39.962963,4
123,52.814816,4
102,51.703705,4
98,33.962963,4
89,31.703703,4
154,28.148148,4
122,39.22222,4
108,45.592594,4
154,50.703705,4
80,58.333332,4
130,13.037037,4
136,4.851852,4
125,66.25926,4
128,49.925926,4
158,8.37037,4
69,59.555557,4
103,64.44444,4
101,31.185184,4
83,49.851852,4
118,55.074074,4
130,21.37037,4
102,58.37037,4
122,36.185184,4
133,21.444445,4
35,69.44444,4
117,39.037037,4
132,38.77778,4
140,27.666666,4
123,21.62963,4
81,42.925926,4
104,65.296295,4
80,39.703705,4
48,42.074074,4
18,68.296295,4
95,46.851852,4
127,40.74074,4
20,65.18519,4
99,51.88889,4
83,26.518518,4
125,43.22222,4
65,56.703705,4
104,55.74074,4
126,23.296297,4
127,40.74074,4
115,46.74074,4
45,53.074074,4
43,64.703705,4
81,59.444443,4
103,61.25926,4
62,62.814816,4
17,44.592594,4
154,19.703703,4
65,60.62963,4
109,49.407406,4
67,64.74074,4
128,53.25926,4
117,31.25926,4
162,10.037037,4
88,67.25926,4
96,55.148148,4
68,56.296295,4
146,21.37037,4
80,40.51852,4
108,40,4
65,60.148148,4
126,20.555555,4
68,56.77778,4
96,61.925926,4
147,6.259259,4
20,35.48148,4
50,60.851852,4
69,36.962963,4
15,70.07407,4
129,62.407406,4
93,62.851852,4
82,38.88889,4
134,44.703705,4
139,16.37037,4
140,26.444445,4
36,66.37037,4
123,44.814816,4
106,37.703705,4
146,43.148148,4
21,65.888885,4
147,27.222221,4
139,48.22222,4
38,64.62963,4
134,48.925926,4
111,62.25926,4
111,60.185184,4
80,39.703705,4
102,58.22222,4
100,55.37037,4
104,63.62963,4
116,61,4
73,46.296295,4
126,20.555555,4
105,50.185184,4
78,43.814816,4
137,36.925926,4
146,22.74074,4
73,46.296295,4
101,64.37037,4
145,61.11111,4
128,35.592594,4
34,72.888885,4
25,44.814816,4
34,54.25926,4
87,31.703703,4
125,42.814816,4
65,57.74074,4
133,36.77778,4
111,29.592592,4
28,62.407406,4
125,58.22222,4
102,42.77778,4
32,59.48148,4
125,18.222221,4
135,32.703705,4
120,47.851852,4
66,41.62963,4
124,43.148148,4
162,8.37037,4
121,53.666668,4
154,33,4
90,65.18519,4
66,42.592594,4
78,30.296297,4
65,56.703705,4
100,57.148148,4
126,36.185184,4
124,38.592594,4
149,16.814816,4
84,8.888889,4
35,37.592594,4
87,64.03704,4
159,20.518518,4
71,38.37037,4
68,56.77778,4
53,40.444443,4
108,58.074074,4
78,43.814816,4
123,19.296297,4
76,51.77778,4
120,60.037037,4
146,10.592592,4
125,43.37037,4
98,28.777779,4
126,57.814816,4
124,43.51852,4
64,62,4
117,45.88889,4
82,44.88889,4
67,60.74074,4
138,69.48148,4
70,36.74074,4
117,45.88889,4
160,22.851852,4
102,56.77778,4
133,48.666668,4
70,61.11111,4
73,43.51852,4
115,28.851852,4
77,32.77778,4
97,47.962963,4
107,29.222221,4
124,53.77778,4
156,21,4
79,41.407406,4
149,21.37037,4
94,68.111115,4
66,51.592594,4
137,40.851852,4
104,57.333332,4
143,50.37037,4
145,26.777779,4
146,10.592592,4
13,70.37037,4
120,49.407406,4
50,65.111115,4
21,40.74074,4
153,28,4
102,58.22222,4
79,45.814816,4
120,47.851852,4
159,26.11111,4
105,45.74074,4
121,41.037037,4
121,32.37037,4
34,47.592594,4
83,66.25926,4
89,28.925926,4
72,59,4
24,49.185184,4
95,55.62963,4
97,47.814816,4
77,59.555557,4
124,54.333332,4
132,35.22222,4
111,34.11111,4
64,40,4
81,38.25926,4
44,58.666668,4
140,23,4
68,38.592594,4
15,68.96296,4
103,58.88889,4
57,70.37037,4
73,58.814816,4
112,59.148148,4
44,47.814816,4
76,42.296295,4
135,69.92593,4
158,39.333332,4
76,34.851852,4
73,43.851852,4
122,60.74074,4
64,56.592594,4
119,39.851852,4
161,7.148148,4
157,23.148148,4
107,54,4
78,30.185184,4
77,59.11111,4
78,69.74074,4
100,55.37037,4
33,35.814816,4
102,51.666668,4
77,40.22222,4
28,62.407406,4
17,70.51852,4
17,44.592594,4
101,45.037037,4
110,50.666668,4
89,58.925926,4
32,59.48148,4
152,26.555555,4
157,21.444445,4
49,38.037037,4
105,65.55556,4
78,36.11111,4
125,60.925926,4
96,67.03704,4
83,49.444443,4
120,39.333332,4
62,66.77778,4
160,22.851852,4
87,43.333332,4
42,37.444443,4
17,71.18519,4
138,54.62963,4
25,70.44444,4
105,45.74074,4
158,21.037037,4
48,40.851852,4
122,34.185184,4
155,7.296296,5
135,2.185185,5
89,5.037037,5
40,1.259259,5
135,1.259259,5
141,9.851851,5
111,19.333334,5
90,16.666666,5
92,12.074074,5
64,5.703704,5
144,0.666667,5
58,8.333333,5
140,1.037037,5
140,5.555555,5
64,8,5
116,16.851852,5
104,19.62963,5
99,15.481482,5
131,0,5
36,0,5
139,4.185185,5
152,0,5
91,14.444445,5
104,19.777779,5
134,2.111111,5
107,27.777779,5
142,1.814815,5
152,1.37037,5
57,15.37037,5
141,4.962963,5
137,3.111111,5
90,16.851852,5
38,14.444445,5
105,26.74074,5
34,14.444445,5
139,1.296296,5
115,22.962963,5
92,17.25926,5
95,20.185184,5
98,21.518518,5
143,0,5
83,9.888889,5
154,0.074074,5
104,19.777779,5
91,24.074074,5
152,1.37037,5
130,1.185185,5
93,0,5
137,1.37037,5
152,0,5
110,31.62963,5
134,2.666667,5
130,1.740741,5
135,2.407408,5
133,0.592593,5
142,0,5
83,17.074074,5
141,0,5
84,17.185184,5
36,7.925926,5
86,12.333333,5
144,0,5
133,1.555556,5
88,22.333334,5
41,0.703704,5
151,0.111111,5
106,17.481482,5
144,0,5
137,0.740741,5
104,18.518518,5
144,0,5
133,5.37037,5
136,2.555556,5
138,3.555556,5
145,3.407408,5
94,9.111111,5
145,0,5
86,20.444445,5
149,0,5
152,0,5
68,6.888889,5
115,29.481482,5
89,18,5
110,9.444445,5
135,0.777778,5
129,0,5
154,6.37037,5
88,12.259259,5
61,8.777778,5
141,0,5
65,8.925926,5
33,8.740741,5
152,0,5
155,14.333333,5
84,23.25926,5
153,3.37037,5
84,17.11111,5
149,0,5
150,0,5
105,15.185185,5
155,11.296296,5
109,29.407408,5
41,0.703704,5
12,6.259259,5
152,0,5
141,0.185185,5
62,7.62963,5
114,25.814816,5
94,15.62963,5
89,22.666666,5
114,16.185184,5
96,19.592592,5
94,20.037037,5
116,1.962963,5
140,0.259259,5
142,1.222222,5
79,14.185185,5
133,5.37037,5
117,17.11111,5
138,1.222222,5
134,2.962963,5
144,0,5
135,0.481482,5
133,9.851851,5
145,0.555556,5
80,15.851851,5
114,30.481482,5
105,22.703703,5
58,8.333333,5
134,2.962963,5
61,7.074074,5
62,0,5
147,0,5
12,6.259259,5
148,0,5
109,21.851852,5
90,6.592593,5
152,1.407407,5
154,6.481482,5
131,0,5
94,15.37037,5
134,1.851852,5
154,0,5
136,2.444444,5
152,0.777778,5
62,6.407407,5
35,13.481482,5
113,31.777779,5
141,0.703704,5
113,20.851852,5
135,2.888889,5
150,0,5
135,31.185184,5
144,0,5
155,8.259259,5
93,17.925926,5
131,0,5
112,31.62963,5
135,1.407407,5
85,18.925926,5
116,29.814816,5
138,2.666667,5
134,1.037037,5
136,2.074074,5
152,3.592592,5
138,12.185185,5
40,0,5
93,20.925926,5
138,1.37037,5
12,11.444445,5
87,11.148149,5
93,14.407408,5
153,0,5
149,0.037037,5
92,9.962963,5
153,0.37037,5
108,23.703703,5
133,2.703704,5
154,1.740741,5
113,21.592592,5
137,3.703704,5
114,16.11111,5
86,12,5
154,4.296296,5
94,21.444445,5
85,18.925926,5
31,11.259259,5
93,14.407408,5
89,16.814816,5
130,1.62963,5
148,0,5
36,7.518518,5
154,1.851852,5
137,0.740741,5
39,9.518518,5
62,6.407407,5
108,14.518518,5
145,0.555556,5
82,15.222222,5
148,1.777778,5
107,16.74074,5
153,0,5
108,16.925926,5
89,3.111111,5
131,1.407407,5
129,2.296296,5
89,8.444445,5
30,7.037037,5
114,27.185184,5
112,23.703703,5
68,2.296296,5
115,1.222222,5
119,29.481482,5
112,28.851852,5
147,0,5
110,31.62963,5
152,1.518519,5
89,18.037037,5
131,0.222222,5
90,20.148148,5
90,5.148148,5
134,26.703703,5
88,7.333334,5
118,19.407408,5
91,6,5
89,17,5
115,14.740741,5
113,28.333334,5
134,1.666667,5
143,0.666667,5
144,0.444444,5
90,7.185185,5
111,28.74074,5
140,3.037037,5
133,0.296296,5
154,8.703704,5
94,20.222221,5
120,21.555555,5
138,3.185185,5
89,0,5
110,4.222222,5
94,1.185185,5
153,8.333333,5
145,0,5
141,0.777778,5
93,14.814815,5
13,9.296296,5
113,29.333334,5
135,1.925926,5
145,0,5
154,0.62963,5
93,19.88889,5
148,0.037037,5
95,7.62963,5
131,0,5
61,7.074074,5
92,15.407408,5
110,29.296297,5
89,14.222222,5
34,13.740741,5
30,8.481482,5
95,7.62963,5
63,6.074074,5
63,8.962963,5
86,6.703704,5
61,6.888889,5
94,20.222221,5
115,1.222222,5
111,16.11111,5
61,7,5
83,18.222221,5
139,5.222222,5
137,1.666667,5
154,0.703704,5
62,6.444445,5
142,0.111111,5
139,1.37037,5
134,2.111111,5
154,0.074074,5
80,14.481482,5
131,0.814815,5
152,1.518519,5
111,28.74074,5
34,14.444445,5
97,19.592592,5
134,0.518518,5
155,8.740741,5
155,7.296296,5
140,2.888889,5
133,0.740741,5
82,15.518518,5
131,1.555556,5
90,10.037037,5
137,0.925926,5
141,0.037037,5
119,8.62963,5
116,23.407408,5
183,32.25926,6
188,30.592592,6
185,49.037037,6
190,48.88889,6
187,58.666668,6
190,58.11111,6
193,51.74074,6
195,48.851852,6
195,47.703705,6
188,50.407406,6
180,31.444445,6
188,29.962963,6
195,57.11111,6
176,56.925926,6
182,58,6
189,29.62963,6
191,59.74074,6
186,49.62963,6
174,56.185184,6
180,60.074074,6
175,57.77778,6
184,31.518518,6
183,52.62963,6
162,42.185184,6
196,50.074074,6
185,44.962963,6
205,56.074074,6
163,40,6
197,54.851852,6
190,47.48148,6
163,39.296295,6
200,53.555557,6
191,25.296297,6
163,40.444443,6
162,40.444443,6
190,49.48148,6
196,61.592594,6
187,56.148148,6
201,53.703705,6
182,43.592594,6
194,61.555557,6
196,46.074074,6
195,47.703705,6
191,62.037037,6
163,39.444443,6
195,47.925926,6
189,32.77778,6
195,48.333332,6
182,34.925926,6
188,61.666668,6
184,48.25926,6
184,50.592594,6
200,54.703705,6
188,49.703705,6
181,59.074074,6
185,49.037037,6
181,55.333332,6
181,46.88889,6
204,57.88889,6
179,49.185184,6
190,31.666666,6
189,26.444445,6
210,51.296295,6
201,61.62963,6
183,54.037037,6
181,60.62963,6
191,61.666668,6
185,47.814816,6
161,41.48148,6
201,53.703705,6
182,43.51852,6
188,30.62963,6
196,51.148148,6
183,54.74074,6
162,41.333332,6
189,58.407406,6
190,46.88889,6
195,61.74074,6
177,48.407406,6
186,35.296295,6
173,55.185184,6
176,50.296295,6
193,61.407406,6
196,63.51852,6
189,26.444445,6
195,61.592594,6
185,54.22222,6
187,48.51852,6
173,56.77778,6
178,47.962963,6
