@relation segment

@attribute Region-centroid-row numeric
@attribute Intensity-mean numeric
@attribute Rawred-mean numeric
@attribute Exgreen-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
125,5.851852,7.222222,-7.222222,1
56,23.703703,22.11111,-18.11111,1
104,20.185184,20.222221,-14.222222,1
110,17.925926,18.88889,-13.444445,1
118,5,6.222222,-7.333334,1
88,20.592592,18.777779,-14.777778,1
128,5.962963,7.333334,-7.888889,1
116,5.407407,6.555555,-7.555555,1
112,6.222222,7,-8,1
111,5.925926,7.666666,-8.111111,1
111,6.037037,7,-7.777778,1
106,19.11111,19.555555,-15,1
147,4.148148,3.888889,-6.777778,1
72,26.481482,23.555555,-19.11111,1
92,22.88889,21.777779,-17.333334,1
128,5.555555,6.888889,-7.333334,1
68,27.185184,24.222221,-20.222221,1
118,21.11111,20.222221,-16,1
129,6.666666,8.444445,-8,1
58,20.925926,20,-16.444445,1
129,6.407407,8,-7.888889,1
130,5.777778,7.444445,-7.666666,1
107,16.703703,18.777779,-14.444445,1
145,4.074074,5.333334,-6.555555,1
66,18.666666,18.555555,-15.666667,1
132,5.37037,7.111111,-7.444445,1
111,5.666666,7,-8,1
136,6.259259,7.777778,-7.444445,1
51,122.96296,110.666664,-16.555555,2
18,114.14815,102.44444,-19.444445,2
64,92.81481,77.22222,-30.777779,2
60,109.77778,99.55556,-24.666666,2
67,122.888885,112.333336,-15,2
27,137.51852,132.55556,-12.222222,2
15,106.51852,90.888885,-26.88889,2
41,109.703705,95.111115,-13.777778,2
55,113.666664,101,-17.666666,2
45,101.22222,87.111115,-26,2
38,113.48148,100.44444,-14.777778,2
18,125.62963,114,-14.222222,2
94,113.18519,106.888885,-24.222221,2
83,90.62963,74.55556,-30.555555,2
42,108.92593,95.666664,-12.111111,2
12,119.03704,107.22222,-13.444445,2
59,126.14815,116.55556,-14.111111,2
41,121.48148,110.22222,-18.444445,2
47,107.111115,93.22222,-23.333334,2
17,129.55556,118.77778,-9.666667,2
55,124.111115,113.888885,-15,2
90,113.48148,105.888885,-22.444445,2
42,127.03704,117,-14.111111,2
62,110.03704,100.77778,-21.11111,2
57,98.59259,84,-25.11111,2
54,110,97.888885,-15,2
29,128.44444,119.22222,-15.666667,2
87,135.40741,127.888885,-10.555555,2
16,102.51852,87.55556,-22.555555,2
11,143.44444,136.88889,-2.666667,2
46,107.51852,93.888885,-23.222221,2
81,112.92593,105.666664,-26.11111,2
47,134.77777,127.44444,-11,2
17,126.14815,115,-13.777778,2
39,127.07407,116.333336,-13.888889,2
99,93.40741,79,-30.555555,2
92,90.333336,74.888885,-29,2
31,135.92592,129.88889,-10.777778,2
58,93.14815,77.333336,-29.444445,2
57,126.111115,115.77778,-12,2
11,141.55556,135.11111,-6.333334,2
35,127.55556,117.44444,-14.666667,2
41,137.14815,130.66667,-10.777778,2
31,114.96296,101.888885,-13.555555,2
68,125.77778,115.666664,-15.333333,2
58,123,112.55556,-12,2
25,126.03704,114.333336,-13.444445,2
15,140.2963,133.88889,-8.555555,2
49,126.18519,116.333336,-17.222221,2
19,110.296295,97.666664,-21.88889,2
57,124.25926,113,-14.444445,2
25,112.22222,97.77778,-14,2
34,105.48148,91.22222,-22.777779,2
13,130.40741,119.666664,-12.888889,2
33,124.55556,113.22222,-15,2
68,107.37037,94.22222,-17.444445,2
66,122.55556,111,-17,2
46,124.55556,112.77778,-14,2
39,113.37037,102.55556,-23.444445,2
80,96.333336,82.44444,-27.333334,2
23,123,111,-14.333333,2
58,122,110.111115,-14.666667,2
28,110.48148,97.888885,-24.11111,2
44,123.81481,113.44444,-11.777778,2
22,137.96297,133,-12.222222,2
56,126,115.888885,-13.666667,2
74,101.85185,89.111115,-25.88889,2
30,123.333336,112.77778,-17.333334,2
72,125.55556,115.333336,-14.333333,2
21,130.14815,120.77778,-11.111111,2
41,109.703705,95.111115,-13.777778,2
21,129.85185,120.666664,-10.555555,2
29,112.07407,98.55556,-14.888889,2
30,113.25926,100.77778,-13.111111,2
36,135.2963,128.55556,-12.222222,2
33,110.59259,96.77778,-12.777778,2
13,104.111115,88.22222,-25.333334,2
51,126.333336,117,-13.666667,2
82,106.51852,92.888885,-17.222221,2
97,134.37038,126.55556,-9.777778,2
50,107.44444,94.666664,-16.666666,2
42,135.2963,128.11111,-11.888889,2
63,120.22222,108.44444,-16.666666,2
99,93.40741,79,-30.555555,2
19,127.51852,116.55556,-13.888889,2
40,127.40741,117.44444,-14.555555,2
19,137.77777,131.55556,-7.333334,2
28,112.96296,99.44444,-13.888889,2
53,134.77777,128.22223,-13.333333,2
53,123.44444,112.333336,-11,2
90,113.48148,105.888885,-22.444445,2
64,108.77778,96.333336,-15,2
14,117,104.22222,-13,2
43,126.48148,117.333336,-14.777778,2
33,110.59259,96.77778,-12.777778,2
50,107.44444,94.666664,-16.666666,2
58,92.703705,76.888885,-30.11111,2
36,103.03704,89.55556,-26.11111,2
57,123.55556,112.22222,-12.333333,2
49,120.703705,108.111115,-18.11111,2
62,123.48148,112.333336,-14.111111,2
28,122.51852,111,-13.888889,2
60,123.666664,114,-15,2
32,116.77778,103.888885,-11,2
34,125.48148,113.666664,-14.111111,2
45,122.85185,110.55556,-14.555555,2
64,108.77778,96.333336,-15,2
35,109.111115,96.44444,-11,2
47,123.85185,114.111115,-18.555555,2
13,140.25926,134.33334,-8.777778,2
52,111.62963,101,-20.88889,2
11,143.44444,136.88889,-2.666667,2
81,90.40741,75.66667,-33.88889,2
71,122.18519,111.44444,-16.222221,2
33,109.888885,96.77778,-22.666666,2
86,105.77778,92.888885,-16.333334,2
40,110.703705,96.22222,-11.444445,2
71,89.14815,72.77778,-30.11111,2
40,125.14815,114.22222,-16.777779,2
67,106.07407,92.111115,-16.555555,2
50,122.07407,109.888885,-16.555555,2
24,127.62963,117.666664,-12.222222,2
31,126.81481,117.111115,-14.111111,2
17,130.2963,120.77778,-12.222222,2
13,141.81482,137.11111,-7.111111,2
21,125.59259,113.44444,-14.111111,2
26,137.03703,131.44444,-12.444445,2
79,107.74074,93.888885,-14.888889,2
13,132.25926,122.77778,-11.111111,2
21,126.77778,115.77778,-12.333333,2
63,108.92593,96.22222,-13.444445,2
40,123.77778,113.333336,-16.333334,2
49,108.888885,97.111115,-24.666666,2
83,90.62963,74.55556,-30.555555,2
96,90.81481,76,-30.11111,2
54,124.37037,112.666664,-15.777778,2
39,127.51852,116.55556,-13.222222,2
32,121.44444,110.22222,-16.333334,2
36,111.92593,98.22222,-14.111111,2
16,112.96296,99.55556,-13.888889,2
51,123.18519,111.77778,-12.888889,2
85,101.03704,88.77778,-27.777779,2
15,132.22223,123,-11.666667,2
72,125.44444,114.111115,-13,2
50,121.18519,109.22222,-17.222221,2
46,114.62963,100.888885,-13.555555,2
25,103.62963,89.111115,-26.222221,2
63,105.59259,92.666664,-14.111111,2
79,107.74074,93.888885,-14.888889,2
16,111.81481,99.111115,-19.777779,2
61,109.07407,95.111115,-15.888889,2
19,126.666664,115.44444,-13.666667,2
20,127.333336,116.77778,-14.333333,2
34,137.03703,131.44444,-12.111111,2
107,133.66667,125.77778,-11,2
42,108.92593,95.666664,-12.111111,2
39,113,99.44444,-13.666667,2
101,134.92592,126.44444,-11.444445,2
96,111.59259,103.44444,-25.11111,2
57,122.333336,111.333336,-17,2
75,126.07407,115.888885,-14.888889,2
31,126.85185,115.55556,-14.888889,2
65,123,111.666664,-17,2
29,128.44444,119.22222,-15.666667,2
18,112.111115,97.22222,-10.333333,2
49,124.03704,113.111115,-16.444445,2
20,125,114,-13.666667,2
113,133.11111,124.666664,-12.333333,2
30,112.96296,99.333336,-13.555555,2
26,136.88889,131,-11.333333,2
62,125.333336,115.77778,-13.666667,2
41,135.22223,128.44444,-11.666667,2
54,134.33333,127.55556,-13.333333,2
39,124.18519,113.888885,-17.555555,2
70,112.51852,104,-20.222221,2
57,92.92593,76.44444,-29.777779,2
51,124.40741,113.22222,-16.555555,2
93,86.296295,70.66667,-30.555555,2
27,122.666664,111.55556,-14.666667,2
47,126.37037,116,-14.777778,2
53,113.14815,104.333336,-24.777779,2
35,124.55556,114.44444,-16.333334,2
32,112.03704,99.22222,-23.11111,2
23,124.44444,111.888885,-14,2
44,122.59259,112,-11.111111,2
25,128,117.77778,-12.333333,2
18,138.62962,133.33334,-10.888889,2
45,121.51852,111.111115,-16.222221,2
43,125.25926,115.666664,-16.11111,2
27,136.2963,130.33334,-9.888889,2
35,136.48148,131.22223,-13.444445,2
21,126.81481,115,-12.777778,2
16,140.40741,134.66667,-11.222222,2
66,95.111115,80.66667,-27.666666,2
29,103.25926,88.77778,-25.777779,2
18,137.88889,131.44444,-10.666667,2
115,132.77777,123.22222,-9,2
19,114.25926,101,-14.444445,2
15,113.74074,100.111115,-13.888889,2
32,136.2963,129.77779,-10.555555,2
75,116.703705,105.888885,-16.444445,2
14,112.74074,99,-12.555555,2
45,108.96296,95.888885,-14.555555,2
25,102.48148,88,-26.11111,2
90,113.111115,105.666664,-23.333334,2
91,104.888885,92.55556,-18.666666,2
41,113.40741,103.888885,-24.88889,2
59,122.03704,110.55556,-15.777778,2
78,106.85185,93.22222,-15.555555,2
67,108.85185,99.44444,-21.88889,2
48,122.37037,112.22222,-16.777779,2
44,106,93,-23.333334,2
24,127.62963,117.666664,-12.222222,2
39,113.37037,102.55556,-23.444445,2
26,112.22222,98.333336,-14.333333,2
38,124.85185,113.333336,-15.888889,2
25,128,117.77778,-12.333333,2
20,113.85185,102.666664,-21.88889,2
13,141.59259,134.88889,-4.777778,2
71,125.96296,115.55556,-13.555555,2
34,123.22222,111.44444,-15,2
46,124.55556,112.77778,-14,2
14,113.81481,100.111115,-13.777778,2
50,124.111115,113.111115,-17.333334,2
101,134.92592,126.44444,-11.444445,2
29,128.48148,119,-14.444445,2
73,125.51852,115.44444,-14.888889,2
24,121.62963,110.77778,-15.888889,2
18,113.77778,102.333336,-14.666667,2
109,102.48148,89.44444,-20.11111,2
89,106.07407,93.111115,-19.222221,2
56,126,115.888885,-13.666667,2
40,110.703705,96.22222,-11.444445,2
25,116.25926,103.666664,-14.777778,2
58,109.07407,96.333336,-13.888889,2
48,134.85185,127.55556,-11.888889,2
57,135.96297,129.88889,-12.555555,2
74,101.85185,89.111115,-25.88889,2
80,111.07407,102.888885,-24.222221,2
21,126.77778,115.77778,-12.333333,2
56,126.44444,116.22222,-15,2
65,97.333336,82.77778,-27.666666,2
40,125.111115,114,-16,2
59,121.703705,109.22222,-14.444445,2
57,100.44444,86.22222,-22.666666,2
49,127.40741,117,-15.888889,2
21,127.296295,116.22222,-14.222222,2
46,135.51852,129.44444,-11.888889,2
35,98.74074,83.333336,-25.222221,2
77,135.92592,128.55556,-12.111111,2
54,108.85185,96.77778,-15.555555,2
37,95.92593,80.111115,-28.11111,2
41,123.03704,111.888885,-16.777779,2
15,129.25926,118.333336,-11.444445,2
35,97.92593,83,-27.444445,2
41,112.111115,99,-12.333333,2
42,137.07408,130.44444,-11.222222,2
27,138.07408,132.55556,-8.888889,2
28,111.59259,96.44444,-11.777778,2
33,111.333336,97.77778,-21.333334,2
18,138.62962,133.33334,-10.888889,2
20,111.703705,98.44444,-13.777778,2
43,107.14815,94.111115,-24.11111,2
57,124.703705,114.22222,-13.444445,2
77,107.62963,93.888885,-11.555555,2
47,97.111115,82.55556,-29.333334,2
54,116.77778,109.111115,-24,2
50,109.25926,93.888885,-17.11111,2
46,126.03704,116,-14.777778,2
72,93.44444,79.22222,-28.333334,2
88,110.59259,101.55556,-23.777779,2
51,108.74074,95.22222,-14.222222,2
66,114.22222,106.888885,-21.666666,2
32,126.22222,115.111115,-14.666667,2
66,93.44444,79.111115,-28.666666,2
93,112.296295,103.888885,-21.88889,2
40,124.62963,114.44444,-17.222221,2
48,107.888885,94.77778,-24.333334,2
22,137.62962,132.11111,-14.222222,2
28,111.51852,96.111115,-12.888889,2
18,112.111115,97.22222,-10.333333,2
27,138.07408,132.55556,-8.888889,2
15,140.77777,134.33334,-8.666667,2
19,129.92592,121,-11.444445,2
79,89.44444,73.55556,-30,2
33,125.888885,114.666664,-14,2
12,127.44444,115.55556,-11.333333,2
35,125.18519,113.77778,-14.222222,2
94,95.296295,80.888885,-28.555555,2
48,115.77778,107.44444,-25,2
81,105.92593,91.888885,-14.777778,2
81,92.18519,77.22222,-33.88889,2
20,126.55556,115.666664,-14.666667,2
55,103.07407,90,-23.88889,2
47,135.74074,129,-11.555555,2
71,105.666664,96.666664,-23.333334,2
52,111.62963,101,-20.88889,2
146,0,0,0,3
85,8.185185,3.555556,-6.222222,3
135,0.222222,0,-0.666667,3
73,46.666668,32.11111,-26.666666,3
84,4.555555,1.555556,-4.333334,3
107,8.703704,4.888889,-6.111111,3
109,4.296296,1.444444,-3.888889,3
98,4.666666,1.222222,-3.333333,3
69,11.074074,6.888889,-2.222222,3
142,3.851852,1.666667,-3.555556,3
107,7.962963,4.555555,-4.888889,3
69,23.814816,19.222221,-2.777778,3
122,2.259259,0.555556,-3.777778,3
130,2.407408,0.444444,-1.888889,3
122,20.148148,14.222222,-15.111111,3
107,2.222222,0.333333,-3.666667,3
95,3.148148,0.777778,-5.777778,3
121,3.407408,1.111111,-0.888889,3
124,3,1.444444,-4,3
94,5.888889,3.222222,2.333333,3
137,1.148148,0.222222,-1.777778,3
92,12.666667,8.777778,-6.333334,3
139,18.074074,16,-7.222222,3
133,0.481482,0,-1.444444,3
66,39.88889,32.333336,-6.333334,3
121,3.703704,0.777778,-3.444444,3
109,4.296296,1.444444,-3.888889,3
136,0.703704,0.111111,-1.777778,3
125,1.37037,0,-3.444444,3
135,0.962963,0,-2.555556,3
64,31,24.666666,-2,3
128,5.296296,2.444444,-4.222222,3
103,2.148148,0.111111,-4.444445,3
142,0.037037,0,-0.111111,3
108,49.814816,41.77778,-9.777778,3
90,2.814815,0.555556,-5.444445,3
89,10.481482,5.777778,-5.777778,3
139,18.074074,16,-7.222222,3
120,1.148148,0.222222,-2.777778,3
88,5.259259,1.555556,-3.444444,3
134,6.185185,2.222222,-3.888889,3
120,1.925926,0.222222,-2.444444,3
108,8.666667,5.111111,-5.666666,3
99,4.148148,1.111111,-5.444445,3
99,2.037037,0.111111,-4.777778,3
125,3.925926,1.555556,-4.444445,3
78,79.666664,70.77778,-8.666667,3
100,4.592593,1.444444,-5.111111,3
80,10.037037,6.555555,-4.777778,3
115,26.037037,18.444445,-16.11111,3
137,0.666667,0,-2,3
141,12.666667,7.888889,-3.333333,3
119,1.444444,0,-4,3
93,3,0.555556,-5.333334,3
120,3.740741,1.444444,-4.888889,3
106,2.407408,0.444444,-5.222222,3
128,16.481482,10.111111,-9.111111,3
124,0.666667,0,-2,3
145,13.444445,9.888889,-9.333333,3
81,21.333334,14,-5.666666,3
79,32.77778,24.333334,-13.666667,3
120,19.074074,10.555555,-16.555555,3
102,2.888889,0.666667,-3.666667,3
124,14.666667,7.555555,-7,3
141,3.259259,0.444444,-4.777778,3
75,55,47.444443,-8.666667,3
144,1.148148,0,-3.444444,3
144,1.148148,0,-3.444444,3
82,5.592593,1.777778,-2.444444,3
126,1.407407,0,-2.555556,3
76,2.444444,0.888889,-2,3
138,16.518518,9.888889,-4.888889,3
138,1.148148,0.111111,-1.777778,3
76,8.259259,3.777778,-1.777778,3
146,0.037037,0,-0.111111,3
124,0.666667,0,-2,3
107,9.518518,7.333334,-1.555556,3
117,1.074074,0,-2.888889,3
138,5.185185,2,-2.888889,3
95,4.444445,1.222222,-4,3
143,0.407407,0,-1.222222,3
97,2.62963,0.555556,-3.555556,3
126,10.185185,4.888889,-5.222222,3
136,0,0,0,3
127,2.740741,0.555556,-1.888889,3
88,3.296296,0.666667,-5.222222,3
120,1.333333,0.111111,-2.333333,3
142,0.555556,0.111111,-1,3
133,0,0,0,3
136,1.111111,0.111111,-2.666667,3
102,44.037037,37.444443,-6.111111,3
91,3.259259,0.555556,-6.111111,3
124,0.888889,0,-2,3
75,38.037037,29.777779,-13.111111,3
137,5,2.555556,-4.666666,3
124,2.518518,0.222222,-3.888889,3
99,6.740741,3.444444,-4.555555,3
102,3.37037,0.555556,-4.444445,3
90,5,2.555556,0.333333,3
101,10.185185,5.777778,-2.888889,3
96,3.555556,0.888889,-4.666666,3
116,2.185185,0.333333,-3.222222,3
85,1.777778,0.444444,-1,3
115,1.888889,0.222222,-3.333333,3
131,0.518518,0,-1.555556,3
105,42.851852,35.77778,-8.222222,3
120,3.518518,1.111111,-1.888889,3
71,31.851852,25.555555,-6.222222,3
123,0.703704,0,-1.777778,3
102,4.037037,1,-4.111111,3
68,47.185184,38.555557,-12.888889,3
114,29.814816,18.333334,-17.777779,3
93,6.777778,3.222222,-4.666666,3
122,19.88889,17.88889,-9.666667,3
73,5.814815,2.333334,-4.111111,3
83,14.37037,9,-8.777778,3
111,18.037037,9.666667,-11.111111,3
132,1.962963,0.666667,-2.888889,3
117,1.333333,0.222222,-3.333333,3
124,2.518518,0.222222,-3.888889,3
114,1.851852,0.111111,-3.222222,3
118,0.925926,0,-2.111111,3
106,2.185185,0.333333,-2.555556,3
133,0.962963,0,-2.555556,3
115,2.740741,0.333333,-3.222222,3
136,15.518518,9,-9.888889,3
119,4.37037,2.111111,-0.444444,3
138,1.407407,0,-2.888889,3
144,1,0,-3,3
