@relation segment

@attribute Region-centroid-row numeric
@attribute Region-pixel-count numeric
@attribute Rawred-mean numeric
@attribute Exblue-mean numeric
@attribute Exgreen-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
120,9,22.11111,20.333334,-15.666667,1
88,9,18.777779,20.222221,-14.777778,1
102,9,20.333334,14.222222,-14.444445,1
139,9,7.555555,3.333333,-7.666666,1
135,9,7.111111,2.777778,-7.555555,1
124,9,6.666666,2.666667,-7.333334,1
145,9,5.333334,2.777778,-6.555555,1
137,9,7.777778,1.777778,-7.555555,1
92,9,18.777779,15.222222,-15.444445,1
106,9,19.555555,13.666667,-15,1
108,9,21,18.88889,-16.11111,1
111,9,7.666666,2.888889,-8.111111,1
66,9,25.333334,29.444445,-20.222221,1
149,9,4.111111,9.666667,-5.666666,1
134,9,7.444445,3.111111,-7.222222,1
126,9,6.444445,2.555556,-7.111111,1
146,9,5.666666,5,-6.666666,1
130,9,7.333334,3.111111,-7.555555,1
67,9,25.11111,26.222221,-20.11111,1
115,9,15.666667,15.666667,-13,1
102,9,22.11111,20.11111,-17.222221,1
112,9,7,5.666666,-8,1
102,9,18.555555,11.888889,-13.777778,1
123,9,7.888889,4.444445,-7.222222,1
50,9,21.666666,20.88889,-16.777779,1
53,9,20.88889,17.666666,-15.666667,1
107,9,18.777779,8.222222,-14.444445,1
104,9,20.222221,14.111111,-14.222222,1
116,9,7.111111,4.666666,-7.666666,1
86,9,18.555555,14.888889,-14.777778,1
143,9,6.111111,2.777778,-7.555555,1
131,9,7.555555,2.111111,-6.888889,1
81,9,20.11111,16.88889,-15.777778,1
60,9,22.444445,21.666666,-17.666666,1
56,9,19.444445,16.777779,-15.555555,1
108,9,19,8.333333,-14,1
118,9,7,3.111111,-7.222222,1
138,9,7.333334,2.444444,-7.222222,1
62,9,23.777779,30.88889,-20.11111,1
133,9,7.777778,4.333334,-8.333333,1
116,9,21.333334,18,-15.666667,1
113,9,7.111111,2.555556,-7.444445,1
138,9,7,2.666667,-7.333334,1
124,9,6.888889,1.666667,-7,1
85,9,20.444445,20,-17,1
60,9,18.88889,16.333334,-15,1
120,9,7.777778,2.444444,-7.888889,1
110,9,4.333334,6.333334,-6.666666,1
103,9,21.222221,18.444445,-16.555555,1
86,9,23.555555,21.11111,-18.88889,1
73,9,19.777779,18.444445,-15.888889,1
63,9,20.333334,21.88889,-15.777778,1
119,9,21.333334,17.222221,-16.444445,1
101,9,21.555555,20.333334,-17.666666,1
145,9,6.333334,3.777778,-6.888889,1
131,9,6.666666,2.444444,-6.888889,1
137,9,7.777778,1.777778,-7.555555,1
92,9,20.222221,11.888889,-14.444445,1
126,9,7.666666,4.555555,-8.111111,1
124,9,7.111111,3.666667,-7.333334,1
70,9,24.444445,23.88889,-19.11111,1
128,9,7.888889,1.555556,-7.444445,1
84,9,23.555555,18.444445,-17.555555,1
110,9,18.88889,10.555555,-13.444445,1
56,9,23.333334,28.666666,-19.333334,1
118,9,7.555555,4.222222,-8.111111,1
111,9,7,4.888889,-7.777778,1
75,9,23.333334,26.444445,-18.555555,1
89,9,21.666666,18.333334,-16.333334,1
101,9,18.333334,8.888889,-13.111111,1
117,9,6.333334,5.333334,-7,1
77,9,24.11111,21.444445,-18.222221,1
41,9,20.777779,21.88889,-16.777779,1
95,9,21.11111,15.333333,-15.333333,1
86,9,23.333334,19.222221,-17.777779,1
71,9,21.88889,20.666666,-18,1
139,9,6.555555,3.333333,-7,1
114,9,7.555555,3.666667,-7.666666,1
64,9,22.666666,23.444445,-19.222221,1
61,9,22.666666,20.777779,-17.555555,1
108,9,19,10.333333,-14.333333,1
124,9,7.111111,3.666667,-7.333334,1
55,9,21.666666,23,-17.666666,1
90,9,22,19.444445,-17.555555,1
113,9,7.222222,4.888889,-8.111111,1
132,9,7.111111,2.222222,-7.444445,1
132,9,7.444445,1.444444,-6.555555,1
57,9,24.666666,24.444445,-19.555555,1
62,9,20.555555,18.11111,-16.222221,1
85,9,18.88889,11.777778,-14.555555,1
116,9,7.555555,5.222222,-8.444445,1
34,9,18.222221,22.666666,-16.333334,1
55,9,21.666666,23,-17.666666,1
100,9,20.88889,14.777778,-15.555555,1
60,9,24.666666,25.444445,-19.222221,1
104,9,19.222221,13.555555,-15.111111,1
123,9,6,2.333333,-6.666666,1
128,9,6.888889,3.333333,-7.333334,1
66,9,21.222221,21.777779,-17.555555,1
123,9,7.555555,2.555556,-7.777778,1
113,9,20,15.555555,-14.777778,1
44,9,17.333334,19.444445,-15.222222,1
67,9,22.555555,16.88889,-17.777779,1
54,9,22.777779,23.88889,-18.444445,1
64,9,21.777779,22.777779,-17.222221,1
74,9,21.666666,19.444445,-17.222221,1
107,9,18.333334,10.444445,-13.888889,1
115,9,21.333334,17.88889,-15.777778,1
80,9,24.333334,20.222221,-18.777779,1
96,9,20.777779,18.11111,-15.222222,1
106,9,20,15.333333,-15.333333,1
61,9,18.666668,15.777778,-14.888889,1
131,9,6.888889,2.333333,-7,1
83,9,19.555555,15,-15.333333,1
68,9,20.444445,20.555555,-17.11111,1
116,9,21.222221,17.555555,-16.11111,1
131,9,7.222222,0.666667,-6.666666,1
73,9,19.222221,15.111111,-15.555555,1
60,9,24.666666,25.444445,-19.222221,1
110,9,18.88889,10.555555,-13.444445,1
124,9,7.444445,3.666667,-8,1
59,9,22.666666,21.11111,-17.555555,1
124,9,7.666666,3.444444,-7.888889,1
56,9,21.11111,22.444445,-17.555555,1
123,9,8.222222,3.777778,-8.222222,1
91,9,19.777779,14.444445,-14.555555,1
130,9,8.555555,4.111111,-7.888889,1
149,9,5.555555,13.111111,-7.222222,1
51,9,18.777779,18.222221,-15.777778,1
124,9,7.555555,3.666667,-7.666666,1
68,9,17.666668,15.888889,-15.777778,1
60,9,19.333334,17.555555,-15.777778,1
92,9,22.777779,19.666666,-17.666666,1
86,9,24.222221,25.555555,-18.777779,1
121,9,8,3.111111,-7.888889,1
101,9,21.222221,16.444445,-16.222221,1
61,9,20.333334,21.11111,-16.88889,1
103,9,17.666668,8.888889,-13.444445,1
57,9,24.666666,24.444445,-19.555555,1
129,9,8,3.111111,-7.888889,1
45,9,20.555555,20.555555,-16.444445,1
67,9,22.88889,21.11111,-18.555555,1
69,9,22,24.666666,-17.666666,1
115,9,8.222222,3.666667,-8.333333,1
111,9,6.444445,4.666666,-7.666666,1
111,9,7,4,-8,1
140,9,6.555555,1.666667,-6.333334,1
107,9,19.444445,13.111111,-15.555555,1
143,9,6.666666,2.777778,-6.888889,1
114,9,6.111111,5.666666,-7.666666,1
138,9,7.333334,2.444444,-7.222222,1
113,9,6.888889,3.444444,-7.555555,1
122,9,7.222222,4,-7.666666,1
136,9,8.333334,3.555556,-8.111111,1
114,9,19,8.666667,-14,1
116,9,7.555555,5.444445,-8.222222,1
147,9,4.111111,8.555555,-7.111111,1
133,9,7.777778,4.333334,-8.333333,1
122,9,8.111112,2.444444,-7.555555,1
111,9,6.888889,2.777778,-7.222222,1
68,9,24.222221,29.11111,-20.222221,1
100,9,21.666666,14.777778,-16.555555,1
89,9,21.333334,17.666666,-16,1
129,9,8.444445,2.666667,-8,1
91,9,22,18.88889,-17.444445,1
118,9,21.555555,18.777779,-15.222222,1
143,9,6.777778,4,-8,1
117,9,7.666666,3.333333,-7.333334,1
116,9,7.555555,5.222222,-8.444445,1
75,9,22,19.777779,-17.555555,1
58,9,20,19.222221,-16.444445,1
121,9,21.666666,21,-16.666666,1
147,9,5.666666,9.555555,-8.444445,1
77,9,23.444445,21.222221,-18.11111,1
92,9,23.11111,20,-18.333334,1
145,9,5.555555,0.222222,-5.111111,1
88,9,21.444445,15.555555,-16.444445,1
64,9,17.555555,18.666666,-14.666667,1
106,9,22,20.555555,-17.444445,1
88,9,21.333334,18.88889,-16.444445,1
75,9,24,20.444445,-17.88889,1
140,9,7.888889,3,-7.666666,1
126,9,8.777778,2.777778,-7.222222,1
145,9,5.555555,0.222222,-5.111111,1
104,9,20.88889,19.666666,-17,1
95,9,21.333334,15.777778,-15.555555,1
124,9,7.444445,3.888889,-8.111111,1
129,9,7.888889,3,-7.666666,1
117,9,7.333334,5.333334,-8,1
90,9,23.666666,22.11111,-18.555555,1
133,9,8.333334,3.333333,-8.333333,1
109,9,19.222221,8.222222,-14.111111,1
81,9,20.333334,14.444445,-15.888889,1
143,9,7.555555,2.333333,-8,1
130,9,6.888889,2.666667,-7.333334,1
111,9,6.888889,2.777778,-7.222222,1
103,9,19.222221,12.666667,-15.333333,1
67,9,19.555555,17.666666,-16.333334,1
78,9,24,19.88889,-18.11111,1
114,9,7,4.666666,-8,1
104,9,20.555555,20.222221,-16.11111,1
59,9,22.333334,27.777779,-19.555555,1
126,9,7.666666,0.777778,-7.555555,1
116,9,21.222221,17.555555,-16.11111,1
116,9,6.777778,4.111111,-7.555555,1
59,9,20.777779,20.88889,-17.777779,1
142,9,6.777778,1.222222,-7.111111,1
116,9,17,11.444445,-13.888889,1
85,9,20.777779,18,-17,1
80,9,24,25.333334,-19.333334,1
66,9,18.555555,16,-15.666667,1
74,9,22.555555,20.88889,-17.777779,1
135,9,7.444445,2.222222,-7.444445,1
114,9,6.555555,2.555556,-6.444445,1
122,9,7,3.333333,-7.666666,1
111,9,19.777779,10.777778,-14.222222,1
63,9,17.222223,16.777779,-14.222222,1
128,9,6.888889,1.222222,-6.777778,1
71,9,21.777779,18.666666,-17,1
85,9,18.88889,11.777778,-14.555555,1
118,9,20.222221,18.666666,-16,1
142,9,6.222222,1.888889,-6.777778,1
125,9,7.222222,3.111111,-7.222222,1
109,9,19.222221,9.666667,-14,1
95,9,21.333334,15.777778,-15.555555,1
136,9,7.777778,2.888889,-7.444445,1
44,9,17.333334,19.444445,-15.222222,1
124,9,8.222222,5.111111,-8.555555,1
115,9,7.333334,4.777778,-7.888889,1
74,9,21,17.222221,-16.777779,1
136,9,7.111111,2.444444,-6.888889,1
101,9,19.666668,13.555555,-15.444445,1
149,9,4.111111,9.666667,-5.666666,1
47,9,82.55556,73,-29.333334,2
53,9,104.333336,51.22222,-24.777779,2
21,9,115.77778,45.333332,-12.333333,2
21,9,113.44444,50.555557,-14.111111,2
40,9,113.333336,47.666668,-16.333334,2
47,9,93.22222,65,-23.333334,2
58,9,110.44444,49.555557,-14.111111,2
18,9,114,49.11111,-14.222222,2
57,9,113,48.22222,-14.444445,2
79,9,93.888885,56.444443,-14.888889,2
29,9,88.77778,69.22222,-25.777779,2
71,9,111.44444,48.444443,-16.222221,2
46,9,116,44.88889,-14.777778,2
58,9,96.333336,52.11111,-13.888889,2
41,9,128.44444,32,-11.666667,2
50,9,109.22222,53.11111,-17.222221,2
15,9,134.33334,28,-8.666667,2
70,9,104,45.77778,-20.222221,2
81,9,75.66667,78.111115,-33.88889,2
21,9,120.666664,38.11111,-10.555555,2
58,9,77.333336,76.888885,-29.444445,2
57,9,84,68.888885,-25.11111,2
24,9,117.666664,42.11111,-12.222222,2
35,9,113.77778,48.444443,-14.222222,2
53,9,128.22223,33,-13.333333,2
83,9,74.55556,78.77778,-30.555555,2
45,9,110.55556,51.444443,-14.555555,2
32,9,99.22222,61.555557,-23.11111,2
45,9,87.111115,68.333336,-26,2
96,9,103.44444,49.555557,-25.11111,2
44,9,93,62.333332,-23.333334,2
13,9,134.88889,24.88889,-4.777778,2
39,9,116.55556,46.11111,-13.222222,2
27,9,132.55556,27.11111,-12.222222,2
55,9,101,55.666668,-17.666666,2
59,9,116.55556,42.88889,-14.111111,2
50,9,109.888885,53.11111,-16.555555,2
15,9,90.888885,73.77778,-26.88889,2
37,9,80.111115,75.55556,-28.11111,2
25,9,97.77778,57.333332,-14,2
54,9,97.55556,52.444443,-15.222222,2
39,9,113.888885,48.444443,-17.555555,2
49,9,113.111115,49.22222,-16.444445,2
41,9,130.66667,30.222221,-10.777778,2
17,9,118.77778,42,-9.666667,2
31,9,115.55556,48.77778,-14.888889,2
51,9,110.666664,53.444443,-16.555555,2
94,9,106.888885,43.11111,-24.222221,2
56,9,116.22222,45.666668,-15,2
64,9,77.22222,77.55556,-30.777779,2
50,9,94.666664,55,-16.666666,2
74,9,89.111115,64.111115,-25.88889,2
18,9,97.22222,55,-10.333333,2
11,9,136.88889,22.333334,-2.666667,2
20,9,102.666664,55.444443,-21.88889,2
13,9,122.111115,39,-10,2
41,9,110.22222,52.22222,-18.444445,2
109,9,89.44444,59.22222,-20.11111,2
32,9,115.111115,48,-14.666667,2
34,9,113.666664,49.555557,-14.111111,2
68,9,94.22222,56.88889,-17.444445,2
91,9,92.55556,55.666668,-18.666666,2
96,9,76,74.55556,-30.11111,2
28,9,99.44444,54.444443,-13.888889,2
19,9,97.666664,59.77778,-21.88889,2
94,9,80.888885,71.77778,-28.555555,2
58,9,112.55556,43.333332,-12,2
55,9,90,63.11111,-23.88889,2
29,9,119.22222,43.333332,-15.666667,2
30,9,115.111115,46.77778,-15.888889,2
35,9,117.44444,45,-14.666667,2
78,9,93.22222,56.444443,-15.555555,2
64,9,96.333336,52.333332,-15,2
76,9,74.55556,79.44444,-32.88889,2
75,9,72,82,-32.333332,2
50,9,113.111115,50.333332,-17.333334,2
18,9,102.333336,49,-14.666667,2
36,9,128.55556,32.444443,-12.222222,2
18,9,102.44444,54.555557,-19.444445,2
72,9,79.22222,71,-28.333334,2
85,9,79.22222,73.333336,-30.333334,2
38,9,100.44444,53.88889,-14.777778,2
27,9,130.33334,27.777779,-9.888889,2
58,9,110.111115,50.333332,-14.666667,2
64,9,96.333336,52.333332,-15,2
33,9,96.77778,54.22222,-12.777778,2
62,9,100.666664,50.77778,-22.222221,2
13,9,119.666664,45.11111,-12.888889,2
99,9,79,73.77778,-30.555555,2
46,9,93.888885,64.111115,-23.222221,2
17,9,115,47.22222,-13.777778,2
71,9,72.77778,79.22222,-30.11111,2
22,9,132.11111,30.777779,-14.222222,2
44,9,85,67.333336,-25.333334,2
18,9,131.44444,30,-10.666667,2
51,9,117,41.666668,-13.666667,2
45,9,111.111115,47.444443,-16.222221,2
28,9,96.111115,59.11111,-12.888889,2
85,9,88.77778,64.55556,-27.777779,2
33,9,113.22222,49,-15,2
40,9,96.22222,54.88889,-11.444445,2
31,9,101.888885,52.77778,-13.555555,2
77,9,93.888885,52.77778,-11.555555,2
25,9,117.77778,43,-12.333333,2
66,9,106.888885,43.666668,-21.666666,2
63,9,108.44444,52,-16.666666,2
15,9,100.111115,54.77778,-13.888889,2
26,9,131,29,-11.333333,2
31,9,130.77779,27.11111,-10.222222,2
44,9,113.44444,42.88889,-11.777778,2
20,9,116.77778,46,-14.333333,2
40,9,117.44444,44.444443,-14.555555,2
65,9,82.77778,71.333336,-27.666666,2
20,9,98.44444,53.555557,-13.777778,2
56,9,115.888885,44,-13.666667,2
81,9,77.22222,78.77778,-33.88889,2
23,9,111,50.333332,-14.333333,2
52,9,101,52.77778,-20.88889,2
81,9,105.666664,47.88889,-26.11111,2
49,9,97.111115,60,-24.666666,2
28,9,97.888885,61.88889,-24.11111,2
45,9,95.888885,53.77778,-14.555555,2
65,9,111.666664,51,-17,2
42,9,95.666664,51.88889,-12.111111,2
66,9,79.111115,71.666664,-28.666666,2
13,9,122.77778,39.555557,-11.111111,2
62,9,85.666664,65.333336,-23.333334,2
59,9,110.55556,50.22222,-15.777778,2
30,9,100.77778,50.555557,-13.111111,2
81,9,91.888885,56.88889,-14.777778,2
44,9,112,42.88889,-11.111111,2
62,9,116.333336,40.11111,-12.888889,2
18,9,97.22222,55,-10.333333,2
12,9,107.22222,48.88889,-13.444445,2
30,9,112.77778,49,-17.333334,2
89,9,93.111115,58.11111,-19.222221,2
57,9,129.88889,30.777779,-12.555555,2
90,9,105.888885,45.22222,-22.444445,2
68,9,95.111115,57.333332,-25.333334,2
87,9,127.888885,33.11111,-10.555555,2
40,9,114.44444,47.77778,-17.222221,2
29,9,98.55556,55.444443,-14.888889,2
56,9,115.888885,44,-13.666667,2
29,9,119.22222,43.333332,-15.666667,2
47,9,129,31.777779,-11.555555,2
20,9,114,46.666668,-13.666667,2
63,9,92.666664,52.88889,-14.111111,2
15,9,123,39.333332,-11.666667,2
25,9,88,69.55556,-26.11111,2
99,9,79,73.77778,-30.555555,2
21,9,115.77778,45.333332,-12.333333,2
58,9,97.666664,53.22222,-15.111111,2
33,9,97.77778,62,-21.333334,2
17,9,120.77778,40.77778,-12.222222,2
35,9,83.333336,71.44444,-25.222221,2
46,9,112.77778,49.333332,-14,2
36,9,98.22222,55.22222,-14.111111,2
13,9,137.11111,21.222221,-7.111111,2
57,9,112.22222,46.333332,-12.333333,2
79,9,93.888885,56.444443,-14.888889,2
104,9,87.22222,58.11111,-18.222221,2
45,9,88.111115,67.888885,-26.444445,2
48,9,112.22222,47.22222,-16.777779,2
15,9,133.88889,27.777779,-8.555555,2
34,9,91.22222,65.55556,-22.777779,2
39,9,102.55556,55.88889,-23.444445,2
57,9,129.44444,32.666668,-13.666667,2
78,9,128.66667,34.333332,-13.666667,2
83,9,74.55556,78.77778,-30.555555,2
62,9,117.55556,41.555557,-14.777778,2
33,9,96.77778,62,-22.666666,2
88,9,101.55556,50.88889,-23.777779,2
46,9,112.77778,49.333332,-14,2
66,9,111,51.666668,-17,2
71,9,96.666664,50.333332,-23.333334,2
63,9,96.22222,51.555557,-13.444445,2
25,9,117.77778,43,-12.333333,2
19,9,116.55556,46.77778,-13.888889,2
29,9,119,42.88889,-14.444445,2
65,9,115.333336,48,-17,2
72,9,115.333336,45,-14.333333,2
49,9,117,47.11111,-15.888889,2
67,9,92.111115,58.444443,-16.555555,2
66,9,80.66667,71,-27.666666,2
51,9,95.22222,54.77778,-14.222222,2
35,9,131.22223,29.222221,-13.444445,2
39,9,116.333336,46.11111,-13.888889,2
48,9,94.77778,63.666668,-24.333334,2
11,9,135.11111,25.666666,-6.333334,2
115,9,123.22222,37.666668,-9,2
40,9,95.333336,56.88889,-12.777778,2
30,9,99.333336,54.444443,-13.555555,2
26,9,98.333336,56,-14.333333,2
90,9,105.666664,45.666668,-23.333334,2
27,9,132.55556,25.444445,-8.888889,2
50,9,93.888885,63.22222,-17.11111,2
67,9,112.333336,46.666668,-15,2
54,9,109.111115,47,-24,2
36,9,100.77778,55.22222,-15.444445,2
77,9,128.55556,34.22222,-12.111111,2
15,9,118.333336,44.22222,-11.444445,2
35,9,114.44444,46.666668,-16.333334,2
13,9,106.55556,51.333332,-15,2
40,9,114,49.333332,-16,2
25,9,114.333336,48.555557,-13.444445,2
31,9,129.88889,28.88889,-10.777778,2
49,9,116.333336,46.77778,-17.222221,2
90,9,105.888885,45.22222,-22.444445,2
30,9,97.666664,53.333332,-12.666667,2
32,9,115.111115,48,-14.666667,2
101,9,126.44444,36.88889,-11.444445,2
31,9,117.111115,43.22222,-14.111111,2
25,9,89.111115,69.77778,-26.222221,2
71,9,115.55556,44.77778,-13.555555,2
52,9,101,52.77778,-20.88889,2
54,9,96.77778,51.77778,-15.555555,2
11,9,136.88889,22.333334,-2.666667,2
68,9,115.666664,45.666668,-15.333333,2
41,9,95.111115,57.555557,-13.777778,2
47,9,116,45.88889,-14.777778,2
29,9,119,42.88889,-14.444445,2
30,9,100.77778,50.555557,-13.111111,2
42,9,128.11111,33.444443,-11.888889,2
52,9,115.55556,43.333332,-12.666667,2
75,9,105.888885,48.88889,-16.444445,2
49,9,108.111115,55.88889,-18.11111,2
20,9,114,46.666668,-13.666667,2
12,9,115.55556,47,-11.333333,2
58,9,76.888885,77.55556,-30.11111,2
38,9,113.333336,50.444443,-15.888889,2
43,9,117.333336,42.22222,-14.777778,2
27,9,132.55556,25.444445,-8.888889,2
82,9,92.888885,58.11111,-17.222221,2
42,9,117,44.22222,-14.111111,2
27,9,111.55556,48,-14.666667,2
35,9,83,72.22222,-27.444445,2
51,9,113.22222,50.11111,-16.555555,2
39,9,99.44444,54.333332,-13.666667,2
19,9,101,54.22222,-14.444445,2
54,9,127.55556,33.666668,-13.333333,2
41,9,103.888885,53.444443,-24.88889,2
47,9,127.44444,33,-11,2
50,9,94.666664,55,-16.666666,2
55,9,113.888885,45.666668,-15,2
92,9,74.888885,75.333336,-29,2
16,9,99.55556,54.11111,-13.888889,2
71,9,115.55556,44.77778,-13.555555,2
32,9,129.77779,30.11111,-10.555555,2
62,9,112.333336,47.555557,-14.111111,2
16,9,87.55556,67.44444,-22.555555,2
72,9,114.111115,47,-13,2
93,9,70.66667,77.44444,-30.555555,2
48,9,127.55556,33.77778,-11.888889,2
80,9,102.888885,48.77778,-24.222221,2
14,9,100.111115,54.88889,-13.777778,2
28,9,96.44444,57.22222,-11.777778,2
16,9,134.66667,28.444445,-11.222222,2
60,9,99.55556,55.333332,-24.666666,2
14,9,99,53.77778,-12.555555,2
23,9,111.888885,51.666668,-14,2
15,9,119.666664,45.555557,-14.111111,2
13,9,88.22222,73,-25.333334,2
113,9,124.666664,37.666668,-12.333333,2
40,9,114.22222,49.555557,-16.777779,2
26,9,131.44444,29.222221,-12.444445,2
14,9,104.22222,51.333332,-13,2
57,9,115.77778,43,-12,2
18,9,133.33334,26.777779,-10.888889,2
57,9,111.333336,50,-17,2
43,9,94.111115,63.22222,-24.11111,2
33,9,96.77778,54.22222,-12.777778,2
25,9,103.666664,52.555557,-14.777778,2
24,9,110.77778,48.444443,-15.888889,2
107,9,125.77778,34.666668,-11,2
97,9,126.55556,33.22222,-9.777778,2
54,9,112.666664,50.88889,-15.777778,2
74,9,89.111115,64.111115,-25.88889,2
18,9,133.33334,26.777779,-10.888889,2
93,9,103.888885,47.11111,-21.88889,2
46,9,129.44444,30.11111,-11.888889,2
98,9,77.333336,73.666664,-28.666666,2
20,9,115.666664,47.333332,-14.666667,2
21,9,115,48.22222,-12.777778,2
54,9,97.888885,51.333332,-15,2
62,9,115.77778,42.333332,-13.666667,2
80,9,82.44444,69,-27.333334,2
16,9,99.111115,57.88889,-19.777779,2
36,9,89.55556,66.55556,-26.11111,2
40,9,96.22222,54.88889,-11.444445,2
46,9,100.888885,54.77778,-13.555555,2
86,9,92.888885,55,-16.333334,2
61,9,95.111115,57.77778,-15.888889,2
43,9,115.666664,44.88889,-16.11111,2
60,9,114,44,-15,2
101,9,126.44444,36.88889,-11.444445,2
28,9,111,48.444443,-13.888889,2
42,9,130.44444,31.11111,-11.222222,2
95,9,0.777778,12.888889,-5.777778,3
136,9,0,0,0,3
125,9,0,5.888889,-2.444444,3
122,9,3.333333,14.111111,-4.222222,3
88,9,0.444444,11,-4,3
90,9,0.555556,12.222222,-5.444445,3
111,9,9.666667,36.22222,-11.111111,3
116,9,0.333333,8.777778,-3.222222,3
139,9,16,13.444445,-7.222222,3
127,9,0.555556,8.444445,-1.888889,3
130,9,0,5,-2.333333,3
100,9,0.111111,4.666666,-1.333333,3
126,9,0.555556,7.333334,-0.666667,3
89,9,0.111111,12.444445,-5.888889,3
99,9,0.111111,10.555555,-4.777778,3
138,9,9.888889,24.777779,-4.888889,3
106,9,0.333333,8.111111,-2.555556,3
135,9,0,5.444445,-2.555556,3
112,9,0,2.333333,-1,3
95,9,2.333334,18.222221,-5.777778,3
91,9,0.444444,10.777778,-4.222222,3
100,9,4.666667,15.555555,-5.111111,3
106,9,0.444444,11.111111,-5.222222,3
107,9,7.333334,8.111111,-1.555556,3
109,9,1.444444,12.444445,-3.888889,3
102,9,0.555556,12.888889,-4.444445,3
119,9,2.111111,7.222222,-0.444444,3
125,9,12.444445,21.777779,-9.888889,3
142,9,1.666667,10.111111,-3.555556,3
99,9,1.111111,14.555555,-5.444445,3
78,9,70.77778,35.333332,-8.666667,3
141,9,0.111111,6.333334,-2,3
125,9,0.444444,6.333334,-2.333333,3
77,9,1.222222,15.666667,-4.333334,3
124,9,0,4,-2,3
136,9,6.666666,26.11111,-9.555555,3
116,9,0.555556,8.555555,-1.777778,3
136,9,0.111111,5.666666,-2.666667,3
133,9,0,0,0,3
87,9,58.77778,34.666668,-8.666667,3
93,9,2,13,-4,3
124,9,0.111111,4.888889,-1.777778,3
91,9,38.444443,25.11111,-7.555555,3
124,9,4.111111,15.888889,-5.444445,3
122,9,14.222222,32.88889,-15.111111,3
88,9,3.555556,16.666666,-4,3
122,9,0,2,-1,3
104,9,14.888889,14.444445,-3.222222,3
141,9,7.888889,17.666666,-3.333333,3
122,9,0,2,-0.333333,3
119,9,0.111111,6,-2.666667,3
122,9,10.222222,27.444445,-9.555555,3
133,9,0,4.444445,-2.222222,3
98,9,0.333333,4.111111,-0.555556,3
115,9,0.555556,8.888889,-2.444444,3
75,9,47.444443,31.333334,-8.666667,3
72,9,1.555556,14.777778,-5.888889,3
129,9,0,3.111111,-1.555556,3
145,9,9.888889,20,-9.333333,3
120,9,0.222222,7.555555,-2.444444,3
146,9,0,0,0,3
118,9,0,0.222222,-0.111111,3
120,9,0.111111,6,-2.333333,3
91,9,0.555556,14.222222,-6.111111,3
133,9,0,5.444445,-2.555556,3
