@relation 'segment-weka.filters.unsupervised.attribute.Remove-V-R2-3,8,10,16,19-20'

@attribute Region-centroid-row numeric
@attribute Region-pixel-count numeric
@attribute Hedge-mean numeric
@attribute Intensity-mean numeric
@attribute Exgreen-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
123,9,0.611111,1.074074,-1.888889,-2.16921,3
117,9,0,0,0,0,3
18,9,1.277777,125.62963,-14.222222,-2.352184,2
47,9,1.000001,126.37037,-14.777778,-2.315792,2
26,9,0.888888,136.88889,-11.333333,-2.230725,2
215,9,2.5,23.814816,20.555555,2.471757,7
125,9,0.666667,5.851852,-7.222222,-0.944272,1
58,9,1.388889,20.925926,-16.444445,-1.685074,1
47,9,1.111109,135.74074,-11.555555,-2.262555,2
125,9,0.833333,1.777778,-2.333333,-2.237562,3
192,9,4.944445,58.11111,-22.666666,-2.034048,6
120,9,0.722222,1.518519,-3.555556,-2.133095,3
103,9,1.111111,2.148148,-4.444445,-2.185466,3
179,9,4.555556,35.48148,-13.444445,-2.0752,6
92,9,2.333333,23.666666,-18.333334,-1.637777,1
115,9,3.888889,19.925926,-14.444445,-1.440963,1
240,9,2.277778,12.148149,15.555555,2.043865,7
89,9,0.166667,3.111111,-1.333333,-1.890484,5
197,9,4.555556,55.444443,-23.333334,-2.024321,6
38,9,0.888888,124.85185,-15.888889,-2.322923,2
141,9,0.722222,1.555556,-2,-2.285991,3
142,9,0,0,0,0,5
179,9,1.555556,11.814815,13.222222,2.04457,7
211,9,1.666667,16.37037,12.888889,2.239034,7
199,9,0.833334,17.962963,15.777778,2.129513,7
92,9,0.77778,90.333336,-29,-2.242802,2
165,9,1.777778,17.333334,16,2.471197,7
99,9,2.444444,15.481482,-12.111111,-2.112503,5
36,9,0.5,7.518518,-8.222222,-2.097293,5
73,9,0.777777,46.296295,-12.555555,-1.681589,4
91,9,3.277778,6.259259,-6.111111,-2.282744,3
188,9,7.38889,30.592592,-12.111111,-2.014509,6
124,9,1.833333,3,-4,-2.118937,3
128,9,0.388889,0.740741,-2.222222,-2.094395,3
185,9,3.111111,49.037037,-19.777779,-2.006186,6
68,9,1.111111,38.592594,-10.444445,-1.624846,4
143,9,0.5,5.666666,-8,-0.796918,1
115,9,4.166667,22.037037,-15.777778,-1.619549,1
88,9,1.555556,3.296296,-5.222222,-2.216544,3
162,9,1.944445,24.518518,16.11111,2.557389,7
57,9,0.999999,65.703705,-22.444445,-2.030703,4
103,9,2.277778,16.148148,-13.444445,-1.219211,1
60,9,1.277778,19.925926,-15.777778,-1.650048,1
250,9,1.444444,9.222222,13.666667,2.192935,7
195,9,2.944445,14.740741,16.11111,2.193764,7
48,9,1.277781,134.85185,-11.888889,-2.278428,2
159,9,2.222222,26.11111,-7.666666,-1.802554,4
93,9,0.388889,14.814815,-12.777778,-2.102707,5
211,9,1.611111,20.518518,17.11111,2.416354,7
58,9,1.055559,109.07407,-13.888889,-2.375207,2
124,9,0.388889,6.037037,-8.111111,-1.02473,1
207,9,6.444444,56.814816,-20.777779,-2.062724,6
246,9,1.722222,9.407408,-2.555556,-1.190561,7
152,9,1.222222,1.518519,-2.555556,-1.933239,5
184,9,10.611111,31.703703,-10.111111,-2.215464,6
232,9,1.5,8.814815,11.555555,2.201318,7
111,9,0.611111,5.407407,-7.222222,-0.897859,1
133,9,1.166666,48.666668,-20.333334,-2.111789,4
90,9,6.777779,9,-7.333334,-2.266389,3
58,9,1.000001,92.703705,-30.11111,-2.239301,2
81,9,0.833332,92.18519,-33.88889,-2.187399,2
61,9,1.555555,21.74074,-16.88889,-1.737293,1
68,9,2.388889,17.703703,-15.777778,-1.563972,1
26,9,0.444444,112.22222,-14.333333,-2.38614,2
180,9,1.944444,13.851851,14.777778,2.487917,7
143,9,0.888889,4.185185,-5.888889,-2.257412,3
141,9,2.166667,12.666667,-3.333333,-2.451571,3
123,9,0.5,1.518519,-3.555556,-2.164094,3
133,9,1.166667,6.444445,-8.333333,-1.077659,1
126,9,1.833334,20.555555,-11,-2.158805,4
114,9,0.611111,16.185184,-12.222222,-2.141659,5
185,9,5.777777,44.962963,-17.222221,-2.004988,6
64,9,2.888888,23.62963,-17.222221,-1.756712,1
72,9,1.055559,125.55556,-14.333333,-2.32084,2
188,9,3.611111,50.407406,-19.88889,-1.995072,6
237,9,2.333333,14.148149,12.555555,2.37843,7
75,9,5.666666,39.703705,-13.777778,-2.036435,4
101,9,1.111111,45.037037,-18.11111,-2.094303,4
130,9,0.222222,1.185185,-3.555556,-1.861154,5
185,9,2.388889,12.962963,13.777778,1.83885,7
48,9,0.555555,122.37037,-16.777779,-2.278604,2
111,9,1.611111,19.925926,-14.444445,-1.58144,1
38,9,2.111111,113.48148,-14.777778,-2.370002,2
138,9,0.444444,5.444445,-7.333334,-0.880521,1
101,9,2.222222,19.037037,-15.444445,-1.457591,1
124,9,1.277779,38.592594,-14.777778,-1.907502,4
126,9,2.555556,10.185185,-5.222222,-2.449839,3
191,9,3.277778,59.74074,-24.555555,-2.03548,6
83,9,1.500001,49.444443,-16.333334,-1.973615,4
185,9,2.5,50.22222,-19,-2.007175,6
235,9,5.277778,15.074074,9.444445,2.586018,7
203,9,1.333333,9.777778,17,1.984785,7
118,9,0.444445,6.259259,-8.111111,-1.076198,1
156,9,2.5,21,-12,-2.109365,4
83,9,8.333333,23.296297,-5.222222,-2.321343,3
82,9,2.5,15.222222,-9.333333,-2.102722,5
45,9,1.555557,121.51852,-16.222221,-2.292668,2
131,9,0,0,0,0,5
171,9,3.666667,45.77778,-17.333334,-2.032929,6
112,9,1.055556,59.148148,-21.777779,-2.078463,4
13,9,1.666664,141.59259,-4.777778,-2.449265,2
55,9,1.444447,103.07407,-23.88889,-2.251012,2
102,9,1.166667,4.037037,-4.111111,-2.316112,3
15,9,1.222225,106.51852,-26.88889,-2.266452,2
62,9,0.444444,7.62963,-8.555555,-2.066953,5
143,9,0.444444,5.444445,-8,-1.048222,1
188,9,6.611112,30.62963,-12.222222,-2.03822,6
174,9,3.166667,56.185184,-23.88889,-2.037351,6
100,9,0.444445,57.148148,-20.777779,-2.024061,4
124,9,0.277778,0.666667,-2,-2.094395,3
249,9,2.333334,13.37037,4.222222,2.563437,7
90,9,3.333333,5,0.333333,-2.639389,3
186,9,1.777777,48.444443,-20.333334,-1.973056,6
136,9,2.833333,4.851852,-5.222222,-2.123905,4
245,9,2.222222,14.222222,12.666667,2.395431,7
183,9,2.944444,54.74074,-22.555555,-1.991701,6
62,9,1.222223,21.222221,-16.666666,-1.620398,1
201,9,2.444445,19.148148,17.88889,2.389747,7
130,9,2.611111,1.740741,-2.222222,-2.094395,5
71,9,1.333333,89.14815,-30.11111,-2.249475,2
183,9,4.666666,55.74074,-23.555555,-2.005196,6
126,9,0.555556,4.925926,-7.111111,-0.877707,1
109,9,2.833333,4.296296,-3.888889,-2.283787,3
105,9,0.611111,50.185184,-18.555555,-1.991964,4
112,9,0.5,23.703703,-13.111111,-2.085248,5
191,9,2.944444,49.185184,-18.222221,-1.998993,6
134,9,0.944444,2.111111,-4.333334,-2.013143,5
197,9,1.277779,63.22222,-22.666666,-2.06802,6
147,9,2.055556,27.222221,-14.333333,-2.204575,4
115,9,0.444444,14.740741,-10.222222,-2.151625,5
132,9,1.111111,35.22222,-14.333333,-2.146969,4
240,9,2.111111,21.148148,22.222221,2.175522,7
63,9,0.333332,108.92593,-13.444445,-2.382438,2
80,9,0.666667,39.703705,-15.444445,-1.962646,4
176,9,5.111111,60.296295,-25.222221,-2.030648,6
102,9,1.555556,3.37037,-4.444445,-2.275159,3
166,9,2.444445,16.962963,15.777778,2.515826,7
142,9,0.277778,0.555556,-1,-2.159563,3
108,9,2.111111,14.518518,-8.555555,-2.127161,5
102,9,7.944444,42.77778,-17.666666,-2.088579,4
88,9,2.5,7.777778,-4,-2.394493,3
223,9,1.944444,14.740741,15.777778,1.966536,7
137,9,1.111111,5.851852,-7.555555,-0.744272,1
190,9,2.055556,48.88889,-19.333334,-1.986307,6
78,9,43.333332,79.666664,-8.666667,-2.411645,3
55,9,1,113.666664,-17.666666,-2.319697,2
129,9,0.777776,62.407406,-22.222221,-2.126989,4
49,9,1.166668,127.40741,-15.888889,-2.297839,2
68,9,0.777777,56.296295,-22.88889,-2.069541,4
144,9,0.5,1.148148,-3.444444,-2.094395,3
176,9,1.000001,50.77778,-20.333334,-1.98088,6
101,9,6.444445,10.185185,-2.888889,-2.44804,3
40,9,0.833333,125.111115,-16,-2.313685,2
192,9,6.166667,59.555557,-24.666666,-2.038177,6
134,9,1.444444,48.925926,-21.444445,-2.086914,4
149,9,0.111111,0.037037,-0.111111,-2.094395,5
18,9,0.555557,112.111115,-10.333333,-2.45498,2
79,9,4.777778,14.185185,-8.222222,-2.175843,5
136,9,0.666667,1.111111,-2.666667,-2.110974,3
185,9,1.222222,59.148148,-22.11111,-2.073869,6
85,9,0.222222,18.925926,-10.777778,-2.160912,5
89,9,0.722222,31.703703,-14.777778,-2.046542,4
185,9,1.944444,18.666666,16.666666,2.361827,7
90,9,1.833333,16.666666,-13,-2.125976,5
136,9,0.666667,6.814815,-8.111111,-0.963931,1
237,9,2.722222,22.222221,21.666666,2.280289,7
139,9,0.277778,5.222222,-7,-2.04457,5
189,9,4.944445,62.074074,-24.555555,-2.054084,6
137,9,0.111111,0.259259,-0.777778,-2.094395,3
141,9,0.333333,0.185185,-0.555556,-2.094395,5
174,9,1.388889,57.851852,-23.88889,-2.069045,6
72,9,1.444444,59,-23.333334,-2.090221,4
