@relation abalone

@attribute Shell_weight numeric
@attribute Rings {15,7,9,10,8,20,16,19,14,11,12,18,13,5,4,6,21,17,22,1,3,26,23,29,2,27,25,24}

@data
0.175,7
0.13,7
0.172,7
0.115,7
0.095,7
0.08,7
0.13,7
0.273,7
0.1515,7
0.116,7
0.161,7
0.18,7
0.123,7
0.0805,7
0.085,7
0.107,7
0.205,7
0.137,7
0.06,7
0.165,9
0.24,9
0.3095,9
0.2705,9
0.095,9
0.247,9
0.2035,9
0.175,9
0.278,9
0.218,9
0.3275,9
0.2985,9
0.075,9
0.2365,9
0.289,9
0.154,9
0.07,9
0.335,9
0.235,9
0.306,9
0.3,9
0.1455,9
0.2295,9
0.289,9
0.235,9
0.253,9
0.2505,9
0.38,9
0.135,9
0.208,9
0.245,9
0.341,9
0.0745,9
0.305,9
0.0925,9
0.2415,9
0.135,9
0.2825,9
0.269,9
0.1975,9
0.1855,9
0.17,9
0.227,9
0.273,9
0.07,9
0.13,9
0.201,9
0.248,9
0.175,9
0.075,9
0.07,9
0.2885,9
0.31,9
0.17,9
0.2385,9
0.238,9
0.315,9
0.31,9
0.164,9
0.356,9
0.315,9
0.259,9
0.2785,9
0.354,9
0.2885,9
0.147,9
0.4025,9
0.161,9
0.305,9
0.274,9
0.2235,9
0.14,9
0.29,9
0.446,9
0.247,9
0.165,9
0.355,9
0.288,9
0.12,9
0.08,9
0.285,9
0.185,9
0.215,9
0.215,9
0.215,9
0.387,9
0.466,9
0.213,9
0.12,9
0.315,9
0.271,9
0.1835,9
0.168,9
0.1845,9
0.135,9
0.2065,9
0.298,9
0.177,9
0.105,9
0.19,9
0.15,9
0.3315,9
0.22,9
0.2,9
0.345,9
0.245,9
0.09,9
0.3175,9
0.238,9
0.249,9
0.3345,9
0.19,9
0.162,9
0.357,9
0.175,9
0.213,9
0.22,9
0.22,9
0.07,9
0.175,9
0.237,9
0.265,9
0.253,9
0.1695,9
0.3345,9
0.325,9
0.361,9
0.165,9
0.315,9
0.145,9
0.125,9
0.1765,9
0.335,9
0.202,9
0.301,9
0.317,9
0.2875,9
0.285,9
0.52,9
0.295,9
0.4165,9
0.2725,9
0.25,9
0.2185,9
0.145,9
0.265,9
0.08,9
0.1275,9
0.159,9
0.305,9
0.3,9
0.277,9
0.37,9
0.31,9
0.24,9
0.3745,9
0.235,9
0.245,9
0.26,9
0.2245,9
0.274,9
0.339,9
0.39,9
0.29,9
0.145,9
0.32,9
0.2045,9
0.2835,9
0.264,9
0.31,9
0.055,9
0.3745,9
0.235,9
0.14,9
0.345,9
0.09,9
0.307,9
0.289,9
0.25,9
0.195,9
0.055,9
0.175,9
0.18,9
0.22,9
0.255,9
0.441,9
0.175,9
0.044,9
0.042,9
0.2565,9
0.38,9
0.155,9
0.11,9
0.196,9
0.155,9
0.115,9
0.213,9
0.075,9
0.2945,9
0.348,9
0.315,9
0.21,9
0.286,9
0.245,9
0.2075,9
0.3225,9
0.15,9
0.22,9
0.5175,9
0.21,9
0.3485,9
0.2285,9
0.07,9
0.15,9
0.185,9
0.14,9
0.27,9
0.475,9
0.1625,9
0.19,9
0.2365,9
0.31,9
0.323,9
0.18,9
0.1525,9
0.271,9
0.135,9
0.238,9
0.27,9
0.185,9
0.12,9
0.2785,9
0.355,9
0.315,9
0.165,9
0.1135,9
0.265,9
0.145,9
0.343,9
0.255,9
0.274,9
0.235,9
0.315,9
0.059,9
0.292,9
0.234,9
0.135,9
0.286,9
0.0975,9
0.193,9
0.3165,9
0.2265,9
0.343,9
0.169,9
0.319,9
0.3725,9
0.354,9
0.335,9
0.07,9
0.3345,9
0.2625,9
0.2845,9
0.275,9
0.4395,9
0.4525,9
0.234,9
0.302,9
0.31,9
0.1335,9
0.165,9
0.271,9
0.096,9
0.06,9
0.337,9
0.3,9
0.205,9
0.175,9
0.199,9
0.425,9
0.335,9
0.179,9
0.165,9
0.0955,9
0.145,9
0.2655,9
0.192,9
0.2715,9
0.3595,9
0.2215,9
0.1345,9
0.1535,9
0.3315,9
0.235,9
0.353,9
0.381,9
0.105,9
0.2365,9
0.16,9
0.225,9
0.425,9
0.3695,9
0.245,9
0.205,9
0.315,9
0.2725,9
0.354,9
0.3095,9
0.168,9
0.386,9
0.114,9
0.14,9
0.255,9
0.195,9
0.218,9
0.138,9
0.25,9
0.24,9
0.255,9
0.3865,9
0.254,9
0.2865,9
0.3,9
0.2,9
0.3055,9
0.178,9
0.22,9
0.2775,9
0.253,9
0.205,9
0.06,9
0.3005,9
0.235,9
0.27,9
0.2265,9
0.267,9
0.2595,9
0.095,9
0.245,9
0.311,9
0.335,9
0.1745,9
0.215,9
0.15,9
0.168,9
0.149,9
0.312,9
0.265,9
0.116,9
0.33,9
0.3,9
0.16,9
0.212,9
0.236,9
0.1645,9
0.11,9
0.1965,9
0.2015,9
0.3285,9
0.1,9
0.215,9
0.2925,9
0.355,9
0.195,9
0.3355,9
0.295,9
0.161,9
0.15,9
0.332,9
0.325,9
0.2515,9
0.15,9
0.22,9
0.2095,9
0.1035,9
0.142,9
0.246,9
0.1325,9
0.2685,9
0.37,9
0.24,9
0.239,9
0.37,9
0.335,9
0.1785,9
0.23,9
0.1905,9
0.341,9
0.317,9
0.209,9
0.3225,9
0.165,9
0.288,9
0.1635,9
0.4245,9
0.245,9
0.135,9
0.13,9
0.301,9
0.11,9
0.231,9
0.1045,9
0.387,9
0.288,9
0.228,9
0.357,9
0.287,9
0.386,9
0.283,9
0.217,9
0.1,9
0.352,9
0.2475,9
0.248,9
0.146,9
0.48,9
0.251,9
0.1,9
0.33,9
0.336,9
0.26,9
0.13,9
0.3205,9
0.276,9
0.17,9
0.16,9
0.21,9
0.1555,9
0.145,9
0.203,9
0.29,9
0.246,9
0.275,9
0.25,9
0.09,9
0.21,9
0.222,9
0.1975,9
0.29,9
0.228,9
0.075,9
0.115,9
0.2035,9
0.353,9
0.305,9
0.04,9
0.461,9
0.235,9
0.185,9
0.311,9
0.23,9
0.259,9
0.1775,9
0.315,9
0.195,9
0.175,9
0.237,9
0.14,9
0.295,9
0.235,9
0.255,9
0.35,9
0.275,9
0.123,9
0.2745,9
0.265,9
0.155,9
0.39,9
0.296,9
0.183,9
0.085,9
0.1525,9
0.405,9
0.145,9
0.22,9
0.3725,9
0.238,9
0.167,9
0.14,9
0.275,9
0.374,9
0.391,9
0.244,9
0.12,9
0.215,9
0.3665,9
0.29,9
0.4085,9
0.294,9
0.558,9
0.42,9
0.12,9
0.185,9
0.223,9
0.167,9
0.375,9
0.135,9
0.265,9
0.235,9
0.31,9
0.25,9
0.275,9
0.3095,9
0.2645,9
0.2385,9
0.194,9
0.14,9
0.1175,9
0.16,9
0.21,9
0.275,9
0.321,9
0.3995,9
0.2485,9
0.215,9
0.2,9
0.2485,9
0.279,9
0.1465,9
0.2475,9
0.239,9
0.28,9
0.085,9
0.063,9
0.1845,9
0.125,9
0.1535,9
0.5385,9
0.1755,9
0.206,9
0.207,9
0.299,9
0.2435,9
0.19,9
0.2165,9
0.1965,9
0.115,9
0.274,9
0.32,9
0.285,9
0.2515,9
0.0735,9
0.295,9
0.461,9
0.1835,9
0.34,9
0.195,9
0.283,9
0.222,9
0.1815,9
0.2575,9
0.145,9
0.085,9
0.08,9
0.221,9
0.2925,9
0.287,9
0.105,9
0.155,9
0.189,9
0.23,9
0.21,9
0.262,9
0.29,9
0.169,9
0.075,9
0.201,9
0.32,9
0.11,9
0.31,9
0.07,9
0.0835,9
0.355,9
0.225,9
0.15,9
0.2505,9
0.39,9
0.315,9
0.375,9
0.2595,9
0.19,9
0.185,9
0.155,9
0.205,9
0.214,9
0.22,9
0.401,9
0.172,9
0.18,9
0.165,9
0.285,9
0.085,9
0.3275,9
0.117,9
0.25,9
0.1225,9
0.105,9
0.3155,9
0.122,9
0.2705,9
0.36,9
0.12,9
0.1785,9
0.265,9
0.189,9
0.3795,9
0.17,9
0.5015,9
0.279,9
0.34,9
0.31,9
0.22,9
0.185,9
0.12,9
0.4215,9
0.345,9
0.38,9
0.3055,9
0.317,9
0.255,9
0.1465,9
0.355,10
0.259,10
0.496,10
0.31,10
0.45,10
0.35,10
0.26,10
0.2845,10
0.43,10
0.345,10
0.185,10
0.295,10
0.075,10
0.1625,10
0.3685,10
0.409,10
0.3925,10
0.345,10
0.165,10
0.3105,10
0.1685,10
0.1615,10
0.364,10
0.2425,10
0.194,10
0.32,10
0.225,10
0.34,10
0.34,10
0.339,10
0.215,10
0.205,10
0.335,10
0.335,10
0.135,10
0.25,10
0.175,10
0.2765,10
0.394,10
0.17,10
0.327,10
0.396,10
0.435,10
0.217,10
0.355,10
0.245,10
0.401,10
0.3705,10
0.263,10
0.2725,10
0.1005,10
0.4125,10
0.355,10
0.435,10
0.344,10
0.17,10
0.2185,10
0.16,10
0.3735,10
0.269,10
0.155,10
0.2885,10
0.238,10
0.195,10
0.27,10
0.125,10
0.365,10
0.258,10
0.145,10
0.4,10
0.3,10
0.1545,10
0.4575,10
0.0485,10
0.26,10
0.275,10
0.38,10
0.305,10
0.2,10
0.19,10
0.3965,10
0.285,10
0.38,10
0.358,10
0.075,10
0.24,10
0.4,10
0.105,10
0.287,10
0.1895,10
0.28,10
0.225,10
0.379,10
0.12,10
0.403,10
0.21,10
0.275,10
0.378,10
0.24,10
0.495,10
0.2175,10
0.263,10
0.254,10
0.1625,10
0.3745,10
0.1,10
0.477,10
0.33,10
0.2735,10
0.08,10
0.158,10
0.337,10
0.095,10
0.2735,10
0.285,10
0.253,10
0.405,10
0.155,10
0.2375,10
0.13,10
0.305,10
0.085,10
0.47,10
0.143,10
0.34,10
0.32,10
0.28,10
0.3665,10
0.115,10
0.205,10
0.465,10
0.25,10
0.119,10
0.13,10
0.2535,10
0.145,10
0.2665,10
0.27,10
0.19,10
0.36,10
0.236,10
0.295,10
0.2635,10
0.147,10
0.245,10
0.325,10
0.54,10
0.175,10
0.125,10
0.2925,10
0.045,10
0.15,10
0.22,10
0.237,10
0.43,10
0.321,10
0.295,10
0.405,10
0.2765,10
0.113,10
0.08,10
0.3385,10
0.276,10
0.3245,10
0.2955,10
0.242,10
0.2705,10
0.365,10
0.52,10
0.16,10
0.324,10
0.2695,10
0.345,10
0.18,10
0.5215,10
0.3075,10
0.3305,10
0.3265,10
0.344,10
0.275,10
0.3885,10
0.3035,10
0.271,10
0.3,10
0.185,10
0.2745,10
0.208,10
0.384,10
0.3535,10
0.3825,10
0.2485,10
0.3885,10
0.1565,10
0.2845,10
0.343,10
0.4695,10
0.43,10
0.265,10
0.3965,10
0.2655,10
0.3175,10
0.2675,10
0.565,10
0.446,10
0.488,10
0.225,10
0.236,10
0.4935,10
0.5755,10
0.245,10
0.322,10
0.16,10
0.3985,10
0.239,10
0.081,10
0.424,10
0.35,10
0.3905,10
0.23,10
0.0735,10
0.285,10
0.309,10
0.485,10
0.16,10
0.055,10
0.291,10
0.255,10
0.4055,10
0.624,10
0.4275,10
0.3205,10
0.3885,10
0.219,10
0.2135,10
0.309,10
0.235,10
0.28,10
0.41,10
0.2125,10
0.375,10
0.0885,10
0.435,10
0.06,10
0.305,10
0.12,10
0.1,10
0.18,10
0.388,10
0.155,10
0.12,10
0.512,10
0.389,10
0.293,10
0.4135,10
0.5375,10
0.329,10
0.266,10
0.195,10
0.48,10
0.23,10
0.3605,10
0.3005,10
0.095,10
0.275,10
0.355,10
0.2545,10
0.278,10
0.255,10
0.1,10
0.199,10
0.361,10
0.2595,10
0.2,10
0.255,10
0.3455,10
0.3295,10
0.205,10
0.195,10
0.35,10
0.31,10
0.21,10
0.225,10
0.297,10
0.2165,10
0.195,10
0.485,10
0.595,10
0.054,10
0.195,10
0.125,10
0.347,10
0.4895,10
0.255,10
0.115,10
0.3,10
0.185,10
0.285,10
0.1765,10
0.416,10
0.209,10
0.2875,10
0.155,10
0.3305,10
0.421,10
0.215,10
0.1815,10
0.26,10
0.27,10
0.317,10
0.27,10
0.342,10
0.236,10
0.323,10
0.08,10
0.274,10
0.335,10
0.308,10
0.435,10
0.195,10
0.37,10
0.065,10
0.315,10
0.384,10
0.33,10
0.295,10
0.32,10
0.2615,10
0.144,10
0.2425,10
0.2405,10
0.295,10
0.185,10
0.42,10
0.174,10
0.136,10
0.285,10
0.3465,10
0.121,10
0.365,10
0.1945,10
0.07,10
0.491,10
0.22,10
0.239,10
0.5315,10
0.2815,10
0.3465,10
0.326,10
0.145,10
0.238,10
0.275,10
0.175,10
0.584,10
0.3105,10
0.2525,10
0.31,10
0.2315,10
0.295,10
0.205,10
0.25,10
0.465,10
0.2215,10
0.4715,10
0.285,10
0.2425,10
0.26,10
0.3,10
0.3135,10
0.2475,10
0.195,10
0.315,10
0.435,10
0.3,10
0.177,10
0.3345,10
0.145,10
0.309,10
0.175,10
0.27,10
0.44,10
0.28,10
0.3755,10
0.24,10
0.345,10
0.325,10
0.2795,10
0.25,10
0.305,10
0.2875,10
0.245,10
0.34,10
0.3185,10
0.3,10
0.405,10
0.085,10
0.275,10
0.2325,10
0.185,10
0.295,10
0.287,10
0.2605,10
0.28,10
0.354,10
0.33,10
0.17,10
0.385,10
0.275,10
0.18,10
0.1505,10
0.335,10
0.352,10
0.223,10
0.3745,10
0.236,10
0.208,10
0.3115,10
0.29,10
0.135,10
0.2225,10
0.225,10
0.4175,10
0.305,10
0.415,10
0.48,10
0.355,10
0.225,10
0.3455,10
0.125,10
0.34,10
0.404,10
0.31,10
0.265,10
0.085,10
0.14,10
0.203,10
0.213,10
0.185,10
0.4485,10
0.285,10
0.085,10
0.2965,10
0.354,10
0.28,10
0.06,10
0.4075,10
0.3425,10
0.269,10
0.374,10
0.3315,10
0.23,10
0.365,10
0.253,10
0.32,10
0.3205,10
0.2215,10
0.174,10
0.345,10
0.3605,10
0.172,10
0.125,10
0.2425,10
0.3135,10
0.2575,10
0.4155,10
0.315,10
0.21,10
0.385,10
0.33,10
0.391,10
0.3985,10
0.294,10
0.105,10
0.204,10
0.395,10
0.325,10
0.0605,10
0.3085,10
0.167,10
0.3725,10
0.265,10
0.335,10
0.244,10
0.215,10
0.2,10
0.36,10
0.2755,10
0.18,10
0.265,10
0.39,10
0.3595,10
0.085,10
0.383,10
0.314,10
0.15,10
0.31,10
0.437,10
0.49,10
0.34,10
0.335,10
0.25,10
0.263,10
0.2575,10
0.225,10
0.305,10
0.347,10
0.13,10
0.3185,10
0.2765,10
0.185,10
0.319,10
0.33,10
0.506,10
0.2255,10
0.3725,10
0.26,10
0.236,10
0.33,10
0.341,10
0.4,10
0.1825,10
0.41,10
0.309,10
0.2285,10
0.235,10
0.3985,10
0.3035,10
0.495,10
0.19,10
0.259,10
0.305,10
0.1275,10
0.2585,10
0.156,10
0.3535,10
0.305,10
0.415,10
0.4,10
0.3375,10
0.25,10
0.2835,10
0.27,10
0.2985,10
0.4095,10
0.145,10
0.06,10
0.3575,10
0.365,10
0.245,10
0.503,10
0.2895,10
0.315,10
0.239,10
0.22,10
0.39,10
0.26,10
0.4075,10
0.285,10
0.372,10
0.413,10
0.168,10
0.175,10
0.2365,10
0.389,10
0.0835,10
0.155,10
0.335,10
0.398,10
0.277,10
0.2565,10
0.449,10
0.4505,10
0.265,8
0.2605,8
0.065,8
0.17,8
0.1345,8
0.1,8
0.35,8
0.16,8
0.276,8
0.1885,8
0.248,8
0.14,8
0.095,8
0.304,8
0.08,8
0.088,8
0.184,8
0.153,8
0.115,8
0.195,8
0.035,8
0.23,8
0.1355,8
0.19,8
0.18,8
0.2105,8
0.29,8
0.1395,8
0.061,8
0.206,8
0.15,8
0.085,8
0.225,8
0.225,8
0.105,8
0.135,8
0.1,8
0.165,8
0.0895,8
0.17,8
0.2475,8
0.14,8
0.22,8
0.185,8
0.275,8
0.1695,8
0.08,8
0.245,8
0.204,8
0.198,8
0.191,8
0.25,8
0.4,8
0.1525,8
0.0835,8
0.135,8
0.145,8
0.287,8
0.22,8
0.19,8
0.2335,8
0.215,8
0.205,8
0.165,8
0.125,8
0.115,8
0.2215,8
0.165,8
0.405,8
0.027,8
0.151,8
0.22,8
0.18,8
0.2155,8
0.135,8
0.16,8
0.148,8
0.15,8
0.034,8
0.25,8
0.175,8
0.265,8
0.157,8
0.1505,8
0.135,8
0.239,8
0.215,8
0.125,8
0.147,8
0.1735,8
0.09,8
0.1315,8
0.067,8
0.29,8
0.175,8
0.185,8
0.1785,8
0.07,8
0.1185,8
0.1945,8
0.087,8
0.225,8
0.47,8
0.1545,8
0.17,8
0.174,8
0.16,8
0.2455,8
0.155,8
0.169,8
0.2,8
0.2365,8
0.134,8
0.2,8
0.175,8
0.054,8
0.146,8
0.11,8
0.159,8
0.209,8
0.2295,8
0.1015,8
0.1315,8
0.1125,8
0.109,8
0.206,8
0.27,8
0.1405,8
0.08,8
0.12,8
0.135,8
0.24,8
0.135,8
0.169,8
0.23,8
0.1515,8
0.135,8
0.12,8
0.283,8
0.1955,8
0.255,8
0.255,8
0.0825,8
0.043,8
0.0725,8
0.25,8
0.29,8
0.2095,8
0.235,8
0.11,8
0.14,8
0.076,8
0.28,8
0.162,8
0.1065,8
0.167,8
0.081,8
0.2725,8
0.1,8
0.372,8
0.145,8
0.12,8
0.1635,8
0.158,8
0.184,8
0.09,8
0.19,8
0.2875,8
0.215,8
0.1205,8
0.268,8
0.213,8
0.1325,8
0.1645,8
0.175,8
0.171,8
0.078,8
0.336,8
0.085,8
0.286,8
0.06,8
0.184,8
0.2685,8
0.18,8
0.1435,8
0.183,8
0.2245,8
0.0525,8
0.203,8
0.3995,8
0.175,8
0.131,8
0.12,8
0.1535,8
0.1185,8
0.1725,8
0.205,8
0.255,8
0.1845,8
0.1405,8
0.27,8
0.174,8
0.24,8
0.11,8
0.3445,8
0.1245,8
0.214,8
0.1985,8
0.185,8
0.1405,8
0.15,8
0.2175,8
0.101,8
0.11,8
0.2055,8
0.173,8
0.224,8
0.075,8
0.227,8
0.12,8
0.175,8
0.14,8
0.17,8
0.25,8
0.19,8
0.289,8
0.139,8
0.175,8
0.152,8
0.175,8
0.1335,8
0.22,8
0.292,8
0.15,8
0.2105,8
0.319,8
0.04,8
0.23,8
0.117,8
0.07,8
0.175,8
0.155,8
0.25,8
0.1305,8
0.135,8
0.252,8
0.09,8
0.225,8
0.1385,8
0.22,8
0.2295,8
0.185,8
0.2505,8
0.35,8
0.2055,8
0.2,8
0.063,8
0.31,8
0.1965,8
0.253,8
0.24,8
0.19,8
0.125,8
0.135,8
0.228,8
0.33,8
0.075,8
0.14,8
0.167,8
0.17,8
0.3055,8
0.0855,8
0.115,8
0.156,8
0.15,8
0.2335,8
0.16,8
0.24,8
0.2325,8
0.132,8
0.14,8
0.1465,8
0.095,8
0.12,8
0.185,8
0.245,8
0.27,8
0.2385,8
0.092,8
0.2785,8
0.075,8
0.04,8
0.185,8
0.1455,8
0.228,8
0.105,8
0.15,8
0.1755,8
0.0905,8
0.24,8
0.211,8
0.15,8
0.15,8
0.17,8
0.268,8
0.185,8
0.1805,8
0.095,8
0.143,8
0.275,8
0.15,8
0.19,8
0.23,8
0.146,8
0.163,8
0.135,8
0.1795,8
0.275,8
0.28,8
0.239,8
0.125,8
0.1615,8
0.13,8
0.12,8
0.161,8
0.1505,8
0.285,8
0.3235,8
0.125,8
0.126,8
0.185,8
0.166,8
0.105,8
0.145,8
0.275,8
0.276,8
0.064,8
0.171,8
0.151,8
0.2,8
0.207,8
0.135,8
0.275,8
0.169,8
0.29,8
0.115,8
0.123,8
0.36,8
0.22,8
0.135,8
0.177,8
0.16,8
0.202,8
0.04,8
0.165,8
0.1335,8
0.0775,8
0.237,8
0.074,8
0.275,8
0.157,8
0.253,8
0.2515,8
0.0925,8
0.0925,8
0.365,8
0.095,8
0.031,8
0.2405,8
0.2305,8
0.248,8
0.2445,8
0.333,8
0.175,8
0.1955,8
0.3595,8
0.3,8
0.2565,8
0.05,8
0.265,8
0.155,8
0.065,8
0.1485,8
0.1155,8
0.182,8
0.1795,8
0.1505,8
0.377,8
0.1935,8
0.09,8
0.223,8
0.1305,8
0.2825,8
0.22,8
0.2815,8
0.07,8
0.4325,8
0.265,8
0.13,8
0.0935,8
0.313,8
0.23,8
0.185,8
0.07,8
0.125,8
0.194,8
0.141,8
0.25,8
0.24,8
0.075,8
0.1765,8
0.135,8
0.1495,8
0.125,8
0.115,8
0.079,8
0.032,8
0.309,8
0.249,8
0.085,8
0.2,8
0.1645,8
0.1245,8
0.149,8
0.245,8
0.185,8
0.21,8
0.14,8
0.323,8
0.21,8
0.105,8
0.068,8
0.1395,8
0.13,8
0.216,8
0.1775,8
0.0725,8
0.1535,8
0.1495,8
0.1605,8
0.24,8
0.1455,8
0.2315,8
0.055,8
0.2415,8
0.109,8
0.2155,8
0.126,8
0.244,8
0.1075,8
0.08,8
0.132,8
0.2615,8
0.085,8
0.085,8
0.245,8
0.225,8
0.32,8
0.109,8
0.1505,8
0.129,8
0.176,8
0.1045,8
0.18,8
0.142,8
0.2035,8
0.2185,8
0.1665,8
0.119,8
0.251,8
0.0965,8
0.29,8
0.255,8
0.4,8
0.182,8
0.1175,8
0.32,8
0.19,8
0.149,8
0.28,8
0.105,8
0.139,8
0.11,8
0.352,8
0.315,8
0.105,8
0.1785,8
0.0945,8
0.2215,8
0.12,8
0.06,8
0.229,8
0.321,8
0.1725,8
0.239,8
0.223,8
0.3065,8
0.13,8
0.169,8
0.0675,8
0.135,8
0.0995,8
0.219,8
0.09,8
0.135,8
0.1,8
0.195,8
0.1415,8
0.17,8
0.175,8
0.37,20
0.325,20
0.265,20
0.45,20
0.445,20
0.225,20
0.525,20
0.425,20
0.445,20
0.405,20
0.515,20
0.605,20
0.31,20
0.58,20
0.205,20
0.358,20
0.375,20
0.415,20
0.43,20
0.315,20
0.65,20
0.33,20
0.375,20
0.29,16
0.425,16
0.1335,16
0.19,16
0.22,16
0.355,16
0.235,16
0.185,16
0.665,16
0.21,16
0.335,16
0.375,16
0.26,16
0.14,16
0.455,16
0.66,16
0.27,16
0.4465,16
0.295,16
0.5,16
0.34,16
0.23,16
0.425,16
0.195,16
0.275,16
0.25,16
0.34,16
0.335,16
0.465,16
0.49,16
0.42,16
0.58,16
0.36,16
0.36,16
0.1195,16
0.29,16
0.37,16
0.665,16
0.58,16
0.71,16
0.34,16
0.26,16
0.33,16
0.435,16
0.28,16
0.365,16
0.465,16
0.184,16
0.545,16
0.415,16
