@relation banana-weka.filters.unsupervised.attribute.Remove-V-R2-3

@attribute At2 numeric
@attribute Class {-1.0,1.0}

@data
0.644,-1.0
-1.59,-1.0
1.25,1.0
-0.643,1.0
1.34,-1.0
-0.589,1.0
1.57,-1.0
-0.211,1.0
-0.26,-1.0
-0.377,1.0
2.09,-1.0
-1.56,1.0
0.857,-1.0
-1.56,-1.0
-0.273,1.0
-0.766,-1.0
-0.879,1.0
-1.33,-1.0
0.695,-1.0
-0.225,1.0
1.52,-1.0
-1.21,-1.0
1.31,-1.0
0.38,1.0
0.775,1.0
0.942,-1.0
0.594,-1.0
-1.35,-1.0
0.115,-1.0
1.65,1.0
-1.42,-1.0
0.77,1.0
-0.306,1.0
0.282,1.0
-0.773,1.0
-0.586,1.0
-1.4,-1.0
1.27,-1.0
-0.955,-1.0
-1.11,-1.0
-1.16,-1.0
-1.1,1.0
-1.38,-1.0
-0.378,-1.0
-0.919,-1.0
1.14,-1.0
0.287,1.0
1.64,-1.0
-1.53,-1.0
-1.08,-1.0
-1.38,1.0
1.29,1.0
0.898,-1.0
0.153,-1.0
-1.28,-1.0
0.671,1.0
-0.44,1.0
-0.39,1.0
0.181,1.0
0.402,-1.0
0.494,-1.0
-1.4,1.0
1.19,-1.0
-0.989,-1.0
1.19,1.0
0.458,-1.0
-0.647,1.0
0.0147,1.0
-0.159,-1.0
0.352,1.0
-0.546,1.0
0.409,-1.0
0.652,1.0
0.366,1.0
-1.35,-1.0
-0.96,-1.0
0.813,-1.0
1.18,-1.0
-0.709,1.0
-0.912,-1.0
1.28,-1.0
0.0859,1.0
0.913,-1.0
-1.06,-1.0
0.577,-1.0
0.651,-1.0
1.44,-1.0
1.2,-1.0
-1.18,-1.0
1.67,1.0
-0.382,1.0
-0.452,1.0
0.887,-1.0
1.85,-1.0
1.74,-1.0
1.51,-1.0
0.598,1.0
1.22,-1.0
-0.322,1.0
0.869,-1.0
0.222,1.0
-0.0578,-1.0
0.6,-1.0
1.75,-1.0
-0.69,1.0
0.397,1.0
1.4,1.0
-1.6,-1.0
1.34,-1.0
-0.904,1.0
-0.4,1.0
-0.821,-1.0
-0.133,-1.0
-1.41,-1.0
-1.39,-1.0
1.18,1.0
1.72,1.0
-1,1.0
-1.62,-1.0
-1.31,-1.0
-1.34,-1.0
1.39,-1.0
1.16,-1.0
-1.28,-1.0
-1.02,-1.0
0.723,1.0
0.0454,1.0
-0.836,-1.0
1.45,1.0
-0.199,1.0
0.648,-1.0
-0.4,1.0
-0.633,1.0
-1.63,1.0
0.144,1.0
-0.858,-1.0
0.989,-1.0
-0.551,1.0
0.767,-1.0
0.0507,1.0
-0.341,1.0
1.03,-1.0
-0.12,-1.0
-0.402,1.0
1.41,-1.0
1.51,1.0
1.72,-1.0
-0.152,-1.0
-0.899,1.0
-0.617,1.0
1.32,1.0
-0.25,-1.0
1.88,-1.0
-0.087,-1.0
0.784,-1.0
-1.06,1.0
-1.13,-1.0
-0.105,-1.0
1.58,1.0
0.299,1.0
-0.994,1.0
0.598,-1.0
-0.0359,1.0
0.425,1.0
-0.223,1.0
-1.05,1.0
0.589,1.0
-1.04,-1.0
-1.29,1.0
-0.211,1.0
-1.36,-1.0
0.894,1.0
-1.57,1.0
-0.832,1.0
0.739,-1.0
-1.41,-1.0
-0.118,1.0
0.6,-1.0
0.426,-1.0
-0.311,1.0
-1.32,-1.0
1.41,-1.0
1.18,-1.0
-1.49,-1.0
-0.176,1.0
1.42,-1.0
1.55,-1.0
-0.485,1.0
1,-1.0
0.231,1.0
-0.208,1.0
1.01,-1.0
0.75,-1.0
1.7,1.0
-0.107,1.0
0.931,-1.0
0.672,-1.0
0.415,-1.0
-1.81,1.0
1.29,-1.0
0.32,-1.0
1.27,-1.0
-0.213,1.0
0.637,-1.0
-0.79,1.0
-0.945,-1.0
-0.0414,1.0
-1.14,-1.0
-1.48,1.0
1.7,-1.0
-1.37,-1.0
-1.51,-1.0
-0.976,-1.0
-0.339,1.0
0.555,-1.0
0.937,-1.0
-0.177,-1.0
-0.804,1.0
-0.146,1.0
-1.08,-1.0
-1.06,-1.0
0.72,-1.0
0.171,1.0
-1.24,-1.0
-0.466,1.0
-1.51,1.0
-1.22,-1.0
-1.28,-1.0
2.1,-1.0
0.598,-1.0
-0.904,-1.0
-1.35,-1.0
0.142,1.0
-1.09,-1.0
-0.468,-1.0
0.295,1.0
-0.552,1.0
-1.15,-1.0
1.71,-1.0
-0.0608,-1.0
0.139,1.0
-0.254,-1.0
1.72,1.0
-0.27,1.0
-1.11,1.0
1.15,-1.0
0.371,1.0
-1.38,-1.0
0.213,-1.0
-1.4,-1.0
-0.454,1.0
-0.264,1.0
0.969,1.0
-1.92,1.0
0.881,1.0
1.25,-1.0
-0.887,-1.0
-1.27,1.0
-1.15,-1.0
-1.26,-1.0
-0.124,1.0
-0.259,1.0
-0.172,1.0
0.54,-1.0
-0.687,1.0
0.218,-1.0
0.639,1.0
0.203,-1.0
1.1,-1.0
-1.14,-1.0
0.228,-1.0
1.94,1.0
1.21,-1.0
0.558,1.0
-1.32,1.0
0.0533,1.0
0.877,-1.0
1.34,1.0
0.155,-1.0
0.908,-1.0
1.15,-1.0
0.474,-1.0
-1.31,-1.0
-0.909,1.0
0.151,-1.0
-0.455,1.0
0.576,-1.0
0.344,-1.0
0.312,-1.0
0.858,-1.0
0.101,1.0
0.0532,1.0
0.925,-1.0
0.916,-1.0
0.357,1.0
1.14,-1.0
-1.08,-1.0
-0.993,1.0
-1.14,-1.0
-0.384,-1.0
1.86,-1.0
0.282,1.0
0.219,1.0
0.373,-1.0
0.00714,1.0
-0.896,-1.0
-0.816,1.0
0.631,1.0
-0.972,-1.0
0.212,-1.0
0.267,1.0
0.17,-1.0
0.918,-1.0
1.08,-1.0
0.358,1.0
-1.14,1.0
-1.56,-1.0
-0.0185,1.0
1.69,-1.0
-0.0414,1.0
0.629,-1.0
-1,-1.0
-1.12,1.0
-1.36,1.0
0.692,-1.0
-0.515,1.0
-0.417,1.0
-1.04,-1.0
-1.21,-1.0
0.942,1.0
0.596,1.0
0.881,-1.0
0.847,-1.0
-0.91,1.0
-0.854,1.0
-1.23,1.0
0.141,1.0
-0.45,1.0
-1.08,-1.0
-1.18,1.0
-0.572,1.0
-1.16,-1.0
0.209,1.0
-1.55,1.0
1.8,1.0
-0.578,1.0
1.53,1.0
0.817,-1.0
-1.45,-1.0
1.01,-1.0
-1.09,-1.0
1.78,-1.0
-0.697,-1.0
-0.191,1.0
-0.327,1.0
0.131,-1.0
-0.628,1.0
-0.659,1.0
-0.18,1.0
1.16,-1.0
0.532,-1.0
0.0947,1.0
0.41,-1.0
-0.00263,-1.0
-1.58,-1.0
-0.92,1.0
-0.821,1.0
-1.05,-1.0
-0.213,-1.0
0.0829,1.0
-1.24,-1.0
-0.894,-1.0
1.14,1.0
-0.656,1.0
1.5,-1.0
-1.8,1.0
1.43,1.0
0.232,1.0
1.63,1.0
0.259,1.0
1.07,-1.0
-0.537,1.0
0.872,-1.0
-1.35,-1.0
-0.0634,1.0
-1.21,1.0
0.511,-1.0
-1.52,-1.0
-0.622,1.0
-0.0628,-1.0
-1.38,-1.0
-1.17,1.0
-0.865,1.0
1.98,-1.0
-0.0553,1.0
-0.181,1.0
2.15,-1.0
1.42,-1.0
-0.406,1.0
0.175,-1.0
-0.363,1.0
-0.454,1.0
1.18,-1.0
0.411,1.0
0.687,1.0
-0.966,1.0
