@relation banana-weka.filters.unsupervised.attribute.Remove-V-R2-3

@attribute At2 numeric
@attribute Class {-1.0,1.0}

@data
-1.23,-1.0
-1.22,-1.0
-0.498,1.0
1.07,-1.0
2,1.0
-1.76,1.0
0.984,1.0
-1.61,1.0
-0.461,1.0
-0.248,1.0
1.61,-1.0
-0.944,1.0
1.69,1.0
-1.03,1.0
0.431,1.0
0.719,-1.0
1.52,-1.0
-1.31,-1.0
-1.28,1.0
-1.26,-1.0
0.935,1.0
0.756,-1.0
-0.619,-1.0
1.47,1.0
-1.46,-1.0
1.72,1.0
1.76,-1.0
-1.18,-1.0
-1.02,-1.0
1.01,-1.0
1.23,-1.0
0.766,-1.0
1.05,-1.0
0.898,-1.0
-0.888,1.0
0.514,1.0
-0.458,1.0
-0.664,1.0
0.848,-1.0
-1.15,-1.0
0.849,-1.0
1.61,1.0
-0.793,1.0
0.644,-1.0
-1.26,-1.0
-0.508,1.0
1.21,1.0
1.59,1.0
-0.751,1.0
-0.521,1.0
0.964,-1.0
1.38,1.0
-0.61,1.0
-0.744,1.0
0.654,-1.0
0.481,1.0
1.36,-1.0
-0.584,1.0
-1.02,-1.0
-1.28,-1.0
0.665,-1.0
0.417,-1.0
0.321,1.0
0.299,1.0
-0.703,1.0
-1.26,-1.0
1.35,-1.0
0.267,1.0
-1.24,-1.0
0.679,-1.0
-1.35,-1.0
0.158,1.0
-0.471,-1.0
-1.26,-1.0
0.231,1.0
0.239,-1.0
0.966,-1.0
-1.42,-1.0
-0.286,1.0
0.714,-1.0
-1.71,1.0
1.74,-1.0
-0.824,1.0
-1,1.0
0.948,-1.0
0.243,-1.0
0.986,-1.0
1,1.0
-1.06,-1.0
-0.952,-1.0
-1.54,-1.0
0.471,1.0
-1.22,-1.0
0.677,-1.0
-2.2,1.0
0.462,1.0
0.516,1.0
0.334,1.0
0.617,-1.0
-0.241,1.0
1.52,-1.0
-0.747,-1.0
0.121,1.0
0.726,-1.0
0.621,-1.0
-1.25,1.0
1.87,-1.0
-1.24,-1.0
0.855,-1.0
-1.16,1.0
1.72,-1.0
-0.0336,-1.0
0.418,1.0
-0.55,1.0
0.65,1.0
0.483,-1.0
-0.351,1.0
-1.19,-1.0
0.774,1.0
0.0231,1.0
1.39,-1.0
-0.977,1.0
0.731,-1.0
-0.905,-1.0
0.0999,1.0
1.15,-1.0
-0.463,1.0
0.368,-1.0
1.86,-1.0
0.172,1.0
-1.52,-1.0
-1.36,-1.0
1.66,-1.0
2.18,-1.0
-1.15,-1.0
1.45,1.0
-0.919,-1.0
-0.217,1.0
0.378,1.0
-1.53,1.0
-0.442,1.0
-1.85,1.0
0.794,-1.0
-1.03,1.0
0.572,-1.0
1.46,-1.0
-1.06,-1.0
-1.05,-1.0
-0.131,-1.0
-0.952,1.0
-1.49,-1.0
0.795,-1.0
0.663,-1.0
-0.172,1.0
-1.05,1.0
-0.798,1.0
2,1.0
1.02,-1.0
0.397,1.0
-0.637,-1.0
-0.749,-1.0
-0.78,-1.0
0.897,-1.0
0.71,-1.0
1.57,-1.0
-0.889,-1.0
0.0429,-1.0
0.248,-1.0
-1.19,-1.0
-0.471,1.0
-1.2,-1.0
0.7,1.0
1.11,-1.0
-0.437,1.0
-1.09,-1.0
0.257,1.0
-0.545,1.0
-1.24,-1.0
-1.17,-1.0
-0.945,-1.0
0.98,-1.0
0.604,-1.0
-0.655,1.0
-0.157,1.0
-0.111,-1.0
0.0903,1.0
0.23,1.0
-0.241,1.0
-1.09,-1.0
-0.359,1.0
-0.562,1.0
0.911,-1.0
0.145,1.0
-1.26,-1.0
-0.761,1.0
0.319,-1.0
0.861,-1.0
-0.665,-1.0
-0.239,1.0
-1.39,-1.0
0.305,1.0
0.191,1.0
1.01,-1.0
-1.5,-1.0
-1.46,-1.0
1.14,-1.0
1.18,-1.0
-1.1,-1.0
0.705,1.0
-0.8,-1.0
1.74,-1.0
1.7,-1.0
-1.21,-1.0
0.327,1.0
0.653,-1.0
0.791,1.0
-0.315,1.0
-1.02,-1.0
0.48,-1.0
0.706,-1.0
-1.04,-1.0
-1.44,1.0
-1.24,-1.0
0.766,-1.0
-0.698,1.0
1.74,-1.0
-1.13,1.0
0.471,-1.0
0.877,1.0
1.03,-1.0
-1.46,-1.0
1.14,1.0
-1.26,-1.0
0.501,-1.0
-1.2,-1.0
-1.48,-1.0
0.516,1.0
-0.466,-1.0
1.56,-1.0
-1.28,-1.0
0.641,1.0
-0.354,1.0
0.804,1.0
-0.689,1.0
0.739,1.0
0.794,-1.0
0.469,-1.0
1.43,1.0
0.595,1.0
-1.02,-1.0
1.26,1.0
0.772,1.0
1.63,1.0
0.124,1.0
0.175,1.0
-0.205,1.0
-0.0629,1.0
0.612,1.0
0.322,-1.0
0.749,-1.0
0.885,-1.0
-1.96,1.0
-1.33,-1.0
-0.367,1.0
-1.21,-1.0
-1.21,1.0
0.531,-1.0
0.933,-1.0
-0.321,1.0
-0.0708,1.0
0.989,1.0
-0.414,1.0
-1.06,-1.0
-0.118,-1.0
-1.29,1.0
-0.203,1.0
-0.618,1.0
-0.0252,-1.0
0.635,-1.0
-1.31,-1.0
0.0105,1.0
0.433,1.0
-0.224,1.0
0.256,1.0
0.125,1.0
-1.08,-1.0
1.14,1.0
