@relation banana-weka.filters.unsupervised.attribute.Remove-V-R2-3

@attribute At2 numeric
@attribute Class {-1.0,1.0}

@data
-0.129,1.0
1.62,1.0
-0.832,1.0
0.1,1.0
0.617,1.0
-0.276,1.0
0.165,1.0
-1.39,-1.0
0.331,1.0
1.16,-1.0
-0.951,1.0
-0.357,1.0
1.18,-1.0
-0.902,1.0
-0.347,1.0
0.0595,1.0
0.437,-1.0
-0.707,-1.0
1.98,-1.0
1.04,-1.0
0.283,-1.0
-1.07,1.0
1.89,1.0
-1.31,-1.0
-1.03,1.0
0.691,-1.0
-1.46,1.0
-0.327,1.0
1.21,-1.0
1.12,1.0
-0.132,-1.0
0.797,-1.0
0.294,-1.0
0.776,-1.0
-1.39,-1.0
1.47,-1.0
0.586,1.0
-1.29,1.0
0.692,-1.0
-0.467,1.0
-0.453,-1.0
-0.818,1.0
-0.705,1.0
-0.992,1.0
-1.26,-1.0
-1.13,-1.0
1.3,-1.0
2.04,1.0
2.19,-1.0
-1.11,1.0
1.09,-1.0
-0.763,1.0
-1.22,-1.0
0.694,-1.0
0.546,-1.0
-0.364,1.0
-0.205,1.0
1.21,-1.0
1.13,-1.0
1.52,1.0
0.594,-1.0
-1.12,1.0
-1.21,1.0
1.59,-1.0
1.55,-1.0
-1.27,-1.0
-1.38,-1.0
0.778,-1.0
-1.15,-1.0
0.214,1.0
-1.39,-1.0
-0.701,-1.0
1.41,-1.0
-1.4,1.0
-0.377,-1.0
-1.36,-1.0
-0.14,-1.0
-1.27,-1.0
-0.324,1.0
0.986,-1.0
0.661,-1.0
0.185,1.0
0.558,1.0
1.45,-1.0
0.678,-1.0
1.55,1.0
0.976,-1.0
-0.75,-1.0
-0.576,1.0
0.725,-1.0
0.948,-1.0
1.37,1.0
0.345,-1.0
-0.474,1.0
-0.944,-1.0
1.92,1.0
0.961,-1.0
-0.331,1.0
-1.5,1.0
-0.278,-1.0
-0.102,1.0
0.472,-1.0
0.366,-1.0
-1.06,1.0
0.0742,1.0
-0.478,1.0
1.21,-1.0
-0.759,-1.0
1.05,-1.0
1.64,1.0
-1.1,-1.0
1.97,1.0
-0.417,1.0
1.34,-1.0
-0.797,-1.0
0.656,-1.0
0.376,1.0
-0.384,1.0
0.306,-1.0
0.925,-1.0
1.41,1.0
0.423,-1.0
-0.939,-1.0
-0.605,1.0
-0.685,-1.0
0.987,-1.0
-0.894,-1.0
0.375,-1.0
-1.08,1.0
-0.235,1.0
0.731,1.0
-0.844,-1.0
-1.5,-1.0
0.234,-1.0
-0.521,1.0
-0.119,1.0
-1.24,1.0
-0.0104,1.0
-0.32,-1.0
1.7,1.0
0.246,1.0
-0.315,1.0
-1.3,1.0
-0.792,1.0
-1.43,-1.0
0.887,-1.0
-0.218,1.0
-1.29,-1.0
-1.63,-1.0
-1.33,1.0
0.701,-1.0
1.28,1.0
-0.709,1.0
0.257,-1.0
-0.958,1.0
-1.06,-1.0
0.832,-1.0
-0.197,1.0
-1.33,1.0
-1.4,-1.0
-1.13,-1.0
1.48,1.0
-1.26,1.0
1.11,-1.0
1.6,-1.0
-0.778,1.0
-1.75,1.0
-0.608,1.0
0.292,1.0
0.634,-1.0
0.349,-1.0
0.878,-1.0
0.463,1.0
0.167,-1.0
-0.805,1.0
1.61,1.0
0.899,-1.0
-1.79,1.0
-0.793,1.0
1.64,1.0
1.14,1.0
-1.19,-1.0
-0.99,1.0
1.37,1.0
-1.21,-1.0
-0.617,1.0
-0.117,-1.0
0.729,-1.0
-0.389,1.0
-1.31,-1.0
-1.49,-1.0
0.654,-1.0
-0.351,1.0
1.24,-1.0
-0.561,1.0
0.614,-1.0
0.611,-1.0
-0.928,-1.0
0.96,-1.0
1.17,-1.0
1.35,-1.0
-0.531,-1.0
0.0437,-1.0
1.59,-1.0
0.668,-1.0
1.01,-1.0
1.38,1.0
1.76,-1.0
0.399,-1.0
-0.0305,-1.0
-0.616,1.0
1.8,-1.0
0.281,1.0
1.1,-1.0
1.19,1.0
-0.111,-1.0
1.11,-1.0
-1.31,-1.0
-1.25,1.0
0.728,-1.0
-1.12,-1.0
-1.61,1.0
-0.628,-1.0
-0.94,-1.0
-1.04,-1.0
1.41,-1.0
0.118,-1.0
1.35,-1.0
-1.38,-1.0
1.03,-1.0
0.759,-1.0
0.512,-1.0
-0.706,1.0
0.96,-1.0
-0.798,-1.0
0.559,-1.0
-0.0513,1.0
0.378,-1.0
0.536,-1.0
1.22,1.0
0.629,-1.0
0.135,1.0
-1.04,-1.0
0.132,1.0
1.48,1.0
-0.322,-1.0
-0.754,1.0
-0.728,1.0
0.0291,-1.0
0.0553,1.0
-0.747,1.0
-0.903,-1.0
-1.25,-1.0
1.3,-1.0
0.989,-1.0
-0.617,1.0
0.0787,1.0
-0.034,1.0
-1.36,-1.0
-1.3,-1.0
0.317,1.0
0.429,-1.0
0.726,1.0
-0.959,-1.0
1.78,1.0
-0.494,1.0
-0.0498,1.0
1.02,-1.0
0.472,-1.0
0.229,-1.0
-0.419,1.0
0.775,1.0
-0.013,-1.0
-0.625,1.0
-0.769,1.0
0.0373,-1.0
-0.549,1.0
-0.451,1.0
-0.0524,1.0
0.161,-1.0
-0.242,1.0
-0.674,1.0
-1.27,1.0
0.365,-1.0
-0.443,1.0
-1.18,-1.0
0.189,1.0
1.12,1.0
