@relation page-blocks

@attribute Height numeric
@attribute Area numeric
@attribute Blackpix numeric
@attribute Class {1,2,3,4,5}

@data
6,72,27,1
7,168,41,1
10,70,23,1
6,216,110,1
8,408,125,1
10,190,108,1
9,414,123,1
9,3123,347,1
1,143,19,1
10,330,116,1
7,441,149,1
9,1152,252,1
8,112,43,1
9,2466,390,1
8,1480,348,1
10,380,71,1
9,2376,468,1
11,429,136,1
9,4815,921,1
7,21,12,1
12,120,81,1
9,1746,333,1
9,1971,215,1
10,340,143,1
9,396,178,1
28,1260,464,1
6,84,25,1
8,72,23,1
9,972,378,1
8,200,77,1
10,640,189,1
6,126,44,1
9,171,50,1
6,78,23,1
8,1560,273,1
5,105,35,1
7,105,24,1
10,1250,237,1
7,504,204,1
10,530,182,1
1,74,14,1
9,873,286,1
10,190,105,1
7,238,110,1
7,378,188,1
9,1719,564,1
7,1477,380,1
8,120,60,1
10,1220,359,1
5,20,9,1
7,350,93,1
7,42,16,1
6,120,40,1
7,252,70,1
7,126,33,1
14,476,133,1
8,160,60,1
12,4596,1409,1
7,140,60,1
8,664,216,1
7,63,27,1
9,189,39,1
9,144,55,1
9,45,17,1
9,333,199,1
9,738,181,1
8,72,28,1
7,91,28,1
7,28,8,1
7,98,29,1
7,91,22,1
9,81,22,1
9,297,136,1
6,168,24,1
9,153,96,1
9,4806,784,1
7,119,40,1
6,36,19,1
8,168,81,1
13,1001,298,1
7,147,46,1
9,243,84,1
10,980,383,1
5,40,14,1
7,147,50,1
7,126,36,1
8,64,26,1
8,456,122,1
6,582,135,1
10,310,200,1
10,200,122,1
10,160,99,1
11,220,125,1
8,152,69,1
11,1353,338,1
7,77,27,1
5,480,164,1
8,96,56,1
10,150,47,1
12,108,55,1
9,738,228,1
9,4815,752,1
8,192,61,1
8,680,162,1
10,110,47,1
8,480,208,1
7,777,197,1
17,5950,2162,1
7,217,62,1
9,1458,371,1
9,306,64,1
10,410,128,1
10,970,412,1
10,370,120,1
9,954,295,1
11,242,146,1
8,592,336,1
7,98,33,1
5,195,80,1
8,560,186,1
8,144,58,1
7,70,20,1
34,3876,406,1
60,3420,1574,1
9,90,35,1
12,516,184,1
9,4581,563,1
7,686,142,1
14,5138,1791,1
9,2934,501,1
8,136,72,1
7,77,24,1
7,70,23,1
6,24,11,1
10,1770,461,1
6,780,197,1
11,957,242,1
17,6851,2388,1
11,209,79,1
7,77,28,1
9,522,183,1
8,720,149,1
7,84,30,1
7,833,237,1
8,96,37,1
13,1495,469,1
10,160,71,1
12,156,61,1
7,98,30,1
11,2871,722,1
7,672,184,1
10,1030,258,1
6,108,58,1
11,5621,956,1
7,252,143,1
8,336,139,1
11,418,137,1
8,152,59,1
9,513,146,1
14,5726,984,1
9,1926,443,1
12,4920,1595,1
8,256,96,1
5,345,86,1
8,176,69,1
8,400,171,1
23,598,166,1
9,189,81,1
10,1510,291,1
5,100,47,1
8,664,261,1
1,14,8,1
11,99,54,1
6,174,73,1
8,216,61,1
7,336,98,1
7,210,64,1
11,495,132,1
7,133,46,1
10,2270,510,1
7,119,51,1
9,1665,663,1
10,480,278,1
10,200,58,1
7,77,24,1
4,44,16,1
8,144,68,1
5,35,16,1
4,72,18,1
8,184,47,1
5,60,28,1
8,112,48,1
7,56,15,1
8,504,162,1
13,494,141,1
8,400,211,1
8,936,188,1
9,684,241,1
7,1183,197,1
1,41,16,1
7,49,15,1
6,198,103,1
11,242,140,1
1,47,16,1
10,200,87,1
10,260,78,1
10,400,111,1
4,8,7,1
10,110,45,1
13,2769,995,1
5,215,80,1
8,352,146,1
5,20,7,1
9,2088,573,1
10,90,58,1
9,180,58,1
9,153,92,1
10,1700,849,1
9,855,243,1
7,28,20,1
8,168,35,1
9,783,348,1
9,342,152,1
7,105,74,1
10,1740,483,1
13,78,34,1
5,50,14,1
11,715,127,1
9,63,23,1
10,180,105,1
8,96,50,1
8,1592,183,1
7,77,35,1
8,104,44,1
8,200,103,1
9,378,144,1
7,56,27,1
7,847,230,1
7,686,174,1
8,96,43,1
9,774,232,1
8,1536,485,1
10,3250,700,1
5,20,12,1
10,3180,406,1
6,156,66,1
5,195,66,1
9,891,411,1
3,12,10,1
10,5110,684,1
7,238,67,1
10,480,173,1
7,84,35,1
7,469,121,1
13,5200,1891,1
15,5340,2127,1
9,171,112,1
5,15,8,1
4,28,8,1
8,128,42,1
13,4550,1732,1
11,2871,668,1
6,66,24,1
8,208,55,1
6,36,13,1
10,630,158,1
10,1270,493,1
10,170,86,1
8,232,48,1
3,9,8,1
7,91,33,1
7,126,46,1
10,120,27,1
11,99,40,1
18,864,228,1
8,1864,282,1
4,380,118,1
9,297,101,1
10,800,223,1
8,48,18,1
7,112,34,1
9,144,40,1
5,115,37,1
10,150,41,1
11,1771,582,1
6,486,137,1
11,1815,643,1
10,100,34,1
11,1617,518,1
8,240,56,1
5,190,81,1
10,2560,951,1
9,414,100,1
9,738,260,1
11,462,131,1
8,472,145,1
7,875,254,1
11,1309,341,1
23,4554,4210,1
9,117,62,1
8,112,25,1
6,42,14,1
10,570,186,1
7,77,32,1
8,416,135,1
10,160,54,1
11,231,95,1
5,265,59,1
10,180,70,1
9,126,16,1
12,804,302,1
10,1570,366,1
14,1750,505,1
9,378,171,1
10,1300,552,1
1,77,25,1
9,2349,430,1
5,145,58,1
13,4381,811,1
13,4537,1724,1
7,1267,400,1
8,168,92,1
38,1976,894,1
8,312,88,1
9,2250,781,1
8,96,45,1
9,531,178,1
6,426,140,1
9,135,51,1
5,35,19,1
8,4200,398,1
10,980,368,1
9,576,177,1
10,660,214,1
9,882,433,1
17,408,166,1
9,576,172,1
5,20,9,1
7,91,34,1
8,376,122,1
7,77,24,1
10,310,93,1
9,936,264,1
5,885,200,1
10,130,50,1
7,357,115,1
10,230,72,1
11,506,143,1
9,63,19,1
10,380,147,1
11,1034,266,1
8,592,244,1
7,112,35,1
10,450,133,1
8,96,42,1
11,363,101,1
7,112,49,1
8,512,197,1
7,336,90,1
8,56,17,1
8,112,52,1
10,220,73,1
9,4599,1035,1
10,410,114,1
9,720,166,1
9,441,135,1
9,378,145,1
8,80,36,1
8,40,18,1
8,864,301,1
14,5180,907,1
5,480,158,1
9,423,116,1
9,189,69,1
10,250,102,1
8,1008,189,1
7,126,21,1
9,963,316,1
6,78,27,1
38,12996,3573,1
10,470,105,1
9,306,95,1
9,963,209,1
9,702,326,1
10,510,143,1
6,198,60,1
6,84,45,1
8,224,89,1
9,423,153,1
8,64,23,1
7,56,18,1
9,450,223,1
7,112,34,1
7,140,51,1
9,432,98,1
10,190,111,1
6,78,26,1
82,25748,7618,1
7,392,89,1
10,1260,584,1
8,280,117,1
9,72,16,1
10,300,128,1
9,3141,394,1
8,112,47,1
4,16,8,1
9,3267,417,1
8,616,143,1
8,104,69,1
11,88,63,1
8,264,94,1
9,1107,437,1
9,234,74,1
8,2176,404,1
7,182,81,1
8,112,47,1
7,217,69,1
5,215,87,1
13,871,384,1
9,108,44,1
10,510,156,1
8,96,44,1
8,168,39,1
11,2992,835,1
8,328,115,1
7,392,56,1
14,252,40,1
9,153,69,1
5,55,25,1
14,798,592,1
9,864,243,1
5,90,29,1
6,96,47,1
7,2422,404,1
10,190,72,1
10,330,121,1
10,230,60,1
9,306,118,1
14,868,376,1
9,2736,554,1
7,140,35,1
16,384,158,1
11,2981,829,1
8,144,61,1
8,424,140,1
10,1810,888,1
11,187,60,1
25,12375,5748,1
10,1250,570,1
9,261,80,1
10,510,209,1
5,60,19,1
14,798,570,1
7,77,18,1
9,4806,671,1
15,165,83,1
8,56,28,1
8,824,117,1
5,120,45,1
10,170,38,1
9,81,29,1
12,600,207,1
8,184,44,1
10,980,439,1
12,3984,1602,1
6,876,285,1
6,102,26,1
14,5908,1062,1
8,432,106,1
8,224,91,1
10,2820,540,1
12,3252,753,1
1,22,13,1
11,1111,281,1
9,1773,485,1
7,182,35,1
12,2760,453,1
8,192,50,1
9,828,199,1
9,324,187,1
9,405,179,1
14,4872,822,1
10,320,98,1
12,144,44,1
7,287,102,1
9,144,54,1
22,1584,743,1
8,128,44,1
9,198,53,1
8,640,126,1
9,4599,755,1
13,494,155,1
7,1673,268,1
7,413,191,1
3,9,7,1
7,238,63,1
8,384,85,1
7,812,251,1
7,126,35,1
6,132,26,1
11,253,105,1
9,360,128,1
9,414,121,1
11,3212,1096,1
8,248,87,1
9,3177,594,1
6,24,16,1
13,5499,1034,1
1,123,20,1
7,1246,301,1
5,25,18,1
11,539,185,1
22,4576,928,1
6,66,21,1
10,2710,675,1
6,582,155,1
9,216,77,1
7,532,160,1
8,72,31,1
8,1440,286,1
9,198,57,1
7,1379,99,1
8,2192,329,1
8,384,131,1
14,6160,975,1
7,21,12,1
10,1440,368,1
7,77,27,1
7,217,60,1
11,209,125,1
9,333,100,1
9,189,100,1
10,3300,684,1
8,320,154,1
8,96,46,1
7,77,23,1
9,2439,712,1
7,119,54,1
24,2568,2333,1
8,112,36,1
8,56,23,1
9,162,84,1
10,1760,452,1
7,217,73,1
6,576,178,1
8,80,29,1
6,42,13,1
6,102,32,1
9,675,131,1
9,333,177,1
7,49,13,1
15,4500,1136,1
9,270,82,1
7,63,23,1
6,78,23,1
6,486,137,1
10,370,57,1
9,1098,415,1
7,140,43,1
12,3264,715,1
11,88,51,1
8,128,55,1
7,126,34,1
6,192,55,1
9,225,85,1
9,738,243,1
14,5558,1902,1
9,747,277,1
10,1510,575,1
8,168,60,1
17,1666,1548,1
8,96,39,1
13,5317,1421,1
6,60,29,1
10,410,146,1
8,240,85,1
11,781,360,1
4,16,9,1
7,700,198,1
10,190,69,1
10,90,20,1
11,935,234,1
10,1760,319,1
8,1056,328,1
9,675,173,1
7,56,22,1
8,104,43,1
7,441,127,1
13,2925,740,1
9,756,308,1
6,414,116,1
1,89,15,1
15,435,228,1
9,180,61,1
9,162,67,1
7,287,94,1
7,217,61,1
7,224,52,1
9,2331,512,1
10,350,147,1
7,861,228,1
8,56,23,1
9,3087,499,1
10,310,61,1
8,112,54,1
12,960,311,1
8,192,57,1
5,45,24,1
9,3384,760,1
6,84,23,1
8,2744,354,1
9,198,42,1
7,133,35,1
6,18,10,1
8,600,197,1
11,231,73,1
8,96,38,1
7,609,141,1
9,495,124,1
6,576,171,1
11,1012,365,1
5,135,74,1
8,232,79,1
7,84,19,1
6,174,59,1
14,2618,693,1
2,12,7,1
10,480,150,1
6,606,238,1
8,4280,731,1
11,2024,920,1
11,1144,420,1
6,66,20,1
10,3030,543,1
5,95,37,1
7,84,31,1
9,2988,476,1
11,99,51,1
8,896,152,1
12,696,239,1
7,462,136,1
8,744,241,1
7,987,158,1
7,287,60,1
8,40,14,1
15,810,262,1
7,98,34,1
7,63,27,1
13,4602,1749,1
8,64,33,1
5,495,150,1
8,2552,445,1
10,790,256,1
10,360,128,1
9,2979,582,1
6,12,7,1
8,1032,239,1
8,368,116,1
5,60,29,1
12,96,46,1
9,1008,215,1
7,294,69,1
8,272,114,1
9,4815,606,1
8,104,61,1
7,217,100,1
11,121,47,1
7,350,75,1
14,168,111,1
5,195,64,1
10,670,201,1
8,600,249,1
9,621,213,1
9,1620,259,1
10,2050,781,1
9,747,216,1
5,215,98,1
6,264,118,1
18,2844,563,1
10,380,161,1
6,498,164,1
17,6494,2355,1
9,2376,619,1
8,312,115,1
8,48,24,1
6,348,96,1
9,711,230,1
11,1309,309,1
10,100,50,1
7,329,125,1
7,231,80,1
11,2981,527,1
9,297,103,1
7,189,76,1
9,369,157,1
7,238,65,1
10,990,439,1
8,160,58,1
4,384,184,1
7,161,55,1
8,168,52,1
9,207,63,1
10,370,131,1
7,105,42,1
11,88,61,1
8,40,15,1
24,2976,2683,1
3,9,7,1
7,147,47,1
10,2620,736,1
12,4920,1636,1
9,639,249,1
8,232,93,1
9,585,271,1
8,136,31,1
9,747,249,1
12,276,159,1
14,1428,509,1
10,1310,597,1
11,88,62,1
13,481,147,1
6,120,38,1
5,470,86,1
9,1620,606,1
9,369,124,1
8,48,19,1
7,70,21,1
7,266,76,1
10,5090,492,1
4,1012,131,1
14,798,580,1
7,126,27,1
7,245,46,1
1,12,7,1
8,184,64,1
7,217,83,1
13,4524,1395,1
9,918,371,1
5,35,16,1
7,63,24,1
9,558,225,1
9,351,90,1
5,40,15,1
10,260,77,1
9,522,106,1
7,63,24,1
5,470,110,1
10,5100,832,1
6,96,19,1
10,170,97,1
3,27,8,1
8,224,58,1
12,276,159,1
11,1111,293,1
7,427,137,1
9,189,57,1
6,1134,367,1
8,1296,564,1
5,40,13,1
10,2620,484,1
9,963,344,1
7,140,65,1
6,570,171,1
8,184,67,1
6,102,46,1
9,1098,366,1
8,160,63,1
7,273,40,1
7,154,61,1
5,65,17,1
24,4752,4329,1
10,210,63,1
8,288,86,1
8,136,48,1
12,516,169,1
9,4815,832,1
4,16,7,1
17,391,146,1
11,671,242,1
10,2720,508,1
8,200,57,1
8,96,41,1
9,1755,221,1
8,256,101,1
8,288,123,1
16,5392,1956,1
8,80,19,1
8,120,45,1
7,182,63,1
1,263,40,1
12,1404,309,1
8,344,133,1
14,1624,439,1
6,576,184,1
8,72,28,1
14,252,75,1
4,96,55,1
8,72,23,1
10,540,172,1
6,234,92,1
8,200,48,1
6,162,77,1
11,231,108,1
25,7275,3392,1
11,1298,452,1
7,217,58,1
11,330,98,1
6,576,114,1
10,5110,822,1
15,4020,1661,1
11,2013,969,1
8,96,44,1
7,294,77,1
11,2035,600,1
7,266,110,1
7,175,33,1
8,152,59,1
8,352,171,1
7,112,32,1
5,230,40,1
9,216,47,1
8,296,111,1
4,188,56,1
8,40,21,1
9,252,63,1
8,200,71,1
11,1694,317,1
10,520,153,1
10,1000,410,1
9,261,61,1
9,738,269,1
6,84,24,1
6,60,24,1
10,470,159,1
8,96,42,1
9,1107,401,1
8,200,81,1
8,80,32,1
9,306,116,1
6,72,23,1
8,280,119,1
9,1575,279,1
2,558,42,1
7,770,162,1
5,195,77,1
6,138,52,1
8,912,106,1
10,310,87,1
6,78,21,1
24,2304,480,1
6,576,178,1
10,190,115,1
9,1395,483,1
3,81,39,1
9,1413,313,1
12,1260,466,1
5,70,41,1
10,530,156,1
9,198,45,1
6,24,15,1
6,534,215,1
8,1480,392,1
10,330,130,1
5,55,19,1
7,266,94,1
7,98,24,1
10,490,255,1
16,6224,2268,1
8,288,123,1
8,584,253,1
8,72,27,1
11,352,117,1
11,319,130,1
7,98,31,1
9,801,240,1
10,2720,573,1
10,270,99,1
10,110,52,1
10,120,48,1
8,1240,454,1
9,684,245,1
11,704,176,1
10,190,111,1
7,301,73,1
10,2510,378,1
6,564,106,1
24,3984,3604,1
9,891,339,1
9,2403,393,1
9,648,165,1
1,99,19,1
8,128,48,1
16,6528,2546,1
10,270,170,1
9,711,244,1
6,78,24,1
10,900,451,1
9,1359,349,1
7,42,17,1
9,81,28,1
8,1672,290,1
8,336,91,1
6,1578,196,1
7,945,108,1
11,1067,284,1
10,320,107,1
10,770,361,1
10,80,54,1
7,378,89,1
13,481,155,1
10,360,132,1
13,3692,758,1
8,424,140,1
7,91,30,1
6,72,20,1
8,360,132,1
7,42,21,1
1,12,7,1
8,64,23,1
5,410,148,1
8,80,28,1
13,1378,422,1
9,810,211,1
10,190,62,1
8,1728,705,1
22,1474,326,1
9,612,205,1
16,6784,2518,1
7,161,52,1
5,485,162,1
9,333,127,1
8,664,237,1
8,152,54,1
8,656,260,1
9,1170,600,1
11,154,68,1
11,902,213,1
9,1296,160,1
10,2710,508,1
7,875,236,1
8,136,42,1
11,88,33,1
5,25,9,1
6,288,91,1
7,266,60,1
7,168,39,1
6,60,19,1
4,80,31,1
10,580,233,1
8,72,26,1
7,497,96,1
11,1298,530,1
6,576,125,1
7,1351,278,1
5,15,9,1
7,203,58,1
9,1683,707,1
16,6560,2497,1
1,32,14,1
6,72,23,1
5,150,88,1
9,387,182,1
8,248,93,1
16,1936,767,1
10,120,40,1
7,133,46,1
6,210,112,1
6,186,56,1
6,72,27,1
8,120,51,1
10,460,128,1
7,28,8,1
7,210,71,1
9,297,77,1
9,63,18,1
9,189,55,1
28,896,411,1
9,747,212,1
8,96,37,1
6,426,56,1
8,200,81,1
6,582,137,1
12,996,300,1
24,6720,3064,1
9,189,74,1
7,84,19,1
8,200,56,1
11,88,53,1
10,180,56,1
8,136,40,1
13,6331,1564,1
8,64,15,1
10,510,112,1
24,4272,2099,1
7,217,68,1
8,96,38,1
8,64,28,1
10,2280,592,1
7,266,82,1
18,1152,301,1
11,2981,483,1
4,392,205,1
9,324,183,1
8,792,278,1
11,3311,1019,1
10,180,69,1
8,120,30,1
7,63,19,1
9,189,46,1
6,192,55,1
8,232,105,1
8,128,44,1
10,2920,594,1
8,2168,681,1
10,390,115,1
5,15,8,1
11,220,127,1
11,352,90,1
7,98,31,1
10,410,124,1
12,96,28,1
10,350,116,1
10,1190,464,1
10,790,242,1
10,130,14,1
9,2259,423,1
8,264,99,1
10,340,101,1
7,77,23,1
7,896,237,1
7,168,46,1
9,2250,686,1
10,250,98,1
8,1712,720,1
9,963,361,1
9,729,283,1
5,65,17,1
7,147,42,1
9,603,282,1
15,5130,1232,1
11,2695,952,1
12,1080,198,1
9,171,66,1
9,207,35,1
8,120,32,1
8,96,41,1
10,510,172,1
10,610,177,1
7,112,27,1
9,882,266,1
9,1656,341,1
8,208,85,1
9,4662,449,1
5,75,7,1
23,3036,2885,1
7,301,88,1
17,391,164,1
9,468,134,1
13,494,154,1
9,351,156,1
8,368,131,1
6,636,82,1
7,56,14,1
9,387,150,1
9,4806,491,1
11,2992,847,1
7,217,65,1
8,792,167,1
6,78,14,1
8,216,51,1
13,5629,2109,1
9,918,168,1
12,132,49,1
8,2720,499,1
11,2673,314,1
25,4225,923,1
12,528,155,1
5,35,19,1
6,174,51,1
8,80,31,1
12,864,243,1
9,1674,268,1
8,8,8,1
9,1359,250,1
5,35,23,1
10,1620,477,1
23,6233,786,1
6,90,25,1
8,704,137,1
9,2448,659,1
10,350,152,1
10,110,54,1
6,54,20,1
12,1464,381,1
8,144,58,1
12,3192,1079,1
9,324,159,1
9,999,209,1
9,126,74,1
5,90,62,1
10,360,132,1
9,288,120,1
7,161,46,1
8,224,67,1
10,3230,641,1
10,110,30,1
9,405,124,1
5,20,9,1
12,96,59,1
8,80,34,1
6,162,39,1
4,76,32,1
6,42,17,1
13,5291,1406,1
10,850,283,1
5,30,13,1
13,429,105,1
9,1332,264,1
7,161,48,1
11,869,297,1
5,50,28,1
7,1204,354,1
10,1000,267,1
7,140,53,1
5,220,53,1
9,144,23,1
7,91,34,1
8,120,57,1
9,324,175,1
9,423,121,1
10,490,259,1
7,147,57,1
7,49,21,1
10,2710,540,1
7,98,32,1
23,1081,341,1
10,2720,631,1
11,693,286,1
7,252,76,1
