@relation 'page-blocks-weka.filters.unsupervised.attribute.Remove-V-R1,8,10-11'

@attribute Height numeric
@attribute Blackpix numeric
@attribute Wb_trans numeric
@attribute Class {1,2,3,4,5}

@data
9,619,210,1
9,320,141,1
6,73,38,1
10,889,671,1
7,824,246,1
9,281,113,1
9,168,132,1
8,101,77,1
7,279,222,1
8,341,260,1
13,710,235,1
13,147,41,1
24,2063,258,1
1,154,17,2
9,330,255,1
9,152,125,1
8,354,294,1
1,61,1,2
25,2181,276,1
24,956,110,1
8,715,243,1
9,564,264,1
6,70,42,1
9,346,241,1
11,956,671,1
2,578,7,2
9,279,222,1
3,569,8,2
14,754,226,1
9,218,128,1
2,667,40,2
9,609,456,1
2,42,40,1
8,129,97,1
25,2115,266,1
9,215,135,1
9,410,144,1
9,712,220,1
6,55,39,1
9,168,120,1
7,34,19,1
9,787,618,1
6,137,109,1
7,96,67,1
9,684,533,1
13,668,215,1
9,328,135,1
1,14,13,1
9,757,617,1
10,701,590,1
7,241,200,1
153,14180,302,3
83,4138,603,5
83,4804,167,3
39,39,1,4
1,177,2,2
13,451,81,1
11,152,52,1
10,200,30,1
42,42,1,4
13,47,14,1
7,45,2,1
11,650,226,1
4,22,1,2
12,538,81,1
14,2248,473,1
14,1990,412,1
10,58,1,1
3,8,1,1
1,12,7,2
11,920,195,1
11,1686,358,1
9,101,13,1
28,1235,621,1
10,510,177,1
9,305,107,1
8,564,188,1
12,1404,324,1
3,8,1,1
9,80,12,1
9,626,218,1
14,1028,236,1
14,1956,441,1
8,354,120,1
9,113,14,1
11,610,212,1
10,52,1,1
9,518,187,1
14,1341,284,1
23,2885,139,1
13,995,214,1
13,622,127,1
13,13,1,4
6,261,64,1
1,7,1,1
9,563,192,1
12,1482,515,1
1,13,6,2
16,2582,499,1
24,3768,237,1
16,2060,394,1
10,238,80,1
12,164,17,1
17,2162,408,1
16,1490,300,1
11,127,15,1
12,1109,386,1
16,2518,488,1
12,551,90,1
16,2543,481,1
14,15,1,4
11,151,16,1
9,9,1,4
9,687,398,1
9,1240,525,1
7,88,18,1
10,824,160,1
9,371,138,1
9,386,137,1
7,29,1,1
87,4093,39,1
11,154,37,1
17,133,8,1
17,164,25,1
9,409,217,1
7,420,246,1
17,174,39,1
7,345,215,1
3,8,2,1
7,133,79,1
7,351,234,1
7,174,114,1
79,4009,78,1
13,1076,449,1
6,104,79,1
6,135,87,1
6,178,103,1
6,193,79,1
6,184,80,1
5,148,70,1
9,661,421,1
10,540,378,1
6,114,71,1
6,125,86,1
9,26,2,1
7,237,158,1
1,16,15,1
1,17,16,1
7,191,82,1
7,254,160,1
8,239,164,1
7,160,116,1
6,72,41,1
1,20,19,1
7,57,43,1
9,430,302,1
23,306,212,1
7,42,31,1
6,84,61,1
6,114,66,1
5,36,21,1
8,119,83,1
5,41,31,1
7,53,39,1
5,11,6,1
38,2623,370,1
19,69,9,1
10,71,34,1
10,60,34,1
12,727,443,1
13,872,548,1
10,58,23,1
14,822,526,1
8,200,111,1
8,88,59,1
8,510,356,1
6,82,72,1
7,418,341,1
7,108,99,1
8,445,317,1
1,8,1,2
1,95,1,2
10,246,120,1
11,65,13,1
10,87,44,1
8,8,1,4
10,66,14,1
38,894,256,1
14,693,300,1
11,55,10,1
10,444,268,1
10,276,187,1
7,61,45,1
