@relation page-blocks

@attribute Eccen numeric
@attribute P_black numeric
@attribute Class {1,2,3,4,5}

@data
5.143,0.302,1
1.235,0.373,1
8,0.385,1
6.125,0.406,1
59.444,0.165,1
5,0.447,1
14,0.17,1
34.364,0.33,1
32.538,0.188,1
8,0.44,1
9,0.388,1
2.727,0.297,1
1.857,0.374,1
1.778,0.174,1
0.6,0.6,1
1.8,0.289,1
1.857,0.242,1
7.6,0.322,1
8.714,0.319,1
1.5,0.583,1
20.556,0.398,1
51,0.163,1
4.625,0.334,1
0.667,0.479,1
5.714,0.336,1
17.3,0.09,1
2.167,0.282,1
14.833,0.403,1
3.714,0.346,1
5.125,0.335,1
5.75,0.348,1
4.375,0.393,1
8.067,0.428,1
5.391,0.941,1
10.667,0.339,1
8.091,0.17,1
30.071,0.379,1
2.5,0.384,1
0.8,0.4,1
4.4,0.314,1
10.714,0.225,1
2.167,0.346,1
2.571,0.278,1
12.286,0.294,1
1.125,0.417,1
4.125,0.356,1
10.667,0.281,1
1.9,0.563,1
2.286,0.25,1
4.667,0.378,1
3,0.375,1
8.2,0.362,1
2.857,0.307,1
1.5,0.333,1
2.375,0.395,1
1.607,0.368,1
4.429,0.221,1
14.444,0.513,1
19.75,0.102,1
14.7,0.168,1
7.12,0.475,1
12.111,0.243,1
3.6,0.689,1
8.625,0.312,1
6.636,0.27,1
3.1,0.339,1
17.667,0.249,1
26.308,0.231,1
34.143,0.16,1
3,0.34,1
2.2,0.323,1
5,0.456,1
3,0.279,1
3.375,0.282,1
1.8,0.294,1
0.571,0.286,1
1.727,0.579,1
1.75,0.411,1
23.727,0.233,1
56.778,0.225,1
49.429,0.167,1
2.556,0.324,1
1.5,0.352,1
28.875,0.21,1
9.111,0.312,1
8.5,0.292,1
15.9,0.355,1
12.1,0.415,1
3.714,0.302,1
1.5,0.385,1
3.417,0.289,1
2,0.414,1
8.2,0.3,1
16,0.309,1
2.714,0.286,1
26.8,0.395,1
0.667,0.292,1
11.6,0.246,1
20.417,0.204,1
3,0.438,1
2.833,0.382,1
5,0.188,1
1.429,0.343,1
1.1,0.491,1
1.75,0.42,1
15.833,0.256,1
4,0.531,1
9,0.399,1
56.667,0.171,1
31,0.226,1
6.571,0.304,1
13.222,0.422,1
12.1,0.37,1
1,0.296,1
2.273,0.298,1
5.375,0.372,1
7.75,0.419,1
3.909,0.334,1
5.444,0.272,1
0.7,0.429,1
2.526,0.431,1
11.333,0.166,1
5,0.602,1
2.667,0.218,1
1.571,0.416,1
5,0.409,1
0.75,0.333,1
0.647,0.417,1
30.222,0.137,1
2.111,0.292,1
1.286,0.159,1
12.667,0.353,1
4.778,0.344,1
50.9,0.097,1
27.1,0.199,1
2.111,0.298,1
7.75,0.357,1
5,0.391,1
9.222,0.284,1
1.857,0.286,1
2,0.344,1
10,0.303,1
51.1,0.115,1
2.857,0.364,1
15.222,0.235,1
25.889,0.165,1
10.714,0.156,1
0.778,0.286,1
5.5,0.455,1
24.333,0.109,1
7.9,0.324,1
3.667,0.424,1
10.8,0.297,1
6.714,0.258,1
24.143,0.167,1
1,0.52,1
7.333,0.496,1
3.7,0.324,1
13.714,0.234,1
42.75,0.163,1
11.444,0.369,1
2.7,0.3,1
1,0.347,1
9,0.275,1
20.667,0.372,1
123,0.163,1
5.923,0.258,1
16,0.351,1
0.875,0.429,1
2.923,0.285,1
11.444,0.383,1
3.5,0.438,1
47.4,0.187,1
5.111,0.365,1
1.5,0.479,1
2.222,0.55,1
3.222,0.23,1
49.75,0.279,1
2.364,0.297,1
18.8,0.277,1
5,0.4,1
5,0.388,1
2.25,0.403,1
21.9,0.153,1
8.625,0.366,1
5.333,0.365,1
12.333,0.184,1
5.909,0.39,1
2,0.359,1
30.571,0.461,1
19.333,0.316,1
2.1,0.3,1
1.875,0.267,1
3.125,0.405,1
7.333,0.254,1
1.857,0.242,1
2.333,0.392,1
21.308,0.293,1
3.125,0.405,1
4,0.27,1
5.625,0.197,1
3.889,0.381,1
5.647,0.366,1
31.111,0.165,1
0.6,0.533,1
22,0.318,1
13.071,0.39,1
6.3,0.251,1
14.692,0.406,1
12,0.583,1
3.286,0.273,1
13.333,0.352,1
1.125,0.375,1
1,0.516,1
14,0.187,1
2.75,0.375,1
6.889,0.403,1
11.9,0.275,1
12.286,0.244,1
8.714,0.321,1
4.5,0.427,1
24.727,0.171,1
7.375,0.508,1
3.273,0.283,1
28.667,0.294,1
2.333,0.274,1
4.714,0.264,1
27.1,0.176,1
16.571,0.262,1
1.6,0.325,1
3.9,0.308,1
3.667,0.261,1
35,0.191,1
10.059,0.208,1
7.273,0.492,1
4.5,0.465,1
8.143,0.414,1
56.667,0.137,1
8.182,0.385,1
13.357,0.265,1
13.667,0.359,1
0.444,0.472,1
22.5,0.371,1
10.278,0.163,1
5.154,0.441,1
3.333,0.317,1
29.286,0.109,1
1.143,0.357,1
4.125,0.39,1
2.333,0.571,1
2.714,0.662,1
3.222,0.318,1
2.429,0.261,1
1.083,0.372,1
10.111,0.302,1
23,0.177,1
7.286,0.325,1
1.857,0.308,1
12.182,0.286,1
0.4,0.375,1
5.5,0.52,1
1.412,0.4,1
3,0.357,1
7,0.305,1
20.333,0.327,1
27.438,0.384,1
3.75,0.363,1
11.429,0.102,1
0.875,0.464,1
5.778,0.286,1
2.833,0.451,1
4.444,0.506,1
9,0.317,1
3.667,0.294,1
2.111,0.275,1
0.636,0.468,1
0.75,0.375,1
5.222,0.31,1
7.667,0.209,1
0.714,0.257,1
1,0.44,1
1.333,0.407,1
1.333,0.75,1
0.571,0.429,1
1.333,0.563,1
19.25,0.424,1
1.125,0.319,1
24,0.383,1
7.333,0.323,1
3,0.333,1
38.111,0.162,1
23.143,0.096,1
6.1,0.29,1
3.4,0.421,1
8.333,0.396,1
2.444,0.192,1
8.75,0.279,1
5.6,0.307,1
2.5,0.394,1
18.75,0.205,1
34.25,0.15,1
3.778,0.386,1
6.7,0.321,1
2.167,0.295,1
11.308,0.358,1
1,0.563,1
4.778,0.3,1
27.667,0.346,1
2.273,0.335,1
15.5,0.35,1
6.5,0.226,1
3.364,0.371,1
2.625,0.411,1
3,0.339,1
6.667,0.221,1
1.286,0.238,1
0.571,0.393,1
14,0.254,1
6,0.333,1
21.571,0.077,1
7.714,0.254,1
7.636,0.291,1
37.462,0.247,1
10.889,0.285,1
1.818,0.564,1
59.333,0.163,1
0.778,0.349,1
89,0.191,1
14.833,0.298,1
5.857,0.261,1
0.8,0.7,1
2.4,0.467,1
6.1,0.305,1
19.7,0.144,1
31.857,0.121,1
12.143,0.192,1
17.333,0.099,1
99,0.192,1
1.444,0.53,1
4,0.352,1
0.375,0.458,1
1.444,0.239,1
4,0.577,1
1.5,0.51,1
6.222,0.327,1
12.6,0.21,1
7.9,0.163,1
12.6,0.456,1
3.5,0.349,1
1,0.417,1
5.167,0.263,1
3.2,0.25,1
6.857,0.268,1
59.333,0.134,1
1.889,0.601,1
8.545,0.38,1
17.308,0.253,1
2.2,0.318,1
0.667,0.625,1
6,0.573,1
0.632,0.303,1
2.429,0.328,1
2.143,0.4,1
13.1,0.456,1
13,0.179,1
3,0.295,1
1.424,0.659,1
4.889,0.24,1
2.833,0.275,1
24.444,0.23,1
0.818,0.545,1
3.8,0.432,1
4.625,0.375,1
4.259,0.293,1
11.286,0.566,1
2.222,0.55,1
4.9,0.52,1
24.563,0.341,1
3.091,0.364,1
1.4,0.371,1
28.625,0.168,1
18.5,0.208,1
7.375,0.307,1
2.143,0.229,1
2,0.344,1
9.444,0.308,1
10.375,0.404,1
0.875,0.393,1
3.167,0.184,1
4,0.264,1
40,0.175,1
25,0.12,1
25,0.287,1
5.875,0.266,1
6.222,0.339,1
3.6,0.367,1
22.5,0.199,1
5.083,0.251,1
10,0.436,1
1.5,0.417,1
44.125,0.07,1
1.286,0.349,1
0.571,0.321,1
9.125,0.235,1
7.077,0.773,1
3,0.333,1
10.778,0.317,1
51.1,0.158,1
11.182,0.48,1
2.4,0.267,1
77,0.325,1
1,0.4,1
6.4,0.406,1
4.125,0.314,1
11.75,0.485,1
31.286,0.195,1
2.333,0.286,1
5.778,0.359,1
6.571,0.304,1
3.8,0.424,1
5.3,0.34,1
16,0.274,1
18.8,0.183,1
4.6,0.226,1
3.3,0.282,1
2.571,0.119,1
2.2,0.277,1
3.25,0.264,1
2.125,0.228,1
6.091,0.331,1
20.375,0.383,1
3.111,0.317,1
9.2,0.174,1
0.455,0.655,1
0.571,0.321,1
11,0.189,1
1.429,0.286,1
51.667,0.157,1
11.9,0.392,1
2,0.319,1
2.857,0.493,1
1.5,0.427,1
19.111,0.171,1
3.286,0.447,1
500,0.5,1
20.667,0.425,1
0.857,0.214,1
3.6,0.467,1
15.667,0.287,1
4.727,0.262,1
0.833,0.333,1
26.2,0.273,1
5,0.363,1
23.286,0.363,1
3.5,0.337,1
16,0.217,1
4,0.208,1
4.714,0.346,1
3.3,0.327,1
20.444,0.206,1
2.857,0.257,1
21.875,0.156,1
13.818,0.365,1
8.6,0.326,1
5.714,0.232,1
1.429,0.286,1
10.889,0.491,1
5.75,0.407,1
1.875,0.558,1
0.857,0.429,1
3.75,0.383,1
5.4,0.548,1
4.25,0.309,1
4.444,0.483,1
2.143,0.2,1
2,0.54,1
23.818,0.251,1
26,0.282,1
2,0.43,1
0.625,0.325,1
0.714,0.429,1
16,0.319,1
7,0.3,1
13.667,0.346,1
2.375,0.388,1
8.625,0.415,1
0.5,0.469,1
25.625,0.381,1
1.625,0.394,1
1.333,0.458,1
1.5,0.458,1
13.444,0.322,1
5.167,0.318,1
2.429,0.387,1
7.714,0.304,1
21.182,0.245,1
3.889,0.362,1
2.75,0.477,1
3,0.297,1
0.727,0.25,1
2.875,0.375,1
32.7,0.379,1
3.125,0.365,1
1.4,0.571,1
1.5,0.448,1
6.556,0.335,1
0.857,0.661,1
33.222,0.226,1
5.75,0.34,1
1.6,0.55,1
29.286,0.241,1
4.25,0.426,1
13.625,0.219,1
1.571,0.403,1
0.818,0.465,1
7.875,0.321,1
8.6,0.423,1
23.733,0.398,1
11.889,0.191,1
9.2,0.278,1
11.889,0.209,1
7.222,0.265,1
25.938,0.389,1
7,0.2,1
1.5,0.313,1
30.9,0.2,1
11.333,0.357,1
12.444,0.213,1
10.462,0.415,1
27.1,0.193,1
4,0.338,1
0.583,0.214,1
14.583,0.403,1
5.143,0.365,1
6.7,0.291,1
8.667,0.335,1
2.875,0.462,1
3.8,0.195,1
4.778,0.274,1
2.333,0.487,1
2.286,0.446,1
1.5,0.542,1
0.462,0.436,1
1.6,0.425,1
4.6,0.278,1
9.462,0.428,1
2.571,0.167,1
10.571,0.276,1
0.571,0.286,1
26.125,0.173,1
1.333,0.426,1
4.222,0.211,1
4.111,0.396,1
6.556,0.348,1
1,0.519,1
2.375,0.434,1
2.8,0.443,1
7.182,0.342,1
13.917,0.225,1
8.875,0.289,1
3.8,0.439,1
4.857,0.462,1
1.2,0.183,1
27.583,0.237,1
4,0.308,1
4.571,0.232,1
6.9,0.277,1
0.8,0.45,1
3.714,0.396,1
6.222,0.343,1
7.667,0.315,1
4.1,0.324,1
1,0.889,1
19.667,0.196,1
41.417,0.269,1
12.222,0.311,1
30.625,0.198,1
6.3,0.233,1
10.1,0.466,1
4.5,0.323,1
3,0.507,1
8.714,0.321,1
0.95,0.46,1
3.556,0.33,1
6,0.495,1
3.125,0.285,1
1.5,0.438,1
1.5,0.393,1
5.714,0.339,1
25,0.186,1
4.429,0.433,1
1.125,0.431,1
5.857,0.345,1
9.455,0.394,1
0.8,0.688,1
65.375,0.06,1
16.727,0.46,1
9.111,0.245,1
6.5,0.466,1
1.75,0.42,1
3.429,0.274,1
0.5,0.438,1
1.25,0.363,1
2.364,0.283,1
3.818,0.284,1
9.2,0.431,1
2,0.398,1
1.2,0.35,1
3.333,0.304,1
5.143,0.456,1
16.375,0.246,1
39.778,0.385,1
20.111,0.35,1
1.571,0.364,1
1.4,0.657,1
15.833,0.209,1
3.556,0.271,1
2,0.347,1
6.5,0.393,1
4.25,0.36,1
1.75,0.286,1
27.933,0.345,1
0.8,0.4,1
5.375,0.445,1
0.8,0.5,1
6.2,0.419,1
26.8,0.494,1
0.9,0.522,1
4.556,0.201,1
25.1,0.179,1
1.4,0.543,1
2.273,0.36,1
8.75,0.371,1
5,0.408,1
26.2,0.281,1
5.125,0.351,1
18.6,0.351,1
5,0.445,1
11.6,0.2,1
11.313,0.4,1
12.625,0.222,1
11.429,0.155,1
4.143,0.286,1
2,0.623,1
1.75,0.446,1
1,0.203,1
4.625,0.392,1
0.556,0.244,1
24.286,0.259,1
1.5,0.469,1
2.333,0.265,1
15.714,0.21,1
18.615,0.231,1
16.692,0.361,1
5.875,0.221,1
31.8,0.128,1
5.375,0.387,1
5.8,0.081,1
5.625,0.367,1
2.333,0.206,1
9,0.328,1
9,1,1
29,0.183,1
4.286,0.3,1
9.111,0.379,1
2.5,0.267,1
5.2,0.269,1
8.857,0.189,1
4.286,0.271,1
28.444,0.099,1
4.9,0.59,1
28.286,0.055,1
34,0.187,1
23.667,0.203,1
22.833,0.208,1
0.917,0.371,1
8.5,0.333,1
10,0.184,1
18,0.383,1
1.375,0.25,1
1.833,0.568,1
1.571,0.325,1
30.429,0.235,1
3.143,0.097,1
5.429,0.308,1
1.8,0.444,1
2.333,0.317,1
5.111,0.242,1
9.25,0.412,1
2,0.337,1
4.071,0.714,1
3.778,0.366,1
1,0.417,1
40,0.4,1
59.444,0.173,1
7.455,0.236,1
29.778,0.183,1
2,0.234,1
15.875,0.314,1
19.167,0.164,1
7.083,0.924,1
5.8,0.538,1
7.571,0.089,1
3.091,0.324,1
5,0.339,1
10.3,0.25,1
9.3,0.268,1
3.273,0.469,1
1.571,0.312,1
6,0.365,1
17.571,0.419,1
13.667,0.104,1
2.75,0.398,1
3.778,0.288,1
16.571,0.309,1
9.286,0.215,1
6.2,0.355,1
1.778,0.278,1
2,0.632,1
1.857,0.396,1
4.571,0.272,1
3.333,0.333,1
2.071,0.14,1
7.818,0.332,1
7.667,0.343,1
59.444,0.191,1
2,0.258,1
4.462,0.336,1
0.714,0.257,1
43,0.351,1
2.375,0.421,1
4.75,0.349,1
7.083,0.476,1
31.071,0.355,1
0.818,0.384,1
12,0.389,1
1.875,0.317,1
1.8,0.539,1
2.111,0.392,1
4.286,0.352,1
1.818,0.223,1
22.25,0.34,1
39.875,0.174,1
0.9,0.644,1
0.333,0.583,1
2,0.352,1
21.75,0.161,1
6.429,0.381,1
2,0.438,1
1.889,0.627,1
5.889,0.317,1
6.429,0.483,1
6.833,0.224,1
5.667,0.296,1
0.857,0.333,1
2.125,0.419,1
22,0.591,1
9.091,0.473,1
6.455,0.666,1
3.833,0.283,1
2.375,0.388,1
1.857,0.308,1
6,0.405,1
5.25,0.271,1
6,0.223,1
0.7,0.329,1
1.143,0.286,1
5.2,0.492,1
1,0.72,1
6,0.635,1
3,0.286,1
4.4,0.441,1
3,0.26,1
5,0.481,1
6.857,0.33,1
38.308,0.281,1
4.72,0.268,1
3.5,0.46,1
6.542,0.905,1
1,0.406,1
10.125,0.221,1
4.333,0.288,1
6.083,0.257,1
5.222,0.371,1
1,0.52,1
2,0.367,1
39.8,0.342,1
4.778,0.509,1
6.12,0.255,1
4.5,0.427,1
1,0.321,1
8.727,0.331,1
51,0.162,1
24.429,0.16,1
2.2,0.436,1
0.727,0.716,1
17.625,0.447,1
9.111,0.306,1
12,0.364,1
26.2,0.185,1
16.714,0.186,1
5.429,0.353,1
31.5,0.324,1
9.625,0.232,1
1.333,0.406,1
9.833,0.237,1
3.222,0.234,1
1.222,0.222,1
7.8,0.381,1
1.222,0.253,1
7.714,0.497,1
17.286,0.276,1
14.667,0.168,1
7.167,0.205,1
31.444,0.186,1
2.25,0.396,1
5.125,0.378,1
7.25,0.442,1
1.125,0.431,1
2.778,0.378,1
30.714,0.538,1
2.75,0.295,1
2,0.292,1
23.4,0.188,1
2.167,0.308,1
1.857,0.407,1
1.9,0.6,1
4.429,0.267,1
5.4,0.306,1
5.727,0.332,1
10.857,0.301,1
30.714,0.548,1
18.444,0.336,1
5.75,0.4,1
7.5,0.451,1
3.5,0.331,1
0.9,0.356,1
1.75,0.277,1
1,0.889,1
3.556,0.292,1
12,0.111,1
3.6,0.356,1
6.4,0.413,1
2.333,0.243,1
1.091,0.5,1
3.227,0.536,1
3,0.327,1
4.4,0.318,1
3.519,0.478,1
9.375,0.375,1
2.4,0.6,1
0.75,0.542,1
3.778,0.412,1
4.818,0.249,1
2.5,0.425,1
23.375,0.155,1
1.857,0.363,1
16.167,0.266,1
2.25,0.318,1
1.857,0.319,1
20.5,0.381,1
8.5,0.336,1
1.8,0.583,1
3,0.297,1
1.167,0.357,1
11.333,0.172,1
1.429,0.329,1
0.125,1,1
3.143,0.325,1
13.1,0.439,1
4.571,0.277,1
16.5,0.31,1
4.833,0.305,1
2.625,0.548,1
1.294,0.425,1
2.833,0.255,1
5.8,0.4,1
4.875,0.369,1
15.4,0.342,1
12.875,0.142,1
1.333,0.5,1
5.444,0.247,1
4.625,0.375,1
7.75,0.363,1
1.75,0.357,1
5.5,0.268,1
4.667,0.347,1
3.286,0.323,1
3,0.306,1
1.143,0.161,1
2.857,0.429,1
16.727,0.484,1
3.625,0.444,1
6.333,0.377,1
7.5,0.433,1
10.375,0.398,1
1,0.286,1
1.25,0.375,1
15.5,0.238,1
13.333,0.331,1
5.714,0.229,1
14.182,0.224,1
4.545,0.255,1
7.5,0.456,1
21,0.32,1
24.9,0.294,1
2,0.321,1
9,0.333,1
1.714,0.369,1
34,0.359,1
2.222,0.461,1
32.429,0.217,1
5.222,0.492,1
11.778,0.373,1
3.333,0.271,1
0.778,0.365,1
11.545,0.266,1
1.714,0.357,1
2.5,0.408,1
1.714,0.393,1
12.375,0.211,1
0.375,0.417,1
4.5,0.458,1
2.6,0.354,1
9.667,0.276,1
5.857,0.422,1
4.111,0.213,1
12.5,0.19,1
1.25,0.425,1
6.6,0.315,1
2.3,0.343,1
20.143,0.163,1
1.571,0.364,1
6,0.509,1
27.1,0.173,1
2.857,0.35,1
8.75,0.388,1
2.75,0.398,1
2.25,0.361,1
1.412,0.36,1
8.727,0.277,1
29.692,0.286,1
1.625,0.49,1
0.9,0.689,1
5.167,0.902,1
1.5,0.458,1
7.8,0.344,1
59.222,0.166,1
4.556,0.336,1
24.125,0.4,1
14.714,0.295,1
8.25,0.911,1
1.75,0.509,1
0.875,0.375,1
9.182,0.398,1
4.4,0.35,1
21.2,0.24,1
4.5,0.154,1
3.875,0.347,1
0.6,0.433,1
4.111,0.381,1
11.25,0.207,1
2.714,0.361,1
5.857,0.213,1
27.545,0.151,1
2.25,0.403,1
12.6,0.456,1
9.556,0.301,1
2,0.543,1
2.6,0.35,1
3.222,0.234,1
16.273,0.33,1
1,0.889,1
6.917,0.253,1
3.829,0.296,1
36.778,0.195,1
24.571,0.294,1
11.222,0.196,1
63.25,0.129,1
4.333,0.368,1
16,0.293,1
8.4,0.257,1
2.857,0.407,1
11.9,0.39,1
3.625,0.207,1
26.429,0.175,1
18.111,0.263,1
3.857,0.28,1
46.455,0.17,1
1.167,0.333,1
5.75,0.332,1
8.182,0.47,1
3.6,0.378,1
27.143,0.293,1
1.667,0.533,1
5.3,0.343,1
4.143,0.305,1
4,0.292,1
27.1,0.267,1
2.167,0.128,1
3.4,0.4,1
2.111,0.292,1
17,0.304,1
2.333,0.571,1
59.333,0.184,1
18.556,0.378,1
14.5,0.278,1
1.816,0.476,1
1.667,0.407,1
0.75,0.417,1
2.429,0.279,1
2,0.328,1
34.286,0.215,1
1.8,0.311,1
3.5,0.337,1
3.167,0.36,1
4.1,0.266,1
10.75,0.303,1
6.25,0.36,1
22.583,0.248,1
0.727,0.409,1
9,0.322,1
8,0.246,1
1,0.728,1
6.5,0.325,1
1.8,0.533,1
1,0.359,1
15.25,0.227,1
1.857,0.275,1
15.2,0.297,1
6.8,0.141,1
1.857,0.297,1
2.571,0.206,1
263,0.152,1
0.875,0.482,1
8.667,0.329,1
15.333,0.155,1
1.5,0.396,1
3.571,0.434,1
17.545,0.243,1
3,0.4,1
1.2,0.333,1
1.556,0.238,1
5.5,0.295,1
2.111,0.655,1
15.857,0.254,1
55.571,0.167,1
2.043,0.315,1
2.333,0.298,1
22.571,0.239,1
9.182,0.33,1
1.4,0.4,1
17.667,0.129,1
3.5,0.238,1
1.286,0.429,1
9.5,0.237,1
4.556,0.374,1
5.444,0.306,1
4.286,0.305,1
11.68,0.479,1
50.8,0.16,1
1,0.57,1
31.222,0.272,1
11.556,0.282,1
1.875,0.458,1
6.625,0.344,1
2.125,0.463,1
25.556,0.399,1
3.429,0.196,1
26.5,0.371,1
17.538,0.264,1
9.111,0.337,1
3.583,0.31,1
18.5,0.182,1
1.222,0.343,1
6.75,0.245,1
12,0.449,1
7.556,0.335,1
1.6,0.43,1
8.333,0.369,1
3.5,0.397,1
14.667,0.189,1
22.364,0.349,1
2,0.36,1
9.111,0.408,1
40,0.9,1
21,0.416,1
1.1,0.409,1
1.909,0.468,1
1.5,0.521,1
1.857,0.198,1
5.125,0.323,1
2.5,0.467,1
13,0.769,1
1.286,0.302,1
2,0.435,1
3,0.146,1
1.857,0.341,1
8,0.275,1
1,0.889,1
8.333,0.213,1
8.167,0.241,1
3.3,0.391,1
3.2,0.563,1
5.556,0.22,1
18.778,0.26,1
26.2,0.19,1
1,0.344,1
19.286,0.156,1
23.2,0.376,1
2.222,0.233,1
14.636,0.329,1
1.571,0.312,1
2.286,0.286,1
2.889,0.299,1
7.714,0.286,1
8.167,0.267,1
3.625,0.453,1
1.857,0.297,1
33,0.26,1
7.286,0.207,1
22.143,0.178,1
8.875,0.136,1
1.4,0.4,1
57.778,0.081,1
2.75,0.392,1
11.182,0.25,1
1.5,0.438,1
1.25,0.438,1
1,0.306,1
6.571,0.354,1
7.44,0.485,1
31.846,0.357,1
7.364,0.339,1
7,0.308,1
0.818,0.465,1
2.25,0.174,1
2,0.361,1
5.625,0.222,1
10.071,0.278,1
2.429,0.429,1
0.889,0.222,1
1,0.346,1
1.286,0.429,1
5.455,0.32,1
30.111,0.285,1
1.286,0.381,1
2.714,0.331,1
12.6,0.41,1
59.444,0.156,1
2.714,0.406,1
8.143,0.273,1
34,0.192,1
6.375,0.37,1
16,0.259,1
56.444,0.128,1
31.857,0.205,1
30.556,0.202,1
2.8,0.311,1
2.6,0.431,1
5,0.927,1
3.556,0.354,1
1.333,0.646,1
2.857,0.379,1
2.556,0.304,1
2.167,0.282,1
22.583,0.238,1
41,0.39,1
22.091,0.117,1
1.667,0.4,1
41.667,0.264,1
9.556,0.337,1
1.714,0.226,1
3.4,0.471,1
0.8,0.675,1
7.111,0.299,1
0.8,0.4,1
9.7,0.425,1
21.429,0.263,1
42,0.405,1
12.429,0.232,1
4,0.292,1
6.6,0.27,1
1.818,0.168,1
4,0.506,1
2.111,0.62,1
2.143,0.181,1
3.8,0.232,1
2.889,0.175,1
4.75,0.408,1
11.444,0.243,1
1.429,0.286,1
1.5,0.396,1
8.583,0.353,1
4.625,0.334,1
31.167,0.188,1
7.571,0.342,1
15.75,0.469,1
24.8,0.356,1
4,0.295,1
0.733,0.503,1
2.9,0.307,1
2.571,0.31,1
29.571,0.249,1
6.25,0.253,1
38.556,0.111,1
25.583,0.29,1
30.444,0.158,1
22.273,0.353,1
9.111,0.252,1
2.571,0.413,1
0.818,0.404,1
15.5,0.329,1
6.4,0.439,1
13.571,0.296,1
14,0.255,1
2.556,0.386,1
1,0.889,1
2.8,0.343,1
5.556,0.496,1
14.462,0.188,1
5.714,0.25,1
5,0.269,1
1.5,0.458,1
6,0.63,1
23.286,0.212,1
1.75,0.518,1
1.8,0.656,1
4.667,0.327,1
17.167,0.248,1
1.429,0.329,1
0.833,0.442,1
2,0.603,1
9.8,0.391,1
2.923,0.314,1
3.556,0.24,1
3,0.363,1
11.308,0.453,1
10,0.8,1
33,0.364,1
25.923,0.185,1
4.429,0.281,1
1.4,0.314,1
28.778,0.22,1
1.125,0.375,1
1.75,0.429,1
5.857,0.226,1
5.375,0.392,1
18.9,0.263,1
25.643,0.368,1
4.8,0.313,1
1.571,0.312,1
27.429,0.136,1
4.1,0.339,1
6.125,0.413,1
1.167,0.429,1
14.286,0.411,1
1.778,0.208,1
3.778,0.337,1
5.2,0.319,1
10,0.371,1
2.444,0.268,1
6,0.221,1
7.4,0.479,1
2,0.605,1
10.1,0.45,1
3.5,0.326,1
3.556,0.382,1
2.5,0.394,1
34,0.186,1
2.857,0.357,1
1.091,0.455,1
2.25,0.472,1
2.625,0.357,1
1.2,0.333,1
1.375,0.159,1
6.625,0.192,1
10,0.212,1
21.313,0.378,1
13.778,0.348,1
1.5,0.406,1
3.778,0.379,1
7.3,0.273,1
3.333,0.175,1
1.5,0.427,1
6.889,0.348,1
3,0.333,1
16.667,0.385,1
2,0.296,1
2.167,0.372,1
8.375,0.381,1
12.111,0.219,1
3.375,0.269,1
5.857,0.328,1
