@relation page-blocks

@attribute Area numeric
@attribute Eccen numeric
@attribute Class {1,2,3,4,5}

@data
423,5.222,1
99,0.818,1
175,3.571,1
184,2.875,1
630,6.3,1
456,7.125,1
984,15.375,1
100,1,1
203,4.143,1
5317,31.462,1
64,1,1
30,1.2,1
174,4.833,1
234,6.5,1
344,5.375,1
441,5.444,1
774,9.556,1
168,4.667,1
290,2.9,1
208,3.25,1
700,14.286,1
90,0.9,1
128,2,1
828,5.75,1
765,9.444,1
432,5.333,1
1056,8.727,1
49,49,1
250,2.5,1
5460,27.857,1
120,1.2,1
288,3.556,1
4752,8.25,1
220,1.818,1
1962,24.222,1
144,1.778,1
675,8.333,1
3825,6.12,1
1488,23.25,1
744,5.167,1
1125,13.889,1
100,6.25,1
1359,16.778,1
1034,8.545,1
1617,13.364,1
189,2.333,1
1085,22.143,1
180,2.222,1
1210,12.1,1
96,1.5,1
380,3.8,1
1240,19.375,1
504,3.5,1
2070,9.2,1
3178,16.214,1
47,47,1
378,4.667,1
819,10.111,1
99,1.222,1
531,6.556,1
530,5.3,1
872,13.625,1
290,2.9,1
1016,15.875,1
160,1.6,1
2331,28.778,1
40,0.625,1
341,2.818,1
3408,23.667,1
49,1,1
1160,11.6,1
22,22,1
287,5.857,1
91,1.857,1
946,7.818,1
1969,16.273,1
80,0.8,1
2380,23.8,1
434,8.857,1
856,13.375,1
391,1.353,1
20,0.8,1
152,2.375,1
91,1.857,1
1430,14.3,1
132,1.091,1
120,1.875,1
540,6.667,1
1197,14.778,1
288,3.556,1
96,2.667,1
693,5.727,1
3322,27.455,1
2343,19.364,1
24,0.667,1
310,3.1,1
153,1.889,1
136,2.125,1
760,11.875,1
78,2.167,1
77,1.571,1
215,8.6,1
152,2.375,1
1550,15.5,1
738,9.111,1
217,4.429,1
248,3.875,1
1890,18.9,1
140,2.857,1
1719,21.222,1
672,4.667,1
48,0.75,1
28,0.571,1
408,6.375,1
102,2.833,1
200,3.125,1
2769,16.385,1
496,7.75,1
1474,12.182,1
600,9.375,1
65,2.6,1
320,5,1
98,2,1
184,2.875,1
945,11.667,1
5110,51.1,1
72,1.125,1
1452,12,1
72,1.125,1
837,10.333,1
4200,21.429,1
216,3.375,1
792,12.375,1
200,3.125,1
189,2.333,1
252,3.111,1
384,24,1
1775,2.84,1
702,8.667,1
850,8.5,1
60,0.6,1
217,4.429,1
510,5.1,1
416,6.5,1
196,4,1
15580,10.789,1
357,1.235,1
424,6.625,1
35,1.4,1
494,2.923,1
20,0.8,1
378,7.714,1
49,1,1
500,5,1
608,9.5,1
976,15.25,1
360,0.9,1
55,2.2,1
2439,30.111,1
980,20,1
246,6.833,1
192,5.333,1
12561,2.013,1
228,0.632,1
96,2.667,1
84,2.333,1
4185,51.667,1
38,9.5,1
104,1.625,1
31,31,1
369,4.556,1
104,1.625,1
2024,16.727,1
120,1.875,1
248,3.875,1
28,0.571,1
1264,19.75,1
77,1.571,1
91,1.857,1
29,29,1
126,2.571,1
1690,10,1
2620,26.2,1
90,2.5,1
48,1.333,1
64,1,1
1034,2.136,1
2981,24.636,1
472,7.375,1
55,2.2,1
861,17.571,1
224,3.5,1
96,1.5,1
1141,23.286,1
119,2.429,1
160,6.4,1
530,5.3,1
81,1,1
224,4.571,1
88,0.727,1
4410,19.6,1
228,6.333,1
35,1.4,1
576,16,1
133,2.714,1
640,1.6,1
200,2,1
96,1.5,1
184,2.875,1
520,5.2,1
89,89,1
66,1.833,1
664,10.375,1
1199,9.909,1
108,1.333,1
760,11.875,1
42,1.167,1
336,5.25,1
310,3.1,1
5950,20.588,1
2610,26.1,1
1526,31.143,1
40,40,1
1573,9.308,1
42,1.167,1
168,2.625,1
4020,17.867,1
1629,20.111,1
2744,42.875,1
488,7.625,1
816,12.75,1
4872,24.857,1
2842,14.5,1
215,8.6,1
128,2,1
426,11.833,1
2834,16.769,1
576,16,1
927,11.444,1
147,3,1
990,9.9,1
1078,8.909,1
9828,14.538,1
48,0.75,1
1310,13.1,1
304,4.75,1
1029,21,1
472,7.375,1
400,6.25,1
40,0.625,1
288,3.556,1
121,1,1
6331,37.462,1
747,9.222,1
440,3.636,1
957,7.909,1
368,5.75,1
63,1.286,1
372,10.333,1
375,15,1
410,4.1,1
85,3.4,1
3766,19.214,1
1170,14.444,1
3123,38.556,1
1648,25.75,1
240,3.75,1
1332,16.444,1
392,8,1
1830,18.3,1
1970,19.7,1
80,1.25,1
2826,34.889,1
171,2.111,1
77,1.571,1
264,2.182,1
190,7.6,1
549,6.778,1
378,4.667,1
2480,24.8,1
14,0.286,1
96,1.5,1
32,0.5,1
600,9.375,1
693,5.727,1
198,5.5,1
671,5.545,1
112,2.286,1
1410,14.1,1
2992,24.727,1
242,2,1
891,11,1
1107,13.667,1
570,5.7,1
22,22,1
35,0.714,1
357,7.286,1
2920,29.2,1
98,2,1
70,2.8,1
72,0.889,1
105,2.143,1
112,2.286,1
108,1.333,1
342,4.222,1
640,6.4,1
315,3.889,1
21,0.429,1
747,9.222,1
300,8.333,1
2250,27.778,1
400,6.25,1
4524,26.769,1
459,5.667,1
1064,21.714,1
88,1.375,1
473,3.909,1
144,2.25,1
63,1.286,1
112,1.75,1
25,1,1
1704,11.833,1
2882,23.818,1
91,1.857,1
189,2.333,1
56,0.875,1
260,10.4,1
2270,22.7,1
360,3.6,1
234,2.889,1
424,6.625,1
3321,41,1
2439,30.111,1
600,16.667,1
162,2,1
987,20.143,1
64,1,1
286,2.364,1
180,7.2,1
231,4.714,1
266,5.429,1
215,8.6,1
2790,34.444,1
91,1.857,1
120,3.333,1
924,7.636,1
580,23.2,1
830,8.3,1
2752,43,1
5340,23.733,1
408,6.375,1
119,2.429,1
380,3.8,1
77,1.571,1
5070,30,1
66,1.833,1
4824,59.556,1
190,1.9,1
240,6.667,1
410,4.1,1
1200,18.75,1
880,13.75,1
264,4.125,1
176,2.75,1
576,16,1
352,5.5,1
49,1,1
480,19.2,1
504,10.286,1
504,7.875,1
384,1.5,1
520,8.125,1
108,1.333,1
980,9.8,1
918,11.333,1
270,2.7,1
315,3.889,1
156,1.083,1
380,3.8,1
342,4.222,1
84,1.714,1
729,9,1
102,2.833,1
360,5.625,1
96,2.667,1
144,2.25,1
30,1.2,1
160,1.6,1
360,4.444,1
60,1.667,1
77,1.571,1
56,1.143,1
981,12.111,1
2673,22.091,1
624,17.333,1
100,4,1
1008,15.75,1
287,5.857,1
75,3,1
333,4.111,1
1863,23,1
2376,4.125,1
456,12.667,1
174,4.833,1
385,3.182,1
1092,7.583,1
95,3.8,1
414,5.111,1
5964,41.417,1
1386,28.286,1
747,9.222,1
927,11.444,1
200,2,1
3252,22.583,1
880,8.8,1
539,4.455,1
64,1,1
96,0.667,1
450,4.5,1
42,0.857,1
468,5.778,1
216,2.667,1
387,4.778,1
4956,1.424,1
306,8.5,1
77,1.571,1
1210,12.1,1
49,1,1
575,23,1
297,3.667,1
350,7.143,1
24,0.375,1
504,6.222,1
186,5.167,1
572,1.182,1
560,8.75,1
120,1.2,1
754,4.462,1
287,5.857,1
287,5.857,1
96,1.5,1
215,8.6,1
592,9.25,1
42,1.167,1
4186,24.769,1
161,3.286,1
460,4.6,1
13542,2.473,1
1012,63.25,1
1133,9.364,1
77,1.571,1
256,4,1
1539,19,1
600,6,1
186,5.167,1
248,3.875,1
828,5.75,1
56,1.143,1
234,2.889,1
1760,17.6,1
119,2.429,1
657,8.111,1
3132,21.75,1
1620,16.2,1
24,0.667,1
15,0.6,1
14,0.286,1
25,1,1
80,3.2,1
960,9.6,1
322,6.571,1
81,1,1
882,10.889,1
5100,51,1
108,3,1
1134,23.143,1
209,1.727,1
374,1.294,1
161,3.286,1
536,8.375,1
400,4,1
552,8.625,1
548,34.25,1
990,8.182,1
203,4.143,1
64,1,1
110,0.909,1
133,2.714,1
171,2.111,1
176,2.75,1
1416,9.833,1
162,2,1
1562,3.227,1
200,3.125,1
330,3.3,1
171,2.111,1
960,15,1
132,1.091,1
2875,5.435,1
1359,16.778,1
873,10.778,1
384,6,1
1521,18.778,1
4815,59.444,1
264,4.125,1
1550,15.5,1
5350,53.5,1
190,1.9,1
216,2.667,1
369,4.556,1
270,3.333,1
145,5.8,1
308,6.286,1
126,2.571,1
280,5.714,1
96,1.5,1
216,3.375,1
126,3.5,1
152,2.375,1
585,7.222,1
4564,23.286,1
656,10.25,1
133,2.714,1
112,2.286,1
252,1.286,1
10250,16.4,1
174,4.833,1
378,4.667,1
240,3.75,1
104,1.625,1
180,2.222,1
1188,14.667,1
1184,18.5,1
276,1.917,1
270,7.5,1
273,5.571,1
210,2.1,1
77,1.571,1
176,2.75,1
2484,17.25,1
504,6.222,1
70,1.429,1
390,3.9,1
2079,25.667,1
78,2.167,1
1404,9.75,1
576,7.111,1
2710,27.1,1
432,6.75,1
147,3,1
408,11.333,1
610,6.1,1
1116,13.778,1
133,2.714,1
192,3,1
121,1,1
4680,57.778,1
384,6,1
344,5.375,1
65,2.6,1
582,16.167,1
24,0.375,1
954,11.778,1
980,9.8,1
180,1.8,1
60,1.667,1
480,19.2,1
5340,23.733,1
4572,56.444,1
1464,22.875,1
1848,28.875,1
2500,25,1
304,4.75,1
90,0.9,1
84,2.333,1
2510,25.1,1
481,2.846,1
180,1.8,1
198,2.444,1
12,1.333,1
1005,4.467,1
410,4.1,1
60,2.4,1
768,12,1
924,7.636,1
640,10,1
168,3.429,1
781,6.455,1
165,6.6,1
168,2.625,1
798,4.071,1
112,1.75,1
180,2.222,1
522,6.444,1
104,1.625,1
1404,9.75,1
756,9.333,1
120,1.875,1
72,2,1
1359,16.778,1
837,10.333,1
340,3.4,1
276,1.917,1
150,4.167,1
656,10.25,1
128,2,1
441,5.444,1
155,6.2,1
108,3,1
552,8.625,1
5838,29.786,1
70,2.8,1
1111,9.182,1
245,5,1
297,3.667,1
854,17.429,1
296,4.625,1
2799,34.556,1
423,5.222,1
864,6,1
280,4.375,1
1134,31.5,1
242,2,1
192,3,1
182,3.714,1
369,4.556,1
5872,22.938,1
1550,15.5,1
333,4.111,1
270,2.7,1
12,3,1
140,2.857,1
175,3.571,1
774,9.556,1
1309,10.818,1
330,3.3,1
288,4.5,1
2529,31.222,1
77,1.571,1
1274,26,1
117,0.692,1
209,1.727,1
324,4,1
28,1.75,1
3087,38.111,1
684,8.444,1
91,1.857,1
232,3.625,1
98,2,1
260,2.6,1
184,2.875,1
160,2.5,1
2871,23.727,1
558,15.5,1
4572,56.444,1
490,19.6,1
1134,14,1
120,1.2,1
200,3.125,1
560,11.429,1
441,5.444,1
2490,24.9,1
9,1,1
78,2.167,1
136,2.125,1
261,3.222,1
171,2.111,1
715,5.909,1
3177,39.222,1
2100,3.36,1
70,0.7,1
234,2.889,1
786,21.833,1
9,1,1
1472,23,1
896,18.286,1
95,3.8,1
310,3.1,1
261,3.222,1
10,0.4,1
27,3,1
144,1.778,1
96,1.5,1
180,1.8,1
1265,10.455,1
288,4.5,1
340,3.4,1
25,1,1
312,2.167,1
3222,39.778,1
84,1.714,1
360,5.625,1
873,10.778,1
2277,18.818,1
470,4.7,1
77,1.571,1
1518,3.136,1
200,3.125,1
1566,19.333,1
140,2.857,1
387,4.778,1
35,1.4,1
324,4,1
498,13.833,1
348,9.667,1
260,2.6,1
756,15.429,1
413,8.429,1
396,24.75,1
2466,30.444,1
1548,10.75,1
912,14.25,1
552,8.625,1
423,5.222,1
42,10.5,1
12,1.333,1
217,4.429,1
1771,14.636,1
112,2.286,1
88,0.727,1
6672,26.063,1
88,1.375,1
1368,16.889,1
160,2.5,1
72,0.889,1
2296,2.929,1
4581,56.556,1
126,2.571,1
63,1.286,1
465,18.6,1
1694,14,1
168,2.625,1
144,2.25,1
392,24.5,1
132,0.917,1
35,1.4,1
720,8.889,1
405,5,1
2928,11.438,1
99,0.818,1
224,3.5,1
96,2.667,1
360,5.625,1
890,8.9,1
3737,2.73,1
261,3.222,1
220,2.2,1
4464,7.75,1
644,13.143,1
312,4.875,1
215,8.6,1
2475,30.556,1
234,6.5,1
250,2.5,1
414,11.5,1
594,4.909,1
583,4.818,1
1491,30.429,1
1080,10.8,1
380,0.95,1
232,3.625,1
954,11.778,1
174,4.833,1
12996,9,1
288,3.556,1
4590,56.667,1
328,5.125,1
109,109,1
138,34.5,1
165,1.364,1
8626,5.974,1
5100,51,1
918,11.333,1
568,8.875,1
294,6,1
392,6.125,1
344,5.375,1
410,4.1,1
40,1.6,1
400,4,1
1200,12,1
264,4.125,1
2940,20.417,1
162,2,1
7300,11.68,1
432,5.333,1
20,0.8,1
90,0.9,1
3267,40.333,1
4184,65.375,1
84,1.714,1
350,3.5,1
21,0.429,1
2871,23.727,1
560,11.429,1
261,3.222,1
1464,22.875,1
150,4.167,1
6016,23.5,1
4740,47.4,1
161,3.286,1
2502,30.889,1
550,5.5,1
368,5.75,1
320,3.2,1
558,15.5,1
504,6.222,1
259,5.286,1
4590,56.667,1
935,7.727,1
378,4.667,1
6720,11.667,1
972,12,1
828,10.222,1
300,8.333,1
756,9.333,1
1001,20.429,1
35,1.4,1
441,5.444,1
140,2.857,1
304,4.75,1
96,1.5,1
444,3.083,1
770,15.714,1
136,2.125,1
2618,13.357,1
94,23.5,1
1067,8.818,1
112,1.75,1
720,11.25,1
104,1.625,1
3876,3.353,1
999,12.333,1
1008,7,1
2097,25.889,1
100,1,1
243,3,1
222,6.167,1
2035,16.818,1
112,1.75,1
5621,46.455,1
96,1.5,1
40,0.625,1
187,1.545,1
176,11,1
1296,16,1
224,3.5,1
756,9.333,1
684,19,1
5629,33.308,1
189,3.857,1
210,2.1,1
168,2.625,1
216,3.375,1
434,8.857,1
1956,54.333,1
512,8,1
4572,56.444,1
96,1.5,1
133,2.714,1
130,5.2,1
220,1.818,1
2871,23.727,1
84,1.714,1
272,4.25,1
924,7.636,1
3556,18.143,1
828,10.222,1
252,5.143,1
72,1.125,1
448,9.143,1
1212,8.417,1
189,2.333,1
133,2.714,1
6062,30.929,1
2001,3.783,1
460,4.6,1
77,1.571,1
84,2.333,1
259,5.286,1
120,1.875,1
153,1.889,1
60,2.4,1
624,17.333,1
385,7.857,1
763,15.571,1
1404,9.75,1
132,0.917,1
2170,11.071,1
216,3.375,1
378,7.714,1
98,2,1
242,2,1
387,4.778,1
143,1.182,1
200,3.125,1
48,1.333,1
4500,20,1
198,2.444,1
207,2.556,1
936,11.556,1
460,4.6,1
77,1.571,1
105,2.143,1
1464,10.167,1
300,3,1
5720,33.846,1
160,2.5,1
72,2,1
333,4.111,1
98,2,1
1620,16.2,1
324,4,1
329,6.714,1
624,9.75,1
310,3.1,1
112,1.75,1
4826,3.342,1
3420,23.75,1
259,5.286,1
5698,29.071,1
272,4.25,1
72,0.889,1
96,1.5,1
10,0.4,1
144,2.25,1
568,8.875,1
315,6.429,1
2304,28.444,1
112,1.75,1
114,3.167,1
980,20,1
1561,31.857,1
5696,22.25,1
5964,41.417,1
98,2,1
49,1,1
1720,26.875,1
2979,36.778,1
50,2,1
2560,25.6,1
119,2.429,1
135,5.4,1
80,0.8,1
2992,24.727,1
210,2.1,1
552,8.625,1
1548,19.111,1
1498,30.571,1
583,4.818,1
1491,30.429,1
2720,27.2,1
306,3.778,1
3024,21,1
56,0.875,1
96,1.5,1
96,1.5,1
128,2,1
648,8,1
1520,23.75,1
1520,23.75,1
161,3.286,1
462,3.818,1
760,11.875,1
290,2.9,1
3684,25.583,1
470,4.7,1
65,2.6,1
2040,9.067,1
220,2.2,1
918,11.333,1
528,3.667,1
2403,29.667,1
40,0.4,1
154,3.143,1
171,2.111,1
42,0.857,1
136,2.125,1
4815,59.444,1
747,9.222,1
1008,12.444,1
190,1.9,1
35,35,1
891,11,1
189,3.857,1
133,2.714,1
12,12,1
845,5,1
184,2.875,1
590,23.6,1
128,2,1
738,9.111,1
168,0.857,1
259,5.286,1
20,0.8,1
1413,17.444,1
3783,22.385,1
195,7.8,1
1467,18.111,1
30,0.833,1
133,2.714,1
4428,54.667,1
360,3.6,1
56,1.143,1
576,16,1
45,1.8,1
2720,27.2,1
490,4.9,1
231,4.714,1
2880,5,1
319,2.636,1
48,0.75,1
4450,7.12,1
140,2.857,1
590,5.9,1
702,8.667,1
20,0.8,1
1379,28.143,1
35,1.4,1
154,0.786,1
4248,7.375,1
208,3.25,1
140,2.857,1
850,8.5,1
864,2.667,1
864,6,1
189,3.857,1
2590,13.214,1
1144,9.455,1
783,9.667,1
864,13.5,1
186,5.167,1
144,1.778,1
288,3.556,1
606,16.833,1
38,9.5,1
1480,23.125,1
640,6.4,1
180,2.222,1
162,2,1
263,263,1
371,7.571,1
288,4.5,1
3151,5.957,1
1144,9.455,1
245,5,1
40,1.6,1
1107,13.667,1
208,3.25,1
1183,24.143,1
54,1.5,1
240,3.75,1
656,10.25,1
49,1,1
110,1.1,1
3384,41.778,1
610,6.1,1
1270,12.7,1
72,1.125,1
190,1.9,1
2176,34,1
378,4.667,1
81,1,1
832,13,1
372,23.25,1
20867,3.519,1
2547,31.444,1
1536,24,1
36,0.444,1
492,13.667,1
216,3.375,1
679,13.857,1
72,1.125,1
80,1.25,1
96,1.5,1
483,9.857,1
28,0.571,1
990,8.182,1
102,2.833,1
1353,11.182,1
432,6.75,1
230,9.2,1
2930,29.3,1
333,4.111,1
168,2.625,1
78,2.167,1
72,1.125,1
154,3.143,1
140,2.857,1
56,0.875,1
55,2.2,1
5940,5.455,1
258,7.167,1
287,5.857,1
7275,11.64,1
72,1.125,1
4590,56.667,1
3692,21.846,1
1026,12.667,1
1044,12.889,1
5499,32.538,1
160,1.6,1
904,14.125,1
114,3.167,1
180,5,1
323,1.118,1
1225,25,1
78,2.167,1
1584,24.75,1
320,5,1
336,5.25,1
180,1.8,1
280,4.375,1
891,11,1
125,5,1
798,4.071,1
238,4.857,1
189,2.333,1
582,16.167,1
552,8.625,1
9,9,1
3132,21.75,1
1122,9.273,1
495,19.8,1
1040,6.154,1
963,11.889,1
860,8.6,1
49,1,1
77,1.571,1
440,4.4,1
570,15.833,1
472,7.375,1
66,1.833,1
64,4,1
4815,59.444,1
828,5.75,1
1050,10.5,1
144,1.778,1
6766,23.412,1
135,5.4,1
70,1.429,1
36,1,1
946,7.818,1
696,4.833,1
200,2,1
315,6.429,1
40,0.625,1
351,4.333,1
74,74,1
1716,14.182,1
4300,43,1
180,2.222,1
900,11.111,1
200,3.125,1
594,7.333,1
352,5.5,1
960,6.667,1
440,0.909,1
320,5,1
1494,18.444,1
875,17.857,1
190,1.9,1
176,2.75,1
210,2.1,1
672,13.714,1
738,9.111,1
4554,8.609,1
32,0.5,1
5110,51.1,1
7300,11.68,1
282,7.833,1
568,8.875,1
570,15.833,1
208,3.25,1
20,0.8,1
224,4.571,1
65,2.6,1
1606,13.273,1
1770,17.7,1
1134,14,1
3822,19.5,1
952,19.429,1
62,15.5,1
296,4.625,1
24,1.5,1
280,2.8,1
120,1.875,1
2123,17.545,1
176,2.75,1
516,3.583,1
224,3.5,1
582,16.167,1
1480,23.125,1
2376,29.333,1
1771,14.636,1
333,4.111,1
330,3.3,1
78,2.167,1
296,4.625,1
133,2.714,1
186,5.167,1
240,3.75,1
656,10.25,1
927,11.444,1
270,30,1
217,4.429,1
380,3.8,1
770,7.7,1
1176,8.167,1
330,2.727,1
180,2.222,1
64,1,1
200,2,1
240,3.75,1
112,1.75,1
4625,7.4,1
2964,17.538,1
130,1.3,1
18865,3.182,1
75,3,1
384,6,1
189,2.333,1
42,1.167,1
368,5.75,1
120,1.875,1
2422,49.429,1
100,1,1
4214,21.5,1
1000,10,1
217,4.429,1
368,5.75,1
497,10.143,1
2768,43.25,1
2882,23.818,1
4815,59.444,1
245,5,1
108,1.333,1
374,1.294,1
243,3,1
819,10.111,1
56,1.143,1
144,1.778,1
350,3.5,1
3300,33,1
140,5.6,1
240,3.75,1
639,7.889,1
1010,10.1,1
4272,7.417,1
819,10.111,1
1536,10.667,1
216,3.375,1
576,7.111,1
2401,49,1
2754,34,1
120,1.875,1
510,5.1,1
104,1.625,1
182,3.714,1
2889,35.667,1
1488,10.333,1
1450,14.5,1
56,0.875,1
189,2.333,1
384,6,1
4545,56.111,1
1848,28.875,1
1080,16.875,1
190,1.9,1
77,1.571,1
670,6.7,1
468,5.778,1
98,2,1
128,2,1
342,4.222,1
45,1.8,1
224,3.5,1
312,4.875,1
112,2.286,1
96,1.5,1
144,2.25,1
909,11.222,1
136,2.125,1
4113,50.778,1
880,7.273,1
4428,54.667,1
1015,20.714,1
182,3.714,1
200,3.125,1
3542,18.071,1
4088,63.875,1
24,0.667,1
135,1.667,1
98,2,1
480,4.8,1
189,3.857,1
108,3,1
140,2.857,1
160,1.6,1
88,5.5,1
468,5.778,1
294,6,1
245,5,1
77,1.571,1
77,0.636,1
497,10.143,1
320,5,1
360,5.625,1
140,2.857,1
2412,29.778,1
1098,13.556,1
304,4.75,1
460,18.4,1
2880,28.8,1
350,3.5,1
576,16,1
1503,18.556,1
378,1.929,1
312,4.875,1
63,1.286,1
352,5.5,1
3264,22.667,1
147,3,1
2688,13.714,1
2422,49.429,1
2422,49.429,1
208,3.25,1
1926,23.778,1
1498,30.571,1
540,5.4,1
306,3.778,1
133,2.714,1
117,1.444,1
35,1.4,1
2142,26.444,1
35,1.4,1
294,6,1
63,1.286,1
825,6.818,1
18,0.5,1
12,1.333,1
24,0.667,1
435,1.933,1
368,5.75,1
13767,9.051,1
2376,29.333,1
224,4.571,1
220,2.2,1
747,9.222,1
66,1.833,1
42,0.857,1
124,7.75,1
350,7.143,1
168,3.429,1
208,3.25,1
660,6.6,1
13,13,1
1080,13.333,1
150,1.5,1
150,1.5,1
432,5.333,1
2979,36.778,1
970,9.7,1
217,4.429,1
112,1.75,1
333,4.111,1
96,1.5,1
5130,22.8,1
552,8.625,1
936,14.625,1
160,1.6,1
984,15.375,1
110,1.1,1
6720,11.667,1
160,2.5,1
306,3.778,1
405,5,1
24,0.667,1
12,0.75,1
40,40,1
232,3.625,1
576,7.111,1
510,5.1,1
1550,15.5,1
1056,8.727,1
184,2.875,1
297,3.667,1
800,8,1
2510,25.1,1
1010,10.1,1
90,2.5,1
147,3,1
5880,30,1
126,2.571,1
231,4.714,1
200,2,1
972,12,1
350,3.5,1
240,6.667,1
729,9,1
276,7.667,1
153,1.889,1
180,2.222,1
980,9.8,1
420,4.2,1
399,8.143,1
640,6.4,1
891,11,1
4172,21.286,1
224,3.5,1
1350,16.667,1
45,45,1
336,5.25,1
2412,29.778,1
2951,17.462,1
208,3.25,1
855,2.368,1
5726,29.214,1
77,1.571,1
154,1.273,1
6851,23.706,1
32,0.5,1
490,4.9,1
45,0.556,1
264,7.333,1
819,16.714,1
657,8.111,1
480,4.8,1
30,1.2,1
324,4,1
1720,26.875,1
3710,18.929,1
1080,7.5,1
128,2,1
882,10.889,1
4446,26.308,1
70,1.429,1
369,4.556,1
1672,26.125,1
512,8,1
1240,19.375,1
752,11.75,1
5080,50.8,1
287,5.857,1
585,7.222,1
286,2.364,1
80,3.2,1
2925,17.308,1
90,0.9,1
1512,18.667,1
36,2.25,1
168,2.625,1
108,1.333,1
364,7.429,1
1500,15,1
5894,30.071,1
96,0.667,1
378,7.714,1
120,1.2,1
180,2.222,1
190,7.6,1
168,1.167,1
1848,15.273,1
700,14.286,1
392,8,1
56,0.875,1
1440,22.5,1
2403,29.667,1
108,1.333,1
2568,4.458,1
112,1.75,1
847,17.286,1
168,3.429,1
496,7.75,1
1768,10.462,1
255,10.2,1
396,4.889,1
176,2.75,1
1274,6.5,1
495,6.111,1
2710,27.1,1
161,3.286,1
450,4.5,1
155,6.2,1
128,2,1
455,9.286,1
987,20.143,1
735,15,1
342,4.222,1
1056,16.5,1
570,15.833,1
640,10,1
387,4.778,1
238,4.857,1
693,8.556,1
90,2.5,1
98,2,1
6480,25.313,1
64,1,1
1976,1.368,1
80,1.25,1
810,3.6,1
15,1.667,1
351,4.333,1
4280,66.875,1
128,2,1
2850,28.5,1
747,9.222,1
4590,56.667,1
56,1.143,1
360,3.6,1
861,17.571,1
440,6.875,1
275,2.273,1
90,3.6,1
168,2.625,1
1081,2.043,1
275,2.273,1
4650,7.44,1
200,2,1
14,0.286,1
1540,15.4,1
64,1,1
1505,30.714,1
48,0.75,1
56,0.875,1
220,1.818,1
602,12.286,1
40,0.625,1
32,2,1
670,6.7,1
42,0.857,1
572,4.727,1
252,5.143,1
152,2.375,1
253,2.091,1
1323,27,1
584,9.125,1
72,1.125,1
6474,38.308,1
171,2.111,1
35,1.4,1
396,1.222,1
176,2.75,1
1184,18.5,1
432,12,1
78,0.462,1
2896,11.313,1
885,35.4,1
1089,13.444,1
80,0.8,1
128,2,1
738,9.111,1
330,3.3,1
600,6,1
679,13.857,1
1298,10.727,1
572,3.385,1
175,7,1
63,1.286,1
531,6.556,1
732,5.083,1
210,4.286,1
32,0.5,1
345,13.8,1
992,15.5,1
112,2.286,1
72,1.125,1
