@relation 'page-blocks-weka.filters.unsupervised.attribute.Remove-V-R1,7,11'

@attribute Height numeric
@attribute Mean_tr numeric
@attribute Class {1,2,3,4,5}

@data
24,7.86,1
25,7.28,1
9,1.6,1
8,1.2,1
9,1.29,1
8,1.38,1
1,1.06,1
8,1.21,1
9,1.26,1
1,1.05,1
1,1.11,1
11,2.09,1
95,3.63,3
9,6.42,1
15,10.38,1
13,6.61,1
10,5.2,1
9,21,1
13,5.19,1
1,14,2
13,4.63,1
10,2.67,1
13,4.97,1
10,9,1
1,38,2
1,25,2
14,4.54,1
14,4.71,1
10,2.42,1
7,2.93,1
24,16.91,1
11,2.85,1
1,10,2
1,5.33,2
10,9.4,1
10,3.04,1
12,4.75,1
26,3.46,1
12,12,4
11,4.53,1
10,7.25,1
13,4.58,1
10,8.07,1
10,8.29,1
14,4.44,1
10,7.5,1
10,9.5,1
8,2.51,1
13,4.71,1
7,2.56,1
3,9,1
14,4.46,1
9,2.56,1
10,7.5,1
24,17.27,1
11,2.96,1
12,9.94,1
11,8.93,1
83,8.77,5
17,5.15,1
16,5.35,1
14,5.97,1
16,5.38,1
11,7.78,1
3,10,1
11,7.35,1
11,14,4
3,11,1
8,6.9,1
9,1.76,1
10,1.77,1
8,6.22,1
9,2.98,1
8,2.85,1
15,4.15,1
24,38.65,2
9,1.93,1
7,1.62,1
8,1.61,1
5,3.08,1
8,1.34,1
8,1.45,1
6,1.48,1
5,1.51,1
17,4.79,1
18,5.76,1
7,3.14,1
16,4.72,1
17,4.88,1
16,4.51,1
9,1.42,1
6,1.85,1
4,2.19,1
7,1.49,1
160,55.42,5
10,2.16,1
7,2.4,1
6,1.39,1
7,1.82,1
7,2.31,1
7,1.73,1
7,1.42,1
1,1.04,1
7,1.79,1
9,1.61,1
9,2.03,1
9,1.52,1
5,2,1
5,7,4
9,1.66,1
7,1.41,1
5,1.6,1
17,1.46,1
11,189.79,2
6,30,1
23,21.18,1
10,1.59,1
9,2.13,1
12,1.68,1
1,27.13,2
1,18.6,2
13,1.58,1
2,3.5,1
6,3,1
8,1.35,1
20,13.68,1
20,19.56,1
20,21.15,1
8,34.33,1
7,2.05,1
9,3.88,1
8,1.64,1
7,3.11,1
12,3.07,1
11,4.36,1
1,64,2
2,32.17,2
38,3.29,1
1,9,2
14,2.21,1
9,1.39,1
1,64,2
11,1.59,1
4,40.57,2
