@relation page-blocks

@attribute Height numeric
@attribute Blackpix numeric
@attribute Wb_trans numeric
@attribute Class {1,2,3,4,5}

@data
8,78,44,1
7,56,41,1
11,724,246,1
6,71,52,1
9,50,19,1
9,39,32,1
6,70,57,1
9,53,28,1
7,29,14,1
9,390,276,1
12,1079,397,1
8,30,11,1
9,196,77,1
10,121,62,1
7,149,83,1
9,388,151,1
9,190,96,1
8,99,61,1
9,549,194,1
7,449,237,1
9,302,137,1
6,169,112,1
8,197,102,1
10,114,60,1
8,45,29,1
10,226,124,1
4,47,33,1
13,114,19,1
5,73,54,1
8,26,16,1
7,202,126,1
24,3411,186,1
6,183,61,1
10,215,94,1
5,8,1,1
7,39,32,1
11,416,264,1
7,95,83,1
8,191,119,1
8,113,82,1
6,47,34,1
10,754,421,1
6,36,20,1
1,7,6,1
28,2502,530,1
7,53,30,1
16,1314,245,1
8,28,14,1
8,81,41,1
7,22,11,1
1,16,4,1
5,24,11,1
11,290,143,1
16,2121,408,1
13,361,131,1
8,85,45,1
9,210,114,1
8,154,59,1
8,23,14,1
10,133,71,1
8,126,85,1
9,441,336,1
6,27,8,1
10,278,46,1
7,40,19,1
7,26,10,1
10,52,21,1
8,190,135,1
1,8,7,1
12,169,66,1
7,30,18,1
9,292,91,1
8,576,383,1
16,1890,351,1
10,98,58,1
7,143,95,1
5,96,39,1
7,28,15,1
6,21,17,1
5,8,3,1
9,254,115,1
10,432,330,1
10,116,60,1
14,984,551,1
10,145,48,1
8,430,245,1
9,436,171,1
9,86,41,1
10,81,40,1
7,26,16,1
7,67,45,1
4,8,3,1
8,96,67,1
11,281,146,1
9,129,61,1
12,812,404,1
11,127,77,1
7,31,21,1
10,87,49,1
8,38,23,1
8,69,27,1
4,160,73,1
6,33,25,1
8,154,80,1
10,477,321,1
9,187,62,1
7,693,223,1
9,432,153,1
9,99,75,1
8,43,22,1
14,998,205,1
6,20,15,1
11,158,64,1
9,67,29,1
8,47,21,1
7,75,65,1
9,199,129,1
7,50,27,1
8,25,8,1
5,13,6,1
7,20,10,1
11,22,9,1
11,98,41,1
1,8,7,1
8,92,49,1
8,365,119,1
6,27,15,1
7,94,67,1
10,105,14,1
10,1508,559,1
8,58,30,1
7,69,50,1
10,226,76,1
12,70,43,1
9,99,12,1
7,40,23,1
4,15,9,1
9,178,146,1
9,282,75,1
7,86,33,1
8,37,22,1
10,82,40,1
12,773,391,1
9,594,411,1
7,140,82,1
9,174,93,1
11,50,24,1
8,146,54,1
9,518,197,1
9,359,252,1
10,143,86,1
7,33,14,1
8,157,90,1
17,163,34,1
7,35,19,1
8,189,149,1
10,319,235,1
13,1007,214,1
27,2610,599,1
12,155,38,1
11,51,6,1
6,26,13,1
5,23,12,1
7,37,21,1
9,51,24,1
8,65,35,1
10,383,159,1
8,77,44,1
6,37,26,1
9,49,4,1
9,114,15,1
10,178,95,1
11,125,41,1
10,61,47,1
9,238,151,1
7,93,67,1
8,15,3,1
9,225,159,1
8,253,200,1
10,115,58,1
9,70,7,1
7,14,3,1
8,124,58,1
10,93,72,1
7,75,61,1
9,190,147,1
7,19,11,1
8,55,22,1
25,5707,776,1
8,52,20,1
7,17,9,1
10,195,90,1
10,219,27,1
13,1820,799,1
10,109,54,1
7,73,51,1
7,69,52,1
7,29,14,1
11,649,113,1
10,98,59,1
8,56,25,1
7,21,8,1
13,1406,609,1
8,24,8,1
12,42,1,1
8,123,62,1
8,179,139,1
11,738,368,1
9,33,20,1
10,606,447,1
9,199,57,1
6,80,38,1
15,2127,400,1
10,199,108,1
11,420,164,1
7,47,26,1
8,24,11,1
8,55,25,1
14,1824,360,1
8,65,36,1
6,29,25,1
10,575,165,1
8,110,53,1
3,21,10,1
11,106,56,1
10,114,15,1
8,230,182,1
33,1400,835,1
10,103,16,1
7,21,11,1
10,40,22,1
11,381,158,1
12,281,176,1
9,342,134,1
8,242,125,1
8,35,18,1
5,13,8,1
10,235,138,1
9,62,41,1
6,171,104,1
6,39,35,1
7,14,11,1
12,324,88,1
9,188,87,1
8,125,64,1
8,56,35,1
10,588,385,1
8,23,11,1
12,637,244,1
6,154,101,1
8,264,126,1
13,154,45,1
9,401,153,1
11,133,61,1
7,32,17,1
8,31,13,1
6,326,214,1
10,105,14,1
17,2162,414,1
8,38,23,1
14,555,46,1
8,24,3,1
24,5296,689,1
7,82,35,1
7,147,74,1
7,111,86,1
15,893,164,1
8,731,575,1
9,500,359,1
13,441,177,1
5,13,4,1
9,711,452,1
24,2256,305,1
10,40,8,1
13,593,229,1
7,24,16,1
10,42,18,1
9,248,130,1
8,18,6,1
9,476,393,1
8,26,15,1
8,181,146,1
11,511,348,1
10,128,46,1
7,103,77,1
7,182,118,1
7,14,9,1
5,17,12,1
9,257,132,1
1,13,12,1
9,42,18,1
10,305,109,1
7,66,52,1
10,540,381,1
10,64,30,1
4,52,33,1
10,163,81,1
7,196,112,1
11,85,42,1
6,30,14,1
9,248,114,1
16,2736,492,1
3,13,1,1
7,400,242,1
10,185,84,1
9,331,134,1
7,74,37,1
7,25,18,1
8,41,20,1
8,478,129,1
8,70,34,1
9,213,122,1
9,61,47,1
9,840,640,1
7,66,50,1
7,22,12,1
10,103,14,1
9,286,162,1
9,760,569,1
7,44,31,1
9,57,31,1
6,95,75,1
8,63,22,1
9,67,41,1
9,46,28,1
9,126,66,1
7,56,36,1
9,265,202,1
6,71,50,1
5,176,117,1
8,38,20,1
6,1,4,1
11,279,132,1
7,301,213,1
8,113,65,1
8,89,43,1
9,105,47,1
8,261,104,1
8,63,36,1
8,58,20,1
6,31,7,1
9,384,218,1
7,15,6,1
7,65,29,1
10,53,28,1
11,768,256,1
5,20,10,1
9,394,306,1
13,1579,318,1
7,130,93,1
9,104,84,1
13,1919,623,1
7,188,55,1
8,118,69,1
8,51,26,1
10,536,200,1
12,221,29,1
7,46,31,1
10,149,70,1
4,9,2,1
9,583,476,1
10,527,207,1
10,304,143,1
8,83,43,1
8,66,26,1
6,16,13,1
7,76,62,1
10,1058,180,1
8,48,23,1
9,826,314,1
7,38,28,1
7,9,4,1
7,53,33,1
6,14,3,1
8,146,80,1
8,94,44,1
7,40,27,1
9,131,90,1
8,56,9,1
1,7,2,1
11,137,70,1
6,207,123,1
7,62,42,1
8,23,14,1
12,531,83,1
10,758,382,1
5,147,77,1
9,233,105,1
9,755,530,1
10,31,18,1
11,952,344,1
5,10,1,1
8,259,112,1
1,19,18,1
9,242,116,1
9,261,88,1
7,36,27,1
5,10,1,1
10,849,195,1
7,28,9,1
5,23,9,1
1,7,1,1
11,223,107,1
10,118,62,1
9,161,82,1
11,944,331,1
9,344,141,1
14,376,63,1
7,258,144,1
7,56,36,1
7,33,14,1
8,69,10,1
8,106,64,1
9,502,211,1
9,45,27,1
5,130,80,1
9,111,58,1
8,162,89,1
8,131,59,1
11,60,27,1
10,46,1,1
7,13,7,1
14,570,48,1
9,256,86,1
6,24,17,1
6,105,67,1
7,29,20,1
7,268,177,1
10,520,348,1
5,59,46,1
9,396,217,1
5,28,12,1
9,90,55,1
10,154,81,1
10,108,11,1
10,1158,422,1
8,20,11,1
6,110,55,1
13,251,38,1
14,1848,405,1
9,241,125,1
10,120,71,1
5,75,66,1
10,133,66,1
14,439,207,1
6,37,21,1
1,9,1,1
11,170,91,1
9,76,35,1
8,44,21,1
8,14,8,1
8,57,31,1
11,405,205,1
8,88,43,1
7,35,19,1
8,230,130,1
7,96,44,1
8,270,109,1
10,735,124,1
8,33,15,1
10,210,116,1
5,17,11,1
6,84,61,1
10,317,61,1
4,205,96,1
9,369,166,1
8,268,104,1
10,55,6,1
11,920,316,1
8,33,13,1
9,46,35,1
8,107,57,1
13,351,61,1
9,249,120,1
9,182,55,1
9,510,422,1
10,82,41,1
6,14,10,1
8,319,161,1
10,180,99,1
7,109,44,1
7,46,29,1
5,62,43,1
10,705,398,1
9,95,53,1
9,732,563,1
9,80,33,1
9,357,138,1
37,1053,432,1
4,12,4,1
8,421,257,1
7,27,18,1
11,52,11,1
9,308,148,1
10,345,161,1
8,80,42,1
8,47,23,1
9,786,561,1
6,22,11,1
7,100,56,1
7,94,64,1
9,546,225,1
9,240,110,1
8,52,31,1
11,979,334,1
7,106,61,1
6,20,10,1
7,75,57,1
8,19,14,1
7,482,174,1
26,2252,650,1
13,881,537,1
8,129,85,1
7,216,171,1
7,15,9,1
10,72,30,1
13,1906,398,1
12,518,81,1
10,128,77,1
12,131,16,1
9,192,122,1
10,103,56,1
8,11,4,1
18,365,115,1
7,28,19,1
8,45,28,1
4,24,14,1
7,26,12,1
9,555,225,1
7,23,13,1
8,32,14,1
11,47,21,1
9,120,87,1
7,15,6,1
8,210,91,1
11,152,79,1
10,219,93,1
6,137,99,1
9,169,123,1
8,81,6,1
10,575,193,1
11,307,149,1
7,76,56,1
11,66,16,1
8,60,32,1
9,70,42,1
7,156,124,1
9,245,113,1
8,230,102,1
10,998,380,1
9,166,108,1
14,1624,345,1
8,236,129,1
9,163,65,1
9,19,10,1
11,51,10,1
6,151,100,1
11,685,373,1
7,60,44,1
6,8,1,1
10,516,196,1
7,121,55,1
8,18,3,1
11,179,91,1
8,17,11,1
13,852,177,1
9,793,573,1
5,40,25,1
11,213,108,1
12,103,39,1
10,127,69,1
8,143,97,1
7,101,75,1
6,49,41,1
8,816,636,1
24,2953,158,1
11,38,10,1
8,42,20,1
12,334,142,1
6,11,3,1
5,71,61,1
23,4409,270,1
13,403,115,1
6,27,11,1
11,991,220,1
10,147,59,1
5,22,10,1
8,61,25,1
9,121,62,1
9,371,132,1
8,197,106,1
7,39,27,1
2,7,2,1
9,243,181,1
7,54,20,1
6,53,32,1
5,34,26,1
9,823,317,1
7,127,53,1
8,69,31,1
10,448,186,1
8,42,20,1
7,49,35,1
10,514,208,1
9,130,64,1
9,62,36,1
16,2053,358,1
7,29,19,1
25,791,392,1
9,244,116,1
10,258,146,1
5,55,37,1
8,39,24,1
9,74,12,1
7,390,218,1
1,7,1,1
7,42,31,1
8,681,375,1
5,50,33,1
10,44,23,1
10,99,52,1
5,12,5,1
9,201,146,1
12,126,14,1
10,159,67,1
7,32,27,1
6,56,46,1
8,202,104,1
10,333,148,1
10,89,48,1
10,716,391,1
9,86,52,1
10,105,45,1
7,15,11,1
4,55,27,1
8,254,84,1
10,118,57,1
9,483,198,1
1,7,2,1
10,203,110,1
7,19,10,1
9,89,65,1
9,82,44,1
9,178,91,1
6,51,36,1
10,118,14,1
25,923,586,1
7,132,106,1
25,7358,444,1
9,177,55,1
5,17,10,1
5,13,8,1
9,264,137,1
8,140,100,1
10,95,51,1
7,50,37,1
5,56,36,1
10,951,322,1
8,131,67,1
7,35,20,1
9,94,13,1
12,227,108,1
7,197,131,1
7,31,20,1
8,450,262,1
9,172,95,1
15,95,24,1
7,12,3,1
6,30,1,1
7,34,26,1
8,92,48,1
6,153,124,1
8,13,6,1
12,145,85,1
7,28,18,1
8,87,50,1
8,73,40,1
11,234,135,1
9,48,27,1
10,296,130,1
8,277,72,1
6,133,78,1
9,223,117,1
9,431,171,1
8,137,57,1
8,469,369,1
7,30,23,1
24,2746,129,1
7,111,77,1
10,131,41,1
4,38,26,1
10,221,105,1
7,32,12,1
9,811,607,1
4,25,15,1
10,215,121,1
12,496,292,1
7,129,78,1
10,675,358,1
6,119,50,1
8,222,154,1
6,11,6,1
8,36,14,1
10,499,315,1
9,566,432,1
5,37,28,1
9,299,221,1
10,156,89,1
11,146,17,1
10,676,388,1
11,119,66,1
8,32,11,1
9,65,43,1
7,29,18,1
6,13,7,1
7,61,40,1
5,25,12,1
9,50,19,1
24,2096,267,1
8,69,48,1
4,13,8,1
6,23,18,1
15,1743,330,1
10,469,318,1
8,99,77,1
9,499,401,1
5,7,3,1
9,737,308,1
9,69,24,1
36,2126,292,1
10,543,410,1
8,31,9,1
6,25,18,1
9,522,200,1
6,33,25,1
9,212,33,1
11,516,325,1
8,68,55,1
11,351,204,1
6,146,111,1
7,83,43,1
5,14,6,1
7,99,63,1
8,119,73,1
11,45,5,1
8,88,68,1
5,19,13,1
7,60,31,1
7,52,16,1
9,350,249,1
25,3448,459,1
7,12,7,1
11,286,123,1
9,75,39,1
8,370,264,1
6,20,9,1
7,53,35,1
8,114,91,1
10,327,178,1
7,20,9,1
10,483,239,1
10,27,12,1
9,268,213,1
9,69,44,1
5,160,96,1
9,196,139,1
7,114,88,1
10,26,10,1
10,186,94,1
10,97,15,1
9,32,24,1
2,7,6,1
10,173,80,1
9,233,136,1
5,9,1,1
7,33,20,1
7,171,142,1
8,42,22,1
11,834,288,1
22,123,23,1
9,752,555,1
7,31,21,1
7,32,17,1
10,111,58,1
9,117,86,1
8,88,44,1
11,124,15,1
8,137,100,1
5,50,37,1
9,140,84,1
8,33,11,1
7,73,48,1
9,261,81,1
11,747,386,1
5,12,6,1
10,822,575,1
10,506,181,1
8,72,39,1
9,188,126,1
18,228,53,1
1,20,19,1
6,41,26,1
10,146,79,1
9,134,73,1
9,233,140,1
7,120,95,1
7,36,22,1
11,250,163,1
9,456,340,1
8,47,19,1
6,46,18,1
8,100,61,1
3,8,1,1
8,561,202,1
8,129,51,1
9,913,662,1
7,24,13,1
7,24,20,1
9,606,212,1
8,33,14,1
8,349,213,1
7,69,38,1
8,294,97,1
8,66,22,1
6,19,12,1
5,60,29,1
9,98,30,1
13,1421,637,1
11,286,93,1
7,14,9,1
8,72,40,1
9,401,313,1
10,389,213,1
7,57,39,1
9,93,75,1
8,66,40,1
1,16,15,1
7,58,27,1
9,87,42,1
9,184,55,1
9,130,96,1
11,76,40,1
11,67,36,1
8,28,4,1
8,219,183,1
5,54,23,1
12,138,58,1
1,14,7,1
9,1094,409,1
5,85,24,1
8,38,22,1
7,45,35,1
9,63,39,1
9,267,121,1
9,356,184,1
9,80,11,1
7,184,115,1
12,225,105,1
9,358,274,1
11,722,391,1
8,52,31,1
9,127,62,1
10,575,402,1
10,275,122,1
6,24,14,1
9,31,13,1
11,131,68,1
10,117,55,1
9,49,33,1
15,776,145,1
8,80,40,1
6,22,9,1
7,38,28,1
6,21,10,1
11,1096,371,1
9,85,40,1
8,115,61,1
9,645,398,1
8,460,351,1
8,50,20,1
1,9,8,1
10,148,87,1
8,28,9,1
5,22,4,1
9,297,212,1
9,116,48,1
10,618,441,1
11,125,14,1
10,246,122,1
7,23,13,1
9,230,84,1
8,37,17,1
11,279,107,1
10,80,40,1
8,152,99,1
10,493,210,1
8,110,56,1
7,82,64,1
7,177,105,1
9,353,254,1
8,37,21,1
8,534,230,1
7,23,13,1
11,99,47,1
10,220,56,1
7,228,179,1
7,20,11,1
10,543,198,1
5,86,53,1
8,66,32,1
7,100,47,1
9,184,135,1
6,55,46,1
24,1718,643,1
6,56,43,1
7,50,38,1
6,7,1,1
13,612,344,1
10,261,136,1
12,155,67,1
5,38,19,1
12,182,47,1
8,80,29,1
10,32,8,1
13,1046,235,1
8,55,19,1
7,9,4,1
7,54,32,1
7,76,42,1
8,84,37,1
10,35,18,1
4,13,2,1
7,47,21,1
5,24,19,1
7,69,55,1
18,301,93,1
13,684,156,1
10,378,293,1
7,97,80,1
10,143,71,1
8,25,7,1
6,9,4,1
9,28,16,1
5,64,27,1
7,333,260,1
7,73,21,1
6,75,59,1
13,811,514,1
7,20,11,1
5,35,8,1
9,39,27,1
8,31,11,1
10,486,180,1
14,1453,285,1
9,194,87,1
7,46,17,1
14,658,238,1
7,14,4,1
9,178,54,1
8,122,46,1
7,24,18,1
10,107,50,1
7,90,63,1
9,475,375,1
11,112,54,1
7,24,13,1
8,26,11,1
7,10,1,1
5,23,6,1
24,3040,399,1
7,185,85,1
7,98,64,1
8,73,52,1
11,365,159,1
9,132,71,1
8,23,11,1
10,71,32,1
24,7164,501,1
9,23,13,1
6,91,58,1
38,3573,275,1
9,349,236,1
9,209,156,1
5,38,29,1
5,68,36,1
7,92,55,1
7,165,61,1
10,56,2,1
5,34,21,1
8,120,53,1
7,53,29,1
7,48,27,1
10,97,11,1
8,26,15,1
7,182,96,1
10,114,59,1
9,172,61,1
9,9,1,1
8,69,22,1
6,13,10,1
8,55,38,1
8,44,25,1
7,45,29,1
5,30,20,1
8,106,74,1
10,54,26,1
8,183,155,1
9,223,81,1
8,28,9,1
7,246,175,1
7,9,3,1
9,83,32,1
11,232,131,1
59,3264,22,1
9,231,127,1
7,195,120,1
10,452,263,1
8,48,33,1
10,869,325,1
24,2670,125,1
8,95,76,1
14,1106,462,1
9,160,66,1
8,306,220,1
9,50,33,1
9,277,84,1
6,87,39,1
8,15,9,1
12,1833,752,1
7,86,41,1
4,31,22,1
8,304,133,1
6,39,24,1
7,71,54,1
7,53,32,1
24,975,338,1
4,8,4,1
11,478,177,1
9,405,214,1
8,49,25,1
7,197,154,1
5,7,1,1
7,24,15,1
11,135,70,1
10,234,142,1
9,694,222,1
12,69,43,1
9,686,314,1
9,287,123,1
28,3270,718,1
13,382,121,1
9,280,119,1
8,285,98,1
9,283,108,1
7,61,8,1
11,121,49,1
10,1325,220,1
10,249,140,1
9,49,29,1
10,1239,450,1
7,12,7,1
5,26,22,1
28,449,64,1
9,31,8,1
11,150,84,1
5,18,1,1
9,64,23,1
7,72,38,1
2,16,14,1
8,116,66,1
6,137,102,1
9,148,77,1
7,99,66,1
24,2296,304,1
9,243,127,1
10,80,36,1
9,28,10,1
7,96,53,1
4,7,1,1
8,290,228,1
8,136,68,1
5,8,1,1
11,610,332,1
10,59,35,1
7,80,56,1
8,116,69,1
8,157,89,1
8,252,195,1
10,455,154,1
7,27,12,1
8,68,30,1
8,115,60,1
10,97,11,1
12,549,92,1
7,42,33,1
8,107,53,1
7,354,111,1
8,8,1,1
9,151,91,1
8,258,177,1
7,53,31,1
10,442,87,1
8,49,27,1
8,68,27,1
6,20,9,1
9,129,50,1
10,54,26,1
12,28,9,1
10,287,239,1
1,16,15,1
7,28,18,1
11,159,58,1
8,258,107,1
67,1748,1134,1
11,367,137,1
16,169,32,1
11,2137,460,1
7,264,198,1
24,2157,268,1
10,299,132,1
8,177,95,1
8,22,12,1
11,140,74,1
7,74,50,1
7,25,9,1
8,42,22,1
5,9,4,1
9,120,78,1
5,29,20,1
8,111,50,1
8,100,70,1
8,41,22,1
6,184,91,1
9,145,61,1
8,33,18,1
10,255,86,1
9,707,233,1
12,86,7,1
10,412,152,1
7,29,18,1
13,160,42,1
10,338,119,1
1,7,1,1
6,26,14,1
7,143,91,1
6,118,56,1
25,3392,462,1
7,27,13,1
6,96,82,1
11,242,143,1
7,61,51,1
8,91,58,1
7,118,81,1
25,5290,678,1
8,389,236,1
7,33,28,1
9,236,121,1
8,695,239,1
11,502,165,1
8,132,65,1
1,12,11,1
14,40,12,1
8,90,62,1
11,153,19,1
8,21,8,1
9,61,34,1
8,234,137,1
9,68,39,1
13,1392,286,1
13,258,85,1
7,9,1,1
9,582,452,1
8,47,23,1
5,66,45,1
10,469,344,1
9,61,44,1
9,30,22,1
6,54,22,1
8,181,101,1
5,101,83,1
7,62,29,1
8,70,58,1
9,748,614,1
8,30,13,1
8,58,32,1
9,77,40,1
16,1157,227,1
9,46,34,1
9,219,122,1
16,283,204,1
14,509,172,1
9,51,21,1
25,3496,461,1
5,25,12,1
8,19,11,1
8,173,122,1
9,55,24,1
5,37,28,1
7,15,7,1
5,240,118,1
6,18,6,1
6,10,2,1
8,278,167,1
8,167,86,1
7,53,40,1
5,158,74,1
5,11,7,1
10,121,15,1
10,156,87,1
7,38,32,1
9,60,46,1
14,245,98,1
3,18,8,1
8,154,76,1
10,679,362,1
7,115,91,1
14,938,419,1
4,13,7,1
15,1661,326,1
9,165,137,1
12,81,7,1
7,81,56,1
16,1208,251,1
8,76,42,1
9,117,73,1
6,98,49,1
16,2514,471,1
6,24,20,1
10,81,41,1
15,228,55,1
7,380,223,1
10,638,217,1
8,97,52,1
2,11,3,1
6,29,17,1
10,71,38,1
7,134,51,1
9,106,79,1
7,76,45,1
8,105,74,1
7,55,38,1
10,88,52,1
6,10,4,1
7,39,28,1
8,132,70,1
8,37,15,1
8,61,13,1
10,63,33,1
8,72,25,1
8,160,50,1
6,81,36,1
13,253,79,1
9,35,18,1
7,71,9,1
8,36,21,1
10,114,12,1
8,136,72,1
9,177,137,1
12,239,62,1
9,152,96,1
12,89,29,1
11,969,208,1
7,29,10,1
9,77,51,1
12,799,410,1
7,193,132,1
10,48,8,1
9,550,229,1
7,9,5,1
7,500,182,1
12,466,160,1
11,53,13,1
8,247,195,1
7,323,202,1
9,240,142,1
8,16,6,1
14,2236,466,1
14,592,49,1
10,267,147,1
8,106,82,1
15,1378,258,1
8,124,77,1
7,116,70,1
6,38,26,1
71,227,119,1
11,102,46,1
9,308,212,1
7,16,7,1
11,525,378,1
9,212,111,1
7,170,91,1
9,228,118,1
9,169,84,1
13,733,160,1
8,40,20,1
9,102,44,1
8,137,93,1
8,328,164,1
9,27,2,1
24,7647,418,1
10,158,86,1
12,1584,646,1
17,4167,325,1
6,215,106,1
8,31,15,1
9,142,80,1
12,44,26,1
8,119,68,1
9,372,145,1
7,27,12,1
5,7,5,1
9,102,74,1
7,35,23,1
8,162,84,1
8,47,25,1
1,20,19,1
11,1260,448,1
8,61,31,1
6,10,6,1
5,18,5,1
8,106,64,1
7,29,12,1
77,8396,257,1
13,783,238,1
8,189,154,1
10,827,564,1
11,92,36,1
9,29,13,1
10,118,45,1
9,587,461,1
11,149,74,1
9,395,164,1
9,121,63,1
6,11,5,1
7,98,62,1
7,672,243,1
6,249,129,1
9,171,60,1
9,269,96,1
5,16,11,1
8,79,41,1
8,47,34,1
10,321,174,1
11,217,98,1
10,57,26,1
7,141,111,1
6,45,32,1
18,564,241,1
