@relation page-blocks

@attribute Height numeric
@attribute Area numeric
@attribute Mean_tr numeric
@attribute Class {1,2,3,4,5}

@data
6,240,1.27,1
5,490,2.14,1
9,738,2.47,1
6,108,4.43,1
10,490,1.26,1
7,672,1.77,1
13,1768,4.58,1
11,1056,1.83,1
10,110,1.58,1
7,861,2.62,1
12,276,8.21,1
8,1304,2.79,1
6,276,1.48,1
24,11304,7.9,1
9,162,1.84,1
7,770,1.25,1
8,208,2.41,1
9,1629,2.9,1
8,1056,2.1,1
7,175,1.63,1
8,104,1.76,1
10,980,2.72,1
9,477,1.54,1
5,35,2.33,1
4,356,1.64,1
1,7,7,1
8,64,2.91,1
10,270,1.98,1
9,1143,1.58,1
8,352,3.26,1
7,203,1.4,1
10,610,1.85,1
10,330,2.47,1
8,64,2.5,1
11,99,3.4,1
10,380,2.78,1
10,100,46,1
9,819,1.71,1
11,1265,1.79,1
9,189,1.79,1
8,320,2.47,1
6,216,2,1
10,160,7.25,1
9,963,2.59,1
10,460,1.66,1
8,552,1.43,1
9,828,2.07,1
5,60,1.92,1
8,216,1.29,1
7,161,1.37,1
6,78,3.38,1
5,535,1.43,1
8,64,2.78,1
10,90,1.25,1
13,1352,4.05,1
15,165,10.38,1
8,656,2.78,1
11,1144,2.56,1
7,70,2.08,1
9,405,1.4,1
10,1620,5.93,1
9,189,3.27,1
9,4824,1.38,1
12,804,2.84,1
9,81,1.81,1
6,372,1.36,1
10,1200,1.7,1
11,209,2.46,1
10,490,2.97,1
8,336,1.54,1
9,99,1.29,1
25,2950,2.02,1
7,483,1.28,1
67,19832,1.54,1
5,215,1.35,1
5,120,1.32,1
8,200,2.06,1
7,1211,1.34,1
7,91,1.82,1
9,207,1.62,1
9,927,2.98,1
7,217,1.55,1
10,250,1.91,1
10,350,2.02,1
9,153,2.22,1
7,252,2.51,1
5,265,1.28,1
10,3190,1.67,1
9,891,1.93,1
10,2720,1.98,1
18,432,5.76,1
11,4158,2.95,1
8,1544,2.51,1
9,2160,1.26,1
10,1410,2.25,1
8,224,2.2,1
8,296,1.87,1
8,640,1.75,1
17,5950,5.22,1
7,378,1.42,1
9,171,2.2,1
5,65,2.57,1
9,1062,2.41,1
9,261,1.73,1
8,344,1.93,1
6,24,6,1
7,161,1.36,1
12,876,2.14,1
9,1548,2.43,1
11,242,8.72,1
8,176,2.59,1
8,672,1.94,1
9,873,2.42,1
10,5110,1.28,1
23,460,21.18,1
7,119,1.73,1
6,66,1.6,1
7,245,1.52,1
10,980,2.49,1
8,2184,1.27,1
1,12,3.5,1
6,174,1.26,1
4,8,7,1
8,208,1.45,1
7,245,2.81,1
6,576,2.2,1
24,6744,7.95,1
8,192,1.9,1
8,344,1.71,1
9,999,1.49,1
11,242,2.37,1
8,168,1.3,1
9,252,1.47,1
7,189,3.8,1
10,230,2.2,1
4,32,1.83,1
9,1593,1.38,1
8,72,2.2,1
7,1267,1.65,1
6,198,2.24,1
7,896,1.69,1
9,1080,1.29,1
8,16,9,1
7,182,1.36,1
10,160,1.85,1
10,1280,2.25,1
9,189,2.3,1
11,594,2.07,1
7,952,1.2,1
2,22,9,1
8,4184,1.2,1
7,49,2,1
7,56,2.25,1
6,138,2.36,1
10,410,2.01,1
13,2444,1.67,1
9,603,3.76,1
6,246,1.3,1
12,828,2.81,1
9,4572,1.3,1
6,582,1.84,1
10,2490,3.53,1
10,340,2.01,1
9,477,1.66,1
9,675,1.46,1
7,161,1.89,1
8,472,1.49,1
12,696,3.85,1
11,132,4.38,1
7,182,1.9,1
9,1503,2.88,1
14,1176,2.31,1
7,182,1.5,1
7,42,1.82,1
7,77,1.48,1
10,190,8.92,1
8,376,1.56,1
9,4590,1.44,1
6,78,1.37,1
11,1386,2.11,1
8,32,2.17,1
10,880,1.82,1
10,90,1.72,1
9,1332,1.33,1
6,54,1.23,1
10,210,1.91,1
5,445,1.14,1
8,2384,1.18,1
8,128,2.44,1
11,242,7.78,1
15,915,1.87,1
6,108,2.04,1
9,1377,2.06,1
1,33,1.09,1
11,242,1.86,1
7,1792,1.36,1
24,2376,20.07,1
13,2964,3.02,1
10,380,1.48,1
10,80,5,1
7,196,1.58,1
6,12,8,1
7,238,1.4,1
7,161,1.66,1
10,1540,2.53,1
8,248,2,1
6,1104,1.54,1
6,102,1.39,1
5,65,1.48,1
5,55,1.67,1
12,1416,1.99,1
5,155,1.49,1
7,147,1.71,1
10,1300,3.18,1
8,192,1.81,1
9,81,5.1,1
10,220,6.5,1
8,80,1.73,1
9,1971,1.43,1
8,104,6.9,1
7,245,2.2,1
8,1216,2,1
7,77,1.45,1
7,861,1.26,1
10,3180,1.18,1
8,968,3.11,1
8,32,2.4,1
8,40,1.55,1
9,927,1.22,1
7,56,1.15,1
9,738,2.35,1
7,371,1.5,1
6,24,2.5,1
9,1917,1.41,1
10,850,2.25,1
8,32,5,1
23,2714,2.06,1
7,217,2.31,1
5,95,1.5,1
9,369,3.28,1
9,180,2.35,1
9,162,2.31,1
5,215,1.16,1
6,240,1.43,1
14,1428,2.96,1
6,306,2.44,1
10,160,2.22,1
9,594,1.42,1
5,250,1.58,1
12,504,2.71,1
8,320,1.81,1
7,105,1.5,1
9,837,2.06,1
7,427,1.77,1
7,203,2.7,1
7,126,1.94,1
9,4815,1.37,1
8,2088,1.34,1
7,847,1.79,1
7,28,2,1
8,472,2.41,1
5,70,2,1
7,84,2,1
8,248,1.87,1
9,1071,2.34,1
10,220,1.79,1
8,200,2.64,1
8,96,2.5,1
7,98,1.52,1
7,413,1.24,1
11,1353,1.95,1
7,266,1.45,1
12,96,3.11,1
9,720,2.02,1
8,1928,1.26,1
9,261,1.39,1
8,152,3,1
13,390,3.23,1
7,175,2.26,1
8,112,3.38,1
7,1834,1.28,1
8,1440,1.31,1
8,112,2.1,1
9,270,1.4,1
11,781,7,1
5,50,1.29,1
7,560,1.18,1
10,410,2.79,1
8,176,2.03,1
9,261,1.3,1
8,72,1.69,1
8,456,2.91,1
8,96,2.1,1
9,144,1.92,1
5,85,1.83,1
5,215,1.42,1
28,4788,1.99,1
7,343,1.91,1
8,144,1.84,1
10,570,5.2,1
9,144,2.14,1
6,48,1.07,1
3,168,1.38,1
9,234,1.85,1
11,1276,1.8,1
3,9,7,1
9,2691,1.31,1
10,310,1.69,1
3,9,8,1
6,72,2.22,1
7,133,1.67,1
5,20,3.25,1
11,1309,1.72,1
7,434,1.46,1
8,184,2.14,1
8,112,1.71,1
8,96,2.1,1
3,270,2.34,1
7,70,3.5,1
9,369,1.9,1
10,970,2.71,1
7,665,1.64,1
12,852,5.86,1
11,275,1.96,1
22,1562,10.99,1
9,729,2.21,1
8,128,1.94,1
10,750,2.84,1
8,440,1.39,1
8,1520,2.22,1
8,544,1.91,1
7,14,12,1
7,329,1.29,1
9,315,2.14,1
5,135,1.41,1
5,95,5.5,1
9,1116,2.85,1
7,770,1.38,1
6,192,1.67,1
8,784,1.42,1
10,5040,1.19,1
9,972,1.73,1
7,2723,1.19,1
6,108,1.76,1
7,77,1.35,1
9,4815,1.49,1
7,63,2.78,1
1,32,2,1
5,130,2.37,1
9,108,1.64,1
7,217,1.64,1
9,2250,2.6,1
9,513,1.39,1
10,1180,2.02,1
7,119,1.65,1
5,65,1.46,1
7,329,1.74,1
4,72,1.71,1
9,2979,1.21,1
8,96,1.68,1
13,4524,2.57,1
5,35,2,1
9,387,2.25,1
9,4797,1.34,1
11,583,1.93,1
9,1116,2.57,1
8,128,2.54,1
10,5080,1.27,1
11,891,2.77,1
9,2997,1.57,1
9,1440,2.63,1
5,20,10,1
5,40,1,1
9,423,2.39,1
9,522,2.29,1
8,224,3.14,1
8,136,1.96,1
6,348,1.17,1
5,30,1.63,1
10,40,1.75,1
6,66,1.47,1
7,441,1.61,1
12,1392,2.62,1
8,24,3,1
8,1680,1.44,1
11,2871,2.01,1
11,704,2,1
7,147,1.35,1
9,738,2.11,1
17,1309,2.94,1
9,288,2.17,1
7,91,1.37,1
9,702,2.1,1
8,3184,1.7,1
9,747,1.91,1
9,738,2.13,1
7,266,1.55,1
7,140,2.46,1
12,5964,2.44,1
11,1650,2.06,1
6,42,2.22,1
7,3647,1.28,1
8,192,1.75,1
10,180,6.44,1
9,729,1.49,1
11,583,3.45,1
10,440,1.92,1
9,891,2.52,1
9,1539,2.87,1
7,63,1.85,1
8,2176,1.41,1
8,1208,1.18,1
13,494,4,1
7,210,1.33,1
5,65,4.29,1
12,3420,4.33,1
11,2024,4.48,1
9,180,2.59,1
10,260,1.87,1
15,5340,5.29,1
10,440,1.9,1
17,408,4.88,1
5,55,2.75,1
9,99,1.56,1
8,1720,2.86,1
7,91,6,1
10,370,1.39,1
8,128,2.67,1
9,1161,1.41,1
22,1584,10.04,1
7,56,1.56,1
25,12350,7.35,1
6,66,1.31,1
7,119,1.5,1
9,117,2.69,1
11,220,8.27,1
28,896,7.02,1
9,423,1.78,1
8,120,3.88,1
8,352,2.06,1
9,333,3.18,1
10,940,1.78,1
10,100,1.94,1
7,91,1.47,1
6,216,1.91,1
3,12,8,1
9,1647,1.42,1
10,180,2.3,1
4,48,3,1
28,896,5.96,1
7,280,1.38,1
5,170,1.31,1
10,820,2.75,1
7,490,1.9,1
10,630,1.69,1
7,427,1.47,1
7,217,2.44,1
12,732,1.77,1
10,5350,1.32,1
16,6480,5.3,1
10,790,2.13,1
8,424,1.93,1
8,232,2.1,1
8,280,1.64,1
12,3264,2.74,1
9,324,2.82,1
8,1472,1.64,1
7,77,1.77,1
9,2439,1.93,1
6,114,1.38,1
7,1106,1.33,1
6,66,1.69,1
7,784,1.25,1
9,81,2.38,1
9,2412,1.36,1
5,20,7,1
59,4956,148.36,1
7,1498,2.95,1
9,126,2.06,1
8,648,1.29,1
11,682,3.21,1
9,1107,2.82,1
14,4760,4.6,1
7,56,1.07,1
7,357,1.14,1
5,140,1.45,1
12,672,2.02,1
6,60,1.54,1
8,64,1.56,1
13,3458,4.81,1
8,400,2.3,1
6,606,1.93,1
10,300,2.78,1
7,238,1.81,1
8,520,1.74,1
10,200,9,1
9,414,2.01,1
11,924,2.35,1
11,231,4.29,1
8,80,3.22,1
9,576,2.57,1
8,2168,1.82,1
9,405,3.23,1
7,217,2.15,1
5,65,1.82,1
14,4480,4.46,1
8,200,1.73,1
7,77,1.21,1
12,852,6.64,1
12,96,2.9,1
6,102,1.56,1
8,104,1.76,1
7,469,1.7,1
8,624,1.35,1
24,8016,14.3,1
8,168,1.94,1
24,2880,21.36,1
7,49,22.5,1
1,89,1.07,1
9,2745,1.4,1
9,657,2.63,1
11,88,10.17,1
9,324,3.51,1
9,306,2.41,1
12,444,3.87,1
8,872,1.25,1
87,10092,104.95,1
7,287,1.48,1
7,294,1.27,1
8,640,1.48,1
10,400,1.82,1
3,93,2.1,1
1,91,1.03,1
7,266,1.82,1
12,1008,2.35,1
8,136,1.67,1
7,77,1.56,1
10,1260,2.68,1
10,200,8.07,1
8,344,1.4,1
9,360,2.29,1
6,624,2,1
8,360,9.32,1
10,1590,3.07,1
8,368,1.79,1
12,1260,2.91,1
7,21,3,1
8,56,1.67,1
1,9,7,1
8,192,2.65,1
6,600,1.68,1
8,80,2.13,1
5,75,1.35,1
24,4272,7.86,1
6,486,1.34,1
11,990,4.6,1
9,531,1.96,1
7,413,2.33,1
8,504,1.82,1
6,42,1.83,1
6,1032,1.73,1
7,147,1.84,1
11,2024,4.72,1
38,12996,12.99,1
7,287,1.47,1
9,963,2.14,1
8,408,1.95,1
9,315,3.88,1
9,441,1.6,1
14,4746,2.44,1
8,104,5.91,1
8,800,1.58,1
10,230,2.35,1
17,3451,14.19,1
8,1936,1.72,1
13,754,3.2,1
10,2850,1.58,1
7,322,2.63,1
9,81,1.6,1
13,2834,1.78,1
9,333,2.05,1
9,414,1.92,1
10,380,1.37,1
10,470,1.29,1
14,2688,2.28,1
8,360,1.9,1
9,819,1.86,1
9,315,1.97,1
9,648,2.01,1
7,2422,1.17,1
8,184,1.94,1
7,1001,1.47,1
9,4113,1.28,1
13,4524,1.64,1
24,1536,3.38,1
8,1584,1.31,1
7,63,2.22,1
8,760,1.34,1
8,264,2.13,1
14,154,8.1,1
39,13767,16.89,1
8,112,3,1
9,738,2.39,1
9,504,1.26,1
10,1510,3.48,1
8,96,2.1,1
11,990,2.82,1
7,245,1.9,1
10,5090,1.23,1
6,42,1.38,1
11,165,2.19,1
8,144,2.5,1
4,44,1.36,1
11,88,7.88,1
10,2720,1.4,1
7,945,1.23,1
8,256,34.33,1
9,1485,2.54,1
10,490,3.11,1
9,468,1.84,1
6,570,1.97,1
13,5317,2.23,1
13,4901,1.59,1
10,330,1.95,1
7,217,1.52,1
7,203,1.33,1
7,77,1.77,1
10,1190,2.46,1
11,121,4.23,1
8,368,1.85,1
7,665,1.56,1
7,168,1.38,1
9,189,3.29,1
11,121,4.08,1
7,322,1.46,1
8,56,2.63,1
9,4788,1.29,1
4,64,1.67,1
8,512,1.63,1
11,693,2.77,1
8,64,1.83,1
8,608,2.73,1
9,4662,1.25,1
6,192,2.11,1
9,657,1.44,1
8,1064,1.78,1
10,960,2.49,1
10,2510,1.23,1
9,1215,1.56,1
11,1122,1.87,1
10,570,1.98,1
7,238,1.49,1
10,530,2,1
9,234,2.35,1
9,3123,1.26,1
6,102,2,1
7,700,1.67,1
8,312,1.64,1
6,96,2.38,1
9,1548,1.28,1
7,98,1.38,1
10,290,1.85,1
7,98,1.6,1
7,91,1.85,1
9,234,1.88,1
8,184,1.84,1
8,328,2.08,1
7,210,1.38,1
7,77,2,1
8,120,2.5,1
25,4625,7.24,1
11,99,3.8,1
10,1590,3.13,1
5,80,2.08,1
10,750,2.28,1
7,224,1.3,1
8,96,2.05,1
16,1936,5.6,1
6,1122,1.26,1
9,495,1.38,1
7,49,2.13,1
6,84,2.4,1
8,112,1.72,1
8,56,2.64,1
9,405,3.31,1
9,675,2.23,1
6,240,1.26,1
10,830,2.02,1
7,1225,1.87,1
7,147,1.63,1
5,375,1.22,1
7,315,2.22,1
9,261,1.95,1
10,1770,1.77,1
11,1705,2.09,1
9,297,2.19,1
13,1378,2.37,1
12,264,8.94,1
10,1220,2.1,1
13,1092,3.16,1
7,77,1.76,1
7,28,2.2,1
10,170,7.82,1
8,112,3.11,1
7,560,1.39,1
10,3300,1.44,1
7,140,1.85,1
9,297,2.24,1
8,64,2.36,1
8,80,1.88,1
10,640,2.84,1
9,1926,1.44,1
7,490,1.4,1
7,455,2.07,1
9,189,3.62,1
9,1809,1.27,1
5,410,2.11,1
4,124,1.58,1
9,2547,1.22,1
7,238,1.31,1
11,77,5.75,1
7,42,1.75,1
7,1141,1.31,1
11,2992,1.97,1
8,296,1.35,1
7,378,1.39,1
9,4572,1.27,1
25,2100,8.45,1
8,1568,1.4,1
12,3252,1.98,1
10,670,2.27,1
19,2337,207,1
4,76,1.78,1
11,1298,4.81,1
13,1963,2.59,1
9,945,1.91,1
16,5632,5.25,1
7,1092,2.37,1
11,913,1.71,1
8,96,1.9,1
8,1216,1.27,1
9,324,3.21,1
10,180,1.89,1
5,470,1.39,1
8,200,1.68,1
9,585,1.67,1
9,1242,1.34,1
5,155,2.06,1
5,480,2.77,1
5,35,2.33,1
8,312,1.38,1
3,12,9,1
10,1270,2.35,1
27,7209,4.36,1
6,294,1.38,1
5,315,1.47,1
10,1510,1.48,1
7,154,1.6,1
7,672,1.6,1
6,624,1.32,1
10,360,2.33,1
9,369,1.41,1
1,12,3.5,1
9,738,1.48,1
7,1701,1.62,1
10,480,2.16,1
8,2720,1.41,1
8,152,1.83,1
9,360,2.92,1
24,3192,18.67,1
9,369,2.88,1
11,242,9.44,1
10,1440,1.8,1
11,2035,4.5,1
9,4545,1.32,1
7,133,1.74,1
10,870,2.27,1
1,40,1.17,1
6,30,1.67,1
12,2940,1.7,1
10,1310,2.74,1
10,110,1.58,1
5,40,2.44,1
20,640,21.15,1
9,2889,1.32,1
10,820,2.05,1
8,1200,1.23,1
8,440,1.77,1
5,80,2.65,1
14,5740,2.4,1
6,1104,1.99,1
17,6613,5,1
6,138,1.11,1
10,3030,1.32,1
8,992,2.6,1
9,585,2.66,1
10,2270,1.64,1
8,224,19.6,1
8,2176,2.7,1
9,1620,2.86,1
9,333,3.49,1
6,66,1.53,1
7,595,1.3,1
9,4572,1.22,1
8,1080,1.54,1
10,170,2.38,1
9,918,2.43,1
7,49,1.9,1
9,2142,1.26,1
8,128,1.88,1
9,531,2.26,1
5,75,2.21,1
11,99,3.83,1
6,180,1.22,1
7,112,2,1
8,264,1.57,1
8,1864,1.36,1
8,168,1.52,1
9,639,2.16,1
6,78,3,1
8,72,2.08,1
9,3168,1.34,1
9,144,1.32,1
11,1452,2.04,1
8,416,1.75,1
12,852,5.95,1
9,1629,2.64,1
9,1494,1.88,1
9,315,1.37,1
10,120,2.83,1
11,2761,2.93,1
11,473,2.47,1
7,63,1.77,1
10,300,2.42,1
7,91,2.71,1
6,234,1.77,1
9,180,8.07,1
14,4494,4.71,1
22,1034,2.13,1
11,4543,2.44,1
7,833,1.5,1
9,1755,1.53,1
10,160,2.14,1
5,35,2.33,1
10,4300,2.7,1
7,721,1.76,1
7,98,1.84,1
4,96,2.04,1
10,120,2.33,1
7,112,3.25,1
9,45,2.83,1
8,168,2.56,1
11,1353,5.74,1
13,1729,4.9,1
23,8533,16.83,1
11,2882,1.94,1
10,590,1.7,1
8,296,2.22,1
9,153,7.15,1
9,4590,1.24,1
7,196,1.36,1
11,275,1.9,1
7,42,1.71,1
11,2035,1.94,1
7,140,1.35,1
1,49,7,1
6,108,2.45,1
6,780,2.05,1
8,472,2.77,1
9,333,3.22,1
7,126,1.57,1
9,189,3,1
9,1494,3.08,1
6,534,1.82,1
7,140,1.33,1
9,396,3.14,1
7,1085,1.46,1
9,144,2.08,1
8,184,2.03,1
10,630,1.84,1
7,161,1.47,1
8,496,1.79,1
16,384,4.72,1
7,777,1.5,1
10,470,2.3,1
8,120,2.38,1
9,288,2.23,1
7,455,2.18,1
9,162,7.64,1
14,2842,4.36,1
7,84,1.55,1
10,1550,2.47,1
13,585,6.61,1
11,484,2.01,1
8,608,1.87,1
7,560,1.63,1
8,112,3,1
24,2568,16.91,1
18,396,14.5,1
8,160,2.27,1
8,1184,1.24,1
11,407,2.01,1
7,126,1.39,1
9,81,2.8,1
8,96,2.58,1
8,1592,1.18,1
9,747,2.49,1
8,144,2.52,1
14,3766,4.61,1
9,2448,1.93,1
10,1810,3.25,1
7,161,1.45,1
8,1720,2.6,1
8,2384,1.5,1
7,56,2.3,1
8,144,1.81,1
8,472,2.74,1
7,63,21,1
9,162,1.44,1
3,9,7,1
7,133,1.35,1
7,112,1.36,1
7,140,1.19,1
8,128,1.69,1
24,6720,7.62,1
12,108,9.17,1
11,88,39,1
7,98,1.88,1
7,161,1.39,1
9,4185,1.24,1
7,28,2.33,1
6,300,1.76,1
6,36,1.88,1
7,287,1.85,1
8,328,1.55,1
9,576,1.99,1
9,252,1.51,1
6,300,1.31,1
7,350,1.45,1
9,963,2.22,1
6,66,1.54,1
10,2190,1.24,1
10,4990,1.27,1
8,264,1.92,1
10,400,2.09,1
5,20,2.4,1
14,5726,1.79,1
6,48,2,1
10,370,3.2,1
9,162,2.26,1
9,585,1.35,1
10,190,7.36,1
8,312,1.36,1
8,96,2.3,1
7,301,1.33,1
6,42,1.75,1
7,2401,1.45,1
13,78,34,1
7,77,1.21,1
14,5208,4.99,1
10,600,1.47,1
7,105,1.74,1
10,250,2.51,1
10,5110,1.43,1
8,136,1.48,1
22,1562,11.64,1
6,414,1.4,1
11,704,3.35,1
8,904,1.41,1
8,1032,1.46,1
5,65,1.87,1
12,84,3.6,1
6,360,1.57,1
7,77,1.5,1
12,864,6.12,1
8,272,1.87,1
8,136,1.24,1
8,144,2.03,1
10,390,1.91,1
7,77,1.64,1
13,3107,2.16,1
9,2304,1.36,1
5,65,1.42,1
7,140,2.24,1
8,192,1.95,1
25,12275,7.21,1
9,162,8.8,1
5,95,1.32,1
9,4599,1.42,1
10,1160,1.7,1
9,729,2.38,1
6,168,1.29,1
11,1100,3.04,1
8,312,1.74,1
10,250,2.09,1
7,91,2.2,1
11,451,2.92,1
9,819,2.2,1
10,260,2.33,1
5,20,10,1
9,72,1.78,1
13,494,3.42,1
8,160,1.93,1
9,3384,1.34,1
7,49,1.44,1
11,781,6.19,1
16,6016,5.57,1
16,6528,5.28,1
7,189,1.33,1
1,7,7,1
7,525,1.52,1
9,972,2.15,1
17,374,4.5,1
7,287,1.33,1
9,963,1.42,1
5,65,1.18,1
7,112,1.88,1
9,4824,1.36,1
8,232,1.93,1
10,450,2.05,1
6,240,1.37,1
7,518,1.57,1
7,105,2.71,1
11,352,2.27,1
7,77,1.8,1
7,84,2.11,1
10,80,9.17,1
74,13542,127,1
11,946,1.91,1
9,180,1.51,1
9,189,2.74,1
10,760,3.03,1
7,49,1.67,1
8,344,2.73,1
12,3132,1.92,1
9,855,2.1,1
8,200,1.65,1
11,385,6.13,1
9,54,13.5,1
7,196,2.13,1
