@relation 'page-blocks-weka.filters.unsupervised.attribute.Remove-V-R1,7-8,11'

@attribute Height numeric
@attribute Mean_tr numeric
@attribute Blackpix numeric
@attribute Class {1,2,3,4,5}

@data
6,1.33,28,1
4,1.36,19,1
4,1.63,13,1
5,1.83,33,1
5,2.2,33,1
9,1.42,64,1
5,1.87,28,1
6,1.5,27,1
6,1.62,34,1
7,1.77,39,1
7,1.5,63,1
7,1.65,43,1
5,1.32,37,1
9,1.56,28,1
6,1.4,49,1
6,1.11,39,1
7,9,9,1
5,1.29,18,1
7,1.33,57,1
10,1.91,111,1
7,1.84,35,1
7,2.45,27,1
7,1.89,51,1
7,2.34,110,1
8,1.64,41,1
14,1.8,27,5
8,2.44,88,1
55,4.26,375,5
12,1.95,799,1
8,2.07,31,1
9,2.26,185,1
9,2.22,60,1
10,2.13,149,1
8,2.03,132,1
2,47,47,2
1,13.67,82,2
3,11.8,118,2
10,2.46,96,1
5,4.5,9,5
9,2.01,153,1
11,1.96,90,1
11,2.11,279,1
1,40,80,2
11,2.21,95,1
8,2.59,57,1
8,2,32,1
8,2.18,37,1
8,2.04,102,1
8,1.75,70,1
8,1.81,58,1
11,2.15,297,1
8,3,18,1
11,2.11,99,1
8,2.86,63,1
8,2.3,140,1
8,2.05,43,1
8,2.68,51,1
10,2.16,173,1
8,2.91,32,1
9,1.92,75,1
8,2.68,51,1
11,2.01,738,1
11,1.86,117,1
6,2,110,1
11,1.79,150,1
6,3.38,27,1
11,2.21,197,1
8,1.75,56,1
10,2.01,163,1
11,1.82,778,1
8,1.8,90,1
8,1.64,23,1
11,1.8,119,1
8,1.88,45,1
10,2.5,20,1
11,1.87,170,1
8,1.96,49,1
8,1.85,72,1
11,2.22,102,1
6,1.86,26,1
10,1.75,140,1
7,1.93,83,1
9,1.71,233,1
5,2.08,25,1
10,1.66,128,1
11,1.75,668,1
6,2.8,14,5
10,1.41,41,1
2,7,7,1
8,2.48,99,1
4,7,7,1
8,1.69,27,1
8,1.74,113,1
8,2.1,63,1
8,2,64,1
5,2.21,31,1
8,1.75,28,1
11,2.07,188,1
10,2.19,46,1
6,2.45,27,1
4,2.04,55,1
10,2.12,172,1
10,2.07,124,1
10,1.82,40,1
6,2.04,53,1
7,2.35,61,1
10,1.68,94,1
10,1.9,114,1
6,2.05,45,1
8,2.67,16,1
8,1.65,38,1
6,4,16,1
8,2,42,1
8,2,86,1
8,1.93,147,1
8,2.29,87,1
9,1.84,134,1
10,2.34,68,1
8,1.76,65,1
5,1.89,68,1
8,2.17,50,1
8,1.63,62,1
10,1.69,88,1
10,1.7,335,1
8,1.97,144,1
7,1.64,23,1
8,1.65,301,1
10,1.9,154,1
7,1.94,60,1
10,1.85,508,1
8,1.61,58,1
6,1.96,47,1
8,1.79,86,1
8,1.88,47,1
10,1.95,121,1
8,1.55,45,1
8,1.38,95,1
10,1.6,285,1
101,2.02,1398,5
9,2.55,342,1
7,2.57,18,1
10,1.23,492,1
8,1.22,142,1
8,1.17,117,1
7,2.25,18,1
9,1.22,474,1
2,11.75,693,2
5,2.67,8,1
5,8,8,1
25,7.29,3315,1
9,2.79,663,1
9,3.08,585,1
5,9,9,1
9,1.49,861,1
9,1.37,425,1
10,1.36,506,1
24,7.69,5296,1
7,1.64,197,1
8,1.28,816,1
7,1.49,67,1
9,1.31,390,1
9,1.3,658,1
25,7.8,5290,1
8,2.71,350,1
9,1.43,290,1
24,7.9,5363,1
9,2.76,588,1
9,2.61,522,1
9,1.32,861,1
9,1.27,270,1
7,1.36,236,1
7,1.21,228,1
7,1.18,87,1
9,1.17,189,1
8,1.18,183,1
1,1.07,15,1
1,1.83,11,2
13,3.62,141,1
8,1.82,162,1
9,1.69,240,1
9,2.08,308,1
9,1.96,674,1
8,1.31,343,1
8,1.38,232,1
10,1.44,173,1
7,1.4,80,1
9,1.4,297,1
8,1.24,273,1
3,22.11,597,2
25,7.58,3496,1
9,2.9,611,1
2,1.4,7,1
7,1.57,99,1
9,1.3,482,1
9,1.41,390,1
8,1.25,173,1
25,8.45,930,1
24,7.55,2296,1
8,3.01,208,1
9,2.98,370,1
2,22.19,577,2
7,1.76,30,1
9,1.35,222,1
6,1.71,29,1
9,1.38,1035,1
6,1.8,27,1
7,1.85,24,1
1,1.03,36,1
10,1.28,684,1
9,1.38,512,1
8,2.32,534,1
2,33,33,2
8,1.2,216,1
6,1.34,137,1
7,1.28,197,1
8,1.27,247,1
2,1.17,7,1
11,3.45,131,1
1,25,25,4
1,13,13,2
14,9.25,111,1
58,59,59,4
11,6.63,530,1
10,1.89,242,1
11,2.04,787,1
3,9,9,1
1,7,7,1
13,34,34,1
13,5.75,351,1
12,6.63,252,1
168,13.06,19430,3
10,8.13,122,1
14,4.8,2236,1
14,5.05,495,1
11,3.05,582,1
24,18.67,2894,1
187,29.29,23025,3
10,2.75,297,1
9,7.27,80,1
14,4.99,1971,1
10,8.55,94,1
14,4.47,1315,1
13,4.49,1732,1
9,7.29,102,1
8,2.88,187,1
14,5.04,2142,1
14,4.5,1791,1
10,6.44,103,1
11,2.86,681,1
11,2.95,1096,1
1,4.86,175,2
1,8,8,2
10,4.35,849,1
8,2.74,219,1
13,4.39,1749,1
8,3.15,205,1
18,18,18,4
27,27,27,4
17,14.88,1548,1
1,3.31,53,2
13,4.38,684,1
14,4.84,1050,1
14,4.48,2094,1
9,6.31,82,1
28,4.55,3270,1
9,8.8,88,1
13,4.87,1392,1
11,4.48,954,1
7,10,10,2
9,2.57,388,1
11,7,539,1
16,5.6,767,1
8,2.78,270,1
16,5.28,2546,1
17,5,2273,1
16,5.15,1992,1
11,8.05,153,1
4,8,8,4
11,2.86,1612,1
8,3.07,365,1
6,2.46,155,1
8,3.85,277,1
7,6,72,1
10,6.02,1325,1
9,1.62,645,1
7,5.18,88,1
8,2.79,500,1
7,1.42,142,1
5,1.71,200,1
17,8.57,120,1
6,1.57,105,1
7,1.75,196,1
3,88.62,1152,2
84,84,84,4
9,1.57,711,1
9,1.74,485,1
17,5.88,147,1
10,1.5,594,1
5,1.39,110,1
7,1.65,129,1
10,1.44,744,1
9,1.4,525,1
6,1.53,150,1
6,2.01,135,1
6,1.84,164,1
7,1.51,143,1
9,1.54,166,1
6,3,183,1
5,1.92,150,1
63,186.78,1681,3
7,2.05,115,1
7,1.56,56,1
1,1.03,36,1
8,2,42,1
9,2.06,251,1
7,1.75,21,1
8,1.47,143,1
7,1.71,12,1
7,1.71,12,1
8,1.53,58,1
6,2.2,22,1
7,1.44,49,1
7,1.36,60,1
8,1.46,162,1
5,1.52,50,1
20,3.42,181,1
1,140.5,281,2
13,1.64,881,1
10,2.38,38,1
1,4.18,46,2
14,1.54,975,1
14,1.79,984,1
1,37.6,188,2
7,2.63,21,1
9,1.58,607,1
8,1.54,91,1
8,1.27,152,1
7,1.41,301,1
7,1.28,82,1
6,1.29,416,1
8,1.41,499,1
7,1.19,404,1
9,2.58,103,1
9,3.67,22,1
11,4.97,611,1
2,21,21,2
14,2.43,422,1
38,3.41,2238,1
1,70,70,2
1,14,14,2
9,1.48,349,1
8,2.03,61,1
22,1.59,928,1
