@relation 'page-blocks-weka.filters.unsupervised.attribute.Remove-V-R1,7-8,11'

@attribute Height numeric
@attribute Mean_tr numeric
@attribute Blackpix numeric
@attribute Class {1,2,3,4,5}

@data
10,1.59,62,1
8,1.85,50,1
8,1.9,38,1
8,2.19,46,1
8,2.02,93,1
10,2.09,92,1
8,2.09,69,1
8,2.05,115,1
8,2.16,41,1
5,3,27,1
6,3.5,14,1
8,2.08,27,1
9,1.97,173,1
8,1.96,47,1
8,1.76,44,1
5,3,24,1
8,2.38,19,1
11,2.04,284,1
9,1.6,99,1
8,1.94,70,1
9,2.02,107,1
8,1.88,47,1
10,2.3,85,1
7,3,27,1
8,2.22,60,1
7,2.26,61,1
7,1.67,15,1
5,1.79,52,1
8,2.05,41,1
8,1.65,51,1
9,2.21,383,1
9,2.54,501,1
3,2,8,1
9,1.32,554,1
6,1.39,135,1
9,1.29,736,1
6,1.54,20,1
4,3,12,1
5,2.14,167,1
24,7.66,3064,1
8,2.75,253,1
7,2.95,691,1
9,1.4,530,1
8,1.3,224,1
9,1.35,315,1
7,1.36,242,1
1,1.02,43,1
9,1.34,784,1
1,1.04,26,1
13,3.52,155,1
9,2.95,619,1
9,2.27,320,1
6,1.92,73,1
10,1.32,889,1
7,3.35,824,1
9,2.49,281,1
9,1.27,168,1
8,1.31,101,1
7,1.26,279,1
8,1.31,341,1
13,3.02,710,1
13,3.59,147,1
24,8,2063,1
1,9.06,154,2
9,1.29,330,1
9,1.22,152,1
8,1.2,354,1
1,61,61,2
25,7.9,2181,1
24,8.69,956,1
8,2.94,715,1
9,2.14,564,1
6,1.67,70,1
9,1.44,346,1
11,1.42,956,1
2,82.57,578,2
9,1.26,279,1
3,71.13,569,2
14,3.34,754,1
9,1.7,218,1
2,16.68,667,2
9,1.34,609,1
2,1.05,42,1
8,1.33,129,1
25,7.95,2115,1
9,1.59,215,1
9,2.85,410,1
9,3.24,712,1
6,1.41,55,1
9,1.4,168,1
7,1.79,34,1
9,1.27,787,1
6,1.26,137,1
7,1.43,96,1
9,1.28,684,1
13,3.11,668,1
9,2.43,328,1
1,1.08,14,1
9,1.23,757,1
10,1.19,701,1
7,1.21,241,1
153,46.95,14180,3
83,6.86,4138,5
83,28.77,4804,3
39,39,39,4
1,88.5,177,2
13,5.57,451,1
11,2.92,152,1
10,6.67,200,1
42,42,42,4
13,3.36,47,1
7,22.5,45,1
11,2.88,650,1
4,22,22,2
12,6.64,538,1
14,4.75,2248,1
14,4.83,1990,1
10,58,58,1
3,8,8,1
1,1.71,12,2
11,4.72,920,1
11,4.71,1686,1
9,7.77,101,1
28,1.99,1235,1
10,2.88,510,1
9,2.85,305,1
8,3,564,1
12,4.33,1404,1
3,8,8,1
9,6.67,80,1
9,2.87,626,1
14,4.36,1028,1
14,4.44,1956,1
8,2.95,354,1
9,8.07,113,1
11,2.88,610,1
10,52,52,1
9,2.77,518,1
14,4.72,1341,1
23,20.76,2885,1
13,4.65,995,1
13,4.9,622,1
13,13,13,4
6,4.08,261,1
1,7,7,1
9,2.93,563,1
12,2.88,1482,1
1,2.17,13,2
16,5.17,2582,1
24,15.9,3768,1
16,5.23,2060,1
10,2.98,238,1
12,9.65,164,1
17,5.3,2162,1
16,4.97,1490,1
11,8.47,127,1
12,2.87,1109,1
16,5.16,2518,1
12,6.12,551,1
16,5.29,2543,1
14,15,15,4
11,9.44,151,1
9,9,9,4
9,1.73,687,1
9,2.36,1240,1
7,4.89,88,1
10,5.15,824,1
9,2.69,371,1
9,2.82,386,1
7,29,29,1
87,104.95,4093,1
11,4.16,154,1
17,16.63,133,1
17,6.56,164,1
9,1.88,409,1
7,1.71,420,1
17,4.46,174,1
7,1.6,345,1
3,4,8,1
7,1.68,133,1
7,1.5,351,1
7,1.53,174,1
79,51.4,4009,1
13,2.4,1076,1
6,1.32,104,1
6,1.55,135,1
6,1.73,178,1
6,2.44,193,1
6,2.3,184,1
5,2.11,148,1
9,1.57,661,1
10,1.43,540,1
6,1.61,114,1
6,1.45,125,1
9,13,26,1
7,1.5,237,1
1,1.07,16,1
1,1.06,17,1
7,2.33,191,1
7,1.59,254,1
8,1.46,239,1
7,1.38,160,1
6,1.76,72,1
1,1.05,20,1
7,1.33,57,1
9,1.42,430,1
23,1.44,306,1
7,1.35,42,1
6,1.38,84,1
6,1.73,114,1
5,1.71,36,1
8,1.43,119,1
5,1.32,41,1
7,1.36,53,1
5,1.83,11,1
38,7.09,2623,1
19,7.67,69,1
10,2.09,71,1
10,1.76,60,1
12,1.64,727,1
13,1.59,872,1
10,2.52,58,1
14,1.56,822,1
8,1.8,200,1
8,1.49,88,1
8,1.43,510,1
6,1.14,82,1
7,1.23,418,1
7,1.09,108,1
8,1.4,445,1
1,8,8,2
1,95,95,2
10,2.05,246,1
11,5,65,1
10,1.98,87,1
8,8,8,4
10,4.71,66,1
38,3.49,894,1
14,2.31,693,1
11,5.5,55,1
10,1.66,444,1
10,1.48,276,1
7,1.36,61,1
