@relation banana-weka.filters.unsupervised.attribute.Remove-V-R2-3

@attribute At2 numeric
@attribute Class {-1.0,1.0}

@data
1.53,-1.0
0.473,1.0
1.48,-1.0
1.82,1.0
-0.967,-1.0
-1.42,-1.0
0.246,1.0
-0.38,1.0
0.239,-1.0
0.658,-1.0
-1.6,1.0
0.145,1.0
0.118,1.0
-0.017,1.0
-1.58,1.0
-0.156,1.0
-0.96,-1.0
1.49,1.0
0.588,-1.0
1.27,-1.0
0.877,1.0
0.732,-1.0
0.93,-1.0
-0.701,1.0
-0.0465,-1.0
0.959,-1.0
-0.243,1.0
0.397,-1.0
-1.07,-1.0
-1.39,1.0
0.608,-1.0
1.61,-1.0
1.22,-1.0
1.16,1.0
-1.14,-1.0
0.647,-1.0
0.597,-1.0
0.0842,-1.0
0.535,1.0
0.0861,-1.0
-0.247,1.0
0.692,1.0
1.1,-1.0
0.968,-1.0
0.553,1.0
1.59,1.0
-0.0204,1.0
-0.739,-1.0
1.38,-1.0
-0.162,1.0
0.676,1.0
-1.17,-1.0
-1.05,1.0
-0.944,-1.0
-0.146,1.0
0.442,-1.0
1.14,-1.0
-0.41,1.0
-0.759,1.0
-0.562,1.0
1.83,1.0
-0.946,-1.0
0.653,-1.0
1.57,-1.0
0.875,-1.0
1.1,-1.0
-1.27,-1.0
-0.483,1.0
1.55,-1.0
0.905,-1.0
0.541,1.0
-0.87,-1.0
-0.125,1.0
-1.37,-1.0
-0.146,1.0
-0.978,1.0
0.933,-1.0
0.0328,1.0
-1.24,-1.0
-1.48,-1.0
-1.6,-1.0
1.31,1.0
1.68,1.0
0.289,1.0
0.181,1.0
1.49,-1.0
-0.151,-1.0
0.377,-1.0
-1.11,1.0
-0.632,1.0
-1.55,-1.0
-0.484,1.0
0.557,1.0
-0.743,-1.0
-0.616,1.0
-1.43,-1.0
-0.43,1.0
-0.95,1.0
-1.56,-1.0
-0.273,1.0
1.47,-1.0
-0.273,1.0
-0.248,1.0
1.52,-1.0
1.01,-1.0
-1.59,-1.0
-0.68,1.0
-1.52,-1.0
0.285,1.0
-1.03,-1.0
-0.0856,1.0
1.26,-1.0
-1.19,-1.0
1.35,-1.0
-1.34,-1.0
1.3,1.0
-0.0839,-1.0
-0.332,-1.0
-0.469,1.0
-0.987,-1.0
0.573,-1.0
1.6,-1.0
-0.858,-1.0
-0.809,-1.0
0.622,-1.0
0.552,1.0
0.439,1.0
0.19,-1.0
-0.906,-1.0
0.277,1.0
0.322,1.0
-0.789,-1.0
-1.42,-1.0
-1.16,-1.0
0.0251,1.0
0.979,-1.0
-0.0823,1.0
-1.11,-1.0
-0.617,-1.0
-1.25,-1.0
1.41,-1.0
0.429,1.0
-0.381,1.0
-0.0786,-1.0
0.809,-1.0
-1.13,-1.0
0.819,-1.0
-0.386,1.0
-0.85,1.0
1.35,-1.0
0.213,1.0
1.54,1.0
-0.772,1.0
-1.91,1.0
1.72,1.0
0.855,-1.0
0.936,-1.0
0.766,-1.0
-1.52,-1.0
-0.681,-1.0
-0.208,1.0
0.95,-1.0
-1.14,1.0
0.989,-1.0
0.791,-1.0
-1.01,-1.0
0.15,1.0
0.106,1.0
-1.21,-1.0
2.08,-1.0
-1.08,-1.0
-1.23,-1.0
1.22,-1.0
-1.54,-1.0
1.68,-1.0
0.501,-1.0
-0.0447,-1.0
1.32,1.0
0.79,-1.0
-0.213,1.0
-1.14,-1.0
-1.17,-1.0
-0.607,1.0
1.93,1.0
-1.54,-1.0
-0.546,1.0
1.25,-1.0
0.414,1.0
0.86,-1.0
0.555,-1.0
-0.694,1.0
1.68,-1.0
1.31,1.0
-0.066,1.0
0.232,1.0
-0.601,1.0
-1.11,1.0
-1.67,1.0
0.616,1.0
-0.939,1.0
-0.0737,1.0
0.671,-1.0
1.36,-1.0
-0.601,1.0
1.33,-1.0
1.34,-1.0
-1.72,1.0
0.481,-1.0
-1.37,-1.0
0.0656,1.0
1.45,1.0
1.61,1.0
-1.09,-1.0
-0.639,1.0
1.31,-1.0
-0.0963,-1.0
-0.267,1.0
-1.81,1.0
0.398,-1.0
-0.273,1.0
-0.774,1.0
0.41,1.0
1.17,1.0
-0.812,1.0
-0.604,1.0
1.02,-1.0
-1.73,-1.0
0.149,1.0
-0.354,1.0
-1.21,-1.0
-0.368,1.0
0.219,1.0
1.74,-1.0
0.00827,-1.0
1.27,-1.0
0.147,1.0
0.852,-1.0
-0.509,1.0
0.541,-1.0
-1.31,-1.0
-1.1,-1.0
-0.363,1.0
-1.53,-1.0
-0.284,1.0
-1.47,1.0
-1.65,-1.0
0.0769,1.0
0.877,-1.0
-0.898,1.0
1.25,-1.0
0.956,-1.0
1.31,-1.0
-1.63,1.0
1.15,-1.0
0.258,1.0
-1.03,-1.0
0.239,1.0
1.94,-1.0
1.21,-1.0
1.16,-1.0
-0.675,-1.0
1.41,-1.0
-1.46,-1.0
1.13,-1.0
-0.814,-1.0
-0.717,1.0
0.325,-1.0
1.14,-1.0
-0.941,1.0
0.907,-1.0
0.775,-1.0
-1.03,-1.0
-0.0822,1.0
-1.19,1.0
2.23,-1.0
0.365,1.0
1.2,1.0
-1,-1.0
0.208,-1.0
-1.27,-1.0
0.932,-1.0
1.89,-1.0
1.79,-1.0
-0.726,1.0
-1.08,-1.0
-1.44,1.0
-0.909,-1.0
1.22,-1.0
-0.187,1.0
-0.936,-1.0
-0.626,1.0
0.317,1.0
2.13,1.0
0.305,-1.0
-0.984,1.0
-1.54,-1.0
-1.24,1.0
1.54,-1.0
0.569,1.0
0.125,-1.0
-1.2,-1.0
-1.09,-1.0
-1.2,-1.0
-0.113,1.0
-0.689,-1.0
-1.35,-1.0
-0.915,-1.0
0.375,-1.0
0.799,-1.0
0.749,-1.0
-0.592,1.0
-1.3,1.0
1.36,1.0
-0.424,-1.0
0.657,-1.0
-0.664,1.0
0.258,-1.0
0.679,-1.0
-1.1,-1.0
1.76,1.0
-1.27,1.0
0.276,-1.0
-0.858,-1.0
-0.751,1.0
-0.99,-1.0
0.976,-1.0
0.706,-1.0
-0.497,1.0
1.47,1.0
-0.073,1.0
-0.361,1.0
0.039,1.0
-0.353,1.0
1.77,-1.0
-0.488,1.0
-0.0802,-1.0
-0.442,1.0
-0.0096,1.0
1.74,1.0
0.131,-1.0
2.19,-1.0
-0.768,1.0
1.26,1.0
0.997,-1.0
1.37,-1.0
-0.912,-1.0
-1.26,-1.0
0.181,1.0
1.27,1.0
-0.115,1.0
1.75,1.0
-0.397,1.0
-0.792,1.0
0.783,-1.0
-1.34,-1.0
-0.656,1.0
-1.32,1.0
-1.27,1.0
0.524,-1.0
1.19,-1.0
-1.23,1.0
-1.19,-1.0
1.08,-1.0
-0.707,1.0
0.0436,1.0
0.604,-1.0
1,-1.0
1.17,-1.0
1.39,1.0
