@relation banana-weka.filters.unsupervised.attribute.Remove-V-R2-3

@attribute At2 numeric
@attribute Class {-1.0,1.0}

@data
-1.05,1.0
0.26,1.0
-0.187,1.0
0.085,1.0
0.252,1.0
0.31,-1.0
-0.0198,1.0
-1.33,-1.0
-0.638,1.0
1.28,-1.0
1.32,1.0
0.322,1.0
1.52,-1.0
0.931,-1.0
1.42,-1.0
0.445,-1.0
-0.167,1.0
-0.746,1.0
-1.23,-1.0
-1.3,-1.0
-0.126,1.0
-1.7,-1.0
-1.46,-1.0
-1.16,-1.0
-0.8,1.0
-1.08,1.0
-0.582,1.0
-0.609,1.0
0.402,-1.0
-1.32,-1.0
-1.13,-1.0
-1.38,-1.0
0.901,-1.0
-1.39,-1.0
-0.292,1.0
1.16,-1.0
0.667,-1.0
0.559,1.0
-0.306,1.0
0.569,-1.0
0.521,1.0
1.95,-1.0
-0.908,-1.0
1.44,-1.0
-0.177,-1.0
1.24,-1.0
-1.12,-1.0
0.976,-1.0
0.657,-1.0
-1.93,1.0
-0.193,-1.0
-1.27,-1.0
-1.07,-1.0
-0.54,1.0
0.905,1.0
-0.649,-1.0
-0.645,1.0
-1.25,1.0
-0.595,1.0
1.71,-1.0
-1.17,1.0
-1.01,-1.0
1.21,-1.0
1.24,1.0
1.07,-1.0
-0.789,-1.0
-0.927,1.0
-0.427,1.0
-0.357,1.0
-0.878,-1.0
0.142,1.0
1.74,1.0
-0.659,1.0
0.788,-1.0
-1.38,-1.0
0.0909,1.0
-1.06,-1.0
0.041,-1.0
-0.69,1.0
-1.26,-1.0
-0.207,1.0
-0.509,1.0
1.47,-1.0
0.284,-1.0
0.856,-1.0
1.72,1.0
-0.636,1.0
0.68,1.0
-0.139,1.0
1.49,1.0
0.214,1.0
-0.412,-1.0
-1.47,-1.0
-0.92,1.0
-0.258,1.0
-0.873,-1.0
-1.27,-1.0
1.09,-1.0
-1.34,-1.0
1.87,-1.0
1.03,-1.0
0.242,1.0
-0.797,-1.0
1.94,1.0
1.01,-1.0
-1.38,-1.0
0.985,-1.0
-0.00335,1.0
1.5,-1.0
1.76,1.0
0.1,1.0
1.3,-1.0
-1.13,-1.0
0.194,1.0
0.482,1.0
-1.02,1.0
0.0207,1.0
-0.289,-1.0
-0.427,1.0
-0.379,1.0
1.63,-1.0
-0.652,1.0
0.368,-1.0
0.52,-1.0
-1.6,-1.0
1.35,-1.0
0.565,-1.0
-1.45,-1.0
-1.49,-1.0
0.919,-1.0
-1.4,-1.0
-1.09,1.0
-0.253,1.0
-0.161,1.0
-1.24,1.0
-0.846,1.0
0.98,-1.0
1.44,1.0
0.0442,-1.0
0.822,-1.0
0.0607,-1.0
1.21,1.0
-0.811,-1.0
1.65,1.0
-0.298,1.0
-0.235,1.0
0.219,-1.0
-0.626,1.0
0.172,1.0
-0.0555,1.0
1.31,-1.0
0.699,-1.0
1.17,-1.0
0.737,-1.0
1.71,1.0
-0.49,1.0
-0.523,1.0
1.97,1.0
1.47,-1.0
1.15,-1.0
-0.937,-1.0
0.592,1.0
0.741,-1.0
-0.236,-1.0
-0.375,1.0
-1.18,-1.0
0.84,-1.0
-1.23,-1.0
-0.177,1.0
1.45,-1.0
0.648,-1.0
-1.64,1.0
-1.21,-1.0
0.262,1.0
0.282,1.0
-1.07,1.0
-1.16,-1.0
-0.191,-1.0
-0.582,1.0
0.0921,-1.0
-1.02,-1.0
-0.275,1.0
1.27,1.0
-0.736,-1.0
1.63,-1.0
0.139,1.0
-0.498,1.0
-1.36,1.0
0.425,1.0
-1.56,-1.0
1.35,-1.0
1.59,-1.0
-1.04,1.0
-0.409,1.0
-1.51,-1.0
0.475,-1.0
1.89,1.0
-0.822,1.0
-1.33,-1.0
-0.975,1.0
-1.6,-1.0
-0.665,-1.0
-0.134,1.0
-0.655,1.0
1.21,1.0
0.443,-1.0
0.26,1.0
-0.62,1.0
0.00999,1.0
-0.906,1.0
0.772,-1.0
