@relation 'satimage-weka.filters.unsupervised.attribute.Remove-V-R2,5,8,10-11,14-15,17-18,25,27,33,35,37'

@attribute Sp12 numeric
@attribute Sp15 numeric
@attribute Sp18 numeric
@attribute Sp21 numeric
@attribute Sp22 numeric
@attribute Sp25 numeric
@attribute Sp26 numeric
@attribute Sp28 numeric
@attribute Sp29 numeric
@attribute Sp37 numeric
@attribute Sp39 numeric
@attribute Sp46 numeric
@attribute Sp48 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
108,87,90,103,110,102,114,89,106,88,111,88,115,3
103,83,83,103,105,102,105,82,106,84,106,80,98,3
125,93,101,120,129,125,136,88,125,88,128,88,122,3
130,89,97,106,110,125,136,88,125,92,122,84,113,3
102,82,80,102,105,98,102,80,98,80,104,80,100,3
88,82,73,88,93,89,90,80,85,71,96,56,108,4
37,44,136,34,119,31,131,41,31,46,133,43,128,2
111,85,87,106,114,102,115,84,106,88,104,88,113,3
106,89,90,102,110,106,111,88,106,88,113,84,113,3
102,85,87,106,114,102,115,88,111,88,113,88,113,3
106,89,87,102,110,111,120,88,106,88,113,88,113,3
125,88,109,125,136,121,128,88,121,93,123,88,113,3
125,88,105,125,125,121,128,92,116,88,118,88,109,3
81,64,83,49,111,54,104,53,45,48,118,44,128,2
49,50,128,34,125,34,133,46,31,44,128,44,139,2
111,92,91,106,115,107,118,88,107,93,109,84,109,3
102,84,83,98,98,103,113,84,99,84,104,71,77,3
116,84,85,99,104,103,109,84,107,90,122,86,112,3
34,50,103,87,104,32,128,48,37,46,122,49,117,2
107,88,92,112,118,107,118,88,111,90,112,95,117,3
112,88,85,103,108,116,118,88,111,95,117,86,108,3
121,93,96,111,118,123,127,90,118,92,130,92,119,3
99,79,75,91,100,100,96,78,96,83,101,71,101,4
34,44,129,37,118,34,127,43,32,42,135,46,124,2
29,44,146,29,134,29,138,46,29,42,140,42,130,2
29,44,137,34,128,29,138,46,29,42,130,46,124,2
79,71,67,83,89,83,84,74,83,63,72,71,86,7
118,90,89,109,112,117,119,92,112,93,124,89,119,3
109,86,92,113,122,112,119,92,112,93,119,89,114,3
96,82,74,79,96,73,101,63,57,47,119,44,129,2
53,49,125,32,127,34,130,42,32,44,129,44,124,2
32,52,114,37,117,34,124,46,37,44,129,44,119,2
109,86,89,113,112,108,110,92,112,93,119,93,114,3
104,86,89,109,112,103,105,83,103,85,110,89,110,3
113,90,96,113,117,108,114,92,108,85,105,78,89,3
87,74,66,83,88,88,93,75,84,67,82,67,74,7
83,74,70,83,84,84,90,67,73,67,78,67,70,7
83,74,70,83,80,73,75,63,66,67,74,60,70,7
91,71,90,57,105,49,114,47,37,53,115,47,125,2
42,49,131,34,130,31,129,44,34,50,131,44,125,2
32,42,139,32,135,34,124,44,34,47,131,47,136,2
30,46,131,34,130,34,124,44,34,44,136,44,120,2
117,92,94,108,114,111,110,85,97,76,90,60,67,3
106,89,80,75,97,106,115,88,102,88,108,80,100,3
31,44,140,34,129,34,125,50,31,46,128,46,133,2
34,44,140,34,124,31,125,44,31,46,133,43,133,2
102,85,90,106,114,98,102,84,102,71,100,84,113,3
111,89,90,106,114,106,111,92,111,92,113,92,118,3
106,89,94,120,119,111,120,92,115,92,118,88,108,3
84,67,58,63,74,81,86,64,73,71,79,68,83,7
84,74,69,79,85,81,90,76,85,71,87,71,79,7
31,47,135,31,125,31,139,50,31,44,134,48,128,2
102,88,87,106,111,99,104,84,103,79,100,88,109,3
107,84,88,107,113,111,113,84,111,95,117,95,122,3
31,46,132,34,122,32,123,44,34,43,138,46,122,2
34,50,125,36,118,34,123,48,37,49,112,49,122,2
112,92,92,112,118,111,118,88,111,90,112,90,117,3
107,88,88,107,113,111,118,93,111,90,117,90,117,3
107,92,88,107,108,107,113,93,111,90,122,90,112,3
112,92,96,107,122,103,113,84,95,78,92,74,92,7
75,71,63,79,79,75,74,67,72,59,66,63,73,7
111,84,92,111,113,113,117,95,118,96,130,92,114,3
107,88,83,99,100,104,108,82,96,83,101,83,97,4
103,88,87,107,113,104,112,86,104,92,110,96,114,3
111,93,96,111,118,109,112,90,113,96,119,96,114,3
111,93,92,111,118,109,117,90,118,92,114,92,114,3
107,88,87,111,113,113,112,90,113,83,101,79,86,3
111,88,83,95,100,104,104,78,96,79,86,71,82,7
34,49,133,32,122,32,119,46,32,44,124,44,114,2
37,43,140,29,127,45,105,46,32,44,105,44,124,2
113,90,89,104,104,99,101,79,95,78,93,70,82,7
67,59,48,53,66,57,55,52,51,57,56,57,67,5
56,59,55,49,69,51,65,56,51,53,67,57,74,5
112,96,90,112,114,111,114,97,115,88,111,92,120,3
95,79,75,77,93,92,93,78,88,76,90,80,94,4
32,46,131,34,119,34,124,44,34,47,125,47,120,2
108,96,94,112,114,111,114,97,115,88,115,97,120,3
112,96,94,108,114,115,114,97,115,88,111,84,106,3
54,56,45,54,65,53,70,53,53,53,74,53,71,5
60,59,64,63,72,43,97,44,37,44,106,44,98,2
34,44,143,31,124,31,131,44,31,50,118,46,133,2
37,44,119,37,105,37,111,47,37,50,104,64,96,2
102,93,90,115,114,98,102,88,111,71,96,92,122,3
111,89,87,106,110,98,106,88,98,84,104,80,91,3
84,70,65,71,74,81,78,72,81,71,87,71,83,7
71,63,58,67,67,81,94,64,69,71,83,64,71,5
81,57,113,31,131,91,96,68,68,84,96,63,104,2
77,68,68,85,94,75,75,68,75,67,81,71,85,7
59,60,54,59,71,61,71,60,61,59,77,63,81,5
34,44,124,29,106,29,122,43,29,44,128,41,134,2
31,44,94,52,78,29,122,40,31,41,123,44,113,2
48,53,59,51,71,51,81,55,48,63,80,52,76,5
51,53,56,54,79,51,67,55,51,56,73,56,69,5
99,84,79,95,96,96,104,78,96,79,101,79,101,4
32,44,137,32,128,56,104,49,34,75,93,49,114,2
99,84,75,83,85,91,100,78,87,75,93,79,90,7
79,63,75,58,77,83,88,74,83,75,90,71,93,7
58,55,71,48,77,63,76,63,60,59,82,59,82,5
48,55,54,51,77,53,84,56,49,56,75,56,72,5
32,51,71,45,74,27,117,43,29,42,119,46,105,2
45,51,62,51,74,29,117,49,40,42,119,49,82,2
96,78,78,91,96,91,101,79,95,82,97,85,101,4
91,78,74,91,104,95,97,79,95,85,101,82,110,4
63,66,59,71,80,70,75,63,70,60,70,67,70,7
71,70,59,67,69,70,72,67,66,63,74,63,70,7
79,70,63,79,80,81,82,71,81,74,82,70,78,7
91,78,78,83,84,84,93,75,91,74,82,74,85,7
46,56,55,53,73,51,72,56,48,53,74,53,74,5
49,52,100,29,117,54,82,59,48,50,89,42,114,2
95,83,75,95,101,97,101,85,97,88,106,88,102,3
95,79,75,95,105,92,97,82,92,84,102,88,106,4
103,83,86,103,114,106,110,89,106,92,111,97,115,3
34,46,139,30,119,37,110,44,37,57,98,60,102,2
60,63,64,70,75,67,67,60,67,64,64,64,71,7
70,67,53,66,72,67,74,67,67,64,71,64,71,7
95,83,75,84,93,92,93,78,88,80,94,76,86,7
91,79,72,81,82,84,85,74,84,72,90,68,90,7
81,71,68,81,82,75,85,70,75,68,86,68,86,7
88,75,75,84,90,84,89,74,84,72,90,72,82,7
57,59,72,48,75,60,82,57,60,60,82,57,78,5
48,56,60,51,75,49,74,53,53,57,71,57,82,5
51,52,68,48,72,53,74,53,53,57,82,44,94,5
30,42,127,32,105,34,110,47,37,47,106,44,115,2
115,89,87,106,110,111,115,97,111,101,122,97,122,3
111,89,83,97,101,111,115,97,111,101,122,97,118,3
71,67,51,67,70,66,64,64,69,64,71,64,71,7
60,60,69,60,82,59,78,60,59,56,83,64,83,5
53,53,65,53,74,55,78,57,55,53,91,46,100,5
29,44,140,29,119,31,115,44,37,46,104,40,104,2
111,97,94,111,111,116,122,101,116,97,123,97,118,3
111,80,72,62,94,112,118,92,107,93,113,84,109,3
69,68,79,73,98,79,100,68,75,63,89,67,77,2
69,64,57,69,71,71,71,64,71,63,70,67,70,7
73,72,57,73,78,71,71,68,75,67,74,67,77,7
73,68,61,73,82,71,75,68,75,67,77,71,81,7
81,72,72,77,90,75,87,64,71,71,93,67,89,5
46,53,65,49,82,54,83,56,54,67,81,63,100,5
31,44,102,46,102,29,108,43,31,44,109,44,104,2
103,88,88,107,113,111,109,88,107,95,112,90,117,3
71,64,56,71,75,68,70,67,68,66,80,63,73,7
71,64,56,68,75,68,70,67,72,63,73,66,73,7
71,68,59,75,75,72,77,67,72,66,76,66,73,7
79,76,74,87,100,83,85,75,83,74,88,78,84,7
111,97,96,116,113,113,117,104,113,96,119,96,114,3
72,67,54,72,70,79,80,66,71,71,86,71,82,7
64,67,67,75,85,67,80,66,71,67,75,71,75,4
34,48,100,29,100,29,108,49,40,46,110,49,97,2
113,90,89,104,108,95,97,75,84,78,89,67,70,7
71,66,66,71,80,70,86,63,70,67,93,67,89,5
67,66,63,79,80,66,75,67,66,67,78,70,78,4
79,70,70,87,96,73,75,71,77,70,78,67,85,4
56,46,114,32,104,81,93,59,51,70,89,53,105,2
112,96,94,117,114,111,114,93,111,84,111,80,102,3
66,63,57,70,75,67,74,63,71,68,74,64,74,7
70,63,57,77,72,75,78,70,75,68,82,68,78,7
81,71,64,73,79,79,82,74,79,76,82,72,86,7
81,71,79,73,93,84,89,70,84,76,90,72,98,7
81,71,83,51,101,75,85,70,84,64,74,76,98,4
30,42,116,32,105,29,105,44,29,47,106,60,94,2
106,93,90,115,114,111,115,88,106,92,113,88,104,3
111,89,87,111,110,106,111,84,106,84,104,84,108,4
97,82,73,84,89,98,98,80,94,84,104,76,87,7
67,63,51,67,78,69,71,64,69,64,71,64,79,7
75,63,55,75,78,77,74,64,73,64,75,64,71,7
75,67,65,84,89,73,78,64,73,68,79,68,83,4
120,101,94,115,120,116,122,101,116,97,123,97,118,3
106,88,91,106,111,103,104,84,99,79,100,88,109,4
106,80,79,106,102,107,113,84,107,88,113,88,109,4
73,68,57,73,74,75,79,64,75,67,77,67,77,7
73,64,61,73,78,75,75,68,75,67,77,71,81,7
89,76,76,98,98,87,91,76,91,71,89,75,89,7
94,80,76,85,90,87,91,80,91,75,93,79,109,7
81,72,72,77,82,91,100,76,91,75,109,75,93,4
34,47,116,31,111,34,100,43,36,44,104,41,104,2
107,92,88,112,113,111,118,93,107,90,108,86,112,3
103,84,81,99,104,95,100,84,103,86,104,86,108,4
75,64,56,75,79,72,77,63,72,66,80,66,76,7
75,64,59,75,79,72,77,67,75,66,80,70,76,7
29,43,121,45,100,29,113,44,29,46,108,46,108,2
116,97,96,111,118,118,127,99,118,96,114,92,114,3
107,84,79,95,100,104,112,86,104,83,114,87,105,4
72,67,58,75,77,71,76,63,71,63,72,63,79,7
75,67,58,72,74,79,76,66,79,67,86,63,75,7
32,44,112,37,104,49,104,46,32,75,101,46,93,2
75,66,59,75,80,73,82,63,77,67,78,67,82,7
79,66,63,79,80,77,82,63,77,63,78,63,85,7
79,66,70,79,80,84,93,71,81,67,97,67,89,4
79,70,66,79,80,81,90,71,81,67,93,70,89,4
32,46,107,32,104,34,93,49,37,53,97,60,85,2
43,66,59,79,84,70,86,67,77,74,85,70,85,4
117,96,90,103,105,88,89,70,84,64,78,72,94,3
73,71,60,77,82,79,78,67,75,68,78,64,78,7
77,67,60,73,79,71,78,67,71,64,78,68,78,7
73,63,57,73,75,75,78,63,79,64,74,68,78,7
70,67,57,77,75,67,74,63,75,68,74,64,74,7
77,67,64,84,82,79,85,67,79,64,82,60,82,7
102,97,101,120,124,89,94,88,115,68,79,92,122,3
120,93,97,115,114,120,120,92,120,92,122,88,118,3
79,70,58,79,82,81,82,68,81,71,87,68,79,7
79,67,62,75,82,81,78,68,77,68,83,68,79,7
79,63,55,71,70,73,78,68,73,64,79,68,75,7
73,68,68,94,86,83,87,76,91,67,77,79,100,4
75,64,59,75,75,75,74,63,72,70,80,66,80,7
99,84,81,95,100,99,104,84,95,82,104,82,96,4
95,80,74,87,91,95,93,79,91,82,96,78,92,4
75,67,67,103,109,75,80,66,75,67,79,67,79,7
79,67,58,79,77,91,96,66,79,79,93,71,90,7
83,67,67,79,81,79,80,66,79,67,82,63,93,7
79,67,58,75,77,75,84,63,71,63,93,59,97,5
75,67,62,72,77,71,88,63,63,59,90,59,97,5
75,67,62,79,81,79,80,66,75,67,82,63,79,7
83,71,71,79,85,83,96,66,71,79,97,63,62,7
71,66,63,100,104,73,79,63,77,67,78,63,78,7
100,82,81,100,100,99,105,87,99,82,105,85,105,4
75,70,59,75,80,77,82,67,77,78,97,74,101,7
79,66,63,75,84,77,82,63,70,63,82,60,93,5
113,70,96,113,117,112,124,71,108,70,124,67,119,1
113,66,100,109,122,108,124,67,108,63,124,63,124,1
87,74,74,87,92,88,90,75,88,74,97,67,78,4
99,79,83,95,101,102,105,82,97,84,98,84,98,4
60,59,86,57,97,56,93,57,56,57,94,57,86,5
112,63,98,108,124,111,124,63,120,64,125,64,125,1
66,63,53,66,68,71,78,63,67,72,82,68,74,7
75,63,58,79,78,77,78,64,73,64,83,64,79,7
97,78,73,84,93,94,102,76,85,76,91,76,91,7
84,78,80,88,97,94,98,80,98,76,91,80,100,3
71,60,76,60,93,62,82,60,59,60,83,60,83,5
56,57,94,56,97,55,94,57,55,56,87,56,83,5
56,57,80,63,89,55,86,57,55,56,87,56,83,5
97,63,83,88,101,106,111,64,94,68,128,60,104,1
67,63,62,71,74,77,74,68,77,71,83,68,75,7
77,64,61,73,78,79,83,64,75,71,89,67,77,7
98,80,83,98,102,95,100,80,99,75,96,75,100,3
98,76,72,81,86,99,104,80,99,75,100,79,109,3
59,57,87,55,90,54,83,56,57,55,67,59,81,5
55,57,79,55,86,57,87,56,57,59,81,55,85,5
69,68,65,81,86,75,75,68,75,67,74,63,74,7
91,84,78,95,100,87,89,79,91,66,80,82,96,4
57,60,78,57,83,58,74,59,58,56,73,59,80,5
75,68,63,79,87,75,74,63,72,66,76,63,73,7
79,67,62,79,81,79,80,66,79,63,79,71,86,7
72,63,62,79,81,71,73,63,67,67,75,63,68,7
83,66,70,91,100,91,90,79,88,78,101,82,101,7
96,82,81,100,104,91,101,79,99,78,105,82,105,3
60,56,74,56,88,54,82,56,51,50,82,50,78,5
113,70,100,118,127,112,124,67,112,70,129,67,119,1
71,66,63,67,73,70,72,67,70,63,70,63,70,7
84,75,75,88,97,79,89,74,88,72,86,80,102,7
108,67,98,108,124,111,119,67,115,68,115,68,125,1
66,67,64,81,82,67,67,60,63,64,67,64,71,7
79,63,65,84,82,81,82,64,77,68,87,68,83,7
56,53,73,53,78,52,78,53,55,56,75,53,75,5
111,67,97,111,119,111,125,68,111,68,122,64,122,1
111,67,97,111,119,111,120,64,111,64,122,68,122,1
111,70,87,79,89,111,120,68,106,68,122,68,108,1
67,63,58,71,74,73,71,64,69,68,79,60,67,7
71,63,58,67,70,69,71,60,69,60,67,64,71,7
85,76,72,94,94,83,91,80,87,79,93,75,93,4
52,53,65,62,78,51,75,53,51,55,77,51,81,5
115,68,98,115,125,116,122,64,112,71,123,71,118,1
111,68,102,106,115,107,118,68,112,71,118,71,123,1
69,60,54,69,71,68,67,60,61,63,70,63,70,7
87,76,70,83,96,91,96,75,91,78,92,78,88,4
87,80,78,95,104,83,89,75,87,70,88,74,96,7
54,53,67,54,75,58,70,55,54,56,69,52,69,5
51,56,59,51,75,54,70,51,54,56,76,52,73,5
112,60,96,107,118,107,118,67,103,63,117,63,112,1
112,68,85,83,91,111,123,71,103,70,122,66,122,1
79,71,62,83,89,83,84,66,79,67,86,67,86,7
83,75,75,91,96,83,84,70,83,67,86,67,82,7
103,71,96,111,123,91,100,66,104,75,101,71,119,1
111,71,96,87,100,113,122,70,113,67,130,67,119,1
79,74,70,91,100,84,86,75,81,67,85,70,85,7
96,66,59,56,66,95,105,75,84,82,114,70,82,3
104,66,100,113,122,108,119,67,112,63,119,63,119,1
81,63,68,57,75,75,89,60,67,68,86,53,74,5
84,75,75,95,105,79,85,70,84,72,86,80,106,7
99,79,86,95,105,111,114,85,106,80,115,84,115,3
54,56,64,57,82,60,93,63,63,72,102,84,111,5
54,59,68,60,86,63,97,67,75,80,111,92,120,5
103,63,94,108,119,106,114,63,102,64,115,64,120,1
70,67,57,66,68,71,74,67,71,64,71,64,74,7
49,60,65,75,85,49,74,64,69,60,75,80,104,5
84,78,80,106,114,94,98,80,98,76,104,80,113,3
56,60,80,63,97,69,98,72,81,80,108,84,118,5
111,67,90,92,105,106,115,68,102,71,113,64,104,1
106,63,97,111,124,111,125,64,102,64,122,64,118,1
85,76,68,85,86,87,87,76,87,71,89,75,89,4
115,92,91,106,106,116,122,92,103,79,118,71,113,1
102,64,94,106,120,107,113,64,107,59,118,67,118,1
111,68,87,89,102,112,122,76,112,71,118,71,118,1
79,68,63,79,83,79,81,67,79,70,84,70,76,7
75,64,63,79,87,75,77,67,68,70,84,66,73,7
99,64,92,107,113,99,113,59,99,59,104,63,104,1
103,64,96,103,118,99,109,67,99,66,117,63,112,1
99,79,75,87,89,83,100,82,96,79,101,87,97,7
107,88,92,111,118,109,117,86,104,87,105,83,124,3
116,84,79,91,93,113,122,86,118,87,119,71,110,1
99,59,92,103,118,96,104,63,91,59,105,67,101,1
87,74,66,83,84,73,82,67,73,63,82,63,74,7
75,66,55,75,80,77,86,71,77,82,97,78,101,7
91,82,85,113,127,99,105,87,112,85,114,93,124,3
100,66,92,87,100,91,105,59,91,57,110,57,101,1
104,66,92,109,117,103,119,63,103,63,110,57,114,1
104,63,92,104,112,91,105,59,88,57,105,57,105,1
109,63,96,109,122,99,114,67,103,67,93,63,114,1
117,92,101,112,124,115,124,93,120,84,115,88,120,3
99,63,86,95,105,111,119,63,106,60,115,64,115,1
108,67,94,103,119,102,114,67,102,64,106,68,115,1
84,70,62,75,78,73,74,64,69,64,67,68,71,7
75,63,55,71,74,69,74,64,69,68,71,68,75,7
92,78,80,92,97,98,102,80,94,84,104,76,87,7
92,78,76,71,78,94,102,76,85,76,96,76,96,7
102,67,90,102,119,102,115,68,106,64,104,64,118,1
106,88,87,102,111,103,113,88,103,79,96,75,96,7
102,64,91,98,111,99,108,64,103,59,100,55,100,1
85,53,83,89,106,83,104,53,83,51,96,51,85,1
106,64,94,102,115,107,113,71,107,67,118,84,118,1
75,64,63,79,79,72,70,63,72,63,73,66,76,7
87,88,85,103,113,83,89,79,87,86,108,78,96,7
95,88,88,107,113,95,109,93,103,78,100,86,108,3
116,84,99,116,122,111,118,79,107,78,112,66,100,1
79,53,81,87,100,72,85,59,79,56,84,56,96,1
112,64,96,107,118,107,118,67,107,63,112,66,112,1
87,79,75,87,96,75,92,74,87,71,86,71,86,7
75,51,75,68,85,67,84,52,71,52,90,56,97,1
107,67,96,111,118,96,112,66,100,59,105,63,101,1
111,71,96,107,109,113,117,70,109,67,114,67,114,1
71,63,55,71,73,70,68,63,66,63,74,67,78,7
83,56,81,79,100,88,101,56,88,57,105,57,101,1
100,66,92,100,117,95,105,63,95,60,101,63,119,1
109,66,96,109,122,108,124,67,103,63,110,63,114,1
104,66,89,87,104,95,105,67,88,67,110,63,105,5
81,75,72,95,101,102,114,85,102,84,111,92,106,3
81,49,75,81,93,84,101,50,84,53,102,53,90,1
97,82,80,106,110,111,111,88,102,88,122,88,113,3
102,85,87,106,110,102,111,84,102,88,113,84,104,3
102,89,87,106,110,102,111,92,106,88,113,84,104,3
71,70,73,71,89,66,78,64,66,76,100,76,96,7
106,63,87,97,110,102,111,64,98,64,113,60,104,1
66,64,65,66,82,68,83,76,87,75,96,88,109,7
69,50,76,66,86,68,83,53,64,51,77,51,77,1
73,57,76,81,98,79,96,56,87,59,109,67,109,1
77,57,83,85,98,87,104,56,87,63,113,63,104,1
111,68,87,89,98,112,122,68,112,67,123,71,128,1
66,60,68,66,78,57,71,56,61,48,67,59,70,5
103,84,81,103,104,103,104,79,95,86,108,82,96,3
79,56,85,87,100,95,109,63,99,59,104,70,117,1
91,56,85,91,104,91,104,55,87,59,112,56,100,1
91,56,88,95,113,91,104,63,95,56,100,63,112,1
95,76,96,95,118,99,118,75,99,70,117,70,112,5
99,55,87,87,100,104,112,59,91,59,101,52,93,1
68,51,71,61,74,67,88,52,67,52,93,52,82,1
87,63,83,83,89,79,88,59,83,56,93,56,105,1
91,55,87,91,104,96,112,52,87,59,110,56,105,1
75,51,79,54,81,91,108,63,63,79,110,59,72,5
48,48,75,48,67,53,80,49,49,59,79,52,75,5
104,86,89,104,108,103,110,87,103,89,114,93,124,3
91,78,81,100,108,99,101,87,103,89,110,78,101,3
79,49,78,71,88,73,90,49,73,47,85,50,89,1
96,63,89,100,112,95,105,63,99,63,97,67,114,1
96,59,89,87,108,99,114,59,95,63,114,60,105,1
73,49,79,77,93,75,89,50,79,53,94,50,98,1
84,59,83,81,93,84,101,50,79,53,94,57,90,1
99,63,90,99,114,88,105,67,97,64,98,64,111,1
106,85,83,92,105,102,106,84,94,84,100,84,100,3
92,85,83,102,110,94,102,84,102,84,104,88,113,3
97,53,83,71,89,85,102,50,73,50,96,50,87,1
84,53,83,88,105,94,111,53,89,56,104,56,108,1
88,60,87,92,110,94,111,57,94,56,108,56,96,1
37,50,90,84,97,43,98,53,55,56,91,60,91,2
84,70,87,92,114,73,86,64,85,60,91,64,104,5
92,74,94,88,114,85,102,64,77,64,104,60,108,5
84,63,73,71,82,77,98,72,77,64,108,80,104,7
89,57,87,94,106,95,108,56,87,59,113,63,100,1
99,80,78,95,100,99,104,88,103,86,104,86,108,3
91,80,81,103,108,91,96,84,95,82,100,82,104,3
99,84,81,103,104,99,104,88,99,90,108,86,108,3
99,71,103,112,122,103,113,71,103,70,112,70,112,1
48,50,96,61,96,64,100,55,61,59,104,56,100,5
103,79,87,95,109,104,108,82,100,83,105,71,119,3
103,63,87,75,96,100,108,66,96,59,93,63,110,1
83,59,71,68,85,96,104,63,79,59,97,63,93,1
64,55,87,58,96,63,104,59,60,63,101,59,90,5
87,71,71,79,89,91,100,78,96,79,97,75,93,4
96,86,81,96,108,91,97,79,95,78,101,78,101,3
104,82,89,96,104,95,105,79,99,78,110,60,105,3
96,63,92,91,108,103,119,59,95,60,105,50,101,1
75,46,74,67,84,73,97,49,77,50,101,50,89,1
100,63,89,79,92,108,124,71,99,70,114,67,101,1
67,70,85,87,92,66,97,67,77,63,101,74,105,5
99,87,86,95,105,102,105,85,97,84,102,84,111,3
95,52,86,81,97,84,97,50,79,50,90,50,86,1
70,49,75,70,86,67,93,50,75,50,94,53,98,1
84,67,83,77,90,75,97,63,79,60,90,68,111,1
73,59,75,73,93,84,97,63,92,64,106,60,111,1
108,71,94,108,119,111,124,70,106,72,115,76,115,1
63,59,90,63,93,71,97,60,60,60,90,60,106,5
92,82,80,97,97,98,94,84,94,84,100,92,118,3
84,50,83,75,93,77,90,50,73,50,104,50,96,1
79,53,73,71,85,77,98,57,73,53,87,53,87,1
84,63,83,88,105,81,94,64,81,64,104,64,96,1
102,70,94,97,114,106,115,76,111,76,122,80,122,1
77,57,76,73,90,71,79,56,75,55,81,59,93,1
106,68,94,111,120,107,122,68,103,71,113,67,118,1
102,72,94,106,115,103,118,71,107,71,118,71,113,1
73,53,83,52,82,79,100,56,71,63,100,59,96,5
66,60,83,66,102,68,87,60,71,59,89,63,109,5
79,53,81,83,96,75,89,51,75,49,88,49,92,1
68,56,74,75,87,68,81,55,72,56,88,56,92,1
103,71,96,107,122,103,118,67,107,66,117,66,112,1
107,71,96,107,122,107,113,71,107,74,117,74,112,1
107,76,99,116,122,107,113,75,103,74,112,74,117,1
106,88,91,106,115,107,118,88,107,84,109,88,113,3
107,79,83,103,104,104,104,82,104,83,114,79,101,3
79,71,62,75,85,83,92,70,83,75,97,67,86,4
79,67,62,75,85,83,88,70,83,75,93,63,86,4
75,71,62,79,81,83,84,66,79,67,86,63,97,4
107,88,83,99,109,104,108,86,104,87,105,87,105,3
103,88,83,103,113,100,104,86,100,83,101,79,105,3
100,90,89,104,112,103,105,87,108,93,114,93,114,3
100,82,78,100,96,103,110,83,99,85,114,85,105,3
100,86,85,100,112,103,105,83,103,82,105,82,105,3
34,52,105,77,97,34,124,44,34,41,131,44,120,2
112,92,90,108,110,111,114,89,106,84,106,88,115,3
111,89,87,106,105,111,120,88,111,92,118,88,108,3
84,74,69,79,82,85,86,72,85,71,91,76,87,7
34,44,135,31,120,31,133,46,31,44,134,44,134,2
106,92,87,111,111,107,113,88,107,88,109,88,104,3
111,88,91,106,106,103,113,88,103,88,113,84,109,3
34,44,129,34,123,34,122,46,32,49,124,46,119,2
111,93,92,103,113,113,112,90,113,92,119,87,105,3
32,43,133,32,122,32,124,42,32,44,124,44,124,2
100,86,85,109,108,91,93,75,84,63,78,67,82,7
32,42,139,32,130,34,124,44,34,44,131,47,125,2
84,87,83,103,110,60,105,82,92,50,111,80,102,3
103,87,86,108,119,106,110,89,111,88,111,88,111,3
34,47,122,37,114,34,120,47,37,43,118,46,122,2
111,89,83,106,114,106,115,88,111,92,118,92,118,3
102,84,91,111,115,112,113,88,107,84,118,93,113,3
46,44,142,29,136,45,108,50,36,48,118,48,123,2
85,76,68,77,78,75,79,71,75,71,74,67,74,7
112,88,88,112,113,111,118,93,111,95,117,99,117,3
36,53,103,83,100,34,123,48,37,49,122,49,117,2
68,64,63,79,79,72,74,63,68,59,73,63,73,7
71,68,67,79,79,68,70,67,75,66,80,63,73,7
111,84,92,111,118,113,117,95,113,92,119,92,124,3
32,44,129,32,128,29,138,46,29,46,124,42,119,2
34,52,122,34,122,37,110,49,37,47,110,50,105,2
104,90,89,113,112,108,114,96,112,97,114,93,114,3
113,90,96,118,122,117,114,92,108,97,114,89,114,3
