@relation 'satimage-weka.filters.unsupervised.attribute.Remove-V-R2,4-8,12,16-17,19,24-25,30,32,35,37'

@attribute Sp12 numeric
@attribute Sp14 numeric
@attribute Sp15 numeric
@attribute Sp16 numeric
@attribute Sp17 numeric
@attribute Sp18 numeric
@attribute Sp23 numeric
@attribute Sp27 numeric
@attribute Sp28 numeric
@attribute Sp31 numeric
@attribute Sp36 numeric
@attribute Sp37 numeric
@attribute Sp43 numeric
@attribute Sp45 numeric
@attribute Sp48 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
79,67,71,79,79,67,63,71,75,89,67,74,83,70,80,7
126,104,88,121,128,104,96,107,90,127,96,92,122,105,119,3
107,87,88,107,109,87,83,85,86,108,85,87,103,86,110,3
107,87,88,103,113,87,87,85,82,100,66,75,73,60,72,7
103,87,88,103,109,87,79,78,70,84,63,67,66,60,72,7
91,71,71,79,77,62,67,66,66,80,63,67,73,60,79,7
104,85,86,104,112,85,89,86,87,110,86,85,106,90,110,3
104,89,86,109,104,85,85,86,87,114,90,89,111,87,114,3
109,89,86,104,108,85,89,86,87,114,83,89,106,90,114,3
96,78,70,79,84,66,63,60,63,72,60,67,67,55,70,7
79,66,66,75,80,66,63,60,71,75,64,67,84,76,85,7
75,63,70,75,76,63,66,64,71,75,68,78,88,69,85,7
79,66,74,87,92,74,66,68,71,93,68,70,79,65,78,7
34,124,46,34,119,131,127,126,47,114,126,44,34,120,120,2
34,124,46,37,119,127,124,126,47,114,126,44,37,124,120,2
108,90,92,103,110,86,83,76,78,89,65,60,66,57,71,5
111,90,89,111,110,90,87,87,88,111,87,92,107,92,108,3
106,87,89,111,114,94,90,87,92,111,91,92,112,88,118,3
120,97,93,115,114,90,94,94,92,111,76,88,87,67,75,3
67,55,67,71,70,58,69,54,64,74,72,64,68,56,75,7
111,91,92,106,115,87,91,92,92,118,92,93,111,87,118,3
115,94,92,120,120,94,87,88,88,108,67,79,79,67,74,7
62,50,60,62,67,50,54,49,56,67,52,55,54,46,67,5
29,139,46,31,133,135,132,137,44,123,129,49,29,140,127,2
34,128,46,34,122,125,121,125,48,123,121,46,32,118,112,2
34,125,46,36,122,121,125,125,44,113,112,46,34,118,112,2
79,67,71,79,79,63,67,62,71,85,75,63,67,59,80,7
83,67,71,79,87,70,70,79,75,89,67,70,79,66,73,7
34,146,44,32,134,141,141,144,46,138,144,46,32,142,130,2
32,137,44,32,134,137,133,136,46,133,136,46,32,139,124,2
87,75,75,79,89,67,58,74,74,84,63,67,77,64,68,7
54,50,55,58,70,54,62,48,59,66,48,59,51,45,62,5
58,54,63,68,77,62,58,44,56,66,55,59,54,45,65,5
118,96,95,118,122,96,92,94,92,114,90,93,102,83,101,3
32,133,46,32,122,129,118,131,46,119,124,44,37,129,114,2
32,118,46,34,112,118,114,120,46,110,116,44,34,126,114,2
34,116,49,37,114,116,113,122,47,114,119,47,37,113,111,2
45,109,67,70,101,83,75,80,78,97,76,68,81,68,94,7
108,94,92,112,114,90,90,87,89,114,83,84,98,79,98,3
95,75,79,84,86,68,64,65,70,82,58,72,81,65,94,7
51,42,52,51,72,57,53,44,57,67,62,60,59,65,78,5
51,60,59,54,72,60,45,55,57,74,58,53,55,61,78,5
54,45,59,57,65,49,57,51,57,70,51,57,49,50,67,5
60,57,63,66,79,64,60,51,57,74,58,57,55,54,74,5
111,94,97,115,119,94,94,91,92,120,94,88,99,81,96,3
115,94,97,115,114,97,94,94,88,115,87,84,99,78,104,3
115,97,97,115,114,94,90,91,88,111,83,84,95,78,104,3
115,90,93,111,114,87,87,83,84,106,79,84,103,81,96,3
63,51,53,60,63,48,44,42,57,64,54,64,61,59,75,5
53,44,57,53,67,55,62,57,57,78,65,60,57,67,79,5
53,62,53,53,70,58,48,65,53,74,50,56,48,63,75,5
34,135,44,31,125,128,124,125,46,118,121,44,37,121,118,2
37,113,47,37,111,105,105,103,56,100,81,63,75,62,77,2
55,91,64,69,94,79,65,63,68,75,56,67,72,58,74,7
98,79,80,89,94,76,65,74,68,83,67,71,75,67,85,7
95,78,84,95,100,78,81,79,79,96,75,78,96,81,96,4
103,81,84,95,96,78,74,75,71,85,67,78,83,70,80,7
45,59,56,51,71,56,56,62,55,74,54,59,49,66,80,5
95,75,84,95,100,79,79,78,82,100,81,83,95,79,101,4
99,79,84,99,96,79,75,81,82,100,81,83,103,83,105,4
83,67,71,79,85,67,67,70,70,80,70,79,81,68,82,7
54,62,59,48,74,54,54,63,59,84,59,56,51,68,79,5
45,62,55,51,74,62,67,89,52,80,66,46,45,72,79,5
34,125,46,32,117,125,122,120,46,124,139,50,37,122,124,2
71,59,63,67,69,55,55,53,67,72,53,67,67,55,70,7
71,55,63,67,73,55,55,53,67,72,57,63,67,55,78,7
83,70,74,83,88,74,74,75,75,90,75,74,84,69,85,7
27,147,43,27,122,133,129,146,42,124,127,44,29,133,110,2
103,86,92,103,114,86,83,90,93,114,90,92,115,91,120,3
37,120,46,37,105,116,109,108,44,105,104,64,59,91,98,2
91,72,79,95,97,75,75,73,82,93,73,76,94,76,94,7
81,68,75,84,90,72,75,69,70,85,73,68,73,72,86,7
106,87,89,106,110,90,90,87,92,115,91,92,107,88,118,3
115,90,89,102,105,80,80,94,97,115,72,97,112,92,113,3
67,55,63,67,70,55,55,54,68,78,57,64,71,59,75,7
53,65,53,49,78,73,87,98,41,98,102,43,29,121,104,2
40,94,50,40,82,80,83,105,47,94,87,43,34,103,91,2
69,87,68,73,78,65,54,59,64,75,59,67,72,58,77,7
85,68,80,94,94,76,72,63,76,83,78,75,83,71,96,7
69,72,68,73,86,72,72,78,68,87,74,67,72,71,81,5
81,68,72,77,82,68,72,88,71,83,67,67,72,67,81,7
62,68,57,52,78,72,76,70,60,83,74,63,64,62,81,5
55,68,53,46,90,83,98,96,46,100,117,51,34,108,104,2
75,78,64,75,87,78,70,62,67,77,54,63,71,55,66,7
71,59,71,71,75,52,52,58,67,77,54,63,75,59,76,7
71,56,60,71,75,56,56,54,67,70,54,66,71,55,73,7
68,52,64,71,67,59,59,54,67,77,54,66,75,59,80,7
75,59,68,79,79,63,74,67,75,85,71,74,83,70,88,7
31,107,40,31,104,110,107,100,44,100,104,49,40,92,104,2
111,92,88,111,109,87,87,92,95,112,89,92,112,90,114,3
111,92,93,111,118,92,92,89,95,112,89,92,108,90,114,3
111,87,97,111,113,87,92,89,95,117,92,92,99,83,97,3
68,54,67,68,70,54,54,59,66,73,55,67,77,60,75,7
72,58,71,72,74,58,58,55,66,73,59,71,81,64,86,7
83,71,79,95,96,75,75,66,78,84,70,75,84,68,97,7
75,79,67,68,93,79,79,78,78,88,78,83,99,75,93,7
83,66,78,83,92,70,78,68,75,97,79,78,92,76,93,7
71,63,66,79,80,63,70,60,71,75,64,67,75,58,82,4
29,122,49,40,96,100,92,127,46,110,101,42,27,129,110,2
112,90,92,112,114,90,90,90,93,114,90,92,106,91,111,3
117,94,92,117,114,90,86,87,89,110,80,80,106,79,98,3
70,57,63,70,75,57,57,55,67,78,58,64,73,61,82,7
32,116,42,30,101,120,116,115,47,101,119,50,34,109,106,2
71,58,63,75,78,58,58,61,64,82,61,68,75,59,75,7
75,55,63,75,78,58,65,61,64,78,57,64,68,56,71,7
75,62,70,79,82,65,65,61,68,78,65,68,75,63,87,7
92,73,78,92,93,76,76,76,76,98,76,76,91,74,100,7
29,115,44,34,105,104,97,94,60,94,72,68,83,70,87,2
115,94,97,115,125,94,94,96,97,122,96,97,116,96,118,3
111,91,88,106,111,91,87,92,92,118,85,88,99,79,100,3
69,54,64,69,74,54,57,52,68,75,56,67,72,54,77,7
73,61,68,73,78,57,61,59,68,79,59,67,72,58,74,7
81,65,72,81,82,65,65,63,71,83,67,71,79,62,85,7
89,79,72,85,90,76,72,92,71,104,81,75,99,87,109,4
85,72,72,77,82,68,61,81,76,87,67,75,87,75,85,4
37,113,44,34,102,109,113,103,46,104,107,75,48,108,104,2
116,96,101,112,122,96,92,96,97,118,96,99,113,92,112,3
79,63,68,68,75,52,56,62,67,70,54,74,75,55,69,7
75,59,64,75,75,63,56,58,67,77,58,70,79,63,80,7
107,87,88,107,109,83,79,81,86,112,85,92,108,86,105,4
72,58,67,75,77,58,58,59,66,76,59,71,77,60,82,7
75,58,67,72,77,58,58,59,70,80,59,71,77,64,82,7
83,58,71,75,77,58,58,59,66,84,59,67,73,57,79,7
79,62,71,79,85,62,62,63,66,76,63,67,77,60,79,7
79,62,71,79,85,62,67,63,70,80,63,63,77,64,75,7
75,67,67,79,85,67,71,70,66,80,66,67,81,72,82,4
37,112,63,64,93,75,67,122,52,92,59,59,70,64,86,2
100,85,86,104,108,89,89,83,83,114,90,85,111,90,114,4
75,59,66,79,76,59,63,60,67,86,60,67,75,58,74,7
71,59,63,75,73,59,55,57,67,79,60,63,71,58,74,7
108,86,83,103,105,86,83,87,85,110,87,84,106,87,111,4
103,83,83,103,114,86,90,87,85,114,83,84,102,87,102,4
112,90,92,112,114,90,83,83,89,110,80,88,98,79,94,4
112,90,87,103,105,83,72,83,82,101,73,84,98,72,94,4
77,57,67,73,75,57,57,58,67,82,58,68,77,61,78,7
77,64,67,77,82,60,60,62,63,78,55,68,77,57,74,7
73,57,67,73,72,60,57,62,63,78,62,68,77,65,82,7
70,64,67,77,86,60,68,73,70,93,65,76,85,68,90,4
79,62,70,79,82,58,58,61,68,78,61,68,75,56,75,7
79,62,67,79,82,65,65,65,64,82,65,64,75,67,83,7
92,87,67,84,97,80,76,87,64,102,72,71,83,74,87,4
89,76,88,115,125,98,102,63,76,104,99,63,83,67,109,3
77,65,68,77,86,65,65,63,64,83,63,71,79,67,85,7
115,98,72,115,120,98,91,99,76,122,99,75,111,100,123,1
85,68,72,89,90,76,76,74,76,91,70,71,68,62,74,4
89,76,76,85,94,76,76,70,76,87,63,71,72,58,74,4
116,99,92,116,122,96,92,87,88,113,87,63,79,63,104,4
116,96,88,107,118,92,88,92,84,109,83,66,100,85,108,4
107,92,88,107,113,88,88,87,84,104,83,78,104,89,108,4
91,74,80,87,91,78,67,75,75,89,75,78,87,70,96,4
87,63,71,83,87,70,67,75,79,93,67,78,100,81,104,7
71,59,68,75,75,59,59,58,67,77,62,66,79,59,76,7
91,81,76,99,104,81,78,79,79,100,79,63,67,59,88,4
75,58,71,75,74,58,58,59,70,76,59,71,77,64,90,7
68,62,67,72,74,58,58,52,59,66,55,63,66,53,72,7
79,63,66,79,84,63,63,60,71,82,64,70,75,62,82,7
75,63,63,71,88,70,74,83,59,90,86,60,56,90,97,5
91,79,83,103,105,83,83,83,85,101,80,80,102,83,102,4
99,83,79,91,93,72,64,80,82,101,65,84,81,65,86,7
81,64,71,81,90,68,68,65,74,97,83,68,89,79,102,7
77,64,67,77,82,64,68,65,63,82,76,68,62,68,90,5
84,72,75,91,101,75,72,65,74,89,73,68,81,68,82,4
71,65,74,88,97,80,83,68,76,98,76,76,95,78,91,7
56,94,53,56,97,90,87,83,57,86,76,60,57,70,87,5
115,101,74,115,119,101,101,98,68,120,98,68,112,99,122,1
73,61,64,73,78,57,65,59,64,79,59,71,79,62,77,7
62,68,60,59,90,76,87,70,56,79,74,59,51,50,70,5
111,98,68,115,120,98,98,99,68,122,103,67,116,100,123,1
77,61,68,77,74,65,61,67,68,79,59,71,79,67,81,7
73,61,64,73,78,61,57,59,68,75,59,67,72,58,74,7
99,81,80,99,104,81,78,79,75,100,83,74,96,81,104,3
91,74,71,79,83,63,67,83,79,96,58,82,100,85,92,3
57,67,56,57,83,70,67,71,55,85,71,56,53,78,88,5
112,96,68,116,122,99,99,92,71,123,96,66,113,92,122,1
87,71,79,91,93,75,75,59,74,84,78,67,77,64,93,7
68,67,71,91,93,75,71,66,70,84,70,56,73,64,90,7
51,54,59,58,74,62,71,55,56,73,66,49,60,64,75,5
79,66,82,87,96,78,78,64,71,93,79,67,84,69,101,7
100,85,82,100,104,85,74,83,79,105,68,82,97,83,89,3
49,44,52,56,69,55,59,49,49,68,64,50,53,58,82,5
49,78,56,56,88,74,66,72,52,79,64,50,56,69,82,5
67,59,66,75,76,63,66,57,63,68,64,63,67,58,67,7
91,72,75,88,90,72,72,76,74,93,69,76,89,68,90,4
51,42,49,48,68,49,53,44,50,67,58,53,52,57,78,5
51,75,52,54,90,72,68,65,50,82,69,50,52,68,74,5
112,94,67,108,119,98,98,94,67,119,101,64,111,98,115,1
112,98,67,112,130,101,101,101,67,119,97,68,111,98,115,1
88,69,74,84,89,69,65,68,72,86,68,76,87,70,91,4
97,83,82,102,110,87,83,72,80,106,79,68,91,81,100,4
60,80,60,56,85,80,73,79,60,82,72,68,68,74,75,5
75,69,60,79,82,65,83,65,60,102,91,60,99,88,118,1
111,101,63,111,124,101,101,98,64,125,98,60,107,99,122,1
111,101,67,115,129,101,97,98,64,125,102,64,107,99,122,1
111,97,70,111,119,97,87,98,68,120,94,68,112,103,122,1
67,58,60,63,67,58,69,57,64,67,61,60,68,52,63,7
55,72,57,55,74,61,65,70,60,75,67,59,64,67,85,5
111,102,68,111,120,98,98,99,64,122,99,71,111,100,118,1
111,98,68,111,115,98,98,99,64,122,99,67,107,96,123,1
111,98,68,115,120,98,98,99,64,122,96,67,111,100,123,1
115,98,68,111,120,98,98,99,64,122,96,67,107,96,118,1
69,54,60,69,71,57,57,56,64,71,56,63,68,54,70,7
54,59,53,54,71,59,59,62,55,77,58,52,56,59,73,5
83,67,67,79,85,62,62,74,74,88,66,79,88,72,86,4
58,58,55,54,74,58,58,59,52,73,59,59,54,64,82,5
87,74,74,87,96,74,74,72,75,97,72,78,88,69,93,4
87,74,78,87,96,70,70,72,79,93,72,74,84,69,89,4
67,55,63,67,73,55,59,60,67,75,57,60,71,58,74,7
95,83,75,84,90,68,49,90,74,97,65,84,102,87,102,3
99,86,71,112,119,98,98,83,67,110,94,60,89,83,106,1
84,62,67,79,82,65,65,65,72,86,65,68,79,63,83,7
111,90,85,106,114,94,90,94,84,115,91,84,103,92,113,3
63,69,60,56,78,69,80,83,64,98,87,71,99,88,118,5
106,97,67,106,114,94,94,94,64,115,98,64,103,92,113,1
71,62,63,71,74,58,51,61,64,74,57,64,75,63,71,7
94,83,76,89,90,68,54,92,84,108,59,88,116,100,104,3
91,81,60,95,113,88,88,87,63,113,92,63,104,92,112,1
112,96,68,112,122,99,96,100,63,118,100,63,109,100,122,1
79,67,67,79,81,62,67,70,70,84,63,67,91,72,90,7
75,71,63,61,74,54,54,59,70,84,55,71,81,68,79,7
107,96,71,107,118,96,92,92,66,122,92,59,95,90,105,1
111,100,67,111,118,96,96,96,66,117,96,63,103,94,119,1
79,63,66,79,76,59,63,64,67,75,57,70,75,65,70,7
113,96,90,113,127,96,96,101,92,130,98,93,120,101,124,3
104,92,86,113,122,100,100,94,87,119,90,78,106,90,114,1
84,68,75,84,90,68,68,62,67,78,55,64,69,57,74,7
73,57,63,73,75,57,68,65,60,70,62,72,73,61,74,7
73,57,67,84,79,68,72,58,63,74,69,68,69,61,86,7
91,72,67,84,90,64,64,69,70,93,73,72,98,83,111,7
95,79,83,99,105,86,94,87,85,114,97,88,106,91,120,3
112,94,92,117,124,101,101,97,93,124,101,88,111,94,115,3
112,98,67,103,110,90,79,94,67,114,87,68,111,94,115,1
71,58,67,75,78,58,65,57,64,78,68,64,71,63,79,7
75,58,70,79,82,65,65,61,68,90,65,64,79,63,83,7
106,94,78,115,114,97,94,94,72,106,91,71,99,92,118,1
88,83,57,92,105,83,87,83,53,94,83,53,79,78,87,1
102,87,67,97,105,80,73,94,64,115,87,64,107,96,122,1
111,94,67,115,124,97,97,98,68,115,94,68,112,99,122,1
85,83,53,85,98,83,83,78,46,87,78,55,75,75,96,1
111,98,68,111,115,94,94,99,76,122,96,67,111,96,123,1
111,98,68,111,120,94,94,96,71,122,99,71,111,100,118,1
71,56,68,71,75,56,56,58,63,74,58,66,71,55,76,7
83,70,76,87,96,78,78,75,75,96,79,74,79,74,88,7
79,78,56,87,104,92,92,79,55,100,92,56,79,81,100,1
72,58,67,72,67,54,58,59,63,69,59,67,81,68,90,7
91,87,59,87,104,87,83,89,56,104,81,52,73,79,86,1
75,79,55,75,96,79,71,78,49,88,74,56,73,79,86,1
95,92,67,107,118,96,96,81,59,108,92,56,88,86,105,1
107,96,67,107,118,92,79,92,70,122,96,67,108,98,114,1
111,96,67,111,123,100,100,96,66,127,100,67,108,98,124,1
91,81,63,87,100,81,85,79,52,90,86,57,79,76,97,1
83,81,59,87,108,85,92,79,59,101,86,57,92,87,105,1
108,94,92,108,124,90,86,97,93,114,83,92,102,87,106,3
73,75,56,81,93,83,83,76,53,97,87,57,81,79,98,1
108,98,67,99,110,86,79,97,63,114,80,72,102,87,98,1
103,90,67,99,110,86,86,87,63,110,90,64,85,87,115,1
84,65,78,97,97,76,80,91,92,111,87,88,112,92,113,3
63,69,67,71,82,65,73,61,64,78,65,64,87,81,100,7
88,83,53,84,101,80,76,83,53,102,79,56,83,81,96,1
88,80,57,88,105,87,87,79,53,98,87,60,83,81,104,1
111,97,67,111,119,94,97,94,64,115,98,68,103,96,122,1
111,94,92,111,115,94,87,88,92,108,81,84,107,87,109,3
73,76,53,73,90,76,79,88,60,100,74,63,87,83,89,1
94,83,60,89,102,83,87,85,46,96,121,63,45,125,123,2
62,98,53,66,106,91,87,132,43,118,107,44,32,125,118,2
98,87,64,85,111,87,94,85,64,108,92,63,95,92,118,5
69,68,68,69,82,68,68,70,53,75,67,51,42,75,67,5
95,88,50,83,104,85,81,83,48,96,75,49,79,78,88,1
68,70,53,64,79,74,67,71,48,74,71,52,63,70,76,1
31,132,43,34,118,125,107,129,44,113,129,52,40,125,112,2
95,96,80,95,118,92,78,96,75,113,83,70,83,100,112,5
61,74,60,57,79,70,70,75,51,81,75,52,53,74,76,5
103,79,79,95,100,79,79,89,86,104,81,92,112,98,110,3
103,79,84,99,100,79,83,89,82,96,81,87,91,79,101,3
68,71,59,72,85,75,79,70,52,80,70,49,73,75,93,1
99,87,63,95,104,87,87,92,63,112,89,63,95,90,110,1
95,87,63,95,109,87,87,89,63,112,89,63,99,90,119,1
54,75,51,48,81,79,75,74,56,80,74,59,63,72,75,5
96,78,90,104,112,85,89,79,87,105,83,85,106,83,101,3
100,92,78,104,122,96,96,90,67,114,90,67,97,94,101,1
104,92,63,96,112,89,89,90,63,105,90,60,79,83,105,1
100,92,63,96,112,89,89,94,63,114,90,67,97,90,114,1
113,100,59,79,117,107,122,98,67,114,98,67,111,97,110,1
83,100,70,87,112,100,85,94,79,119,86,74,88,97,110,5
99,83,83,99,101,83,79,80,82,101,80,88,98,76,102,3
84,86,63,99,114,94,94,83,57,101,83,53,81,79,90,1
88,86,59,91,110,86,94,87,60,105,94,57,94,83,102,1
112,101,71,112,119,98,98,101,67,119,97,64,111,98,115,1
102,87,89,106,114,94,94,87,88,115,94,88,112,88,104,3
92,76,85,92,101,83,83,79,84,102,87,84,99,85,108,3
92,83,89,102,110,87,87,87,88,102,87,88,99,92,104,3
79,76,50,79,93,76,76,76,50,98,79,50,75,78,91,1
71,73,53,75,89,73,80,72,53,94,76,53,75,78,96,1
84,83,57,88,105,87,87,87,57,111,83,56,87,85,100,1
92,94,70,88,114,97,94,98,68,111,91,64,61,99,108,5
71,65,63,67,78,69,69,76,72,86,65,80,95,81,91,4
73,76,53,77,94,76,76,78,53,87,81,51,79,79,93,1
99,81,80,99,104,78,78,79,88,104,83,82,96,81,108,3
103,81,84,103,104,85,81,83,84,100,83,86,100,85,112,3
99,81,84,99,104,85,88,83,88,113,92,82,104,85,108,3
79,81,56,83,96,78,81,79,71,104,87,56,87,81,108,1
99,92,68,99,118,99,103,96,71,113,96,70,104,96,112,1
64,85,60,64,91,81,78,79,59,85,79,56,60,78,80,5
103,87,88,103,109,92,87,85,86,108,89,87,95,90,110,3
95,92,63,95,113,87,83,89,63,100,89,71,95,90,97,1
75,79,51,64,85,75,67,81,49,92,78,52,73,79,97,1
64,75,48,61,81,67,71,78,46,96,74,52,73,83,93,1
79,79,51,75,93,75,75,78,52,92,74,52,66,75,86,1
95,87,59,95,113,92,87,89,63,112,92,63,103,94,114,1
75,83,59,87,104,92,92,89,59,92,85,71,77,79,90,1
99,92,67,87,100,83,87,85,70,112,89,63,81,86,119,1
71,81,59,60,96,92,96,72,59,97,90,57,71,83,97,5
99,86,83,95,105,90,90,94,78,110,90,88,94,91,111,3
73,75,49,70,86,72,75,80,53,97,73,53,77,79,98,1
99,90,63,103,114,94,94,90,70,114,97,72,106,94,120,1
108,94,75,108,119,98,98,94,74,114,97,76,111,94,115,1
88,86,63,73,97,86,94,83,60,101,83,76,77,76,94,5
111,90,93,115,114,94,94,98,92,115,79,97,103,88,96,3
115,94,93,111,114,94,87,87,84,102,76,92,95,74,96,3
97,83,85,97,101,83,87,79,84,111,91,84,103,96,113,3
71,73,53,79,89,76,73,76,57,98,72,53,71,74,83,1
84,80,60,75,93,83,83,79,60,90,79,64,83,81,96,1
75,80,63,79,85,80,80,79,68,106,91,64,95,88,113,1
106,87,92,115,115,94,98,96,97,122,96,97,111,96,118,3
73,76,50,69,86,72,76,81,50,96,74,55,79,83,100,1
73,76,50,73,94,79,83,78,46,96,81,48,68,75,89,1
94,91,60,94,111,91,91,92,68,118,92,71,103,92,118,1
98,91,68,106,115,94,98,92,71,118,96,67,103,96,109,1
111,94,76,111,115,94,91,99,71,122,103,75,103,96,118,1
111,94,76,106,115,94,98,99,80,122,96,84,103,96,109,1
111,102,88,115,131,102,94,103,92,133,96,79,111,100,118,1
79,81,50,75,96,78,74,87,51,104,83,56,87,89,104,1
103,92,64,103,122,92,96,96,67,118,96,66,104,92,112,1
116,99,76,107,122,103,96,96,75,118,100,74,109,96,112,1
112,96,71,83,96,85,81,92,71,96,83,78,91,89,84,1
75,96,71,87,108,88,81,92,75,104,79,66,87,89,104,4
98,83,80,94,102,83,87,81,84,104,85,75,99,83,113,3
106,87,84,102,111,83,83,85,84,104,81,88,99,79,100,3
132,103,101,126,133,103,85,108,102,134,100,90,113,92,122,3
99,81,76,99,108,85,88,79,79,109,87,82,100,78,104,3
95,85,80,91,100,81,78,83,79,100,71,86,100,85,112,7
99,79,79,95,100,79,83,78,82,100,81,83,95,79,97,3
83,66,70,83,92,66,70,68,75,97,72,74,88,76,93,4
96,81,82,96,100,81,78,79,79,105,83,85,102,83,105,3
75,66,66,71,80,66,66,68,71,86,60,70,84,69,85,7
81,64,63,77,86,72,83,90,53,110,122,47,34,135,125,2
99,83,87,103,105,86,83,76,82,110,83,64,102,83,111,3
73,60,63,66,68,57,60,69,67,82,62,72,81,68,86,7
88,73,82,88,97,73,73,72,80,94,68,80,91,74,96,4
88,73,78,84,93,69,69,72,72,94,83,56,54,92,113,4
84,69,74,84,89,69,76,72,64,102,109,56,45,114,133,2
34,136,44,34,124,136,133,135,44,120,135,46,31,139,128,2
125,102,84,111,111,91,79,96,84,113,78,88,107,87,104,3
98,76,84,94,98,76,72,74,84,100,74,84,99,75,100,4
83,75,67,72,96,83,100,92,56,108,125,49,34,135,130,2
103,83,88,103,113,87,87,81,86,108,85,75,84,72,90,3
34,125,46,32,117,129,129,131,46,119,131,44,34,126,114,2
83,70,74,83,80,70,74,57,63,72,64,67,63,58,70,7
84,76,70,84,85,69,58,76,72,86,61,68,79,63,79,7
111,91,88,111,111,87,91,88,88,113,85,93,107,87,104,3
31,139,44,31,131,135,131,135,46,122,128,44,34,129,128,2
111,91,92,111,115,91,91,92,92,118,92,88,111,96,118,3
54,49,56,54,67,52,52,50,55,60,50,56,56,55,69,5
68,59,64,68,71,56,63,62,67,74,58,56,56,55,80,7
37,112,48,40,113,112,116,111,49,112,114,49,40,113,105,2
37,116,48,34,123,125,125,114,49,112,122,49,37,116,110,2
