@relation 'satimage-weka.filters.unsupervised.attribute.Remove-V-R2,5,12,16,18,20-22,24-26,29,32,35-37'

@attribute Sp12 numeric
@attribute Sp15 numeric
@attribute Sp23 numeric
@attribute Sp27 numeric
@attribute Sp29 numeric
@attribute Sp32 numeric
@attribute Sp33 numeric
@attribute Sp34 numeric
@attribute Sp36 numeric
@attribute Sp37 numeric
@attribute Sp38 numeric
@attribute Sp42 numeric
@attribute Sp45 numeric
@attribute Sp48 numeric
@attribute Sp49 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
88,75,72,73,88,73,78,84,69,80,85,72,72,94,72,4
84,75,75,69,84,69,74,88,76,72,81,64,83,111,109,4
108,92,90,90,115,90,93,111,90,92,106,92,87,106,83,3
95,83,79,87,106,87,89,106,87,88,111,88,91,111,91,3
99,83,79,83,102,83,78,102,83,84,102,80,79,106,83,3
40,42,136,135,34,131,44,34,135,43,31,43,139,133,139,2
37,44,136,131,34,135,44,31,139,43,31,46,139,133,139,2
92,82,83,83,102,83,88,111,91,50,51,71,81,108,88,3
97,82,90,87,111,87,84,106,87,88,103,88,88,113,85,3
115,93,90,87,111,87,88,106,83,88,107,92,88,113,85,3
106,93,87,87,106,87,88,106,87,88,107,88,88,108,85,3
106,89,90,91,111,87,88,106,87,88,107,88,85,108,85,3
88,74,69,72,85,68,72,85,72,71,83,71,74,91,70,7
79,67,62,72,81,68,72,81,68,76,87,76,67,83,67,7
79,67,58,68,77,61,64,73,57,71,79,71,67,79,63,7
120,88,102,103,121,103,92,121,103,88,126,88,104,123,96,3
94,80,72,74,91,70,71,79,74,67,72,59,100,113,116,4
89,80,68,70,79,74,68,68,88,59,58,51,116,128,129,2
111,88,87,88,103,88,88,107,88,79,91,88,87,113,87,3
106,92,83,88,107,88,88,103,85,88,107,88,83,109,87,3
106,88,91,88,107,88,88,107,88,88,111,93,92,109,87,3
111,88,87,88,107,88,88,107,88,93,107,88,87,109,87,3
106,88,87,88,107,85,88,107,88,93,111,93,87,113,92,3
106,92,83,88,107,85,88,103,85,88,103,88,83,109,87,3
106,88,83,85,103,85,88,107,88,88,103,88,87,109,92,3
98,84,83,74,87,70,68,79,67,71,79,75,67,89,71,7
81,72,57,67,79,67,71,83,63,75,83,75,71,85,67,7
126,88,103,108,126,104,88,121,104,90,123,86,107,127,103,3
107,84,78,87,103,83,84,99,79,90,109,86,89,104,85,3
107,88,88,87,107,92,93,107,87,86,109,86,85,112,89,3
107,88,85,87,111,87,93,111,87,90,109,86,89,112,92,3
79,71,63,71,79,67,75,79,67,70,79,74,70,80,66,7
79,71,63,71,79,71,71,79,67,74,83,74,70,80,70,7
126,88,96,107,123,103,90,118,96,92,127,92,105,119,94,3
107,88,83,85,104,85,86,104,85,87,99,87,86,110,86,3
107,88,87,85,96,78,70,79,66,75,84,67,60,72,60,7
103,88,79,78,79,66,70,75,63,67,73,63,60,72,60,7
91,71,67,66,75,66,66,71,63,67,73,71,60,79,64,7
104,86,89,86,103,86,87,103,86,85,106,89,90,110,90,3
104,86,85,86,103,86,87,108,90,89,106,89,87,114,87,3
109,86,89,86,112,90,83,103,83,89,106,89,90,114,87,3
96,70,63,60,66,60,67,70,60,67,71,63,55,70,58,7
79,66,63,60,73,60,71,73,64,67,75,70,76,85,69,7
75,70,66,64,77,64,71,77,68,78,84,74,69,85,65,7
79,74,66,68,88,72,75,84,68,70,79,67,65,78,65,7
34,46,127,126,37,126,47,34,126,44,34,47,120,120,124,2
34,46,124,126,34,122,47,37,126,44,34,47,124,120,124,2
108,92,83,76,88,73,70,84,65,60,69,60,57,71,57,5
111,89,87,87,106,87,88,106,87,92,103,88,92,108,88,3
106,89,90,87,106,91,92,111,91,92,107,92,88,118,92,3
120,93,94,94,106,87,80,98,76,88,103,80,67,75,59,3
67,67,69,54,69,61,68,81,72,64,68,64,56,75,63,7
111,92,91,92,112,88,92,112,92,93,107,88,87,118,96,3
115,92,87,88,103,85,80,87,67,79,87,75,67,74,58,7
62,60,54,49,54,52,53,57,52,55,54,55,46,67,50,5
29,46,132,137,32,129,44,34,129,49,37,43,140,127,133,2
34,46,121,125,29,125,44,32,121,46,29,46,118,112,118,2
34,46,125,125,32,121,48,34,112,46,32,46,118,112,114,2
79,71,67,62,79,67,71,87,75,63,71,63,59,80,63,7
83,71,70,79,83,71,71,79,67,70,79,70,66,73,63,7
34,44,141,144,32,144,46,32,144,46,32,46,142,130,142,2
32,44,133,136,32,136,46,32,136,46,32,46,139,124,135,2
87,75,58,74,79,66,70,79,63,67,77,67,64,68,57,7
54,55,62,48,53,44,56,53,48,59,54,59,45,62,45,5
58,63,58,44,53,48,59,56,55,59,51,59,45,65,49,5
118,95,92,94,112,98,92,108,90,93,106,89,83,101,80,3
32,46,118,131,34,127,49,34,124,44,34,44,129,114,129,2
32,46,114,120,34,116,49,34,116,44,31,47,126,114,122,2
34,49,113,122,37,119,44,34,119,47,34,47,113,111,105,2
45,67,75,80,92,76,82,102,76,68,77,68,68,94,76,7
108,92,90,87,106,87,85,106,83,84,98,88,79,98,79,3
95,79,64,65,79,65,70,71,58,72,81,72,65,94,65,7
51,52,53,44,53,55,53,53,62,60,59,57,65,78,65,5
51,59,45,55,56,62,57,60,58,53,52,57,61,78,65,5
54,59,57,51,56,48,57,56,51,57,55,53,50,67,50,5
60,63,60,51,56,58,57,60,58,57,55,57,54,74,65,5
111,97,94,91,115,94,92,115,94,88,95,80,81,96,78,3
115,97,94,94,111,91,88,106,87,84,99,84,78,104,78,3
115,97,90,91,106,87,88,102,83,84,99,84,78,104,81,3
115,93,87,83,98,83,88,98,79,84,95,84,81,96,78,3
63,53,44,42,59,50,60,59,54,64,61,60,59,75,63,5
53,57,62,57,59,65,53,52,65,60,61,60,67,79,70,5
53,53,48,65,49,57,53,52,50,56,54,53,63,75,59,5
34,44,124,125,34,121,50,36,121,44,34,48,121,118,121,2
37,47,105,103,51,92,64,61,81,63,64,67,62,77,54,2
55,64,65,63,75,59,64,68,56,67,72,71,58,74,58,7
98,80,65,74,83,67,68,79,67,71,79,71,67,85,67,7
95,84,81,79,95,79,79,91,75,78,96,82,81,96,78,4
103,84,74,75,83,67,71,79,67,78,87,78,70,80,66,7
45,56,56,62,48,62,55,51,54,59,53,52,66,80,63,5
95,84,79,78,96,78,82,100,81,83,95,83,79,101,83,4
99,84,75,81,100,78,82,96,81,83,103,83,83,105,86,4
83,71,67,70,79,66,70,83,70,79,88,75,68,82,64,7
54,59,54,63,53,66,56,49,59,56,51,56,68,79,68,5
45,55,67,89,46,63,52,46,66,46,32,49,72,79,72,5
34,46,122,120,34,131,46,32,139,50,53,47,122,124,136,2
71,63,55,53,66,53,67,66,53,67,67,63,55,70,55,7
71,63,55,53,70,57,67,73,57,63,71,63,55,78,58,7
83,74,74,75,84,72,71,81,75,74,84,70,69,85,73,7
27,43,129,146,30,135,42,30,127,44,31,44,133,110,115,2
103,92,83,90,111,90,93,115,90,92,111,97,91,120,94,3
37,46,109,108,40,111,47,46,104,64,62,60,91,98,87,2
91,79,75,73,92,76,78,88,73,76,85,80,76,94,72,7
81,75,75,69,79,73,74,84,73,68,69,68,72,86,72,7
106,89,90,87,111,91,97,115,91,92,107,92,88,118,92,3
115,89,80,94,111,87,80,89,72,97,112,101,92,113,85,3
67,63,55,54,69,54,68,69,57,64,71,68,59,75,56,7
53,53,87,98,31,113,44,37,102,43,31,40,121,104,117,2
40,50,83,105,37,87,44,34,87,43,29,46,103,91,96,2
69,68,54,59,71,56,64,71,59,67,72,63,58,77,58,7
85,80,72,63,87,74,80,87,78,75,83,75,71,96,75,7
69,68,72,78,71,74,68,75,74,67,68,67,71,81,67,5
81,72,72,88,75,70,68,75,67,67,68,67,67,81,67,7
62,57,76,70,61,70,56,54,74,63,58,63,62,81,67,5
55,53,98,96,36,107,43,31,117,51,32,48,108,104,112,2
75,64,70,62,72,58,67,68,54,63,71,63,55,66,55,7
71,71,52,58,72,54,67,72,54,63,71,63,59,76,59,7
71,60,56,54,68,54,67,72,54,66,75,63,55,73,55,7
68,64,59,54,72,54,67,72,54,66,75,66,59,80,59,7
75,68,74,67,83,67,75,83,71,74,79,74,70,88,66,7
31,40,107,100,29,100,44,32,104,49,40,49,92,104,107,2
111,88,87,92,113,89,95,113,89,92,112,92,90,114,90,3
111,93,92,89,109,89,95,113,89,92,108,96,90,114,94,3
111,97,92,89,109,89,90,113,92,92,108,87,83,97,79,3
68,67,54,59,75,55,63,71,55,67,73,71,60,75,57,7
72,71,58,55,71,59,70,75,59,71,77,71,64,86,68,7
83,79,75,66,83,66,78,83,70,75,81,75,68,97,75,7
75,67,79,78,83,74,70,79,78,83,95,83,75,93,75,7
83,78,78,68,91,75,83,95,79,78,92,78,76,93,76,7
71,66,70,60,73,60,71,77,64,67,79,70,58,82,69,4
29,49,92,127,32,120,49,40,101,42,29,42,129,110,122,2
112,92,90,90,111,90,97,115,90,92,111,88,91,111,87,3
117,92,86,87,106,87,85,97,80,80,106,80,79,98,76,3
70,63,57,55,71,58,63,75,58,64,73,64,61,82,61,7
32,42,116,115,34,111,44,31,119,50,37,44,109,106,113,2
71,63,58,61,73,61,64,73,61,68,75,68,59,75,59,7
75,63,65,61,73,57,64,69,57,64,68,64,56,71,56,7
75,70,65,61,77,61,72,81,65,68,79,68,63,87,63,7
92,78,76,76,98,76,80,98,76,76,91,76,74,100,74,7
29,44,97,94,66,79,68,77,72,68,83,71,70,87,63,2
115,97,94,96,112,92,92,107,96,97,111,97,96,118,92,3
111,88,87,92,107,88,88,103,85,88,107,84,79,100,79,3
69,64,57,52,75,56,64,75,56,67,72,67,54,77,58,7
73,68,61,59,75,59,64,75,59,67,75,67,58,74,58,7
81,72,65,63,83,63,76,79,67,71,79,71,62,85,62,7
89,72,72,92,95,81,76,91,81,75,99,75,87,109,87,4
85,72,61,81,83,67,68,83,67,75,95,75,75,85,67,4
37,44,113,103,34,110,46,34,107,75,79,55,108,104,112,2
116,101,92,96,111,96,97,116,96,99,118,95,92,112,89,3
79,68,56,62,72,50,63,68,54,74,83,66,55,69,55,7
75,64,56,58,72,58,67,75,58,70,79,70,63,80,59,7
107,88,79,81,104,85,86,104,85,92,108,83,86,105,86,4
72,67,58,59,79,59,70,79,59,71,77,71,60,82,60,7
75,67,58,59,79,63,70,75,59,71,81,67,64,82,60,7
83,71,58,59,75,63,66,79,59,67,77,63,57,79,60,7
79,71,62,63,79,63,70,79,63,67,77,63,60,79,64,7
79,71,67,63,79,63,70,79,63,63,77,63,64,75,60,7
75,67,71,70,79,70,70,79,66,67,84,71,72,82,75,4
37,63,67,122,43,92,66,67,59,59,63,67,64,86,60,2
100,86,89,83,103,86,87,112,90,85,106,85,90,114,83,4
75,66,63,60,77,60,67,73,60,67,75,67,58,74,58,7
71,63,55,57,73,60,67,70,60,63,71,63,58,74,62,7
108,83,83,87,106,87,89,106,87,84,111,88,87,111,87,4
103,83,90,87,111,90,89,111,83,84,106,88,87,102,83,4
112,92,83,83,106,83,82,97,80,88,102,84,79,94,72,4
112,87,72,83,97,80,78,88,73,84,98,80,72,94,68,4
77,67,57,58,79,62,70,79,58,68,81,72,61,78,61,7
77,67,60,62,71,62,63,75,55,68,77,64,57,74,57,7
73,67,57,62,75,62,63,79,62,68,77,64,65,82,65,7
70,67,68,73,84,65,70,84,65,76,89,72,68,90,68,4
79,70,58,61,77,61,68,77,61,68,75,68,56,75,56,7
79,67,65,65,77,65,60,77,65,64,75,64,67,83,67,7
92,67,76,87,89,79,64,81,72,71,87,71,74,87,70,4
89,88,102,63,99,85,92,116,99,63,75,67,67,109,87,3
77,68,65,63,79,67,64,75,63,71,83,67,67,85,67,7
115,72,91,99,116,96,71,112,99,75,116,75,100,123,100,1
85,72,76,74,91,70,76,83,70,71,79,71,62,74,58,4
89,76,76,70,83,70,68,79,63,71,68,67,58,74,58,4
116,92,92,87,107,92,84,107,87,63,71,66,63,104,85,4
116,88,88,92,107,87,84,107,83,66,79,78,85,108,89,4
107,88,88,87,107,83,84,103,83,78,100,82,89,108,81,4
91,80,67,75,91,75,75,91,75,78,91,78,70,96,74,4
87,71,67,75,95,71,79,87,67,78,96,82,81,104,81,7
71,68,59,58,75,62,67,75,62,66,71,70,59,76,59,7
91,76,78,79,99,79,79,95,79,63,67,63,59,88,70,4
75,71,58,59,75,59,63,75,59,71,77,67,64,90,64,7
68,67,58,52,63,55,63,63,55,63,63,63,53,72,60,7
79,66,63,60,73,64,67,77,64,70,88,67,62,82,62,7
75,63,74,83,60,83,59,57,86,60,60,57,90,97,94,5
91,83,83,83,102,83,85,102,80,80,102,84,83,102,79,4
99,79,64,80,88,76,67,71,65,84,102,72,65,86,68,7
81,71,68,65,88,80,82,97,83,68,69,76,79,102,76,7
77,67,68,65,71,65,60,60,76,68,69,64,68,90,76,5
84,75,72,65,88,76,74,88,73,68,73,68,68,82,65,4
71,74,83,68,89,79,80,94,76,76,83,80,78,91,67,7
56,53,87,83,55,79,57,55,76,60,57,56,70,87,78,5
115,74,101,98,111,98,68,115,98,68,116,71,99,122,96,1
73,64,65,59,75,63,68,75,59,71,79,67,62,77,62,7
62,60,87,70,57,70,60,51,74,59,54,55,50,70,50,5
111,68,98,99,116,103,64,116,103,67,111,71,100,123,100,1
77,68,61,67,75,63,68,75,59,71,79,71,67,81,62,7
73,64,57,59,75,59,68,75,59,67,79,67,58,74,58,7
99,80,78,79,99,79,79,99,83,74,91,78,81,104,81,3
91,71,67,83,91,75,71,72,58,82,100,82,85,92,74,3
57,56,67,71,54,71,55,51,71,56,53,56,78,88,78,5
112,68,99,92,111,96,71,107,96,66,104,66,92,122,96,1
87,79,75,59,79,66,82,87,78,67,81,67,64,93,72,7
68,71,71,66,79,66,78,83,70,56,54,67,64,90,68,7
51,59,71,55,60,59,59,60,66,49,54,56,64,75,68,5
79,82,78,64,88,72,79,99,79,67,84,67,69,101,83,7
100,82,74,83,99,83,75,91,68,82,97,78,83,89,69,3
49,52,59,49,54,53,56,60,64,50,49,50,58,82,69,5
49,56,66,72,54,68,52,57,64,50,53,53,69,82,73,5
67,66,66,57,66,57,67,77,64,63,71,60,58,67,58,7
91,75,72,76,84,69,70,88,69,76,85,76,68,90,68,4
51,49,53,44,49,51,50,53,58,53,49,53,57,78,68,5
51,52,68,65,53,65,53,56,69,50,52,53,68,74,68,5
112,67,98,94,111,97,67,111,101,64,111,68,98,115,98,1
112,67,101,101,111,94,67,111,97,68,115,68,98,115,98,1
88,74,65,68,85,68,76,85,68,76,83,71,70,91,70,4
97,82,83,72,102,87,76,89,79,68,83,76,81,100,81,4
60,60,73,79,55,76,57,55,72,68,75,64,74,75,70,5
75,60,83,65,89,79,68,106,91,60,83,60,88,118,96,1
111,63,101,98,106,98,64,111,98,60,107,64,99,122,96,1
111,67,97,98,111,102,72,115,102,64,107,68,99,122,99,1
111,70,87,98,111,102,68,106,94,68,107,68,103,122,99,1
67,60,69,57,62,57,64,69,61,60,68,64,52,63,52,7
55,57,65,70,57,67,64,64,67,59,64,55,67,85,67,5
111,68,98,99,112,99,64,112,99,71,111,67,100,118,96,1
111,68,98,99,112,99,64,112,99,67,111,67,96,123,100,1
111,68,98,99,116,99,64,112,96,67,107,71,100,123,96,1
115,68,98,99,112,99,68,107,96,67,111,71,96,118,96,1
69,60,57,56,64,56,60,68,56,63,64,63,54,70,58,7
54,53,59,62,58,58,51,54,58,52,56,56,59,73,59,5
83,67,62,74,87,70,66,79,66,79,88,79,72,86,68,4
58,55,58,59,56,59,52,53,59,59,54,56,64,82,68,5
87,74,74,72,91,72,75,88,72,78,92,82,69,93,73,4
87,78,70,72,88,68,79,95,72,74,88,74,69,89,73,4
67,63,59,60,70,60,67,66,57,60,71,63,58,74,62,7
95,75,49,90,92,80,70,79,65,84,106,84,87,102,83,3
99,71,98,83,97,87,67,111,94,60,85,64,83,106,91,1
84,67,65,65,81,68,72,81,65,68,83,68,63,83,63,7
111,85,90,94,111,94,84,106,91,84,103,84,92,113,96,3
63,60,80,83,69,87,72,81,87,71,87,80,88,118,96,5
106,67,94,94,106,94,64,106,98,64,103,60,92,113,92,1
71,63,51,61,73,61,64,66,57,64,71,71,63,71,56,7
94,76,54,92,103,88,71,75,59,88,111,88,100,104,79,3
91,60,88,87,103,92,63,103,92,63,100,63,92,112,92,1
112,68,96,100,107,100,67,111,100,63,100,66,100,122,100,1
79,67,67,70,83,66,66,75,63,67,84,71,72,90,64,7
75,63,54,59,75,66,63,56,55,71,81,75,68,79,57,7
107,71,92,92,104,92,63,104,92,59,99,59,90,105,86,1
111,67,96,96,113,96,66,113,96,63,103,67,94,119,94,1
79,66,63,64,73,57,63,73,57,70,79,67,65,70,58,7
113,90,96,101,117,101,96,112,98,93,115,93,101,124,101,3
104,86,100,94,112,98,79,103,90,78,111,70,90,114,94,1
84,75,68,62,75,58,63,75,55,64,69,64,57,74,57,7
73,63,68,65,71,58,63,75,62,72,77,68,61,74,61,7
73,67,72,58,75,62,67,84,69,68,73,64,61,86,68,7
91,67,64,69,88,73,74,88,73,72,81,80,83,111,87,7
95,83,94,87,106,90,93,120,97,88,106,88,91,120,94,3
112,92,101,97,115,97,93,120,101,88,115,84,94,115,98,3
112,67,79,94,106,97,67,102,87,68,111,68,94,115,94,1
71,67,65,57,73,61,68,77,68,64,75,64,63,79,63,7
75,70,65,61,77,68,72,77,65,64,71,64,63,83,70,7
106,78,94,94,102,91,64,98,91,71,103,64,92,118,96,1
88,57,87,83,85,83,53,85,83,53,83,53,78,87,78,1
102,67,73,94,106,94,68,102,87,64,107,71,96,122,99,1
111,67,97,98,111,94,68,111,94,68,112,76,99,122,96,1
85,53,83,78,79,78,50,79,78,55,79,51,75,96,79,1
111,68,94,99,112,99,71,112,96,67,111,71,96,123,100,1
111,68,94,96,112,96,68,112,99,71,111,71,100,118,96,1
71,68,56,58,72,54,63,68,58,66,71,66,55,76,55,7
83,76,78,75,87,79,75,79,79,74,87,74,74,88,74,7
79,56,92,79,87,83,63,95,92,56,83,56,81,100,81,1
72,67,58,59,67,55,63,71,59,67,77,71,68,90,72,7
91,59,83,89,87,85,56,83,81,52,81,49,79,86,79,1
75,55,71,78,75,78,52,67,74,56,81,52,79,86,72,1
95,67,96,81,87,85,63,96,92,56,84,59,86,105,86,1
107,67,79,92,109,96,66,109,96,67,103,67,98,114,98,1
111,67,100,96,113,100,66,109,100,67,99,63,98,124,98,1
91,63,85,79,77,75,52,84,86,57,84,50,76,97,76,1
83,59,92,79,88,86,59,91,86,57,88,60,87,105,87,1
108,92,86,97,111,94,85,102,83,92,111,92,87,106,79,3
73,56,83,76,88,80,57,88,87,57,85,53,79,98,83,1
108,67,79,97,102,90,63,92,80,72,111,68,87,98,83,1
103,67,86,87,92,87,67,92,90,64,98,64,87,115,94,1
84,78,80,91,111,91,88,102,87,88,107,88,92,113,92,3
63,67,73,61,66,65,64,66,65,64,68,76,81,100,85,7
88,53,76,83,85,79,57,85,79,56,87,56,81,96,81,1
88,57,87,79,85,83,57,89,87,60,87,56,81,104,85,1
111,67,97,94,106,94,68,111,98,68,103,64,96,122,96,1
111,92,87,88,107,85,88,103,81,84,99,93,87,109,79,3
73,53,79,88,83,78,53,75,74,63,87,63,83,89,79,1
94,60,87,85,48,103,43,36,121,63,87,51,125,123,133,2
62,53,87,132,34,125,46,48,107,44,37,44,125,118,129,2
98,64,94,85,91,88,71,91,92,63,95,63,92,118,96,5
69,68,68,70,54,70,56,57,67,51,48,48,75,67,71,5
95,50,81,83,75,75,48,72,75,49,83,49,78,88,78,1
68,53,67,71,61,67,51,61,71,52,67,52,70,76,66,1
31,43,107,129,32,125,44,32,129,52,53,49,125,112,133,2
95,80,78,96,95,96,79,99,83,70,87,66,100,112,100,5
61,60,70,75,48,79,48,42,75,52,53,56,74,76,74,5
103,79,79,89,104,85,82,96,81,92,112,96,98,110,90,3
103,84,83,89,100,81,82,96,81,87,103,83,79,101,83,3
68,59,79,70,71,74,52,71,70,49,70,52,75,93,79,1
99,63,87,92,96,89,63,96,89,63,95,63,90,110,90,1
95,63,87,89,96,89,66,100,89,63,95,63,90,119,90,1
54,51,75,74,53,74,49,49,74,59,60,59,72,75,68,5
96,90,89,79,103,83,87,103,83,85,97,85,83,101,83,3
100,78,96,90,99,90,63,99,90,67,97,57,94,101,83,1
104,63,89,90,95,90,63,99,90,60,75,63,83,105,90,1
100,63,89,94,103,90,63,103,90,67,97,63,90,114,90,1
113,59,122,98,108,98,56,70,98,67,106,67,97,110,97,1
83,70,85,94,91,98,79,99,86,74,92,70,97,110,94,5
99,83,79,80,97,76,82,97,80,88,102,80,76,102,79,3
84,63,94,83,88,83,60,88,83,53,77,57,79,90,79,1
88,59,94,87,97,87,63,92,94,57,94,57,83,102,87,1
112,71,98,101,106,97,67,111,97,64,106,68,98,115,94,1
102,89,94,87,111,91,92,115,94,88,112,92,88,104,88,3
92,85,83,79,94,79,84,102,87,84,99,84,85,108,88,3
92,89,87,87,106,91,84,98,87,88,103,88,92,104,88,3
79,50,76,76,77,79,53,77,79,50,75,50,78,91,74,1
71,53,80,72,73,76,53,73,76,53,71,53,78,96,70,1
84,57,87,87,94,87,57,94,83,56,95,56,85,100,85,1
92,70,94,98,69,98,68,73,91,64,64,60,99,108,99,5
71,63,69,76,81,72,68,73,65,80,99,80,81,91,74,4
73,53,76,78,75,78,50,75,81,51,83,55,79,93,75,1
99,80,78,79,99,83,88,103,83,82,96,86,81,108,81,3
103,84,81,83,103,83,84,99,83,86,104,86,85,112,85,3
99,84,88,83,103,87,88,103,92,82,100,82,85,108,92,3
79,56,81,79,99,87,67,103,87,56,83,59,81,108,89,1
99,68,103,96,103,96,71,103,96,70,100,70,96,112,96,1
64,60,78,79,61,75,59,75,79,56,60,56,78,80,74,5
103,88,87,85,104,92,82,100,89,87,99,83,90,110,90,3
95,63,83,89,96,92,56,91,89,71,103,59,90,97,86,1
75,51,67,81,75,78,46,75,78,52,81,52,79,97,83,1
64,48,71,78,75,78,46,71,74,52,73,49,83,93,75,1
79,51,75,78,79,81,52,71,74,52,70,49,75,86,72,1
95,59,87,89,96,89,63,100,92,63,99,63,94,114,94,1
75,59,92,89,79,81,63,75,85,71,99,67,79,90,79,1
99,67,87,85,100,92,70,100,89,63,66,63,86,119,94,1
71,59,96,72,63,90,59,60,90,57,67,60,83,97,87,5
99,83,90,94,92,87,70,88,90,88,106,76,91,111,91,3
73,49,75,80,75,80,53,71,73,53,81,53,79,98,79,1
99,63,94,90,111,97,70,115,97,72,106,68,94,120,94,1
108,75,98,94,106,97,70,111,97,76,111,76,94,115,91,1
88,63,94,83,75,83,60,75,83,76,89,64,76,94,76,5
111,93,94,98,115,87,84,102,79,97,116,92,88,96,74,3
115,93,87,87,102,79,80,94,76,92,103,84,74,96,74,3
97,85,87,79,102,91,84,102,91,84,99,84,96,113,88,3
71,53,73,76,77,79,57,73,72,53,71,53,74,83,74,1
84,60,83,79,73,79,60,73,79,64,87,60,81,96,81,1
75,63,80,79,89,87,68,98,91,64,91,64,88,113,88,1
106,92,98,96,112,92,97,116,96,97,111,93,96,118,96,3
73,50,76,81,75,78,46,71,74,55,83,51,83,100,83,1
73,50,83,78,79,78,50,79,81,48,72,48,75,89,79,1
94,60,91,92,107,92,68,103,92,71,107,71,92,118,92,1
98,68,98,92,103,92,71,103,96,67,103,71,96,109,92,1
111,76,91,99,116,99,76,107,103,75,103,75,96,118,96,1
111,76,98,99,107,96,76,107,96,84,111,84,96,109,92,1
111,88,94,103,116,103,84,112,96,79,103,84,100,118,92,1
79,50,74,87,79,83,51,83,83,56,87,52,89,104,85,1
103,64,96,96,103,96,67,107,96,66,100,66,92,112,92,1
116,76,96,96,107,96,79,103,100,74,104,74,96,112,96,1
112,71,81,92,79,79,63,75,83,78,96,82,89,84,78,1
75,71,81,92,99,83,75,95,79,66,87,63,89,104,85,4
98,80,87,81,103,85,84,103,85,75,83,79,83,113,87,3
106,84,83,85,99,81,84,99,81,88,99,84,79,100,79,3
132,101,85,108,126,104,88,121,100,90,109,90,92,122,96,3
99,76,88,79,107,87,79,107,87,82,100,82,78,104,81,3
95,80,78,83,95,75,75,87,71,86,100,86,85,112,85,7
99,79,83,78,96,81,86,96,81,83,99,83,79,97,79,3
83,70,70,68,91,75,75,88,72,74,84,74,76,93,80,4
96,82,78,79,99,83,83,95,83,85,102,85,83,105,83,3
75,66,66,68,77,68,67,73,60,70,88,74,69,85,69,7
81,63,83,90,49,108,47,40,122,47,34,47,135,125,135,2
99,87,83,76,102,83,85,102,83,64,73,84,83,111,91,3
73,63,60,69,79,65,70,79,62,72,85,72,68,86,68,7
88,82,73,72,94,72,80,89,68,80,91,71,74,96,70,4
88,78,69,72,81,72,64,69,83,56,54,56,92,113,114,4
84,74,76,72,69,83,57,49,109,56,54,53,114,133,146,2
34,44,133,135,31,139,44,34,135,46,31,43,139,128,135,2
125,84,79,96,107,85,84,99,78,88,103,84,87,104,83,3
98,84,72,74,95,78,80,99,74,84,99,79,75,100,75,4
83,67,100,92,53,107,49,37,125,49,37,46,135,130,135,2
103,88,87,81,104,85,90,109,85,75,91,75,72,90,68,3
34,46,129,131,34,124,46,34,131,44,34,44,126,114,126,2
83,74,74,57,70,60,71,77,64,67,67,60,58,70,58,7
84,70,58,76,81,68,64,73,61,68,79,71,63,79,67,7
111,88,91,88,107,88,88,103,85,93,111,88,87,104,83,3
31,44,131,135,31,132,46,34,128,44,32,44,129,128,125,2
111,92,91,92,112,92,92,112,92,88,111,93,96,118,92,3
54,56,52,50,54,46,55,54,50,56,56,59,55,69,48,5
68,64,63,62,72,58,63,68,58,56,53,59,55,80,63,7
37,48,116,111,34,111,46,37,114,49,37,52,113,105,113,2
37,48,125,114,34,118,52,34,122,49,37,49,116,110,116,2
