@relation satimage

@attribute Sp11 numeric
@attribute Sp14 numeric
@attribute Sp16 numeric
@attribute Sp18 numeric
@attribute Sp23 numeric
@attribute Sp27 numeric
@attribute Sp32 numeric
@attribute Sp34 numeric
@attribute Sp37 numeric
@attribute Sp38 numeric
@attribute Sp43 numeric
@attribute Sp46 numeric
@attribute Sp49 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
67,98,112,98,98,97,97,106,68,111,111,68,102,1
80,91,111,98,94,81,85,95,71,103,107,71,92,1
72,91,106,94,94,103,96,112,75,107,103,84,100,1
50,74,75,74,78,71,79,75,56,75,79,49,78,1
63,87,95,92,92,89,89,100,67,99,103,71,98,1
52,79,73,83,75,80,80,75,50,69,69,50,76,1
66,89,100,92,92,90,94,99,67,97,106,67,87,1
63,89,100,92,96,90,90,95,60,88,92,57,87,1
76,88,99,88,88,92,87,83,74,96,96,56,89,1
56,83,84,86,86,87,87,84,64,98,94,53,87,1
63,94,106,97,90,94,94,102,64,103,103,64,99,1
56,92,87,85,85,92,87,87,63,96,100,63,92,1
60,74,99,88,96,79,87,111,63,87,91,66,89,1
68,85,91,78,74,96,83,87,74,113,109,66,85,1
60,79,81,83,83,88,88,79,63,87,83,63,87,1
63,89,91,89,89,94,90,103,70,106,106,70,97,1
67,87,92,90,83,83,83,81,64,83,87,60,85,1
63,83,97,87,94,79,83,98,56,91,95,64,88,1
60,83,75,80,80,76,76,85,60,83,83,64,88,1
67,98,70,98,105,97,97,40,68,102,89,53,113,1
63,90,95,90,90,83,83,88,64,81,85,64,83,1
47,73,71,73,76,76,76,66,53,64,61,56,74,1
49,83,77,75,72,80,80,71,50,69,73,50,76,1
59,74,79,81,89,79,90,103,60,92,102,70,94,1
67,100,111,100,96,100,96,113,67,108,103,67,94,1
53,83,88,83,80,79,83,85,56,87,87,56,81,1
59,81,96,81,89,86,86,99,63,106,97,63,87,1
49,74,79,78,81,72,75,66,53,75,71,50,73,1
75,100,116,100,100,96,100,113,79,112,112,71,98,1
50,76,88,80,87,79,79,85,56,83,87,56,81,1
71,103,112,92,88,96,100,111,66,100,104,74,100,1
55,75,83,79,83,89,85,79,59,91,88,56,83,1
75,90,99,90,90,94,94,88,57,94,85,50,76,1
67,98,108,98,98,97,97,111,64,111,111,68,98,1
56,89,83,81,78,86,79,73,50,79,75,50,80,1
53,85,83,81,78,83,79,79,52,79,79,56,85,1
53,69,75,76,80,68,76,77,53,71,68,56,74,1
66,96,113,100,103,98,101,112,63,111,111,63,97,1
59,92,103,96,96,89,92,104,67,95,95,63,79,1
63,80,88,83,87,79,79,89,64,99,91,60,88,1
53,76,73,76,79,74,85,95,51,68,72,59,79,1
84,92,107,96,96,92,96,109,75,99,99,63,90,1
50,76,69,72,76,81,78,71,55,83,79,51,83,1
67,97,106,97,101,98,94,106,71,112,112,71,99,1
56,81,83,81,85,83,75,81,63,84,79,67,87,1
68,92,103,96,96,92,96,107,63,100,104,63,96,1
56,79,84,79,86,80,80,75,57,77,81,60,79,1
67,94,95,90,90,90,90,92,53,85,89,57,79,1
63,90,106,90,87,91,94,98,64,83,99,68,85,1
67,94,103,94,94,94,90,102,64,102,106,68,98,1
67,87,102,87,87,91,87,98,64,99,95,60,85,1
70,101,106,97,97,98,98,102,71,112,103,64,92,1
63,100,111,100,100,100,100,109,67,108,108,63,94,1
59,86,88,83,83,80,83,88,57,81,85,57,83,1
64,103,112,103,99,100,100,116,66,109,113,66,100,1
64,96,112,96,96,96,96,103,63,109,109,63,96,1
75,92,103,96,96,92,92,96,63,95,91,59,86,1
51,79,87,83,92,81,81,83,56,88,84,56,79,1
67,87,91,87,87,81,85,91,52,77,84,52,79,1
50,78,87,92,92,79,83,95,56,83,79,52,81,1
63,83,79,83,83,78,81,79,59,84,81,56,79,1
67,83,79,87,92,92,89,79,63,81,95,67,86,1
59,92,99,92,83,81,85,100,67,77,66,63,86,1
71,96,107,96,96,92,96,109,67,108,112,71,98,1
74,90,115,97,101,102,102,115,76,112,116,80,99,1
68,99,107,96,99,100,96,111,70,109,109,70,96,1
75,92,95,87,87,85,85,83,63,91,88,67,83,1
70,94,106,94,90,94,94,106,76,112,112,80,96,1
64,96,112,99,96,96,96,111,63,96,109,66,100,1
63,71,91,79,87,78,74,91,71,103,99,75,79,1
57,87,88,83,83,76,76,85,56,79,79,53,78,1
66,96,113,100,100,98,94,103,74,111,106,63,87,1
53,80,88,87,87,79,83,89,60,87,83,56,85,1
64,81,103,88,96,75,83,107,66,87,87,66,78,1
59,79,99,87,87,78,81,100,52,84,81,59,79,1
64,83,85,83,83,81,81,87,75,91,95,71,87,1
64,99,121,96,99,100,100,111,66,113,113,66,100,1
66,92,104,96,92,79,79,95,63,88,84,63,73,1
63,96,109,100,100,94,98,108,67,92,102,67,94,1
88,100,111,96,96,92,96,104,79,108,103,63,86,1
72,94,106,94,94,96,92,103,71,99,99,67,96,1
52,74,79,74,85,72,79,91,53,75,79,53,73,1
64,91,94,83,79,96,88,91,71,116,107,67,83,1
63,75,103,87,92,81,89,104,63,99,108,71,94,1
71,98,112,98,98,97,97,111,68,111,111,68,94,1
63,101,115,101,101,102,98,111,64,112,116,64,96,1
67,97,102,90,94,94,94,106,64,103,103,64,96,1
67,101,115,101,94,98,98,115,64,112,116,64,96,1
49,79,73,79,75,73,73,67,50,66,66,53,76,1
64,88,91,81,81,96,83,91,70,118,113,66,89,1
67,96,107,96,96,96,96,104,67,108,108,63,98,1
56,81,83,81,85,83,79,88,57,92,88,60,87,1
60,76,77,79,83,85,85,99,59,72,79,59,79,1
59,85,79,78,81,83,79,73,47,71,71,47,69,1
66,96,109,100,100,98,98,108,67,115,111,63,97,1
53,76,77,76,76,70,74,75,51,68,72,55,75,1
67,94,99,94,94,94,94,106,64,106,102,68,94,1
59,71,68,75,83,78,70,67,59,73,73,59,79,1
64,92,107,96,96,96,96,107,66,104,104,66,92,1
60,83,75,80,80,76,79,89,60,91,91,64,88,1
70,97,111,94,97,98,94,111,71,112,112,68,99,1
50,80,75,80,76,76,76,73,50,71,75,50,78,1
52,74,71,70,70,72,72,70,50,71,79,53,73,1
60,87,92,87,83,79,87,89,53,79,87,53,85,1
79,96,99,92,87,96,92,91,63,99,91,56,83,1
68,92,103,92,92,92,92,103,70,109,104,70,92,1
68,96,107,96,96,96,100,107,66,104,113,70,96,1
70,94,106,90,80,91,91,89,71,103,107,64,85,1
63,97,111,101,101,102,98,111,68,112,103,64,99,1
76,91,94,91,83,96,92,91,79,107,103,55,87,1
57,87,88,87,83,79,76,81,53,75,79,56,78,1
75,87,111,100,100,81,92,113,67,99,112,79,101,1
63,94,102,94,97,94,94,102,64,107,103,64,96,1
57,83,77,79,76,88,85,79,55,91,87,55,87,1
87,94,108,98,94,90,90,97,64,98,102,57,94,1
50,80,75,80,73,83,79,81,50,79,79,53,78,1
57,69,79,65,83,65,79,106,60,83,99,68,96,1
63,92,99,87,87,92,92,96,67,99,95,63,90,1
59,90,95,90,94,87,87,97,60,94,94,57,87,1
60,76,81,76,79,81,85,87,67,83,83,63,87,1
53,81,83,85,74,79,75,68,52,67,71,56,74,1
59,75,99,86,98,83,94,111,68,106,111,68,98,1
64,99,112,99,99,100,96,107,66,113,109,63,96,1
71,96,112,96,85,100,100,107,70,113,113,74,100,1
63,87,99,92,92,85,89,100,59,81,88,59,86,1
71,100,111,96,96,103,100,113,63,103,108,75,101,1
51,71,75,75,79,70,74,79,56,73,77,59,83,1
46,74,67,74,74,75,72,70,47,75,71,50,76,1
53,70,71,74,74,71,71,72,56,71,79,56,74,1
92,102,115,102,91,103,96,103,79,111,107,75,92,1
68,94,106,98,94,92,96,107,71,103,103,71,92,1
67,101,111,94,97,98,98,115,64,116,112,64,96,1
70,97,106,94,97,91,94,111,71,107,107,71,99,1
86,92,113,100,100,94,98,103,78,111,106,67,94,1
56,88,95,92,92,87,92,103,63,87,96,63,89,1
71,96,112,96,96,100,100,111,66,109,113,70,100,1
68,98,111,102,102,92,99,107,63,103,103,71,96,1
56,74,79,78,78,79,79,73,53,84,84,57,73,1
53,73,79,73,80,76,76,81,56,79,87,56,81,1
68,98,111,94,98,96,96,112,67,107,107,67,96,1
53,79,73,76,76,74,78,87,59,83,95,63,92,1
64,92,103,96,99,92,92,111,66,104,100,63,92,1
66,100,113,100,100,98,98,112,67,111,111,63,101,1
63,98,108,98,94,83,94,106,50,62,66,60,87,1
67,96,91,92,83,96,96,83,71,99,108,71,94,1
67,92,103,92,87,81,89,91,63,91,103,63,90,1
59,75,73,75,79,87,87,92,64,94,94,64,91,1
66,100,109,100,96,98,94,103,63,102,102,67,90,1
55,79,72,71,75,78,74,67,52,73,66,52,68,1
64,91,98,91,91,92,88,99,48,34,58,59,83,1
66,100,113,100,100,98,98,112,63,111,111,63,101,1
75,86,103,90,86,104,101,111,80,111,111,68,91,1
79,100,111,100,100,92,96,113,75,112,112,79,98,1
56,74,75,74,74,71,75,79,52,79,75,56,78,1
53,74,68,70,74,71,71,61,49,67,67,52,70,1
71,88,99,88,85,96,96,103,74,113,113,70,100,1
63,98,108,101,98,101,101,111,64,115,115,60,98,1
63,87,97,87,87,87,79,89,53,83,79,53,88,1
71,96,107,96,100,92,96,100,67,95,99,67,94,1
63,94,106,90,90,91,87,98,43,34,48,53,92,1
64,98,102,94,94,96,96,107,67,107,107,67,96,1
59,81,79,81,81,83,79,81,50,79,79,57,80,1
67,98,103,90,83,104,94,97,68,115,115,64,91,1
71,98,112,98,98,101,101,111,68,111,115,68,98,1
78,101,102,97,97,102,98,106,71,107,112,68,99,1
57,87,97,87,87,87,87,85,56,87,83,53,81,1
60,92,95,88,85,87,83,75,52,79,83,49,78,1
67,96,111,96,100,85,96,113,63,88,99,63,98,1
63,83,88,87,90,83,83,85,60,83,83,60,85,1
76,99,112,99,88,96,96,107,70,100,109,70,96,1
67,98,108,94,94,90,94,102,64,89,102,68,94,1
92,103,121,103,96,92,100,107,63,87,96,66,92,1
68,87,89,83,83,92,88,99,71,111,111,71,96,1
56,86,99,94,94,83,83,88,53,77,81,60,79,1
56,81,95,88,88,87,92,103,63,100,104,63,92,1
56,78,87,81,89,83,79,84,57,75,79,60,80,1
64,96,107,99,96,96,96,107,66,113,113,66,96,1
59,87,99,92,87,85,92,104,63,99,99,63,90,1
50,74,75,78,78,79,79,72,52,83,75,49,78,1
63,83,91,86,83,87,90,84,64,85,85,60,76,1
57,76,73,76,76,74,74,75,55,72,72,59,79,1
71,96,99,83,75,100,96,100,71,112,112,67,90,1
60,92,107,96,96,92,96,107,52,83,87,63,92,1
56,81,83,78,81,83,83,81,57,79,75,57,80,1
51,75,72,75,75,74,74,71,46,66,70,49,75,1
63,78,104,89,96,79,86,112,63,92,88,67,87,1
56,85,83,85,85,83,87,95,63,104,96,66,89,1
59,79,83,83,83,74,78,79,56,81,84,59,83,1
56,74,79,81,85,79,83,95,56,79,87,59,89,1
67,79,66,79,86,87,90,92,76,102,111,88,102,1
74,89,96,92,89,94,90,84,60,92,84,50,83,1
64,98,106,94,94,92,92,107,63,99,99,59,92,1
51,79,64,75,67,81,78,75,52,81,73,49,83,1
67,94,111,101,90,102,98,111,68,107,112,71,96,1
67,79,72,71,75,89,78,63,59,73,73,63,75,1
59,87,87,87,83,89,85,83,52,81,73,49,79,1
67,94,97,94,83,91,83,73,53,87,75,50,78,1
66,100,109,96,96,98,94,108,63,102,106,63,90,1
72,102,115,102,98,99,103,112,71,103,103,71,100,1
67,94,95,90,90,83,83,79,60,77,81,64,83,1
64,81,87,81,81,92,87,99,66,113,109,63,92,1
60,85,91,85,88,92,92,103,66,96,104,70,96,1
71,94,77,79,79,90,87,92,76,106,102,80,102,1
67,98,112,98,98,101,101,115,60,111,111,68,102,1
68,99,112,99,96,96,96,91,70,100,104,70,96,1
68,98,111,102,98,96,99,112,71,107,111,67,100,1
59,85,100,92,92,94,94,95,57,88,88,60,83,1
55,79,75,75,75,78,81,71,52,70,66,52,72,1
68,88,95,85,85,96,96,103,70,113,109,66,100,1
63,89,96,89,89,90,90,95,67,102,102,63,90,1
60,96,107,99,96,96,96,116,63,104,109,66,96,1
57,76,81,76,76,78,78,79,55,75,72,55,75,1
55,83,75,79,75,89,81,75,52,84,81,52,79,1
63,97,120,101,101,98,102,115,64,116,112,64,99,1
50,76,67,69,73,72,72,73,50,71,75,53,78,1
72,98,111,94,94,99,99,112,67,111,111,71,100,1
67,94,106,97,94,91,94,106,64,95,103,60,92,1
50,73,75,73,80,72,76,73,53,71,75,53,70,1
66,92,87,81,81,86,86,95,57,88,88,57,83,1
60,79,81,83,83,85,85,83,63,95,91,63,83,1
71,94,108,98,98,94,97,111,64,111,111,68,98,1
64,99,107,96,99,96,100,111,63,109,104,70,100,1
56,78,75,78,74,79,79,66,57,84,75,53,73,1
63,79,81,86,94,90,94,97,80,111,115,88,94,1
53,73,71,73,76,76,76,73,64,95,83,53,74,1
68,85,87,88,78,87,79,72,66,87,96,63,78,1
71,92,103,96,96,96,92,99,70,109,109,70,92,1
68,102,106,94,79,103,99,99,71,111,111,71,96,1
67,97,111,97,97,98,94,89,71,103,91,60,88,1
64,99,107,96,96,96,96,107,63,100,109,63,96,1
50,76,75,80,80,79,83,77,46,79,79,53,81,1
49,81,79,78,78,75,75,73,47,67,71,50,76,1
56,79,73,79,72,76,73,71,60,94,81,57,76,1
60,83,106,90,97,87,94,106,56,95,95,68,92,1
53,78,79,78,78,75,75,79,56,83,83,56,81,1
63,92,100,92,92,86,86,88,57,92,92,57,87,1
50,70,71,74,74,75,75,72,46,67,71,49,78,1
66,81,87,81,85,79,75,84,57,84,79,50,76,1
56,79,88,86,86,83,87,88,60,98,94,57,87,1
64,98,111,98,94,99,96,91,67,99,91,59,83,1
71,96,91,92,88,92,83,87,70,100,83,59,81,1
49,66,67,70,74,72,72,73,47,67,71,53,73,1
68,94,111,98,94,88,96,107,63,95,107,67,96,1
63,90,99,90,90,83,90,97,64,85,85,68,87,1
49,75,73,75,72,76,80,75,50,73,81,53,79,1
67,100,111,100,96,100,100,113,63,112,112,71,101,1
60,65,89,79,91,74,88,112,67,91,103,71,96,1
51,83,75,75,75,81,78,71,52,73,73,49,79,1
74,104,111,101,97,102,102,111,68,99,107,71,99,1
64,96,107,96,103,96,96,111,63,104,100,66,92,1
56,81,83,81,81,87,87,95,66,100,100,63,92,1
64,68,77,65,79,67,74,99,63,87,91,71,87,1
67,76,102,90,94,76,83,102,68,87,87,64,81,1
67,94,102,90,94,91,94,111,64,95,103,64,96,1
67,90,102,90,90,83,91,106,56,68,83,68,88,1
74,92,100,92,92,90,90,91,60,102,92,57,87,1
75,96,99,92,92,92,81,87,59,91,91,59,90,1
60,65,92,83,94,79,91,111,60,99,112,71,96,1
63,89,96,89,92,94,94,103,67,106,106,70,94,1
68,98,115,98,98,99,103,116,67,111,116,67,100,1
66,100,118,100,100,101,101,112,67,115,120,70,101,1
53,87,84,83,87,87,87,94,56,91,95,56,85,1
56,78,79,78,78,83,79,73,53,88,84,50,76,1
63,104,111,97,97,98,98,111,64,107,107,68,99,1
74,90,92,94,97,102,102,111,84,116,116,84,96,1
51,75,68,71,79,78,74,79,52,73,84,56,79,1
53,83,85,83,91,78,78,87,51,75,79,55,83,1
63,79,99,86,101,76,94,115,64,94,106,72,98,1
57,80,79,80,76,76,76,73,56,71,75,56,74,1
68,98,111,98,98,99,99,112,67,111,107,67,100,1
67,87,95,87,87,89,92,100,63,103,99,63,94,1
67,83,99,79,86,90,80,88,68,102,89,60,79,1
68,87,94,83,72,99,99,103,84,116,107,67,92,1
53,80,84,76,73,83,87,81,64,99,99,60,85,1
66,89,96,92,85,79,86,95,60,84,75,63,83,1
66,92,100,92,96,98,98,108,70,106,111,70,97,1
56,74,83,85,85,71,75,79,49,67,71,52,70,1
63,98,112,94,94,94,94,102,64,106,106,64,94,1
64,83,85,83,76,81,85,91,63,91,95,71,92,1
56,78,87,81,81,87,87,95,63,96,96,66,89,1
51,75,72,75,75,74,78,71,49,70,73,49,72,1
88,94,89,76,76,96,85,79,84,103,79,63,83,1
53,88,79,85,81,87,87,83,66,104,91,56,89,1
56,79,77,75,86,80,76,75,53,85,73,50,72,1
49,75,66,72,72,76,73,67,53,77,73,50,72,1
63,81,87,85,89,75,86,81,50,79,75,50,76,1
67,97,102,87,76,94,94,94,68,112,112,68,88,1
52,70,63,70,66,75,72,70,50,79,71,47,65,1
67,83,87,75,71,96,85,87,67,112,103,63,79,1
49,79,73,79,75,76,76,79,53,77,73,50,79,1
84,99,112,92,88,96,87,91,66,91,87,63,85,1
75,100,116,100,100,100,96,113,79,112,108,67,98,1
60,88,83,85,81,83,79,75,56,83,75,52,78,1
68,91,89,79,79,92,85,91,71,107,107,63,87,1
97,102,106,91,91,96,81,87,79,107,107,71,96,1
78,92,104,96,96,90,90,99,67,97,97,53,83,1
66,92,109,96,96,94,98,108,67,111,106,70,97,1
70,97,102,94,94,91,94,111,76,107,112,76,99,1
59,83,88,83,83,80,80,75,57,77,73,53,76,1
84,91,115,102,102,103,103,116,75,107,111,79,92,1
52,79,73,75,83,80,76,88,53,85,85,53,79,1
87,86,99,86,90,87,94,97,72,94,98,57,91,1
67,94,103,94,98,94,94,106,64,102,106,68,94,1
68,87,98,91,91,88,88,103,71,103,103,71,92,1
56,79,84,86,94,80,83,88,53,77,77,57,79,1
70,87,79,73,69,94,79,77,71,112,99,64,74,1
53,83,81,83,83,85,81,79,51,83,79,55,75,1
74,100,113,96,100,98,98,112,70,111,106,67,97,1
52,75,84,86,79,76,76,71,50,73,66,53,72,1
93,104,120,101,94,98,94,106,68,83,95,71,92,1
60,90,102,90,94,91,94,106,68,103,103,71,96,1
68,98,115,98,98,96,99,112,71,111,111,71,96,1
56,85,91,85,88,87,87,95,52,87,87,63,85,1
57,79,73,72,68,74,74,71,55,79,75,51,75,1
57,79,89,87,83,81,88,95,55,83,83,51,83,1
57,90,84,80,76,87,87,73,50,83,79,53,74,1
71,99,99,85,74,100,96,87,70,113,113,66,96,1
63,96,113,100,100,86,98,108,57,88,92,63,94,1
70,94,106,97,97,94,94,106,76,107,116,76,103,1
53,81,83,78,81,79,87,103,56,83,87,66,89,1
76,96,112,99,96,100,100,103,78,104,104,78,96,1
50,76,73,76,79,78,78,79,51,75,72,48,75,1
70,96,104,96,96,98,98,108,70,111,102,70,94,1
60,80,84,80,87,91,91,94,68,103,103,68,92,1
63,90,92,80,80,87,83,94,68,112,103,68,88,1
67,92,87,83,87,85,92,100,63,66,81,71,94,1
64,96,103,88,85,87,83,79,56,87,83,49,78,1
71,96,107,96,96,100,96,109,67,108,112,71,101,1
57,76,77,76,83,78,85,87,59,95,99,67,87,1
59,74,87,81,89,75,86,108,60,92,111,67,94,1
59,83,87,92,92,89,81,75,71,99,77,63,79,1
78,87,97,94,94,87,91,94,68,99,91,53,85,1
59,90,84,83,79,76,80,71,50,69,69,53,72,1
72,94,106,94,94,92,96,107,67,103,107,67,96,1
50,76,67,76,80,76,79,81,50,79,79,50,81,1
57,79,81,76,76,74,78,79,51,75,75,55,71,1
64,96,107,96,96,96,96,107,66,87,91,63,85,1
63,94,108,94,94,94,90,102,64,106,102,64,94,1
56,85,83,81,81,83,83,84,57,88,88,57,87,1
71,87,95,87,83,92,89,96,67,112,103,63,83,1
67,101,112,98,98,104,97,111,64,111,111,68,98,1
70,97,115,97,94,94,94,106,68,103,103,71,96,1
53,76,73,76,79,78,74,71,48,79,79,55,75,1
71,87,111,96,100,78,89,113,75,99,99,71,98,1
60,83,85,87,87,85,85,95,55,87,91,63,87,1
72,98,115,98,91,99,96,112,75,116,111,71,100,1
63,83,91,87,92,81,85,83,59,73,81,63,86,1
60,83,84,83,80,79,79,81,60,83,83,64,85,1
