@relation 'satimage-weka.filters.unsupervised.attribute.Remove-V-R1-3,5,8,10,14-15,18,24,26,30,34,37'

@attribute Sp11 numeric
@attribute Sp12 numeric
@attribute Sp13 numeric
@attribute Sp15 numeric
@attribute Sp18 numeric
@attribute Sp21 numeric
@attribute Sp25 numeric
@attribute Sp26 numeric
@attribute Sp29 numeric
@attribute Sp36 numeric
@attribute Sp38 numeric
@attribute Sp43 numeric
@attribute Sp47 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
88,107,113,88,88,107,107,109,107,92,104,109,104,3
84,103,108,88,85,99,103,109,99,71,79,75,79,3
88,111,118,88,92,103,109,117,109,92,112,112,112,3
67,72,96,59,100,45,53,108,37,133,34,32,32,2
51,45,113,44,137,32,32,122,40,122,34,37,45,2
59,58,104,79,79,107,37,117,43,85,37,37,51,2
88,111,109,84,92,107,109,117,109,96,117,117,108,3
84,99,104,79,71,79,75,76,79,66,70,73,73,7
71,79,77,75,67,79,75,80,71,66,73,73,73,7
86,109,112,90,92,109,112,114,112,98,115,115,115,3
78,96,100,82,78,91,91,105,73,101,49,37,31,2
66,63,100,56,107,37,37,130,34,135,34,31,34,2
70,79,84,70,63,79,66,72,70,60,67,71,75,7
92,112,114,92,94,117,115,119,115,97,102,106,111,3
46,32,124,42,135,37,34,119,34,136,31,31,31,2
46,37,119,52,109,40,31,124,37,115,31,31,40,2
42,30,140,42,150,30,29,135,29,143,31,29,31,2
46,37,119,52,98,84,37,114,40,94,37,37,40,2
87,108,110,87,90,103,106,110,106,87,111,111,111,3
67,73,79,63,60,70,71,74,67,58,69,66,69,7
71,88,93,75,68,73,79,82,79,62,77,69,69,7
67,73,75,63,57,70,75,74,67,58,69,69,66,7
93,115,119,97,94,106,111,115,111,91,112,107,103,3
44,34,129,44,140,34,34,136,31,135,31,31,31,2
74,88,89,70,65,79,85,90,77,61,75,75,79,7
97,115,120,92,94,111,107,113,107,88,111,111,111,3
44,31,131,44,146,31,36,118,31,139,45,37,32,2
88,106,111,88,87,102,103,113,107,88,107,111,107,3
88,111,115,88,87,111,112,118,107,88,111,111,107,3
92,106,111,92,91,111,112,113,112,96,111,103,95,3
64,66,67,64,50,62,57,67,54,52,51,54,54,5
60,62,67,64,61,66,57,67,64,59,54,58,68,7
64,69,74,64,54,69,64,75,68,56,58,68,72,7
64,69,74,68,72,81,68,71,71,67,72,68,75,7
72,81,86,64,61,69,79,79,79,67,79,87,91,7
88,103,108,84,85,95,95,104,99,79,96,96,96,4
46,31,128,46,135,31,37,134,32,146,56,34,32,2
53,45,108,50,128,31,40,118,45,129,32,37,43,2
46,36,122,46,125,34,32,113,34,112,34,34,34,2
50,34,118,50,128,51,37,118,34,121,34,34,34,2
88,107,113,88,88,103,111,118,107,87,113,113,113,3
88,107,108,92,88,112,107,109,107,87,113,113,104,3
71,79,87,71,70,75,79,85,75,62,71,67,63,7
71,83,87,68,67,75,75,85,75,58,67,63,63,7
64,71,79,68,59,68,72,74,75,62,71,67,75,7
84,99,100,84,79,83,96,104,96,78,91,91,95,4
55,51,113,44,137,32,83,96,56,144,95,77,42,2
48,34,123,48,125,34,34,112,34,118,37,37,37,2
75,91,96,75,71,79,79,84,79,63,73,66,63,7
95,113,117,95,96,118,117,130,112,98,115,106,102,3
95,113,117,86,89,96,99,105,99,75,88,92,92,3
46,29,127,46,125,32,32,130,32,120,31,31,31,2
46,34,112,49,111,37,37,114,40,113,37,34,37,2
52,34,117,49,118,34,37,110,37,116,40,40,46,2
74,79,100,86,85,109,70,101,95,90,92,102,102,3
90,104,112,86,85,109,108,110,108,90,111,115,111,3
90,109,117,90,92,113,112,114,112,90,111,115,115,3
74,87,92,74,66,79,77,86,77,57,67,63,60,5
59,63,73,63,55,67,63,72,63,53,53,60,60,7
63,67,73,63,55,75,63,68,60,57,60,60,67,7
52,40,110,49,113,37,34,110,37,111,37,40,43,2
46,37,110,52,109,70,63,97,79,76,77,77,81,2
92,112,114,92,90,108,106,114,106,76,98,98,89,3
83,99,101,79,75,84,88,93,84,65,77,81,81,7
59,66,72,63,64,70,67,74,71,65,59,62,62,7
97,115,124,97,94,115,115,120,106,76,95,91,87,3
44,34,124,44,136,34,31,125,31,135,31,29,31,2
44,37,105,47,111,40,40,106,43,91,61,71,75,2
47,31,131,44,142,31,39,118,29,139,58,34,32,2
47,34,131,44,139,31,31,133,31,135,32,32,34,2
72,81,90,72,65,69,83,87,79,63,87,87,83,7
46,34,118,50,121,36,37,118,34,125,32,32,32,2
43,29,133,46,125,34,37,113,40,83,49,56,63,2
50,34,113,50,103,51,51,100,64,62,63,71,71,2
48,29,118,48,116,42,32,122,32,129,37,48,60,2
71,83,89,71,75,64,83,88,83,74,84,84,81,7
46,34,112,49,125,34,40,105,40,120,46,49,53,2
49,34,122,56,100,56,60,97,66,57,67,67,63,7
66,71,73,66,63,79,73,79,77,64,71,71,75,7
74,83,88,66,70,60,81,93,77,72,84,84,67,7
43,29,117,49,89,46,28,119,32,72,37,37,40,2
49,40,96,52,63,46,32,105,45,72,37,40,40,5
67,77,82,67,64,77,71,78,75,58,73,73,77,7
42,30,124,42,135,30,31,124,29,115,37,37,37,2
49,45,82,52,72,42,40,93,40,83,31,37,34,2
85,97,105,82,80,92,98,102,98,79,107,112,112,3
47,37,119,53,119,56,69,102,73,54,71,71,71,7
63,67,70,63,55,67,69,78,69,57,71,75,71,7
70,79,78,74,65,79,77,78,77,61,71,71,71,7
53,49,78,50,87,37,31,98,37,102,29,31,42,2
92,111,115,97,91,115,107,113,107,88,111,111,111,3
68,69,71,68,57,73,75,75,71,56,68,72,68,7
68,73,74,64,57,73,75,71,71,59,68,72,72,7
72,77,78,68,57,73,75,71,71,59,72,75,75,7
44,37,115,47,113,37,31,104,31,107,29,29,32,2
92,107,113,92,92,112,111,109,111,87,113,109,109,3
64,71,75,64,59,71,72,74,72,54,71,71,75,7
68,71,71,68,56,71,72,74,72,58,71,71,75,7
71,75,87,64,78,64,75,93,68,79,91,83,79,5
64,71,87,64,78,71,68,89,68,71,67,71,71,5
68,71,87,68,74,75,72,85,72,67,71,75,71,5
68,71,83,71,88,75,72,77,68,67,71,71,71,5
71,75,87,71,70,75,68,81,72,67,71,71,71,5
50,42,96,50,96,36,32,104,40,100,29,27,29,2
43,31,104,43,114,29,34,104,32,112,29,32,32,2
67,72,70,67,54,72,71,73,71,55,70,70,77,7
67,72,81,71,67,68,71,84,71,66,70,70,66,5
71,75,85,63,92,37,79,80,79,78,73,77,81,4
95,113,117,99,92,113,112,114,117,90,111,111,106,3
63,71,73,63,55,67,70,75,66,57,67,67,67,7
66,71,73,66,55,71,73,72,70,57,79,71,75,7
70,75,80,70,66,79,81,86,81,60,79,79,79,7
92,108,105,87,83,95,97,105,88,69,98,94,85,7
63,77,75,71,64,81,75,78,75,62,73,69,73,7
71,81,82,71,68,81,79,85,79,62,81,81,85,7
75,84,82,75,75,95,92,93,92,76,85,98,98,7
67,73,90,67,75,70,75,89,75,76,85,94,94,5
75,77,86,71,60,66,79,85,75,65,89,85,81,4
71,81,93,59,113,32,84,89,79,115,81,85,66,2
97,115,119,97,94,115,115,125,115,91,112,107,107,3
97,115,114,93,90,111,111,111,111,91,107,112,107,3
78,84,89,67,55,67,85,82,69,54,79,68,68,7
82,92,97,74,73,84,94,98,85,76,91,91,91,7
74,79,97,53,115,34,85,98,66,113,83,87,61,2
64,69,74,64,57,77,75,79,75,59,72,75,75,7
64,69,74,68,57,73,71,71,71,56,75,72,68,7
72,77,82,68,61,73,83,87,83,70,87,79,75,4
68,66,106,50,113,34,87,96,61,110,83,79,48,2
47,34,102,50,113,37,31,108,45,78,29,37,64,2
53,49,98,60,79,77,83,87,83,63,83,79,79,4
101,116,122,101,96,116,121,123,116,96,118,118,118,3
92,112,113,92,88,103,107,109,99,79,104,104,104,4
84,107,113,84,85,103,107,113,107,87,113,109,100,4
84,107,113,88,85,99,107,113,107,79,109,100,91,4
64,75,71,68,56,75,72,74,72,58,75,75,75,7
71,83,87,71,70,83,79,85,83,67,79,79,83,7
76,91,96,76,74,91,87,89,83,71,87,83,83,7
43,36,104,46,121,31,34,109,37,121,32,32,34,2
79,95,100,84,79,107,104,104,100,89,103,103,103,4
71,79,85,67,50,68,83,88,75,55,81,77,73,7
63,68,70,67,54,72,71,69,75,59,73,73,73,7
67,72,74,67,54,75,75,80,79,63,81,77,73,7
71,79,85,71,67,83,79,80,79,66,77,77,84,7
41,32,104,44,125,29,34,104,32,129,37,40,40,2
90,109,112,90,85,109,112,119,108,90,120,120,115,4
86,104,104,86,81,100,103,105,103,83,106,106,106,4
90,113,122,90,89,100,112,114,103,72,106,97,88,4
74,83,88,74,66,75,77,86,81,57,79,79,84,7
66,75,76,66,59,75,73,79,73,60,79,79,75,7
66,79,80,66,59,75,77,79,73,57,71,71,75,7
63,75,80,66,59,79,73,79,81,60,75,75,75,7
66,79,76,66,63,75,77,86,73,60,75,79,75,7
70,79,80,70,63,79,77,79,77,64,75,79,79,7
43,29,108,46,122,43,48,90,63,64,84,88,84,2
96,117,130,96,94,112,102,101,88,65,77,73,73,3
71,84,82,71,68,81,79,82,79,62,81,81,81,7
63,73,79,67,60,77,75,82,75,58,77,77,77,7
67,73,82,63,60,73,79,74,75,55,73,73,69,7
67,77,75,67,60,77,71,74,71,62,73,73,77,7
67,77,82,63,60,77,71,78,75,58,73,77,77,7
75,70,101,56,113,34,84,97,67,101,89,85,73,2
78,88,97,67,65,79,85,94,81,65,87,87,83,7
67,79,78,67,62,71,73,78,77,57,75,75,75,7
67,71,82,63,62,75,77,78,77,65,79,83,79,7
63,67,74,63,62,71,69,74,73,57,71,75,75,7
74,84,97,70,94,43,89,94,85,72,79,75,83,4
60,56,85,63,73,84,94,86,94,76,99,99,95,4
68,73,74,64,57,69,79,79,75,59,75,75,72,7
68,69,74,64,57,69,71,75,75,59,72,75,75,7
64,77,82,64,65,77,75,79,75,67,83,87,87,7
84,107,108,84,85,99,103,104,103,83,96,100,100,4
68,79,83,68,63,75,79,81,79,58,91,79,79,7
71,83,87,76,78,91,83,93,79,67,83,71,63,7
71,87,96,71,70,91,91,93,87,71,91,87,83,4
67,83,85,79,87,107,75,76,71,63,73,73,77,7
79,91,96,75,75,91,91,96,87,74,95,91,84,4
67,75,81,67,62,83,75,76,79,63,73,77,73,7
67,79,81,67,62,75,75,84,75,70,66,63,60,7
75,116,123,75,100,116,113,122,113,100,112,108,112,1
75,87,93,75,71,91,87,96,83,70,88,88,88,4
66,75,80,66,59,75,77,82,81,64,84,79,79,7
86,100,100,82,78,91,99,105,99,75,102,97,92,4
78,91,96,78,70,91,95,101,91,75,92,88,88,4
78,91,96,66,66,79,91,93,81,68,88,71,88,7
66,91,104,74,92,113,99,105,112,101,102,115,115,1
66,100,108,66,85,87,103,114,91,75,106,97,88,1
67,73,82,67,60,73,88,101,88,62,98,89,81,7
67,77,82,63,68,66,71,82,60,83,62,59,59,5
71,108,124,67,98,112,106,124,111,97,111,115,115,1
78,92,93,70,62,79,94,94,89,61,87,91,87,4
82,88,101,67,65,88,81,90,69,79,75,83,95,7
67,75,82,67,65,71,77,82,69,68,79,68,61,5
53,56,97,60,87,60,55,86,55,72,57,54,57,5
70,102,114,74,101,115,106,115,115,98,112,116,112,1
70,88,85,67,62,71,73,78,73,57,75,75,75,7
76,94,94,80,79,102,91,96,91,70,79,75,72,4
68,69,86,76,79,94,83,91,95,67,91,91,83,7
68,115,120,64,98,115,116,122,116,103,116,111,111,1
64,68,83,60,70,57,72,77,54,50,91,67,49,5
64,116,122,64,96,116,116,123,111,96,113,113,113,1
64,116,122,68,103,112,111,123,111,100,118,113,113,1
68,75,75,64,63,75,75,81,72,58,79,71,63,7
64,75,75,68,59,71,68,74,68,62,63,67,71,7
68,71,75,68,59,75,72,70,75,62,71,71,71,7
67,72,85,63,67,68,53,73,49,66,54,51,54,5
79,99,109,79,75,72,100,104,100,74,99,99,91,3
59,61,81,67,62,79,56,88,63,63,54,57,70,5
71,111,118,71,96,107,104,112,113,96,112,108,112,1
67,79,81,67,58,75,75,76,79,59,66,77,81,7
66,79,88,66,63,79,84,86,84,64,79,75,84,7
82,100,104,82,85,100,99,105,99,83,97,97,97,3
52,56,69,56,59,60,54,68,60,68,53,53,53,5
75,91,97,63,34,51,88,89,63,44,85,59,49,5
56,60,75,52,68,54,53,82,53,73,52,52,52,5
63,112,130,71,101,112,111,124,115,97,111,111,115,1
67,67,93,60,80,56,73,90,66,76,83,75,68,5
50,53,82,53,76,56,52,82,52,65,54,54,57,5
53,53,82,50,73,53,52,82,52,57,54,57,57,5
60,79,82,60,83,111,89,102,106,98,99,112,107,1
68,85,82,64,61,77,87,87,83,67,87,83,79,7
64,77,86,64,65,81,83,83,79,67,79,75,79,7
53,49,71,53,57,55,51,67,54,63,54,58,54,5
68,111,115,68,98,111,107,118,112,99,111,107,111,1
68,73,71,64,57,69,75,79,68,56,75,68,64,7
68,83,87,64,67,79,83,93,79,62,96,87,79,7
80,103,108,80,85,103,107,109,107,87,104,104,104,3
64,112,122,68,96,112,107,118,107,100,109,104,113,1
79,91,93,79,71,91,87,88,87,70,88,88,95,4
71,79,89,75,71,87,63,84,75,74,57,73,84,7
79,107,109,79,87,107,100,108,104,89,84,95,103,3
71,83,81,55,46,54,96,104,79,44,95,84,66,5
55,54,74,55,58,54,56,73,53,59,54,57,60,5
51,54,70,55,67,54,53,73,56,78,60,70,77,5
67,107,118,71,100,111,109,112,104,100,103,103,108,1
71,107,118,71,96,111,109,122,104,100,108,108,112,1
63,68,70,63,58,64,67,66,67,55,70,66,70,7
78,87,88,78,70,87,91,97,88,72,88,92,92,4
66,79,80,63,63,83,84,86,81,64,88,79,79,7
52,60,73,56,55,56,57,75,54,60,63,56,60,5
56,56,69,52,59,53,54,79,54,68,60,63,75,5
52,56,73,52,59,53,54,79,57,75,63,75,84,5
56,53,76,52,63,56,60,86,60,83,84,92,106,5
66,109,122,63,96,109,108,119,112,94,111,106,102,1
63,113,122,63,96,109,112,119,108,94,106,102,102,1
63,109,122,63,96,109,108,114,103,90,102,102,102,1
66,109,117,66,96,104,108,119,108,98,111,106,111,1
70,75,73,63,55,67,73,82,70,60,71,75,71,7
75,91,97,79,72,88,88,97,92,73,89,94,94,4
75,88,90,79,68,95,88,93,84,73,89,85,85,4
71,84,86,67,64,81,88,93,79,62,89,85,77,7
67,99,101,75,79,99,106,114,92,83,102,89,85,1
63,112,114,63,98,112,106,114,111,94,106,106,106,1
63,108,119,63,94,108,111,124,106,90,106,106,102,1
63,99,110,63,79,77,111,114,106,83,111,111,102,1
78,92,93,82,69,88,94,94,94,72,95,91,91,4
67,79,82,67,65,75,81,86,81,65,79,79,79,7
67,75,85,70,73,79,85,94,89,68,99,95,87,7
63,63,97,67,87,84,94,111,106,102,112,116,121,3
67,111,124,67,94,111,111,120,111,98,112,107,112,1
68,77,82,64,57,81,79,83,75,63,83,75,68,7
68,81,78,72,76,77,71,79,79,70,68,72,75,7
60,66,74,60,76,66,68,71,75,81,91,99,107,5
64,106,115,64,94,102,99,113,103,96,99,99,103,1
76,87,91,76,70,87,83,89,87,67,83,83,83,4
71,87,100,80,88,107,107,113,103,96,100,100,96,1
92,116,128,97,103,116,107,113,111,92,87,96,100,1
97,121,128,88,96,103,111,123,107,92,96,100,100,1
68,83,100,71,88,103,107,113,103,96,104,109,104,1
75,87,89,71,67,79,79,76,79,70,73,73,84,7
63,61,74,59,54,79,75,84,56,59,81,63,70,5
88,107,113,88,92,107,113,127,113,96,117,117,112,3
67,107,118,71,96,111,113,122,113,100,108,112,108,1
74,83,88,66,63,79,81,86,81,57,75,79,75,7
86,104,112,86,92,113,103,114,112,98,115,111,106,3
71,81,82,67,57,73,79,82,75,58,77,77,73,7
67,81,82,67,64,77,88,89,92,80,106,106,102,7
67,81,82,71,64,77,92,97,97,83,106,102,98,7
92,108,114,87,90,103,106,114,106,97,111,106,102,3
83,103,114,83,94,112,115,114,111,90,102,98,98,1
79,103,114,71,90,99,102,114,97,90,98,85,85,1
63,71,74,63,58,71,73,74,73,57,71,75,71,7
60,71,70,63,62,84,73,78,69,68,83,79,75,7
63,75,74,67,69,88,69,74,81,83,79,75,87,7
82,102,105,85,90,120,106,106,106,94,103,107,112,3
93,120,129,93,101,106,115,115,115,94,112,116,112,3
89,106,114,85,94,115,111,115,106,91,112,103,99,1
60,97,110,60,90,92,85,102,89,79,83,75,75,1
57,88,105,60,83,92,85,94,85,87,79,83,87,1
60,88,110,57,87,97,85,98,94,87,83,87,87,1
57,92,110,57,87,97,94,106,94,87,87,87,83,1
63,97,110,60,87,92,94,102,85,87,83,79,87,1
60,97,119,63,97,106,98,106,106,98,87,103,107,1
70,111,119,67,94,106,111,120,111,94,112,112,112,1
64,73,71,68,57,73,75,75,71,56,68,72,72,7
53,89,106,53,83,81,87,104,95,81,83,83,79,1
57,98,106,60,98,106,87,104,103,96,87,95,107,1
68,111,115,68,94,111,112,122,112,96,111,111,111,1
68,111,120,68,94,111,112,122,112,96,111,107,107,1
64,71,67,68,59,75,72,74,72,54,67,71,71,7
68,75,79,76,78,103,72,81,83,79,100,104,104,7
53,79,96,46,78,79,79,93,75,79,83,83,83,1
68,107,118,64,96,112,107,118,107,96,91,96,109,1
63,72,74,63,58,79,75,76,75,63,95,99,99,7
71,79,81,67,62,83,91,92,100,89,112,108,108,3
75,83,96,75,83,87,91,96,71,74,88,66,66,7
71,111,123,71,100,111,109,122,109,96,103,108,112,1
71,111,118,71,100,107,113,122,113,100,112,108,103,1
70,75,92,74,78,79,77,86,73,68,63,71,75,7
74,83,88,78,81,104,91,101,103,98,88,106,106,7
56,87,104,56,81,75,73,97,73,75,67,71,67,1
63,91,108,59,85,79,91,101,88,83,79,84,88,1
66,109,122,66,96,113,103,124,108,98,106,106,111,1
83,99,101,87,83,99,106,110,106,87,106,106,106,3
52,70,90,52,75,84,71,89,75,80,73,77,89,1
56,81,97,52,79,66,84,93,75,73,94,81,73,1
63,95,101,63,94,103,106,110,111,94,102,106,106,1
67,103,119,67,90,99,102,114,97,87,98,98,85,1
67,71,78,67,62,84,89,94,98,91,99,103,107,3
78,88,97,89,94,106,89,102,106,91,95,107,99,3
50,71,89,50,80,84,73,86,77,83,83,95,99,1
50,79,97,53,83,88,81,98,85,83,87,87,87,1
84,106,115,84,87,102,107,113,103,85,107,107,103,3
88,98,106,84,79,81,95,104,95,59,99,95,87,7
76,89,102,84,94,102,95,113,107,88,107,111,99,3
53,85,98,57,87,94,83,100,91,85,95,95,95,1
53,66,106,60,87,98,34,118,48,92,32,32,34,2
64,98,106,64,87,85,95,108,99,88,95,95,95,5
60,69,78,64,68,69,61,83,57,70,54,48,42,5
71,75,83,64,63,68,87,96,75,79,96,91,87,7
53,64,79,50,70,64,68,77,64,67,67,67,63,1
64,83,100,64,85,99,72,85,79,79,71,71,75,1
64,99,113,68,88,91,79,96,83,83,75,75,79,1
60,91,104,64,88,83,79,96,87,83,79,79,83,1
56,87,104,56,81,87,99,113,99,87,100,104,96,1
56,95,108,60,92,103,95,109,99,92,87,96,100,1
46,48,96,43,121,34,45,113,29,133,79,43,49,2
51,83,104,48,75,72,83,96,79,78,73,73,73,1
59,79,89,59,79,83,71,84,75,78,77,81,84,1
67,95,100,67,87,95,100,112,100,92,103,99,99,1
63,95,100,63,83,95,71,104,87,89,34,51,73,5
90,100,100,86,81,100,99,101,95,83,97,97,102,3
86,100,108,78,92,104,99,105,99,90,97,97,97,1
49,83,96,49,78,71,73,90,73,79,67,71,75,1
52,63,80,49,66,67,66,82,70,72,71,67,71,1
66,100,112,63,92,100,103,119,99,94,97,106,97,1
59,87,100,66,89,96,51,101,73,83,29,37,63,5
87,103,105,87,83,91,106,105,102,76,102,94,98,3
56,81,93,56,79,84,79,89,79,83,77,77,77,1
56,81,93,56,86,99,79,93,88,83,77,77,81,1
67,99,110,63,90,95,88,101,75,83,77,81,85,1
59,99,114,59,86,84,102,114,106,87,98,106,98,1
63,95,105,67,94,103,92,105,97,97,85,98,106,1
42,32,114,42,139,30,31,114,31,133,34,31,31,2
59,60,72,59,72,60,75,89,71,69,77,85,81,7
57,84,101,53,87,79,77,94,77,76,79,83,83,1
50,79,93,53,76,79,77,90,77,76,83,87,83,1
67,111,114,60,97,40,102,115,89,113,91,91,83,1
44,29,114,44,133,37,31,111,37,109,57,61,61,2
70,88,114,74,94,84,69,111,73,79,61,61,68,5
63,75,89,60,65,67,77,94,85,72,83,99,95,4
84,98,106,84,87,102,91,96,95,88,91,95,99,3
88,98,106,84,79,94,99,104,99,85,99,99,99,3
84,102,111,88,91,98,103,108,99,88,103,95,95,3
53,69,82,50,72,73,71,87,75,78,72,72,83,1
50,73,90,50,79,77,75,91,75,74,75,75,72,1
53,77,90,57,76,77,83,100,87,85,103,91,75,1
68,111,120,64,94,106,112,122,112,99,107,111,99,1
60,89,111,53,113,31,91,108,83,99,87,99,87,1
44,31,115,44,131,31,39,108,48,96,64,64,61,2
53,55,98,57,72,85,64,91,64,78,61,61,75,5
88,103,108,88,92,95,103,109,95,92,104,100,96,3
76,95,104,68,88,91,95,109,95,83,96,96,91,1
50,71,87,50,74,75,72,85,72,75,67,71,71,1
53,71,87,53,78,79,75,85,79,79,75,79,83,1
56,79,91,60,85,91,83,96,91,87,79,83,83,1
56,83,100,56,85,91,87,100,87,92,104,96,96,1
84,99,104,88,87,107,91,104,100,92,95,103,112,3
48,72,89,51,75,79,71,84,71,78,73,70,70,1
55,68,81,51,71,75,71,80,71,74,70,73,77,1
51,72,81,55,75,79,71,84,75,78,73,77,84,1
59,87,104,67,92,87,79,92,75,92,77,66,81,1
59,61,89,59,75,75,60,88,60,74,60,54,45,5
59,58,104,59,100,64,60,96,63,96,63,60,63,5
71,79,96,79,79,95,67,108,75,78,66,77,91,5
90,100,108,86,81,100,103,110,103,86,97,102,102,3
82,100,108,74,89,96,99,110,103,90,88,92,84,1
74,91,100,78,81,91,91,97,91,75,92,84,88,4
79,95,101,83,79,95,97,97,106,90,106,115,120,3
52,70,82,49,75,66,71,89,71,73,81,77,73,1
59,84,93,59,86,95,84,93,75,83,81,73,73,1
63,95,110,63,83,73,84,97,84,83,73,81,81,1
67,84,97,59,75,73,79,85,75,80,89,98,98,1
71,103,114,75,98,108,106,119,111,97,102,106,106,1
71,99,114,75,98,99,102,114,106,90,106,111,106,1
49,51,86,59,72,63,46,82,67,83,52,66,77,5
78,92,101,78,76,92,98,98,94,79,99,99,95,3
89,102,105,85,87,102,102,106,106,98,99,99,107,3
50,67,93,50,80,75,73,94,81,79,79,79,79,1
63,84,97,63,80,79,73,90,81,83,83,87,83,1
67,106,114,70,94,106,102,115,106,94,107,103,103,1
70,111,124,70,94,106,106,115,111,94,107,107,116,1
80,94,94,80,79,98,95,96,95,81,95,95,95,3
80,94,98,84,83,98,95,100,99,81,95,95,99,3
84,102,106,88,91,106,99,113,99,96,99,103,103,3
53,81,98,53,76,73,83,96,75,74,72,79,79,1
64,85,102,60,76,81,87,104,91,88,95,103,103,1
64,102,115,68,94,102,107,122,103,92,107,111,103,1
68,106,115,68,94,106,103,113,103,96,111,103,107,1
97,112,122,97,96,103,111,118,111,83,104,104,100,3
53,71,87,53,70,71,68,85,68,71,71,71,79,1
64,87,100,60,81,83,95,104,95,87,87,96,100,1
60,83,100,64,81,87,91,104,91,92,87,87,96,1
64,83,96,60,85,91,91,104,95,92,87,96,104,1
92,116,133,84,96,83,111,128,103,79,83,96,91,1
56,71,96,56,81,64,75,96,72,75,83,83,87,5
64,71,108,68,96,87,87,113,95,83,83,87,87,5
80,102,102,76,79,102,99,108,103,88,107,107,107,3
84,106,111,84,87,106,112,128,112,88,111,116,111,3
84,98,111,84,91,102,103,113,107,92,107,107,107,3
64,69,78,68,65,66,79,79,75,67,72,64,61,7
88,107,118,88,88,103,107,113,107,83,104,104,104,3
92,112,118,92,92,107,107,109,107,87,104,104,104,3
90,109,112,86,89,109,108,110,108,86,106,106,102,3
63,73,97,59,98,45,40,119,37,136,34,34,34,2
83,103,105,83,83,99,102,110,106,83,106,106,102,3
79,99,105,83,83,95,102,101,102,87,111,102,102,3
78,106,110,78,83,102,111,111,102,79,107,99,95,3
42,31,124,44,133,37,34,131,31,139,31,31,34,2
44,34,119,53,97,92,31,131,40,83,31,34,51,2
89,111,114,89,87,106,111,115,106,91,107,107,107,3
89,111,110,89,87,106,106,115,115,94,107,107,107,3
88,106,106,88,87,111,107,113,107,85,103,103,107,3
