@relation 'satimage-weka.filters.unsupervised.attribute.Remove-V-R3-5,18,22-24,28,31,33,36-37'

@attribute Sp13 numeric
@attribute Sp14 numeric
@attribute Sp15 numeric
@attribute Sp29 numeric
@attribute Sp34 numeric
@attribute Sp35 numeric
@attribute Sp36 numeric
@attribute Sp41 numeric
@attribute Sp44 numeric
@attribute Sp46 numeric
@attribute Sp49 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
73,52,59,51,54,72,60,48,70,57,62,5
124,94,96,115,115,124,94,91,120,92,94,3
93,75,79,88,88,93,76,72,90,80,76,4
119,135,46,34,37,114,129,135,125,47,124,2
110,90,96,115,111,114,94,94,120,97,94,3
119,94,96,115,111,114,87,87,106,84,83,3
72,49,56,53,56,63,51,57,71,53,50,5
72,60,59,37,53,85,76,113,106,44,94,2
124,143,44,31,31,131,139,132,133,46,139,2
114,119,44,37,40,106,105,103,100,64,81,2
110,83,93,111,120,120,98,74,108,92,92,3
114,87,89,98,98,98,79,81,96,80,74,3
85,65,70,81,81,94,65,70,87,71,67,7
74,58,63,69,55,60,46,67,79,64,56,5
94,76,57,68,39,118,132,79,93,63,100,2
82,61,68,75,79,83,67,62,85,71,62,7
64,50,60,61,61,75,67,71,81,63,62,5
111,116,44,29,29,122,128,146,134,41,137,2
106,116,44,31,42,96,78,129,123,44,116,2
75,63,53,48,48,74,62,66,84,52,66,5
67,56,53,51,45,70,54,59,69,56,52,5
100,79,84,96,96,100,81,83,97,79,75,4
128,141,44,34,34,112,129,79,105,49,120,2
104,79,84,87,83,84,70,72,97,79,72,7
89,75,63,83,71,88,70,72,93,71,75,7
77,67,55,60,53,84,70,68,82,59,68,5
74,54,55,49,49,76,59,68,79,56,60,5
113,116,51,29,40,96,89,127,119,46,113,2
85,71,51,40,46,80,63,127,105,49,72,2
100,81,78,95,95,97,75,80,101,85,80,4
96,78,78,95,99,105,83,80,110,82,83,4
88,70,66,70,66,72,53,51,74,67,55,7
80,59,70,66,66,72,53,55,70,63,55,7
80,63,70,81,81,82,64,65,82,70,65,7
100,78,78,91,88,90,72,69,85,74,69,7
69,52,56,48,51,68,60,58,74,53,58,5
84,70,52,48,37,110,116,87,105,42,129,2
97,79,83,97,97,105,80,83,102,88,79,3
97,79,79,92,92,101,83,83,106,88,87,4
105,83,83,106,111,114,90,87,115,97,91,3
124,131,46,37,37,119,133,98,111,60,87,2
97,83,63,67,63,67,51,54,71,64,54,7
72,53,67,67,67,70,55,54,67,64,54,7
97,75,83,88,84,82,69,76,94,76,72,7
97,72,79,84,75,82,69,72,90,68,72,7
82,64,71,75,79,82,69,72,86,68,72,7
97,75,75,84,84,85,69,72,86,72,68,7
82,68,59,60,53,78,73,68,86,57,72,5
68,53,56,53,53,74,65,61,78,57,68,5
75,68,52,53,53,78,65,68,90,44,98,5
119,127,42,37,37,101,104,109,115,44,120,2
114,90,89,111,111,111,91,96,122,97,96,3
114,87,89,111,102,106,83,96,122,97,92,3
78,58,67,69,69,71,57,52,71,64,56,7
82,65,60,59,62,86,68,70,79,64,70,5
74,58,53,55,46,90,83,85,96,46,107,5
119,136,44,37,37,106,113,107,104,40,110,2
115,94,97,116,116,122,96,96,123,97,96,3
115,87,80,107,95,104,74,92,118,84,83,3
98,87,68,75,75,87,78,71,77,67,58,2
64,54,64,71,71,75,56,54,70,67,54,7
78,61,72,75,71,75,56,58,74,67,58,7
78,57,68,75,75,75,59,58,77,71,67,7
90,72,72,71,64,87,78,79,93,67,79,5
78,76,53,54,54,83,70,67,85,63,92,5
98,113,44,31,42,96,96,121,104,44,116,2
108,81,88,107,107,109,92,89,112,90,89,3
71,56,64,68,68,70,54,59,73,63,55,7
75,56,64,72,72,74,54,55,73,66,59,7
67,59,68,72,68,74,54,59,80,66,55,7
79,63,76,83,95,96,75,70,88,78,66,7
118,96,97,113,118,117,92,94,114,96,98,3
74,54,67,71,71,76,55,64,79,71,60,7
77,62,67,71,79,80,63,60,68,71,60,4
100,100,48,40,40,92,92,127,110,49,101,2
112,92,90,84,77,82,57,69,74,67,48,7
84,70,66,70,66,82,68,76,89,67,76,5
80,63,66,66,73,75,60,65,82,70,58,4
80,63,70,77,81,86,72,58,82,67,65,4
104,100,46,51,32,101,116,76,97,53,115,2
114,94,96,111,106,110,87,83,106,80,79,3
75,57,63,71,71,78,58,57,74,64,61,7
68,57,63,75,79,82,65,61,74,68,61,7
86,68,71,79,79,85,62,65,86,72,68,7
93,79,71,84,75,93,76,76,90,72,79,7
86,72,71,84,79,97,94,65,86,76,79,4
105,113,42,29,34,105,104,116,98,60,79,2
114,90,93,106,106,111,87,92,118,88,85,3
114,94,89,106,98,102,83,81,104,84,85,4
105,80,82,94,85,82,68,78,91,76,63,7
70,51,63,69,69,74,57,52,75,64,56,7
82,58,63,73,73,78,57,52,75,64,56,7
82,69,67,73,81,86,72,67,83,68,67,4
120,98,101,116,112,122,96,100,123,97,96,3
111,87,88,99,99,104,81,79,109,88,83,4
111,83,80,107,103,108,85,87,113,88,87,4
74,57,68,75,75,75,63,58,77,67,58,7
82,61,64,75,75,75,59,58,77,71,58,7
94,76,76,91,91,96,74,71,89,75,71,7
98,76,80,91,91,100,78,75,100,79,83,7
86,72,72,91,83,87,67,87,104,75,75,4
106,113,47,36,34,108,121,112,109,41,116,2
118,96,92,107,107,109,83,85,104,86,85,3
104,85,84,103,107,109,83,81,108,86,89,4
75,56,64,72,75,77,58,59,80,66,59,7
79,56,64,75,75,77,58,59,76,70,59,7
113,128,43,29,37,109,112,129,108,46,122,2
123,100,97,118,113,112,92,90,105,92,90,3
109,83,84,104,104,104,81,86,105,87,83,4
74,58,67,71,75,80,59,57,75,63,57,7
70,54,67,79,75,76,59,60,82,63,60,7
104,112,44,32,32,100,107,94,97,46,105,2
84,63,66,77,73,75,60,58,78,67,62,7
80,63,66,77,77,79,64,62,78,63,58,7
84,70,66,81,81,82,75,80,93,67,73,4
80,70,70,81,84,90,72,76,89,70,76,4
100,107,46,37,40,97,101,101,93,60,83,2
92,92,66,77,81,86,68,73,93,70,65,4
114,94,96,84,102,105,83,54,78,72,76,3
79,60,71,75,79,78,62,61,74,64,57,7
79,60,67,71,75,82,62,61,78,68,65,7
72,60,63,79,79,82,58,65,82,68,61,7
75,60,67,75,71,74,58,57,74,64,57,7
75,60,67,79,79,85,65,65,82,60,65,7
105,83,97,115,120,120,102,63,104,92,99,3
124,97,93,120,120,120,91,99,122,88,92,3
85,62,70,81,77,82,61,67,83,68,63,7
82,58,67,77,77,78,57,63,83,68,59,7
74,58,63,73,69,74,57,59,79,68,56,7
86,72,68,91,99,104,81,62,96,79,79,4
71,59,64,72,75,81,58,66,80,66,59,7
108,85,84,95,95,93,75,81,100,82,78,4
100,78,80,91,91,89,75,78,96,78,70,4
77,58,67,75,71,73,59,64,75,67,57,7
81,62,67,79,79,80,63,72,82,71,68,7
85,62,67,79,75,84,63,64,82,63,79,7
77,62,67,71,63,88,74,83,90,59,86,5
81,58,67,63,60,88,85,83,97,59,86,5
81,62,67,75,79,84,66,64,82,63,64,7
93,71,71,71,63,66,52,79,86,63,57,7
73,59,66,77,84,90,72,62,78,63,62,7
104,81,82,99,99,105,79,83,101,85,83,4
73,59,70,77,70,90,64,80,97,74,83,7
80,63,66,70,66,93,79,65,85,60,83,5
122,100,70,108,112,124,98,101,124,67,97,1
122,100,66,108,112,130,98,101,124,63,101,1
96,74,74,88,88,90,68,73,85,67,62,4
105,79,79,97,92,97,76,83,102,84,79,4
90,83,59,56,56,97,90,87,90,57,79,5
124,98,63,120,115,124,101,98,125,64,98,1
62,57,63,67,75,74,62,68,74,68,65,7
78,62,63,73,73,78,57,59,79,64,63,7
105,83,78,85,94,98,76,67,87,76,78,7
93,69,78,98,98,102,83,78,100,80,78,3
82,65,60,59,59,98,87,70,79,60,74,5
93,90,57,55,55,86,79,78,87,56,70,5
93,87,57,55,55,82,72,78,87,56,67,5
105,87,63,94,94,102,79,96,113,60,81,1
70,58,63,77,77,74,61,67,79,68,59,7
78,61,64,75,75,79,63,62,77,67,62,7
102,83,80,99,99,104,81,79,104,75,79,3
102,79,76,99,91,96,74,79,104,79,83,3
98,87,57,57,57,87,78,54,74,59,71,5
90,83,57,57,54,87,78,71,85,55,71,5
74,61,68,75,79,79,63,58,74,63,62,7
91,81,84,91,95,96,75,59,84,82,78,4
87,78,60,58,54,85,71,59,76,59,70,5
75,59,68,72,75,77,62,59,73,63,59,7
77,62,67,79,79,84,63,64,86,71,64,7
74,62,63,67,75,76,63,57,68,63,57,7
84,66,66,88,88,97,72,83,101,82,76,7
104,81,82,99,99,105,83,80,105,82,83,3
80,70,56,51,54,86,75,73,82,50,69,5
127,100,70,112,112,130,101,101,119,67,94,1
76,59,66,70,70,68,57,58,70,63,58,7
90,68,75,88,92,97,80,68,94,80,76,7
119,98,67,115,111,119,94,98,120,68,98,1
68,57,67,63,79,85,69,57,67,64,61,7
85,65,63,77,77,82,65,63,83,68,63,7
82,73,53,55,55,74,61,59,79,53,67,5
124,94,67,111,111,115,98,99,122,64,99,1
119,94,67,111,111,120,102,99,118,68,103,1
119,97,70,106,89,98,79,103,122,68,85,1
70,58,63,69,69,74,54,63,67,60,56,7
74,58,63,69,69,71,57,52,67,64,56,7
90,68,76,87,95,91,74,71,96,75,71,4
78,65,53,51,57,75,63,67,81,51,75,5
120,98,68,112,112,122,96,100,123,71,96,1
115,98,68,112,112,122,99,96,118,71,100,1
71,57,60,61,64,71,56,54,67,63,54,7
96,70,76,91,83,89,71,74,88,78,70,4
96,74,80,87,91,96,75,70,88,74,70,7
75,67,53,54,54,74,58,59,73,52,59,5
75,59,56,54,51,77,67,59,73,52,66,5
122,96,60,103,107,118,96,100,117,63,92,1
122,99,68,103,87,100,79,103,122,66,96,1
85,67,71,79,83,84,63,64,82,67,64,7
89,67,75,83,91,96,70,64,82,67,68,7
109,87,71,104,113,122,96,79,110,71,98,1
123,100,71,113,109,122,96,98,124,67,98,1
88,74,74,81,81,93,68,73,85,70,65,7
104,81,66,84,66,68,49,90,97,70,65,3
122,96,66,112,112,130,98,97,124,63,97,1
86,75,63,67,49,78,58,68,74,53,57,5
90,72,75,84,92,97,80,72,98,80,83,7
110,86,79,106,102,114,90,94,115,84,91,3
79,60,56,63,75,101,87,87,111,84,91,5
79,64,59,75,84,101,87,91,111,92,102,5
119,94,63,102,106,119,94,94,115,64,94,1
75,60,67,71,71,74,58,57,74,64,61,7
78,58,60,69,85,94,76,59,91,80,78,5
89,69,78,98,102,111,87,85,113,80,88,3
78,69,60,81,94,111,91,88,118,84,96,5
119,94,67,102,89,102,79,92,118,64,85,1
119,101,63,102,111,120,98,99,118,64,99,1
90,68,76,87,87,87,70,67,89,75,67,4
125,102,92,103,87,96,81,92,113,71,96,1
115,94,64,107,107,113,92,92,118,67,96,1
111,98,68,112,99,113,85,100,118,71,96,1
87,63,68,79,83,81,67,66,80,70,63,7
83,59,64,68,72,77,62,66,76,66,55,7
113,92,64,99,103,118,92,81,108,63,89,1
113,92,64,99,111,118,96,92,108,63,92,1
109,83,79,96,91,96,78,83,101,87,79,7
113,92,88,104,104,112,92,90,114,83,94,3
123,100,84,118,109,112,92,98,114,71,90,1
113,92,59,91,100,104,89,86,101,67,83,1
92,66,74,73,73,72,57,58,74,63,58,7
76,59,66,77,81,86,68,80,93,78,80,7
96,78,82,112,117,124,101,90,119,93,97,3
112,92,66,91,91,101,86,87,101,57,83,1
117,96,66,103,103,110,90,87,114,57,87,1
117,92,63,88,88,110,90,83,105,57,87,1
122,96,63,103,108,119,98,76,101,63,90,1
124,101,92,120,115,124,101,94,115,88,102,3
114,90,63,106,97,114,94,98,120,64,94,1
119,98,67,102,102,114,90,83,115,68,94,1
85,65,70,69,69,74,57,56,71,68,56,7
78,58,63,69,73,74,61,56,75,68,56,7
93,83,78,94,85,90,68,81,96,76,70,7
101,80,78,85,77,90,68,70,87,76,78,7
114,94,67,106,111,120,98,81,113,64,96,1
111,87,88,103,99,108,85,79,96,75,83,7
106,91,64,103,103,108,88,87,104,55,83,1
98,83,53,83,75,91,74,79,89,51,71,1
120,94,64,107,112,122,99,96,118,84,96,1
79,56,64,72,72,77,58,59,76,66,63,7
91,78,88,87,83,96,79,89,108,78,78,7
100,81,88,103,107,118,96,81,112,86,92,3
122,103,84,107,103,113,96,96,112,66,81,1
96,78,53,79,91,104,83,70,84,56,74,1
118,96,64,107,111,118,96,92,112,66,92,1
89,71,79,87,79,92,74,72,90,71,68,7
96,79,51,71,75,92,74,75,90,56,79,1
118,96,67,100,96,112,92,86,105,63,86,1
123,100,71,109,113,122,100,94,119,67,90,1
73,55,63,66,66,68,57,55,74,67,58,7
108,85,56,88,84,93,83,87,105,57,87,1
112,92,66,95,103,114,94,83,110,63,97,1
122,100,66,103,108,124,94,94,114,63,90,1
108,92,66,88,91,105,83,90,110,63,83,5
75,68,75,102,106,110,87,87,111,92,87,3
93,79,49,84,88,97,80,79,94,53,79,1
97,76,82,102,106,115,91,92,113,88,88,3
114,83,85,102,106,106,87,85,113,84,81,3
110,87,89,106,106,115,87,85,104,84,81,3
82,65,70,66,62,82,65,81,100,76,74,7
114,87,63,98,98,111,87,88,108,60,85,1
78,61,64,87,95,100,85,79,113,88,92,7
86,72,50,64,61,79,67,71,74,51,71,1
90,76,57,87,87,100,81,87,113,67,87,1
98,76,57,87,87,100,78,92,109,63,87,1
120,98,68,112,103,113,88,96,128,71,96,1
78,68,60,61,64,75,67,71,67,59,62,5
104,81,84,95,103,100,79,89,104,82,81,3
96,78,56,99,99,109,87,85,112,70,92,1
104,85,56,87,91,104,87,89,108,56,85,1
104,85,56,95,99,109,92,85,108,63,89,1
122,99,76,99,95,109,96,92,112,70,100,5
113,92,55,91,79,92,78,90,93,52,79,1
77,71,51,67,63,80,70,75,86,52,72,1
96,83,63,83,83,100,81,79,93,56,86,1
104,87,55,87,87,100,85,86,101,56,86,1
93,79,51,63,53,76,74,86,86,59,72,5
81,79,48,49,46,69,66,72,75,52,68,5
112,89,86,103,112,119,94,87,114,93,94,3
92,81,78,103,99,105,86,87,114,78,87,3
96,78,49,73,73,93,79,73,89,50,76,1
112,89,63,99,103,119,90,83,105,67,90,1
108,89,59,95,84,101,83,90,114,60,87,1
86,79,49,79,79,93,76,76,90,50,79,1
93,83,59,79,79,89,76,76,90,57,76,1
110,90,63,97,106,114,94,83,102,64,91,1
105,83,85,94,98,98,79,81,104,84,81,3
101,83,85,102,106,102,91,85,108,88,92,3
110,94,53,73,69,86,72,78,91,50,74,1
110,87,53,89,94,111,87,88,108,56,85,1
105,87,60,94,85,102,87,85,100,56,85,1
114,122,50,55,73,86,72,85,91,60,81,2
97,80,70,85,85,102,91,81,96,64,88,5
114,94,74,77,69,111,98,88,108,60,99,5
93,80,63,77,85,98,76,92,100,80,85,7
106,87,57,87,83,100,85,92,109,63,83,1
104,78,80,103,95,100,79,81,108,86,81,3
96,74,80,95,99,104,83,78,100,82,78,3
104,81,84,99,103,100,83,85,104,86,85,3
118,99,71,103,107,123,100,96,112,70,92,1
104,107,50,61,58,96,87,96,100,56,89,5
109,92,79,100,96,104,89,90,110,71,94,3
109,87,63,96,91,100,85,79,105,63,86,1
96,79,59,79,63,84,70,79,93,63,75,1
100,92,55,60,60,100,89,90,97,59,83,5
93,79,71,96,91,96,78,83,97,75,75,4
100,81,86,95,95,97,79,80,97,78,76,3
108,92,82,99,103,119,94,87,105,60,87,3
104,89,63,95,84,97,86,87,97,50,83,1
96,78,46,77,66,86,72,80,97,50,76,1
117,96,63,99,77,97,79,94,114,67,87,1
108,96,70,77,91,97,79,90,105,74,83,5
105,86,87,97,97,101,83,79,102,84,91,3
110,90,52,79,75,93,80,79,86,50,72,1
86,75,49,75,75,97,80,79,102,53,79,1
93,83,67,79,75,89,80,79,106,68,91,1
97,79,59,92,92,105,87,91,111,60,91,1
114,94,71,106,106,114,97,91,115,76,94,1
97,90,59,60,71,101,87,83,102,60,94,5
97,76,82,94,106,106,87,85,108,92,96,3
97,83,50,73,69,86,72,85,100,50,78,1
89,76,53,73,62,78,68,74,83,53,74,1
93,80,63,81,85,98,83,85,100,64,81,1
114,94,70,111,106,115,94,96,122,80,96,1
94,76,57,75,75,96,74,71,85,59,79,1
115,94,68,103,103,122,92,92,118,67,96,1
115,94,72,107,107,118,96,96,113,71,96,1
90,83,53,71,68,91,81,87,96,59,83,5
82,72,60,71,64,104,99,71,93,63,92,5
96,81,53,75,72,89,75,70,84,49,78,1
83,70,56,72,72,85,75,74,92,56,74,1
122,92,71,107,107,123,96,92,112,66,92,1
118,96,71,107,103,118,96,96,112,74,96,1
118,96,76,103,103,118,96,96,112,74,92,1
115,91,88,107,107,118,92,87,109,88,87,3
113,87,79,104,100,108,85,86,105,79,79,3
81,62,71,83,83,84,66,75,93,67,64,4
85,62,67,83,79,84,63,72,86,63,72,4
85,62,71,79,79,88,66,64,86,63,83,4
104,87,88,104,104,108,85,83,110,87,86,3
100,83,88,100,100,104,81,79,101,79,79,3
108,85,90,108,108,114,90,90,114,93,90,3
100,85,82,99,95,101,79,87,105,85,87,3
108,85,86,103,103,105,83,83,105,82,87,3
119,131,52,34,56,105,97,135,131,44,120,2
114,90,92,106,106,110,87,83,106,88,83,3
114,87,89,111,106,111,91,92,113,88,85,3
85,69,74,85,81,82,68,74,91,76,67,7
131,131,44,31,31,133,139,146,134,44,137,2
111,87,92,107,107,113,88,87,109,88,83,3
120,91,88,103,107,113,88,87,109,84,83,3
118,129,44,32,34,117,129,131,119,46,131,2
109,87,93,113,109,112,89,94,110,87,86,3
127,133,43,32,32,130,135,136,129,44,140,2
108,81,86,84,84,90,68,58,78,67,62,7
124,139,42,34,31,124,140,139,136,47,139,2
101,79,87,92,102,105,83,109,102,80,79,3
105,86,87,111,106,114,87,87,106,88,83,3
114,126,47,37,37,120,124,121,118,46,125,2
114,90,89,111,111,115,91,88,113,92,92,3
111,87,84,107,112,113,88,92,113,93,92,3
111,116,44,36,31,139,143,112,104,48,129,2
90,72,76,75,79,79,63,62,70,67,58,7
113,88,88,111,111,113,92,96,122,99,92,3
118,128,53,37,58,109,96,118,117,49,125,2
71,56,64,68,75,74,62,55,80,63,59,7
75,63,68,75,79,85,67,63,73,63,59,7
113,92,84,113,118,117,96,98,130,92,94,3
123,129,44,29,29,122,125,135,130,42,127,2
112,118,52,37,37,114,116,111,110,50,115,2
112,85,90,112,112,119,90,94,114,93,94,3
117,96,90,108,112,114,90,90,114,89,87,3
96,78,74,77,77,75,64,58,67,57,51,7
80,63,63,57,51,58,42,48,56,53,44,5
66,44,56,51,51,72,60,51,67,53,55,5
69,48,59,51,54,62,45,62,74,57,51,5
80,63,70,73,66,75,60,62,70,60,65,7
114,98,92,92,88,89,73,76,94,76,76,3
72,57,56,53,53,70,58,65,78,53,57,5
72,60,59,60,53,67,51,61,78,57,54,5
79,64,63,60,53,82,83,94,111,44,124,5
101,80,82,89,89,94,79,81,96,84,78,4
97,80,78,89,81,94,76,78,96,84,74,4
114,129,44,34,40,115,116,121,122,46,125,2
110,83,85,89,81,90,65,74,83,68,67,7
74,55,57,52,59,78,61,78,71,56,59,5
120,94,88,91,87,96,74,75,100,84,79,4
94,65,64,75,64,71,56,71,89,71,75,7
74,57,53,45,51,71,56,71,77,55,62,5
71,54,57,51,48,91,96,54,77,55,75,5
74,65,57,48,34,118,128,67,85,51,112,2
106,113,44,29,31,122,132,137,123,41,133,2
91,78,80,99,99,96,79,81,104,82,78,4
133,143,46,32,34,123,129,129,117,46,122,2
118,121,50,34,34,123,129,122,122,46,129,2
71,52,53,51,51,85,75,59,76,56,63,5
118,129,44,29,32,122,133,127,119,52,124,2
122,129,43,37,48,105,105,97,85,67,58,2
100,78,82,95,84,93,72,76,85,74,69,7
105,109,49,49,53,101,101,87,90,64,83,2
85,76,57,52,59,78,68,74,87,56,70,5
114,129,42,31,37,115,120,96,104,43,107,2
71,61,57,48,45,96,96,104,104,51,108,2
113,88,92,111,111,113,92,89,117,99,92,3
87,78,64,68,68,89,75,81,88,66,78,5
77,54,67,67,71,69,55,57,75,63,57,7
70,54,67,71,71,73,55,57,72,71,64,7
81,67,71,79,79,92,70,60,75,71,64,4
109,112,44,32,29,104,107,116,105,42,109,2
117,96,104,112,112,114,98,97,119,97,94,3
96,78,63,81,51,101,113,65,89,74,94,2
119,90,96,115,120,119,94,91,120,101,98,3
114,90,93,111,115,120,94,92,118,101,96,3
93,73,78,85,98,98,76,74,96,76,74,7
78,61,64,75,75,79,59,58,81,67,58,7
83,67,71,79,83,93,71,70,80,70,66,4
100,79,79,83,83,88,66,64,86,71,60,7
85,65,85,89,115,125,98,59,79,76,85,3
82,62,63,77,77,82,65,67,79,71,67,7
120,102,92,116,107,118,92,87,113,84,87,3
74,57,64,79,79,83,63,62,81,71,67,7
75,56,68,72,75,77,62,81,88,70,59,7
75,59,64,79,79,81,67,66,84,66,66,7
81,58,63,75,75,76,59,64,79,67,60,7
96,74,78,91,103,105,83,76,105,85,83,4
84,63,66,63,60,90,83,83,93,57,90,5
79,57,63,75,79,78,62,61,74,64,57,7
105,83,83,102,88,101,76,83,102,72,65,4
86,79,67,102,115,119,101,83,115,72,98,1
93,76,82,94,98,102,83,59,87,80,81,7
93,73,78,94,98,98,83,70,91,76,78,7
124,101,63,115,111,120,98,103,122,64,96,1
120,98,64,116,116,122,96,100,123,67,100,1
71,54,64,71,75,75,59,58,70,67,58,7
82,65,68,79,79,87,67,62,74,63,62,7
81,67,71,83,87,84,70,68,90,79,75,7
67,54,55,49,49,66,44,34,62,49,49,5
96,78,82,99,103,105,83,69,101,82,87,4
122,100,70,112,108,130,101,101,119,67,97,1
97,72,75,92,97,105,87,83,106,84,87,7
78,69,67,66,81,86,68,67,83,71,70,5
90,79,64,75,68,83,74,79,96,75,75,5
90,79,60,68,61,75,70,75,89,59,71,5
102,79,84,99,103,108,88,79,104,79,92,3
108,88,80,107,107,113,87,81,112,82,89,3
87,59,56,61,54,67,50,81,76,59,44,5
79,63,60,68,64,67,54,70,80,70,59,7
71,56,60,64,64,67,54,55,66,63,55,7
89,71,75,87,87,96,74,72,93,75,72,4
113,87,79,104,100,104,89,86,110,79,86,3
123,96,71,109,104,122,96,98,119,63,98,1
92,74,63,81,66,79,68,73,89,60,62,4
73,66,56,77,91,105,86,94,124,93,104,5
97,73,78,94,94,94,72,74,91,80,70,4
93,73,74,85,85,90,68,70,91,71,70,4
