@relation 'satimage-weka.filters.unsupervised.attribute.Remove-V-R10,12,14,18,26,28-29,33-35,37'

@attribute Sp21 numeric
@attribute Sp23 numeric
@attribute Sp25 numeric
@attribute Sp29 numeric
@attribute Sp38 numeric
@attribute Sp41 numeric
@attribute Sp42 numeric
@attribute Sp46 numeric
@attribute Sp47 numeric
@attribute Sp48 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
113,100,112,112,111,97,63,63,120,124,1
63,52,81,66,75,69,70,63,67,70,7
67,59,70,66,71,62,67,67,67,74,7
103,83,79,92,73,57,64,76,94,102,7
99,79,97,97,98,83,84,84,102,98,4
70,64,88,88,98,83,84,80,98,106,7
73,64,88,84,98,83,80,76,98,102,7
77,60,84,88,98,83,76,76,89,94,7
77,64,75,71,77,61,68,64,62,82,5
63,83,60,60,59,76,60,57,59,98,5
91,83,115,106,115,102,68,64,106,111,1
75,62,77,77,79,59,68,64,79,83,7
67,62,73,69,75,63,64,68,71,75,7
73,61,79,79,75,62,71,71,79,77,7
98,83,75,83,75,62,67,75,87,89,7
69,68,79,75,58,67,63,71,91,93,5
59,76,68,61,72,58,59,55,51,67,5
55,72,57,54,54,71,55,55,54,85,5
73,61,79,79,72,62,63,67,79,81,7
99,81,95,95,87,70,74,78,96,104,7
57,70,54,54,60,70,56,56,56,88,5
116,103,111,111,113,100,70,70,113,127,1
91,75,49,53,51,72,56,67,73,82,5
87,71,87,79,88,72,75,75,91,90,7
54,54,100,91,99,83,75,63,66,68,3
111,96,109,109,112,98,71,67,112,114,1
111,100,109,109,112,98,67,67,108,130,1
111,96,113,113,112,98,63,71,112,130,1
79,63,81,84,84,62,63,63,75,85,7
53,66,54,51,56,80,57,57,53,78,5
71,55,66,66,71,65,63,63,71,74,7
54,72,67,60,73,79,64,60,55,82,5
60,64,49,53,52,57,53,53,52,82,5
77,64,53,56,52,65,53,53,62,78,5
108,98,111,111,111,98,68,68,111,115,1
112,98,111,111,115,98,68,60,111,125,1
70,57,67,67,69,57,60,64,66,64,7
88,69,85,94,83,67,80,80,95,91,4
67,80,102,89,91,81,80,76,83,96,4
102,87,103,99,107,87,84,79,107,104,3
85,61,103,99,107,87,84,71,83,81,3
52,68,54,51,54,58,55,51,54,70,5
111,98,116,116,111,100,67,71,107,118,1
103,88,95,103,91,78,86,86,100,108,3
54,67,54,54,60,59,56,56,56,69,5
54,67,54,58,56,55,56,52,56,73,5
112,99,111,107,113,100,66,63,113,122,1
116,99,107,107,109,96,63,63,109,122,1
107,96,111,107,109,96,63,63,104,117,1
116,99,111,111,109,100,66,66,113,122,1
79,62,87,96,91,68,79,79,88,93,4
64,67,91,83,95,79,75,75,81,86,4
58,58,56,56,54,53,56,56,57,72,5
54,58,56,56,57,57,56,56,57,75,5
111,100,113,113,112,98,71,67,108,119,1
56,78,60,70,92,90,89,93,115,124,5
95,79,75,84,77,65,64,68,81,78,4
84,75,49,60,49,57,64,76,85,94,5
54,57,71,63,69,76,60,64,69,98,5
112,98,111,111,111,98,68,68,111,120,1
108,98,111,111,111,98,68,68,111,131,1
70,60,75,71,73,68,68,64,73,71,7
88,73,85,85,87,70,76,80,91,91,4
111,90,98,102,103,88,80,84,103,113,3
63,55,102,94,107,92,88,84,103,108,3
89,72,95,91,91,75,79,75,87,93,4
89,68,87,87,87,67,71,75,83,89,4
85,68,87,87,83,67,75,75,87,89,4
77,65,79,79,79,62,67,71,83,81,7
66,61,103,75,116,100,84,71,91,93,5
106,91,107,112,99,96,75,75,107,113,3
106,91,121,116,111,100,79,75,107,113,1
102,87,112,112,111,96,71,75,111,118,1
81,76,99,91,107,96,67,63,87,89,1
83,67,87,87,79,63,66,70,79,88,4
61,52,72,75,71,55,63,70,75,84,7
79,78,61,54,75,66,63,63,60,80,5
68,59,116,99,113,100,86,82,109,112,3
107,92,103,107,109,92,70,66,104,122,1
87,67,83,83,73,57,63,67,73,79,4
83,67,83,75,91,72,67,67,81,82,7
107,100,100,109,95,86,67,67,103,110,1
107,100,109,100,99,86,67,67,108,119,1
107,96,113,113,108,98,71,71,112,119,1
71,55,81,77,92,80,82,82,92,93,7
87,81,91,91,88,87,57,57,88,105,1
96,89,91,95,88,83,57,60,88,110,1
104,92,103,99,92,87,57,57,88,105,1
100,92,95,95,84,73,67,63,79,85,1
109,96,108,112,115,97,70,67,111,119,1
73,57,67,71,73,57,68,64,73,74,7
81,64,88,88,98,83,88,88,106,111,7
81,68,92,92,98,83,80,76,85,90,7
108,94,120,115,115,98,88,80,111,115,3
99,90,88,88,85,76,57,60,94,106,1
120,101,115,111,112,96,88,84,112,122,3
92,83,85,89,79,81,53,53,95,108,1
69,57,71,71,72,54,67,67,72,74,7
73,61,75,71,72,54,63,63,72,74,7
111,98,112,112,107,96,67,67,111,123,1
83,70,87,87,63,74,70,74,87,92,7
75,74,75,72,67,78,52,56,75,92,1
79,78,83,79,79,78,52,56,83,96,1
79,78,79,79,79,78,56,56,83,108,1
72,54,71,71,73,57,67,63,70,72,7
111,96,100,104,112,94,79,71,103,114,3
75,75,79,83,73,75,56,56,88,101,1
116,96,100,96,95,90,63,63,103,114,1
107,92,100,109,103,94,67,67,108,114,1
75,59,81,88,102,83,85,89,106,110,7
67,78,73,70,71,73,50,50,71,89,1
83,85,81,73,84,80,50,53,88,97,1
83,85,73,81,84,76,53,57,88,105,1
113,100,108,103,106,87,63,63,97,110,1
88,79,111,102,102,87,88,84,98,106,3
108,98,106,102,102,91,64,60,102,111,3
73,79,75,71,66,72,53,50,66,82,1
70,75,71,67,66,76,53,60,73,86,1
91,79,88,88,94,94,76,72,89,111,5
102,83,102,106,107,92,88,88,103,113,3
92,80,102,98,103,81,84,80,95,96,3
75,73,98,81,95,74,71,64,68,75,7
97,90,102,102,95,92,53,50,83,104,1
84,76,77,89,95,85,64,68,99,118,1
75,73,89,94,99,92,68,60,91,104,1
71,73,81,73,91,85,64,60,83,100,1
111,94,102,106,95,92,68,64,103,118,1
106,87,98,98,75,92,64,64,99,113,1
102,91,99,95,99,92,55,51,87,100,1
85,87,95,83,83,83,48,48,72,89,1
94,83,91,91,95,92,59,55,87,104,1
112,92,103,103,100,81,86,86,100,104,3
107,88,107,107,100,81,86,90,104,108,3
68,63,95,87,96,81,86,82,91,92,7
95,85,83,103,87,81,86,86,100,108,3
107,96,103,107,100,92,78,74,109,112,3
75,74,87,87,79,81,59,59,83,100,1
95,85,103,103,109,100,66,66,109,117,1
103,83,100,104,99,83,87,83,99,101,3
103,87,104,104,103,86,87,87,103,114,3
107,87,96,96,95,79,83,87,103,105,3
99,79,104,109,103,83,87,83,91,97,3
99,92,87,87,84,86,59,59,88,105,1
104,85,95,95,97,80,85,85,102,110,3
63,66,73,66,79,76,50,47,67,82,1
71,74,70,70,67,65,50,53,75,89,1
83,81,81,81,79,76,57,57,88,101,1
104,92,99,99,88,83,60,60,75,93,1
100,89,81,88,84,83,57,60,97,105,1
104,103,95,99,92,87,63,67,102,119,1
87,81,30,34,31,133,44,44,29,114,2
73,79,67,71,66,72,50,53,77,94,1
99,94,97,106,89,87,64,68,94,115,1
103,90,97,97,94,91,60,60,85,102,1
30,139,31,31,34,128,44,44,31,115,2
73,79,29,29,31,124,47,50,43,98,2
97,80,102,106,99,81,80,80,91,96,3
71,73,69,66,71,74,50,53,75,87,1
106,97,115,111,107,103,71,68,112,122,1
102,79,99,99,95,79,88,88,103,104,3
102,87,99,99,103,83,88,88,103,109,3
73,76,68,71,72,71,55,55,79,89,1
81,83,79,91,91,83,67,75,91,109,1
85,87,83,83,87,83,63,63,95,104,1
77,76,61,68,61,100,63,71,79,96,5
99,88,107,107,100,85,90,90,104,112,3
99,81,103,99,100,85,86,86,100,104,3
99,92,103,103,104,85,86,82,100,108,3
99,88,95,95,100,89,74,63,96,100,1
79,81,79,79,79,78,56,56,83,100,1
99,92,87,95,96,89,66,66,100,112,1
91,88,91,75,100,96,63,59,79,92,1
36,128,87,79,100,92,70,66,79,96,1
64,92,75,64,56,74,59,63,71,92,5
61,99,58,58,71,81,59,56,63,104,5
107,87,96,91,95,79,83,92,103,110,3
79,79,75,79,77,79,59,56,88,97,1
91,92,87,83,88,83,67,67,84,97,1
83,79,83,87,84,83,59,59,73,97,1
103,92,67,79,81,79,63,67,103,114,1
99,92,96,96,99,94,67,71,103,114,1
87,92,100,83,108,98,71,67,77,97,1
64,92,79,71,88,86,63,59,70,105,5
58,100,67,71,51,83,59,59,63,97,5
75,71,87,91,91,79,79,79,91,97,4
71,74,73,73,71,80,50,47,75,97,1
71,78,66,70,71,76,50,50,75,97,1
79,81,70,70,75,80,53,50,71,89,1
91,89,91,103,102,90,70,67,106,110,1
100,92,99,103,106,94,70,70,106,119,1
67,96,60,63,60,87,63,63,71,101,5
91,81,77,91,75,90,74,74,92,101,4
103,86,111,102,102,79,80,80,94,98,3
99,86,97,102,94,79,84,84,98,102,3
99,83,97,97,94,79,84,84,102,106,3
84,83,79,79,77,76,57,53,73,90,1
88,86,79,84,77,79,60,60,73,90,1
84,83,84,75,81,76,60,68,89,106,1
103,94,106,106,106,98,72,68,106,120,1
103,94,106,106,106,94,64,68,106,115,1
88,86,92,97,115,102,88,76,89,102,1
70,72,43,46,52,83,50,57,66,82,5
97,80,94,98,95,81,84,84,103,108,3
79,83,81,77,91,88,50,50,79,100,1
75,80,69,69,71,74,50,50,75,91,1
92,87,98,98,103,88,68,68,107,113,1
71,87,77,66,71,81,60,56,64,108,5
88,76,89,89,91,81,76,80,95,104,4
81,83,107,103,107,100,67,55,91,109,1
77,79,75,75,72,75,59,63,87,100,1
89,87,91,91,103,92,67,71,103,109,1
106,94,107,103,103,92,67,71,103,118,1
106,94,103,103,103,96,71,71,99,113,1
66,72,64,64,75,75,59,59,79,89,5
99,81,95,95,91,74,82,82,91,92,3
75,78,83,79,87,85,52,49,75,96,1
71,74,79,79,75,78,52,52,75,88,1
71,74,79,75,75,78,52,52,71,84,1
83,81,95,91,91,89,63,59,87,96,1
107,92,103,107,104,92,70,70,109,117,1
103,92,103,103,109,92,70,70,109,112,1
102,87,103,107,107,87,79,79,103,104,3
89,68,83,83,79,62,67,71,75,85,4
106,91,103,107,99,87,84,84,103,109,3
98,83,112,103,107,87,88,84,99,109,3
99,81,103,99,96,81,82,82,96,104,3
103,83,100,104,99,83,83,79,99,105,3
87,67,87,87,84,68,75,75,88,90,4
75,67,79,79,73,83,59,49,45,119,4
109,89,112,108,111,87,89,89,106,110,3
100,81,99,95,97,83,85,85,102,101,3
100,85,99,99,106,87,89,82,102,105,3
99,79,102,111,102,91,88,88,111,120,3
77,64,97,88,94,76,76,76,85,86,7
56,62,77,73,79,67,71,68,75,79,7
34,135,31,31,29,150,44,44,29,134,2
95,78,99,99,109,85,82,82,100,100,3
107,88,103,103,109,89,86,86,104,108,3
107,92,103,107,104,85,86,86,104,112,3
107,88,107,111,104,89,86,86,104,108,3
107,88,111,107,113,92,86,86,100,108,3
95,74,99,91,75,63,70,66,75,80,7
91,79,34,37,34,124,46,46,37,119,2
109,85,117,112,115,97,93,97,111,119,3
96,81,99,95,106,80,74,53,49,114,4
104,85,99,103,92,80,85,85,106,110,3
32,139,31,34,31,135,47,44,34,131,2
73,60,71,75,69,61,68,72,81,90,7
34,136,31,31,31,143,43,43,29,133,2
71,58,66,62,57,49,56,56,54,67,5
84,69,81,81,71,63,68,71,79,79,7
111,87,112,112,111,92,93,88,107,109,3
77,83,103,95,95,83,84,84,95,96,4
37,124,36,36,40,112,48,48,34,123,2
81,68,71,79,68,58,67,71,79,85,7
85,72,79,83,79,67,71,71,75,74,7
112,88,111,111,113,92,95,95,118,117,3
79,70,87,91,75,63,70,70,79,84,7
91,79,67,75,66,60,63,67,73,79,7
68,58,67,67,63,53,59,59,66,72,7
75,67,75,71,66,57,63,67,70,72,7
75,62,71,67,73,64,67,67,73,82,7
29,140,40,45,37,129,44,50,43,110,2
34,118,40,37,34,119,44,47,40,110,2
67,59,66,63,60,65,53,50,43,97,7
99,75,92,88,89,76,76,80,89,94,4
91,79,92,92,89,79,80,84,94,98,4
77,68,71,67,81,65,64,57,55,60,7
51,60,56,56,49,50,53,53,52,71,5
66,64,56,56,49,50,57,57,55,71,5
34,126,31,31,34,135,43,46,31,122,2
52,50,51,51,48,62,55,55,51,67,5
95,75,91,96,99,79,83,83,95,97,4
72,54,71,71,70,53,67,67,66,72,7
83,67,83,79,77,64,71,71,81,82,7
95,79,83,87,81,64,75,75,91,90,7
58,67,60,56,63,72,63,59,57,82,5
53,70,60,60,56,65,60,60,60,82,5
49,66,60,57,60,65,60,57,60,82,5
49,59,51,51,53,65,53,57,53,78,5
37,124,43,56,73,65,64,68,69,78,2
70,53,67,67,69,54,68,68,69,71,7
30,146,29,29,31,120,44,44,37,115,2
67,51,69,69,71,56,60,64,71,75,7
67,55,69,66,68,56,64,64,71,67,7
67,73,77,77,75,70,68,71,79,87,7
49,73,46,37,36,107,43,40,29,108,2
115,91,107,107,111,92,93,97,111,109,3
66,54,71,71,72,58,67,67,72,77,7
77,76,75,75,72,67,67,71,79,89,7
59,68,61,57,68,75,63,63,58,85,5
37,113,36,31,34,100,48,44,29,100,2
107,85,111,107,109,89,90,90,109,108,3
79,81,103,79,104,85,74,70,75,84,2
71,56,72,72,71,55,66,66,71,73,7
54,70,64,68,67,63,66,66,79,80,5
31,110,34,29,29,122,49,49,40,92,2
72,54,71,71,73,57,67,67,81,82,7
32,116,34,34,30,120,46,46,32,105,2
34,104,40,32,40,101,46,39,30,101,2
113,92,108,112,111,87,93,93,111,114,3
32,114,51,32,79,94,53,50,34,105,2
99,83,106,97,106,79,80,80,94,94,3
32,120,34,31,34,109,47,47,34,106,2
30,113,37,29,34,113,50,47,37,106,2
88,73,106,98,103,85,84,76,87,91,4
75,55,77,77,75,59,64,64,68,75,7
88,73,81,85,83,70,71,80,87,91,7
106,91,107,112,107,87,88,84,99,109,3
75,52,72,75,71,59,63,63,75,80,7
34,110,83,79,79,66,70,74,83,100,2
29,132,37,32,32,107,46,46,32,104,2
29,128,32,32,34,107,46,46,27,108,2
121,96,118,118,112,94,96,96,117,114,3
107,87,109,104,112,90,92,92,108,110,3
34,112,83,49,84,72,75,56,42,97,2
32,121,32,32,42,113,46,49,37,97,2
108,90,120,120,120,102,92,88,120,120,3
70,60,71,71,69,57,64,68,69,74,7
48,98,56,71,94,72,76,76,98,98,2
79,58,77,77,79,63,71,68,79,83,7
75,62,73,73,75,59,64,68,79,83,7
56,83,73,81,83,70,76,76,99,104,4
87,78,91,83,91,81,74,66,71,73,4
75,62,63,60,57,86,59,56,57,97,5
75,63,70,66,60,76,60,60,60,93,5
96,85,112,103,115,104,63,63,97,105,1
91,78,70,84,67,58,63,74,88,89,4
99,83,102,97,94,79,84,84,98,102,4
63,79,56,60,55,76,57,57,55,82,5
98,83,91,95,87,71,75,79,95,104,7
99,81,87,95,83,66,66,74,91,100,7
61,70,91,72,100,85,78,66,67,66,3
57,70,54,58,56,74,56,56,53,84,5
68,58,79,71,73,68,67,63,66,68,7
79,63,84,81,92,73,67,67,84,85,7
113,100,112,112,111,101,63,63,111,124,1
113,100,112,112,115,101,67,70,115,129,1
71,59,66,70,67,58,63,63,71,74,7
91,75,92,92,98,76,80,80,94,102,7
99,83,97,97,98,87,84,84,98,106,3
112,98,111,111,111,98,68,68,115,120,1
75,65,85,81,87,70,68,64,83,83,7
97,83,98,98,103,85,80,84,103,108,3
111,101,115,115,116,99,68,68,116,122,1
115,98,116,116,111,104,67,67,111,123,1
57,63,54,58,56,44,52,56,56,69,5
54,59,54,54,56,59,52,56,56,73,5
68,56,64,68,75,59,63,63,67,66,7
95,79,79,87,84,75,75,75,81,93,7
68,58,67,67,66,60,67,67,66,72,7
96,74,95,91,84,73,78,78,88,89,4
67,55,70,66,75,69,60,63,71,74,7
81,64,84,79,77,65,72,72,81,86,7
88,76,77,73,79,67,68,64,71,79,7
67,62,81,77,79,70,71,64,61,75,7
49,58,77,62,75,70,64,60,54,75,5
81,65,83,79,79,67,67,67,79,81,7
66,57,71,75,79,62,67,67,72,77,7
87,70,87,87,83,66,66,66,79,76,4
95,88,107,99,104,92,63,63,104,112,1
112,96,111,111,109,96,70,70,113,117,1
112,96,111,111,113,96,70,74,113,117,1
87,71,87,87,88,68,75,75,84,90,4
79,62,79,87,73,57,67,71,91,90,7
79,66,84,81,88,73,74,78,92,97,7
75,59,81,81,88,73,78,82,97,97,7
96,92,95,91,102,90,57,57,88,101,1
109,100,103,108,92,76,63,67,102,114,1
70,72,92,71,85,68,68,76,85,98,5
71,58,77,77,79,63,68,68,83,87,7
92,80,98,106,87,78,88,88,103,113,7
92,80,102,98,99,85,84,76,87,96,7
111,97,111,111,112,99,71,71,112,122,1
69,57,71,75,72,58,67,63,75,74,7
69,57,71,75,72,54,63,63,72,70,7
106,87,87,103,83,67,79,75,83,96,7
71,56,72,75,71,55,66,66,71,76,7
95,81,83,91,91,78,66,59,63,88,7
95,81,79,83,79,74,74,78,91,100,7
107,96,87,95,87,78,66,66,87,92,1
107,96,95,107,87,78,66,66,91,104,1
95,88,107,107,109,100,70,70,113,117,1
99,86,106,111,111,98,72,68,102,111,1
88,83,66,62,95,85,76,76,95,113,7
111,97,94,102,95,88,60,68,103,118,1
79,76,81,73,64,74,60,60,61,83,7
106,94,83,95,103,92,84,79,111,118,7
73,76,91,95,79,83,63,63,87,96,1
79,78,87,83,83,81,59,59,87,104,1
31,132,29,37,43,122,49,52,53,108,2
99,85,87,95,46,114,56,59,87,100,5
64,74,95,99,83,100,70,82,91,108,5
61,74,75,51,91,85,63,52,53,76,5
87,83,32,32,32,135,42,42,30,114,2
46,114,32,30,31,133,44,44,31,110,2
