@relation satimage

@attribute Sp15 numeric
@attribute Sp26 numeric
@attribute Sp28 numeric
@attribute Sp29 numeric
@attribute Sp31 numeric
@attribute Sp35 numeric
@attribute Sp36 numeric
@attribute Sp39 numeric
@attribute Sp42 numeric
@attribute Sp44 numeric
@attribute Sp48 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
63,110,63,111,119,119,94,111,60,115,115,1
56,97,57,84,93,82,73,98,60,106,94,1
59,104,59,79,92,104,85,110,67,97,90,1
70,130,63,112,124,119,98,119,67,124,124,1
60,98,57,89,106,102,87,100,56,104,104,1
71,118,71,103,118,109,92,112,70,112,117,1
67,119,67,111,119,114,97,120,68,120,120,1
67,119,67,111,124,124,97,120,72,125,115,1
56,109,59,95,113,109,87,112,63,112,122,1
63,114,63,102,119,119,94,115,64,115,120,1
68,104,67,83,96,85,71,104,70,104,88,1
63,114,67,102,114,114,90,102,60,102,115,1
63,104,59,96,104,108,89,110,59,105,101,1
63,92,59,79,96,88,81,93,59,101,93,1
88,128,92,116,133,122,96,123,84,128,118,1
63,120,64,111,125,125,102,118,68,122,122,1
67,117,66,113,122,122,96,119,63,114,119,1
51,84,49,71,88,96,78,90,49,86,82,1
67,120,64,106,115,115,94,122,71,122,122,1
60,115,64,98,111,111,87,113,68,108,104,1
67,114,67,106,119,114,94,106,64,115,115,1
70,120,68,106,115,98,79,122,71,122,108,1
56,89,59,95,109,113,92,100,59,104,112,1
74,110,71,103,119,110,90,105,60,105,97,1
48,92,46,75,96,84,74,90,49,97,93,1
63,120,64,111,115,125,102,122,64,122,122,1
67,127,66,109,122,122,96,124,63,124,124,1
71,119,70,102,114,114,94,115,72,115,115,1
52,82,53,71,78,82,73,94,57,90,90,1
66,105,59,91,105,101,86,110,57,101,101,1
66,114,67,103,124,114,98,119,67,119,119,1
68,104,64,95,108,113,88,113,51,113,104,1
53,91,53,79,96,96,81,93,55,85,93,1
59,93,63,79,89,105,87,94,64,98,98,1
72,122,76,112,122,122,99,118,79,118,123,1
63,104,63,100,112,117,92,114,67,110,110,1
84,112,70,100,117,122,92,101,63,114,124,1
66,119,67,112,119,119,98,119,67,119,119,1
49,97,53,75,97,89,73,102,53,98,98,1
76,123,75,116,123,123,100,117,74,122,127,1
72,122,71,112,122,118,88,128,71,123,118,1
75,108,78,113,117,122,100,119,79,124,124,1
50,85,51,72,85,89,75,84,49,92,84,1
67,119,63,111,124,124,101,120,64,125,125,1
64,118,64,103,118,122,96,113,67,118,123,1
67,120,68,111,115,98,79,122,68,118,113,1
63,125,68,111,125,120,98,122,68,122,118,1
53,100,51,75,96,89,75,100,52,84,84,1
71,117,66,104,122,122,100,110,63,119,124,1
63,114,63,103,114,119,90,114,63,119,119,1
51,88,52,67,84,80,70,93,49,86,82,1
68,113,71,103,113,113,96,112,70,112,112,1
68,109,63,95,113,100,83,104,63,100,108,1
59,101,50,71,89,89,80,90,50,86,86,1
67,129,70,111,119,119,94,120,68,120,120,1
63,94,64,81,98,98,83,104,60,100,96,1
63,119,63,97,105,97,83,120,64,111,102,1
64,118,71,107,118,118,96,108,63,112,112,1
71,108,63,100,112,122,96,101,67,101,114,1
64,113,64,103,118,118,99,109,67,118,118,1
63,90,60,73,90,94,79,96,68,96,104,1
68,108,68,112,118,118,96,109,71,113,123,1
56,101,56,81,93,93,79,93,53,89,93,1
49,101,50,84,93,97,80,102,57,94,90,1
57,98,53,85,102,106,91,87,50,96,104,1
63,105,78,92,110,114,97,125,88,131,120,1
57,83,56,71,79,87,74,81,55,81,85,1
68,123,67,107,113,118,96,122,66,117,112,1
68,122,68,112,122,113,88,123,71,128,128,1
59,101,56,84,93,93,79,89,47,89,85,1
75,112,74,100,112,112,92,114,63,110,105,1
70,119,75,103,119,114,98,114,70,119,114,1
70,124,67,108,114,119,90,114,67,114,114,1
67,120,72,111,120,125,98,122,68,122,128,1
80,113,75,103,113,109,96,112,70,112,108,1
68,118,67,107,118,123,96,92,66,104,112,1
63,117,66,109,117,122,100,130,71,130,119,1
50,98,57,81,98,98,79,104,56,100,100,1
59,93,63,91,101,114,94,110,67,114,119,1
59,108,63,96,108,112,89,119,59,114,110,1
71,119,70,111,119,105,87,115,68,120,115,1
57,98,60,94,106,111,87,96,60,100,104,1
68,109,71,99,113,118,96,117,70,108,112,1
75,100,63,83,100,100,85,93,63,101,101,1
70,120,72,111,120,111,87,122,71,122,122,1
51,100,49,75,92,96,78,97,52,90,97,1
63,119,70,97,105,89,73,120,68,115,98,1
60,104,67,95,109,113,92,96,66,104,117,1
93,115,80,106,106,120,98,108,80,96,100,1
57,79,56,75,87,96,74,81,55,85,93,1
68,122,71,103,113,108,88,128,71,128,123,1
64,113,64,95,108,104,85,104,63,100,104,1
63,114,63,102,114,105,80,115,64,120,115,1
59,93,53,79,93,97,80,90,57,98,98,1
59,101,57,88,101,105,83,90,57,90,94,1
93,106,80,111,120,115,94,96,68,100,108,1
67,120,68,111,120,115,98,122,64,122,118,1
71,117,66,100,108,96,85,119,67,114,105,1
75,114,63,92,105,105,83,115,64,102,94,1
53,93,55,79,93,93,75,92,52,92,88,1
63,125,64,111,120,125,102,118,64,122,122,1
50,96,46,79,96,96,81,89,48,89,89,1
53,96,60,87,96,100,81,104,67,109,104,1
60,94,60,77,90,90,83,96,64,100,96,1
50,90,50,69,86,86,72,91,50,87,87,1
67,112,66,100,112,112,92,105,59,105,101,1
63,110,60,97,114,114,87,102,57,102,106,1
64,118,71,116,118,123,104,112,66,117,122,1
64,96,60,83,96,104,85,109,75,104,104,1
70,120,68,115,120,120,98,128,68,122,122,1
60,109,71,103,113,113,92,104,70,117,117,1
68,104,68,112,118,122,99,113,71,118,123,1
56,109,63,87,100,100,87,122,63,117,108,1
50,96,48,72,89,89,75,96,49,92,88,1
59,100,59,87,104,112,92,105,63,114,110,1
70,106,68,106,115,120,98,104,68,118,122,1
70,114,67,108,119,124,98,114,63,119,119,1
60,91,56,68,83,96,88,85,55,85,96,1
50,83,53,68,83,87,74,81,51,81,85,1
64,123,67,111,123,123,100,122,66,122,127,1
53,87,50,71,87,91,74,85,51,85,89,1
57,115,57,94,111,102,87,108,50,104,100,1
67,114,67,106,114,114,90,115,64,115,115,1
70,119,67,112,119,110,90,119,67,119,114,1
64,123,71,111,128,123,96,127,66,122,127,1
71,118,71,107,113,113,96,122,74,117,112,1
63,119,63,111,124,119,101,125,68,125,120,1
64,128,64,116,122,122,96,123,67,123,128,1
71,117,66,104,122,117,92,110,59,110,105,1
68,100,75,99,109,123,100,96,66,104,108,1
72,118,68,107,122,118,92,109,71,113,118,1
56,97,53,84,97,105,83,98,57,98,98,1
59,84,56,75,88,92,78,93,56,97,93,1
53,96,56,83,96,100,81,96,71,104,109,1
53,98,53,81,98,94,76,96,53,96,96,1
63,110,67,99,101,101,79,119,67,114,105,1
71,124,70,111,119,114,90,115,68,115,115,1
55,88,56,63,84,84,74,93,63,93,93,1
67,119,63,111,124,119,97,115,64,120,125,1
56,90,56,84,97,97,79,89,53,97,93,1
72,128,76,116,122,122,99,128,75,128,123,1
56,97,52,84,97,97,79,97,57,97,93,1
59,97,59,88,101,105,86,105,60,105,105,1
63,108,63,91,112,112,89,114,63,114,114,1
56,96,55,87,100,109,92,100,56,100,100,1
68,118,71,107,113,118,92,112,70,117,117,1
52,89,50,75,89,97,80,86,60,94,98,1
63,111,64,98,111,111,91,108,53,104,108,1
63,111,68,89,98,102,83,122,71,113,108,1
63,114,57,97,105,101,80,115,57,111,102,1
53,104,56,95,108,108,85,109,59,113,109,1
56,105,56,84,93,97,79,105,57,101,105,1
60,91,60,99,108,118,96,100,71,109,113,1
68,118,71,116,123,123,100,112,66,122,122,1
68,123,63,107,118,118,100,117,66,122,122,1
60,96,64,87,100,104,88,100,63,100,104,1
84,109,71,103,113,113,87,112,66,100,100,1
71,117,70,109,122,127,103,114,67,119,124,1
68,104,68,87,104,91,78,104,67,96,85,1
71,124,70,106,114,114,97,115,76,115,115,1
46,89,48,68,89,89,79,92,49,88,88,1
63,115,64,106,120,115,94,118,64,113,118,1
63,125,68,115,120,111,91,122,68,128,128,1
57,90,53,85,94,98,83,91,53,96,96,1
55,88,52,79,96,92,81,86,52,82,86,1
60,93,63,87,100,104,83,96,59,100,100,1
66,105,59,95,105,101,86,105,60,101,110,1
89,120,80,111,115,115,94,122,76,118,108,1
74,106,64,98,111,111,91,113,60,108,104,1
50,86,50,69,90,90,76,96,46,87,87,1
59,97,63,92,105,105,87,106,64,111,111,1
60,91,64,87,100,96,81,100,63,104,104,1
66,130,67,112,124,119,98,124,63,124,124,1
63,115,64,106,120,115,94,122,64,113,113,1
60,113,63,103,113,113,92,112,63,112,112,1
67,119,67,111,114,110,97,125,68,115,111,1
63,119,63,106,119,119,97,120,64,125,115,1
57,102,53,85,94,98,83,100,53,96,87,1
67,122,66,109,122,122,96,114,63,119,119,1
75,105,67,97,110,110,94,111,57,111,102,1
71,113,67,91,104,100,83,122,70,117,104,1
52,101,50,75,93,89,80,86,50,86,90,1
59,114,63,106,114,105,87,115,68,115,111,1
67,104,70,100,112,108,89,90,63,101,119,1
71,118,71,79,96,96,83,112,82,100,84,1
52,101,50,75,97,93,76,94,50,82,86,1
64,113,64,103,118,113,96,113,59,113,118,1
64,113,67,107,118,123,96,112,63,108,108,1
75,127,66,113,117,122,100,124,67,124,124,1
66,97,59,84,93,105,86,93,60,93,93,1
71,122,66,104,122,117,100,119,63,119,124,1
63,112,63,96,112,112,89,105,63,110,119,1
60,118,67,99,109,93,79,127,70,122,104,1
70,115,68,111,120,115,94,118,68,122,122,1
67,114,67,106,114,114,87,111,68,111,106,1
67,105,63,97,114,119,97,102,64,111,111,1
68,118,71,107,118,113,100,122,66,117,122,1
67,96,63,83,100,100,85,93,63,93,101,1
68,104,68,91,104,104,85,104,75,109,104,1
63,119,63,102,119,114,94,115,64,120,115,1
63,119,67,106,114,124,94,115,64,115,115,1
67,110,57,97,110,101,83,111,53,102,90,1
63,119,63,112,119,114,94,124,63,114,114,1
53,96,46,79,87,96,78,93,51,93,96,1
64,128,67,111,123,123,100,122,66,127,127,1
63,102,60,85,94,98,83,104,56,104,113,1
57,94,57,81,90,90,76,79,56,91,91,1
70,114,75,112,119,114,94,119,74,114,124,1
53,98,53,85,102,94,79,104,56,104,96,1
67,122,66,113,117,117,100,124,71,130,130,1
57,106,60,94,102,111,87,104,60,104,104,1
64,118,64,107,122,122,99,118,71,118,123,1
50,77,51,64,77,74,67,88,52,84,80,1
75,112,70,100,112,108,92,110,63,105,105,1
50,87,50,75,91,96,78,96,51,93,89,1
60,113,55,83,100,93,79,100,56,108,100,1
60,104,64,99,113,118,88,89,59,96,96,1
66,119,67,108,119,119,94,114,67,114,114,1
53,85,55,79,89,96,79,92,56,88,92,1
67,102,60,85,102,115,91,91,56,83,96,1
64,118,63,103,113,109,87,122,66,127,122,1
64,123,67,111,123,123,100,112,63,122,127,1
60,89,67,91,100,109,87,92,63,96,100,1
63,112,63,104,112,112,92,110,59,110,114,1
63,90,60,81,94,98,83,96,64,104,100,1
52,86,56,73,86,90,79,93,53,85,93,1
66,119,67,108,124,124,98,119,63,119,124,1
53,91,53,79,96,96,81,89,55,96,96,1
63,115,68,111,120,120,94,113,64,118,118,1
76,118,84,116,118,123,96,112,70,117,122,1
63,114,57,92,110,101,87,106,57,94,90,1
52,82,56,70,82,97,79,82,53,89,93,1
67,111,68,106,115,115,98,118,71,118,118,1
75,117,74,113,122,127,96,124,79,124,124,1
63,114,67,106,114,97,83,120,72,111,106,1
67,114,67,102,114,114,90,106,64,115,115,1
64,113,67,107,118,118,100,117,63,112,117,1
57,91,53,75,79,91,78,85,51,93,96,1
66,124,67,103,124,124,94,110,63,114,114,1
67,106,64,102,115,115,94,100,64,104,113,1
64,118,67,103,118,109,92,112,66,108,117,1
67,111,68,111,115,115,98,118,71,118,122,1
66,119,67,112,124,130,98,119,63,124,119,1
60,104,56,91,108,104,85,104,55,104,104,1
63,124,63,120,124,124,101,125,64,125,125,1
63,114,63,103,114,119,90,114,63,114,114,1
70,90,59,73,97,93,75,89,60,97,105,1
63,114,63,103,119,114,90,114,67,114,114,1
63,88,56,75,92,96,81,97,59,93,101,1
63,101,59,91,105,105,90,105,60,105,101,1
68,113,68,103,113,118,92,109,71,113,118,1
53,85,51,68,77,77,71,88,49,88,84,1
46,93,51,75,93,96,79,96,56,108,100,1
67,119,67,106,114,105,80,115,68,115,102,1
63,117,63,96,112,112,89,110,63,105,110,1
60,100,56,87,104,100,78,104,59,100,96,1
64,122,64,107,118,122,96,113,67,118,118,1
67,119,67,106,119,119,97,115,68,120,120,1
74,115,76,111,115,115,91,122,71,122,122,1
56,104,55,91,104,109,87,108,56,100,108,1
60,108,60,95,113,108,88,104,51,100,104,1
59,105,53,92,105,105,87,94,53,98,102,1
67,110,63,106,114,114,90,106,60,111,111,1
67,112,63,104,108,108,96,110,63,110,105,1
50,91,50,68,87,87,70,81,48,85,85,1
63,125,68,115,125,125,98,128,64,122,122,1
70,115,68,106,115,115,94,122,71,113,118,1
71,109,79,111,123,123,100,104,74,108,117,1
57,90,53,73,90,94,79,87,56,96,91,1
55,100,56,91,108,100,81,110,52,97,97,1
71,117,66,104,112,117,92,119,63,114,110,1
68,109,67,103,113,118,96,112,63,112,108,1
67,108,66,100,117,122,103,105,67,110,119,1
60,98,57,94,111,111,94,104,56,108,113,1
64,122,71,107,122,113,92,113,67,123,123,1
57,96,53,83,96,100,85,85,59,93,104,1
72,128,71,112,128,122,96,118,71,118,118,1
71,123,67,111,123,128,100,108,66,117,122,1
60,111,64,98,111,115,94,118,68,118,118,1
64,118,64,112,118,113,96,118,71,118,118,1
53,102,53,77,98,98,79,96,53,96,96,1
60,100,64,95,104,113,92,85,59,89,96,1
63,111,64,94,102,102,79,128,64,113,104,1
71,122,63,109,122,122,96,119,63,114,114,1
63,115,64,102,115,120,94,113,64,122,113,1
71,105,67,97,110,114,94,94,64,98,106,1
67,112,66,104,122,117,96,119,71,114,124,1
63,124,63,111,124,129,101,125,64,120,125,1
64,113,67,103,113,109,92,117,70,117,112,1
56,93,53,79,89,93,80,90,57,90,90,1
56,100,63,87,100,104,92,117,63,108,112,1
76,122,71,116,122,122,103,118,75,118,118,1
67,122,70,109,122,122,96,124,67,114,114,1
80,118,71,107,122,122,99,113,71,113,123,1
63,114,67,111,124,114,94,115,64,115,120,1
67,122,66,109,122,117,96,119,67,119,119,1
56,104,55,87,104,104,87,112,52,108,100,1
53,89,51,68,85,77,71,88,49,88,88,1
63,125,64,115,125,125,98,128,64,128,122,1
53,89,51,68,85,81,71,88,52,84,88,1
67,97,63,79,85,89,80,90,68,106,111,1
75,100,66,83,96,104,89,93,67,97,90,1
76,113,75,103,118,118,96,112,74,112,117,1
66,114,63,103,110,110,90,114,57,114,105,1
68,128,71,116,123,118,96,127,70,122,127,1
67,114,67,111,119,124,94,115,68,115,125,1
53,98,57,85,98,98,83,100,56,100,104,1
67,89,67,97,101,114,90,106,76,120,120,1
76,122,76,112,128,128,103,123,75,123,123,1
67,114,63,97,110,110,87,106,64,111,111,1
67,122,70,109,112,108,85,119,67,119,110,1
64,113,71,107,118,122,99,118,79,118,118,1
66,97,59,77,90,97,79,85,60,89,97,1
53,111,53,89,106,111,87,104,56,108,108,1
56,114,60,92,105,110,87,115,64,111,111,1
74,111,60,102,111,115,94,108,60,113,108,1
67,114,67,84,101,105,90,115,76,111,125,1
67,115,76,102,111,125,102,122,76,118,128,1
63,88,59,83,100,100,81,93,56,93,105,1
57,106,60,94,111,102,87,100,56,104,100,1
68,113,67,111,118,123,100,117,66,112,122,1
63,110,70,111,114,119,97,115,68,120,120,1
49,93,50,75,97,97,80,94,53,102,98,1
63,108,66,96,108,100,85,93,59,105,110,1
80,123,75,116,128,128,100,127,66,117,122,1
49,82,50,71,85,89,73,86,53,82,94,1
68,118,71,111,118,123,100,122,66,117,122,1
71,122,70,118,127,122,96,124,67,130,130,1
50,83,53,64,79,79,67,77,48,74,77,1
68,122,68,116,128,128,96,123,71,128,123,1
66,124,67,112,124,114,94,114,74,114,114,1
68,118,63,107,123,118,100,122,63,117,122,1
71,122,63,109,117,117,96,114,63,119,119,1
56,89,53,84,97,93,76,94,60,98,106,1
52,89,50,79,93,89,76,90,50,98,94,1
84,112,78,104,122,112,96,110,67,114,114,1
59,93,50,79,97,97,83,98,57,98,98,1
82,120,97,115,125,115,91,128,88,122,108,1
70,114,67,108,119,119,98,114,67,124,119,1
63,119,63,108,114,114,94,114,63,114,119,1
78,110,67,99,114,114,90,110,57,110,101,1
66,110,63,103,119,114,94,105,67,114,114,1
50,91,56,68,83,83,70,89,55,81,81,1
55,112,59,91,100,92,78,101,56,93,93,1
53,104,60,83,100,91,78,109,59,96,96,1
66,119,63,112,114,119,98,119,67,114,124,1
66,114,71,103,114,119,98,119,70,119,114,1
63,110,59,88,110,114,90,105,57,105,119,1
68,122,64,116,122,128,96,123,71,123,123,1
64,122,68,107,122,122,99,118,71,123,123,1
74,119,71,108,114,119,98,124,67,119,119,1
60,100,71,103,109,113,96,96,63,100,108,1
68,123,71,111,123,123,100,122,70,117,122,1
84,128,84,103,118,96,79,104,78,112,100,1
55,108,59,91,104,96,78,101,56,101,97,1
68,96,67,99,109,109,92,84,59,96,108,1
52,78,53,71,82,89,76,90,53,90,90,1
