@relation satimage

@attribute Sp21 numeric
@attribute Sp23 numeric
@attribute Sp25 numeric
@attribute Sp29 numeric
@attribute Sp38 numeric
@attribute Sp41 numeric
@attribute Sp42 numeric
@attribute Sp46 numeric
@attribute Sp47 numeric
@attribute Sp48 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
79,78,75,72,75,78,52,56,67,84,1
113,100,112,112,111,101,63,67,115,129,1
100,92,77,66,84,87,74,78,92,110,1
115,98,116,112,111,100,71,71,107,118,1
103,94,102,102,98,91,60,57,102,115,1
77,79,75,75,79,79,51,51,75,89,1
75,76,77,73,71,74,56,56,75,96,1
95,86,102,97,102,91,57,57,94,111,1
111,96,113,109,112,94,63,63,103,114,1
83,85,70,84,75,76,53,53,79,93,1
107,92,103,103,100,89,66,66,104,108,1
99,92,83,79,99,94,67,63,66,90,1
70,98,106,111,111,98,68,60,89,111,1
87,81,88,84,79,80,57,57,79,93,1
92,90,94,94,107,92,68,68,103,118,1
113,103,108,108,106,94,63,63,111,124,1
103,87,104,104,88,90,59,63,99,114,1
118,100,112,112,111,101,67,67,120,124,1
112,98,111,111,111,102,68,68,111,115,1
112,101,115,120,111,102,72,68,115,120,1
83,75,113,109,112,98,67,63,99,110,1
75,78,83,75,91,89,52,49,75,92,1
103,94,102,106,106,94,64,64,102,115,1
103,92,103,103,100,92,66,66,104,117,1
83,81,95,95,100,92,63,63,96,112,1
111,97,111,115,112,99,68,64,116,128,1
70,75,75,71,73,76,50,50,73,94,1
108,98,97,102,98,91,68,72,111,120,1
102,87,106,102,107,96,64,64,107,113,1
113,96,99,112,102,94,74,74,115,119,1
63,70,77,73,79,76,50,50,71,82,1
108,98,111,115,111,98,68,68,111,115,1
83,81,88,84,84,83,63,63,79,85,1
87,83,79,79,81,83,56,56,81,93,1
102,94,98,98,103,96,60,53,83,100,1
120,97,111,111,107,96,68,68,116,122,1
115,97,106,106,107,96,68,64,103,122,1
91,88,107,103,104,100,74,66,104,122,1
77,79,79,79,68,75,48,51,75,96,1
91,87,91,87,81,79,52,52,84,105,1
104,92,88,88,92,87,57,60,97,119,1
111,100,109,104,108,98,63,67,112,124,1
87,85,91,95,83,85,66,66,83,100,1
112,98,106,111,111,98,68,64,115,125,1
70,72,71,71,77,76,53,57,77,98,1
91,89,99,95,92,87,67,67,88,110,1
103,96,113,113,108,98,75,71,112,124,1
109,92,112,103,106,90,67,63,97,105,1
95,85,68,72,67,70,52,52,71,84,1
97,94,106,106,103,92,64,64,112,118,1
81,79,87,91,95,92,71,67,103,113,1
72,75,71,67,77,75,46,49,70,86,1
99,92,72,79,71,74,52,56,75,88,1
113,100,108,108,115,97,67,70,111,119,1
91,87,87,87,77,75,52,52,81,101,1
87,83,83,83,88,83,56,56,84,93,1
112,103,107,107,109,96,66,66,113,117,1
103,92,87,96,81,86,59,59,91,110,1
75,80,81,89,91,88,64,68,103,113,1
81,79,83,75,72,75,51,51,75,93,1
79,80,62,69,71,74,53,56,71,79,1
68,70,75,68,75,78,52,56,71,88,1
107,96,113,109,108,98,67,71,108,119,1
77,76,83,87,103,87,63,59,75,96,1
85,83,83,79,79,79,55,51,75,93,1
95,90,88,88,81,76,57,53,85,94,1
79,79,87,83,73,79,49,52,70,90,1
73,79,95,83,87,83,63,59,83,89,1
102,90,111,111,107,96,71,68,112,122,1
83,83,91,79,84,83,52,52,73,90,1
111,92,87,104,99,86,67,71,112,119,1
89,83,99,91,107,92,63,63,103,113,1
64,71,75,75,73,79,49,49,77,93,1
103,92,107,103,109,96,70,70,104,112,1
102,94,103,107,99,92,59,63,103,118,1
115,101,111,115,107,99,68,68,116,128,1
91,83,91,79,95,86,63,59,73,93,1
75,80,77,77,79,81,60,60,83,96,1
111,100,109,113,108,98,67,67,108,119,1
84,80,73,77,75,74,60,64,87,100,1
79,81,88,88,88,87,60,57,92,101,1
87,81,91,91,92,87,57,57,88,101,1
79,83,75,75,81,83,59,59,81,101,1
111,96,91,96,91,79,63,67,99,114,1
104,92,95,91,88,73,63,63,84,93,1
75,78,84,81,79,83,50,50,71,89,1
81,76,83,87,91,83,67,71,103,113,1
40,122,102,89,91,92,60,60,83,108,1
99,79,109,109,103,94,67,75,108,114,1
111,100,113,113,108,94,63,67,108,119,1
95,86,111,106,106,98,64,64,102,115,1
103,92,96,91,95,86,63,67,95,101,1
95,87,100,100,103,90,67,63,99,114,1
91,87,96,96,103,90,59,59,95,110,1
111,90,115,115,116,103,80,76,116,122,1
94,87,87,87,91,83,59,55,79,96,1
111,101,111,111,112,99,68,71,112,128,1
106,94,106,106,103,92,60,64,103,118,1
97,87,115,115,116,96,68,68,112,128,1
103,94,106,102,106,94,64,64,102,115,1
107,96,103,107,100,89,63,63,100,108,1
91,79,109,109,108,98,75,67,99,110,1
67,70,73,73,75,76,50,50,79,93,1
73,76,75,75,83,75,55,51,75,93,1
88,83,102,89,107,92,64,56,91,104,1
106,91,107,116,103,96,75,75,107,118,1
106,94,107,112,107,96,71,71,111,123,1
79,76,77,73,75,78,53,53,71,87,1
84,80,73,77,83,85,64,64,99,113,1
95,92,104,96,103,94,67,67,103,114,1
87,81,95,95,100,89,63,63,100,117,1
104,96,103,103,102,94,67,63,102,114,1
87,75,113,109,112,98,67,67,103,110,1
103,87,83,87,84,75,63,67,108,119,1
88,97,111,102,103,96,64,60,91,108,1
111,94,116,116,103,100,84,84,103,118,1
71,73,77,77,75,78,56,56,68,83,1
103,99,99,99,104,92,66,63,100,112,1
81,79,92,92,94,91,60,64,98,111,1
111,94,107,107,107,96,75,75,103,118,1
75,78,95,83,87,89,70,63,79,88,1
107,96,107,103,100,92,70,66,96,108,1
88,87,94,89,91,88,56,56,87,108,1
103,92,79,87,83,81,56,52,83,100,1
111,98,116,112,111,96,71,71,107,118,1
100,89,95,99,79,83,63,67,97,114,1
83,81,84,77,71,80,50,47,67,85,1
112,103,107,107,104,92,63,66,100,117,1
109,100,103,103,106,97,63,63,106,119,1
67,73,66,69,64,74,50,53,64,79,1
111,97,111,111,112,96,68,64,112,122,1
73,79,87,83,95,83,63,63,95,104,1
103,94,102,102,106,94,68,64,102,115,1
79,81,91,87,104,96,56,56,87,112,1
112,99,107,111,104,96,66,70,113,122,1
106,101,111,115,112,99,68,68,112,128,1
102,97,111,115,99,99,71,71,112,122,1
109,96,112,108,106,97,67,67,111,119,1
106,98,87,103,87,83,63,67,107,118,1
100,96,99,99,88,83,57,57,97,110,1
97,87,89,85,99,85,56,60,95,113,1
103,92,113,109,112,101,71,71,112,130,1
107,96,100,100,95,83,67,67,99,114,1
109,96,108,103,102,94,63,63,106,114,1
79,81,87,79,83,85,63,59,91,104,1
111,98,99,107,103,96,71,71,107,123,1
95,90,88,75,77,79,64,64,85,94,1
81,83,84,84,77,76,53,53,77,90,1
73,76,75,75,75,75,55,55,68,81,1
84,80,115,106,116,96,71,68,103,118,1
112,99,111,111,113,103,66,66,109,122,1
87,88,91,95,83,81,66,70,96,104,1
92,80,111,102,112,103,68,71,103,113,1
106,97,106,106,112,99,71,71,103,122,1
112,98,111,111,115,98,60,64,106,125,1
84,83,98,94,99,85,56,56,95,108,1
116,99,111,111,113,103,66,66,109,117,1
43,122,112,108,106,97,67,60,88,110,1
108,98,111,115,111,98,68,68,115,125,1
83,85,84,73,84,80,63,67,88,105,1
111,97,106,106,103,96,68,68,103,118,1
73,76,91,79,91,87,55,55,83,100,1
103,96,107,107,100,96,66,66,109,122,1
71,85,83,79,83,85,63,66,83,100,1
94,83,112,103,111,100,71,71,107,123,1
67,76,73,73,75,78,50,46,79,96,1
111,94,111,111,112,99,68,68,112,128,1
107,96,113,113,103,94,63,63,112,114,1
81,79,75,84,77,79,60,60,94,106,1
79,78,79,75,83,85,56,56,83,100,1
91,78,108,99,111,97,63,63,92,105,1
88,90,92,92,85,83,53,53,85,102,1
112,99,107,107,109,96,66,66,109,112,1
102,94,85,89,87,78,68,64,95,104,1
75,74,72,72,67,74,49,49,71,84,1
112,98,115,111,115,98,60,64,111,115,1
79,78,68,75,75,74,56,49,75,88,1
103,96,100,100,99,90,59,59,103,119,1
83,83,91,79,88,83,56,52,81,93,1
113,100,112,112,111,97,63,63,115,124,1
84,80,73,73,83,81,68,64,87,104,1
106,94,106,106,107,103,76,76,112,122,1
112,101,111,102,115,102,68,64,106,115,1
87,79,113,113,112,98,63,67,108,119,1
109,100,99,108,88,80,60,63,102,110,1
106,94,115,111,116,99,76,71,103,108,1
88,87,85,81,83,81,60,56,83,100,1
95,90,88,88,81,79,60,64,81,90,1
111,98,112,116,111,100,67,71,111,128,1
98,87,91,91,95,87,59,59,91,104,1
120,104,106,106,103,81,80,68,83,100,1
111,94,91,103,99,87,79,75,111,123,1
115,101,111,111,112,99,64,64,116,122,1
67,69,69,69,71,70,50,50,75,91,1
89,83,79,87,83,79,55,51,83,100,1
85,83,87,83,95,87,63,63,91,104,1
71,76,69,69,68,74,50,50,71,87,1
88,83,94,85,87,85,50,50,71,91,1
103,94,111,115,106,94,72,64,106,115,1
98,91,107,99,111,96,67,55,87,104,1
88,75,106,97,115,102,64,64,94,102,1
89,83,83,95,72,75,59,59,79,96,1
108,94,111,106,106,98,64,64,102,115,1
75,80,66,73,68,74,64,64,95,104,1
111,96,100,104,99,94,63,67,108,124,1
99,92,104,104,91,79,63,67,95,101,1
103,87,87,87,103,86,67,75,99,101,1
81,83,84,79,81,79,64,64,85,98,1
71,80,77,81,83,81,60,64,87,100,1
92,90,106,102,107,96,76,84,116,128,1
113,96,112,112,111,101,67,67,111,119,1
67,65,77,73,75,74,56,53,68,83,1
106,90,98,106,87,92,60,64,107,118,1
73,79,79,87,87,83,63,63,95,104,1
111,98,103,87,107,92,71,71,107,113,1
91,85,84,88,84,80,60,63,84,97,1
70,75,75,75,81,83,53,53,81,98,1
100,89,91,95,84,73,63,67,84,89,1
96,92,81,84,79,80,60,60,75,93,1
111,101,115,111,112,96,60,64,107,118,1
116,96,111,111,113,100,66,70,118,127,1
112,96,111,111,109,96,66,70,113,117,1
106,97,111,111,112,96,71,68,112,122,1
97,87,89,94,95,92,56,56,83,100,1
107,100,104,113,99,86,71,71,108,119,1
111,94,85,89,91,81,60,64,95,104,1
88,83,115,106,116,103,68,64,103,113,1
100,92,95,91,88,83,57,53,92,105,1
87,85,84,84,92,87,57,60,92,105,1
112,98,106,111,106,94,64,68,111,125,1
102,94,102,102,107,96,64,64,107,113,1
91,81,107,107,104,92,63,63,100,112,1
112,98,115,111,111,94,68,68,111,120,1
71,73,81,77,83,78,53,53,71,87,1
106,94,112,112,103,100,84,84,103,118,1
106,94,107,107,103,92,63,67,103,118,1
73,79,71,67,69,72,50,50,66,86,1
111,100,96,109,88,79,67,63,108,124,1
107,96,111,107,109,96,66,66,104,122,1
112,99,107,107,91,78,63,63,109,122,1
116,100,104,109,103,94,67,63,103,114,1
111,101,106,111,99,92,68,71,107,122,1
89,87,83,87,95,87,71,75,91,109,1
113,96,99,112,88,83,67,67,111,114,1
103,90,102,102,102,94,64,64,106,120,1
84,83,102,106,98,91,68,64,98,111,1
113,100,108,112,111,97,63,63,111,124,1
116,99,111,107,113,96,70,66,91,100,1
87,96,113,109,112,101,71,71,112,119,1
111,102,107,107,103,96,71,79,103,123,1
95,86,88,97,85,87,57,60,102,111,1
115,101,106,115,112,96,68,71,112,118,1
96,89,84,81,84,87,53,57,88,105,1
113,96,112,112,115,101,70,67,106,124,1
99,94,115,106,111,94,64,64,102,115,1
109,96,108,108,106,97,63,63,111,119,1
79,83,77,81,91,81,68,60,83,96,1
106,91,116,116,116,100,75,71,111,123,1
64,74,72,68,71,78,49,49,67,88,1
79,81,68,75,71,74,49,49,67,84,1
95,88,87,91,87,85,56,63,87,108,1
108,98,111,111,111,98,64,68,111,120,1
99,86,106,97,106,98,64,64,106,120,1
94,83,107,112,111,96,84,75,107,123,1
112,99,107,111,100,92,70,66,104,122,1
113,100,112,112,106,97,70,67,106,119,1
111,98,107,112,107,96,67,67,111,123,1
96,89,84,77,79,80,60,60,84,97,1
94,87,91,95,95,87,59,63,95,109,1
96,89,112,108,111,97,67,67,111,114,1
113,100,99,103,97,90,67,74,106,124,1
68,92,100,100,81,86,71,67,88,105,1
106,94,98,106,95,88,64,60,103,118,1
75,74,75,75,79,81,52,52,71,84,1
107,96,109,104,103,90,63,67,103,119,1
79,73,73,73,75,74,56,56,87,104,1
103,90,111,106,98,91,68,64,98,106,1
115,98,116,112,111,96,71,67,107,113,1
115,102,107,116,79,92,79,84,111,128,1
116,103,107,111,109,96,66,66,109,122,1
111,98,112,107,111,96,71,71,107,123,1
111,96,100,104,99,90,67,63,99,114,1
79,73,102,89,112,96,68,68,91,96,1
68,70,68,68,71,74,49,52,67,84,1
75,78,84,81,84,80,57,57,75,82,1
116,96,107,111,87,81,63,66,100,108,1
91,79,111,102,111,98,68,68,89,98,1
83,71,109,96,108,98,63,63,88,101,1
69,72,71,68,61,67,48,51,72,85,1
103,90,106,97,98,91,68,60,89,102,1
107,96,111,107,113,96,66,66,113,117,1
83,81,83,83,79,78,52,52,79,100,1
102,90,94,98,107,92,68,71,103,118,1
79,73,111,106,112,103,71,68,99,108,1
99,87,87,100,99,94,67,63,95,110,1
106,91,116,103,107,92,75,71,103,113,1
113,103,112,112,111,104,63,67,111,124,1
84,87,111,106,112,99,80,76,107,118,1
111,94,111,111,107,96,64,64,112,122,1
111,94,107,103,99,92,71,67,103,118,1
100,96,103,99,111,97,70,70,106,114,1
99,83,113,118,112,98,67,71,108,130,1
72,75,67,71,66,72,49,49,73,90,1
75,74,70,73,75,73,53,53,75,93,1
111,94,106,102,103,88,64,64,103,118,1
100,92,108,108,111,97,70,74,106,114,1
87,74,103,103,120,101,70,67,106,114,1
116,99,99,111,91,81,74,78,113,117,1
73,76,71,71,83,83,51,51,75,96,1
85,87,87,83,95,87,63,63,87,100,1
85,79,87,87,95,87,63,67,95,100,1
106,98,91,99,95,92,63,63,103,113,1
79,79,71,71,73,75,56,56,81,97,1
79,80,77,77,79,81,56,56,83,100,1
85,83,103,83,83,83,51,51,75,96,1
107,96,87,96,88,86,59,59,95,105,1
112,98,92,88,89,79,60,64,89,98,1
77,79,71,71,69,72,53,53,69,82,1
71,74,68,68,71,74,56,52,79,92,1
113,103,103,108,102,90,63,63,106,119,1
77,68,111,106,111,98,72,68,102,106,1
89,76,112,103,111,100,67,63,103,113,1
112,94,106,111,106,94,64,64,106,120,1
79,81,72,79,75,74,56,59,87,100,1
111,98,103,103,103,92,67,67,107,123,1
99,94,102,97,98,87,57,53,85,102,1
112,98,115,115,115,98,68,68,115,125,1
84,83,92,84,85,83,60,60,81,90,1
100,92,95,99,88,83,60,57,92,110,1
91,79,118,113,112,101,71,71,108,114,1
79,78,75,72,75,78,49,49,71,88,1
116,99,116,116,113,100,70,66,113,117,1
81,83,83,87,83,83,63,63,83,104,1
94,87,83,91,95,83,63,59,95,113,1
112,96,107,107,87,78,66,63,96,112,1
111,100,91,100,99,86,75,79,112,124,1
111,97,102,111,107,96,64,68,107,122,1
68,71,67,71,70,75,52,56,84,97,1
91,83,67,71,66,68,56,56,84,97,1
83,75,71,71,70,75,49,49,70,86,1
115,101,115,115,112,99,80,80,116,128,1
98,91,91,95,103,92,71,71,103,113,1
96,89,99,103,97,87,63,67,102,114,1
88,83,89,94,91,85,60,56,91,104,1
103,98,106,106,111,94,76,72,106,115,1
84,80,69,73,71,74,53,53,79,96,1
103,90,111,106,98,91,64,60,98,111,1
103,96,95,99,83,78,66,74,100,108,1
71,74,79,83,87,89,52,52,83,100,1
104,96,108,103,106,97,70,70,102,114,1
111,97,85,98,79,78,56,60,103,118,1
91,81,111,107,113,100,66,66,113,127,1
71,74,75,72,79,78,49,49,71,88,1
75,73,73,77,71,74,53,53,71,83,1
79,75,79,79,81,79,49,56,81,93,1
103,96,103,103,104,92,70,70,109,117,1
103,96,109,100,99,94,63,63,91,105,1
91,90,97,102,85,83,57,57,81,94,1
107,92,109,113,112,101,71,71,112,130,1
99,79,111,106,106,91,68,64,89,102,1
77,79,75,71,73,72,50,53,69,82,1
83,81,83,99,83,78,59,66,100,108,1
102,87,98,102,95,88,64,64,95,108,1
61,71,67,63,73,75,52,52,70,82,1
112,96,111,111,109,100,66,66,109,122,1
107,100,104,104,108,94,71,75,108,119,1
67,74,81,73,84,76,57,53,71,78,1
84,83,88,88,85,83,57,60,94,102,1
89,79,79,83,87,71,67,71,103,109,1
91,92,100,104,103,98,71,75,108,124,1
111,98,112,116,111,92,71,71,107,123,1
104,96,108,108,111,101,63,63,111,119,1
79,85,81,95,92,94,78,70,92,110,1
112,96,111,107,113,100,70,70,113,122,1
111,100,109,109,103,94,67,67,112,124,1
97,83,111,111,112,99,71,76,112,118,1
91,81,103,95,97,94,57,57,84,101,1
112,99,111,107,113,96,70,70,118,117,1
64,75,91,83,84,86,52,52,73,90,1
103,94,102,102,89,83,64,68,106,115,1
73,76,83,79,75,75,48,51,68,85,1
91,85,95,91,83,81,66,66,87,104,1
79,71,109,100,112,98,67,63,88,97,1
112,92,107,103,104,92,66,63,87,100,1
106,94,107,112,107,96,71,67,107,118,1
95,87,83,83,81,83,63,59,88,101,1
103,90,115,120,106,91,80,76,111,115,1
79,78,73,70,75,80,53,53,71,89,1
83,79,79,83,81,79,56,56,84,105,1
111,101,115,111,116,99,71,68,112,122,1
83,78,75,75,67,70,49,49,71,92,1
79,81,73,81,92,87,60,67,102,114,1
77,75,75,79,77,76,50,50,77,98,1
91,86,79,79,73,76,57,57,81,98,1
103,94,97,106,94,87,60,60,106,115,1
111,100,109,109,108,98,67,67,112,124,1
88,73,106,106,107,96,71,76,112,122,1
75,81,83,79,71,74,52,52,79,92,1
103,98,106,106,102,94,68,68,102,115,1
71,78,75,64,83,81,49,46,75,96,1
103,88,103,103,109,96,70,66,104,112,1
73,75,84,84,73,79,60,64,81,98,1
103,96,100,100,103,98,75,75,108,114,1
75,85,99,77,97,90,67,74,92,105,1
106,94,102,106,107,96,71,71,103,118,1
106,90,102,98,99,92,64,60,103,108,1
112,98,111,111,111,98,72,72,111,125,1
92,87,94,85,83,85,56,60,91,100,1
73,75,88,84,85,83,53,57,85,94,1
112,99,107,107,109,96,63,66,109,122,1
91,83,84,97,94,83,76,76,115,120,1
85,72,112,112,116,96,75,67,107,118,1
112,99,111,111,104,92,66,66,109,122,1
89,83,83,83,75,79,51,51,68,85,1
83,79,79,83,84,83,56,52,84,97,1
99,90,97,92,85,79,53,53,89,106,1
106,90,85,94,91,85,56,60,95,113,1
64,74,68,64,67,70,52,52,63,80,1
92,83,77,89,83,74,60,68,112,118,1
73,76,83,75,72,75,48,55,79,93,1
72,75,83,79,73,75,46,49,73,86,1
100,96,108,108,106,94,74,70,111,119,1
109,96,95,95,84,76,63,67,84,93,1
77,76,79,83,83,79,71,67,103,109,1
109,92,108,112,111,101,63,67,115,129,1
77,79,75,75,75,75,51,55,72,89,1
108,98,106,111,111,102,68,68,106,120,1
95,87,83,83,81,79,56,63,99,114,1
84,86,79,79,77,76,53,53,77,94,1
87,85,99,95,102,90,63,60,92,105,1
85,83,91,87,83,83,51,51,64,85,1
106,94,103,99,107,92,63,59,99,113,1
99,94,102,106,106,94,76,76,106,115,1
115,101,115,115,116,103,64,64,116,122,1
103,92,107,103,104,92,66,70,104,117,1
81,76,75,79,75,79,55,55,72,93,1
96,81,99,99,111,97,63,60,97,114,1
94,87,95,95,87,87,51,48,75,96,1
89,83,91,87,95,87,67,59,72,85,1
66,75,75,71,77,79,53,53,77,94,1
111,102,99,99,99,92,63,71,103,113,1
111,102,116,121,116,100,71,67,111,123,1
75,78,72,72,71,74,49,49,71,88,1
107,99,107,107,109,96,74,74,109,112,1
89,79,112,112,111,100,75,71,107,118,1
111,97,106,111,103,96,68,71,112,122,1
111,104,111,102,107,99,64,64,107,118,1
111,96,104,100,108,94,75,75,103,119,1
87,81,107,99,118,100,70,66,100,104,1
118,100,112,108,97,87,67,67,106,119,1
84,86,106,92,106,94,64,57,94,111,1
99,94,111,106,111,98,68,72,111,120,1
87,85,81,77,84,80,50,50,75,97,1
51,114,99,87,75,85,70,70,100,108,1
96,89,103,103,97,90,67,63,102,114,1
111,98,107,107,107,96,67,67,107,123,1
118,100,112,112,115,101,70,67,111,119,1
111,98,107,107,111,100,67,67,107,118,1
107,96,107,107,96,92,66,66,96,112,1
106,94,103,103,99,96,67,67,107,113,1
73,79,84,84,89,83,60,60,81,94,1
87,92,75,79,83,85,56,56,79,100,1
87,83,71,79,70,72,56,59,91,101,1
83,74,111,103,113,103,70,66,109,122,1
87,88,83,83,79,85,66,66,87,108,1
111,98,99,112,103,87,71,71,111,123,1
113,100,103,103,102,87,63,63,92,110,1
98,87,95,99,58,104,59,63,95,100,1
106,98,112,107,107,96,67,67,107,118,1
111,104,104,109,103,94,67,67,108,124,1
79,81,103,79,96,96,82,66,71,84,1
112,98,111,106,98,91,64,64,106,115,1
67,76,66,66,64,74,53,56,68,83,1
104,96,112,108,111,97,70,70,106,114,1
83,78,108,99,106,94,67,67,106,114,1
83,83,71,75,77,79,56,59,84,93,1
107,92,96,87,91,86,59,59,95,110,1
87,78,99,99,100,92,70,63,96,112,1
95,94,92,92,111,102,88,88,111,120,1
84,83,77,81,87,85,56,56,87,100,1
108,98,111,106,106,91,76,76,111,115,1
96,89,95,95,75,83,63,63,88,105,1
100,89,95,99,97,94,63,67,97,105,1
88,79,102,92,102,87,68,68,94,102,1
83,79,83,91,91,86,59,56,88,101,1
103,96,113,113,112,101,67,63,112,124,1
99,92,104,109,99,90,63,59,91,101,1
83,92,75,87,83,89,59,63,75,104,1
111,101,111,111,112,99,64,64,112,122,1
79,78,91,84,71,76,47,50,71,85,1
75,79,83,75,73,79,52,52,70,90,1
91,92,83,83,73,75,63,63,91,101,1
85,83,91,87,91,87,75,75,95,104,1
111,94,111,115,112,99,64,64,112,128,1
111,101,111,111,112,96,68,64,103,118,1
88,83,84,88,85,79,53,53,85,98,1
91,86,88,92,98,87,60,57,85,98,1
75,74,70,73,71,76,50,53,84,97,1
111,94,107,112,111,100,67,71,111,123,1
91,85,91,91,79,73,50,53,84,97,1
83,81,88,84,88,87,57,57,88,105,1
113,100,112,112,115,101,74,70,111,124,1
83,83,91,87,81,79,49,49,73,86,1
107,96,96,100,95,86,63,67,103,124,1
111,97,111,111,112,99,68,68,112,122,1
111,98,107,112,111,96,71,71,111,118,1
116,103,79,103,83,89,66,74,83,104,1
104,89,108,108,106,97,70,63,102,114,1
112,101,111,111,106,98,64,64,111,125,1
85,76,79,79,75,79,55,55,72,85,1
79,81,83,75,83,81,49,49,71,88,1
99,90,97,97,94,91,53,50,73,90,1
95,87,87,87,84,83,56,59,81,105,1
97,80,85,94,91,81,71,76,116,122,1
83,85,87,83,87,85,56,49,75,100,1
99,86,102,97,98,87,64,64,85,111,1
66,76,68,64,64,71,48,51,61,77,1
81,83,79,87,95,87,63,67,99,109,1
116,99,107,103,109,96,74,74,104,117,1
91,85,91,95,87,81,66,70,104,117,1
103,92,113,113,112,98,63,67,108,135,1
111,96,104,104,108,98,71,67,108,119,1
102,98,112,107,111,100,84,71,79,109,1
113,96,112,108,106,94,67,63,106,114,1
77,79,87,83,91,87,59,59,83,96,1
83,81,95,84,84,83,63,63,79,89,1
73,76,87,75,75,79,51,48,61,81,1
75,78,72,83,71,78,49,52,79,96,1
107,96,111,111,109,100,66,66,113,117,1
91,92,99,91,104,96,70,63,83,104,1
107,96,103,107,104,96,63,66,104,117,1
106,94,102,102,103,96,64,64,107,118,1
106,90,111,106,95,88,71,68,107,118,1
77,75,71,75,69,76,50,50,73,94,1
102,87,107,112,107,96,67,71,111,128,1
108,101,115,111,115,98,68,68,115,125,1
95,92,83,79,88,83,56,56,84,97,1
79,75,67,67,66,72,52,56,70,82,1
72,75,75,71,73,83,49,46,66,86,1
91,85,87,87,104,92,63,66,96,112,1
99,83,118,109,103,90,71,67,99,114,1
91,85,91,87,96,89,52,56,87,100,1
116,100,118,113,112,101,67,67,112,124,1
