@relation crx

@attribute A1 {b,a}
@attribute A9 {t,f}
@attribute Class {positive,negative}

@data
b,t,negative
b,f,negative
a,f,negative
a,f,negative
b,f,negative
b,f,negative
b,f,negative
b,f,negative
a,f,negative
b,f,negative
a,f,negative
b,f,negative
b,f,negative
b,t,negative
b,f,negative
b,f,negative
b,t,negative
a,f,negative
b,f,negative
a,t,negative
b,f,negative
b,t,negative
b,f,negative
a,f,negative
b,t,negative
b,f,negative
b,f,negative
a,f,negative
a,f,negative
b,f,negative
a,f,negative
a,f,negative
b,f,negative
a,f,negative
b,f,negative
a,f,negative
b,f,negative
b,f,negative
b,f,negative
b,f,negative
a,f,negative
b,f,negative
b,f,negative
b,f,negative
b,f,negative
a,f,negative
a,f,negative
b,f,negative
b,f,negative
b,f,negative
b,f,negative
b,f,negative
b,f,negative
b,f,negative
a,f,negative
b,f,negative
b,f,negative
a,f,negative
b,f,negative
a,f,negative
b,f,negative
a,f,negative
b,f,negative
b,t,negative
b,f,negative
b,f,negative
b,f,negative
a,f,negative
b,f,negative
b,f,negative
b,f,negative
b,f,negative
b,f,negative
b,f,negative
a,f,negative
b,f,negative
a,f,negative
b,f,negative
b,t,negative
b,f,negative
a,f,negative
a,f,negative
b,f,negative
a,t,negative
a,f,negative
a,f,negative
a,f,negative
b,f,negative
b,f,negative
b,f,negative
a,f,negative
b,f,negative
b,f,negative
b,f,negative
b,f,negative
b,t,negative
a,f,negative
a,f,negative
b,f,negative
