@relation crx

@attribute A6 {w,q,m,r,cc,k,c,d,x,i,e,aa,ff,j}
@attribute A9 {t,f}
@attribute Class {positive,negative}

@data
c,t,positive
e,t,positive
aa,t,positive
aa,t,positive
w,t,positive
aa,t,positive
e,t,positive
q,t,positive
q,t,positive
m,t,positive
aa,t,positive
m,t,positive
q,t,positive
c,t,positive
cc,t,positive
cc,t,positive
cc,t,positive
w,t,positive
w,t,positive
w,t,positive
w,t,positive
q,t,positive
d,t,positive
c,t,positive
w,t,positive
q,t,positive
r,t,positive
q,t,positive
w,t,positive
w,t,positive
e,t,positive
i,t,positive
q,t,positive
d,t,positive
c,t,positive
e,f,positive
q,t,positive
cc,t,positive
aa,f,negative
q,f,negative
cc,f,negative
q,f,negative
k,t,negative
w,f,negative
ff,t,negative
ff,f,negative
w,f,negative
i,f,negative
i,f,negative
k,f,negative
c,f,negative
q,f,negative
i,t,negative
k,f,negative
k,f,negative
c,f,negative
c,f,negative
c,t,negative
k,f,negative
i,f,negative
m,f,negative
c,f,negative
w,f,negative
m,f,negative
i,f,negative
e,f,negative
k,f,negative
d,f,negative
ff,t,negative
q,f,negative
w,f,negative
c,t,negative
c,f,negative
k,f,negative
c,f,negative
q,f,negative
e,f,negative
w,t,negative
cc,f,negative
ff,f,negative
aa,t,negative
k,f,negative
c,f,negative
j,f,negative
k,f,negative
d,f,negative
aa,t,negative
w,f,negative
c,f,negative
aa,f,negative
j,f,negative
ff,f,negative
c,f,negative
m,t,negative
ff,f,negative
i,f,negative
w,f,negative
c,f,negative
c,f,negative
w,f,negative
r,f,negative
q,t,negative
ff,f,negative
ff,f,negative
c,t,negative
w,f,negative
c,f,negative
m,f,negative
c,f,negative
k,f,negative
i,f,negative
c,f,negative
w,f,negative
k,f,negative
c,f,negative
c,t,negative
q,f,negative
ff,f,negative
q,f,negative
i,f,negative
i,f,negative
ff,t,negative
aa,t,negative
c,f,negative
ff,f,negative
cc,f,negative
c,f,negative
c,f,negative
d,f,negative
aa,f,negative
ff,f,negative
ff,f,negative
c,t,negative
i,f,negative
i,f,negative
i,f,negative
c,f,negative
m,t,negative
e,f,negative
m,f,negative
k,f,negative
c,f,negative
k,f,negative
q,f,negative
c,t,negative
cc,f,negative
m,f,negative
c,f,negative
ff,f,negative
j,f,negative
m,f,negative
ff,t,negative
i,f,negative
i,f,negative
c,f,negative
k,f,negative
d,f,negative
c,f,negative
i,f,negative
ff,f,negative
i,t,negative
c,f,negative
cc,f,negative
ff,f,negative
i,t,negative
ff,f,negative
q,t,negative
cc,f,negative
q,f,negative
m,f,negative
aa,f,negative
c,f,negative
aa,t,negative
c,t,negative
c,f,negative
c,f,negative
q,t,negative
ff,f,negative
c,t,negative
d,t,negative
aa,f,negative
i,f,negative
x,f,negative
k,f,negative
i,f,negative
c,f,negative
w,f,negative
c,f,negative
c,f,negative
i,f,negative
j,t,negative
w,f,negative
k,f,negative
c,f,negative
q,f,negative
m,f,negative
c,f,negative
w,f,negative
c,f,negative
c,f,negative
ff,t,negative
c,f,negative
d,f,negative
ff,f,negative
ff,f,negative
d,f,negative
c,f,negative
c,f,negative
j,f,negative
c,f,negative
k,f,negative
cc,t,negative
ff,f,negative
w,f,negative
w,t,negative
k,f,negative
m,f,negative
k,t,negative
d,f,negative
k,f,negative
c,f,negative
aa,f,negative
cc,f,negative
i,t,negative
i,f,negative
c,f,negative
c,f,negative
c,f,negative
k,f,negative
i,f,negative
w,f,negative
i,f,negative
cc,f,negative
q,f,negative
e,f,negative
c,f,negative
c,t,negative
ff,f,negative
x,f,negative
i,f,negative
x,t,negative
aa,f,negative
m,f,negative
m,t,negative
cc,t,negative
i,f,negative
aa,t,negative
d,f,negative
aa,f,negative
q,t,negative
ff,f,negative
ff,f,negative
k,f,negative
c,t,negative
aa,f,negative
ff,f,negative
aa,f,negative
q,f,negative
c,f,negative
i,t,negative
i,f,negative
aa,t,negative
aa,f,negative
d,f,negative
w,f,negative
c,f,negative
c,f,negative
aa,f,negative
x,f,negative
ff,f,negative
aa,f,negative
x,t,negative
q,t,negative
j,f,negative
c,f,negative
e,f,negative
aa,f,negative
e,f,negative
w,f,negative
i,f,negative
m,t,negative
j,f,negative
ff,f,negative
aa,f,negative
d,f,negative
m,f,negative
c,f,negative
i,f,negative
i,f,negative
m,t,negative
c,t,negative
i,f,negative
i,f,negative
q,f,negative
d,f,negative
k,t,negative
e,t,negative
k,f,negative
i,f,negative
ff,f,negative
d,f,negative
e,f,negative
m,f,negative
q,t,negative
i,t,negative
q,f,negative
d,f,negative
w,f,negative
w,f,negative
k,f,negative
i,f,negative
w,f,negative
x,f,negative
e,f,negative
ff,f,negative
aa,f,negative
aa,f,negative
ff,t,negative
w,t,negative
m,f,negative
w,f,negative
ff,f,negative
ff,f,negative
k,t,negative
m,f,negative
i,f,negative
k,f,negative
aa,t,negative
q,t,negative
q,f,negative
m,f,negative
k,t,negative
w,f,negative
w,f,negative
ff,f,negative
ff,f,negative
i,f,negative
aa,f,negative
ff,f,negative
aa,f,negative
aa,t,negative
k,t,negative
k,f,negative
k,f,negative
i,f,negative
q,t,negative
c,f,negative
k,t,negative
aa,f,negative
c,t,negative
ff,f,negative
c,f,negative
d,f,negative
aa,f,negative
k,f,negative
c,f,negative
ff,f,negative
w,f,negative
ff,f,negative
w,t,negative
k,f,negative
