@relation crx

@attribute A14 numeric
@attribute A15 numeric
@attribute Class {positive,negative}

@data
230,0,positive
0,0,positive
52,1442,positive
32,540,positive
320,0,positive
20,0,positive
56,742,positive
102,639,positive
0,3000,positive
88,2000,positive
80,2954,positive
320,0,positive
280,824,positive
220,2503,positive
0,0,positive
120,0,positive
128,0,positive
211,0,positive
200,1391,positive
399,0,positive
0,3065,positive
160,0,positive
380,2732,positive
70,0,positive
145,0,positive
164,31285,positive
0,4000,positive
0,5000,positive
0,678,positive
88,591,positive
0,1260,positive
290,6,positive
92,0,positive
320,0,positive
491,0,positive
0,2200,positive
50,1187,positive
216,0,positive
80,50,positive
60,400,positive
360,0,positive
120,0,negative
200,0,negative
300,5,negative
0,200,negative
210,687,negative
240,35,negative
240,0,negative
260,0,negative
348,0,negative
120,87,negative
240,1,negative
120,18,negative
300,0,negative
154,32,negative
160,587,negative
350,769,negative
160,0,negative
200,456,negative
180,0,negative
108,98,negative
443,0,negative
100,1212,negative
40,154,negative
280,750,negative
320,0,negative
112,0,negative
0,38,negative
17,1,negative
180,1062,negative
280,13,negative
600,0,negative
80,0,negative
292,0,negative
0,12,negative
132,28,negative
523,0,negative
100,4208,negative
144,0,negative
100,0,negative
980,0,negative
170,179,negative
140,5,negative
0,390,negative
112,6,negative
180,60,negative
400,0,negative
0,351,negative
180,1,negative
180,50,negative
180,0,negative
280,1,negative
280,0,negative
280,204,negative
0,6,negative
288,0,negative
240,4,negative
171,0,negative
300,67,negative
80,42,negative
221,0,negative
369,1,negative
0,316,negative
280,0,negative
0,1000,negative
180,0,negative
160,0,negative
0,22,negative
231,0,negative
100,0,negative
200,1210,negative
280,364,negative
160,20,negative
140,0,negative
80,0,negative
120,5,negative
92,300,negative
108,100,negative
280,0,negative
360,6,negative
300,2,negative
0,2,negative
110,0,negative
212,0,negative
260,246,negative
140,184,negative
140,1110,negative
120,0,negative
200,1,negative
20,16,negative
140,4,negative
480,0,negative
420,0,negative
208,347,negative
200,70,negative
120,375,negative
160,0,negative
200,0,negative
80,0,negative
380,0,negative
80,350,negative
268,0,negative
228,0,negative
0,286,negative
368,0,negative
100,0,negative
420,283,negative
132,0,negative
0,10,negative
240,237,negative
254,1950,negative
0,0,negative
60,0,negative
200,0,negative
216,0,negative
80,990,negative
0,0,negative
140,0,negative
167,500,negative
340,0,negative
180,147,negative
320,13,negative
460,68,negative
178,0,negative
320,0,negative
188,0,negative
320,1300,negative
0,10,negative
220,251,negative
240,3,negative
100,3,negative
80,0,negative
400,0,negative
0,0,negative
280,0,negative
240,117,negative
0,50,negative
120,1,negative
160,25,negative
232,0,negative
160,2,negative
100,68,negative
240,0,negative
180,4,negative
352,112,negative
160,0,negative
0,0,negative
454,50,negative
160,8,negative
120,0,negative
130,0,negative
320,5,negative
132,0,negative
220,1,negative
320,0,negative
200,1,negative
280,204,negative
0,160,negative
160,0,negative
0,351,negative
140,0,negative
120,1,negative
200,0,negative
309,2,negative
176,0,negative
80,0,negative
73,0,negative
320,0,negative
0,5552,negative
0,200,negative
440,0,negative
200,0,negative
0,4,negative
163,0,negative
200,0,negative
280,55,negative
0,0,negative
0,195,negative
100,20,negative
252,2197,negative
80,0,negative
360,1,negative
160,0,negative
96,19,negative
200,18,negative
0,0,negative
200,100,negative
360,0,negative
272,444,negative
168,0,negative
340,1,negative
0,228,negative
356,0,negative
70,6,negative
720,0,negative
140,0,negative
224,0,negative
100,50,negative
145,0,negative
80,0,negative
120,0,negative
160,1,negative
280,80,negative
0,225,negative
80,484,negative
136,1,negative
200,11,negative
550,0,negative
94,0,negative
80,21,negative
180,20,negative
160,1058,negative
300,0,negative
280,0,negative
164,400,negative
400,0,negative
460,16,negative
329,0,negative
129,3,negative
520,0,negative
0,0,negative
62,27,negative
200,0,negative
2000,2,negative
276,1,negative
320,0,negative
280,0,negative
0,0,negative
180,1,negative
0,0,negative
120,0,negative
128,1,negative
180,0,negative
0,0,negative
100,0,negative
272,108,negative
320,1,negative
160,40,negative
0,0,negative
280,0,negative
400,108,negative
0,120,negative
140,2,negative
200,0,negative
160,0,negative
120,1,negative
160,0,negative
440,4500,negative
45,1,negative
416,21,negative
760,90,negative
140,210,negative
200,4,negative
180,0,negative
280,10,negative
100,0,negative
0,2,negative
120,67,negative
680,0,negative
160,0,negative
340,2803,negative
120,809,negative
0,350,negative
28,0,negative
60,100,negative
225,500,negative
180,0,negative
0,0,negative
272,0,negative
280,0,negative
130,1,negative
176,537,negative
128,6,negative
140,722,negative
220,5,negative
420,0,negative
120,5,negative
75,0,negative
640,4000,negative
0,0,negative
160,0,negative
100,1,negative
200,1000,negative
100,0,negative
132,2,negative
220,5,negative
0,0,negative
360,1000,negative
180,173,negative
174,3,negative
160,0,negative
465,150,negative
120,1,negative
100,2,negative
140,0,negative
0,501,negative
720,0,negative
260,0,negative
144,0,negative
0,0,negative
340,0,negative
100,27,negative
400,0,negative
0,4000,negative
200,7,negative
220,140,negative
200,0,negative
144,0,negative
80,5,negative
160,41,negative
200,3,negative
240,0,negative
340,0,negative
86,0,negative
200,1,negative
120,0,negative
120,0,negative
152,130,negative
176,146,negative
560,0,negative
