@relation crx

@attribute A1 {b,a}
@attribute A14 numeric
@attribute Class {positive,negative}

@data
a,100,positive
a,0,positive
b,399,positive
a,140,positive
b,92,positive
b,211,positive
b,120,positive
b,0,positive
a,0,positive
b,260,positive
a,396,positive
a,40,positive
a,300,positive
b,160,positive
a,380,positive
b,280,positive
a,370,positive
a,60,positive
a,181,positive
a,96,positive
b,164,positive
a,0,positive
a,280,positive
b,80,positive
b,100,positive
a,156,positive
b,0,positive
b,0,positive
b,70,positive
b,0,positive
b,320,positive
a,0,positive
a,21,positive
a,0,positive
a,519,positive
b,250,positive
b,120,positive
b,0,positive
b,216,positive
b,60,positive
a,300,positive
b,350,positive
b,510,positive
b,0,positive
b,320,positive
b,0,positive
a,50,positive
a,43,positive
b,0,positive
b,80,positive
a,0,positive
b,260,positive
b,200,positive
b,24,positive
a,80,positive
b,290,positive
b,0,positive
b,181,positive
b,160,positive
b,396,positive
b,204,positive
b,300,positive
a,440,positive
a,0,positive
b,520,positive
b,0,positive
a,100,positive
b,80,positive
b,399,positive
b,80,positive
b,0,positive
b,100,positive
a,0,positive
a,145,positive
b,381,positive
b,0,positive
b,40,positive
b,408,positive
a,80,positive
a,0,positive
b,144,positive
a,120,positive
b,500,positive
b,202,positive
b,100,positive
b,0,positive
b,280,positive
b,60,positive
b,431,positive
b,220,positive
b,312,positive
b,311,positive
b,100,positive
a,0,positive
a,0,positive
b,0,positive
b,0,positive
a,220,positive
b,360,positive
b,253,positive
b,52,positive
b,160,positive
b,0,positive
b,312,positive
b,515,positive
b,0,positive
a,80,positive
a,70,positive
b,121,positive
a,164,positive
b,60,positive
a,0,positive
b,432,positive
b,128,positive
b,0,positive
a,49,positive
b,260,positive
b,96,positive
a,88,positive
b,180,positive
b,200,positive
a,375,positive
b,520,positive
a,29,positive
b,0,negative
b,320,negative
b,340,negative
a,62,negative
b,280,negative
b,120,negative
b,440,negative
b,0,negative
b,120,negative
a,0,negative
a,320,negative
a,368,negative
a,160,negative
b,340,negative
a,167,negative
a,144,negative
b,228,negative
b,174,negative
b,210,negative
a,100,negative
b,160,negative
b,254,negative
b,0,negative
b,160,negative
a,360,negative
b,480,negative
a,120,negative
b,112,negative
b,100,negative
a,86,negative
b,140,negative
b,550,negative
b,160,negative
a,320,negative
b,128,negative
a,120,negative
b,132,negative
a,200,negative
a,108,negative
a,240,negative
a,380,negative
b,280,negative
b,0,negative
a,80,negative
b,280,negative
b,240,negative
b,132,negative
b,329,negative
b,140,negative
a,268,negative
b,340,negative
b,320,negative
b,420,negative
b,100,negative
b,120,negative
a,200,negative
b,320,negative
a,144,negative
b,0,negative
b,0,negative
b,420,negative
a,0,negative
a,0,negative
a,340,negative
b,0,negative
b,216,negative
b,220,negative
b,454,negative
b,292,negative
b,0,negative
b,80,negative
a,120,negative
b,75,negative
b,260,negative
b,300,negative
b,300,negative
b,100,negative
b,140,negative
b,320,negative
a,76,negative
b,309,negative
a,160,negative
b,136,negative
b,100,negative
b,132,negative
a,132,negative
b,80,negative
b,200,negative
a,280,negative
b,369,negative
b,45,negative
b,232,negative
b,0,negative
b,120,negative
b,94,negative
b,100,negative
a,80,negative
b,0,negative
b,523,negative
b,225,negative
a,100,negative
a,440,negative
b,80,negative
a,160,negative
b,108,negative
b,0,negative
b,0,negative
a,200,negative
b,188,negative
b,0,negative
b,400,negative
b,130,negative
a,0,negative
b,0,negative
a,0,negative
b,224,negative
b,108,negative
b,80,negative
b,300,negative
b,120,negative
a,129,negative
a,212,negative
a,320,negative
b,352,negative
b,170,negative
b,0,negative
b,560,negative
b,320,negative
a,180,negative
b,120,negative
b,136,negative
a,340,negative
b,0,negative
b,120,negative
b,350,negative
b,140,negative
b,400,negative
b,96,negative
b,160,negative
b,200,negative
b,221,negative
b,520,negative
a,240,negative
b,216,negative
a,360,negative
b,240,negative
b,720,negative
b,180,negative
b,280,negative
a,280,negative
b,200,negative
b,120,negative
b,200,negative
b,200,negative
b,100,negative
b,0,negative
b,0,negative
b,280,negative
b,180,negative
b,210,negative
b,180,negative
b,130,negative
b,180,negative
b,141,negative
b,400,negative
a,140,negative
a,252,negative
a,0,negative
b,140,negative
b,164,negative
b,80,negative
b,300,negative
b,120,negative
b,231,negative
b,120,negative
b,0,negative
b,176,negative
a,120,negative
b,160,negative
b,160,negative
b,160,negative
b,252,negative
a,200,negative
b,272,negative
b,145,negative
b,180,negative
b,180,negative
a,80,negative
a,100,negative
a,0,negative
b,100,negative
b,160,negative
a,180,negative
b,720,negative
b,680,negative
a,0,negative
a,73,negative
a,200,negative
a,0,negative
b,240,negative
a,200,negative
b,0,negative
b,176,negative
b,128,negative
b,100,negative
b,180,negative
a,0,negative
b,220,negative
a,200,negative
a,280,negative
b,60,negative
b,70,negative
b,200,negative
b,348,negative
a,160,negative
b,356,negative
b,144,negative
a,180,negative
b,208,negative
b,416,negative
b,0,negative
b,200,negative
a,180,negative
b,140,negative
b,140,negative
b,0,negative
a,120,negative
b,200,negative
a,240,negative
a,260,negative
b,110,negative
b,60,negative
b,0,negative
a,20,negative
b,176,negative
a,160,negative
b,0,negative
b,443,negative
b,760,negative
b,0,negative
b,160,negative
b,400,negative
b,140,negative
a,0,negative
b,120,negative
a,200,negative
a,2000,negative
a,40,negative
a,180,negative
b,240,negative
b,180,negative
b,0,negative
b,460,negative
b,178,negative
b,120,negative
b,200,negative
a,0,negative
a,220,negative
a,272,negative
b,280,negative
a,276,negative
a,160,negative
b,60,negative
b,180,negative
b,28,negative
a,280,negative
b,280,negative
b,300,negative
b,220,negative
b,320,negative
b,400,negative
a,92,negative
b,220,negative
b,420,negative
a,160,negative
b,0,negative
b,460,negative
b,140,negative
b,180,negative
a,154,negative
b,160,negative
b,280,negative
a,200,negative
b,17,negative
b,120,negative
b,100,negative
b,100,negative
b,200,negative
a,160,negative
b,160,negative
a,0,negative
a,120,negative
b,160,negative
b,100,negative
a,280,negative
b,280,negative
b,240,negative
b,465,negative
b,200,negative
b,120,negative
a,0,negative
a,400,negative
b,232,negative
b,200,negative
b,280,negative
a,240,negative
b,140,negative
b,0,negative
a,0,negative
b,80,negative
b,260,negative
a,171,negative
b,140,negative
a,272,negative
a,480,negative
b,160,negative
b,80,negative
b,112,negative
b,160,negative
a,0,negative
b,140,negative
a,80,negative
a,240,negative
