@relation 'magic-weka.filters.unsupervised.attribute.Remove-V-R1-2,9,11'

@attribute FLength numeric
@attribute FWidth numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
93.6758,32.3094,0.026,g
23.686,16.7064,23.211,g
35.1728,28.8254,28.8991,g
21.5813,9.9303,20.293,g
36.7759,18.671,18.229,g
30.3824,13.4151,11.9419,g
23.3911,16.4648,19.703,g
26.5358,17.3757,11.496,g
12.659,11.7579,67.1488,g
31.0818,14.1038,14.461,g
26.0313,19.0356,4.437,g
21.945,12.6578,59.558,g
118.862,27.3853,1.5122,g
69.2105,35.8748,3.301,g
54.1441,17.3626,16.2512,g
35.2264,19.8659,15.103,g
28.8197,11.2873,25.421,g
21.6376,15.3225,1.591,g
48.158,14.8748,20.997,g
114.445,20.5004,2.2623,g
22.3987,12.4692,11.655,g
20.585,10.9031,42.803,g
93.3768,37.1418,1.734,g
92.3147,29.3381,1.3333,g
20.8003,12.4121,60.8343,g
66.7934,29.376,15.777,g
39.345,23.972,3.0825,g
28.7177,17.7968,8.54,g
58.7044,32.7913,4.8245,g
17.3807,10.7395,66.181,g
25.7487,13.2539,24.031,g
20.6747,7.2118,46.066,g
30.5961,17.0359,11.8172,g
33.5888,7.5491,22.805,g
12.863,11.419,17.031,g
18.2664,12.4183,14.708,g
42.1221,16.7796,10.45,g
19.7594,7.3625,77.3146,g
67.1596,23.3741,3.1282,g
30.5382,17.6138,13.5528,g
25.8002,13.2023,12.5937,g
36.5502,25.3158,27.555,g
28.3287,10.0515,18.23,g
89.8999,28.158,0.128,g
41.7791,10.5247,1.8949,g
40.0484,18.1552,1.596,g
38.6668,20.1272,6.4438,g
21.0379,12.3581,16.1552,g
28.9235,13.424,16.859,g
35.7318,26.4597,17.331,g
12.7509,11.6175,46.2009,g
64.6119,21.9114,5.402,g
66.4899,20.5629,3.6733,g
39.8927,15.4219,14.818,g
60.9779,26.6307,0.3079,g
30.8746,8.2639,15.7149,g
18.9001,9.8939,42.667,g
61.8679,16.3463,16.96,g
39.45,19.6861,6.3884,g
42.4521,14.0844,48.416,g
85.5402,34.4071,4.01,g
43.0287,22.9664,21.8794,g
73.6497,31.483,4.5424,g
13.376,10.2156,75.648,g
39.7794,13.4751,7.225,g
22.2827,12.286,34.432,g
68.7883,20.6824,8.7606,g
21.489,12.3798,59.423,g
103.475,53.3928,1.727,g
20.8402,12.3622,13.2241,g
42.8667,20.8577,6.9302,g
28.0453,23.9976,4.9786,g
22.1773,12.7998,20.288,g
25.6068,11.76,12.1452,g
69.0638,30.9665,4.3045,g
97.3016,50.3098,0.131,g
38.7094,23.9015,4.65,g
76.7136,19.7113,7.946,g
71.4159,24.9376,1.4909,g
28.6896,16.7141,31.784,g
23.5536,17.5029,49.0547,g
25.1685,23.4817,72.786,g
92.1213,30.2434,0.7519,g
24.7379,13.2045,2.748,g
80.3703,33.2511,21.841,g
46.6559,13.9374,2.771,g
81.9688,24.7704,2.967,g
82.0529,26.5682,2.031,g
20.9442,6.9091,12.268,g
49.3308,19.4102,1.5672,g
35.7084,15.7785,35.069,g
29.2226,19.6211,5.7595,g
23.5439,12.7811,2.964,g
36.185,19.0554,28.551,g
46.8561,19.7924,1.1127,g
28.7043,22.2965,61.727,g
27.9177,21.0394,48.484,g
18.3529,10.5756,81.3657,g
36.3394,9.0447,1.236,g
20.8101,14.76,2.108,g
32.0205,17.3002,5.6933,g
39.1028,14.6241,5.148,g
69.3249,23.0715,5.8399,g
53.1026,19.5641,6.083,g
39.4615,23.6827,2.068,g
28.0971,15.9477,13.9543,g
25.0535,18.9759,27.262,g
49.2906,15.3147,11.635,g
33.4044,24.8757,29.609,g
29.2453,14.9894,19.747,g
34.1703,20.6534,10.493,g
22.61,10.6423,64.034,g
37.2705,7.4475,16.857,g
29.054,25.8172,31.0087,g
92.2871,39.647,2.436,g
66.7283,20.8316,1.4439,g
40.1306,26.8957,8.8138,g
26.8136,12.9271,0.708,g
96.995,32.6711,0.9411,g
68.9277,17.4968,4.387,g
48.3669,23.1997,1.99,g
65.8168,28.7954,6.9368,g
65.6585,27.9322,11.6762,g
82.1558,24.0037,0.3795,g
24.7067,14.5735,75.425,g
31.9774,11.9107,6.46,g
31.8013,14.9086,21.5187,g
34.9959,19.3991,6.89,g
48.0111,20.3797,7.784,g
21.6904,15.0755,89.7187,g
19.3101,17.9565,4.3446,g
76.5716,33.5462,4.4055,g
57.1117,22.3814,10.734,g
18.8573,11.9122,88.8278,g
23.3523,5.8999,18.9122,g
18.1576,15.9401,33.2818,g
83.5628,25.5676,9.311,g
24.6528,17.8745,0.881,g
28.6317,21.3242,17.9029,g
96.4889,21.011,1.765,g
49.165,42.3026,4.8828,g
21.099,15.7969,77.795,g
43.0126,15.2872,2.4997,g
29.5296,21.8245,37.585,g
69.6678,21.4358,3.8131,g
71.6117,12.2741,5.3775,g
26.5474,21.8125,14,g
19.6403,17.0921,4.0536,g
27.6315,10.7508,34.121,g
13.438,10.2638,43.042,g
18.9213,15.1727,8.274,g
17.8722,17.5257,48.694,g
78.6102,30.9949,3.301,g
20.1622,8.237,3.886,g
18.2814,10.3692,17.734,g
28.3472,18.5949,6.959,g
57.3932,21.2327,4.7613,g
29.7456,16.8913,19.182,g
38.2467,23.9796,4.173,g
27.8573,16.3669,15.7002,g
36.8727,15.0899,2.0174,g
30.4527,22.2754,13.6718,g
18.6873,13.5389,34.0054,g
22.1048,12.8114,9.0091,g
26.1052,9.4291,3.9731,g
47.76,25.0045,1.1964,g
24.9527,9.1084,20.728,g
91.7756,29.917,2.4654,g
35.807,24.4013,8.37,g
44.6155,27.4279,13.107,g
80.6137,27.269,3.298,g
35.6734,17.9468,5.955,g
39.3534,18.6073,3.759,g
47.0554,10.3331,18.374,g
40.9029,28.6529,8.222,g
19.0166,10.2006,68.8859,g
25.6714,10.537,9.5272,g
35.529,17.8957,31.3698,g
66.8423,14.7113,8.368,g
37.2195,10.3329,11.386,g
63.0359,15.7418,1.9109,g
37.0457,17.9792,3.9171,g
41.5842,21.3329,6.377,g
20.1273,10.2168,8.229,g
25.7554,0.0037,0.0002,g
86.7619,16.6586,5.057,g
29.6226,11.9796,19.914,g
106.244,32.661,1.464,g
64.9888,26.1442,1.798,g
23.9751,13.9242,4.1125,g
167.067,25.5716,4.486,g
35.0447,21.8043,2.232,g
25.2379,17.9872,27.762,g
67.8749,23.5976,0.505,g
27.3066,19.721,28.615,g
44.6576,21.6739,22.7661,g
26.8582,11.8539,17.677,g
50.7703,19.3929,4.232,g
33.4439,18.4405,5.6137,g
20.3722,12.903,50.6061,g
50.7112,24.4091,0.5754,g
18.8618,11.0502,36.709,g
16.5162,11.044,24.0178,g
27.3905,13.7396,19.736,g
25.5536,17.4304,79.873,g
88.0991,34.4391,1.892,g
29.6058,18.3168,9.0521,g
25.5161,15.2353,6.024,g
42.1563,33.1096,49.156,g
14.6323,12.2416,74.7762,g
29.3521,11.7254,47.1879,g
58.7751,27.2412,0.2638,g
38.8604,19.207,5.8146,g
30.858,28.1619,1.0274,g
34.1804,13.9786,27.156,g
18.787,14.9261,28.2602,g
90.6506,40.0201,0.568,g
84.9925,40.6609,0.546,g
63.7096,14.9147,0.2853,g
13.594,9.9525,54.213,g
63.6422,14.5135,2.231,g
39.6265,26.0322,37.8821,g
36.4381,13.5256,3.596,g
38.5154,19.8073,9.826,g
19.7083,16.4235,10.4413,g
27.8701,22.266,18.606,g
32.4232,20.7462,23.7956,g
42.468,23.1362,12.219,g
77.4354,34.124,43.174,g
22.7217,19.7887,39.6495,g
16.5068,11.4704,36.3007,g
50.9109,18.6353,10.865,g
25.0758,15.8299,80.2386,g
118.747,37.2663,3.2776,g
22.0729,12.8478,38.1238,g
33.9312,18.959,9.6812,g
19.9009,7.0867,70.729,g
29.4962,16.7045,12.2232,g
12.9695,11.196,32.761,g
33.0524,15.7139,10.977,g
37.304,21.4064,4.3,g
107.725,32.2207,1.5131,g
36.6913,28.2534,69.125,g
50.3422,9.3404,8.78,g
38.9482,17.256,26.7113,g
54.623,21.7267,11.24,g
61.0521,52.4718,7.181,g
20.4023,7.2924,34.5528,g
20.3447,7.2127,46.8416,g
14.2556,12.5353,63.8003,g
104.156,17.6415,0.8358,g
32.1296,18.7433,1.325,g
22.9883,10.112,16.843,g
30.0188,15.4918,21.0507,g
33.4054,10.5806,9.6728,g
36.6939,18.4718,11.9465,g
25.6886,7.9251,6.0144,g
18.8097,10.0248,43.0228,g
34.1746,17.1788,0.9739,g
30.8539,22.9645,41.374,g
20.2236,12.8656,26.8895,g
54.9859,26.7363,15.4057,g
72.0106,24.9636,4.374,g
26.7219,10.0212,27.079,g
15.6621,10.816,3.957,g
92.9942,47.0245,1.575,g
97.5021,38.9376,1.034,g
49.3619,18.5025,11.961,g
46.3522,21.7526,4.0395,g
83.4349,31.4255,4.4435,g
44.3861,20.4092,4.4,g
26.9109,16.0899,16.3,g
49.4834,16.9858,0.9353,g
87.9272,26.3163,2.052,g
25.6931,10.177,28.175,g
32.6404,16.1185,25.9867,g
33.352,12.759,9.695,g
80.0206,24.5151,30.1986,g
19.1932,17.1061,56.213,g
86.5927,25.3707,1.489,g
55.9818,18.2547,14.579,g
90.0781,32.3167,3.343,g
84.1495,15.471,0.4443,g
28.0178,15.9448,30.3436,g
23.5514,9.0361,25.6299,g
29.4859,12.9874,6.035,g
32.7861,17.9806,29.924,g
20.5692,12.6622,13.9,g
65.9214,14.9115,3.118,g
55.0918,16.1955,3.965,g
26.7828,15.19,42.8808,g
65.8244,18.8813,8.031,g
45.0083,22.6768,1.511,g
24.4102,10.8908,4.738,g
18.2123,12.7203,83.0753,g
20.0961,7.1571,37.783,g
28.5676,18.562,8.016,g
33.4985,16.1636,23.5652,g
25.9229,10.5564,34.266,g
19.4413,15.4514,17.0993,g
24.9532,13.5162,5.881,g
115.017,29.6712,8.302,g
24.2018,10.4544,3.098,g
54.1353,21.9205,2.4615,g
86.8639,21.8827,2.0243,g
18.183,10.5409,26.4593,g
46.8212,18.8514,6.648,g
21.181,12.7713,9.109,g
55.4983,26.8202,6.216,g
24.5451,16.0308,10.576,g
41.2738,18.1847,16.706,g
31.8372,9.3091,43.535,g
41.3527,11.3559,9.469,g
44.4369,18.2552,15.298,g
31.0128,19.8791,19.332,g
34.5014,21.9099,14.885,g
34.7886,19.5066,14.054,g
21.173,6.9933,62.166,g
21.0357,9.8262,20.22,g
51.9719,23.8063,11.9368,g
25.6509,7.4142,15.7881,g
56.2951,14.8229,9.19,g
23.1919,16.9625,34.6018,g
47.9863,14.4663,3.9724,g
31.3412,21.5299,22.1398,g
67.9686,25.8978,9.0921,g
128.616,21.0901,3.1889,g
27.7247,18.9683,13.846,g
23.137,17.6869,82.2627,g
80.934,27.8972,2.2905,g
21.3385,10.4966,17.1321,g
23.3346,11.8139,2.7921,g
45.7772,14.5173,2.119,g
35.2461,16.1189,1.9002,g
23.1425,12.903,12.137,g
55.3431,22.5855,25.7773,g
35.6271,10.0782,18.357,g
36.744,16.6424,25.831,g
40.6978,30.7397,7.8862,g
39.5881,20.2859,9.216,g
66.2184,10.8047,8.48,g
34.2724,24.148,7.6209,g
12.7943,11.4884,60.835,g
50.1891,9.2552,4.735,g
47.8975,17.0376,4.0989,g
72.3434,24.8566,79.886,g
60.9821,18.8093,1.3991,g
21.1907,11.2333,2.0243,g
29.4785,12.891,59.3545,g
31.0714,17.3221,52.617,g
125.394,56.5926,3.601,g
29.2753,16.9838,20.19,g
19.5077,7.4326,75.607,g
31.1212,16.6898,4.9423,g
36.4051,18.7689,0.8205,g
94.772,30.7871,4.109,g
74.1805,24.5521,4.9278,g
59.3247,23.9572,62.09,g
45.559,9.9957,14.4173,g
28.0875,11.3629,34.9402,g
19.7721,7.0896,10.7736,g
68.1693,29.6106,3.585,g
40.3064,13.3274,13.838,g
21.6829,15.8511,18.1669,g
13.0312,11.0411,18.039,g
23.9355,15.7287,86.6051,g
30.6697,21.2076,23.142,g
21.0002,7.1029,12.863,g
21.9405,20.8778,74.7121,g
21.0982,12.5113,35.9838,g
27.1226,18.3417,39.0678,g
90.8667,72.8105,6.433,g
38.3943,12.6363,20.47,g
13.2632,10.7133,71.878,g
29.9259,9.5265,0.255,g
77.7362,37.784,4.3928,g
90.3487,25.9285,1.81,g
22.9349,13.1887,47.1919,g
21.0734,9.9977,37.679,g
99.9956,16.1585,0.12,g
50.9134,24.0733,4.3666,g
32.9417,13.3494,8.8499,g
36.0844,29.3736,22.925,g
30.147,12.4679,5.9657,g
50.3517,12.7905,9.6757,g
45.9243,16.9284,4.8845,g
19.1799,15.8771,15.6268,g
72.0069,21.5892,3.422,g
24.2385,10.9437,10.9363,g
68.7734,19.1491,2.2482,g
62.9629,19.3932,2.217,g
21.4104,6.9318,80.5502,g
12.717,11.6409,27.85,g
28.0113,11.9892,0.4067,g
12.6216,11.8114,57.2856,g
21.3893,11.3137,40.003,g
39.0013,22.9181,9.8286,g
46.3042,26.6742,7.0879,g
20.3329,17.3059,89.6161,g
21.308,12.3983,7.3869,g
26.9596,13.9185,21.5562,g
65.5949,21.5734,4.202,g
77.192,16.2878,8.446,g
31.4615,12.4865,8.062,g
71.2934,32.3604,2.6,g
139.136,23.9501,10.4186,g
31.8418,20.5389,7.063,g
87.5146,22.1137,12.3675,g
76.4172,23.2299,9.7797,g
12.9627,11.2948,61.5575,g
43.2269,23.174,26.0548,g
15.2576,11.9421,48.9647,g
21.0701,9.7165,6.7698,g
67.8641,18.5765,2.5919,g
33.6473,16.4682,30.914,g
39.5085,20.9302,4.7427,g
99.5314,19.1983,0.6273,g
22.1571,14.7328,57.7866,g
20.7349,11.2396,9.5667,g
21.6056,15.0938,28.138,g
43.5004,21.3132,18.5411,g
29.5906,18.5962,16.103,g
24.4082,19.4895,20.487,g
21.3109,6.7047,82.9943,g
21.2515,12.6117,51.1727,g
84.4221,36.4121,4.2808,g
57.0139,30.3512,2.6075,g
89.9267,38.6728,0.42,g
22.6387,16.4443,52.38,g
48.3589,21.6431,41.2033,g
22.8495,13.9723,35.283,g
95.6197,34.7412,28.5503,g
20.0105,14.582,53.008,g
46.4559,18.914,3.5737,g
41.121,20.2472,6.0005,g
21.5414,18.9129,42.731,g
36.0738,12.6927,25.8637,g
21.7358,10.5355,41.1555,g
12.9935,11.0298,50.922,g
28.1075,16.6515,43.177,g
24.8266,19.6036,5.132,g
22.7595,16.4605,32.0104,g
25.9384,16.2946,26.632,g
27.3093,18.1957,40.08,g
28.085,12.8567,25.4082,g
24.5803,0,88.0912,g
48.2117,17.2202,4.4309,g
19.1139,10.1348,40.884,g
37.0689,16.538,2.76,g
37.7811,15.0295,11.192,g
43.2057,15.0189,4.438,g
68.5292,29.0767,4.265,g
78.4848,13.4146,0.13,g
47.5067,23.3557,5.6571,g
26.0226,14.3748,13.986,g
31.3756,8.4294,7.917,g
30.0087,12.8582,6.388,g
58.7928,18.8266,5.3936,g
28.7312,9.3927,6.8387,g
80.8877,25.7457,10.4609,g
34.0626,12.306,24.444,g
55.056,33.4244,7.286,g
60.2849,25.111,0.681,g
29.5469,19.0651,32.814,g
31.8884,11.8492,19.907,g
104.346,36.1869,1.422,g
69.0597,15.9685,13.1301,g
12.9024,11.2074,59.898,g
30.6751,11.0685,22.07,g
24.1086,8.6111,59.461,g
25.076,12.7537,4.506,g
27.1139,20.3809,47.397,g
19.4019,12.8113,12.6022,g
33.9612,12.673,43.391,g
90.7973,19.278,3.75,g
97.8762,18.6993,2.909,g
52.2368,45.616,20.595,g
20.5405,13.4527,34.2189,g
93.5072,35.7955,2.266,g
46.2876,19.7294,13.5359,g
55.2057,41.192,3.44,g
58.4422,19.6955,19.889,g
27.0089,24.9415,55.3088,g
24.5289,14.2949,2.189,g
32.4251,9.629,6.6791,g
73.7252,15.5966,3.531,g
97.455,24.2555,6.3678,g
30.9161,20.5479,14.437,g
39.089,26.253,18.9796,g
12.3552,12.1346,60.1701,g
31.1823,14.847,22.9229,g
27.9625,21.6092,6.703,g
45.1942,26.4351,7.8797,g
35.4559,14.0987,2.075,g
40.1845,20.7931,7.848,g
70.9121,14.6773,0.5949,g
22.7184,8.7598,6.1543,g
41.3165,16.9678,10.961,g
21.7265,6.7179,27.722,g
21.1452,7.0922,13.7571,g
26.3197,22.606,30.5803,g
