@relation 'magic-weka.filters.unsupervised.attribute.Remove-V-R1-3,9,11'

@attribute FLength numeric
@attribute FWidth numeric
@attribute FSize numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
33.7959,12.4542,2.567,27.8917,g
79.2821,27.9011,3.1173,5.16,g
37.5494,11.2492,2.6253,8.782,g
12.6472,11.7739,2.0065,5.88,g
82.9688,29.1319,3.5263,14.1164,g
36.8698,17.7978,2.7288,4.412,g
26.8487,11.0832,2.48,11.235,g
63.1196,31.0642,3.3687,6.423,g
52.9024,22.7868,3.1956,4.4386,g
23.6678,0.0001,2.1629,81.1385,g
78.8325,27.4832,3.654,2.762,g
130.346,36.4798,3.5863,6.999,g
21.9153,9.8124,2.4914,16.1307,g
20.4324,18.8956,2.4401,64.5349,g
39.7082,18.2593,2.854,27.696,g
36.9888,23.6138,3.1908,5.2373,g
24.1542,17.677,2.5629,56.148,g
30.7067,22.2933,2.7181,56.785,g
24.7614,10.4777,2.3627,19.5461,g
32.0001,11.4658,2.4949,15.096,g
71.9537,29.1003,3.3115,5.185,g
27.8762,17.4013,2.7701,11.5874,g
26.2968,12.1111,2.5051,0.085,g
97.719,31.3451,3.0959,9.5897,g
68.2422,26.3565,3.7968,2.555,g
53.9648,17.9148,3.2015,0.857,g
40.9662,17.7284,2.9248,4.324,g
81.1254,32.3186,3.3511,10.34,g
22.7882,8.6526,2.2923,63.8216,g
20.7471,7.1701,2.0434,24.743,g
48.1835,14.3086,2.4778,23.914,g
92.9014,26.8157,3.5101,0.0323,g
26.5179,15.3339,2.6069,5.9374,g
34.0974,15.3949,2.4749,4.829,g
59.3765,24.5358,3.3144,8.7949,g
43.9478,24.394,3.2131,9.4355,g
29.8725,19.2412,2.8404,21.696,g
43.7342,18.6058,3.1263,5.3918,g
34.4815,20.0701,2.7324,18.7586,g
22.7315,12.8694,2.2833,10.6062,g
56.2502,25.7749,3.2911,4.177,g
30.8252,10.7739,2.404,3.2586,g
50.3466,12.072,2.8899,3.915,g
18.5107,13.8378,2.3793,5.534,g
46.2759,16.1992,3.0133,1.4241,g
13.2557,10.6884,2.1477,47.2228,g
46.3055,16.677,2.6803,6.021,g
47.1025,17.8097,2.9151,10.4927,g
25.7164,18.7635,2.5065,34.405,g
47.3516,11.2472,2.7054,6.594,g
20.4837,6.8753,2.1414,6.661,g
24.1399,16.6536,2.433,39.092,g
29.0412,18.2441,2.6632,2.6291,g
20.5297,17.0656,2.5971,9.1961,g
32.3276,17.0346,2.6091,3.8476,g
47.5811,17.2598,2.7412,0.2816,g
41.5186,20.1755,3.1302,6.997,g
43.5163,19.0106,3.0803,9.4008,g
13.0592,11.0857,2.1156,77.476,g
16.024,11.4506,2.4472,19.4794,g
12.5765,11.8613,2.2934,36.511,g
25.7793,14.0851,2.5838,6.947,g
16.2153,11.6035,2.3118,75.817,g
20.4599,10.355,2.2601,54.01,g
71.929,34.3516,3.8532,0.975,g
27.0634,9.7774,2.3294,31.108,g
23.238,13.4099,2.6449,11.409,g
20.2834,7.1797,2.0952,51.983,g
36.3149,16.8506,2.9538,3.9115,g
35.9396,12.0674,2.5139,7.6707,g
18.5761,16.5124,2.3701,51.044,g
47.3271,23.1339,2.9248,2.982,g
45.1147,16.6948,2.9652,12.2356,g
15.7183,11.8468,2.2742,16.332,g
37.7305,20.127,2.6508,31.436,g
25.7902,16.0891,2.317,22.684,g
31.0616,11.0944,2.3531,34.976,g
25.8414,18.4628,2.5927,26.1088,g
90.9977,24.6528,3.1348,0.1023,g
17.2132,11.164,2.3927,36.0888,g
13.0364,11.0335,2.0986,89.9026,g
32.6311,13.4123,2.4082,14.8675,g
53.6076,24.7149,3.4549,1.853,g
22.8824,10.4655,2.243,15.91,g
99.0827,16.7631,2.9996,7.7732,g
29.4333,12.0838,2.4955,32.312,g
35.4974,13.6935,2.7675,17.915,g
61.2981,14.415,2.7563,21.895,g
62.8276,21.7863,3.0118,9.401,g
25.2213,12.6447,2.4409,7.247,g
48.9681,12.1154,2.6444,12.422,g
35.996,15.5616,2.6955,23.739,g
17.6381,15.5527,2.5441,64.3998,g
76.2706,22.3676,3.4125,7.539,g
23.8533,19.6965,2.692,46.859,g
82.1936,16.042,2.8567,0.5325,g
19.4413,7.2845,2.1351,27.318,g
78.4084,22.6877,2.9201,5.6934,g
24.0671,12.9107,2.29,21.05,g
41.2342,11.6318,2.695,4.2209,g
27.5367,10.0171,2.3664,12.596,g
34.664,12.5674,2.6454,0.3188,g
21.4397,10.5758,2.485,84.1039,g
19.5031,7.4171,2.2683,79.386,g
81.1628,25.2375,3.4946,1.577,g
45.9494,15.0612,2.7727,14.367,g
49.2474,20.7543,3.3033,8.3432,g
56.1429,37.2478,3.4331,41.9676,g
25.558,10.2586,2.3233,2.178,g
75.596,13.0069,2.8354,5.9909,g
52.9757,29.9201,2.9928,47.954,g
79.664,13.2776,2.7694,1.709,g
18.8538,16.9483,2.2867,64.7773,g
54.8891,24.3038,3.3422,3.2776,g
23.5712,9.0408,2.3054,14.5896,g
23.224,0,2.1089,90,g
17.4823,10.9852,2.238,35.758,g
82.4735,24.709,3.1131,14.393,g
22.6563,12.3945,2.3274,69.395,g
34.1178,12.2455,2.4005,1.154,g
25.8147,15.3315,2.3674,0.206,g
33.1019,12.8653,2.4091,8.0901,g
92.7412,23.9243,3.0931,9.5101,g
46.2246,16.1574,2.9752,7.135,g
13.4506,10.3067,2.2707,45.195,g
18.6177,10.3838,2.2122,32.3548,g
58.922,29.3917,3.2994,2.5884,g
30.9402,11.2609,2.3901,2.303,g
36.497,17.5773,2.7649,5.526,g
58.5847,16.5447,3.0613,4.933,g
28.4792,24.3384,2.4031,11.0181,g
21.4533,10.874,2.2553,26.256,g
15.5259,11.0836,2.2923,11.0853,g
21.1727,10.7506,2.1553,27.5608,g
33.3083,18.0903,2.3997,32.826,g
22.6152,16.4329,2.6527,33.3063,g
37.0847,19.5983,3.1377,4.5449,g
50.1723,14.241,2.7189,33.5365,g
101.073,29.0582,3.1418,4.683,g
18.322,11.7068,2.3589,16.343,g
24.848,12.0353,2.4654,39.8891,g
83.4719,36.2252,3.9645,3.994,g
97.4259,56.9767,4.2944,4.934,g
32.2964,17.2756,2.6585,35.1875,g
18.7081,16.3803,2.4749,81.6908,g
107.572,30.9831,3.7089,2.376,g
43.072,12.2106,2.6101,0.7536,g
21.5372,15.7724,2.8142,5.69,g
46.5503,21.7313,2.641,18.7204,g
60.8563,13.4122,2.5434,7.8933,g
29.3911,15.9442,2.5276,7.845,g
43.516,27.127,2.8873,7.658,g
25.8925,15.612,2.5179,17.314,g
17.5793,15.5771,2.2601,62.1191,g
13.7784,9.4179,2.2776,42.5529,g
89.9165,35.2407,3.2243,2.755,g
102.584,37.8894,3.6564,2.2189,g
62.0635,17.3895,2.7782,3.9526,g
38.5541,12.5228,2.5391,3.055,g
28.733,16.4655,2.8014,11.8961,g
39.0712,26.9637,3.2096,41.2088,g
58.8122,21.2939,3.1422,1.4238,g
101.886,59.174,4.2409,3.4479,g
23.9122,22.0406,2.8642,10.4948,g
25.622,16.4937,2.8212,0.632,g
86.3312,18.5662,2.6998,7.6904,g
25.8419,18.5717,2.6304,1.8424,g
33.1261,12.8237,2.4836,1.3049,g
31.7098,13.2999,2.667,6.187,g
24.5279,16.6189,2.5539,34.5922,g
30.3031,11.8554,2.5781,0.274,g
18.142,10.6907,2.3324,42.849,g
85.889,28.6696,3.7388,8.2632,g
31.3696,13.9325,2.6123,1.156,g
16.3377,11.5525,2.3979,44.277,g
50.8922,27.031,2.9135,11.901,g
31.7928,15.0291,2.6772,2.765,g
21.8676,15.3845,2.4362,17.2981,g
25.0633,14.4022,2.5179,16.183,g
26.394,12.821,2.637,14.961,g
13.453,9.7891,2.2418,11.4657,g
18.5398,14.3516,2.4487,35.495,g
18.7801,12.7489,2.4385,84.5089,g
103.227,10.2226,2.5276,2.4303,g
33.5116,18.7002,2.9937,13.848,g
60.4595,21.1343,2.9117,9.214,g
57.0527,36.147,3.215,9.093,g
34.4713,22.056,3.2102,14.0804,g
22.8613,12.6787,2.5159,8.694,g
24.1405,15.1619,2.596,7.8407,g
147.383,35.487,2.9256,32.783,g
40.0973,21.5047,2.9941,0.183,g
30.4611,19.5954,2.679,6.7859,g
12.4992,11.9681,2.0394,21.57,g
42.1175,15.6664,2.8716,4.9345,g
75.6751,21.5095,3.159,6.69,g
47.8669,18.7702,3.073,0.94,g
66.4147,22.961,3.5732,1.147,g
47.8108,20.5476,3.0445,8.4572,g
22.256,10.187,2.2553,13.602,g
44.4617,19.673,2.73,40.2122,g
55.6933,26.2593,3.1974,10.4307,g
81.5429,15.3532,2.936,2.008,g
117.16,21.5912,3.0204,0.181,g
73.9749,21.0084,3.0048,2.006,g
64.1293,22.3318,3.1268,3.778,g
33.7228,18.2951,3.0639,11.0782,g
23.6209,18.0123,2.7782,6.675,g
22.3075,0,2.1055,25.035,g
31.4896,15.9439,2.5993,73.7915,g
30.3839,8.9051,2.2753,52.542,g
12.5887,11.8511,2.0626,50.5733,g
27.0469,7.7368,2.2201,12.261,g
34.9856,23.1396,2.8392,20.0586,g
19.0958,16.1704,2.3434,80.5135,g
52.6766,11.9255,2.6325,2.992,g
17.386,11.1422,2.2625,8.311,g
24.7047,16.3884,2.5079,18.579,g
75.316,17.5048,2.8834,0.539,g
79.9423,28.976,3.48,3.347,g
19.7408,9.6806,2.248,57.0635,g
13.1978,10.3512,2.2467,32.221,g
76.0524,21.1749,2.7131,0.792,g
93.4152,35.8718,3.9292,4.106,g
27.2726,12.6129,2.7288,3.789,g
91.8525,36.9829,4.0567,2.1094,g
66.7957,22.9932,3.5853,0.806,g
74.3874,23.93,2.9445,3.3108,g
22.329,6.4846,2.1861,39.9572,g
85.2739,26.7041,3.4605,2.176,g
32.4659,21.5558,2.8681,14.407,g
34.2283,12.2816,2.499,7.7895,g
37.8939,11.4699,2.5922,34.636,g
25.9904,14.2871,2.5804,19.6912,g
20.326,7.2678,2.1287,16.506,g
20.443,12.5096,2.5308,5.9332,g
19.1984,7.4598,2.0881,11.249,g
31.5349,12.183,2.7206,5.6246,g
24.9808,10.2554,2.3064,36.639,g
65.1138,25.5685,2.9956,13.1445,g
32.2458,10.6943,2.7093,0.933,g
94.7976,10.0175,2.5938,3.343,g
20.3406,7.2112,2.1775,34.3656,g
81.3031,25.3707,3.418,1.121,g
22.7867,10.9825,2.5315,2.559,g
12.7,11.6952,2.2393,51.82,g
32.6861,18.6169,2.6165,12.576,g
52.2833,22.7504,3.1402,6.254,g
84.1404,29.7239,3.6687,4.124,g
58.8381,21.5346,2.9574,2.1164,g
46.302,31.5082,3.517,80.7067,g
125.248,17.6702,2.6138,83.7287,g
44.1482,16.1695,2.3729,26.329,g
35.907,11.9374,2.4624,4.122,g
47.9325,17.7433,3.0488,4.874,g
22.7208,17.3569,2.6314,18.365,g
29.76,20.914,2.882,6.2206,g
68.3993,14.9059,2.889,1.651,g
39.2546,35.7186,3.539,86.2934,g
33.1206,22.4333,2.8657,14.2293,g
32.1806,14.5155,2.6415,5.0736,g
23.4256,16.2729,2.6138,5.5254,g
23.3109,21.0066,2.6085,67.164,g
28.0556,10.0426,2.3793,6.912,g
93.7411,45.6301,4.2034,0.3748,g
19.3789,18.1298,2.6915,84.0609,g
74.0236,19.538,2.9138,4.1846,g
20.27,7.3207,2.1021,18.0727,g
79.775,31.5305,3.6508,1.379,g
35.9957,11.3531,2.4843,24.9956,g
52.4255,22.3263,2.5159,13.671,g
28.1746,18.2959,2.4464,47.407,g
19.6529,9.5513,2.3365,0.4882,g
29.4841,13.8828,2.6405,17.995,g
40.1407,23.6802,3.0779,17.364,g
22.3018,12.3422,2.3811,9.809,g
31.9404,17.4155,2.7054,29.895,g
49.3329,22.2996,2.9047,33.805,g
31.4908,10.9882,2.5575,6.1882,g
41.0855,22.6806,3.1757,8.0235,g
51.5202,19.258,2.6959,13.747,g
106.008,20.3299,2.5384,6.8644,g
33.8423,13.4603,2.7631,14.9219,g
66.2579,18.7394,2.7197,17.172,g
26.6048,17.7514,2.8998,11.4622,g
20.5613,12.4151,2.3589,4.7412,g
31.546,20.8928,2.6613,40.323,g
43.0627,24.468,3.1593,2.85,g
46.3906,26.0811,3.3427,1.818,g
17.1269,11.008,2.4518,10.545,g
30.8784,17.2585,2.7589,13.7391,g
35.4526,10.27,2.2822,17.278,g
43.1636,16.2751,2.7439,43.9162,g
24.5827,17.8604,2.5955,13.7582,g
40.3756,23.5152,2.7774,6.978,g
36.7226,23.1042,2.9906,9.5163,g
81.8712,40.5124,3.5649,1.825,g
19.4247,13.4496,2.5447,68.1324,g
53.9567,15.7769,2.938,0.2989,g
71.3588,34.9759,3.5158,1.576,g
80.393,24.7088,3.1874,0.3113,g
23.9923,22.4191,2.6069,44.853,g
38.3688,15.7524,2.9501,3.764,g
23.2199,12.5471,2.4306,2.3661,g
25.2252,19.1098,2.5237,2.558,g
18.8887,12.2503,2.4691,5.448,g
18.1602,10.3203,2.2553,79.697,g
76.155,8.1925,2.499,1.209,g
41.606,25.6456,2.9717,20.3344,g
35.2851,18.8631,2.8817,16.104,g
32.748,8.7535,2.4314,8.4594,g
91.1228,32.0506,3.6607,1.133,g
70.5964,30.3323,3.3775,7.4539,g
78.5721,32.4639,3.0228,9.643,g
88.5701,29.8984,3.7112,3.266,g
55.8635,22.3785,2.6556,2.6299,g
27.2053,14.347,2.635,1.8909,g
21.1548,7.0846,2.0473,47.4731,g
24.8336,20.0498,2.6117,83.6202,g
38.8391,15.9078,2.9258,16.5236,g
105.044,52.2112,4.276,1.96,g
30.735,12.6049,2.5058,2.8735,g
22.0396,16.2619,2.5575,31.06,g
37.0974,15.4434,2.7612,8.163,g
12.9945,10.9917,2.1658,60.204,g
21.8031,9.7761,2.2672,23.2813,g
21.1322,10.8373,2.3181,72.539,g
49.0727,27.3878,2.9183,5.1931,g
23.0412,18.2981,2.4175,58.5536,g
105.504,9.907,2.8543,0.951,g
22.3735,11.7884,2.5752,8.363,g
67.341,23.6828,3.016,0.256,g
23.8187,15.5894,2.4654,24.1621,g
25.3361,12.0096,2.5434,56.2,g
19.1548,10.0099,2.3927,0.055,g
24.9502,15.7962,2.3434,19.429,g
41.9098,14.5218,2.6201,15.3551,g
39.8141,16.125,2.7593,54.262,g
27.0815,20.8539,2.738,30.1103,g
28.6935,8.5113,2.4749,10.347,g
107.596,24.3337,3.146,4.8351,g
32.9558,16.3255,2.7105,7.371,g
37.7096,19.299,2.7368,4.2358,g
21.7908,10.996,2.2601,23.2454,g
65.3941,19.6573,3.223,2.954,g
23.3316,14.544,2.4639,37.3772,g
33.3414,19.8181,2.6623,3.355,g
37.0842,18.295,2.8907,16.483,g
28.339,21.0019,2.6585,9.2091,g
97.854,30.699,3.9531,2.4052,g
22.4815,10.7419,2.3284,82.6674,g
20.9457,7.0962,2.0149,48.809,g
73.0506,31.6847,3.3732,1.687,g
107.969,30.7899,2.8096,69.079,g
29.2012,16.2811,2.8932,9.7527,g
43.66,13.0392,2.9135,0.759,g
24.7203,17.6581,2.5763,12.9366,g
21.0921,10.8638,2.4249,35.604,g
64.7839,20.8693,3.1297,2.313,g
89.7464,26.389,3.0676,2.036,g
28.6836,12.2316,2.4698,40.8052,g
19.808,16.5781,2.6503,38.7226,g
23.2179,15.4175,2.6835,25.3949,g
28.7186,8.0563,2.143,21.0694,g
72.3558,25.2105,3.1028,0.114,g
27.4892,22.7223,2.8062,48.1879,g
21.115,10.6704,2.2625,62.108,g
18.7881,7.3623,2.2,1.4971,g
49.9318,16.424,2.9699,4.3301,g
20.4878,9.6293,2.2529,4.1929,g
43.9587,25.1267,3.333,1.5723,g
65.9375,15.0955,2.6898,15.485,g
23.7185,0,2.1055,7.361,g
118.601,44.2479,3.5558,4.134,g
21.0476,18.0276,2.6425,16.8056,g
31.9523,17.6019,2.5688,18.6087,g
19.8582,17.0507,2.4771,15.7031,g
12.4893,11.9803,2.1889,88.4375,g
22.9136,17.5362,2.5821,38.491,g
112.279,21.1702,3.3409,3.2837,g
28.5597,10.4399,2.5092,7.3378,g
20.7522,11.1067,2.2601,43.8882,g
24.476,11.7683,2.4533,8.8517,g
43.5086,19.5924,2.6385,14.6597,g
59.3778,18.3907,2.7118,8.789,g
12.644,11.7606,2.0626,7.5002,g
19.1372,12.2128,2.499,4.7392,g
22.4456,12.8311,2.5775,31.0008,g
39.305,18.6433,2.8491,0.8225,g
36.345,16.4722,2.5145,10.885,g
117.408,23.6314,3.091,5.0911,g
76.2697,27.5969,3.7549,4.054,g
44.2129,19.0053,3.0088,6.929,g
29.0007,21.2221,2.8774,32.224,g
27.7854,13.3766,2.6637,16.456,g
12.8442,11.3837,2.3212,42.146,g
30.8233,9.9406,2.4631,31.3026,g
30.8219,22.2497,2.723,29.901,g
17.9276,10.8255,2.1673,27.001,g
92.1254,27.9136,3.6499,1.0564,g
141.235,62.4268,4.1179,3.5362,g
22.1854,17.9779,2.372,85.4955,g
36.5196,33.7385,3.0812,28.845,g
69.9615,26.3511,3.4098,0.9013,g
64.7091,21.1799,3.1518,3.8163,g
18.1125,16.9482,2.3314,14.9007,g
20.157,14.3053,2.4771,60.424,g
62.5984,17.4377,2.9602,4.397,g
50.951,15.9968,2.9337,4.0907,g
38.9589,22.2936,2.798,20.615,g
29.8007,8.0978,2.1987,13.9464,g
102.309,37.0624,3.9317,2.334,g
23.6038,17.9022,2.4362,1.699,g
20.7757,10.0606,2.2201,0.513,g
49.8841,18.9021,2.754,24.677,g
87.7698,50.302,3.0941,17.011,g
31.011,0.0033,2.243,15.774,g
102.814,24.6349,2.889,3.458,g
45.5944,27.1839,2.938,83.9665,g
40.8586,23.7642,3.214,9.4564,g
59.7865,21.43,2.8621,2.1534,g
44.5336,12.852,2.5971,13.042,g
18.8799,16.5387,2.5763,48.7839,g
29.446,20.8319,2.4346,29.3534,g
45.1037,16.2885,2.9509,9.669,g
26.2815,21.6234,2.9165,8.796,g
37.0708,7.1717,2.3139,3.987,g
20.1677,16.1704,2.3617,15.2811,g
19.5795,9.7452,2.3502,9.586,g
19.5635,9.3726,2.3962,15,g
67.9392,23.9354,3.4596,5.3057,g
28.4655,9.5459,2.4526,4.6337,g
22.3818,18.6311,2.5557,36.6633,g
31.4657,17.5314,2.9383,4.625,g
22.5872,0,2.2188,7.7242,g
13.1046,10.7367,2.3086,39.533,g
28.9642,11.014,2.6609,5.3282,g
48.4256,19.9723,3.0418,10.791,g
18.155,9.9203,2.3522,16.0923,g
43.3724,31.0202,3.4532,14.518,g
20.7781,7.1662,2.0107,13.992,g
20.8113,10.6396,2.2068,13.446,g
23.6595,16.511,2.6425,24.255,g
22.4196,11.1449,2.4878,10.9799,g
30.8407,22.8555,2.6474,53.8665,g
29.5468,9.166,2.3454,8.4488,g
42.3291,12.6618,2.5453,5.744,g
66.8617,23.0115,3.2444,1.496,g
48.7723,17.1093,2.8698,0.464,g
37.6679,27.659,3.4526,22.924,g
39.5766,15.6353,2.5065,8.6074,g
27.4601,7.0214,2.1673,25.752,g
70.0054,26.4929,3.1429,7.789,g
60.4451,16.2378,2.6542,2.967,g
79.0134,33.7038,3.4223,3.1843,g
26.6711,10.4738,2.5079,37.168,g
27.1565,14.7561,2.4683,69.7617,g
17.9156,10.7885,2.281,47.669,g
56.7309,16.0555,2.4541,15.5608,g
22.0915,12.539,2.3075,54.994,g
20.8898,16.0191,2.3444,4.268,g
39.5893,31.1051,3.3386,9.1402,g
30.154,12.0094,2.4928,7.271,g
71.3453,21.9241,3.1578,17.108,g
37.7252,23.8649,2.964,4.0561,g
25.7193,14.057,2.6594,22.037,g
22.7412,10.1745,2.4843,12.2494,g
28.5748,11.0709,2.372,16.191,g
22.0765,10.1157,2.3784,2.356,g
31.741,19.3926,2.64,10.898,g
29.0606,15.9605,2.64,73.4413,g
35.0068,13.5042,2.5635,2.867,g
19.4586,18.1662,2.3883,75.4267,g
19.1651,7.4015,2.2028,10.83,g
25.473,12.3598,2.444,13.937,g
64.081,27.2533,3.7736,3.2298,g
20.0506,12.8262,2.451,25.089,g
26.3365,11.4078,2.3962,11.578,g
29.4463,0.0034,2.2405,69.4052,g
30.0762,22.9146,2.6893,44.017,g
18.9958,12.3606,2.4074,38.043,g
24.3458,12.7027,2.4609,29.107,g
21.2333,6.9168,2.0986,3.7149,g
24.3415,16.8898,2.586,17.904,g
31.5877,21.6492,2.8007,27.155,g
26.4388,14.7268,2.6439,3.798,g
64.3679,28.65,3.6926,3.417,g
30.5634,12.3542,2.5916,85.6181,g
96.2068,21.1363,3.1019,0.686,g
30.9633,23.4441,2.781,15.8283,g
28.1738,12.4763,2.2867,10.8918,g
19.0999,7.3718,2.3375,30.3774,g
20.8203,14.9753,2.5038,36.8492,g
77.0216,22.1833,3.3844,1.666,g
94.2532,33.9989,3.5462,2.6004,g
25.9304,18.1375,2.5711,16.0581,g
30.3756,18.1395,2.608,35.043,g
102.932,25.9785,3.0871,3.194,g
30.6386,18.9203,2.7404,6.753,g
24.0218,21.6024,2.6812,12.615,g
12.9833,11.1402,2.07,37.207,g
40.3744,17.7691,2.946,2.4536,g
102.039,53.2113,4.1355,6.8092,g
72.8137,34.9071,3.2667,12.275,g
13.2086,9.1934,2.2956,46.255,g
37.1295,20.6574,2.9335,1.92,g
29.6097,15.5349,2.3608,60.281,g
124.19,92.0095,4.6791,4.3673,g
26.9185,15.2991,2.4023,20.6971,g
18.0191,10.7403,2.1492,43.188,g
28.7984,16.986,2.7578,40.71,g
101.948,33.7025,3.8649,0.775,g
12.927,11.2092,2.2109,68.723,g
12.8589,11.3818,2.0917,1.0099,g
43.9906,20.8392,2.5192,17.384,g
19.6801,17.5196,2.4871,35.5121,g
83.4741,27.0623,3.2782,2.2974,g
49.7386,18.0448,3.2368,5.3168,g
13.1944,10.5738,2.1351,39.912,g
86.0891,44.3605,4.1786,2.7219,g
30.1806,12.909,2.4771,11.423,g
19.0832,16.6809,2.2999,20.1371,g
74.0348,17.9769,2.8943,3.783,g
74.3186,23.4183,3.4752,1.714,g
30.7181,12.8074,2.4479,32.599,g
29.3684,12.9049,2.5218,1.9453,g
26.6552,19.372,2.8017,19.8988,g
23.0503,14.6481,2.7122,24.726,g
95.6302,20.142,2.4983,18.4507,g
56.4465,42.3899,3.3718,64.0988,g
62.1435,26.6687,3.3834,7.926,g
95.5063,30.7964,3.7743,2.627,g
60.5135,21.8754,3.021,6.909,g
20.5019,12.8464,2.3551,1.3685,g
85.2648,24.6406,3.2977,4.185,g
20.7519,17.6292,2.5688,3.859,g
12.8598,11.3399,2.1287,41.4708,g
20.5568,14.1391,2.6425,39.2421,g
12.7824,11.5799,2.0314,68.3548,g
20.5664,12.7047,2.4907,9.632,g
52.735,12.6817,2.6561,8.9282,g
12.7256,11.6683,2.0774,45.432,g
53.3538,25.3623,2.7059,1.0329,g
39.7973,19.6812,2.8296,4.4105,g
88.7452,29.7188,3.6021,3.4725,g
32.3414,14.4724,2.7466,9.1118,g
45.635,29.5424,3.0761,8.357,g
20.0029,12.0316,2.4141,44.832,g
30.1875,26.1698,2.6212,31.0894,g
16.2944,11.6743,2.2175,81.919,g
116.124,48.2858,4.2843,3.325,g
68.6236,36.4003,3.8632,3.3842,g
42.0042,20.9915,3.1136,7.672,g
20.7722,12.6846,2.3064,23.675,g
85.1125,30.0761,3.6711,1.627,g
13.6728,9.3171,2.3775,14.071,g
73.28,30.9372,3.8598,1.0024,g
27.6996,12.8585,2.7016,26.6481,g
48.7737,22.9794,2.9196,5.401,g
28.0095,11.3457,2.3997,17.516,g
45.2838,21.1341,3.3893,3.777,g
28.8208,23.9784,2.6439,16.6,g
12.8312,11.4047,2.1775,21.9904,g
33.2144,21.18,3.135,1.2333,g
13.3114,10.6229,2.2109,74.796,g
26.8614,17.0329,2.6488,18.3524,g
25.6327,15.7198,2.2467,0.5897,g
24.3134,16.608,2.4354,11.9691,g
20.8855,7.0673,2.2343,8.3002,g
21.5568,12.6445,2.451,6.2216,g
29.9486,14.8492,2.7332,0.275,g
105.305,22.0399,2.9963,4.985,g
31.3405,12.2545,2.6721,4.2591,g
28.3317,12.2505,2.3531,36.8299,g
100.607,27.9874,3.3503,1.2458,g
101.632,46.8651,4.2366,3.602,g
24.5507,16.9437,2.776,39.1194,g
12.9956,11.1405,2.2317,72.4972,g
33.3814,11.2316,2.7088,2.087,g
12.42,12.0614,2.081,42.4922,g
44.932,20.694,2.5883,10.503,g
35.552,15.5602,2.7222,85.3816,g
20.5521,7.2284,2.0986,22.516,g
23.7496,15.8563,2.6289,28.429,g
29.3966,16.8328,2.7645,12.463,g
26.1954,9.0943,2.4191,23.341,g
92.4417,26.9664,3.2015,1.1676,g
29.7941,19.9263,2.8254,25.428,g
32.4319,10.4433,2.5211,13.611,g
63.2291,23.1632,3.0149,0.8548,g
83.0629,36.1995,3.6438,4.149,g
59.6365,23.1925,3.0938,10.208,g
22.6073,19.6504,2.6335,31.7237,g
39.909,18.4859,2.6498,8.869,g
