@relation 'magic-weka.filters.unsupervised.attribute.Remove-V-R1,9,11'

@attribute FLength numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
87.4915,6.481,g
25.6901,37.165,g
38.5073,25.519,g
22.1643,21.283,g
48.2055,4.199,g
32.8734,7.6229,g
33.8872,4.107,g
25.8327,3.7148,g
75.5264,6.198,g
21.1063,7.8499,g
77.5988,4.774,g
25.8428,8.0678,g
20.2506,17.2109,g
42.1536,8.0243,g
28.7156,30.192,g
20.7572,20.588,g
46.9247,5.1486,g
27.8148,2.348,g
67.6194,4.4996,g
21.6581,39.009,g
32.8354,10.1619,g
33.5855,0.441,g
32.5117,25.4448,g
26.6095,24.2467,g
64.9861,3.404,g
107.242,17.415,g
41.7658,8.295,g
54.4935,1.577,g
29.8063,38.85,g
20.9159,41.0503,g
69.5868,1.817,g
92.0007,1.7669,g
23.8851,17.1681,g
25.4394,3.9221,g
21.3922,13.93,g
12.5581,31.1069,g
38.5289,0.804,g
20.2358,7.1029,g
26.8903,20.7532,g
51.8528,0.728,g
28.541,28.3824,g
35.6234,18.2432,g
26.1194,52.28,g
23.9948,28.7838,g
90.4566,0.3742,g
18.5095,58.5288,g
20.1456,12.621,g
81.7537,0.2053,g
69.0711,5.7152,g
27.3062,22.5743,g
52.5166,1.737,g
17.6563,72.368,g
19.0237,41.866,g
39.5991,1.0378,g
32.3022,10.836,g
34.9077,19.1787,g
25.675,19.392,g
19.0142,29.1631,g
21.2877,8.167,g
75.4579,3.952,g
20.3262,30.898,g
27.0941,22.48,g
23.2866,33.307,g
101.301,2.349,g
53.6984,68.073,g
12.9396,72.53,g
29.0658,8.953,g
22.33,2,g
41.2574,15.4434,g
23.7753,38.308,g
32.434,59.4695,g
40.6665,13.2776,g
85.028,1.323,g
41.1662,0.1056,g
24.1415,13.846,g
27.0722,17.847,g
38.439,16.4293,g
32.4073,9.6339,g
35.8045,4.8668,g
41.455,15.3576,g
30.9136,11.2674,g
50.0412,30.836,g
113.563,11.697,g
36.155,5.836,g
13.1797,25.297,g
31.4779,0.2487,g
25.2816,0.683,g
13.5611,18.919,g
29.8433,75.863,g
13.2866,72.4904,g
62.1402,8.203,g
44.2256,4.217,g
28.3658,4.663,g
19.9839,26.112,g
27.6162,85.521,g
13.2362,85.4646,g
94.0846,2.9371,g
90.6131,0.8412,g
69.8139,9.604,g
41.6172,25.23,g
26.986,19.4692,g
49.6514,0.839,g
78.5963,2.858,g
37.0175,64.5625,g
70.7387,1.415,g
27.6262,46.468,g
33.0954,5.86,g
28.1928,10.515,g
37.9315,10.223,g
33.7694,18.9,g
16.3876,39.7158,g
34.1596,0.035,g
39.7162,7.058,g
82.1792,3.333,g
24.6381,76.4614,g
65.0708,5.1913,g
27.1538,1.692,g
96.7683,0.823,g
61.0596,16.686,g
19.4169,20.417,g
33.3849,22.353,g
42.84,8.4993,g
45.1824,5.545,g
19.2159,20.77,g
20.0879,75.3057,g
97.9296,2.6233,g
32.8254,37.525,g
22.913,18.519,g
37.3261,4.655,g
54.424,6.918,g
112.434,6.138,g
48.1086,4.7215,g
12.9287,28.1111,g
34.6098,13.962,g
32.2869,5.8259,g
88.2709,2.21,g
39.8046,11.243,g
49.8709,18.1775,g
28.1793,10.836,g
22.6202,36.448,g
52.622,10.9695,g
46.6882,27.1254,g
22.2607,27.312,g
24.2817,3.829,g
95.4114,2.526,g
44.3569,26.077,g
77.8986,2.701,g
19.295,69.122,g
29.1785,21.5337,g
28.9791,21.6114,g
39.5943,2.8951,g
26.6892,5.8253,g
18.8423,79.698,g
30.3706,60.7795,g
22.8945,52.36,g
42.3083,1.0036,g
46.6791,0.461,g
41.5858,4.53,g
20.8589,36.551,g
36.3933,2.6313,g
19.9697,2.681,g
59.4502,0.1321,g
13.0171,2.5667,g
18.6708,9.397,g
27.4626,4.914,g
22.8211,8.907,g
47.8668,1.5342,g
20.3836,78.236,g
21.2721,38.5604,g
26.1702,73.17,g
21.9365,57.4577,g
56.8061,11.1946,g
20.4749,19.0444,g
18.1853,54.9825,g
22.3087,19.732,g
28.8306,9.2923,g
40.5545,0.1593,g
17.3491,63.7649,g
79.1585,1.975,g
27.979,13.894,g
26.0756,15.0673,g
32.903,12.2838,g
17.5048,5.9071,g
37.737,20.583,g
83.9166,2.3494,g
50.7177,7.6056,g
20.3187,48.0374,g
44.3528,6.9645,g
28.8227,22.053,g
56.368,6.1998,g
19.7692,65.2853,g
16.7904,16.9354,g
25.8427,5.484,g
30.8617,3.253,g
92.5361,1.4849,g
59.4806,5.7777,g
29.2028,49.126,g
12.9833,23.45,g
109.117,1.164,g
38.3975,18.294,g
26.691,0.533,g
21.3995,22.623,g
86.4596,3.633,g
78.7587,0.432,g
35.9235,0.7528,g
55.0816,34.246,g
17.2356,29.0239,g
80.7602,12.3487,g
36.0439,16.3704,g
88.7642,0.8187,g
22.2357,0.0392,g
25.7916,26.07,g
19.1691,21.6486,g
82.6258,9.3363,g
43.5993,7.8899,g
41.6355,35.001,g
16.9257,88.6483,g
31.1818,41.428,g
36.0107,8.56,g
20.1393,48.746,g
26.4671,73.0349,g
61.8286,19.1036,g
138.491,3.367,g
21.8166,19.496,g
12.9842,45.726,g
24.578,23.8051,g
85.475,7.1658,g
56.6139,9.842,g
64.3417,3.0013,g
17.1452,13.853,g
24.5566,15.6504,g
52.6559,9.053,g
20.5134,71.5113,g
12.8056,14.296,g
26.5021,32.9272,g
19.1399,47.866,g
46.9647,1.107,g
20.9113,0.1406,g
17.8482,15.518,g
30.208,5.508,g
82.7097,1.216,g
69.7964,2.152,g
20.4886,56.8745,g
35.1149,4.5251,g
41.4207,5.076,g
39.1431,14.8637,g
90.9354,6.1616,g
17.5266,14.9484,g
36.328,12.0273,g
19.7541,86.18,g
98.6144,0.7895,g
28.6176,4.7349,g
84.2033,7.734,g
24.7193,61.8883,g
42.7776,69.097,g
50.8159,9.767,g
12.9926,32.917,g
33.648,8.817,g
74.2366,11.747,g
109.252,0.35,g
75.9021,4.814,g
27.2926,3.366,g
30.1107,11.867,g
28.7554,2.941,g
21.7385,14.2929,g
39.4843,1.4023,g
22.6283,56.227,g
24.7323,14.7714,g
51.2581,5.1346,g
73.7395,9.2393,g
12.803,26.705,g
83.3679,0.914,g
32.5717,20.151,g
83.7767,13.374,g
29.0556,11.7655,g
85.3249,6.8408,g
23.4823,21.1996,g
20.6078,41.644,g
39.7779,17.966,g
86.8165,2.506,g
84.8658,1.804,g
13.0633,22.795,g
20.3101,44.7651,g
77.0789,6.8425,g
35.6255,3.866,g
47.8875,1.272,g
16.4338,45.878,g
31.4905,6.8883,g
28.2495,86.4267,g
22.8206,44.9245,g
28.7849,10.153,g
19.7158,68.308,g
12.8979,20.3136,g
29.4389,17.977,g
12.9955,77.375,g
40.9342,0.394,g
129.785,58.0238,g
41.8742,14.6056,g
92.7629,6.582,g
23.8212,6.088,g
23.7506,14.155,g
51.4038,4.989,g
19.5491,57.942,g
17.7781,25.2845,g
18.5402,76.5195,g
92.406,8.6244,g
46.8081,1.4454,g
66.9651,5.807,g
26.3338,23.314,g
65.754,2.4015,g
62.9257,8.6361,g
30.7557,25.831,g
35.4502,6.6866,g
26.152,3.348,g
22.6104,3.154,g
28.4173,22.022,g
65.192,8.637,g
17.8187,89.8217,g
23.6235,12.4528,g
21.4256,39.8692,g
32.2107,13.233,g
18.3119,74.772,g
23.614,33.824,g
25.2073,59.5984,g
68.4131,2.9291,g
94.9287,0.926,g
25.0085,1.845,g
24.7406,4.672,g
13.0433,72.219,g
34.8593,1.858,g
41.8803,5.1208,g
21.3925,19.2595,g
24.4736,2.7837,g
33.9272,78.655,g
70.3425,9.8881,g
90.9536,5.7787,g
34.8842,15.9453,g
20.2088,11.052,g
24.3935,31.567,g
44.139,8.553,g
25.9044,48.126,g
41.4003,8.728,g
32.2804,20.91,g
72.9495,82.1398,g
48.4012,0.839,g
86.9253,7.553,g
103.58,3.804,g
98.6723,0.6137,g
64.3547,4.575,g
25.6849,38.883,g
12.7986,52.052,g
70.3414,0.517,g
40.0247,8.8581,g
33.3917,4.116,g
75.0145,2.5791,g
88.2417,2.231,g
20.6112,65.696,g
19.2233,22.3356,g
49.8634,3.4411,g
28.3754,21.8522,g
61.0713,11.987,g
138.252,45.867,g
49.0423,2.183,g
44.2198,22.582,g
46.4395,2.4723,g
29.4022,3.0127,g
36.6822,9.2874,g
12.8589,28.704,g
13.3057,66.476,g
13.3605,43.485,g
25.7435,8.982,g
37.6859,0.588,g
106.649,3.207,g
31.1292,5.722,g
17.5896,21.5205,g
34.1275,0.9488,g
67.3393,0.4888,g
85.926,10.005,g
52.117,1.9066,g
12.9823,66.0433,g
15.4388,24.1697,g
40.6292,11.7327,g
49.9108,21.104,g
20.503,11.4507,g
26.9438,1.1222,g
29.5483,20.7634,g
32.3688,19.01,g
26.2966,10.619,g
41.1112,10.6379,g
64.447,18.364,g
66.0336,6.638,g
43.0994,7.5064,g
49.3016,13.2921,g
13.1104,20.531,g
41.375,1.0421,g
47.2509,4.787,g
40.0358,0.636,g
26.5845,45.538,g
107.858,0.0791,g
47.2516,1.74,g
22.3325,24.413,g
74.9258,3.5,g
27.5391,12.206,g
20.8219,7.4814,g
13.2918,77.1591,g
37.8325,64.525,g
20.2874,11.804,g
67.9088,5.515,g
24.0436,39.472,g
28.5206,5.435,g
56.8378,3.022,g
30.401,11.3638,g
113.975,0.804,g
50.2148,9.088,g
12.893,78.5401,g
33.8766,1.26,g
56.2441,6.436,g
28.8155,50.306,g
29.6974,65.2841,g
74.0709,8.7773,g
95.3553,2.0661,g
21.1516,21.755,g
52.4374,65.634,g
93.7489,14.3121,g
68.0583,17.081,g
72.5484,9.745,g
50.149,5.0824,g
35.7849,34.3844,g
38.0373,3.244,g
62.5283,2.7337,g
26.3212,6.0614,g
51.0604,2.281,g
30.4807,7.2421,g
53.8135,3.3422,g
13.0257,27.3,g
57.4554,3.379,g
29.5024,3.8455,g
103.641,1.0959,g
78.8721,5.892,g
47.3598,3.1134,g
46.4446,6.2087,g
88.3505,8.3369,g
28.1159,3.465,g
19.5686,10.9472,g
20.2916,67.912,g
79.6249,7.07,g
44.084,8.387,g
40.0184,4.774,g
83.6515,2.389,g
30.8885,54.9356,g
18.5594,17.4835,g
20.0516,23.469,g
68.5832,2.67,g
44.7821,4.0468,g
23.4016,21.2603,g
77.1642,7.7247,g
32.5113,5.489,g
82.1033,1.985,g
75.5097,5.7551,g
36.6283,9.08,g
100.643,4.015,g
25.5801,3.628,g
13.2032,21.6348,g
32.5748,11.958,g
45.903,0.595,g
70.5593,15.4093,g
30.3653,13.5504,g
21.3806,12.5519,g
29.0865,28.4635,g
83.3455,12.911,g
39.5411,4.419,g
25.3814,10.1725,g
56.2087,4.526,g
102.502,1.977,g
20.7078,88.9011,g
24.8961,8.622,g
21.244,49.217,g
12.8379,43.833,g
34.9892,37.9,g
21.5647,3.908,g
36.4436,16.04,g
22.4756,68.163,g
69.0482,5.638,g
116.741,2.334,g
77.939,2.435,g
21.4291,38.5808,g
56.2974,1.0352,g
26.6266,84.2043,g
32.3176,12.306,g
33.4992,16.2492,g
27.9985,1.1388,g
29.2813,26.472,g
32.3994,67.892,g
28.6367,2.3458,g
20.6477,62.0705,g
100.347,0.9568,g
29.0484,0.212,g
23.9597,14.77,g
36.9855,3.1203,g
43.2691,1.5744,g
76.1681,3.5156,g
92.0975,1.0381,g
58.7853,5.136,g
100.553,6.602,g
48.7675,16.484,g
20.6393,41.187,g
54.025,2.499,g
26.1343,2.897,g
77.7367,14.363,g
18.2467,76.9045,g
20.5596,82.4568,g
88.8685,1.445,g
65.9987,6.9956,g
56.8782,8.474,g
89.1783,3.221,g
60.3976,2.873,g
82.3739,3.312,g
12.9826,86.7275,g
19.8391,26.5117,g
24.4389,26.1127,g
20.2525,53.563,g
16.7101,2.0198,g
51.2161,22.5804,g
26.4404,18.463,g
28.4739,28.75,g
19.5532,15.8331,g
36.0383,4.35,g
12.7921,12.2449,g
23.6195,77.2884,g
77.8167,2.219,g
33.7665,2.916,g
23.801,5.753,g
41.7541,59.954,g
27.0711,41.5118,g
35.1185,84.9057,g
35.3659,69.35,g
76.3866,10.377,g
101.348,4.929,g
77.9319,5.397,g
78.1426,1.9837,g
62.5184,10.1375,g
25.5196,4.684,g
53.9293,2.882,g
42.2414,16.1076,g
20.1906,18.286,g
13.0183,84.3683,g
39.7431,12.148,g
19.2243,11.049,g
89.4871,0.009,g
53.0943,0.5989,g
21.2302,43.8353,g
17.9813,20.19,g
22.9384,56.2369,g
31.0413,14.111,g
54.4773,0.343,g
30.205,9.77,g
49.257,3.3884,g
16.2593,33.4257,g
24.5405,33.349,g
28.212,10.7703,g
30.2028,18.134,g
103.362,1.696,g
37.8025,26.9279,g
43.2637,0.0951,g
19.1862,0.167,g
40.6129,19.312,g
76.1863,2.099,g
29.8518,4.524,g
40.1108,0.7557,g
16.8273,49.2708,g
20.0717,71.524,g
81.4904,5.35,g
71.0066,2.0789,g
59.8482,3.5809,g
69.7856,21.1032,g
22.2664,21.435,g
24.9728,8.447,g
44.9551,18.5166,g
76.6778,1.2118,g
76.9732,6.2672,g
35.225,27.2776,g
56.542,24.289,g
24.1434,59.3964,g
39.3749,3.97,g
31.9568,3.1113,g
62.6872,2.3854,g
35.7658,6.9809,g
26.8902,71.498,g
69.7429,2.414,g
81.9918,3.5195,g
19.1704,12.502,g
46.8511,6.56,g
48.6145,88.2424,g
71.4886,3.3555,g
99.674,6.932,g
116.268,7.167,g
12.8427,82.4198,g
22.3636,9.9173,g
26.0112,21.922,g
39.7607,2.7224,g
18.3747,17.161,g
65.1513,17.772,g
18.0566,63.1428,g
33.2729,13.2336,g
94.6741,1.437,g
24.6708,21.4367,g
21.8358,53.28,g
93.5964,0.25,g
44.1911,8.469,g
85.3154,0.7571,g
95.8777,1.397,g
54.0435,9.0974,g
38.2839,8.648,g
47.8645,5.359,g
24.4525,43.6236,g
24.4523,19.571,g
45.9781,3.1102,g
61.8059,3.415,g
23.0655,0.922,g
30.5986,2.5729,g
87.257,2.3986,g
43.1642,11.4188,g
58.8799,2.622,g
32.1942,19.6058,g
41.326,13.4291,g
29.6936,35.5052,g
16.9023,67.477,g
119.109,3.444,g
40.2789,2.0323,g
30.2838,9.0681,g
29.805,41.3475,g
24.089,41.9756,g
102.855,1.037,g
90.5525,4.077,g
32.1447,62.3724,g
59.3429,3.982,g
19.4394,29.742,g
21.5347,21.636,g
35.7428,20.028,g
46.7488,0.4583,g
19.7829,78.8637,g
41.4593,11.897,g
93.0085,0.868,g
115.515,6.817,g
35.0589,4.391,g
28.9665,46.063,g
33.4087,9.4759,g
66.6214,0.573,g
35.2957,63.8753,g
92.2348,6.12,g
43.614,8.783,g
66.4043,1.257,g
53.5918,78.558,g
26.7748,24.6072,g
28.7443,0.3681,g
15.1513,75.415,g
74.9513,2.0296,g
13.0293,58.1726,g
28.1603,8.395,g
18.2936,43.5251,g
79.1009,3.0091,g
17.5084,44.4946,g
26.6951,65.584,g
18.281,35.8882,g
94.1467,1.505,g
45.3587,22.3299,g
21.3521,2.933,g
19.9796,0.2194,g
52.8511,37.1944,g
83.9488,8.252,g
30.9737,30.144,g
20.5998,39.8963,g
31.8548,16.9228,g
44.0647,6.518,g
45.6671,3.197,g
29.9508,23.9617,g
27.5042,31.28,g
24.4091,22.24,g
46.9886,29.2213,g
25.5909,16.345,g
96.6184,2.6775,g
39.7343,20.0424,g
16.9383,13.295,g
23.57,21.769,g
45.0329,38.027,g
19.3929,12.553,g
17.4438,17.8368,g
103.335,3.4381,g
64.4071,4.8251,g
23.7562,24.237,g
13.0212,11.8418,g
27.6126,20.189,g
46.8155,8.035,g
20.6591,14.135,g
27.6052,76.963,g
26.6768,6.8488,g
21.7651,12.12,g
40.7847,47.1801,g
12.6327,80.4713,g
53.3101,85.0171,g
41.8269,29.392,g
35.5214,3.6208,g
27.5027,21.937,g
28.3612,61.7,g
24.5979,61.3024,g
36.755,61.492,g
26.4659,4.0277,g
74.3997,4.6957,g
23.9367,78.0806,g
25.2017,1.9439,g
12.9942,74.997,g
30.1563,18.682,g
50.1058,4.0106,g
36.6617,11.3761,g
13.0679,84.7088,g
62.159,14.3969,g
84.5714,4.2254,g
61.7228,2.701,g
68.222,8.2019,g
12.3934,50.0643,g
72.4802,1.3082,g
32.7643,6.2504,g
12.9176,17.4554,g
18.0165,57.922,g
77.7337,1.5881,g
13.2009,40.863,g
53.0719,8.118,g
23.2781,4.3351,g
36.0763,4.6563,g
19.5744,42.1379,g
63.4767,11.8804,g
101.551,1.7955,g
21.0532,2.989,g
29.8389,3.7372,g
19.0738,65.7379,g
22.3966,18.996,g
62.4538,0.139,g
27.3488,23.736,g
32.752,23.863,g
19.1504,58.209,g
25.8231,20.852,g
38.1652,18.6818,g
22.3732,12.6972,g
44.6982,25.5856,g
38.6526,8.8024,g
18.9949,10.318,g
30.3022,36.929,g
87.7092,0.5537,g
41.3583,23.065,g
25.287,1.151,g
29.8866,19.5579,g
71.2506,0.738,g
12.895,80.9568,g
54.3082,8.7643,g
81.3466,1.2749,g
35.4866,17.16,g
98.22,8.9889,g
60.0541,7.46,g
60.523,9.3455,g
88.1093,8.618,g
54.7308,5.881,g
18.0866,82.8204,g
83.0728,0.054,g
24.6879,3.4541,g
91.5518,0.9455,g
54.3344,16.129,g
26.296,64.2875,g
12.6594,73.203,g
45.7365,2.443,g
61.4663,2.742,g
23.7252,1.7,g
19.6686,79.812,g
20.8222,63.3878,g
38.0313,7.966,g
31.6799,9.7853,g
13.3657,5.5558,g
48.1644,19.0791,g
48.7467,4.734,g
27.4989,19.0804,g
69.4757,16.152,g
23.49,15.7122,g
43.6493,3.517,g
83.6276,0.439,g
59.7264,28.28,g
22.611,59.5027,g
87.6679,0.145,g
19.8177,4.498,g
12.5969,56.6622,g
106.523,5.144,g
29.3091,24.9607,g
44.7062,15.9683,g
22.4719,18.2742,g
30.7413,3.262,g
25.6568,26.3933,g
73.7126,2.3374,g
29.0641,39.2971,g
24.226,2.572,g
21.2787,22.8702,g
51.2164,2.325,g
45.845,3.3124,g
18.6105,29.191,g
20.8088,61.51,g
60.9604,15.0473,g
42.9672,5.212,g
23.9972,17.7641,g
72.7662,1.1998,g
76.4616,2.091,g
23.0918,75.388,g
30.4651,5.4091,g
19.2855,74.888,g
24.9971,14.1145,g
12.9199,30.606,g
29.8998,11.9637,g
84.3673,12.706,g
30.8529,21.138,g
23.7883,14.006,g
21.9801,7.597,g
27.5561,63.146,g
82.4303,1.5887,g
21.4681,63.031,g
96.7805,5.468,g
25.7552,82.6024,g
41.8464,0.092,g
44.0616,4.166,g
23.7571,14.9592,g
59.4329,9.664,g
56.4901,1.2155,g
89.4755,0.7,g
30.7493,2.817,g
87.8315,4.714,g
39.933,2.5722,g
84.2564,1.605,g
50.9993,5.341,g
23.7968,33.5063,g
81.4117,4.2953,g
39.9641,6.987,g
44.4007,1.708,g
20.7715,33.313,g
18.6528,42.5147,g
71.0768,5.2124,g
123.362,38.181,g
62.0774,3.635,g
71.862,1.2638,g
113.51,4.016,g
28.44,27.01,g
82.8071,0.524,g
42.8589,1.79,g
54.1757,47.73,g
44.1925,1.6,g
24.9267,35.902,g
78.4011,0.065,g
20.324,54.193,g
101.841,2.153,g
25.636,36.759,g
36.6353,8.007,g
67.2079,15.2612,g
52.5594,2.808,g
79.3481,3.796,g
86.6511,6.2315,g
36.4006,0.0175,g
56.6057,7.617,g
94.4692,10.5067,g
23.5773,36.7094,g
77.2773,5.475,g
27.5268,9.997,g
25.2612,4.53,g
21.4059,28.6338,g
63.5563,4.7658,g
22.0241,31.042,g
22.2392,65.823,g
77.0262,0.894,g
72.2557,5.466,g
104.392,1.7384,g
88.7648,4.094,g
63.9685,7.0548,g
70.3028,6.0446,g
50.2103,10.563,g
20.0536,83.4683,g
28.2831,45.8856,g
26.4302,47.592,g
39.6048,12.0607,g
12.6382,67.6997,g
35.6122,6.6169,g
43.721,7.992,g
26.7271,46.219,g
40.3395,9.601,g
26.8925,75.669,g
50.3838,2.566,g
40.002,6.082,g
26.9079,34.9219,g
21.6779,17.768,g
21.5549,45.4834,g
39.4355,24.302,g
24.5384,28.0868,g
44.2737,14.1545,g
54.9077,2.224,g
21.0946,10.9249,g
27.3752,7.598,g
76.6836,9.064,g
65.0794,2.7999,g
28.4877,5.1525,g
103.021,19.43,g
29.1102,9.8315,g
28.8406,34.518,g
17.7369,12.1313,g
41.4173,3.9349,g
16.573,21.7684,g
18.8944,9.9795,g
17.5785,26.03,g
109.359,0.0591,g
20.2085,82.557,g
20.5984,9.4546,g
52.8816,14.7852,g
73.0165,9.487,g
31.9086,81.5685,g
53.1582,16.39,g
32.7548,2.2496,g
20.686,18.8504,g
21.64,77.863,g
78.998,6.8605,g
29.4909,25.4027,g
66.1692,1.9943,g
31.7294,5.534,g
33.0182,31.8921,g
19.7828,40.206,g
56.7163,1.5847,g
20.0648,5.373,g
98.894,2.727,g
21.7031,10.758,g
28.769,1.9751,g
24.1625,30.306,g
64.9481,2.9623,g
44.1086,0.677,g
23.8607,26.583,g
86.0845,1.312,g
54.8694,4.447,g
76.1978,5.1838,g
40.5198,0.8525,g
30.0751,24.5471,g
28.7453,15.033,g
60.6592,1.307,g
21.3477,2.7625,g
70.9683,5.1398,g
62.5927,3.1921,g
20.6311,25.186,g
45.4444,5.059,g
20.6036,75.0703,g
51.115,21.9356,g
12.8908,18.4308,g
35.8316,0.059,g
13.3663,5.787,g
29.0298,79.5884,g
83.4713,3.1439,g
27.5744,4.591,g
53.1491,13.5688,g
42.1245,11.3741,g
29.7983,36.3005,g
74.5539,13.815,g
19.4371,16.244,g
29.1673,6.382,g
34.6933,3.7316,g
61.5118,32.635,g
34.546,3.103,g
26.2102,14.1372,g
35.8929,0.583,g
19.9033,7.195,g
25.7688,27.5018,g
27.5225,10.826,g
23.3594,24.993,g
31.0425,0.0086,g
42.6125,7.055,g
20.3349,9.4078,g
22.555,56.916,g
87.5064,0.337,g
29.8072,22.5916,g
66.6671,0.5477,g
51.6411,0.314,g
28.3529,6.737,g
16.4733,67.376,g
50.6281,33.7832,g
24.388,19.892,g
25.0766,20.4432,g
13.3872,48.4033,g
47.5572,10.781,g
20.1027,86.1482,g
25.643,33.9455,g
100.953,0.804,g
79.4369,2.8484,g
77.7307,0.57,g
18.0486,18.3101,g
28.8163,57.742,g
35.3426,18.8214,g
35.1938,7.1943,g
31.1218,24.5146,g
78.855,6.0893,g
38.6943,15.761,g
94.7737,5.0273,g
75.8666,16.1837,g
31.063,35.0126,g
21.044,33.4231,g
67.9094,8.6395,g
40.1596,0.235,g
30.4186,6.1324,g
94.7524,2.9513,g
19.2311,84.8561,g
48.3309,12.5792,g
77.2639,6.142,g
77.1953,2.3779,g
97.7697,2.596,g
48.6658,0.1985,g
20.1374,28.1582,g
39.0288,13.5464,g
25.0418,30.62,g
27.6058,13.386,g
23.7716,11.14,g
22.3819,6.24,g
12.8217,7.066,g
26.7579,15.5531,g
58.1856,9.3331,g
73.0912,2.2062,g
13.0467,13.9983,g
25.5449,69.3466,g
48.8599,1.7526,g
23.6039,6.139,g
113.661,49.3005,g
17.1862,12.358,g
47.2817,19.286,g
13.1627,68.7784,g
28.4434,2.976,g
85.2065,3.613,g
23.2533,30.8412,g
61.3737,0.9761,g
45.0808,1.555,g
24.3849,14.769,g
113.495,2.729,g
69.6387,5.6556,g
35.0869,76.074,g
13.052,83.3102,g
19.0259,12.536,g
33.7922,8.5072,g
