@relation 'magic-weka.filters.unsupervised.attribute.Remove-V-R1,3,5,9,11'

@attribute FLength numeric
@attribute FSize numeric
@attribute FConc1 numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
31.4905,2.7738,0.1793,16.575,g
90.1049,3.1608,0.1136,14.047,g
26.1326,2.5211,0.1883,32.28,g
29.4876,2.7927,0.1829,1.379,g
21.5656,2.2201,0.3102,63.735,g
20.9469,2.1319,0.5203,65.694,g
102.934,4.0231,0.0584,0.5982,g
28.9911,2.6488,0.2593,6.3297,g
91.2684,2.9509,0.1383,6.4844,g
77.8656,3.5645,0.1168,1.775,g
29.1293,2.5855,0.2481,24.9145,g
34.8054,2.6594,0.207,0.9214,g
101.59,3.4678,0.0839,1.192,g
21.5836,2.243,0.3,8.279,g
33.7391,3.1558,0.1519,9.976,g
34.3084,2.4969,0.2182,3.927,g
36.7526,2.433,0.2269,6.816,g
35.5151,2.6258,0.1905,77.961,g
23.9049,2.4935,0.2745,19.4896,g
86.3454,3.4011,0.1448,7.0441,g
27.8169,2.4166,0.2816,52.521,g
117.58,4.3152,0.0308,9.964,g
12.6909,2.0233,0.3839,56.8101,g
62.9894,3.1191,0.1167,7.652,g
34.6882,3.049,0.1184,2.0522,g
18.3692,2.5231,0.3343,28.516,g
21.699,2.4878,0.1967,39.035,g
47.8916,2.7482,0.2045,4.6031,g
18.633,2.5786,0.3074,32.005,g
27.065,2.5905,0.2734,0.141,g
103.549,4.1949,0.0464,1.0667,g
22.3151,2.1319,0.4465,48.9671,g
70.0753,3.1517,0.1216,4.1472,g
12.5215,2.0394,0.3607,59.206,g
51.6081,2.5465,0.2031,0.391,g
73.9821,2.6042,0.3072,12.632,g
32.4023,2.791,0.2387,17.5095,g
66.6981,2.7843,0.1504,8.269,g
104.297,3.2418,0.2221,0.0253,g
18.1854,2.1673,0.2891,33.034,g
13.1882,2.2613,0.4959,69.277,g
38.609,2.7749,0.157,10.9353,g
21.691,2.1658,0.413,40.2519,g
30.3063,2.4502,0.3245,66.01,g
53.1732,3.0007,0.1962,13.029,g
49.1229,2.8388,0.1167,30.43,g
77.7029,3.3432,0.1323,8.624,g
26.8174,2.8597,0.2051,88.2338,g
30.1299,2.6716,0.1608,14.4261,g
27.8575,2.5905,0.2144,9.754,g
60.8494,2.7734,0.2064,0.294,g
20.7835,2.0512,0.36,64.912,g
46.2076,3.5464,0.1306,1.516,g
22.231,2.4631,0.3391,25.929,g
90.3339,3.5961,0.1114,2.816,g
106.671,3.0402,0.1454,11.7482,g
28.5512,2.5676,0.2368,2.4627,g
66.8274,3.0172,0.1168,7.5468,g
34.3277,2.847,0.1529,16.762,g
34.5555,2.5922,0.1905,8.284,g
19.1333,2.4074,0.2642,33.7292,g
52.5731,3.1411,0.1507,10.364,g
38.6516,2.6594,0.1479,41.605,g
21.434,2.3589,0.2385,10.066,g
31.1459,2.6799,0.2079,62.781,g
48.5758,2.9227,0.1655,3.4252,g
46.9391,3.1515,0.1337,0.8525,g
38.2553,2.586,0.2218,1.2447,g
93.9291,3.7322,0.1068,0.034,g
12.5018,2.07,0.3617,23.711,g
21.111,2.1351,0.5238,39.389,g
55.7912,3.1128,0.1207,2.106,g
58.4314,3.2887,0.0944,5.406,g
21.6549,2.2577,0.3398,53.7691,g
40.3914,2.4048,0.2579,1.0037,g
30.7094,2.7336,0.1727,3.388,g
25.3374,2.6117,0.1577,6.733,g
104.692,2.4935,0.3836,10.285,g
31.9317,2.7882,0.2011,3.7064,g
94.7727,3.6073,0.1091,2.012,g
20.8003,2.2405,0.3764,63.5975,g
93.1434,3.1433,0.1024,13.1944,g
30.2844,2.7292,0.2062,3.1825,g
102.416,3.3576,0.088,7.5904,g
79.1086,3.6716,0.13,0.552,g
101.578,2.9921,0.1074,22.201,g
30.2588,2.601,0.1892,8.936,g
37.5889,2.851,0.1459,16.405,g
81.2204,3.6016,0.1518,5.123,g
81.4662,3.2921,0.1406,4.047,g
39.3022,3.033,0.1145,1.1935,g
28.9433,2.2967,0.3308,6.62,g
22.9515,2.6479,0.1789,22.4192,g
80.4473,3.6723,0.1222,1.385,g
64.3268,3.7035,0.0769,0.216,g
54.8481,3.3415,0.115,12.3916,g
19.8174,2.0473,0.417,81.2154,g
80.2771,3.9704,0.0571,5.913,g
13.4325,2.2082,0.4365,67.16,g
25.3347,2.7616,0.1844,41.911,g
47.3193,3.0704,0.1365,5.2636,g
51.8247,3.1713,0.1358,0.593,g
21.6691,2.4289,0.3259,8.891,g
72.9495,3.3908,0.0657,0.0857,g
27.6407,2.8448,0.2437,8.536,g
51.6448,2.9991,0.1187,1.7337,g
40.9888,2.5384,0.1722,0.5826,g
89.6287,3.2316,0.0924,4.319,g
25.0126,2.5533,0.2056,80.2307,g
60.0081,3.0156,0.1336,16.397,g
23.0777,2.4306,0.3432,17.559,g
38.6204,2.977,0.127,5.8671,g
94.2885,4.2157,0.0396,1.4735,g
42.9062,2.5905,0.1861,7.357,g
272.063,2.5563,0.2319,62.3504,g
13.1179,2.1351,0.4945,10.313,g
33.9582,2.734,0.2205,4.042,g
26.5259,2.4401,0.3103,28.938,g
49.4461,3.1235,0.1283,6.4861,g
30.5814,2.301,0.3175,55.5217,g
28.2671,2.7131,0.1752,26.8293,g
20.4427,2.0394,0.379,11.756,g
52.4876,2.7336,0.2447,9.4384,g
102.24,4.3462,0.036,1.554,g
88.5788,3.7263,0.0799,4.6221,g
12.7778,2.0434,0.3846,80.0492,g
35.8038,2.7173,0.2176,29.837,g
78.3277,2.9245,0.2255,0.691,g
18.9665,2.3107,0.467,25.1342,g
58.8496,3.0586,0.2014,4.4572,g
13.3691,2.273,0.408,78.021,g
31.276,2.5581,0.231,18.7509,g
12.8,2.0774,0.3724,12.23,g
37.7449,2.7193,0.1326,18.879,g
103.257,2.9358,0.1188,7.91,g
18.5607,2.3314,0.4825,56.146,g
19.2398,2.4541,0.3533,47.0555,g
18.6165,2.4646,0.2967,20.523,g
90.8675,3.1543,0.1728,3.5131,g
48.8922,2.7835,0.1243,2.0888,g
22.9119,2.4141,0.368,3.104,g
76.7162,2.9741,0.0982,2.292,g
28.2718,2.3263,0.4693,6.076,g
49.4783,3.0613,0.1038,11.9037,g
26.2853,2.4322,0.268,0.3841,g
53.5601,3.3832,0.1107,4.9638,g
47.2013,2.4541,0.1951,18.8968,g
63.603,2.9358,0.1246,22.426,g
91.6774,3.6197,0.136,3.4717,g
17.6569,2.3598,0.3734,19.9398,g
33.2471,3.279,0.1244,87.3749,g
29.5519,2.7486,0.1971,6.6996,g
30.1452,2.7578,0.1686,31.5548,g
33.4458,2.7727,0.1308,27.0291,g
68.3934,2.8109,0.1924,7.9012,g
35.4667,3.1173,0.1576,1.048,g
36.2174,2.8041,0.1939,3.713,g
107.597,4.0313,0.0474,3.503,g
30.1039,2.9151,0.183,14.6972,g
55.8974,3.3867,0.1172,10.241,g
23.1066,2.4141,0.3873,11.2044,g
142.563,2.7447,0.2691,0.8956,g
26.9276,2.2636,0.248,40.449,g
21.0039,2.4843,0.3721,16.0043,g
92.4111,4.1425,0.0376,2.217,g
22.0678,2.3747,0.2975,35.542,g
57.9816,2.9969,0.1334,9.023,g
21.283,2.1717,0.4949,10.167,g
37.0231,2.4472,0.2554,7.418,g
13.0804,2.2,0.4385,47.048,g
21.5363,2.2672,0.3378,24.0767,g
20.5128,2.4314,0.2389,21.6049,g
105.135,4.3727,0.0292,1.5862,g
92.7187,2.792,0.1396,49.689,g
57.0652,3.745,0.0929,1.963,g
34.8702,2.639,0.1757,25.139,g
37.5499,2.9987,0.1239,26.688,g
31.2102,2.4786,0.201,5.3152,g
18.9362,2.2978,0.4156,57.9071,g
96.8446,3.4076,0.1277,0.7867,g
42.423,2.7097,0.161,6.304,g
35.611,2.9151,0.2061,26.547,g
26.5656,2.3936,0.2848,57.6366,g
28.0211,2.7431,0.2014,85.3717,g
18.1202,2.3766,0.4055,37.8225,g
74.667,2.8987,0.1181,7.3061,g
32.5739,2.4541,0.2794,8.9499,g
19.1347,2.2355,0.3052,5.5012,g
39.627,2.6762,0.1612,22.3488,g
32.2851,2.9472,0.1666,30.388,g
24.2839,2.6207,0.1737,18.962,g
30.1747,2.7723,0.1748,1.76,g
34.3446,2.7271,0.2165,13.5225,g
67.0263,3.4689,0.0848,5.1684,g
43.4795,2.6758,0.1466,2.912,g
38.5309,2.798,0.1377,23.4357,g
20.414,2.2055,0.4268,6.208,g
25.1609,2.5231,0.2324,28.351,g
76.5111,2.8454,0.1792,7.478,g
99.9364,4.1876,0.0495,2.423,g
26.2813,2.5126,0.3303,22.598,g
84.0787,3.3748,0.1031,5.219,g
31.5721,2.6875,0.1653,25.9457,g
28.8068,2.6248,0.2147,0.2906,g
22.8572,2.3139,0.3131,16.59,g
30.4685,2.6875,0.2043,21.0153,g
24.0875,2.5911,0.1577,24.732,g
65.1698,2.8837,0.3026,2.2087,g
16.9293,2.4249,0.3101,49.2234,g
18.1497,2.4014,0.3948,74.8176,g
19.399,2.1717,0.4411,36.0106,g
20.3817,2.3324,0.4023,25.8139,g
82.5121,3.541,0.0678,2.123,g
16.2353,2.2601,0.3049,87.5679,g
46.9364,3.0099,0.1217,1.4485,g
21.1274,2.3107,0.2225,74.343,g
12.918,2.2822,0.3838,62.4135,g
25.652,2.4533,0.2447,35.088,g
31.0954,2.9435,0.1475,72.4556,g
21.3528,2.1189,0.4449,43.607,g
27.5369,2.8633,0.1705,39.9687,g
18.5533,2.1717,0.4882,76.6555,g
42.9283,2.752,0.146,13.034,g
46.5688,3.143,0.1248,10.39,g
19.3257,2.2945,0.2767,61.973,g
32.144,2.6042,0.1356,62.537,g
28.4454,2.3793,0.2693,1.44,g
42.2453,2.601,0.1942,7.6092,g
41.5898,3.1198,0.1211,8.909,g
18.947,2.2707,0.4584,9.894,g
36.0068,2.4983,0.3222,3.6931,g
22.8384,2.5231,0.3313,4.078,g
31.523,2.9039,0.1578,1.153,g
20.7571,2.1189,0.3612,1.2268,g
88.736,3.764,0.0831,5.822,g
30.5311,2.4014,0.2361,1.3823,g
20.5359,2.4289,0.2812,18.331,g
29.8236,2.8497,0.2085,28.5766,g
82.7708,3.2694,0.1358,7.9764,g
23.7691,2.3811,0.2723,12.969,g
19.1505,2.2648,0.4158,3.5371,g
58.6083,3.2598,0.1262,0.558,g
22.8277,2.4579,0.3502,53.449,g
82.9885,3.5101,0.1086,2.622,g
25.3859,2.7505,0.262,0.685,g
58.1803,2.8727,0.1709,0.625,g
47.6871,3.3241,0.106,15.898,g
13.0845,2.1717,0.3872,37.9872,g
34.3562,3.2604,0.1359,58.6756,g
41.9782,2.8748,0.1621,20.5966,g
21.0753,2.3334,0.4107,8.393,g
62.1123,2.8777,0.1107,18.185,g
22.6892,2.281,0.3377,11.3678,g
26.4939,2.3664,0.2258,1.334,g
38.3618,2.6561,0.2417,13.47,g
115.666,4.3656,0.0291,6.803,g
33.7908,2.4609,0.2785,13.7763,g
12.7235,2.2418,0.3983,20.956,g
76.8587,2.8564,0.1691,3.196,g
55.6718,3.125,0.1061,1.6831,g
12.9383,2.1287,0.4498,15.001,g
124.629,3.4092,0.1109,25.1567,g
17.9317,2.4005,0.2604,15.228,g
98.2047,3.4634,0.101,5.352,g
24.205,2.6604,0.2678,49.512,g
28.7415,2.7206,0.1627,4.6448,g
48.3426,3.1407,0.1132,0.386,g
17.8026,2.3444,0.3416,46.9743,g
22.2487,2.2565,0.4349,28.019,g
111.314,4.4051,0.0346,0.465,g
31.0619,2.5563,0.2403,22.822,g
28.2991,2.5099,0.2674,1.8931,g
94.7947,3.2155,0.0953,0.4788,g
34.434,2.7016,0.1759,12.113,g
65.5126,3.2583,0.0764,0.087,g
26.5834,2.3683,0.2377,15.387,g
26.2912,2.4786,0.2342,23.678,g
92.7661,3.3114,0.0984,0.1495,g
31.8569,2.871,0.1474,11.217,g
64.3699,3.2195,0.1258,3.675,g
35.0679,2.3314,0.296,5.9483,g
53.9516,2.8245,0.1551,0.3291,g
47.1689,2.6547,0.1849,18.1339,g
25.6272,2.4014,0.1885,36.69,g
12.9938,2.3701,0.4328,17.483,g
90.0058,3.6342,0.0686,2.058,g
29.7394,2.7193,0.2357,18.274,g
89.3234,3.2227,0.0793,9.3521,g
19.5203,2.6826,0.325,29.5127,g
48.2713,2.5192,0.295,10.349,g
24.161,2.3444,0.3914,5.242,g
102.98,3.9547,0.0774,3.0301,g
30.0754,2.6762,0.2476,28.0357,g
90.3632,3.399,0.0732,3.801,g
19.8412,2.3128,0.2993,13.1411,g
100.445,3.3817,0.0961,5.256,g
57.1113,2.7857,0.1646,1.343,g
38.0751,2.7745,0.2328,8.0786,g
24.593,2.5004,0.1754,40.433,g
27.4167,2.5786,0.1675,3.5901,g
47.7946,3.2281,0.0985,3.1846,g
21.7329,2.1021,0.3834,41.1319,g
29.1855,2.6689,0.179,38.222,g
20.5892,2.4786,0.2043,11.6155,g
34.9601,2.9098,0.1212,13.057,g
23.4503,2.357,0.2527,1.9502,g
22.3788,2.4814,0.2459,43.6657,g
63.4852,3.7149,0.0774,4.366,g
27.7069,2.4023,0.2594,32.816,g
22.7427,2.2122,0.3221,5.1628,g
12.5521,2.1156,0.364,16.706,g
16.871,2.5198,0.3157,5.8091,g
31.2748,2.9798,0.1378,11.808,g
28.4307,2.2504,0.323,42.081,g
50.8907,2.4433,0.1784,31.0686,g
35.5709,2.3414,0.3531,2.313,g
83.4271,3.0699,0.1682,1.151,g
20.3875,2.0737,0.384,84.1758,g
24.4143,2.3636,0.2316,18.4088,g
19.1316,2.2683,0.2938,65.2488,g
105.112,3.2982,0.1069,0.87,g
78.4224,3.2497,0.1404,1.9214,g
50.1537,2.5165,0.1933,11.976,g
12.9089,2.2889,0.3882,33.8245,g
19.4158,2.0774,0.4393,80.829,g
12.6555,2.1477,0.3594,45.584,g
101.009,3.3079,0.1125,2.6208,g
51.4388,3.7096,0.0953,8.8927,g
12.9298,2.1383,0.4109,54.087,g
18.6522,2.4108,0.3049,65.882,g
70.1859,3.1942,0.141,4.216,g
76.0253,3.3429,0.0797,12.8978,g
30.4239,2.49,0.3155,0.929,g
40.9012,2.5244,0.1868,5.741,g
19.6642,2.3541,0.3119,49.435,g
33.2739,2.6314,0.2442,11.2284,g
27.4068,2.3086,0.2088,10.3529,g
59.614,2.9312,0.1201,3.846,g
23.1224,2.5557,0.1933,57.1013,g
26.4699,2.8642,0.2344,6.5818,g
70.543,2.8943,0.1614,7.888,g
70.365,2.8435,0.1728,0.6983,g
24.2748,2.4949,0.2064,9.6844,g
22.414,2.238,0.2977,37.3241,g
30.867,2.5296,0.1669,15.939,g
69.7731,3.1207,0.1806,2.4982,g
37.3038,2.6871,0.1799,22.2935,g
59.8576,3.0846,0.1362,0.9629,g
27.0129,2.7578,0.2,37.1307,g
58.7548,2.5359,0.2722,4.992,g
56.4705,3.0824,0.1146,12.2597,g
83.9539,3.6747,0.0644,5.285,g
23.4266,2.5786,0.2309,64.324,g
55.6335,2.7016,0.166,10.4907,g
68.6109,3.0204,0.1675,8.918,g
30.4298,3.1836,0.1314,1.471,g
90.9146,3.4884,0.1233,7.4612,g
30.5259,3.0141,0.2125,36.426,g
23.8611,2.5569,0.2594,3.18,g
12.9531,2.2822,0.4621,69.1684,g
12.1929,2.3128,0.674,27.2483,g
51.7447,3.1106,0.0957,2.643,g
36.0699,2.7976,0.1602,4.5385,g
44.9617,3.1425,0.1098,60.1912,g
58.4743,3.0598,0.1076,4.336,g
91.5599,3.7091,0.0931,4.861,g
20.1648,2.0737,0.3924,37.395,g
29.3319,2.5521,0.2314,28.4935,g
14.8072,2.3334,0.6752,63.6689,g
25.6419,2.7206,0.2293,25.123,g
66.2979,3.2718,0.0939,18.905,g
20.8971,2.3664,0.286,6.83,g
40.7146,2.6405,0.2185,1.124,g
27.4746,2.968,0.2201,18.2815,g
21.6375,2.4564,0.2605,21.088,g
35.455,2.828,0.1226,87.9282,g
87.4763,2.8612,0.1507,2.85,g
36.5676,2.8445,0.201,15.939,g
36.4659,2.5058,0.2075,12.9854,g
28.9202,2.4698,0.2322,24.9379,g
22.0159,2.444,0.2104,55.1338,g
98.6242,3.8574,0.0731,1.421,g
35.7114,2.9378,0.2349,3.7819,g
43.9963,3.0822,0.1163,19.6508,g
23.4477,2.2148,0.314,4.141,g
38.471,2.3636,0.3615,7.346,g
62.2088,2.972,0.12,1.9962,g
37.6892,2.5977,0.1806,11.546,g
20.2926,2.2923,0.3852,28.986,g
38.3392,2.6928,0.1957,7.116,g
34.5169,2.5999,0.2425,0.408,g
64.8518,3.0959,0.1504,4.86,g
19.5865,2.5152,0.3527,39.323,g
31.5068,2.8932,0.1656,7.6688,g
23.2612,2.3201,0.3756,4.383,g
56.2298,2.6826,0.1194,39.096,g
82.6882,3.8316,0.058,2.312,g
26.4344,2.2889,0.2134,32.911,g
48.35,2.7597,0.1835,18.51,g
22.6502,2.8648,0.23,59.259,g
47.7753,3.393,0.0896,3.237,g
21.7295,2.4997,0.2263,46.5411,g
23.5549,2.2055,0.3769,40.3261,g
13.1298,2.1319,0.417,21.8775,g
32.2784,2.7941,0.1486,0.428,g
25.1893,2.5599,0.1915,40.633,g
22.7677,2.2577,0.3343,19.7637,g
32.7458,2.6026,0.1835,27.897,g
39.0881,2.9393,0.1639,43.0747,g
43.8482,3.3698,0.1146,3.636,g
69.0585,3.5735,0.0709,1.548,g
91.1548,3.9472,0.0707,4.456,g
34.105,2.5321,0.2746,12.8796,g
17.2438,2.1673,0.3231,18.272,g
29.1024,2.6196,0.1597,31.366,g
112.464,3.1564,0.1308,4.728,g
77.6812,2.9082,0.1143,5.538,g
24.7413,2.3892,0.2796,78.901,g
27.839,2.3414,0.221,2.843,g
44.6242,2.8466,0.1203,8.758,g
85.7031,3.7542,0.088,0.358,g
28.6176,2.7348,0.174,59.415,g
37.1289,2.6628,0.1707,14.16,g
78.6617,3.4344,0.0936,5.902,g
92.3105,3.9111,0.0668,0.675,g
20.5008,2.2055,0.3769,88.4189,g
18.7617,2.1383,0.4764,56.5174,g
23.8461,2.5453,0.2009,2.288,g
90.2341,3.6075,0.1362,4.712,g
30.6251,2.842,0.1835,18.895,g
28.5834,2.6075,0.1938,5.0486,g
85.6098,3.5868,0.0998,0.864,g
20.8879,2.4857,0.2075,58.144,g
20.9356,2.1945,0.4249,24.9416,g
32.8576,2.8341,0.2103,57.3468,g
35.7518,3.0011,0.1222,15.4842,g
43.0148,3.0925,0.1006,5.4962,g
38.6152,2.6821,0.1715,5.433,g
17.9911,2.2648,0.356,21.9555,g
20.7678,2.0065,0.3596,12.8604,g
27.915,2.3404,0.3174,49.587,g
41.0165,3.0461,0.1443,2.635,g
24.9831,2.5422,0.1966,6.432,g
19.6621,2.3962,0.3795,10.2591,g
72.3442,3.3645,0.1005,0.723,g
71.4248,3.063,0.1691,4.457,g
23.7046,2.4108,0.2816,40.1475,g
70.3295,3.218,0.1577,0.3953,g
17.1365,2.3936,0.3212,6.442,g
51.9869,2.5871,0.1384,34.1301,g
99.8325,3.1329,0.0873,6.9048,g
47.4331,2.2577,0.3122,18.4433,g
33.0297,3.1074,0.166,20.0384,g
60.0859,3.0941,0.1139,51.2616,g
84.0827,4.2314,0.0346,2.468,g
45.1318,2.8963,0.1479,5.11,g
62.8184,3.6949,0.0667,11.533,g
56.6212,3.0722,0.0868,2.3981,g
12.8132,2.2055,0.4081,84.1434,g
21.4521,2.0512,0.3689,21.9158,g
36.5605,2.7731,0.1981,11.288,g
23.3747,2.7152,0.2322,10.575,g
20.2803,2.4125,0.323,3.3863,g
104.154,3.2499,0.0695,17.622,g
26.5628,2.4793,0.4063,25.5291,g
27.4014,2.4843,0.2443,48.202,g
109.464,4.2583,0.0374,1.8848,g
49.3531,2.8382,0.2184,22.18,g
19.0626,2.4023,0.2911,85.4811,g
24.1656,2.7037,0.2443,69.3668,g
58.8021,2.9162,0.1898,2.5713,g
21.1275,2.2541,0.2312,30.368,g
61.3416,3.5471,0.0785,0.8541,g
21.7471,2.2201,0.4006,16.005,g
61.867,3.3701,0.1239,0.512,g
13.0085,2.1775,0.5017,31.3229,g
111.055,3.1816,0.1175,0.261,g
74.2516,2.8463,0.1232,3.2129,g
57.1553,3.1541,0.0971,14.1288,g
35.3773,2.6566,0.1929,0.2798,g
44.6668,3.3859,0.1047,5.919,g
56.3489,2.9857,0.1731,5.928,g
77.9064,4.2024,0.0389,10.395,g
41.5234,2.4472,0.2411,0.265,g
19.3327,2.4616,0.1813,3.533,g
75.5588,3.2084,0.0907,0.013,g
84.597,3.3623,0.1335,1.49,g
42.9943,2.9135,0.1104,4.988,g
52.2445,2.6537,0.1743,2.315,g
43.7592,3.2831,0.1019,5.167,g
33.6044,2.7864,0.1774,9.802,g
15.966,2.2672,0.3162,8.014,g
102.807,2.5711,0.2617,6.4229,g
37.6085,3.0856,0.1039,6.6889,g
