@relation magic

@attribute FWidth numeric
@attribute FSize numeric
@attribute FM3Long numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
17.3016,2.5058,22.3053,0.2726,g
21.7506,3.5485,83.1004,0.2763,g
15.8055,2.8011,23.4079,8.06,g
23.9456,2.8777,61.5837,18.185,g
17.0324,3.0332,56.8561,1.922,g
18.9203,2.7404,-23.0307,6.753,g
16.5704,2.3646,18.3715,12.4856,g
10.668,2.1673,-17.1923,85.4703,g
17.1098,2.7649,27.2251,50.521,g
17.7513,2.42,15.3736,14.1914,g
15.0317,2.7903,24.7203,8.9491,g
17.3551,2.9809,12.1443,6.444,g
18.8762,2.8048,-22.3987,0.803,g
11.1001,2.2695,-8.4161,13.267,g
17.0341,2.7589,21.0054,17.2382,g
7.2082,2.0986,10.6201,68.1257,g
55.923,4.1876,69.205,2.423,g
19.3831,3.2955,64.2599,1.2947,g
38.9376,4.0958,78.4556,1.034,g
11.6816,2.3962,18.9858,31.686,g
10.2608,2.1492,18.6537,14.3756,g
29.9904,3.3175,36.3251,1.32,g
19.7845,2.4571,-15.5398,17.6334,g
27.5535,3.1256,96.471,6.0195,g
0,2.1945,0,61.1232,g
11.0549,2.3522,-18.1926,19.4135,g
16.4722,2.5145,-21.1765,10.885,g
19.2867,2.9578,21.6729,17.5809,g
16.1185,2.6642,24.0137,25.9867,g
13.4182,2.6656,17.5123,6.6856,g
12.7713,2.5581,15.1574,8.3678,g
13.3409,2.8573,18.148,16.5296,g
16.8854,2.4306,10.3481,20.0749,g
28.7594,3.4491,39.7018,16.686,g
10.8106,2.3054,6.1115,7.3429,g
35.8718,3.9292,65.1396,4.106,g
22.2936,2.798,-22.966,20.615,g
33.2622,3.5645,71.2656,3.1589,g
10.4238,2.4886,3.5747,83.1626,g
10.5721,2.2923,16.9015,1.618,g
13.8368,2.8202,-16.7861,5.5596,g
8.556,2.4601,19.9181,1.67,g
17.5993,2.7987,21.7653,14.224,g
20.9762,3.1905,-25.5554,4.382,g
15.3225,2.4346,13.3466,1.591,g
28.3077,3.3673,65.1911,4.1168,g
23.2511,2.899,34.574,15.967,g
15.5664,2.8666,19.926,3.901,g
17.4999,2.792,16.6793,10.6685,g
14.961,2.944,25.3374,1.137,g
11.0884,2.2355,-4.7921,40.779,g
16.679,2.4624,-11.2706,11.79,g
7.1662,2.0107,-9.7705,87.7875,g
26.6034,3.1742,27.943,1.943,g
0.0056,2.2,17.9032,0,g
20.9871,2.7292,12.8453,21.6256,g
20.6824,2.699,44.5411,8.7606,g
20.2296,2.78,16.1185,56.0565,g
22.723,2.9423,26.8458,7.1144,g
21.7325,2.5179,-35.8968,7.432,g
21.6109,3.123,86.586,0.3713,g
21.527,2.6781,47.5023,11.877,g
20.0958,3.0137,62.8954,4.067,g
16.2626,2.5966,14.9584,4.869,g
27.978,3.1556,43.8752,3.366,g
7.3341,2.1599,7.6737,57.56,g
26.5601,3.652,75.6821,3.5757,g
18.7936,2.5058,-11.7949,42.79,g
23.4348,3.3901,71.3282,0.065,g
10.5909,2.3483,10.8736,13.325,g
7.1692,2.07,-4.9255,53.587,g
21.3318,3.2991,42.7747,4.5769,g
13.9437,2.5092,20.1263,35.974,g
21.2983,2.4742,-25.0007,44.799,g
15.9401,2.6201,10.607,33.2818,g
15.0286,2.6048,13.678,2.521,g
16.8051,2.9978,30.3234,8.698,g
0.0026,2.1538,10.5923,6.6607,g
9.166,2.3454,-18.1544,8.4488,g
12.2371,2.64,30.6402,2.975,g
14.9019,2.3627,40.4066,18.8702,g
19.0756,2.5746,-17.8804,3.2425,g
27.4017,3.5898,46.0111,4.0456,g
11.9813,2.4764,16.9651,9.256,g
17.3634,2.6817,9.6528,64.999,g
21.4003,3.1984,64.9926,18.082,g
16.2535,2.5347,18.777,3.3099,g
17.9452,2.9506,28.156,10.6379,g
17.5024,2.4289,-17.2474,88.905,g
19.0992,2.6263,61.3155,11.0676,g
27.2113,2.6238,-21.8642,13.734,g
11.6932,2.4713,9.7044,16.9615,g
11.3821,2.1255,8.5891,82.4198,g
10.3838,2.2122,-7.3836,32.3548,g
19.2314,2.7243,-10.2902,6.93,g
18.7635,2.5065,22.5338,34.405,g
57.3144,4.3656,83.084,6.803,g
11.0298,2.3149,6.459,50.922,g
17.8999,2.5496,-10.5327,30.327,g
18.659,3.1216,52.1665,1.6997,g
19.7374,2.7466,-11.5435,4.09,g
17.8268,3.0026,15.4977,3.4411,g
10.5758,2.485,-14.2692,84.1039,g
18.2552,2.8146,32.8014,15.298,g
21.0138,3.0799,46.1153,2.2,g
19.9412,2.9865,18.1999,8.724,g
7.1952,2.2648,-11.6935,39.52,g
15.4662,2.9368,35.6382,3.595,g
14.5376,2.317,16.1668,48.751,g
7.3303,2.2541,-9.7666,13.794,g
12.4763,2.2867,17.1102,10.8918,g
28.1852,3.3969,30.9557,1.139,g
11.3381,2.5051,6.9172,21.817,g
10.8904,2.4502,-6.3431,89.8217,g
15.0729,2.3512,18.0688,17.1957,g
18.4628,2.5927,19.5856,26.1088,g
7.1075,2.0737,-11.7531,0.208,g
12.7643,2.5065,-20.6969,30.92,g
11.3454,2.2068,4.3752,12.7782,g
21.0753,2.6623,-20.0388,28.75,g
31.6046,3.0596,20.8358,18.1335,g
6.9091,2.1123,13.8989,12.268,g
15.261,2.4814,-6.2972,32.442,g
19.6955,2.4764,-59.4655,19.889,g
10.9349,2.2253,4.9412,25.6011,g
16.629,2.4378,21.6841,22.022,g
15.3817,2.5786,20.0251,4.107,g
17.9917,2.9325,23.943,16.472,g
12.9693,2.6064,-16.2333,58.6846,g
21.1722,2.7948,20.2216,10.1619,g
24.7904,3.4318,32.6988,1.621,g
31.6251,3.894,57.6605,1.649,g
14.9805,2.4886,-4.2009,5.219,g
13.0904,2.5283,-28.6591,9.941,g
19.2128,2.7657,4.6154,41.065,g
0,2.0663,0,28.267,g
26.6129,3.4931,66.1459,9.8964,g
15.8124,2.6479,19.7499,13.4291,g
33.3742,3.9208,75.0174,2.428,g
7.3768,2.3608,17.9313,6.3767,g
21.0393,2.9484,35.8112,9.433,g
23.6379,3.3267,-33.4329,3.8153,g
21.6106,3.2456,78.2005,6.986,g
7.2895,2.1255,-10.5086,29.921,g
16.3923,2.5263,-19.0498,6.9421,g
22.6932,2.9238,50.6365,1.817,g
13.6043,2.8808,51.378,1.741,g
16.5393,2.5769,-59.0496,65.634,g
16.7217,2.8215,9.6838,2.102,g
15.3059,2.9472,36.4325,10.781,g
12.7049,2.4108,-9.2332,38.495,g
11.1821,2.1717,3.7922,14.6389,g
14.4363,2.4281,13.7742,9.44,g
11.2947,2.1383,6.8557,54.087,g
21.7309,2.7063,42.2396,6.155,g
52.4718,3.4939,35.4985,7.181,g
15.7365,2.6767,-24.532,4.75,g
16.9759,2.6684,21.8963,53.3158,g
10.4038,2.2878,6.543,74.4102,g
34.1063,3.3817,42.1168,37.1944,g
22.476,3.0461,48.7752,12.842,g
10.4688,2.4425,12.1284,44.4946,g
23.7252,3.2649,39.4129,3.363,g
32.3821,3.134,-25.4792,1.412,g
21.4627,2.639,12.9546,1.2713,g
18.1662,2.3883,-10.5111,75.4267,g
14.8099,2.5786,-20.1359,12.5848,g
16.3144,2.6425,-26.9678,19.517,g
21.5734,3.0368,32.5971,4.202,g
17.1041,2.8028,53.4604,1.171,g
15.9605,2.7408,23.5295,36.3065,g
11.9961,2.6085,20.7625,4.849,g
17.9565,2.4571,9.9399,4.3446,g
22.9794,2.9196,43.7929,5.401,g
26.2584,3.0406,-21.481,9.66,g
20.296,2.836,62.7348,2.3494,g
29.0348,2.9157,25.8304,4.5394,g
14.7049,2.5224,-17.4181,2.969,g
17.2585,2.7589,19.2528,13.7391,g
15.3356,2.3222,10.4682,31.7177,g
7.214,2.0473,-0.4101,17.933,g
27.8817,2.8179,-32.0668,3.0817,g
14.0713,2.8814,-60.399,0.0349,g
10.4007,2.3655,10.8837,71.9141,g
35.2208,3.3244,-28.5291,2.129,g
9.6598,2.4955,23.1758,27.604,g
23.0016,3.2234,57.015,2.359,g
22.6073,2.9939,40.388,7.3372,g
7.0541,2.0273,10.4401,34.1392,g
18.5917,2.9859,-26.3346,0.5765,g
25.6808,3.6243,46.2271,0.001,g
20.2325,2.7332,18.5348,37.3138,g
10.1215,2.4433,-16.437,65.9551,g
15.2333,2.7308,12.8161,51.214,g
9.1402,2.29,-13.0801,10.8031,g
23.6207,3.2119,27.8829,2.8194,g
27.8921,2.9715,9.6439,23.484,g
15.8563,2.6289,-6.8824,28.429,g
9.5045,2.2405,15.6805,63.5975,g
37.8614,4.0228,75.5754,3.0978,g
14.4152,2.5099,15.535,18.7547,g
22.3306,3.235,-20.3188,8.326,g
26.3693,3.0512,21.9528,18.3196,g
26.617,3.5064,53.0803,3.431,g
18.2532,2.6937,16.197,13.812,g
20.4092,2.7247,38.5473,4.4,g
21.0573,3.4625,55.7707,1.9065,g
35.5186,3.6737,75.4045,0.582,g
7.3561,2.1658,8.9972,20.5231,g
21.3985,2.6365,-22.8807,3.755,g
29.8932,2.7792,-31.4401,29.644,g
6.8049,2.2175,-15.8779,35.715,g
34.2142,3.9139,57.6459,8.974,g
15.0359,2.4456,20.8813,17.466,g
7.2305,2.1287,7.2814,14.933,g
18.4936,2.8707,-10.8447,20.151,g
13.8828,2.6405,-16.3585,17.995,g
16.677,2.6803,-28.1331,6.021,g
28.7681,3.0529,53.9257,23.088,g
20.2556,3.4283,49.1044,8.2377,g
15.4892,2.73,11.5826,1.1344,g
11.3133,2.2529,4.8846,76.9479,g
33.7368,3.2961,-24.6684,0.9621,g
19.3926,2.64,25.2396,10.898,g
13.5298,2.4942,-8.699,13.599,g
21.2597,3.0156,53.0514,16.397,g
19.5654,3.2019,39.7685,3.022,g
10.6607,2.5017,21.0894,15.0058,g
15.5732,2.8558,66.4638,1.5789,g
15.2625,2.7931,35.8567,4.914,g
9.5335,2.3838,-24.4503,27.4653,g
10.4724,2.5126,-25.5155,11.59,g
19.7708,2.4586,-69.7393,3.625,g
11.2686,2.2253,-19.8654,40.2935,g
16.4904,2.9963,13.9027,4.361,g
17.8593,2.9206,-16.4755,22.441,g
11.3066,2.3502,7.2908,67.376,g
22.7587,3.301,-38.666,0.249,g
16.7631,2.9996,79.8381,7.7732,g
21.4865,2.8932,-14.5867,9.381,g
15.3311,2.4822,-16.1011,14.71,g
16.6321,2.944,74.4191,0.305,g
17.6597,2.8834,-25.9772,2.001,g
10.3786,2.1861,-6.0924,88.5222,g
14.6007,2.7152,70.2992,21.9358,g
17.9913,3.1524,32.9045,2.516,g
11.4154,2.5502,18.2394,0.6419,g
20.4661,2.8851,36.25,1.706,g
31.7711,4.0974,84.6589,2.526,g
27.6602,2.8479,-7.964,11.7922,g
14.086,2.667,19.5702,31.0402,g
16.0567,2.8546,-6.0144,0.159,g
16.9069,2.9479,113.504,3.2728,g
12.9622,2.2799,-10.6395,61.3805,g
15.6492,2.6551,14.2168,20.1203,g
11.3865,2.3909,-9.9723,33.861,g
6.7426,2.248,-14.6775,23.221,g
11.0517,2.4175,23.9408,7.251,g
6.8975,2.1021,-13.1668,49.217,g
16.608,2.4354,-5.1129,11.9691,g
11.9374,2.4624,-23.7556,4.122,g
17.6323,2.6946,26.7641,5.055,g
17.3565,3.0332,38.0957,4.792,g
19.9323,2.8876,30.2589,1.273,g
16.6032,2.9786,50.8119,1.38,g
19.8364,3.2051,31.1128,3.164,g
11.1603,2.6335,37.7748,2.4634,g
12.4518,2.4942,3.1424,14.77,g
16.9364,2.5569,-14.2513,70.2428,g
71.8818,3.8484,72.3016,16.622,g
18.1349,3.3059,66.7547,0.738,g
30.5716,3.5797,67.4553,0.702,g
15.0304,2.6454,-27.6305,3.1493,g
17.9468,2.8825,-19.74,5.955,g
15.3013,2.5459,21.2193,7.388,g
9.9294,2.1931,16.335,42.753,g
21.9778,2.6702,-23.8338,17.3965,g
20.3629,3.081,35.0869,4.4764,g
45.6576,3.7829,-47.0452,2.0661,g
11.6242,2.4091,7.6219,13.872,g
10.9023,2.4571,19.317,33.5063,g
19.1897,2.5843,-21.6535,1.818,g
15.698,2.6123,19.0649,22.259,g
26.6943,3.6761,33.9747,1.893,g
22.606,2.5955,-21.5587,30.5803,g
20.7623,3.0722,-36.5977,2.3981,g
11.4868,2.1917,5.0576,51.2589,g
14.5258,2.752,48.9698,53.6761,g
15.2733,2.6385,30.1338,13.294,g
17.7531,2.9472,19.1124,0.8358,g
11.7683,2.4533,12.3548,8.8517,g
37.033,3.4319,93.7827,6.105,g
19.0898,3.2981,96.8998,0.227,g
14.9378,2.6875,15.7637,13.0541,g
16.8379,2.6227,27.3907,22.632,g
12.4151,2.3589,-14.527,4.7412,g
17.3141,2.5545,10.1392,0.2194,g
12.8793,2.372,-15.9531,21.891,g
25.4668,3.684,65.2844,0.8433,g
6.955,2.1875,-11.7199,8.5588,g
12.9342,2.4472,27.7201,4.6452,g
23.1339,2.9248,-8.1362,2.982,g
34.8709,3.0302,33.7195,69.097,g
20.127,2.6508,23.0671,31.436,g
28.9398,3.0641,-30.0673,14.1545,g
13.9882,2.601,21.0869,8.936,g
23.6661,3.2913,53.4678,3.3145,g
10.9047,2.5775,-17.8951,6.219,g
11.9672,2.4502,-10.4215,82.9593,g
12.8664,2.3793,19.5657,22.821,g
23.3493,3.2034,20.2408,0.951,g
30.2997,3.3364,71.4963,1.9882,g
13.0392,2.9135,-28.9239,0.759,g
36.7662,3.9834,62.648,0.6179,g
23.1362,2.9985,-28.1771,12.219,g
15.7724,2.8142,14.5723,5.69,g
18.1613,2.8007,34.6532,13.2776,g
21.2576,3.0746,60.0375,9.437,g
7.4772,2.2082,-5.6779,54.0587,g
10.5256,2.3222,-16.4716,45.8523,g
13.9362,2.6679,-22.152,27.494,g
22.1223,3.1931,77.8023,12.3059,g
10.5394,2.2028,4.5837,58.693,g
20.7243,2.6693,10.5553,1.3953,g
26.4198,2.9626,58.4574,18.458,g
14.7692,2.6985,16.0988,5.159,g
17.6924,2.9647,25.8841,6.891,g
23.2299,2.9759,59.0817,9.7797,g
19.2789,2.5502,21.3541,45.8856,g
16.7731,2.5058,10.4084,62.628,g
0,2.1599,18.1689,61.216,g
18.698,2.7304,16.5765,0.56,g
24.7107,3.0783,31.8129,6.2998,g
12.4314,2.42,16.6957,10.463,g
7.1644,2.1658,-11.5961,79.154,g
19.9415,2.7896,35.5206,14.5598,g
17.775,2.5993,-25.5307,81.8671,g
15.8013,2.4141,-16.663,56.263,g
24.6138,2.6096,16.4072,3.796,g
9.9143,2.3464,16.7247,22.0158,g
10.6387,2.1959,-6.4843,68.712,g
14.4645,2.472,19.4274,30.7131,g
11.3195,2.1414,8.3638,42.694,g
15.7524,2.9501,31.0955,3.764,g
27.1661,3.3625,65.9249,6.142,g
13.9512,2.5145,17.7407,18.989,g
12.1254,2.4099,-19.1434,64.547,g
20.7749,2.8791,40.9115,13.072,g
16.841,2.6274,-8.3624,12.8676,g
15.563,2.6902,28.5198,6.324,g
21.9345,2.8594,25.8472,7.2421,g
23.3668,2.8713,23.7276,11.817,g
7.2127,2.1287,11.0442,46.8416,g
19.3483,2.7892,-12.1285,37.525,g
10.7505,2.5205,-12.6961,66.074,g
28.99,3.3266,94.1508,14.203,g
10.5126,2.233,16.7732,33.726,g
20.9058,3.0392,-46.446,4.664,g
9.3185,2.2889,-4.3213,49.1374,g
20.0835,2.7135,57.4977,3.679,g
15.9885,2.9928,32.6278,7.2636,g
13.5799,2.3683,-12.4316,0.075,g
22.8539,2.8241,8.5341,30.5133,g
11.664,2.0354,6.703,58.2737,g
25.18,3.2694,83.6344,7.9764,g
14.6455,2.9469,44.5025,1.2832,g
21.7195,2.8932,21.8564,18.596,g
12.8742,2.4571,-13.492,14.125,g
19.8427,2.7517,-12.8551,2.048,g
10.0426,2.3793,-22.0884,6.912,g
12.1658,2.5296,20.1583,11.448,g
16.2578,2.7308,37.9125,17.671,g
12.0224,2.4969,-21.2166,2.8978,g
23.0715,3.0249,50.122,5.8399,g
24.9316,3.2232,14.7971,2.562,g
20.2912,2.3909,-25.8559,17.7959,g
13.9381,2.4969,-13.7042,53.624,g
29.3532,3.6577,107.705,5.6,g
14.5959,2.5453,-9.6642,47.847,g
21.1806,2.7222,18.0988,6.0783,g
26.6742,3.1868,30.6148,7.0879,g
42.7756,3.5169,74.2127,8.6194,g
17.2927,2.6258,19.9668,33.07,g
38.099,3.718,35.9114,3.1991,g
25.9772,3.0962,31.6754,1.37,g
13.4473,2.7447,71.1985,0.8956,g
19.8051,2.636,-14.5275,53.953,g
7.2191,2.3253,18.0399,24.5831,g
16.3343,2.5905,-26.0985,6.5413,g
17.9121,2.7097,19.6037,19.0525,g
18.3168,2.6207,8.5763,9.0521,g
18.8586,3.0887,27.8414,7.0622,g
18.3417,2.723,-5.4101,39.0678,g
10.02,2.3365,12.8968,82.8204,g
23.476,2.5403,-66.3533,3.4312,g
0.0029,2.0774,-8.5011,0.0002,g
8.7535,2.4314,17.2276,8.4594,g
30.8669,3.3215,51.4857,3.221,g
16.7655,2.7093,20.7402,0.337,g
20.7244,3.2195,41.7337,3.675,g
18.5809,2.5453,-15.001,11.083,g
14.8492,2.7332,-27.6626,0.275,g
35.5829,4.1208,70.1617,2.012,g
7.4384,2.1629,6.582,17.005,g
16.9858,2.995,-29.7567,0.9353,g
17.4881,2.7931,-24.1423,18.694,g
11.3994,2.3107,5.9163,78.5401,g
50.0365,4.2236,80.4554,0.5792,g
39.2427,3.8333,72.916,0.1348,g
7.9365,2.29,-16.7625,9.928,g
20.9011,2.7885,21.8051,3.901,g
16.2197,2.5099,12.6243,76.537,g
10.4753,2.3304,16.7449,7.041,g
13.3657,2.5949,23.2017,1.126,g
10.2893,2.4541,18.7479,21.592,g
35.7305,3.5049,71.4297,2.605,g
12.1125,2.4786,13.3007,8.947,g
11.7726,2.2956,-7.9213,84.1351,g
21.1078,3.2783,24.1103,2.979,g
19.9037,2.9829,-22.0191,7.5737,g
22.3432,2.894,73.2423,3.1709,g
27.5969,3.7549,65.1852,4.054,g
14.9203,2.6575,-24.1938,26.551,g
28.4437,3.3717,48.0909,4.575,g
16.3322,2.6069,-16.8715,6.1301,g
10.28,2.1477,-6.5581,66.082,g
14.3903,2.5676,11.6823,3.0264,g
12.8951,2.4257,11.7315,7.9672,g
7.4895,2.1508,5.0991,43.5269,g
21.43,2.8621,-37.6166,2.1534,g
19.1792,2.9325,23.163,8.026,g
10.8861,2.1569,-4.4901,43.273,g
10.4383,2.2529,10.1469,15.8259,g
23.7963,3.0992,16.4082,2.4355,g
14.016,2.7832,-20.7903,2.188,g
13.9738,2.7059,30.2522,8.5585,g
24.4013,3.1178,23.8735,8.37,g
11.531,2.1189,-8.3057,12.2449,g
22.5004,3.4059,47.1606,5.381,g
13.6851,2.6571,26.0942,32.9639,g
8.4266,2.4005,9.9818,12.5354,g
15.3339,2.6069,21.6032,5.9374,g
15.0095,2.616,17.559,3.6204,g
21.6069,3.2317,79.8408,6.8605,g
22.8416,3.2398,70.4124,2.39,g
12.3164,2.57,20.673,23.123,g
18.1846,2.3483,5.7024,8.447,g
5.8999,2.2683,8.6832,18.9122,g
14.1681,2.6101,-7.5508,15.6309,g
20.9835,2.9759,69.5958,10.7918,g
18.9742,3.0706,40.3983,2.4015,g
10.8926,2.586,34.4629,1.2447,g
14.9597,2.3086,22.79,29.987,g
9.7791,2.2201,-14.6778,10.7089,g
20.2531,2.8971,23.4476,17.16,g
18.92,2.7664,-9.1786,19.5579,g
16.9284,3.0815,42.2369,4.8845,g
16.057,2.6959,-32.0162,6.499,g
17.256,2.5378,13.8432,26.7113,g
18.6686,2.8633,38.4813,41.3483,g
18.3111,2.8293,20.2235,0.035,g
24.0378,3.1351,-42.2021,18.03,g
14.9219,2.6484,28.7425,5.8992,g
26.6571,3.548,66.5324,1.1373,g
10.7598,2.4393,-5.9904,43.542,g
16.9885,2.3701,-20.2451,30.845,g
18.1427,2.7239,-20.9941,22.241,g
11.6996,2.0233,-8.7521,79.5407,g
10.749,2.1644,-6.0334,20.707,g
22.7223,2.8062,13.0575,48.1879,g
10.1745,2.4843,-15.1058,12.2494,g
12.8843,2.5434,12.505,12.0487,g
19.0051,2.9511,26.9287,4.97,g
29.5442,3.5244,76.142,2.2359,g
29.3136,3.742,116.765,1.687,g
18.8999,2.937,-15.4234,1.2651,g
15.0008,2.7563,24.9912,11.958,g
14.7676,2.6096,8.1654,11.6063,g
10.1151,2.472,-23.9989,22.93,g
39.6292,3.9398,38.4254,15.0666,g
21.6484,2.4495,126.178,28.328,g
22.9181,2.9741,-66.9286,0.2053,g
27.4314,3.0168,113.708,5.346,g
14.7309,2.3901,-15.1944,69.6147,g
11.9789,2.1688,-8.5835,45.6611,g
21.5581,3.123,21.5116,10.582,g
20.6876,2.9112,-16.8125,5.956,g
10.812,2.2304,17.3249,74.454,g
30.7964,3.7743,75.0139,2.627,g
32.5131,3.2821,51.743,5.4304,g
9.3005,2.3927,10.5138,16.5079,g
10.9575,2.1917,-5.6023,80.7484,g
15.8391,2.7585,23.4775,2.2764,g
17.0601,3.0523,10.4458,7.6086,g
15.8601,2.6609,16.7796,6.33,g
14.0851,2.5838,-9.3165,6.947,g
15.5106,2.7222,21.5596,30.0135,g
36.5351,3.696,33.523,4.533,g
10.5469,2.2201,20.5637,16.005,g
23.8362,3.1787,42.3559,13.6968,g
22.7096,2.5682,-24.3714,67.892,g
16.0322,2.5403,25.0272,17.905,g
21.5885,3.1124,26.7463,3.056,g
24.1303,2.7705,69.9784,5.468,g
15.9442,2.5276,-21.295,7.845,g
18.4949,2.6222,27.1651,0.059,g
20.8996,3.03,25.5135,10.7848,g
7.3238,2.1222,-8.3371,12.621,g
24.1248,2.8303,21.9637,6.511,g
7.4513,2.1414,7.282,18.1586,g
10.6824,2.3444,18.1267,34.0559,g
48.8302,2.9877,35.9295,68.6708,g
26.0911,3.4001,66.7073,1.5208,g
24.8276,2.9643,20.5619,8.441,g
15.8392,2.6821,-15.8836,83.8778,g
21.5765,3.0848,76.3281,0.617,g
20.2021,2.9741,22.3707,16.8909,g
15.1741,2.5478,51.5694,5.498,g
15.2963,2.9479,35.7308,1.109,g
16.5124,2.3701,-17.2805,51.044,g
6.9833,2.1889,13.8156,21.319,g
12.739,2.7486,35.9481,2.809,g
12.929,2.4385,-13.0092,5.8995,g
25.8454,3.2239,60.774,4.8815,g
15.615,2.9204,24.0564,3.5025,g
28.2204,2.8503,-34.3062,4.5743,g
15.1557,2.7368,-11.1368,15.139,g
9.7166,2.5211,25.3308,43.291,g
16.0981,2.8218,38.7838,4.31,g
12.8248,2.3608,6.771,17.9567,g
9.1754,2.3181,16.5509,3.829,g
11.6358,2.1804,8.9228,35.694,g
17.1293,2.8531,103.006,11.0651,g
11.0796,2.1717,2.8947,37.9872,g
6.7315,2.1021,10.5652,42.9804,g
16.8524,2.637,-27.3328,9.7853,g
7.1413,2.0917,-12.3307,82.6073,g
14.8359,2.8028,-6.3349,6.05,g
17.2885,2.8724,27.479,2.089,g
19.9991,2.7173,-17.942,17.682,g
12.9598,2.5676,17.4463,2.4627,g
10.3567,2.2304,-9.3884,37.882,g
10.8849,2.3181,17.0384,3.947,g
16.5627,2.9232,73.1186,15.8142,g
19.5497,2.8615,-26.6817,5.5986,g
15.5312,2.4921,31.8667,12.21,g
28.946,3.8051,58.899,2.4615,g
26.9103,3.1206,87.7648,0.25,g
13.2275,2.2188,-10.429,33.4008,g
6.6451,2.1538,12.0469,52.6161,g
36.349,3.2307,56.7992,11.6548,g
14.9345,2.4807,-19.6729,5.7762,g
14.637,2.3711,-12.8889,46.4008,g
28.5133,3.4766,70.5703,2.206,g
20.8924,2.9206,-35.1911,8.3799,g
10.3792,2.4362,26.9007,16.3084,g
17.46,2.5821,-7.6514,25.657,g
36.5059,3.7044,75.0056,0.0204,g
35.688,2.9645,55.708,8.8474,g
15.3743,2.4843,17.6239,7.671,g
24.5063,2.993,72.0013,9.031,g
26.2015,3.4777,45.0066,3.804,g
20.7579,3.3206,32.1316,5.069,g
17.2598,2.7412,-36.82,0.2816,g
32.0426,3.0986,25.7333,34.586,g
15.7596,3.0336,48.3135,9.4002,g
18.9458,2.6294,13.07,87.736,g
20.5843,3.3742,69.5781,0.4746,g
36.9303,3.6457,50.6642,4.034,g
25.0634,3.1612,20.7481,3.7331,g
11.2268,2.2055,7.2484,31.0926,g
16.5339,2.9004,52.6888,4.9959,g
22.8527,3.4072,43.1847,3.4278,g
15.9345,2.3784,12.8222,17.7641,g
16.237,2.7927,10.6867,1.379,g
16.1704,2.3434,-14.1089,80.5135,g
20.1433,2.8971,-44.8613,0.955,g
7.0172,2.2109,13.7231,34.358,g
30.7225,3.578,39.4275,7.6181,g
16.2878,2.9845,64.4648,8.446,g
15.6067,2.5211,11.4758,10.089,g
17.6334,2.4541,7.7084,31.28,g
12.8361,2.5139,-11.0635,11.049,g
17.3868,2.4955,9.9028,12.553,g
11.6514,2.4997,-13.0332,30.0405,g
16.4931,2.7372,-27.4963,4.6235,g
28.5245,3.5765,94.825,3.2132,g
16.3028,2.7645,-27.7421,5.3643,g
17.7236,2.7016,-23.4143,12.113,g
23.4002,3.4076,104.504,0.7867,g
30.207,3.237,65.0365,21.1032,g
10.6294,2.3766,-15.6172,37.8225,g
18.7763,3.0743,51.1045,5.1845,g
27.0765,2.9373,30.8355,31.2271,g
30.202,3.2249,-33.3573,1.5388,g
11.5906,2.4836,20.3054,35.141,g
17.8838,2.8035,36.999,6.35,g
16.5335,2.5152,-13.8608,39.323,g
28.2821,3.0265,26.5785,2.4674,g
10.6644,2.3997,-18.0406,24.17,g
11.8468,2.2742,3.5205,16.332,g
10.9195,2.4014,-18.427,19.774,g
