@relation 'magic-weka.filters.unsupervised.attribute.Remove-V-R2-3,7,9,11'

@attribute FWidth numeric
@attribute FSize numeric
@attribute FM3Long numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
13.0008,2.4771,26.7207,39.8253,g
16.529,2.6866,-12.7693,9.097,g
23.3213,2.8516,32.8741,0.7406,g
11.3566,2.641,20.7717,19.1106,g
12.6043,2.3953,-12.5683,22.3269,g
16.8242,2.9413,71.255,8.2426,g
10.4236,2.3608,26.8723,5.203,g
19.8659,2.8882,34.6695,1.0624,g
12.5805,2.7675,-25.0953,15.2609,g
16.9694,2.8179,13.0698,29.746,g
21.0037,3.2168,43.6268,4.233,g
14.4701,2.5849,19.0003,16.2105,g
12.2272,2.9408,59.957,1.0866,g
31.0583,3.2648,47.9741,0.853,g
7.9326,2.2989,20.0999,7.817,g
20.1824,3.0308,42.2168,3.919,g
28.4766,3.1635,29.7204,13.0285,g
9.998,2.2553,9.164,75.0613,g
14.6847,2.7638,-12.7168,6.259,g
17.0413,2.5922,26.5376,23.115,g
23.5591,2.7415,24.9308,19.0193,g
57.9549,4.2878,78.9675,1.9326,g
12.7121,2.3551,9.6974,9.7478,g
30.9748,3.6873,77.4819,5.761,g
16.9054,2.8287,24.3286,3.6622,g
11.9091,2.2856,3.5316,50.6366,g
7.2298,2.1156,10.8325,33.3381,g
11.8144,2.5092,-24.3869,31.6319,g
18.334,2.5569,20.1313,11.2109,g
7.0711,2.1508,-9.8554,49.707,g
17.4607,2.8274,82.4914,5.3213,g
31.7432,3.7156,78.4918,0.604,g
11.4405,2.1569,7.4683,14.6097,g
30.9204,3.6657,60.5827,3.667,g
20.4187,2.7097,18.0502,12.833,g
18.0453,2.7177,28.8496,20.661,g
23.6861,3.4455,29.8589,3.2554,g
11.1602,2.0952,6.7776,71.9552,g
19.4472,3.0643,43.6727,15.5752,g
23.6134,2.9516,14.5381,2.9936,g
11.3126,2.6459,17.7277,18.005,g
16.8202,3.04,28.5688,14.3052,g
9.4639,2.2707,15.4904,34.1383,g
10.7539,2.1875,17.4986,54.931,g
16.0609,2.2368,18.3629,45.687,g
21.152,3.2241,-10.1986,1.4636,g
13.6839,2.7892,21.9508,3.8253,g
10.2825,2.4401,-17.1593,12.174,g
40.178,3.4087,60.9121,13.77,g
15.8036,2.9238,22.821,11.24,g
11.5763,2.0473,5.3573,72.426,g
19.8716,2.4976,24.4633,33.5185,g
41.3551,3.6546,78.1311,5.8936,g
12.8247,2.5315,-13.2826,2.0137,g
10.0126,2.2989,17.9618,0.788,g
17.8596,2.4571,25.5889,17.5042,g
12.6304,2.5334,17.8583,29.934,g
11.4376,2.1156,6.0869,83.1822,g
22.3316,3.5637,95.7514,1.447,g
20.9053,3.2578,26.9221,4.5447,g
36.7561,3.2122,105.081,15.2606,g
14.4796,2.5496,14.7904,81.0686,g
19.073,2.5735,16.7017,76.2728,g
10.7542,2.5694,17.0663,8.539,g
23.0476,3.1144,34.2025,8.6997,g
17.2225,2.9523,52.6747,5.8345,g
19.2556,2.5617,28.6597,64.622,g
17.1213,2.7235,-19.2298,3.8417,g
0,2.2109,-3.6483,59.9239,g
18.6679,2.7097,17.8939,12.747,g
13.6793,2.5205,16.3617,50.2541,g
20.8675,3.0118,20.3496,1.8662,g
18.0184,2.5283,-12.0674,49.4271,g
21.0132,2.6781,108.425,4.6097,g
13.4141,2.7763,45.0169,4.709,g
6.7851,2.2279,6.5323,3.2759,g
17.0463,2.6069,30.8968,12.3834,g
14.0731,2.4362,7.3769,75.6791,g
19.3865,2.9775,24.1048,6.6443,g
35.3979,3.7911,67.0231,5.2442,g
13.3014,2.541,19.5194,3.7685,g
30.7461,3.6432,59.2303,4.988,g
23.6089,3.4812,56.7105,1.149,g
15.0985,2.6994,-16.3498,26.9064,g
16.0064,2.6532,17.4036,19.1984,g
10.6337,2.3424,-9.0233,46.4513,g
16.2597,2.5605,10.8968,3.665,g
24.5044,3.2655,39.6162,10.5649,g
18.0137,3.068,33.3449,1.502,g
32.8868,3.4965,89.8199,10.8854,g
33.7547,3.5621,32.2277,3.101,g
21.1248,3.1361,-18.294,7.404,g
9.8589,2.3324,85.8494,10.694,g
23.8092,3.0663,66.7498,0.4554,g
27.5582,3.1478,29.8405,11.3434,g
0,2.1717,18.1404,61.897,g
19.1791,2.8963,12.3582,11.654,g
20.2441,3.0995,-12.1785,18.4008,g
10.3186,2.3627,-17.4652,0.1665,g
26.1354,3.1764,33.5577,4.319,g
12.0311,2.4257,-9.6578,7.6823,g
16.3082,2.6981,10.3581,14.504,g
9.6367,2.3314,20.5391,77.509,g
23.6457,3.1509,-28.1662,2.0401,g
9.9878,2.2856,11.5671,17.6368,g
17.1659,2.7846,14.8055,0.7255,g
31.2915,3.7966,53.5567,0.6806,g
23.089,3.0471,44.502,0.9229,g
7.4744,2.0952,-6.2641,0.402,g
19.5065,2.6355,12.5302,8.2142,g
12.9176,2.4691,16.1177,16.868,g
19.8516,2.899,46.7231,10.529,g
12.7599,2.3454,-9.9032,15.1457,g
18.3654,3.1425,51.5228,2.3446,g
7.0229,2.1629,-9.8968,2.5515,g
19.2865,3.071,41.7046,4.8021,g
17.8766,2.8395,-16.3538,3.952,g
28.9406,3.0054,55.7758,1.9438,g
17.8129,2.527,17.3968,14.469,g
22.1684,3.2091,-22.7384,1.7861,g
6.8375,2.1569,15.0587,22.9125,g
48.2495,3.5864,45.3327,14.4978,g
32.9026,2.9773,42.5905,7.0683,g
20.5216,2.8407,-18.4012,2.2899,g
23.7798,2.993,-21.3467,73.19,g
30.1739,3.0022,44.1646,2.9517,g
13.7645,2.6871,57.7698,1.9636,g
18.3478,2.9012,-17.9181,7.7318,g
0,2.0986,0,22.0884,g
18.7298,2.5894,-12.5052,6.501,g
28.1242,3.1033,34.3054,17.3602,g
28.2406,3.5614,55.1122,2.3428,g
10.9584,2.356,-4.5897,84.2938,g
10.2196,2.2625,16.9883,14.5078,g
18.1634,2.8759,21.0902,19.0682,g
24.022,2.9696,114.461,10.965,g
33.5661,3.4102,38.7392,10.998,g
18.7552,2.8612,-64.8671,11.261,g
27.9445,3.2926,38.6748,0.7768,g
14.0498,2.6479,14.7351,22.208,g
53.1102,3.8184,35.9315,4.2249,g
16.5052,2.5065,22.983,33.4211,g
17.3464,2.5218,-13.2151,3.393,g
16.1505,2.6175,8.7649,45.808,g
12.7271,2.2148,15.4765,12.1643,g
22.2679,2.9312,-13.6009,6.572,g
29.8914,3.226,45.4149,18.205,g
7.0827,2.1222,7.0017,89.7028,g
10.0862,2.2148,-15.109,8.681,g
17.0186,2.6618,39.3826,4.89,g
47.6012,3.386,51.2048,19.589,g
31.6497,3.2931,41.3508,29.3674,g
12.6685,2.3829,-14.9123,85.5581,g
23.6799,3.5511,54.6158,0.267,g
49.7996,3.2971,93.8261,26.0542,g
14.9079,2.6794,-6.3267,6.737,g
18.6769,2.6345,22.48,16.874,g
10.4196,2.3522,5.5903,51.6669,g
16.0074,2.9761,-26.4445,0.6344,g
32.9432,3.3831,51.6337,0.524,g
27.6908,3.0946,85.8081,0.302,g
26.2508,3.2584,42.5362,14.193,g
18.7451,2.792,21.9193,13.193,g
22.4182,3.1912,88.1513,3.357,g
13.6097,2.6042,-11.4003,25.464,g
20.0638,2.7105,-12.498,45.781,g
10.0289,2.2577,10.1729,4.0951,g
26.135,3.1902,54.2763,7.564,g
18.1886,2.8859,24.0208,1.293,g
10.6401,2.2878,-3.7506,28.0696,g
10.1657,2.5605,23.9759,7.331,g
20.3632,2.4928,48.6051,2.8761,g
13.0207,2.5276,24.7528,15.15,g
7.3919,2.1255,-8.8712,37.9375,g
29.3982,2.8373,-110.154,0.0103,g
34.0783,4.0022,90.4024,0.851,g
19.8863,3.1252,39.2318,9.565,g
7.0055,2.055,-6.5731,24.7313,g
17.8989,2.5502,-15.7562,5.887,g
35.978,3.9144,77.244,1.8785,g
26.4656,3.2067,49.6809,13.157,g
148.59,5.01,-28.141,55.18,g
35.6466,3.7048,53.7303,2.985,g
15.0309,2.5237,-12.6929,20.0004,g
17.9326,3.1992,-19.4631,5.207,g
24.5442,2.6964,-23.6825,1.6003,g
10.9382,2.2405,17.8283,45.65,g
10.8234,2.3738,-18.1301,50.266,g
40.5938,4.0928,74.1026,2.162,g
9.7869,2.2317,-8.6473,65.2818,g
13.7532,2.5658,35.3679,4.167,g
17.0404,2.9266,-25.2515,6.738,g
19.8968,3.0206,16.4042,9.87,g
15.5597,2.85,30.0931,9.8871,g
16.5157,2.1644,-15.952,41.4781,g
22.6018,3.3811,51.6405,3.429,g
16.1919,2.6518,28.0624,27.1336,g
8.5612,2.4014,-10.6839,9.3104,g
26.0261,3.6254,80.6913,3.863,g
19.4782,3.0754,44.8454,16.855,g
25.7835,3.1402,25.429,16.5212,g
11.2261,2.7462,38.4029,3.631,g
38.4418,3.7658,34.4512,12.9888,g
15.669,2.8331,11.0749,6.411,g
31.7968,3.5272,73.5896,7.611,g
11.4799,2.3107,7.6855,40.354,g
17.0208,2.5353,-12.3171,7.3544,g
10.9772,2.3541,6.4767,37.753,g
11.6462,2.0737,-8.0477,1.9575,g
17.1406,2.5971,39.5951,0.393,g
20.799,3.3611,-30.5403,4.765,g
10.6715,2.2122,17.4528,18.3562,g
6.6249,2.3201,15.4982,29.7506,g
21.697,3.0336,32.8632,7.033,g
15.2102,2.2889,20.2883,21.912,g
14.1468,2.3829,20.4444,28.8208,g
15.0103,2.9146,47.3335,2.592,g
12.7452,2.3314,9.423,2.0958,g
38.0072,3.6764,-43.2986,0.796,g
30.637,2.9928,43.3545,14.3138,g
16.8547,2.9802,37.7836,0.7037,g
19.3818,2.3936,17.1788,55.952,g
13.2244,2.5977,14.3784,29.477,g
17.9121,2.433,5.9707,19.426,g
20.1733,2.5397,29.6616,30.557,g
10.4897,2.5132,11.7968,63.5476,g
12.9868,2.5905,9.5767,5.366,g
14.6607,2.5717,17.0625,18.3184,g
19.5098,2.5871,24.229,21.903,g
15.0818,2.6749,1.2191,46.187,g
19.0744,2.8817,13.1093,6.3685,g
13.4239,2.5289,-15.9057,7.4831,g
15.6926,2.5465,18.067,0.7529,g
31.8764,3.6532,83.8861,3.415,g
7.4429,2.0774,-5.1121,89.3339,g
20.7603,3.1159,32.2989,12.885,g
20.1827,3.0037,33.6071,8.801,g
33.2967,3.53,44.6312,0.5733,g
17.3273,2.6449,22.5929,7.543,g
30.0263,3.2404,-37.2187,3.1267,g
27.5533,2.9069,84.8353,3.4161,g
7.0653,2.266,-8.7187,60.588,g
44.7793,3.2641,63.3259,7.057,g
14.5923,2.6058,10.0478,2.248,g
14.0803,2.7543,29.6991,53.8928,g
16.3476,2.7574,-25.1399,7.9897,g
32.4801,3.5739,68.1213,0.837,g
19.9066,3.0821,68.3034,1.189,g
17.2742,2.8785,22.5909,13.5875,g
6.9323,2.1089,12.3351,74.355,g
11.6778,2.5988,-25.8459,3.776,g
15.7621,2.6217,20.4585,25.715,g
21.3824,3.0147,-30.2898,1.103,g
12.7848,2.3757,-9.35,28.132,g
10.9625,2.3729,18.6013,24.9395,g
17.4616,2.9943,48.1427,4.3488,g
25.1592,3.4009,92.2918,2.9063,g
19.6101,2.9398,15.7759,7.6682,g
7.4598,2.1383,-6.8371,14.441,g
20.7843,2.9297,-15.5396,10.558,g
45.1884,3.8493,-33.2713,5.1478,g
31.0478,3.2827,61.3665,1.5087,g
15.3799,2.2978,15.9569,82.7585,g
25.8895,3.6091,97.9016,7.4474,g
20.0272,2.9133,-24.1045,14.0395,g
17.6416,2.5465,17.7038,45.454,g
12.6364,2.7011,30.5255,6.7752,g
36.4748,3.6258,-26.7678,4.6584,g
18.4805,2.9408,29.5839,2.6896,g
11.1348,2.3253,4.6115,25.658,g
14.9064,2.549,12.4334,25.4801,g
10.8628,2.6191,-17.5151,31.413,g
29.4361,3.3516,33.509,6.0236,g
11.3783,2.0986,4.2909,84.6315,g
15.2666,2.9175,40.1999,2.6457,g
15.2379,2.4857,14.1903,36.675,g
13.8768,2.4886,32.073,25.98,g
29.5603,3.5792,87.8003,1.916,g
24.4525,3.237,23.2203,4.526,g
20.4815,3.0195,53.8111,3.865,g
26.4444,3.1974,43.5539,11.448,g
23.2236,3.1902,41.3896,5.284,g
18.4668,2.7566,-33.1858,3.443,g
16.3144,2.8979,-23.6669,50.944,g
15.1294,2.5051,13.5262,14.662,g
17.892,2.7551,-24.0317,20.1401,g
18.233,2.9564,20.9841,2.973,g
19.2263,2.9172,-17.6336,2.705,g
20.7422,3.0569,35.1855,1.784,g
12.3815,2.3253,9.8102,23.99,g
14.9269,2.5434,16.9082,34.9593,g
14.6998,2.3284,-14.1617,17.627,g
15.3549,2.8017,-24.8278,12.3857,g
10.6003,2.2799,4.3486,13.1938,g
11.7539,2.4393,16.2187,14.76,g
25.593,3.3384,81.6437,0.443,g
15.3792,2.9159,-10.2001,7.295,g
24.0523,2.9692,-40.5965,4.377,g
22.3051,2.8768,-25.5485,38.508,g
19.03,2.5792,13.2049,13.131,g
24.1328,2.5647,30.1439,5.7357,g
31.2378,3.555,-52.7944,0.192,g
12.6908,2.49,18.4502,0.4206,g
13.9988,2.5599,-18.1754,12.4655,g
20.7034,2.8756,89.134,14.5582,g
14.7322,2.6604,25.8056,6.1287,g
12.7936,2.3375,-14.8024,19.2145,g
23.2062,3.3153,59.0903,12.18,g
14.5851,2.6345,-15.006,58.335,g
16.4187,2.5484,20.7747,53.0609,g
17.4502,2.6207,-19.5229,59.7755,g
8.9999,2.3243,7.7059,74.3421,g
12.0758,2.5024,10.7045,16.071,g
11.943,2.5276,11.5442,35.1784,g
15.7492,2.5453,22.4467,14.3708,g
28.5947,3.4957,75.5082,4.5512,g
6.6133,2.1658,14.1097,37.4338,g
11.7724,2.0473,-8.1029,9.0054,g
17.0462,2.8231,-22.5308,81.589,g
25.4526,3.1958,61.2636,1.116,g
6.7751,2.3043,15.1221,22.9044,g
18.425,2.6716,18.8272,15.7771,g
18.9517,2.8215,21.1347,2.957,g
21.1771,3.1928,63.7391,5.4461,g
31.5735,3.939,81.9578,1.796,g
23.4188,3.3231,85.6082,0.712,g
20.4792,2.9939,21.24,6.4181,g
15.8005,2.7054,12.3318,9.974,g
12.0126,2.4735,-16.8244,6.278,g
25.3962,3.3101,76.1592,7.551,g
14.6739,2.9015,22.7781,0.0872,g
14.9202,2.4914,-16.4041,23.308,g
17.3787,2.8639,27.9478,7.7662,g
21.038,3.2402,42.7948,1.324,g
25.5615,3.8047,45.5128,2.876,g
10.0778,2.2672,10.8019,37.4141,g
15.2562,2.4609,-6.6784,15.933,g
43.6324,4.1671,69.378,0.608,g
15.9668,2.6253,29.9491,10.603,g
10.0384,2.2188,7.779,26.688,g
11.225,2.1847,-5.2114,73.221,g
22.1344,3.1546,96.609,0.0685,g
13.9434,2.4843,-20.5492,11.5031,g
20.5648,3.337,55.5307,1.534,g
10.6294,2.3032,-16.8918,32.3189,g
26.2917,3.1091,34.8531,1.926,g
22.468,2.9892,35.0013,3.8937,g
11.0368,2.2492,24.9529,14.781,g
24.7274,3.4648,48.4471,2.123,g
14.4244,2.541,56.2947,5.723,g
17.4889,2.8782,15.0798,17.537,g
24.6848,3.0592,-25.5185,8.075,g
31.1183,3.5624,61.7826,3.1014,g
13.7094,2.4108,-17.2015,20.0785,g
17.1068,2.5804,-14.3515,48.194,g
22.398,2.894,30.5628,78.04,g
18.0974,2.8552,-13.3082,45.0788,g
36.4647,3.9318,81.3091,1.9366,g
24.7736,3.0366,42.9741,6.7787,g
28.1738,3.58,-43.5379,1.088,g
20.9286,2.827,28.2606,32.615,g
7.412,2.3856,20.3889,18.9558,g
15.1377,2.5496,-16.419,0.373,g
12.816,2.2911,-9.5121,64.629,g
15.1905,2.7139,-9.4704,0.624,g
17.6775,2.6977,14.7358,26.888,g
20.3342,2.723,17.2489,2.7746,g
13.8566,2.3086,7.8849,36.429,g
18.8589,2.7164,22.924,10.225,g
9.8704,2.2707,7.8418,44.34,g
20.164,2.5428,21.6209,13.981,g
19.8336,2.8238,-13.3547,16.7926,g
15.1315,2.7451,-54.7983,10.81,g
24.2144,2.9297,80.5329,2.7787,g
12.8453,2.4091,10.2146,29.1592,g
14.6053,2.639,-14.7182,13.318,g
18.6568,2.7645,-21.9094,0.952,g
32.8868,3.5547,59.6525,10.068,g
12.7867,2.4322,9.7066,4.327,g
7.2161,2.3222,13.3383,17.488,g
11.2036,2.1319,4.0059,60.4605,g
25.2649,3.4509,60.7593,15.92,g
22.2986,3.1284,105.8,0.658,g
14.6792,2.4683,19.1661,4.0499,g
37.7636,4.1207,79.8479,2.3313,g
22.5703,2.7952,19.7948,14.377,g
24.3092,3.4783,92.4847,1.8142,g
23.2834,2.7642,87.5737,9.3662,g
9.6894,2.4983,12.1362,35.801,g
17.0444,2.6599,24.6741,1.9337,g
10.8712,2.3988,17.3162,44.224,g
12.871,2.6091,6.8249,8.7213,g
15.2449,2.6585,19.2622,37.988,g
12.6361,2.6385,47.2842,3.509,g
11.3269,2.3222,-6.9329,19.2365,g
19.1419,2.6508,37.9796,72.971,g
10.4112,2.3997,-4.6528,54.28,g
14.2694,2.8331,-16.9877,0.9486,g
13.511,2.4735,-19.0081,3.9151,g
12.1218,2.2492,-10.4085,45.2352,g
44.6084,3.0467,52.2899,5.053,g
8.9062,2.4354,54.0211,5.4597,g
12.846,2.281,17.2369,19.3319,g
9.2363,2.4639,23.2361,3.989,g
19.1365,2.6355,-15.0167,26.6862,g
19.2228,2.6679,17.858,25.702,g
11.0991,2.248,6.7807,5.525,g
17.5155,2.5045,12.8188,40.137,g
11.7757,2.055,9.8209,73.055,g
9.5423,2.6848,34.1128,14.238,g
18.5968,2.7443,-25.3911,6.713,g
10.6282,2.1688,-3.5736,60.7289,g
25.0631,2.5198,-15.2078,4.4742,g
16.7441,2.6985,20.7674,33.261,g
9.6685,2.2695,-14.0954,20.5343,g
27.4754,3.034,40.7144,43.788,g
10.663,2.1446,3.6622,56.222,g
12.636,2.5045,11.646,59.4159,g
15.8711,2.5459,22.5712,4.703,g
26.8642,2.9309,9.8908,28.926,g
12.5979,2.5647,23.0289,4.0462,g
16.1347,2.6794,-22.1609,0.727,g
19.8187,3.3769,38.8557,3.032,g
24.1357,3.4272,35.3903,7.521,g
23.4281,2.9325,52.755,3.926,g
27.0136,3.32,-55.353,1.099,g
7.4602,2.0846,6.5021,45.0122,g
16.5939,2.4116,-15.9051,44.78,g
26.7273,3.253,68.1103,1.7184,g
23.3651,2.8591,-16.3444,9.8738,g
23.2749,3.0631,-33.6197,5.467,g
18.6206,2.9777,29.9526,4.437,g
20.0915,2.4433,-19.6504,21.1916,g
20.4513,2.78,75.7195,3.772,g
17.2842,2.7451,8.7,0.4229,g
12.5673,2.617,-26.4907,7.1787,g
21.3778,3.0904,17.1457,7.211,g
20.5521,3.0354,20.0187,19.3127,g
14.2087,2.4942,-24.473,1.359,g
29.4264,3.5472,-47.5564,1.5291,g
24.6175,3.1477,71.0401,7.0799,g
30.7721,3.2463,45.5711,3.3996,g
22.2356,2.9706,29.7079,38.579,g
10.1104,2.2672,-4.8158,0.58,g
29.2316,3.5635,39.835,0.0127,g
18.536,2.6196,26.2946,10.4802,g
10.2552,2.2014,-19.2355,18.066,g
11.1856,2.1847,19.5266,36.0879,g
22.0404,2.8802,12.6192,7.2313,g
22.0406,3.2777,63.6753,8.6072,g
12.662,2.4362,52.2503,2.588,g
17.7071,2.596,-4.3988,1.5377,g
9.496,2.3032,10.2753,5.495,g
28.3793,3.1854,57.2129,29.8,g
18.786,2.9978,13.8016,9.317,g
11.3508,2.3181,19.6055,47.069,g
18.3822,2.5933,37.3944,26.9644,g
12.9881,2.2625,-14.7937,46.9385,g
15.2792,2.2999,-16.4967,59.2812,g
10.4305,2.6435,-40.5853,5.442,g
11.3489,2.1508,-8.5355,22.004,g
15.7207,2.4786,35.6227,11.2562,g
11.1475,2.4232,-18.0941,83.3232,g
19.9739,2.5139,-18.8351,5.1421,g
21.148,3.4555,79.2748,0.762,g
26.8029,2.9727,22.0893,22.799,g
32.9783,3.37,-24.3264,0.429,g
18.4786,2.857,30.1098,0.368,g
18.205,2.7011,22.8522,26.735,g
25.5172,3.5323,65.8233,2.889,g
11.4116,2.711,14.2379,8.4716,g
10.432,2.4914,-29.3049,9.4498,g
34.2291,3.4583,-29.0165,1.4057,g
9.8119,2.2601,-18.3699,37.2203,g
18.8615,2.7451,33.4538,12.071,g
35.3152,3.5215,-60.7465,4.049,g
18.8499,2.5527,-15.8973,15.405,g
12.7592,2.5955,23.532,10.5327,g
20.8327,3.4422,43.0572,2.9498,g
10.5484,2.4526,-26.5,27.1412,g
12.3586,2.2613,-10.1312,10.85,g
19.0886,3.2253,71.9123,4.305,g
31.9294,3.5937,17.4039,57.0274,g
11.2189,2.1553,3.2895,0.3185,g
15.0774,2.7312,-28.1923,10.434,g
26.9542,3.008,27.6815,18.15,g
18.1029,2.8672,29.0856,3.0836,g
33.0357,3.5415,53.9694,0.296,g
19.8903,2.7697,28.7091,60.3897,g
11.2635,2.6721,14.5202,0.964,g
22.0192,2.8439,26.7747,40.964,g
33.7836,3.1666,-76.354,28.3058,g
16.2157,2.7003,16.2625,10.5101,g
35.3184,3.7552,67.2836,5.0683,g
19.3564,2.5682,4.8137,11.4878,g
24.5667,3.2654,-45.4692,0.965,g
12.5485,2.5004,13.4913,9.025,g
7.7124,2.3181,12.3724,21.4331,g
15.0223,2.7135,15.2915,2.5305,g
19.8464,3.145,31.2123,1.5993,g
18.9754,2.7054,18.9164,13.1409,g
18.0323,2.8603,92.0575,5.0549,g
40.9177,3.1045,40.2931,14.111,g
22.5286,3.2863,50.9012,4.411,g
22.3679,3.1778,27.0467,12.513,g
14.9438,2.5353,6.8621,2.625,g
12.9794,2.941,53.679,5.7324,g
41.0984,4.0372,20.3669,3.2,g
30.8918,3.4502,60.5879,2.0523,g
0,2.2028,0,90,g
17.5723,2.6201,32.8913,5.4254,g
0,2.0273,0,43.301,g
15.3298,2.7818,-39.9112,11.5544,g
15.9583,2.3589,10.7176,35.1981,g
30.8293,3.8825,87.438,5.917,g
22.3161,3.3312,19.5038,7.4935,g
11.9547,2.4949,8.6878,4.725,g
23.3802,3.2537,47.622,5.719,g
18.0986,2.9472,18.7545,4.9034,g
40.5638,3.3515,63.1762,7.21,g
22.4543,3.6042,67.2765,1.2024,g
16.4738,2.7597,-32.8396,6.013,g
25.3124,3.2638,31.0518,10.241,g
15.7709,2.4456,-19.5589,22.9622,g
14.045,2.3493,14.1096,2.0464,g
22.9365,2.9566,-37.1957,4.1447,g
8.7943,2.2856,-8.3202,12.164,g
12.7303,2.2889,-9.9919,26.193,g
22.9848,2.9863,-120.517,7.803,g
18.596,2.6924,23.7937,7.444,g
21.4984,3.049,24.6948,2.011,g
12.6422,2.4479,-11.0757,18.587,g
24.5512,3.2838,10.1114,1.5398,g
14.241,2.4969,22.2943,20.4225,g
11.8943,2.2405,-20.4458,82.7705,g
17.854,2.8357,16.8922,26.4593,g
7.8658,2.3483,23.4294,17.6342,g
33.2497,3.3461,81.5738,8.936,g
0,2.1414,0,63.095,g
23.1468,2.8689,-13.42,34.7446,g
25.8976,3.458,70.4872,7.3272,g
27.4695,3.431,87.1243,1.763,g
32.1569,3.6228,66.5126,1.8578,g
17.432,2.7892,31.1119,0.256,g
16.2717,2.5735,-14.5528,6.7,g
20.9955,3.1874,75.3921,1.121,g
17.6852,2.5988,23.2333,50.74,g
27.1905,3.5818,64.0017,0.715,g
6.4357,2.2148,18.5261,37.7654,g
17.7862,2.3683,-9.0224,58.601,g
15.2769,2.6785,-22.9561,9.736,g
12.401,2.2516,26.995,6.8576,g
16.0319,2.8976,75.6853,1.364,g
21.9981,2.5575,-20.8092,7.4566,g
20.4882,3.1471,31.1498,0.963,g
24.2288,3.1455,28.5647,1.7762,g
15.5684,2.3883,-18.0362,39.924,g
23.7459,3.5043,67.7081,2.603,g
19.4543,2.2636,19.8121,17.612,g
16.7824,2.8739,28.5415,7.085,g
9.4678,2.3997,-11.7614,8.044,g
10.5902,2.301,8.6577,8.38,g
11.5841,2.4125,6.9524,9.6089,g
27.1425,3.7084,70.7937,0.279,g
32.6225,3.0504,54.3854,1.0618,g
