@relation magic

@attribute FLength numeric
@attribute FSize numeric
@attribute FConc1 numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
38.4181,2.5971,0.2162,0.393,g
40.9677,2.9685,0.1328,4.929,g
22.0765,2.3784,0.341,2.356,g
139.752,3.5808,0.0566,44.546,g
30.0005,2.934,0.1857,27.943,g
17.4019,2.5459,0.3428,72.654,g
48.2341,2.74,0.2047,3.616,g
34.6141,2.792,0.1461,13.193,g
56.8961,2.9786,0.1234,1.38,g
42.6815,2.8159,0.1474,5.212,g
21.1221,2.2967,0.452,75.3948,g
89.7222,3.5741,0.0806,2.759,g
21.8627,2.29,0.341,65.5458,g
41.0677,2.7308,0.1812,17.671,g
28.0155,2.5065,0.2788,30.92,g
25.3361,2.5434,0.2818,56.2,g
62.3965,2.7063,0.1603,6.155,g
20.4767,2.3701,0.4414,29.3704,g
59.0991,3.4068,0.0809,7.378,g
32.6702,2.5982,0.1803,38.082,g
26.533,2.695,0.1625,39.3249,g
30.9023,2.6021,0.2612,10.6775,g
54.4935,3.0635,0.0946,1.577,g
49.6933,2.9274,0.1271,2.915,g
76.4663,3.231,0.1178,4.4052,g
36.345,2.5145,0.2523,10.885,g
38.7094,3.0149,0.1464,4.65,g
12.7509,2.0233,0.3839,46.2009,g
18.155,2.3522,0.3667,16.0923,g
19.9394,2.1599,0.4325,31.0284,g
43.3619,2.6004,0.197,0.5462,g
81.2862,2.8976,0.212,4.129,g
73.7126,3.7042,0.1062,2.3374,g
58.1697,3.5008,0.111,15.8268,g
48.0111,3.1007,0.132,7.784,g
53.0133,2.3395,0.2586,10.865,g
50.5449,3.009,0.0945,9.854,g
50.2255,3.0917,0.2287,5.3512,g
21.7529,2.0881,0.4041,5.706,g
28.3396,2.2175,0.2879,35.715,g
18.14,2.3483,0.2848,53.2443,g
26.9333,2.5447,0.2126,32.125,g
17.9964,2.3988,0.4411,14.3817,g
30.2852,2.683,0.2147,12.395,g
17.6821,2.179,0.3411,61.229,g
54.9761,2.7372,0.1566,0.276,g
47.4802,2.9928,0.1805,7.2636,g
39.4933,2.6866,0.2562,10.878,g
26.8476,2.4935,0.2713,1.445,g
58.1746,3.1623,0.0967,14.438,g
26.1518,2.5237,0.238,10.531,g
29.9867,2.6289,0.2667,2.593,g
84.8345,3.8276,0.0918,6.4976,g
28.5152,2.4646,0.2487,48.71,g
33.9614,2.6785,0.1876,2.818,g
31.6449,2.666,0.1456,3.7388,g
82.5928,3.0633,0.1327,34.3027,g
26.8582,2.5079,0.2345,17.677,g
98.2129,3.3673,0.1045,4.1168,g
26.6951,2.5647,0.2193,65.584,g
95.7802,3.5245,0.0889,8.2692,g
27.8148,2.6955,0.2006,2.348,g
38.025,2.5353,0.1822,12.1567,g
21.3579,2.2148,0.3262,65.052,g
25.9264,2.5752,0.2832,19.267,g
27.2244,2.525,0.2373,1.6146,g
20.4629,2.4175,0.2925,51.793,g
33.1959,2.6289,0.2902,6.484,g
23.2875,2.9044,0.266,10.2651,g
27.2296,2.7585,0.2014,2.0627,g
13.0769,2.1538,0.4526,42.603,g
60.6214,3.0785,0.1331,72.887,g
56.0558,2.7634,0.1957,15.3725,g
52.9757,2.9928,0.089,47.954,g
24.398,2.2956,0.2759,21.322,g
24.0748,2.6112,0.2925,0.893,g
20.4478,2.3953,0.2435,22.3269,g
19.6502,2.3502,0.3192,27.1728,g
29.484,2.3054,0.3886,9.272,g
19.6725,2.4409,0.2844,8.625,g
26.9169,2.2648,0.3505,78.1246,g
30.6751,2.5198,0.21,22.07,g
47.0181,3.0941,0.1775,5.59,g
40.1473,2.9432,0.1316,25.601,g
12.9161,2.1599,0.4394,87.3306,g
34.4067,2.9423,0.1799,7.166,g
27.0632,2.527,0.2571,4.588,g
100.562,3.6935,0.0673,2.9569,g
20.4596,2.2504,0.3567,3.294,g
38.4475,2.4456,0.2993,22.3126,g
23.8573,2.7388,0.1432,16.4046,g
29.0484,2.48,0.2334,0.212,g
30.7607,2.4616,0.2401,2.423,g
85.0313,3.0624,0.1174,1.7685,g
22.2418,2.4216,0.2178,18.5462,g
112.635,2.9868,0.1139,17.724,g
43.999,2.5289,0.2352,1.4941,g
19.93,2.1987,0.3006,9.4765,g
36.8508,2.7697,0.1878,60.3897,g
18.5424,2.2878,0.2912,74.4102,g
24.1625,2.5647,0.2711,30.306,g
19.2296,2.1222,0.4491,74.6152,g
87.6702,3.1492,0.0947,4.229,g
80.4985,3.5162,0.0693,6.046,g
82.365,3.3093,0.1391,4.035,g
43.7342,3.1263,0.1372,5.3918,g
25.0056,2.2753,0.2308,4.2353,g
94.8313,3.2971,0.2021,26.0542,g
53.2494,3.0022,0.1259,2.9517,g
76.8377,3.5931,0.1494,4.154,g
32.8734,2.8831,0.18,7.6229,g
21.0144,2.1287,0.3457,80.0502,g
28.8227,2.8985,0.1939,22.053,g
38.0041,2.2492,0.2113,14.781,g
32.169,3.104,0.1279,60.7186,g
22.709,2.2028,0.4169,37.3872,g
45.3582,2.7997,0.1261,41.4223,g
102.541,2.8765,0.1176,2.7131,g
89.6301,3.9613,0.0635,4.737,g
89.7764,3.3517,0.1257,4.3596,g
12.8319,2.2934,0.4046,75.204,g
12.9627,2.0663,0.382,61.5575,g
23.2333,2.3118,0.3585,26.733,g
19.8382,2.0737,0.4093,73.499,g
51.6337,2.5302,0.1844,13.666,g
20.7584,2.1703,0.3142,66.17,g
18.5164,2.4955,0.2572,82.9909,g
71.0185,3.0527,0.1298,1.003,g
73.6263,3.4533,0.1333,4.471,g
50.6281,2.7763,0.1264,33.7832,g
71.7603,3.2045,0.0971,2.57,g
41.375,2.8848,0.1545,1.0421,g
24.7098,2.3314,0.2541,2.1688,g
17.7369,2.6015,0.2941,12.1313,g
21.4815,2.2148,0.2896,66.0088,g
56.6568,2.7763,0.1833,4.233,g
28.6584,2.2529,0.3156,7.689,g
47.8173,2.5971,0.2516,2.529,g
24.4878,2.2683,0.4879,12.595,g
42.6868,3.071,0.138,4.8021,g
29.9919,2.6875,0.2351,4.0005,g
40.3395,3.2501,0.1082,9.601,g
34.5863,2.8639,0.184,22.696,g
56.9252,2.4786,0.1744,11.2562,g
22.0196,2.6154,0.2582,5.602,g
46.7996,3.2139,0.0975,18.651,g
23.9685,2.42,0.2262,48.6381,g
16.8779,2.2068,0.3261,12.7782,g
43.1231,2.896,0.1061,10.922,g
103.881,4.2128,0.0539,0.9908,g
61.2167,2.8993,0.1482,5.806,g
29.5497,2.5911,0.1782,9.969,g
36.2401,2.7796,0.2234,79.392,g
33.6985,2.736,0.1625,3.9292,g
40.9787,2.8582,0.1823,16.181,g
35.6734,2.8825,0.1723,5.955,g
94.7591,3.3961,0.0609,6.005,g
29.0641,2.6651,0.1762,39.2971,g
60.012,2.9398,0.1327,11.1868,g
50.026,2.9375,0.1553,9.4937,g
100.185,3.6305,0.0666,3.049,g
37.2863,2.5283,0.1763,9.941,g
24.4736,2.3847,0.2825,2.7837,g
101.699,4.1475,0.0553,0.905,g
30.1559,2.6937,0.2925,17.775,g
13.0019,2.1319,0.4613,66.374,g
12.9705,2.2109,0.4585,28.599,g
53.2936,2.7763,0.2418,4.709,g
67.5051,3.2704,0.0968,4.18,g
77.6046,3.125,0.1819,3.821,g
82.8129,3.3368,0.242,2.569,g
164.031,3.6349,0.0896,9.083,g
62.3485,3.519,0.1031,1.783,g
28.0462,2.7218,0.1679,26.6013,g
65.9987,3.2931,0.0822,6.9956,g
31.3696,2.6123,0.3162,1.156,g
19.4043,2.5119,0.2754,15.292,g
23.1363,2.3627,0.2538,3.438,g
61.6463,3.4303,0.1086,4.2131,g
32.7808,2.4814,0.2558,12.7713,g
39.87,2.4969,0.1576,20.4225,g
37.7923,3.0402,0.1572,8.4288,g
35.8929,2.3811,0.3056,0.583,g
37.664,2.8907,0.1511,14.118,g
45.6761,3.2469,0.1124,9.1708,g
19.9388,2.485,0.2635,75.848,g
42.3207,2.8439,0.1841,9.1652,g
23.0525,2.3838,0.2624,54.648,g
24.1505,2.5315,0.3603,30.271,g
25.622,2.8212,0.2091,0.632,g
70.9653,3.337,0.0904,1.534,g
73.6129,3.5681,0.1015,1.141,g
107.725,2.9738,0.1184,1.5131,g
58.1856,2.8885,0.1261,9.3331,g
73.882,3.4736,0.0778,1.6503,g
17.5379,2.3502,0.3638,21.666,g
71.8058,3.4378,0.1159,7.0849,g
29.4757,2.6069,0.2806,12.3834,g
60.0737,3.1339,0.1231,5.624,g
21.9979,2.1156,0.4176,27.9743,g
75.6877,2.8089,0.1157,6.228,g
51.1294,3.0615,0.115,1.0956,g
48.8508,3.0372,0.1537,5.328,g
36.5765,2.9172,0.1639,7.1362,g
66.8138,3.1016,0.1349,2.4879,g
43.9432,3.1915,0.084,18.3709,g
26.52,2.3324,0.3698,82.1614,g
87.8842,3.7411,0.0968,4.122,g
21.9021,2.238,0.3844,56.0249,g
30.9402,2.3901,0.2912,2.303,g
114.412,2.6238,0.2342,4.901,g
35.8412,2.5132,0.2623,9.1922,g
18.5161,2.2055,0.4704,6.561,g
21.3067,2.2625,0.3251,4.267,g
27.651,2.8222,0.1348,23.851,g
20.9328,2.1189,0.4525,83.6972,g
27.0812,2.6345,0.21,32.22,g
25.7471,2.541,0.1971,28.4117,g
21.5433,2.5447,0.3238,38.911,g
25.5909,2.1414,0.4152,16.345,g
42.1289,2.4969,0.1704,12.9801,g
12.976,2.3865,0.5236,0.764,g
27.6963,2.6091,0.2103,8.7213,g
32.0222,2.3454,0.2551,35.625,g
37.5288,2.975,0.1266,16.2846,g
77.656,3.4837,0.1624,1.213,g
115.017,3.4718,0.0582,8.302,g
26.7065,2.6781,0.2214,26.881,g
19.9033,2.3738,0.2474,7.195,g
17.2132,2.3927,0.3138,36.0888,g
17.6926,2.2577,0.3287,15.1814,g
72.9523,3.5797,0.0701,0.702,g
103.021,2.8142,0.1956,19.43,g
39.168,2.6469,0.168,27.4221,g
27.9286,2.4691,0.3209,4.7018,g
22.5539,2.2068,0.2888,9.215,g
21.6904,2.4548,0.2614,89.7187,g
82.4303,3.8202,0.0798,1.5887,g
16.3137,2.3365,0.371,10.758,g
75.4579,3.669,0.0946,3.952,g
47.2817,2.7709,0.1212,19.286,g
31.5911,2.4526,0.2981,27.1412,g
63.5563,2.6117,0.2164,4.7658,g
19.9436,2.3454,0.2325,30.5107,g
17.3029,2.179,0.3278,3.5463,g
23.5819,2.4241,0.3559,17.237,g
57.0949,3.9299,0.0716,24.826,g
103.641,3.1057,0.1031,1.0959,g
23.8725,2.3444,0.3552,9.027,g
46.3706,2.9206,0.1603,2.447,g
12.5969,2.1804,0.3729,62.6968,g
28.577,2.4354,0.2514,1.003,g
67.7351,3.2353,0.0957,2.6774,g
26.1824,2.3627,0.2668,0.1665,g
54.8736,2.5422,0.2769,3.4462,g
19.35,2.617,0.2307,30.37,g
69.0597,2.8831,0.1119,13.1301,g
17.8482,2.4338,0.3554,15.518,g
74.9131,2.9542,0.1972,0.3194,g
12.9712,2.0952,0.4297,71.9552,g
32.0001,2.4949,0.1936,15.096,g
28.3529,2.4289,0.2849,6.737,g
99.9956,3.2382,0.1627,0.12,g
38.2736,2.7451,0.1466,0.4229,g
29.054,3.0193,0.143,31.0087,g
51.4038,2.74,0.1665,4.989,g
20.7722,2.3294,0.2693,5.709,g
91.7756,3.0179,0.1224,2.4654,g
44.3036,2.3918,0.1643,31.877,g
63.9201,3.7525,0.1097,0.035,g
48.4978,2.4893,0.1767,23.893,g
31.2984,2.7987,0.217,8.988,g
21.0532,2.2014,0.3176,2.989,g
76.1909,3.5078,0.0573,1.64,g
18.1602,2.2553,0.3417,79.697,g
21.1957,2.1319,0.4982,29.6802,g
34.8842,2.6186,0.201,9.986,g
92.3071,3.9473,0.0688,0.0972,g
24.1889,2.1508,0.3498,0.0002,g
41.989,2.3664,0.2516,28.063,g
60.8805,3.2068,0.1326,63.5812,g
58.6959,2.6689,0.1704,2.2573,g
34.8365,2.9834,0.1397,10.4413,g
106.41,2.9227,0.1476,2.0319,g
13.052,2.0846,0.3909,83.3102,g
49.6026,3.0631,0.0999,5.467,g
23.9923,2.6069,0.1545,44.853,g
39.5082,2.8837,0.1458,1.6435,g
23.6634,2.2945,0.368,5.9657,g
19.9789,2.4541,0.3462,12.7586,g
81.7837,3.1278,0.1643,0.447,g
47.6672,2.5999,0.2173,9.11,g
12.7516,2.266,0.3821,8.1347,g
68.5755,3.343,0.081,9.748,g
52.8537,2.8603,0.1786,0.2426,g
21.7666,2.4249,0.4192,23.7678,g
33.5677,2.8007,0.1764,33.0542,g
46.0246,2.9368,0.1718,3.595,g
12.8979,2.1089,0.3774,20.3136,g
17.3028,2.3674,0.3026,50.682,g
59.3471,3.7012,0.0926,1.29,g
65.1138,2.9956,0.2035,13.1445,g
38.0437,2.8624,0.1682,14.454,g
41.606,2.9717,0.1083,20.3344,g
24.51,2.6048,0.2,66.6354,g
62.4314,3.0569,0.1303,1.784,g
18.2941,2.3464,0.3446,87.0857,g
71.6516,3.4689,0.0973,4.126,g
107.969,2.8096,0.1868,69.079,g
50.1329,2.9206,0.2695,2.0888,g
19.7069,2.2765,0.3148,46.1416,g
32.8709,2.7604,0.1953,23.761,g
85.3249,3.0197,0.1629,6.8408,g
59.3377,3.1764,0.1975,4.319,g
21.034,2.1889,0.3657,66.1205,g
88.5796,2.9206,0.1375,7.9233,g
62.9393,3.1787,0.1839,4.9252,g
131.487,2.8954,0.1622,2.915,g
25.6709,2.2,0.4574,25.9332,g
26.8162,2.4983,0.2714,5.414,g
60.0412,2.8971,0.1717,0.955,g
79.5024,3.652,0.0741,3.5757,g
76.1681,2.8946,0.1396,3.5156,g
12.895,2.1477,0.4377,80.9568,g
23.0242,2.2188,0.2326,33.4008,g
12.893,2.3107,0.3888,78.5401,g
12.974,2.1021,0.4704,42.2408,g
84.6723,2.9605,0.1561,5.3339,g
26.3469,2.6893,0.1871,11.3556,g
32.3678,2.3766,0.2248,7.9729,g
39.7354,2.7892,0.1357,0.256,g
40.8191,2.7716,0.1074,9.6533,g
25.2252,2.5237,0.1901,2.558,g
31.5473,2.5993,0.2,10.6245,g
88.3759,3.5153,0.0798,8.2753,g
31.8884,2.3865,0.2361,19.907,g
19.3789,2.6915,0.2126,84.0609,g
33.4985,2.7559,0.1798,23.5652,g
17.9174,2.3263,0.2712,7.9443,g
35.4974,2.7675,0.2143,17.915,g
20.7757,2.2201,0.3524,0.513,g
52.7704,3.301,0.1213,0.249,g
48.4338,2.972,0.1221,1.0711,g
12.8702,2.1156,0.387,83.1822,g
17.8187,2.4502,0.2819,89.8217,g
17.4943,2.4456,0.4283,38.527,g
17.9634,2.2765,0.3413,37.525,g
15.8049,2.4518,0.3375,40.6918,g
21.9551,2.5514,0.2542,77.9057,g
21.4458,2.6835,0.287,34.2026,g
90.5838,3.3384,0.1961,0.443,g
25.4562,2.5569,0.2372,0.2694,g
19.6734,2.5894,0.2973,6.501,g
63.8088,2.918,0.1552,8.966,g
55.7402,3.1351,0.0861,18.03,g
21.3638,2.1383,0.3455,17.5411,g
22.0498,2.6866,0.25,9.097,g
19.8142,2.6021,0.2512,67.285,g
39.9822,2.8041,0.1342,36.4581,g
42.4806,2.851,0.2206,11.5541,g
20.5795,2.3139,0.4053,2.9483,g
86.0772,3.0314,0.1549,6.8267,g
68.9406,3.474,0.1086,0.279,g
35.9312,2.8136,0.1406,15.5754,g
12.9838,2.2082,0.3808,40.463,g
53.6614,2.965,0.0688,15.377,g
24.9996,2.8264,0.1469,81.7102,g
83.7767,2.7348,0.1409,13.374,g
43.964,3.479,0.1011,2.9782,g
31.8372,2.2589,0.2231,43.535,g
59.6587,3.0461,0.1039,12.842,g
24.1415,2.5328,0.2126,13.846,g
20.7849,2.4518,0.1996,80.5721,g
32.9957,2.4175,0.327,71.066,g
31.9613,2.7024,0.247,20.144,g
20.0961,2.1089,0.393,37.783,g
34.6968,2.7164,0.2277,10.225,g
20.298,2.4125,0.2263,58.441,g
37.598,2.9793,0.1306,19.158,g
75.4189,3.0388,0.1596,3.0122,g
19.4433,2.4273,0.3308,64.4617,g
20.1958,2.1287,0.3829,17.9072,g
27.9504,2.2041,0.3531,60.468,g
27.9597,2.7486,0.2221,13.2785,g
28.5206,2.5119,0.2754,5.435,g
34.7572,2.6004,0.1794,18.3397,g
23.224,2.1089,0.3852,90,g
20.1937,2.1508,0.3922,45.009,g
20.3902,2.4273,0.2411,37.113,g
26.3839,2.6258,0.2284,18.9656,g
19.3082,2.3551,0.3201,60.871,g
65.0492,3.1836,0.1268,9.9495,g
40.0059,2.9101,0.1691,4.611,g
26.4947,2.3683,0.2934,12.583,g
109.433,4.2697,0.0426,4.4983,g
43.5004,3.1599,0.1291,18.5411,g
74.1805,3.3523,0.0851,4.9278,g
88.2815,3.1239,0.1711,0.618,g
43.1642,2.9015,0.1286,11.4188,g
34.6531,2.5894,0.166,1.392,g
22.7315,2.2833,0.2943,10.6062,g
36.5896,2.8102,0.1525,2.1648,g
71.0207,3.1945,0.1083,1.904,g
94.9356,3.746,0.0791,2.649,g
48.3912,2.9408,0.145,2.6896,g
32.6861,2.6165,0.1802,12.576,g
82.7097,3.7144,0.0846,1.216,g
24.2018,2.4354,0.255,3.098,g
17.9289,2.5085,0.2806,79.598,g
65.8187,3.2692,0.1111,3.2964,g
60.6227,2.8299,0.2522,12.113,g
56.2974,3.6242,0.0735,1.0352,g
21.4858,2.3454,0.246,3.3258,g
29.1582,2.3551,0.2494,5.7711,g
72.0069,3.3841,0.1059,3.422,g
19.9188,2.4257,0.272,61.162,g
53.3538,2.7059,0.1388,1.0329,g
32.5117,2.9263,0.1179,25.4448,g
125.644,2.9322,0.1373,0.768,g
42.8206,2.8686,0.1631,22.0916,g
27.8728,2.3598,0.2031,2.275,g
25.3993,2.5334,0.2533,8.4814,g
60.1824,3.5016,0.0666,9.056,g
29.2258,2.2601,0.3489,44.9555,g
21.4944,2.2304,0.3088,14.8311,g
58.7044,3.8254,0.0745,4.8245,g
