@relation 'magic-weka.filters.unsupervised.attribute.Remove-V-R1,7,9,11'

@attribute FLength numeric
@attribute FM3Long numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
48.451,-32.3139,8.691,g
55.9196,39.3195,2.646,g
18.9053,18.1889,33.344,g
26.6994,-13.5974,9.393,g
21.5359,13.6071,15.312,g
132.954,-69.3832,0.36,g
33.1141,22.7668,47.7302,g
59.6587,48.7752,12.842,g
27.5407,17.1192,34.6822,g
13.1759,-2.8804,8.886,g
32.8483,30.8181,4.565,g
43.7585,-35.1911,8.3799,g
40.8706,32.3028,5.528,g
38.5385,-15.7568,0.583,g
21.4514,16.0409,8.6808,g
93.2945,62.521,1.851,g
37.6898,25.3352,1.57,g
13.2566,5.9458,15.671,g
20.1487,12.614,28.6298,g
58.1603,44.1205,1.6337,g
27.9279,21.0378,12.21,g
43.0781,31.1854,23.884,g
23.2333,-9.7974,26.733,g
20.4899,9.1587,70.14,g
41.1907,28.3789,27.354,g
22.7173,-5.189,5.2051,g
30.9955,17.6726,32.5233,g
73.1549,54.52,0.3485,g
22.4688,12.2064,59.4506,g
57.0078,38.3893,7.705,g
21.947,10.4007,40.4341,g
60.9338,-25.5768,13.807,g
53.652,37.0518,26.4137,g
28.5807,17.9294,13.2274,g
35.6259,35.3644,3.3842,g
50.3888,-19.0636,4.4298,g
26.5832,2.6927,31.498,g
59.2595,36.9943,3.5017,g
28.7044,-13.776,49.667,g
36.7909,34.4378,8.0884,g
61.5025,45.212,5.245,g
97.4967,58.7743,0.6868,g
21.565,-7.4089,3.896,g
48.4003,23.8349,8.0926,g
25.5063,-15.7664,0.864,g
33.3412,17.4044,8.787,g
40.6004,14.4912,13.3149,g
85.7919,19.6896,0.2999,g
37.4704,-10.5699,1.9409,g
39.6308,21.604,3.026,g
41.4656,29.524,13.0923,g
54.123,56.0712,6.339,g
67.6685,59.3824,2.3677,g
12.9656,-6.4632,12.9511,g
17.2647,7.9802,24.6514,g
22.5585,-5.9434,9.3268,g
41.2802,37.2935,14.077,g
28.2082,-19.1434,64.547,g
77.5475,50.8484,0.641,g
46.5015,56.9306,19.163,g
24.4953,-11.4657,5.0927,g
28.6908,18.5184,39.0498,g
41.8044,-22.3472,22.3263,g
37.1967,18.7062,10.3638,g
63.1254,49.6986,6.9492,g
19.9774,-12.105,3.2309,g
33.6985,20.1723,3.9292,g
60.0416,37.1624,2.7873,g
27.651,12.4708,23.851,g
67.7932,64.2621,6.105,g
22.6234,-14.2326,3.197,g
29.8203,-15.6367,17.7272,g
35.6496,26.1309,2.205,g
65.9033,60.6612,1.308,g
32.9572,-15.6034,21.1247,g
22.7815,-9.3635,3.0779,g
84.9009,-54.1429,1.419,g
21.6421,18.7207,45.9906,g
87.3122,47.773,1.902,g
34.9461,-21.3331,82.8542,g
37.9953,27.3013,10.0049,g
20.8491,-14.7746,65.8518,g
19.5955,-10.9746,23.6345,g
27.4308,-8.6385,9.3801,g
28.9745,18.1993,5.1486,g
29.8548,17.5267,26.9856,g
31.2684,23.3259,22.4698,g
26.3595,13.5478,8.299,g
37.3484,32.6128,0.4092,g
80.1881,81.9483,19.3195,g
23.7533,11.3306,14.2238,g
12.6396,-9.0584,61.162,g
38.7824,28.4911,21.516,g
12.611,9.5045,5.0155,g
18.9883,18.3294,31.8054,g
74.4488,66.5038,0.1431,g
80.0227,74.772,8.5037,g
90.4766,44.2203,0.141,g
112.725,83.0895,2.337,g
19.1463,17.8333,87.1479,g
21.2211,13.4931,56.2975,g
12.5842,10.0743,35.09,g
51.1294,15.0403,1.0956,g
89.5857,79.7874,1.2147,g
21.5956,12.0294,52.6428,g
19.2814,16.7003,33.6702,g
30.2969,20.7132,37.42,g
88.6127,46.9595,1.8554,g
23.1655,17.7383,24.7031,g
46.4868,-23.9961,1.2932,g
33.0503,19.3258,10.277,g
95.598,-54.7908,4.36,g
44.3036,17.0472,31.877,g
73.7512,60.4878,6.3353,g
35.989,9.7044,16.9615,g
19.8471,13.9887,62.9714,g
21.1295,-15.5071,41.1662,g
27.6075,20.4556,31.557,g
56.4198,47.8684,3.093,g
25.235,-8.6552,40.5095,g
15.8344,4.782,46.6386,g
25.7066,19.4335,84.4922,g
38.6408,14.2359,5.6601,g
24.5779,-16.6159,6.3722,g
58.0284,52.4075,4.187,g
18.4436,6.7794,88.0294,g
55.7401,47.6811,1.7908,g
34.7943,14.9949,42.3246,g
78.8116,72.7752,2.442,g
31.7847,-22.2961,10.4772,g
70.69,37.3382,1.638,g
38.3052,34.3164,29.98,g
24.8332,17.1802,4.833,g
12.6191,9.8061,81.1099,g
17.9549,-6.0434,6.7579,g
42.6788,-23.9302,1.891,g
63.9494,61.6217,2.881,g
19.8544,3.7607,2.602,g
30.4034,-14.8259,52.828,g
85.6655,72.369,1.8868,g
20.2097,14.0185,66.05,g
44.5086,-22.8515,11.329,g
23.6271,20.3787,62.979,g
104.511,86.6275,2.425,g
20.1638,-6.4733,11.655,g
24.8552,16.8101,19.1574,g
22.7566,16.5853,43.3032,g
103.501,57.4977,3.679,g
26.6921,11.5049,2.96,g
30.3852,-18.1427,66.1224,g
39.9087,34.8366,40.603,g
35.3542,19.3303,8.458,g
87.033,75.9449,1.3845,g
93.6117,82.0158,1.4092,g
65.5415,35.4993,0.8093,g
81.2642,48.271,1.28,g
70.2452,-35.9015,5.353,g
21.6802,12.4697,65.6793,g
12.4729,-8.438,19.1153,g
45.3746,29.98,1.1294,g
20.904,-14.5432,20.859,g
27.5972,-18.1941,10.469,g
34.3377,-13.8061,0.811,g
22.2889,13.2894,25.192,g
114.429,69.2354,13.0638,g
38.2245,-21.6217,10.5115,g
87.7389,73.8474,1.3186,g
54.3712,30.403,1.8163,g
19.6701,-9.3456,75.209,g
59.4784,-35.1098,3.525,g
22.2363,8.4235,52.2617,g
55.7402,-42.2021,18.03,g
63.6129,59.6089,1.1868,g
18.557,-17.0311,47.746,g
69.8339,64.0615,2.662,g
32.6196,-12.2754,0.083,g
42.0656,-14.5747,3.6947,g
55.4206,46.8108,2.0902,g
24.8935,12.2803,24.205,g
13.054,-2.8936,16.7337,g
13.2724,-5.982,29.068,g
90.2333,51.035,2.163,g
55.3415,42.1057,6.1169,g
128.703,-165.327,45.0304,g
24.9214,-15.1429,21.498,g
33.2327,-3.9771,10.291,g
23.5359,13.8326,24.91,g
33.603,6.4897,1.3108,g
95.0207,51.5021,5.438,g
29.7715,22.991,6.6615,g
29.9576,22.4288,7.8241,g
30.5239,-22.8556,29.3578,g
16.6048,6.5884,8.113,g
26.3093,13.678,2.521,g
21.5993,13.1752,85.9814,g
18.5661,11.0207,28.505,g
36.0178,22.0221,3.1073,g
28.9099,-24.6831,19.1765,g
22.9547,11.2647,3.6056,g
49.8632,-36.7035,9.5687,g
22.0863,11.7315,7.9672,g
21.8818,17.9424,32.589,g
12.704,-8.9679,7.2808,g
19.9202,9.6528,64.999,g
22.6484,-10.6297,82.4452,g
34.566,24.1787,8.529,g
33.528,16.0213,2.3111,g
50.7761,47.0202,4.502,g
82.365,70.2975,4.035,g
50.0755,55.4458,5.647,g
81.2267,31.8949,3.906,g
53.1321,49.3765,7.5444,g
82.1714,63.5925,0.1989,g
21.241,18.9243,25.446,g
72.9287,68.898,2.2766,g
21.0882,12.6902,42.201,g
105.973,99.862,0.221,g
84.8731,-55.8522,1.92,g
33.2617,-16.046,2.825,g
19.5409,7.6292,11.478,g
19.3757,16.0747,12.686,g
95.0858,78.7495,3.485,g
19.1365,-12.6818,4.278,g
24.3113,-22.3343,5.4233,g
29.2488,19.949,36.6096,g
93.3282,71.1982,4.3552,g
90.4076,77.1253,5.4802,g
71.8872,40.7022,3.211,g
28.0195,-13.012,7.994,g
93.0625,-60.4177,7.6778,g
28.8538,18.2376,11.6565,g
19.5087,-11.0091,45.7395,g
51.9853,48.8609,3.241,g
20.1099,13.3676,22.163,g
17.4153,-16.0646,8.0924,g
30.4868,17.3659,15.813,g
24.7206,-15.7372,42.763,g
30.2724,-6.787,0.4079,g
95.2562,-71.2218,3.681,g
24.9059,16.8257,44.3225,g
81.4054,70.7019,2.384,g
36.8391,26.0942,32.9639,g
99.4896,84.6158,2.297,g
21.6732,17.5152,39.441,g
105.542,81.1,24.157,g
38.2871,21.9944,46.6248,g
35.2689,25.2277,12.9944,g
19.2635,5.437,77.957,g
42.9047,32.7874,0.839,g
47.0455,30.9172,0.277,g
32.8653,17.788,12.413,g
88.1997,77.8023,12.3059,g
27.5964,19.839,24.3712,g
62.4243,24.1103,2.979,g
39.9822,27.8685,36.4581,g
25.8224,-13.6263,31.469,g
29.1486,-19.5828,15.2554,g
85.2939,74.9125,2.4232,g
45.7388,32.4473,5.0177,g
20.4623,-6.9468,78.8874,g
91.4572,76.0204,1.22,g
39.5326,-18.8,9.0374,g
54.1831,27.3935,1.5703,g
28.0012,-12.289,16.315,g
58.3354,51.0709,3.9671,g
54.323,20.9643,6.759,g
66.2317,48.5886,8.1299,g
26.335,5.1252,79.591,g
12.4751,-9.8675,16.29,g
54.2678,43.4352,2.103,g
41.8047,30.2703,3.29,g
39.6591,40.8734,3.7613,g
35.8011,20.2131,6.5,g
38.9342,-11.6282,5.5697,g
43.3005,-21.9973,3.1075,g
30.1291,-21.6917,1.7477,g
54.6094,35.7096,2.1067,g
20.4844,-2.548,63.2473,g
34.9166,27.4707,11.566,g
38.9485,15.9023,4.379,g
27.0518,-19.4808,39.776,g
20.4669,-5.9458,26.0698,g
20.7813,17.0888,37.454,g
62.634,57.4498,1.8256,g
40.2282,-19.3772,2.969,g
19.4637,-9.5704,22.3975,g
19.8208,8.9972,20.5231,g
24.3834,-15.1356,35.913,g
21.1522,12.7983,24.7311,g
20.9211,-13.8203,29.71,g
28.971,-7.6712,41.669,g
94.3584,87.0097,4.8624,g
81.7059,62.872,3.953,g
76.3397,58.9969,1.5496,g
87.6741,68.9069,0.933,g
19.6285,-17.4441,14.4,g
25.6385,16.8274,24.1921,g
29.4243,23.4194,52.698,g
30.95,13.6651,20.873,g
19.6579,14.7369,63.8383,g
76.1989,69.355,0.6204,g
43.2183,-26.8643,4.1112,g
23.12,14.5916,42.462,g
42.715,-31.9096,1.044,g
67.3641,52.3102,3.1608,g
80.3238,62.0533,4.63,g
19.0796,8.4566,67.771,g
19.1186,10.419,40.691,g
43.999,-27.6812,1.4941,g
12.9925,-5.8894,13.0028,g
21.0167,-8.5062,56.616,g
22.7025,14.711,13.913,g
74.8526,63.2053,5.866,g
21.3271,18.1267,37.201,g
72.0272,55.356,9.423,g
29.1582,-12.429,5.7711,g
100.29,-24.1767,2.19,g
19.3072,-9.2868,55.33,g
17.2563,-9.2165,32.4323,g
48.5563,-25.5554,4.382,g
47.0908,42.9502,10.831,g
27.2843,-18.6765,10.2623,g
28.4759,11.3358,20.123,g
29.292,-24.0049,3.226,g
77.6261,63.3317,9.526,g
18.8575,9.8103,34.281,g
58.8047,56.4516,4.687,g
64.779,-23.2869,7.4192,g
19.2685,17.6816,52.9701,g
35.1602,-22.1246,5.54,g
39.4245,-19.2786,11.1713,g
24.0015,13.9059,52.118,g
37.7445,-21.0211,5.248,g
24.7466,11.2715,11.218,g
35.9336,23.6713,4.915,g
21.4777,-18.2229,43.6228,g
52.254,32.0298,4.2321,g
72.8641,44.6984,0.343,g
32.6279,13.2774,10.3,g
97.7809,87.5724,0.3308,g
39.8586,28.008,38.922,g
24.7543,-15.2965,48.384,g
42.9123,-37.3538,44.927,g
37.6554,-25.7961,49.195,g
30.14,-7.2126,19.5075,g
21.3231,10.5923,6.6607,g
39.6595,23.1097,6.372,g
32.2976,15.6989,16.6313,g
44.9124,-34.0672,60.9026,g
22.791,16.5147,33.009,g
22.7309,18.6712,23.725,g
33.8326,26.4743,24.9945,g
21.1505,-11.3333,29.3485,g
38.3764,30.7856,9.201,g
81.0409,52.0337,2.8681,g
23.9329,18.2429,8.5828,g
22.1067,18.2243,7.3063,g
82.8578,66.484,3.3652,g
37.2874,26.159,4.73,g
42.9912,37.8093,12.565,g
60.0412,-44.8613,0.955,g
20.9711,9.2732,8.9281,g
79.1223,50.88,1.1933,g
38.9707,-17.781,14.4926,g
30.6824,23.3827,9.7889,g
60.0031,59.9483,15.517,g
22.349,-17.4434,55.8954,g
58.6329,37.7725,0.2733,g
40.7402,20.277,2.063,g
16.0114,-0.6218,6.335,g
29.3604,27.0678,12.4981,g
88.4197,-20.262,0.1076,g
27.13,21.7103,72.7366,g
19.3265,-14.4351,53.056,g
26.1094,11.3732,72.118,g
66.0313,48.162,3.082,g
71.8686,59.4501,7.977,g
40.6834,32.8445,18.706,g
36.9627,26.2498,10.722,g
51.1323,-22.0785,17.713,g
91.3763,68.6722,3.0507,g
64.3781,53.2694,16.783,g
25.9703,22.292,66.531,g
54.5115,38.6475,3.7247,g
82.914,46.6229,0.42,g
24.5939,15.2452,17.0056,g
33.549,-23.3316,16.5678,g
19.8382,-9.7102,73.499,g
103.015,11.6842,0.471,g
94.2137,73.5551,1.2801,g
88.2461,-63.6452,0.415,g
105.217,98.4422,2.1215,g
55.1773,-19.0002,8.473,g
30.7739,9.2963,1.824,g
33.7556,-8.5632,8.846,g
22.5138,19.025,41.772,g
28.2797,-17.9955,4.1031,g
21.6639,-17.3416,3.033,g
15.962,-5.2555,59.1671,g
41.7854,-37.2658,0.531,g
31.0773,-22.313,1.8695,g
48.5588,-41.3628,11.5045,g
81.4962,50.8962,0.386,g
20.201,13.9664,36.8528,g
19.495,14.2766,27.951,g
13.0291,2.9585,11.929,g
39.2191,21.9203,9.699,g
59.2636,-12.2979,16.9458,g
18.8161,-4.3399,81.0125,g
32.1215,-13.9957,23.424,g
71.3117,49.6026,14.1486,g
20.4767,14.37,29.3704,g
65.1592,44.7499,1.345,g
33.2173,-18.4023,13.1609,g
19.4721,5.0708,27.5944,g
19.4487,11.7753,56.6,g
28.4085,20.2606,6.9991,g
41.0899,29.2564,5.669,g
17.8657,-6.9055,24.772,g
21.2476,9.4638,35.602,g
23.2115,-16.7925,16.4065,g
12.9245,7.6024,24.6142,g
45.4074,-38.7341,2.052,g
28.389,-5.2832,15.2987,g
23.472,15.0366,6.279,g
21.3993,17.5329,17.51,g
18.3727,8.1905,61.2797,g
21.4248,10.8712,69.3995,g
32.1357,13.6267,3.028,g
20.5897,15.1735,0.9856,g
82.2528,78.99,5.1396,g
37.1106,27.1641,0.4547,g
88.417,13.0601,5.1674,g
71.4461,63.4758,6.252,g
26.6682,-12.8551,2.048,g
31.6521,20.1731,2.6609,g
33.7019,24.0915,4.542,g
49.6629,-31.7591,0.2947,g
69.9627,63.3584,5.6543,g
88.6415,53.8696,3.1897,g
41.1136,-28.4179,3.559,g
13.0217,-5.6924,54.248,g
30.9635,18.6112,4.875,g
99.1508,82.4632,4.199,g
19.7507,-18.2558,6.595,g
32.6291,31.7128,0.516,g
35.4044,-16.8269,21.198,g
30.9558,-6.8359,16.541,g
58.7871,-24.1587,6.782,g
74.6459,58.2994,1.9633,g
91.401,42.7291,0.809,g
21.0228,-13.6002,22.6203,g
13.0769,-4.7157,42.603,g
16.1927,5.386,40.759,g
19.1839,-12.8677,79.2185,g
20.9399,13.7783,24.006,g
28.5274,27.1228,31.4456,g
27.9558,9.3493,28.2901,g
13.3406,-4.1842,60.8194,g
23.7559,-17.4157,44.9163,g
19.2617,-15.4653,48.5785,g
40.5879,21.0894,15.0058,g
37.2474,-27.4403,13.753,g
30.5805,-24.9469,84.0563,g
20.3418,-6.987,11.572,g
25.7797,-11.75,55.1534,g
22.4411,-8.5011,0.0002,g
63.8088,65.9962,8.966,g
12.5305,-10.1217,49.895,g
28.4121,-16.7046,10.5692,g
98.4961,70.6578,3.663,g
42.5309,37.5428,27.4131,g
61.4825,52.0794,3.9773,g
78.5819,62.8954,4.067,g
25.5138,5.0327,13.114,g
47.2023,-25.6922,0.966,g
46.8646,39.8684,2.896,g
37.1736,32.5339,5.941,g
30.6591,25.9341,13.0647,g
26.8118,27.1792,36.997,g
24.7542,-15.3471,26.265,g
35.6953,-22.8975,72.171,g
20.7037,15.8595,10.772,g
18.3117,-8.023,59.809,g
35.5954,-23.94,79.849,g
83.8945,62.9735,8.8829,g
88.0004,73.5133,5.397,g
62.888,-31.6798,1.3687,g
38.2504,22.3934,7.4414,g
45.3582,25.3396,41.4223,g
23.2702,-16.8084,20.9345,g
91.613,80.6738,0.019,g
24.6622,16.5445,0.9875,g
26.7498,19.633,15.4262,g
33.5536,18.8399,5.2729,g
24.7931,-9.03,5.178,g
79.4951,86.586,0.3713,g
34.6563,29.9303,24.765,g
19.633,-16.1456,51.7326,g
85.0313,-15.4541,1.7685,g
85.1967,58.8622,1.473,g
40.3641,38.7838,4.31,g
22.075,-8.1793,8.897,g
37.5684,-23.4659,10.117,g
17.6969,4.9412,25.6011,g
35.9941,28.7567,4.761,g
23.6759,-11.8603,3.9228,g
29.8242,7.1687,11.359,g
25.6507,22.1003,0.653,g
32.7961,19.8378,23.5485,g
45.6761,39.707,9.1708,g
59.5565,15.5418,1.3614,g
20.4751,15.9503,10.796,g
27.4172,25.673,6.083,g
45.563,14.5973,8.2167,g
65.7116,59.1527,0.32,g
21.2198,19.0849,53.7221,g
42.8365,-25.1251,0.1562,g
97.5815,70.7059,0.4193,g
23.1901,-4.9454,51.965,g
76.6358,76.0889,2.83,g
66.9998,47.4067,0.8728,g
28.0212,-17.3657,4.797,g
24.0622,-15.0203,8.065,g
31.8121,-15.1299,1.1657,g
26.4593,-18.5717,2.407,g
27.6587,6.7005,24.5664,g
61.9634,62.9595,3.9656,g
74.9131,-67.0749,0.3194,g
20.8308,-13.6604,86.2162,g
23.2649,10.2332,32.049,g
49.1324,33.6343,3.009,g
30.0611,12.3625,16.3955,g
69.865,22.5798,3.4938,g
25.8068,-8.504,30.6401,g
21.3232,11.5093,6.2738,g
34.6369,-16.2837,2.9067,g
20.1506,11.4563,32.807,g
39.0798,9.8348,15.7293,g
50.7165,29.1589,2.0775,g
24.1471,8.0118,13.717,g
89.2164,-66.3533,3.4312,g
24.07,19.9668,33.07,g
91.2235,72.3117,3.586,g
26.9187,-20.1555,76.9508,g
34.8359,-17.2736,2.6055,g
26.089,13.7206,13.935,g
54.6166,48.0093,3.491,g
31.325,17.0701,8.9995,g
18.8916,6.5856,9.814,g
59.5101,47.0708,5.6618,g
37.6565,17.0607,10.691,g
39.0781,-15.2045,3.3991,g
112.397,82.2024,1.285,g
13.1537,-7.723,26.736,g
47.3327,15.9214,4.761,g
21.4792,-20.1316,70.5228,g
95.1716,61.47,5.1993,g
12.952,6.6654,42.6363,g
89.102,69.5356,4.472,g
29.9762,-11.8384,53.211,g
26.6885,16.0747,14.1441,g
27.5402,-16.7625,9.928,g
76.244,71.2976,5.054,g
21.143,14.1347,61.5734,g
38.5934,-24.1166,26.9788,g
91.5673,-100.671,2.947,g
27.673,-14.5838,10.6699,g
79.4527,85.623,8.4526,g
65.4139,-64.5557,8.72,g
76.1033,61.7436,2.07,g
20.1445,9.008,9.906,g
33.681,23.2017,1.126,g
85.3224,82.067,0.137,g
17.6798,4.9753,82.015,g
25.1721,-18.8279,24.564,g
109.552,91.4728,4.69,g
28.8261,9.5193,88.0136,g
26.089,-10.0772,10.832,g
24.1449,15.5108,35.5329,g
24.4522,11.5066,20.868,g
66.5409,55.43,3.304,g
27.6242,17.2621,18.353,g
61.8313,39.8516,5.1947,g
18.1937,9.2821,83.6327,g
23.9862,12.7783,25.6257,g
35.9738,16.2147,8.8011,g
50.1678,33.2242,0.922,g
85.7897,54.747,1.018,g
68.9272,58.9925,4.554,g
33.8131,-23.3381,6.6811,g
16.6311,15.1078,31.7295,g
31.9106,15.2487,25.087,g
35.1096,31.9554,15.31,g
65.0499,46.1153,2.2,g
93.0153,35.997,1.656,g
19.5713,7.5072,61.157,g
32.2768,12.9882,17.4336,g
125.281,112.466,2.935,g
19.9428,18.1783,44.0604,g
54.0026,46.7648,0.366,g
34.7405,20.7494,12.6698,g
28.0597,18.9953,54.347,g
25.5884,11.8516,20.363,g
59.9538,45.529,4.604,g
32.1797,23.6439,2.5841,g
13.1734,2.6113,15.9915,g
22.1114,18.6701,41.7053,g
34.2426,8.9236,11.5931,g
77.3579,51.3282,6.171,g
37.5673,-19.7759,15.4657,g
38.5699,-34.9487,4.443,g
21.0483,-9.6241,32.4415,g
13.5435,-5.0898,18.6383,g
67.8347,54.5154,7.486,g
67.9253,54.2326,0.1225,g
12.6993,-8.1995,7.8517,g
102.852,85.1624,3.708,g
24.8839,23.4441,1.8198,g
46.5687,40.9032,3.678,g
22.5397,10.5006,16.1722,g
129.232,132.099,6.204,g
33.5462,18.2868,8.7244,g
58.3532,54.3966,2.173,g
16.3165,-5.0345,13.689,g
90.9615,70.5168,0.8542,g
66.5349,63.8294,9.559,g
13.0616,3.2992,43.25,g
39.9963,-26.0873,6.032,g
20.3931,-19.1059,62.8383,g
82.9946,62.114,2.9285,g
64.3675,-36.4413,8.17,g
69.999,24.8212,0.0796,g
19.5849,20.133,11.428,g
40.8633,-15.9989,4.428,g
30.8198,-19.121,5.332,g
53.9172,30.1836,0.6112,g
31.9231,25.5081,44.2068,g
32.5167,24.7101,4.1346,g
41.0149,28.0699,6.297,g
19.4624,-8.3848,15.001,g
70.5873,79.9268,1.0197,g
24.8227,9.2891,20.949,g
25.8227,12.9714,3.18,g
24.7837,-20.3545,1.3628,g
19.3017,-18.8464,5.4377,g
53.1993,-43.4786,4.7161,g
73.5967,69.9543,11.9305,g
32.5567,18.3276,2.952,g
42.9665,-32.2305,10.1005,g
60.0411,49.845,1.088,g
22.0289,15.4486,26.823,g
22.451,-16.9492,11.529,g
25.667,-17.788,68.654,g
23.6343,-14.4885,24.9633,g
12.9947,-9.3233,83.93,g
70.4771,53.6032,4.0389,g
34.5681,-30.5672,1.3098,g
25.7782,21.0159,8.288,g
50.6955,40.381,13.7648,g
47.9495,11.0123,11.218,g
36.7277,18.2783,10.692,g
26.3868,21.5081,16.068,g
23.6155,16.852,25.219,g
53.1674,37.2507,22.289,g
24.8547,17.5911,57.769,g
23.8054,10.4586,39.691,g
19.0013,5.1491,43.7141,g
19.5137,10.4382,43.7446,g
70.0891,52.7026,3.2454,g
39.1899,-22.0058,5.222,g
51.4989,-37.721,1.5331,g
20.1179,-9.6912,74.511,g
86.049,72.593,21.984,g
12.9838,3.5058,40.463,g
23.578,-17.4231,50.598,g
82.5928,71.4978,34.3027,g
24.8332,-8.5614,12.974,g
31.4413,16.4581,6.283,g
29.4939,20.9796,10.11,g
48.8212,37.6438,4.4742,g
13.143,-2.7908,70.33,g
67.214,60.7061,5.559,g
33.4674,-22.6627,2.9606,g
12.9367,7.2484,31.0926,g
34.9374,30.3157,9.034,g
24.1739,-18.3312,16.2545,g
19.5431,17.282,50.575,g
26.5687,19.7087,23.9858,g
23.0885,15.125,45.055,g
20.2891,13.333,71.3503,g
91.0539,95.9197,14.3675,g
22.8063,15.6196,41.8543,g
43.8241,-23.0564,2.746,g
17.0648,-3.594,69.1441,g
27.8728,-22.8391,2.275,g
62.3288,60.1055,17.5637,g
34.2265,20.0492,4.551,g
42.2599,26.8063,6.81,g
101.552,68.9832,0.2386,g
25.9087,15.484,89.502,g
41.1215,-5.9903,5.2825,g
33.2935,21.4594,5.2329,g
34.475,22.2381,22.7149,g
28.7994,11.3579,0.9082,g
63.1931,19.689,0.431,g
22.3486,17.912,52.817,g
29.3854,8.6749,7.1928,g
92.7752,-66.2954,3.0299,g
23.602,21.0054,17.2382,g
40.3394,-28.7926,2.9018,g
65.6748,43.6162,1.0087,g
86.8646,63.331,3.97,g
22.3722,-13.8852,0.3141,g
29.4979,11.5067,67.167,g
27.6855,-17.5356,37.548,g
20.2339,-11.7949,42.79,g
108.6,82.0186,0.013,g
62.4115,51.5254,6.1268,g
41.8024,55.0076,20.2025,g
22.4501,-5.5442,9.0379,g
50.3756,-25.1446,2.857,g
42.2747,26.1845,21.6547,g
35.5835,23.2692,15.7121,g
35.0368,11.7581,11.385,g
92.7512,-90.4231,16.2144,g
20.3065,-13.495,64.14,g
39.8069,31.4572,29.426,g
66.2439,41.4128,0.7187,g
12.7568,9.2566,16.342,g
80.3285,-92.1459,66.855,g
33.2355,-24.6397,7.387,g
12.9782,6.747,0.131,g
21.4986,-17.3599,6.6566,g
41.3305,36.4331,9.116,g
17.7895,10.8736,13.325,g
20.7334,-11.7531,0.208,g
25.1194,-17.4874,27.4012,g
19.9527,16.5275,56.684,g
52.4962,31.1899,8.9195,g
29.9425,21.144,5.9751,g
19.6428,17.0838,51.0691,g
23.2176,18.2835,13.098,g
95.8184,-60.6794,6.415,g
84.0375,53.0591,0.401,g
21.4802,20.2038,34.988,g
20.801,15.2411,23.3742,g
25.0814,9.6426,16.3615,g
32.3656,25.3308,43.291,g
24.3015,-17.8319,35.861,g
40.2084,23.0184,9.545,g
88.5408,76.142,2.2359,g
32.8552,19.04,5.647,g
23.2898,17.9877,11.726,g
87.0597,78.6473,2.127,g
12.9842,6.6499,64.903,g
26.9212,20.6749,26.9893,g
12.997,-4.606,67.496,g
67.3382,48.1027,5.176,g
12.796,7.8431,76.5332,g
28.5756,20.6222,15.48,g
12.6943,-8.6033,12.415,g
26.0372,21.0046,19.042,g
39.4923,22.5333,5.7442,g
