@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R1,6,11-12,22-23,29,32,34,38,40-41'

@attribute A1 numeric
@attribute A6 numeric
@attribute A11 numeric
@attribute A12 numeric
@attribute A22 numeric
@attribute A23 numeric
@attribute A29 numeric
@attribute A32 numeric
@attribute A34 numeric
@attribute A38 numeric
@attribute A40 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.964,-0.606,-0.964,-0.74,-0.767,-0.894,-0.707,-0.693,-0.656,-0.612,-0.687,2
-1.035,-0.582,-1.035,-0.737,-0.743,-0.867,-0.536,-0.676,-0.643,-0.616,-0.717,2
-1.169,-0.528,-1.169,-0.846,-0.911,-0.988,-0.701,-0.825,-0.763,-0.69,-0.752,2
-1.164,-0.154,-1.164,-0.707,-0.913,-0.891,-0.677,-0.713,-0.658,-0.523,-0.48,3
-1.167,-0.163,-1.167,-0.63,-0.831,-0.768,-0.555,-0.801,-0.738,-0.681,-0.684,3
-1.207,-0.168,-1.207,-0.773,-0.979,-0.946,-0.77,-0.808,-0.748,-0.694,-0.722,3
-1.23,-0.044,-1.23,-0.525,-0.899,-0.884,-0.662,-0.74,-0.7,-0.615,-0.66,3
-1.17,-0.006,-1.17,-0.496,-0.823,-0.772,-0.576,-0.716,-0.647,-0.557,-0.595,3
-1.166,-0.241,-1.166,-0.657,-0.878,-0.849,-0.696,-0.783,-0.718,-0.686,-0.765,3
-1.171,-0.083,-1.171,-0.697,-0.915,-0.913,-0.738,-0.771,-0.708,-0.598,-0.596,3
-1.284,-0.219,-1.284,-0.795,-1.027,-0.994,-0.811,-0.838,-0.766,-0.646,-0.65,3
-1.014,-0.057,-1.014,-0.434,-0.679,-0.639,-0.364,-0.663,-0.602,-0.576,-0.601,3
-1.182,-0.127,-1.182,-0.722,-0.952,-0.962,-0.782,-0.797,-0.747,-0.68,-0.712,3
-1.228,-0.248,-1.228,-0.672,-0.933,-0.876,-0.735,-0.858,-0.798,-0.767,-0.809,3
-1.287,-0.119,-1.287,-0.722,-1.044,-0.965,-0.837,-0.86,-0.774,-0.67,-0.677,3
-1.162,-0.185,-1.162,-0.674,-0.888,-0.905,-0.692,-0.724,-0.668,-0.607,-0.575,3
-1.18,-0.139,-1.18,-0.559,-0.923,-0.898,-0.721,-0.804,-0.76,-0.673,-0.695,3
-1.193,-0.208,-1.193,-0.637,-0.886,-0.814,-0.673,-0.827,-0.757,-0.711,-0.75,3
-1.161,-0.169,-1.161,-0.67,-0.905,-0.867,-0.696,-0.807,-0.751,-0.694,-0.709,3
-1.287,-0.144,-1.287,-0.6,-0.994,-0.984,-0.795,-0.878,-0.816,-0.73,-0.762,3
-1.278,-0.112,-1.278,-0.636,-0.985,-0.944,-0.746,-0.836,-0.768,-0.698,-0.725,3
-1.187,-0.19,-1.187,-0.692,-0.939,-0.902,-0.744,-0.815,-0.754,-0.686,-0.695,3
-1.161,-0.148,-1.161,-0.624,-0.811,-0.826,-0.584,-0.767,-0.686,-0.648,-0.676,3
-1.188,-0.173,-1.188,-0.619,-0.871,-0.858,-0.644,-0.812,-0.765,-0.714,-0.753,3
-1.206,-0.181,-1.206,-0.716,-0.935,-0.929,-0.737,-0.808,-0.759,-0.685,-0.726,3
-1.061,-0.105,-1.061,-0.553,-0.776,-0.777,-0.587,-0.668,-0.612,-0.575,-0.64,3
-1.151,-0.203,-1.151,-0.62,-0.893,-0.921,-0.682,-0.848,-0.804,-0.766,-0.791,3
-1.218,-0.097,-1.218,-0.689,-0.948,-0.85,-0.691,-0.793,-0.73,-0.655,-0.663,3
-1.228,-0.239,-1.228,-0.755,-0.954,-0.94,-0.736,-0.838,-0.775,-0.703,-0.688,3
-1.31,-0.337,-1.31,-0.809,-1.028,-0.974,-0.84,-0.993,-0.926,-0.871,-0.91,3
-1.144,-0.176,-1.144,-0.63,-0.898,-0.838,-0.678,-0.701,-0.665,-0.572,-0.595,3
-1.143,-0.072,-1.143,-0.462,-0.722,-0.732,-0.464,-0.722,-0.682,-0.625,-0.701,3
-1.168,-0.168,-1.168,-0.688,-0.873,-0.877,-0.633,-0.714,-0.662,-0.541,-0.575,3
-1.262,-0.26,-1.262,-0.719,-1.001,-0.951,-0.777,-0.927,-0.849,-0.751,-0.751,3
-1.23,-0.256,-1.23,-0.661,-0.942,-0.851,-0.683,-0.857,-0.782,-0.743,-0.773,3
-1.272,-0.32,-1.272,-0.798,-0.926,-0.841,-0.655,-0.856,-0.802,-0.727,-0.776,3
-1.164,-0.14,-1.164,-0.665,-0.931,-0.873,-0.719,-0.759,-0.714,-0.625,-0.619,3
-1.223,-0.198,-1.223,-0.765,-0.992,-1.011,-0.812,-0.833,-0.759,-0.701,-0.712,3
-1.266,-0.246,-1.266,-0.683,-0.922,-0.843,-0.69,-0.853,-0.815,-0.737,-0.728,3
-1.302,-0.322,-1.302,-0.807,-1.011,-0.936,-0.8,-0.947,-0.895,-0.803,-0.83,3
-1.375,-0.402,-1.375,-0.936,-1.162,-1.122,-0.966,-1.035,-0.953,-0.868,-0.881,3
-1.278,-0.203,-1.278,-0.776,-0.991,-0.933,-0.746,-0.903,-0.84,-0.75,-0.75,3
-1.141,-0.263,-1.141,-0.669,-0.88,-0.863,-0.685,-0.817,-0.785,-0.709,-0.728,3
-1.144,-0.014,-1.144,-0.466,-0.811,-0.781,-0.582,-0.706,-0.668,-0.617,-0.654,3
-1.137,-0.07,-1.137,-0.611,-0.809,-0.801,-0.605,-0.763,-0.676,-0.579,-0.595,3
-1.294,-0.247,-1.294,-0.841,-1.113,-1.034,-0.904,-0.93,-0.865,-0.786,-0.783,3
-1.268,-0.389,-1.268,-0.824,-0.96,-0.904,-0.724,-0.927,-0.868,-0.799,-0.818,3
-1.243,-0.144,-1.243,-0.77,-0.987,-0.943,-0.745,-0.798,-0.728,-0.609,-0.617,3
-1.338,-0.339,-1.338,-0.917,-1.169,-1.098,-0.969,-0.969,-0.902,-0.841,-0.867,3
-1.273,-0.212,-1.273,-0.773,-1.032,-0.978,-0.822,-0.869,-0.803,-0.7,-0.677,3
-1.246,-0.24,-1.246,-0.769,-1.037,-1.044,-0.872,-0.856,-0.803,-0.727,-0.776,3
-1.294,-0.157,-1.294,-0.823,-1.042,-0.975,-0.802,-0.85,-0.779,-0.647,-0.632,3
-1.313,-0.231,-1.313,-0.904,-1.109,-1.045,-0.948,-0.926,-0.864,-0.811,-0.814,3
-1.276,-0.855,-1.276,-0.833,-0.891,-1.15,-0.71,-0.967,-0.909,-0.889,-1.023,4
-1.388,-0.848,-1.388,-0.971,-1.054,-1.215,-0.911,-1.088,-1.041,-1.004,-1.114,4
-1.295,-0.885,-1.295,-0.936,-0.946,-1.178,-0.816,-0.963,-0.921,-0.923,-1.069,4
-1.044,-0.574,-1.044,-0.732,-0.763,-1.038,-0.679,-0.693,-0.701,-0.738,-0.887,4
-1.224,-0.845,-1.224,-0.885,-0.926,-1.168,-0.819,-0.948,-0.913,-0.901,-1.044,4
-1.116,-0.683,-1.116,-0.79,-0.758,-1.043,-0.689,-0.709,-0.697,-0.757,-0.947,4
-1.206,-0.701,-1.206,-0.863,-0.881,-1.103,-0.758,-0.874,-0.822,-0.793,-0.911,4
-1.196,-0.742,-1.196,-0.869,-0.915,-1.092,-0.812,-0.894,-0.863,-0.862,-0.988,4
-1.265,-0.783,-1.265,-0.855,-0.915,-1.109,-0.775,-0.92,-0.868,-0.82,-0.913,4
-1.137,-0.695,-1.137,-0.809,-0.789,-1.045,-0.687,-0.741,-0.726,-0.764,-0.936,4
-1.152,-0.516,-1.152,-0.772,-0.849,-1.087,-0.742,-0.83,-0.777,-0.751,-0.847,4
-1.174,-0.771,-1.174,-0.768,-0.788,-1.032,-0.628,-0.826,-0.776,-0.718,-0.837,4
-1.209,-0.734,-1.209,-0.813,-0.858,-1.07,-0.725,-0.868,-0.826,-0.781,-0.88,4
-1.374,-0.846,-1.374,-0.925,-0.94,-1.19,-0.749,-1.005,-0.944,-0.935,-1.055,4
-1.288,-0.794,-1.288,-0.927,-0.984,-1.209,-0.869,-0.986,-0.929,-0.921,-1.042,4
-1.216,-0.864,-1.216,-0.847,-0.897,-1.156,-0.77,-0.95,-0.923,-0.933,-1.098,4
-1.245,-0.766,-1.245,-0.798,-0.857,-1.088,-0.724,-0.921,-0.868,-0.88,-1.024,4
-1.233,-0.708,-1.233,-0.825,-0.852,-1.046,-0.697,-0.884,-0.826,-0.772,-0.882,4
-1.189,-0.753,-1.189,-0.838,-0.839,-1.171,-0.724,-0.866,-0.825,-0.795,-0.926,4
-1.261,-0.886,-1.261,-0.862,-0.895,-1.162,-0.782,-0.978,-0.943,-0.944,-1.096,4
-1.08,-0.718,-1.08,-0.69,-0.729,-1.07,-0.696,-0.794,-0.782,-0.8,-0.966,4
-1.23,-0.69,-1.23,-0.838,-0.918,-1.096,-0.788,-0.904,-0.863,-0.857,-0.975,4
-1.297,-0.866,-1.297,-0.965,-1.018,-1.178,-0.905,-1.009,-0.967,-0.963,-1.114,4
-1.248,-0.843,-1.248,-0.842,-0.897,-1.137,-0.756,-0.957,-0.912,-0.921,-1.095,4
-1.162,-0.705,-1.162,-0.783,-0.802,-1.109,-0.695,-0.82,-0.789,-0.775,-0.897,4
-1.157,-0.791,-1.157,-0.806,-0.815,-1.057,-0.743,-0.828,-0.81,-0.821,-0.983,4
-1.118,-0.777,-1.118,-0.81,-0.839,-1.073,-0.754,-0.845,-0.827,-0.816,-0.904,4
-1.171,-0.707,-1.171,-0.748,-0.821,-1.128,-0.712,-0.883,-0.855,-0.873,-1.029,4
-1.264,-0.758,-1.264,-0.84,-0.863,-1.093,-0.68,-0.916,-0.858,-0.834,-0.974,4
-1.12,-0.741,-1.12,-0.748,-0.742,-0.991,-0.628,-0.75,-0.734,-0.719,-0.85,4
-1.169,-0.773,-1.169,-0.83,-0.89,-1.116,-0.816,-0.877,-0.851,-0.829,-0.927,4
-1.108,-0.713,-1.108,-0.699,-0.741,-1.057,-0.745,-0.798,-0.785,-0.829,-1.008,4
-1.178,-0.782,-1.178,-0.836,-0.885,-1.142,-0.788,-0.916,-0.885,-0.904,-1.051,4
-1.169,-0.694,-1.169,-0.751,-0.8,-1.047,-0.696,-0.827,-0.802,-0.81,-0.959,4
-1.222,-0.837,-1.222,-0.786,-0.825,-1.093,-0.671,-0.892,-0.848,-0.833,-0.959,4
-1.06,-0.651,-1.06,-0.752,-0.777,-1.06,-0.698,-0.77,-0.749,-0.789,-0.974,4
-1.194,-0.824,-1.194,-0.897,-0.89,-1.175,-0.813,-0.889,-0.85,-0.878,-1.027,4
-1.32,-0.841,-1.32,-0.901,-0.957,-1.151,-0.766,-1.029,-0.967,-0.973,-1.099,4
-1.26,-0.934,-1.26,-0.976,-0.958,-1.202,-0.853,-0.964,-0.925,-0.976,-1.156,4
-1.147,-0.717,-1.147,-0.829,-0.787,-1.083,-0.698,-0.747,-0.722,-0.741,-0.916,4
-1.232,-0.791,-1.232,-0.855,-0.847,-1.105,-0.741,-0.851,-0.833,-0.813,-0.952,4
-1.22,-0.73,-1.22,-0.878,-0.916,-1.128,-0.805,-0.886,-0.839,-0.854,-0.98,4
-1.266,-0.88,-1.266,-0.931,-0.938,-1.198,-0.825,-0.96,-0.906,-0.94,-1.092,4
-1.167,-0.779,-1.167,-0.758,-0.859,-1.076,-0.782,-0.909,-0.889,-0.889,-1.007,4
-1.12,-0.628,-1.12,-0.813,-0.833,-1.009,-0.725,-0.782,-0.77,-0.794,-0.954,4
-1.165,-0.72,-1.165,-0.773,-0.808,-1.137,-0.695,-0.842,-0.808,-0.815,-0.961,4
-1.307,-0.938,-1.307,-0.88,-0.946,-1.226,-0.815,-1.02,-0.988,-1.008,-1.183,4
-0.976,-0.571,-0.976,-0.652,-0.724,-0.99,-0.731,-0.712,-0.705,-0.8,-0.983,4
-1.242,-0.846,-1.242,-0.841,-0.864,-1.02,-0.688,-0.91,-0.855,-0.826,-0.966,4
-1.24,-0.729,-1.24,-0.81,-0.813,-1.064,-0.618,-0.89,-0.808,-0.781,-0.909,4
-1.151,-0.366,-1.151,-0.797,-0.91,-0.94,-0.704,-0.882,-0.836,-0.8,-0.863,9
-1.093,-0.224,-1.093,-0.725,-0.84,-0.959,-0.635,-0.783,-0.709,-0.647,-0.664,9
-0.854,-0.024,-0.854,-0.531,-0.666,-0.832,-0.499,-0.634,-0.616,-0.595,-0.634,9
-1.064,-0.388,-1.064,-0.767,-0.855,-0.905,-0.67,-0.843,-0.803,-0.802,-0.87,9
-1.011,-0.327,-1.011,-0.693,-0.754,-0.854,-0.504,-0.715,-0.693,-0.701,-0.793,9
-0.925,-0.301,-0.925,-0.682,-0.744,-0.839,-0.54,-0.724,-0.693,-0.664,-0.756,9
-1.003,-0.302,-1.003,-0.687,-0.747,-0.795,-0.521,-0.75,-0.712,-0.686,-0.756,9
-1.086,-0.302,-1.086,-0.718,-0.816,-0.819,-0.547,-0.797,-0.727,-0.656,-0.678,9
-1.117,-0.235,-1.117,-0.774,-0.826,-0.88,-0.609,-0.796,-0.744,-0.675,-0.75,9
-0.991,-0.42,-0.991,-0.719,-0.785,-0.86,-0.557,-0.775,-0.714,-0.728,-0.815,9
-1.087,-0.251,-1.087,-0.769,-0.857,-0.788,-0.603,-0.816,-0.742,-0.666,-0.704,9
-1.188,-0.394,-1.188,-0.876,-0.976,-1.013,-0.803,-0.946,-0.876,-0.856,-0.887,9
-1.029,-0.131,-1.029,-0.612,-0.66,-0.757,-0.302,-0.71,-0.596,-0.582,-0.611,9
-1.064,-0.225,-1.064,-0.679,-0.734,-0.783,-0.486,-0.785,-0.739,-0.707,-0.744,9
-0.637,-0.246,-0.637,-0.421,-0.477,-0.657,-0.3,-0.443,-0.427,-0.424,-0.534,9
-1.116,-0.354,-1.116,-0.767,-0.816,-0.784,-0.52,-0.847,-0.787,-0.732,-0.765,9
-0.984,-0.169,-0.984,-0.623,-0.702,-0.809,-0.485,-0.704,-0.653,-0.594,-0.625,9
-0.83,-0.206,-0.83,-0.537,-0.608,-0.785,-0.494,-0.565,-0.554,-0.549,-0.588,9
-1.175,-0.396,-1.175,-0.781,-0.847,-0.937,-0.529,-0.845,-0.767,-0.721,-0.773,9
-0.959,-0.285,-0.959,-0.684,-0.726,-0.798,-0.464,-0.711,-0.67,-0.646,-0.702,9
-0.976,-0.29,-0.976,-0.656,-0.728,-0.777,-0.517,-0.71,-0.698,-0.657,-0.685,9
-1.163,-0.416,-1.163,-0.87,-0.905,-0.949,-0.636,-0.868,-0.824,-0.813,-0.887,9
-1.296,-0.315,-1.296,-0.854,-0.938,-0.943,-0.646,-0.938,-0.838,-0.753,-0.804,9
-0.891,-0.265,-0.891,-0.604,-0.677,-0.825,-0.465,-0.684,-0.651,-0.68,-0.767,9
-1.051,-0.283,-1.051,-0.677,-0.743,-0.85,-0.46,-0.741,-0.676,-0.643,-0.703,9
-0.812,-0.235,-0.812,-0.555,-0.603,-0.792,-0.469,-0.637,-0.569,-0.649,-0.729,9
-1.285,-0.422,-1.285,-0.868,-0.97,-0.968,-0.644,-0.986,-0.896,-0.829,-0.864,9
-0.977,-0.254,-0.977,-0.665,-0.734,-0.938,-0.516,-0.725,-0.69,-0.707,-0.762,9
-1.267,-0.488,-1.267,-0.949,-1.031,-1.006,-0.798,-1.014,-0.97,-0.913,-0.978,9
-1.187,-0.33,-1.187,-0.816,-0.938,-0.97,-0.703,-0.911,-0.848,-0.805,-0.855,9
-1.1,-0.119,-1.1,-0.654,-0.788,-0.783,-0.55,-0.73,-0.672,-0.591,-0.651,9
-0.922,-0.047,-0.922,-0.561,-0.71,-0.855,-0.529,-0.639,-0.589,-0.562,-0.643,9
-0.958,-0.13,-0.958,-0.586,-0.726,-0.954,-0.492,-0.673,-0.609,-0.647,-0.697,9
-1.173,-0.151,-1.173,-0.708,-0.831,-0.842,-0.481,-0.858,-0.778,-0.667,-0.662,9
-0.976,-0.24,-0.976,-0.675,-0.738,-0.845,-0.522,-0.677,-0.648,-0.63,-0.696,9
-1.171,-0.376,-1.171,-0.765,-0.855,-0.886,-0.555,-0.853,-0.783,-0.777,-0.837,9
-1.135,-0.483,-1.135,-0.865,-0.922,-0.976,-0.664,-0.913,-0.856,-0.815,-0.849,9
-0.944,-0.331,-0.944,-0.681,-0.709,-0.794,-0.533,-0.704,-0.69,-0.697,-0.775,9
-0.787,-0.168,-0.787,-0.512,-0.589,-0.837,-0.482,-0.56,-0.548,-0.589,-0.64,9
-1.192,-0.458,-1.192,-0.857,-0.967,-0.942,-0.807,-0.923,-0.869,-0.82,-0.886,9
-1.235,-0.45,-1.235,-0.898,-0.976,-1.038,-0.703,-0.941,-0.875,-0.845,-0.912,9
-1.161,-0.245,-1.161,-0.749,-0.842,-0.903,-0.549,-0.842,-0.743,-0.679,-0.703,9
-1.22,-0.295,-1.22,-0.869,-0.935,-1.018,-0.616,-0.869,-0.778,-0.704,-0.733,9
-1.108,-0.189,-1.108,-0.702,-0.761,-0.831,-0.427,-0.77,-0.691,-0.631,-0.687,9
-1.26,-0.485,-1.26,-0.933,-1.034,-0.97,-0.828,-0.957,-0.899,-0.833,-0.895,9
-0.917,-0.175,-0.917,-0.679,-0.731,-0.755,-0.5,-0.673,-0.641,-0.619,-0.715,9
-1.109,-0.382,-1.109,-0.815,-0.877,-0.936,-0.686,-0.828,-0.788,-0.76,-0.836,9
-0.817,-0.273,-0.817,-0.596,-0.604,-0.716,-0.446,-0.611,-0.608,-0.602,-0.7,9
-1.146,-0.409,-1.146,-0.789,-0.862,-0.914,-0.672,-0.813,-0.758,-0.741,-0.823,9
-0.884,-0.359,-0.884,-0.592,-0.63,-0.777,-0.429,-0.626,-0.588,-0.631,-0.703,9
-0.331,-0.053,-0.331,-0.155,-0.184,-0.671,-0.087,-0.089,-0.146,-0.027,0.03,10
-1.165,-0.111,-1.165,-0.561,-0.696,-0.726,-0.405,-0.667,-0.649,-0.533,-0.524,10
-1.078,-0.065,-1.078,-0.45,-0.608,-0.734,-0.353,-0.548,-0.559,-0.398,-0.375,10
-0.948,-0.087,-0.948,-0.516,-0.593,-0.71,-0.33,-0.561,-0.557,-0.469,-0.428,10
-1.215,-0.135,-1.215,-0.529,-0.656,-0.697,-0.349,-0.663,-0.606,-0.451,-0.404,10
-1.133,-0.199,-1.133,-0.59,-0.682,-0.677,-0.389,-0.641,-0.608,-0.452,-0.428,10
-1.042,-0.036,-1.042,-0.395,-0.522,-0.652,-0.284,-0.508,-0.541,-0.37,-0.328,10
-0.854,-0.153,-0.854,-0.386,-0.424,-0.635,-0.304,-0.439,-0.459,-0.347,-0.359,10
-1.028,0,-1.028,-0.456,-0.591,-0.669,-0.389,-0.514,-0.505,-0.343,-0.317,10
-1.158,-0.05,-1.158,-0.55,-0.683,-0.726,-0.331,-0.625,-0.562,-0.378,-0.353,10
-0.017,-0.009,-0.017,0.095,0.139,-0.222,0.075,0.15,0.04,0.106,0.084,10
-1.045,-0.069,-1.045,-0.423,-0.549,-0.602,-0.278,-0.588,-0.59,-0.458,-0.418,10
-1.09,-0.111,-1.09,-0.509,-0.628,-0.656,-0.349,-0.679,-0.644,-0.467,-0.422,10
-1.13,0.002,-1.13,-0.45,-0.579,-0.569,-0.338,-0.553,-0.569,-0.324,-0.24,10
-0.981,-0.054,-0.981,-0.469,-0.483,-0.617,-0.323,-0.431,-0.465,-0.31,-0.227,10
-1.157,-0.148,-1.157,-0.555,-0.726,-0.746,-0.465,-0.661,-0.606,-0.457,-0.416,10
-1.025,-0.031,-1.025,-0.421,-0.516,-0.617,-0.29,-0.513,-0.545,-0.358,-0.289,10
-1.02,0.004,-1.02,-0.364,-0.533,-0.59,-0.268,-0.494,-0.522,-0.341,-0.288,10
0.21,0.056,0.21,0.049,0.166,-0.5,0.019,0.208,0.004,-0.033,-0.159,10
-1.225,-0.094,-1.225,-0.641,-0.754,-0.745,-0.427,-0.701,-0.631,-0.516,-0.508,10
-1.247,-0.107,-1.247,-0.574,-0.746,-0.768,-0.391,-0.701,-0.638,-0.465,-0.431,10
-1.12,-0.065,-1.12,-0.48,-0.597,-0.678,-0.337,-0.582,-0.57,-0.354,-0.269,10
-1.029,0.005,-1.029,-0.454,-0.596,-0.704,-0.273,-0.543,-0.485,-0.352,-0.352,10
-0.859,-0.025,-0.859,-0.414,-0.453,-0.561,-0.193,-0.448,-0.448,-0.306,-0.227,10
-1.11,-0.061,-1.11,-0.502,-0.63,-0.698,-0.353,-0.596,-0.572,-0.349,-0.288,10
-0.448,-0.012,-0.448,-0.347,-0.428,-0.71,-0.501,-0.298,-0.372,-0.419,-0.387,10
-1.098,-0.019,-1.098,-0.396,-0.547,-0.624,-0.286,-0.547,-0.574,-0.321,-0.19,10
-1.067,-0.089,-1.067,-0.456,-0.552,-0.591,-0.315,-0.6,-0.575,-0.457,-0.449,10
-1.02,-0.131,-1.02,-0.526,-0.58,-0.732,-0.408,-0.538,-0.533,-0.418,-0.414,10
-0.946,0.003,-0.946,-0.417,-0.531,-0.651,-0.271,-0.523,-0.515,-0.377,-0.354,10
-1.163,-0.126,-1.163,-0.478,-0.632,-0.629,-0.304,-0.634,-0.595,-0.427,-0.368,10
-0.852,-0.059,-0.852,-0.322,-0.408,-0.495,-0.223,-0.457,-0.471,-0.354,-0.364,10
-0.293,-0.081,-0.293,-0.209,-0.335,-0.782,-0.397,-0.338,-0.449,-0.478,-0.352,10
-1.062,-0.096,-1.062,-0.555,-0.641,-0.718,-0.345,-0.543,-0.503,-0.393,-0.382,10
-0.969,-0.06,-0.969,-0.388,-0.47,-0.521,-0.261,-0.467,-0.445,-0.312,-0.311,10
-0.998,-0.095,-0.998,-0.428,-0.525,-0.572,-0.328,-0.49,-0.524,-0.397,-0.352,10
-0.706,0.095,-0.706,-0.288,-0.287,-0.348,-0.045,-0.272,-0.274,-0.221,-0.208,10
-0.659,0.123,-0.659,-0.248,-0.318,-0.498,-0.164,-0.291,-0.285,-0.218,-0.237,10
