@relation texture

@attribute A3 numeric
@attribute A4 numeric
@attribute A6 numeric
@attribute A10 numeric
@attribute A18 numeric
@attribute A21 numeric
@attribute A25 numeric
@attribute A26 numeric
@attribute A30 numeric
@attribute A33 numeric
@attribute A35 numeric
@attribute A37 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.711,-0.625,-0.375,-0.734,-0.673,-1.239,-0.656,-0.505,-0.91,-0.6,-0.534,-0.884,2
-0.88,-0.724,-0.528,-0.937,-0.776,-1.224,-0.771,-0.646,-1.08,-0.699,-0.615,-0.928,2
-0.551,-0.518,-0.309,-0.542,-0.634,-1.083,-0.652,-0.511,-0.913,-0.453,-0.446,-0.827,2
-0.795,-0.613,-0.337,-0.819,-0.732,-1.267,-0.757,-0.656,-1.039,-0.581,-0.532,-0.927,2
-0.734,-0.675,-0.379,-0.758,-0.782,-1.322,-0.745,-0.618,-1.005,-0.525,-0.526,-0.933,2
-0.853,-0.694,-0.501,-0.891,-0.727,-1.172,-0.734,-0.633,-1.073,-0.676,-0.603,-0.912,2
-0.838,-0.638,-0.435,-0.891,-0.754,-1.235,-0.582,-0.447,-0.951,-0.546,-0.521,-0.837,2
-0.759,-0.625,-0.567,-0.818,-0.801,-0.927,-0.711,-0.686,-0.974,-0.558,-0.522,-0.82,2
-0.781,-0.647,-0.414,-0.779,-0.712,-1.191,-0.635,-0.521,-0.897,-0.495,-0.436,-0.831,2
-0.767,-0.416,-0.307,-0.772,-0.621,-1.032,-0.541,-0.393,-0.865,-0.364,-0.396,-0.697,2
-0.754,-0.532,-0.356,-0.75,-0.672,-1.037,-0.68,-0.626,-0.922,-0.552,-0.521,-0.816,2
-0.756,-0.633,-0.459,-0.755,-0.753,-1.203,-0.766,-0.643,-0.957,-0.557,-0.562,-0.907,2
-0.782,-0.453,-0.295,-0.814,-0.632,-1.131,-0.574,-0.438,-0.91,-0.382,-0.405,-0.74,2
-0.553,-0.379,-0.22,-0.551,-0.544,-0.987,-0.54,-0.411,-0.846,-0.351,-0.283,-0.649,2
-0.841,-0.568,-0.446,-0.962,-0.791,-1.152,-0.79,-0.639,-1.135,-0.538,-0.508,-0.825,2
-0.771,-0.43,-0.174,-0.808,-0.562,-1.098,-0.594,-0.486,-0.877,-0.443,-0.442,-0.733,2
-0.822,-0.609,-0.434,-0.818,-0.734,-1.119,-0.637,-0.505,-0.986,-0.588,-0.557,-0.843,2
-0.868,-0.69,-0.523,-0.867,-0.776,-1.098,-0.649,-0.506,-0.968,-0.64,-0.543,-0.839,2
-0.825,-0.484,-0.436,-0.812,-0.715,-0.947,-0.668,-0.629,-0.909,-0.524,-0.525,-0.789,2
-0.785,-0.478,-0.325,-0.874,-0.657,-1.119,-0.663,-0.536,-0.964,-0.488,-0.475,-0.771,2
-0.633,-0.473,-0.244,-0.691,-0.625,-1.282,-0.693,-0.527,-0.962,-0.521,-0.495,-0.844,2
-0.641,-0.535,-0.23,-0.673,-0.531,-1.258,-0.646,-0.499,-0.862,-0.524,-0.502,-0.908,2
-0.817,-0.564,-0.479,-0.874,-0.842,-1.066,-0.733,-0.627,-1.044,-0.451,-0.423,-0.781,2
-0.796,-0.512,-0.257,-0.792,-0.694,-1.11,-0.754,-0.691,-1.029,-0.575,-0.496,-0.806,2
-0.689,-0.533,-0.335,-0.779,-0.703,-1.186,-0.661,-0.55,-0.942,-0.512,-0.456,-0.809,2
-0.727,-0.412,-0.228,-0.76,-0.588,-1.174,-0.551,-0.429,-0.929,-0.423,-0.42,-0.726,2
-0.56,-0.411,-0.258,-0.622,-0.612,-0.998,-0.565,-0.464,-0.814,-0.39,-0.378,-0.7,2
-0.761,-0.529,-0.306,-0.756,-0.63,-1.148,-0.611,-0.488,-0.932,-0.494,-0.476,-0.857,2
-0.85,-0.494,-0.39,-0.868,-0.708,-0.956,-0.676,-0.597,-1.043,-0.562,-0.507,-0.764,2
-0.854,-0.778,-0.647,-0.887,-0.876,-1.15,-0.791,-0.704,-1.036,-0.621,-0.603,-0.974,2
-0.53,-0.419,-0.224,-0.515,-0.531,-1.015,-0.501,-0.382,-0.821,-0.299,-0.268,-0.703,2
-0.629,-0.452,-0.278,-0.575,-0.568,-1.092,-0.547,-0.434,-0.848,-0.335,-0.341,-0.744,2
-1.015,-0.873,-0.68,-1.027,-0.903,-1.275,-0.785,-0.639,-1.072,-0.776,-0.667,-0.991,2
-0.902,-0.717,-0.54,-0.91,-0.795,-1.173,-0.697,-0.601,-1.002,-0.648,-0.565,-0.894,2
-0.854,-0.614,-0.515,-0.902,-0.75,-1.081,-0.68,-0.634,-0.925,-0.661,-0.589,-0.86,2
-0.778,-0.423,-0.396,-0.726,-0.626,-0.863,-0.597,-0.542,-0.919,-0.612,-0.541,-0.766,2
-0.847,-0.716,-0.483,-0.932,-0.76,-1.263,-0.664,-0.535,-0.986,-0.643,-0.608,-0.93,2
-0.637,-0.499,-0.34,-0.659,-0.698,-1.072,-0.665,-0.545,-0.888,-0.465,-0.469,-0.812,2
-0.756,-0.446,-0.317,-0.765,-0.606,-1.02,-0.496,-0.351,-0.845,-0.303,-0.347,-0.714,2
-0.936,-0.765,-0.479,-0.928,-0.846,-1.359,-0.8,-0.667,-1.058,-0.702,-0.62,-1.002,2
-0.922,-0.699,-0.522,-0.915,-0.789,-1.192,-0.729,-0.615,-1.048,-0.718,-0.631,-0.95,2
-0.619,-0.529,-0.222,-0.668,-0.65,-1.316,-0.713,-0.601,-1.012,-0.507,-0.483,-0.894,2
-0.76,-0.703,-0.426,-0.77,-0.804,-1.331,-0.76,-0.637,-1.022,-0.544,-0.542,-0.953,2
-0.812,-0.552,-0.467,-0.895,-0.748,-1.021,-0.612,-0.478,-0.938,-0.513,-0.457,-0.736,2
-0.921,-0.811,-0.595,-0.948,-0.785,-1.238,-0.746,-0.672,-1.038,-0.772,-0.659,-0.97,2
-0.604,-0.469,-0.252,-0.695,-0.677,-1.165,-0.701,-0.535,-1.009,-0.62,-0.529,-0.819,2
-0.708,-0.6,-0.303,-0.746,-0.697,-1.334,-0.892,-0.766,-1.111,-0.681,-0.62,-0.992,2
-0.997,-0.729,-0.605,-0.979,-0.766,-1.19,-0.749,-0.618,-1.112,-0.779,-0.691,-0.997,2
-0.994,-0.888,-0.664,-1.04,-0.879,-1.367,-0.777,-0.638,-1.051,-0.827,-0.744,-1.082,2
-0.869,-0.653,-0.47,-0.847,-0.791,-1.097,-0.679,-0.565,-1.02,-0.572,-0.501,-0.837,2
-0.563,-0.414,-0.27,-0.598,-0.632,-0.991,-0.64,-0.539,-0.893,-0.462,-0.445,-0.728,2
-0.99,-0.634,-0.462,-0.984,-0.76,-1.148,-0.805,-0.727,-1.07,-0.739,-0.661,-0.966,2
-0.7,-0.519,-0.268,-0.75,-0.653,-1.306,-0.697,-0.531,-0.972,-0.568,-0.515,-0.85,2
-0.585,-0.378,-0.19,-0.709,-0.528,-1.036,-0.611,-0.498,-0.905,-0.501,-0.504,-0.778,2
-0.562,-0.439,-0.291,-0.566,-0.501,-0.996,-0.654,-0.546,-0.853,-0.474,-0.519,-0.85,2
-0.704,-0.591,-0.393,-0.735,-0.662,-1.158,-0.702,-0.587,-0.883,-0.498,-0.519,-0.903,2
-0.904,-0.735,-0.52,-0.892,-0.82,-1.199,-0.794,-0.675,-1.016,-0.69,-0.632,-0.95,2
-0.678,-0.492,-0.295,-0.708,-0.663,-1.064,-0.663,-0.555,-0.972,-0.508,-0.45,-0.734,2
-0.754,-0.49,-0.253,-0.805,-0.655,-1.135,-0.624,-0.537,-0.894,-0.459,-0.43,-0.786,2
-0.759,-0.489,-0.434,-0.833,-0.733,-0.966,-0.619,-0.521,-0.96,-0.429,-0.391,-0.702,2
-0.468,-0.444,-0.184,-0.516,-0.655,-1.199,-0.569,-0.44,-0.894,-0.273,-0.333,-0.746,2
-0.55,-0.259,-0.158,-0.546,-0.513,-0.883,-0.604,-0.478,-0.833,-0.432,-0.471,-0.752,2
-0.607,-0.469,-0.315,-0.566,-0.612,-1.049,-0.71,-0.603,-0.891,-0.436,-0.452,-0.835,2
-0.673,-0.504,-0.259,-0.67,-0.736,-1.131,-0.562,-0.428,-0.837,-0.378,-0.401,-0.769,2
-0.81,-0.474,-0.324,-0.831,-0.569,-1.124,-0.474,-0.328,-0.848,-0.413,-0.42,-0.749,2
-0.837,-0.593,-0.504,-0.845,-0.692,-1.006,-0.516,-0.403,-0.869,-0.53,-0.452,-0.753,2
-0.74,-0.469,-0.302,-0.807,-0.591,-1.12,-0.556,-0.415,-0.903,-0.44,-0.431,-0.747,2
-0.857,-0.518,-0.42,-0.878,-0.745,-0.985,-0.656,-0.578,-1.025,-0.548,-0.471,-0.746,2
-0.837,-0.64,-0.445,-0.822,-0.739,-1.224,-0.621,-0.462,-0.954,-0.608,-0.561,-0.885,2
-0.797,-0.567,-0.394,-0.769,-0.713,-1.026,-0.701,-0.629,-0.9,-0.54,-0.512,-0.827,2
-0.906,-0.753,-0.537,-0.93,-0.876,-1.239,-0.753,-0.632,-1.007,-0.675,-0.581,-0.894,2
-0.566,-0.35,-0.19,-0.626,-0.587,-1.017,-0.673,-0.565,-0.904,-0.409,-0.422,-0.778,2
-0.845,-0.538,-0.46,-0.817,-0.644,-1.042,-0.453,-0.307,-0.856,-0.337,-0.42,-0.752,2
-0.694,-0.64,-0.406,-0.698,-0.818,-1.224,-0.753,-0.592,-1.035,-0.49,-0.494,-0.873,2
-0.604,-0.58,-0.347,-0.641,-0.662,-1.174,-0.758,-0.659,-0.958,-0.542,-0.578,-0.942,2
-0.751,-0.535,-0.396,-0.804,-0.629,-1.05,-0.584,-0.431,-0.894,-0.576,-0.519,-0.78,2
-0.761,-0.689,-0.361,-0.779,-0.74,-1.331,-0.738,-0.63,-1.02,-0.571,-0.545,-0.952,2
-0.824,-0.594,-0.401,-0.829,-0.72,-1.173,-0.786,-0.702,-1.069,-0.562,-0.545,-0.896,2
-0.411,-0.359,-0.108,-0.422,-0.63,-1.173,-0.545,-0.43,-0.876,-0.269,-0.324,-0.685,2
-0.805,-0.556,-0.391,-0.92,-0.794,-1.156,-0.806,-0.665,-1.142,-0.555,-0.517,-0.83,2
-0.702,-0.526,-0.321,-0.809,-0.685,-1.116,-0.57,-0.489,-1,-0.452,-0.445,-0.783,2
-0.824,-0.719,-0.487,-0.874,-0.821,-1.295,-0.641,-0.501,-0.958,-0.58,-0.531,-0.892,2
-0.854,-0.647,-0.426,-0.924,-0.709,-1.218,-0.799,-0.693,-1.09,-0.782,-0.642,-0.924,2
-0.732,-0.437,-0.25,-0.774,-0.654,-1.044,-0.668,-0.555,-1.022,-0.548,-0.485,-0.756,2
-0.799,-0.621,-0.337,-0.825,-0.714,-1.293,-0.766,-0.653,-1.023,-0.642,-0.561,-0.948,2
-0.761,-0.583,-0.546,-0.83,-0.791,-1.032,-0.675,-0.578,-0.982,-0.467,-0.463,-0.805,2
-0.613,-0.42,-0.248,-0.643,-0.606,-1.121,-0.571,-0.461,-0.902,-0.405,-0.398,-0.717,2
-0.672,-0.602,-0.324,-0.711,-0.724,-1.351,-0.723,-0.586,-1.02,-0.501,-0.499,-0.911,2
-0.78,-0.498,-0.384,-0.858,-0.682,-1.002,-0.679,-0.554,-0.961,-0.552,-0.46,-0.713,2
-0.757,-0.712,-0.462,-0.835,-0.8,-1.337,-0.862,-0.736,-1.077,-0.689,-0.634,-0.989,2
-0.712,-0.583,-0.32,-0.809,-0.702,-1.226,-0.645,-0.509,-0.993,-0.593,-0.518,-0.841,2
-0.863,-0.609,-0.452,-0.839,-0.761,-1.126,-0.652,-0.511,-1.093,-0.541,-0.511,-0.85,2
-0.757,-0.539,-0.368,-0.786,-0.62,-1.122,-0.711,-0.628,-0.991,-0.589,-0.554,-0.849,2
-0.59,-0.449,-0.204,-0.619,-0.713,-1.126,-0.547,-0.392,-0.87,-0.297,-0.334,-0.739,2
-0.888,-0.674,-0.478,-0.96,-0.761,-1.239,-0.843,-0.725,-1.132,-0.776,-0.661,-0.952,2
-0.546,-0.444,-0.222,-0.523,-0.557,-1.074,-0.599,-0.463,-0.863,-0.383,-0.334,-0.734,2
-0.531,-0.09,-0.081,-0.415,-0.39,-0.532,-0.343,-0.297,-0.763,-0.355,-0.318,-0.504,2
-0.528,-0.395,-0.116,-0.551,-0.4,-1.128,-0.582,-0.419,-0.833,-0.39,-0.447,-0.862,2
-0.674,-0.45,-0.217,-0.715,-0.589,-1.265,-0.593,-0.413,-0.907,-0.494,-0.45,-0.809,2
-0.864,-0.681,-0.486,-0.946,-0.762,-1.185,-0.825,-0.715,-1.114,-0.759,-0.652,-0.948,2
-0.65,-0.426,-0.193,-0.684,-0.536,-1.04,-0.582,-0.476,-0.928,-0.381,-0.412,-0.773,2
-0.745,-0.511,-0.359,-0.827,-0.698,-1.029,-0.687,-0.547,-0.984,-0.573,-0.464,-0.728,2
-0.711,-0.435,-0.278,-0.725,-0.652,-1.016,-0.468,-0.322,-0.883,-0.288,-0.337,-0.671,2
-0.807,-0.553,-0.436,-0.91,-0.802,-1.111,-0.742,-0.604,-1.12,-0.539,-0.487,-0.796,2
-0.874,-0.707,-0.536,-0.901,-0.76,-1.182,-0.705,-0.54,-0.973,-0.712,-0.616,-0.895,2
-0.985,-0.846,-0.611,-1.001,-0.853,-1.364,-0.705,-0.573,-1.039,-0.738,-0.657,-1.011,2
-0.703,-0.49,-0.253,-0.713,-0.609,-1.231,-0.637,-0.49,-0.945,-0.488,-0.455,-0.852,2
-0.902,-0.81,-0.596,-1.008,-0.855,-1.293,-0.803,-0.708,-1.102,-0.765,-0.648,-0.973,2
-0.91,-0.595,-0.56,-0.902,-0.636,-0.993,-0.514,-0.421,-0.785,-0.632,-0.558,-0.801,2
-0.9,-0.739,-0.541,-0.925,-0.783,-1.22,-0.709,-0.597,-0.97,-0.628,-0.567,-0.918,2
-0.685,-0.461,-0.26,-0.675,-0.715,-1.168,-0.581,-0.433,-0.883,-0.4,-0.399,-0.757,2
-0.747,-0.51,-0.385,-0.758,-0.709,-1.021,-0.674,-0.56,-0.869,-0.444,-0.478,-0.836,2
-0.923,-0.739,-0.534,-0.986,-0.835,-1.263,-0.799,-0.69,-1.126,-0.707,-0.62,-0.965,2
-0.671,-0.549,-0.362,-0.665,-0.767,-1.13,-0.707,-0.6,-0.914,-0.42,-0.441,-0.828,2
-0.896,-0.717,-0.519,-0.903,-0.796,-1.219,-0.735,-0.618,-1.038,-0.734,-0.648,-0.961,2
-0.555,-0.392,-0.293,-0.631,-0.626,-0.946,-0.633,-0.529,-0.931,-0.385,-0.412,-0.721,2
-0.554,-0.359,-0.255,-0.616,-0.498,-0.837,-0.585,-0.509,-0.834,-0.338,-0.382,-0.735,2
-0.767,-0.416,-0.28,-0.784,-0.608,-1.05,-0.416,-0.251,-0.825,-0.242,-0.293,-0.668,2
-0.56,-0.475,-0.228,-0.502,-0.565,-1.096,-0.605,-0.467,-0.87,-0.429,-0.377,-0.76,2
-0.726,-0.401,-0.382,-0.819,-0.643,-0.919,-0.609,-0.534,-0.874,-0.451,-0.451,-0.724,2
-0.807,-0.624,-0.405,-0.822,-0.747,-1.237,-0.605,-0.467,-0.914,-0.439,-0.444,-0.839,2
-0.752,-0.665,-0.43,-0.805,-0.788,-1.241,-0.756,-0.615,-1.035,-0.675,-0.597,-0.924,2
-0.668,-0.583,-0.332,-0.689,-0.785,-1.254,-0.631,-0.474,-0.901,-0.347,-0.37,-0.793,2
-0.766,-0.391,-0.282,-0.805,-0.61,-1.029,-0.515,-0.352,-0.845,-0.377,-0.399,-0.687,2
-0.796,-0.54,-0.36,-0.947,-0.789,-1.136,-0.739,-0.639,-1.1,-0.526,-0.487,-0.793,2
-0.891,-0.567,-0.513,-0.912,-0.659,-1.01,-0.515,-0.423,-0.832,-0.614,-0.532,-0.769,2
-0.881,-0.663,-0.452,-0.958,-0.767,-1.193,-0.828,-0.713,-1.109,-0.718,-0.628,-0.946,2
-0.529,-0.29,-0.246,-0.469,-0.452,-0.843,-0.572,-0.477,-0.772,-0.372,-0.445,-0.737,2
-0.821,-0.607,-0.411,-0.819,-0.739,-1.225,-0.6,-0.451,-0.911,-0.431,-0.425,-0.812,2
-0.772,-0.547,-0.321,-0.854,-0.685,-1.086,-0.648,-0.508,-1.004,-0.638,-0.527,-0.791,2
-0.55,-0.286,-0.209,-0.534,-0.457,-0.855,-0.565,-0.47,-0.781,-0.407,-0.447,-0.708,2
-0.813,-0.63,-0.439,-0.85,-0.698,-1.189,-0.52,-0.355,-0.865,-0.51,-0.48,-0.803,2
-0.692,-0.581,-0.328,-0.753,-0.672,-1.222,-0.701,-0.558,-0.977,-0.624,-0.545,-0.86,2
-0.664,-0.531,-0.297,-0.728,-0.596,-1.135,-0.598,-0.449,-0.914,-0.621,-0.557,-0.836,2
-0.82,-0.558,-0.386,-0.835,-0.654,-1.151,-0.768,-0.682,-1.023,-0.582,-0.552,-0.887,2
-0.901,-0.738,-0.54,-0.929,-0.703,-1.163,-0.654,-0.572,-0.977,-0.678,-0.599,-0.92,2
-0.903,-0.693,-0.618,-0.904,-0.79,-1.094,-0.591,-0.45,-0.959,-0.614,-0.527,-0.823,2
-0.768,-0.442,-0.294,-0.83,-0.666,-1.033,-0.512,-0.379,-0.863,-0.346,-0.38,-0.697,2
-0.778,-0.555,-0.31,-0.824,-0.678,-1.148,-0.624,-0.494,-0.947,-0.481,-0.446,-0.81,2
-0.454,-0.363,-0.196,-0.518,-0.523,-0.834,-0.648,-0.539,-0.869,-0.36,-0.398,-0.698,2
-0.736,-0.611,-0.413,-0.78,-0.726,-1.181,-0.668,-0.554,-0.904,-0.523,-0.5,-0.852,2
-0.987,-0.873,-0.654,-1.012,-0.957,-1.373,-0.859,-0.706,-1.097,-0.8,-0.687,-1.008,2
-0.738,-0.509,-0.388,-0.754,-0.747,-1.067,-0.726,-0.604,-0.982,-0.456,-0.491,-0.824,2
-0.876,-0.678,-0.498,-0.948,-0.831,-1.173,-0.763,-0.607,-1.097,-0.649,-0.58,-0.903,2
-0.892,-0.797,-0.521,-0.91,-0.777,-1.32,-0.689,-0.524,-0.991,-0.738,-0.632,-0.979,2
-0.762,-0.531,-0.393,-0.807,-0.588,-1.088,-0.706,-0.619,-0.967,-0.582,-0.558,-0.855,2
-0.717,-0.615,-0.411,-0.792,-0.736,-1.176,-0.744,-0.604,-1.04,-0.668,-0.579,-0.871,2
-0.747,-0.644,-0.394,-0.788,-0.693,-1.149,-0.683,-0.573,-0.947,-0.561,-0.528,-0.884,2
-0.879,-0.715,-0.505,-0.91,-0.703,-1.224,-0.605,-0.457,-1.001,-0.622,-0.588,-0.936,2
-0.575,-0.442,-0.213,-0.592,-0.56,-1.086,-0.616,-0.516,-0.821,-0.522,-0.487,-0.774,2
-0.914,-0.623,-0.442,-0.892,-0.749,-1.106,-0.761,-0.659,-1.029,-0.729,-0.633,-0.916,2
-0.793,-0.567,-0.386,-0.778,-0.647,-1.172,-0.534,-0.347,-0.883,-0.499,-0.481,-0.785,2
-1.022,-0.849,-0.68,-1.071,-0.998,-1.322,-0.855,-0.752,-1.118,-0.777,-0.689,-1.01,2
-0.843,-0.574,-0.412,-0.852,-0.687,-1.213,-0.654,-0.519,-0.939,-0.566,-0.535,-0.89,2
-0.754,-0.601,-0.373,-0.741,-0.738,-1.258,-0.675,-0.544,-0.951,-0.47,-0.474,-0.862,2
-0.739,-0.453,-0.236,-0.847,-0.651,-1.106,-0.629,-0.499,-0.963,-0.406,-0.374,-0.736,2
-0.683,-0.55,-0.363,-0.736,-0.675,-1.132,-0.608,-0.483,-0.86,-0.502,-0.477,-0.814,2
-0.675,-0.482,-0.271,-0.713,-0.594,-1.048,-0.646,-0.525,-0.907,-0.511,-0.568,-0.923,2
-0.819,-0.549,-0.538,-0.79,-0.789,-0.805,-0.628,-0.577,-0.893,-0.462,-0.449,-0.74,2
-0.89,-0.712,-0.518,-0.921,-0.766,-1.212,-0.721,-0.569,-1.006,-0.732,-0.63,-0.915,2
-0.54,-0.469,-0.207,-0.528,-0.692,-1.237,-0.615,-0.454,-0.909,-0.314,-0.337,-0.75,2
-0.694,-0.494,-0.3,-0.696,-0.643,-1.107,-0.587,-0.488,-0.829,-0.356,-0.393,-0.786,2
-0.594,-0.425,-0.168,-0.626,-0.445,-1.158,-0.589,-0.426,-0.798,-0.399,-0.449,-0.874,2
-0.508,-0.497,-0.205,-0.495,-0.697,-1.257,-0.621,-0.494,-0.902,-0.356,-0.352,-0.764,2
-0.789,-0.643,-0.508,-0.925,-0.723,-1.087,-0.642,-0.567,-0.977,-0.526,-0.576,-0.911,2
-0.923,-0.791,-0.577,-0.951,-0.93,-1.265,-0.848,-0.754,-1.056,-0.672,-0.604,-0.945,2
-0.742,-0.386,-0.206,-0.691,-0.487,-1.052,-0.632,-0.486,-0.855,-0.525,-0.484,-0.79,2
-0.839,-0.688,-0.509,-0.939,-0.844,-1.148,-0.755,-0.638,-1.057,-0.69,-0.545,-0.826,2
-0.753,-0.497,-0.345,-0.8,-0.66,-1.082,-0.478,-0.357,-0.876,-0.378,-0.414,-0.74,2
-0.494,-0.108,-0.034,-0.347,-0.427,-0.611,-0.437,-0.404,-0.822,-0.395,-0.362,-0.575,2
-0.803,-0.651,-0.422,-0.817,-0.774,-1.167,-0.807,-0.72,-1.098,-0.648,-0.609,-0.918,2
-0.636,-0.584,-0.279,-0.644,-0.736,-1.265,-0.623,-0.472,-0.936,-0.34,-0.395,-0.835,2
-0.811,-0.581,-0.434,-0.869,-0.681,-1.141,-0.495,-0.33,-0.854,-0.45,-0.438,-0.762,2
-0.697,-0.514,-0.282,-0.702,-0.7,-1.241,-0.615,-0.435,-0.921,-0.465,-0.439,-0.81,2
