@relation texture

@attribute A1 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A12 numeric
@attribute A14 numeric
@attribute A17 numeric
@attribute A23 numeric
@attribute A33 numeric
@attribute A36 numeric
@attribute A39 numeric
@attribute A40 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-1.021,-0.556,-0.895,-0.733,-0.704,-0.871,-0.931,-0.513,-0.539,-0.497,-0.597,2
-1.141,-0.534,-0.869,-0.77,-0.718,-0.897,-0.814,-0.45,-0.479,-0.465,-0.526,2
-1.28,-0.665,-0.923,-0.947,-0.873,-1.032,-0.951,-0.634,-0.635,-0.634,-0.717,2
-1.325,-0.497,-0.728,-0.94,-0.886,-1.071,-0.975,-0.485,-0.512,-0.511,-0.543,2
-1.322,-0.789,-1.071,-1.05,-1.01,-1.162,-1.106,-0.777,-0.71,-0.731,-0.834,2
-1.295,-0.607,-0.906,-0.906,-0.825,-0.984,-1.072,-0.672,-0.651,-0.646,-0.762,2
-1.367,-0.787,-1.04,-1.009,-0.952,-1.117,-1.041,-0.827,-0.719,-0.775,-0.868,2
-1.193,-0.505,-0.733,-0.803,-0.748,-0.918,-0.978,-0.469,-0.539,-0.571,-0.639,2
-1.014,-0.457,-0.78,-0.691,-0.657,-0.828,-1.012,-0.539,-0.586,-0.548,-0.613,2
-1.121,-0.392,-0.764,-0.706,-0.662,-0.844,-1.004,-0.616,-0.587,-0.607,-0.688,2
-1.01,-0.256,-0.497,-0.676,-0.628,-0.768,-0.933,-0.38,-0.505,-0.503,-0.536,2
-1.081,-0.647,-0.861,-0.837,-0.805,-0.946,-0.949,-0.619,-0.565,-0.623,-0.72,2
-1.048,-0.442,-0.789,-0.704,-0.661,-0.837,-0.862,-0.418,-0.476,-0.453,-0.433,2
-0.971,-0.336,-0.679,-0.547,-0.553,-0.688,-0.856,-0.423,-0.532,-0.496,-0.546,2
-1.186,-0.392,-0.758,-0.689,-0.65,-0.822,-0.886,-0.451,-0.549,-0.45,-0.507,2
-1.172,-0.579,-0.912,-0.834,-0.796,-0.961,-1.043,-0.648,-0.611,-0.593,-0.723,2
-1.173,-0.627,-0.948,-0.866,-0.816,-0.978,-1.072,-0.649,-0.605,-0.614,-0.707,2
-1.362,-0.568,-0.931,-0.892,-0.803,-0.972,-1.078,-0.715,-0.656,-0.68,-0.789,2
-1.055,-0.544,-0.87,-0.737,-0.725,-0.909,-0.892,-0.528,-0.607,-0.603,-0.666,2
-0.98,-0.275,-0.747,-0.581,-0.535,-0.691,-0.815,-0.324,-0.487,-0.388,-0.42,2
-1.265,-0.376,-0.715,-0.747,-0.672,-0.842,-0.933,-0.494,-0.506,-0.462,-0.489,2
-1.275,-0.782,-1.027,-0.984,-0.926,-1.071,-1.086,-0.776,-0.672,-0.703,-0.834,2
-1.212,-0.644,-0.921,-0.846,-0.78,-0.95,-1.065,-0.732,-0.683,-0.669,-0.77,2
-1.035,-0.444,-0.933,-0.648,-0.622,-0.806,-0.857,-0.32,-0.489,-0.4,-0.427,2
-1.092,-0.312,-0.575,-0.708,-0.657,-0.812,-0.868,-0.335,-0.426,-0.39,-0.448,2
-1.198,-0.657,-1.003,-0.866,-0.826,-0.994,-1.043,-0.65,-0.657,-0.611,-0.713,2
-1.246,-0.609,-0.92,-0.859,-0.788,-0.95,-0.962,-0.634,-0.654,-0.642,-0.722,2
-1.015,-0.398,-0.701,-0.664,-0.656,-0.832,-0.944,-0.392,-0.509,-0.459,-0.506,2
-1.185,-0.606,-0.946,-0.795,-0.761,-0.942,-1.106,-0.759,-0.691,-0.711,-0.843,2
-1.24,-0.725,-0.979,-0.908,-0.847,-1.009,-1.078,-0.803,-0.714,-0.735,-0.843,2
-1.071,-0.578,-0.889,-0.784,-0.759,-0.933,-0.877,-0.556,-0.579,-0.593,-0.712,2
-1.042,-0.512,-0.817,-0.702,-0.674,-0.861,-0.768,-0.337,-0.457,-0.493,-0.494,2
-1.334,-0.826,-1.063,-1.052,-1.008,-1.159,-1.106,-0.893,-0.771,-0.81,-0.941,2
-1.017,-0.365,-0.698,-0.643,-0.63,-0.801,-0.938,-0.515,-0.515,-0.534,-0.637,2
-1.218,-0.713,-1.005,-0.914,-0.881,-1.035,-1.092,-0.778,-0.683,-0.678,-0.816,2
-1.064,-0.39,-0.708,-0.717,-0.701,-0.88,-0.948,-0.508,-0.508,-0.502,-0.604,2
-1.213,-0.621,-0.922,-0.898,-0.841,-0.996,-1.005,-0.583,-0.593,-0.589,-0.673,2
-1.05,-0.506,-0.804,-0.706,-0.653,-0.818,-0.989,-0.576,-0.611,-0.57,-0.638,2
-1.224,-0.488,-0.698,-0.879,-0.846,-1.035,-1.026,-0.49,-0.533,-0.564,-0.625,2
-1.055,-0.609,-0.941,-0.741,-0.72,-0.887,-1.007,-0.745,-0.703,-0.716,-0.833,2
-0.985,-0.511,-0.878,-0.699,-0.695,-0.872,-0.98,-0.548,-0.535,-0.501,-0.605,2
-1.267,-0.762,-1.03,-0.9,-0.847,-1.02,-0.968,-0.768,-0.677,-0.719,-0.837,2
-1.189,-0.634,-0.985,-0.841,-0.804,-0.982,-1.099,-0.775,-0.775,-0.744,-0.888,2
-1.22,-0.645,-0.925,-0.913,-0.859,-1.012,-0.985,-0.628,-0.619,-0.617,-0.717,2
-0.532,-0.106,-0.415,-0.325,-0.275,-0.436,-0.601,-0.355,-0.489,-0.478,-0.64,2
-0.863,-0.446,-0.726,-0.605,-0.54,-0.695,-0.819,-0.612,-0.659,-0.659,-0.826,2
-1.055,-0.419,-0.704,-0.686,-0.627,-0.788,-0.873,-0.339,-0.444,-0.455,-0.5,2
-1.113,-0.429,-0.793,-0.715,-0.714,-0.886,-1.041,-0.579,-0.613,-0.597,-0.682,2
-1.148,-0.455,-0.824,-0.79,-0.728,-0.898,-0.915,-0.481,-0.503,-0.49,-0.565,2
-1.181,-0.529,-0.78,-0.808,-0.764,-0.935,-0.94,-0.523,-0.562,-0.565,-0.658,2
-1.11,-0.41,-0.792,-0.772,-0.739,-0.909,-0.992,-0.575,-0.556,-0.52,-0.619,2
-1.014,-0.485,-0.787,-0.698,-0.69,-0.863,-0.924,-0.532,-0.559,-0.583,-0.675,2
-1.145,-0.364,-0.684,-0.707,-0.637,-0.812,-0.986,-0.57,-0.593,-0.527,-0.607,2
-0.867,-0.32,-0.614,-0.539,-0.548,-0.701,-0.802,-0.311,-0.456,-0.448,-0.478,2
-1.032,-0.577,-0.83,-0.758,-0.734,-0.895,-0.952,-0.467,-0.486,-0.535,-0.61,2
-1.152,-0.629,-0.904,-0.81,-0.765,-0.932,-0.917,-0.62,-0.677,-0.71,-0.785,2
-1.038,-0.352,-0.678,-0.661,-0.627,-0.792,-0.957,-0.522,-0.5,-0.515,-0.613,2
-1.07,-0.406,-0.697,-0.646,-0.639,-0.804,-0.958,-0.526,-0.608,-0.591,-0.626,2
-1.151,-0.498,-0.835,-0.762,-0.719,-0.891,-1.036,-0.582,-0.599,-0.594,-0.665,2
-1.087,-0.605,-0.925,-0.755,-0.743,-0.927,-0.934,-0.526,-0.614,-0.641,-0.658,2
-0.981,-0.481,-0.843,-0.709,-0.691,-0.846,-0.975,-0.538,-0.576,-0.544,-0.659,2
-0.942,-0.355,-0.711,-0.605,-0.561,-0.73,-0.802,-0.403,-0.545,-0.484,-0.54,2
-1.237,-0.504,-0.822,-0.887,-0.821,-0.99,-0.922,-0.439,-0.491,-0.491,-0.526,2
-1.074,-0.508,-0.843,-0.824,-0.777,-0.918,-1.013,-0.523,-0.569,-0.493,-0.616,2
-1.172,-0.603,-0.891,-0.831,-0.788,-0.955,-1.04,-0.676,-0.65,-0.662,-0.771,2
-0.919,-0.458,-0.819,-0.618,-0.612,-0.78,-0.899,-0.451,-0.51,-0.523,-0.592,2
-1.066,-0.573,-0.874,-0.809,-0.787,-0.945,-1.03,-0.451,-0.503,-0.493,-0.584,2
-1.015,-0.393,-0.758,-0.668,-0.656,-0.831,-0.852,-0.446,-0.54,-0.489,-0.502,2
-0.96,-0.386,-0.727,-0.665,-0.603,-0.766,-0.84,-0.438,-0.421,-0.449,-0.546,2
-0.935,-0.463,-0.751,-0.71,-0.672,-0.803,-0.802,-0.549,-0.663,-0.641,-0.805,2
-1.239,-0.645,-0.93,-0.947,-0.887,-1.035,-1.049,-0.675,-0.621,-0.617,-0.726,2
-1.173,-0.407,-0.783,-0.712,-0.693,-0.872,-0.897,-0.507,-0.537,-0.543,-0.584,2
-1.337,-0.565,-0.835,-0.938,-0.889,-1.07,-1.1,-0.689,-0.644,-0.669,-0.752,2
-1.183,-0.353,-0.745,-0.682,-0.642,-0.806,-0.855,-0.401,-0.537,-0.426,-0.465,2
-1.049,-0.353,-0.566,-0.736,-0.689,-0.837,-0.955,-0.436,-0.53,-0.537,-0.582,2
-1.128,-0.25,-0.551,-0.619,-0.591,-0.734,-0.844,-0.39,-0.492,-0.526,-0.541,2
-1.235,-0.673,-0.978,-0.91,-0.844,-1.003,-1.034,-0.678,-0.688,-0.665,-0.753,2
-1.182,-0.556,-0.941,-0.865,-0.83,-1.003,-1.118,-0.583,-0.616,-0.567,-0.653,2
-1.346,-0.688,-0.967,-0.954,-0.887,-1.056,-0.965,-0.704,-0.681,-0.666,-0.76,2
-1.13,-0.452,-0.665,-0.839,-0.795,-0.951,-0.929,-0.42,-0.511,-0.523,-0.591,2
-1.156,-0.523,-0.92,-0.83,-0.792,-0.968,-1.12,-0.555,-0.579,-0.542,-0.606,2
-1.116,-0.451,-0.809,-0.729,-0.711,-0.901,-0.87,-0.452,-0.524,-0.472,-0.503,2
-1.163,-0.654,-0.929,-0.824,-0.773,-0.927,-0.926,-0.678,-0.646,-0.651,-0.777,2
-1.213,-0.427,-0.693,-0.827,-0.773,-0.948,-0.947,-0.495,-0.556,-0.529,-0.62,2
-1.01,-0.569,-0.912,-0.691,-0.642,-0.807,-0.789,-0.614,-0.657,-0.617,-0.774,2
-1.101,-0.541,-0.817,-0.76,-0.709,-0.873,-0.98,-0.588,-0.552,-0.566,-0.707,2
-1.357,-0.693,-0.985,-0.956,-0.864,-1.022,-1.042,-0.733,-0.677,-0.678,-0.784,2
-1.016,-0.372,-0.725,-0.687,-0.663,-0.849,-0.843,-0.288,-0.461,-0.409,-0.432,2
-1.119,-0.522,-0.818,-0.796,-0.736,-0.89,-0.972,-0.588,-0.629,-0.618,-0.71,2
-1.239,-0.593,-0.96,-0.808,-0.782,-0.972,-1.121,-0.776,-0.698,-0.711,-0.843,2
-1.173,-0.513,-0.829,-0.813,-0.779,-0.954,-1.058,-0.562,-0.618,-0.603,-0.694,2
-1.013,-0.425,-0.654,-0.714,-0.694,-0.852,-0.868,-0.424,-0.443,-0.482,-0.58,2
-1.285,-0.752,-1.005,-0.885,-0.825,-1.004,-0.95,-0.7,-0.695,-0.701,-0.771,2
-1.117,-0.617,-0.926,-0.765,-0.742,-0.921,-0.988,-0.545,-0.558,-0.605,-0.618,2
-1.168,-0.394,-0.692,-0.823,-0.748,-0.915,-0.962,-0.435,-0.482,-0.46,-0.48,2
-1.215,-0.609,-0.906,-0.878,-0.814,-0.97,-0.969,-0.653,-0.626,-0.612,-0.737,2
-1.038,-0.609,-0.871,-0.769,-0.726,-0.886,-0.911,-0.598,-0.57,-0.578,-0.709,2
-1.153,-0.246,-0.523,-0.765,-0.701,-0.86,-0.874,-0.285,-0.413,-0.351,-0.362,2
-0.985,-0.339,-0.67,-0.623,-0.579,-0.752,-0.841,-0.47,-0.55,-0.505,-0.57,2
-1.169,-0.52,-0.841,-0.807,-0.773,-0.953,-0.991,-0.457,-0.549,-0.516,-0.54,2
-1.207,-0.444,-0.697,-0.805,-0.751,-0.933,-0.978,-0.565,-0.564,-0.575,-0.657,2
-1.203,-0.541,-0.755,-0.856,-0.785,-0.94,-1.012,-0.557,-0.622,-0.647,-0.728,2
-1.155,-0.635,-0.917,-0.826,-0.787,-0.954,-0.976,-0.685,-0.629,-0.648,-0.774,2
-1.191,-0.584,-0.856,-0.844,-0.788,-0.958,-0.977,-0.579,-0.579,-0.594,-0.679,2
-1.238,-0.688,-0.948,-0.892,-0.849,-1.011,-0.988,-0.772,-0.68,-0.689,-0.828,2
-1.067,-0.473,-0.754,-0.766,-0.734,-0.904,-1.012,-0.456,-0.528,-0.554,-0.597,2
-1.175,-0.293,-0.584,-0.662,-0.643,-0.789,-0.867,-0.444,-0.533,-0.553,-0.568,2
-1.181,-0.715,-0.939,-0.868,-0.815,-0.967,-1.023,-0.737,-0.65,-0.694,-0.83,2
-1.141,-0.471,-0.736,-0.811,-0.781,-0.96,-1.037,-0.478,-0.56,-0.592,-0.651,2
-1.32,-0.834,-1.078,-1.01,-0.961,-1.117,-1.1,-0.852,-0.791,-0.817,-0.945,2
-1.18,-0.467,-0.673,-0.806,-0.762,-0.936,-0.92,-0.448,-0.461,-0.477,-0.572,2
-1.168,-0.606,-0.923,-0.792,-0.747,-0.926,-0.968,-0.714,-0.689,-0.718,-0.835,2
-1.352,-0.644,-0.942,-0.954,-0.866,-1.024,-1.008,-0.613,-0.626,-0.605,-0.693,2
-0.653,-0.24,-0.527,-0.439,-0.396,-0.559,-0.681,-0.441,-0.523,-0.52,-0.704,2
-0.688,-0.356,-0.778,-0.446,-0.405,-0.576,-0.727,-0.288,-0.302,-0.318,-0.404,2
-0.998,-0.373,-0.622,-0.667,-0.647,-0.827,-0.839,-0.39,-0.484,-0.454,-0.549,2
-1.126,-0.323,-0.619,-0.779,-0.733,-0.91,-0.908,-0.297,-0.414,-0.381,-0.367,2
-1.183,-0.397,-0.69,-0.786,-0.739,-0.918,-0.884,-0.401,-0.485,-0.458,-0.464,2
-1.169,-0.593,-0.867,-0.846,-0.788,-0.942,-0.988,-0.626,-0.609,-0.645,-0.752,2
-1.307,-0.614,-0.944,-0.892,-0.831,-1,-1.168,-0.837,-0.736,-0.736,-0.86,2
-1.065,-0.434,-0.761,-0.712,-0.71,-0.903,-0.945,-0.442,-0.555,-0.522,-0.574,2
-1.16,-0.462,-0.853,-0.792,-0.73,-0.907,-0.882,-0.423,-0.482,-0.438,-0.509,2
-1.101,-0.411,-0.775,-0.745,-0.718,-0.894,-0.838,-0.318,-0.438,-0.36,-0.393,2
-1.422,-0.869,-1.107,-1.064,-0.984,-1.139,-1.084,-0.856,-0.739,-0.782,-0.883,2
-1.167,-0.498,-0.732,-0.795,-0.749,-0.923,-0.948,-0.493,-0.537,-0.604,-0.667,2
-1.111,-0.448,-0.713,-0.733,-0.668,-0.848,-0.981,-0.584,-0.586,-0.595,-0.696,2
-1.094,-0.658,-0.904,-0.8,-0.772,-0.954,-0.927,-0.614,-0.597,-0.591,-0.73,2
-1.199,-0.702,-0.936,-0.904,-0.861,-1.019,-1.058,-0.647,-0.623,-0.69,-0.786,2
-0.999,-0.218,-0.497,-0.631,-0.62,-0.79,-0.914,-0.447,-0.436,-0.369,-0.45,2
-1.107,-0.414,-0.696,-0.709,-0.656,-0.828,-0.862,-0.356,-0.46,-0.474,-0.526,2
-0.984,-0.46,-0.848,-0.665,-0.654,-0.822,-0.913,-0.499,-0.546,-0.554,-0.621,2
-1.021,-0.477,-0.758,-0.742,-0.703,-0.859,-0.939,-0.444,-0.561,-0.569,-0.636,2
-1.058,-0.437,-0.775,-0.741,-0.716,-0.893,-1.056,-0.412,-0.538,-0.503,-0.497,2
-1.282,-0.376,-0.691,-0.777,-0.71,-0.872,-1.021,-0.521,-0.576,-0.518,-0.55,2
-1.013,-0.33,-0.649,-0.584,-0.557,-0.751,-0.901,-0.433,-0.498,-0.454,-0.551,2
-1.169,-0.593,-0.867,-0.846,-0.788,-0.942,-0.988,-0.626,-0.609,-0.645,-0.752,2
-1.211,-0.498,-0.839,-0.81,-0.754,-0.932,-0.953,-0.5,-0.565,-0.52,-0.555,2
-1.252,-0.368,-0.663,-0.75,-0.685,-0.85,-0.917,-0.525,-0.549,-0.555,-0.608,2
-1.007,-0.633,-0.908,-0.749,-0.705,-0.865,-0.906,-0.656,-0.629,-0.64,-0.784,2
-1.074,-0.376,-0.683,-0.678,-0.66,-0.854,-0.939,-0.385,-0.522,-0.475,-0.529,2
-1.295,-0.599,-0.874,-0.951,-0.883,-1.048,-0.954,-0.58,-0.581,-0.571,-0.661,2
-1.375,-0.766,-1.021,-0.994,-0.937,-1.105,-1.021,-0.81,-0.744,-0.771,-0.88,2
-1.282,-0.569,-0.86,-0.928,-0.834,-0.985,-0.998,-0.564,-0.585,-0.572,-0.655,2
-0.957,-0.344,-0.637,-0.638,-0.623,-0.794,-0.94,-0.473,-0.594,-0.548,-0.614,2
-1.012,-0.344,-0.685,-0.642,-0.622,-0.788,-0.956,-0.499,-0.502,-0.518,-0.618,2
-1.258,-0.515,-0.706,-0.949,-0.899,-1.06,-1.057,-0.523,-0.577,-0.611,-0.666,2
-1.267,-0.483,-0.819,-0.822,-0.731,-0.897,-1.001,-0.581,-0.556,-0.592,-0.695,2
-1.147,-0.348,-0.661,-0.729,-0.686,-0.865,-0.929,-0.405,-0.547,-0.428,-0.496,2
-1.006,-0.56,-0.845,-0.733,-0.694,-0.861,-0.822,-0.53,-0.517,-0.493,-0.598,2
-1.279,-0.727,-1.008,-0.928,-0.86,-1.025,-1.059,-0.698,-0.682,-0.673,-0.763,2
-0.921,-0.4,-0.747,-0.606,-0.604,-0.787,-0.963,-0.345,-0.469,-0.439,-0.447,2
-1.139,-0.348,-0.719,-0.646,-0.611,-0.768,-0.955,-0.494,-0.58,-0.495,-0.527,2
-1.223,-0.547,-0.868,-0.879,-0.818,-0.991,-0.987,-0.555,-0.587,-0.568,-0.607,2
-1.107,-0.639,-0.977,-0.868,-0.834,-0.981,-1.105,-0.702,-0.7,-0.622,-0.771,2
-1.342,-0.567,-0.806,-0.914,-0.834,-0.988,-0.986,-0.691,-0.651,-0.679,-0.78,2
-1.156,-0.441,-0.713,-0.754,-0.702,-0.866,-0.91,-0.496,-0.461,-0.443,-0.529,2
-0.977,-0.429,-0.722,-0.638,-0.599,-0.773,-0.821,-0.346,-0.419,-0.418,-0.478,2
-1.316,-0.362,-0.668,-0.849,-0.774,-0.953,-0.976,-0.507,-0.541,-0.511,-0.561,2
-1.107,-0.592,-0.868,-0.774,-0.734,-0.902,-0.993,-0.617,-0.58,-0.613,-0.743,2
-1.171,-0.51,-0.815,-0.819,-0.798,-0.967,-1.062,-0.568,-0.608,-0.59,-0.67,2
-1.126,-0.407,-0.66,-0.779,-0.729,-0.895,-0.988,-0.482,-0.57,-0.537,-0.591,2
-1.076,-0.361,-0.707,-0.673,-0.648,-0.809,-0.958,-0.496,-0.512,-0.502,-0.579,2
-1.091,-0.528,-0.883,-0.763,-0.731,-0.895,-0.915,-0.648,-0.64,-0.628,-0.761,2
-0.848,-0.526,-0.693,-0.665,-0.691,-0.856,-0.956,-0.498,-0.56,-0.648,-0.741,2
-1.192,-0.504,-0.857,-0.771,-0.706,-0.881,-0.899,-0.574,-0.581,-0.559,-0.657,2
-1.229,-0.552,-0.896,-0.813,-0.751,-0.923,-0.961,-0.558,-0.572,-0.527,-0.573,2
-1.381,-0.776,-1.026,-1.065,-0.981,-1.127,-1.082,-0.772,-0.71,-0.721,-0.838,2
-0.956,-0.483,-0.868,-0.667,-0.667,-0.843,-1,-0.562,-0.619,-0.581,-0.704,2
-1.184,-0.506,-0.882,-0.751,-0.729,-0.918,-1.046,-0.729,-0.675,-0.677,-0.807,2
-1.241,-0.555,-0.805,-0.87,-0.808,-0.986,-1.044,-0.675,-0.634,-0.648,-0.75,2
-1.126,-0.538,-0.839,-0.807,-0.746,-0.897,-1.006,-0.541,-0.567,-0.57,-0.648,2
-1.366,-0.751,-1.002,-1.031,-0.95,-1.104,-1.054,-0.742,-0.69,-0.706,-0.821,2
-1.026,-0.478,-0.769,-0.755,-0.747,-0.909,-0.951,-0.54,-0.611,-0.583,-0.686,2
-1.185,-0.448,-0.726,-0.837,-0.769,-0.942,-0.935,-0.498,-0.52,-0.514,-0.561,2
-1.239,-0.467,-0.734,-0.818,-0.756,-0.927,-0.969,-0.6,-0.539,-0.552,-0.644,2
-1.231,-0.389,-0.713,-0.754,-0.704,-0.884,-0.929,-0.488,-0.497,-0.498,-0.552,2
-1.309,-0.346,-0.581,-0.862,-0.805,-0.982,-0.908,-0.447,-0.506,-0.475,-0.487,2
-1.226,-0.755,-0.943,-0.963,-0.928,-1.082,-1.074,-0.685,-0.645,-0.728,-0.832,2
-1.194,-0.397,-0.656,-0.776,-0.725,-0.899,-0.94,-0.519,-0.477,-0.47,-0.558,2
-0.992,-0.339,-0.595,-0.644,-0.585,-0.745,-0.781,-0.339,-0.334,-0.352,-0.431,2
-0.826,-0.587,-0.796,-0.654,-0.699,-0.876,-0.832,-0.427,-0.424,-0.483,-0.581,2
-1.414,-0.795,-1.05,-1.08,-1.001,-1.158,-1.087,-0.753,-0.693,-0.698,-0.813,2
-1.015,-0.292,-0.515,-0.626,-0.589,-0.774,-0.787,-0.299,-0.335,-0.328,-0.413,2
-1.147,-0.473,-0.847,-0.756,-0.7,-0.882,-0.96,-0.446,-0.527,-0.474,-0.507,2
-1.031,-0.442,-0.712,-0.71,-0.69,-0.858,-0.999,-0.455,-0.573,-0.543,-0.602,2
-0.889,-0.554,-0.726,-0.694,-0.677,-0.817,-0.86,-0.465,-0.527,-0.61,-0.719,2
-1.205,-0.592,-0.877,-0.882,-0.808,-0.956,-1.022,-0.735,-0.724,-0.723,-0.833,2
-1.034,-0.447,-0.753,-0.73,-0.714,-0.89,-0.914,-0.368,-0.515,-0.471,-0.494,2
-1.151,-0.425,-0.812,-0.74,-0.676,-0.847,-0.864,-0.436,-0.54,-0.466,-0.495,2
-0.883,-0.234,-0.546,-0.529,-0.539,-0.691,-0.879,-0.432,-0.614,-0.561,-0.626,2
-1.191,-0.498,-0.771,-0.821,-0.802,-0.991,-1.02,-0.546,-0.549,-0.581,-0.661,2
-1.031,-0.462,-0.902,-0.726,-0.693,-0.855,-1.026,-0.605,-0.649,-0.566,-0.674,2
-1.113,-0.588,-0.956,-0.809,-0.784,-0.956,-1.02,-0.653,-0.657,-0.596,-0.717,2
-1.184,-0.513,-0.732,-0.817,-0.757,-0.924,-0.906,-0.457,-0.556,-0.542,-0.622,2
-1.032,-0.378,-0.623,-0.662,-0.625,-0.819,-0.907,-0.414,-0.551,-0.529,-0.593,2
-0.964,-0.675,-0.902,-0.74,-0.758,-0.935,-0.894,-0.566,-0.52,-0.571,-0.687,2
-1.184,-0.603,-0.957,-0.854,-0.814,-0.986,-1.076,-0.7,-0.67,-0.658,-0.773,2
-1.105,-0.53,-0.865,-0.749,-0.73,-0.917,-0.899,-0.477,-0.574,-0.549,-0.569,2
-1.321,-0.464,-0.716,-0.922,-0.867,-1.05,-1.016,-0.563,-0.596,-0.609,-0.651,2
-1.246,-0.663,-0.921,-0.861,-0.812,-0.988,-0.943,-0.654,-0.64,-0.656,-0.723,2
-1.057,-0.391,-0.674,-0.648,-0.599,-0.783,-0.965,-0.604,-0.589,-0.586,-0.686,2
-1.124,-0.477,-0.812,-0.78,-0.75,-0.923,-1.024,-0.477,-0.547,-0.548,-0.617,2
-1.098,-0.617,-0.867,-0.789,-0.749,-0.914,-1.006,-0.64,-0.575,-0.6,-0.733,2
-1.101,-0.444,-0.692,-0.778,-0.714,-0.871,-0.898,-0.438,-0.417,-0.44,-0.515,2
-1.106,-0.625,-0.851,-0.812,-0.792,-0.959,-1.007,-0.557,-0.558,-0.623,-0.706,2
-1.173,-0.636,-0.91,-0.872,-0.83,-0.979,-0.986,-0.648,-0.612,-0.603,-0.726,2
-1.132,-0.476,-0.736,-0.753,-0.719,-0.894,-0.9,-0.502,-0.563,-0.552,-0.646,2
-1.087,-0.495,-0.793,-0.797,-0.768,-0.933,-1.062,-0.553,-0.555,-0.559,-0.654,2
-0.946,-0.366,-0.631,-0.614,-0.62,-0.801,-0.954,-0.385,-0.516,-0.488,-0.528,2
-1.246,-0.487,-0.785,-0.868,-0.788,-0.943,-0.987,-0.546,-0.541,-0.529,-0.603,2
-1.191,-0.508,-0.779,-0.852,-0.796,-0.953,-0.91,-0.495,-0.511,-0.494,-0.594,2
-1.293,-0.493,-0.825,-0.845,-0.752,-0.915,-1.029,-0.642,-0.583,-0.61,-0.722,2
-1.077,-0.411,-0.721,-0.703,-0.693,-0.857,-1.025,-0.498,-0.574,-0.523,-0.605,2
-1.189,-0.549,-0.85,-0.822,-0.754,-0.925,-0.861,-0.51,-0.523,-0.501,-0.566,2
-1.221,-0.514,-0.808,-0.864,-0.795,-0.955,-0.902,-0.392,-0.51,-0.479,-0.512,2
-1.165,-0.38,-0.695,-0.733,-0.671,-0.854,-1.036,-0.62,-0.598,-0.556,-0.643,2
