@relation german

@attribute StatusAccount {A11,A12,A14,A13}
@attribute DurationMonth numeric
@attribute Purpose {A43,A46,A42,A40,A41,A49,A44,A45,A410,A48}
@attribute Age numeric
@attribute NPeopleMain numeric
@attribute ForeignWorker {A201,A202}
@attribute Customer {1,2}

@data
A14,18,A43,32,1,A201,1
A14,36,A41,35,2,A201,1
A14,48,A43,37,1,A201,1
A11,14,A40,22,1,A201,1
A14,24,A42,31,1,A201,1
A12,24,A42,48,1,A201,1
A14,15,A40,20,1,A201,1
A12,12,A48,31,1,A201,1
A11,36,A410,43,1,A201,1
A11,21,A43,29,1,A201,1
A14,6,A43,24,1,A201,1
A14,21,A49,36,1,A201,1
A12,18,A42,41,1,A201,1
A12,42,A41,55,1,A201,1
A14,18,A43,65,1,A201,1
A12,36,A43,30,1,A201,1
A11,9,A42,25,1,A201,1
A14,15,A41,23,1,A201,1
A14,12,A40,44,1,A201,1
A14,39,A41,45,1,A201,1
A12,8,A43,33,1,A202,1
A12,18,A49,40,2,A201,1
A14,9,A43,32,2,A201,1
A12,6,A43,26,1,A202,1
A14,12,A43,28,1,A201,1
A11,10,A40,49,1,A201,1
A14,15,A43,31,1,A201,1
A12,24,A41,36,1,A201,1
A14,36,A41,38,1,A201,1
A14,24,A43,26,1,A201,1
A12,18,A49,34,1,A201,1
A11,18,A42,22,1,A201,1
A12,6,A43,64,1,A201,1
A14,6,A43,30,1,A201,1
A14,9,A40,26,2,A202,1
A14,15,A42,63,1,A201,1
A14,60,A40,34,2,A201,1
A11,12,A40,29,1,A201,1
A14,15,A43,33,1,A201,1
A14,9,A46,52,1,A201,1
A11,18,A43,23,1,A201,1
A12,20,A41,36,2,A201,1
A13,12,A42,55,1,A201,1
A11,6,A43,44,2,A201,1
A12,12,A41,30,1,A201,1
A11,24,A43,55,1,A201,1
A11,13,A49,28,1,A201,1
A14,60,A40,63,1,A201,1
A14,15,A43,34,2,A201,1
A12,18,A43,25,1,A201,1
A14,18,A40,30,1,A201,1
A13,21,A40,28,1,A201,1
A14,6,A43,27,1,A201,1
A12,48,A40,24,1,A201,1
A11,8,A410,51,2,A201,1
A14,12,A43,49,1,A201,1
A11,21,A40,24,1,A202,1
A11,30,A41,40,1,A201,1
A14,4,A43,42,2,A201,1
A11,47,A40,35,1,A201,1
A12,12,A43,23,1,A201,1
A14,12,A43,38,1,A201,1
A14,9,A40,48,1,A201,1
A11,6,A42,36,1,A201,1
A14,15,A41,30,1,A201,1
A14,12,A49,29,1,A201,1
A14,24,A41,41,2,A201,1
A14,24,A43,28,1,A201,1
A12,7,A43,35,1,A201,1
A13,12,A42,33,1,A201,1
A14,6,A40,26,1,A201,1
A11,11,A40,36,2,A201,1
A13,9,A43,49,1,A201,1
A11,30,A43,39,2,A201,1
A12,36,A41,34,1,A201,1
A14,12,A40,45,2,A201,1
A12,24,A40,42,1,A201,1
A11,30,A42,32,1,A201,1
A11,6,A40,41,2,A201,1
A14,28,A43,29,1,A201,1
A14,24,A43,26,1,A201,1
A14,15,A40,35,1,A201,1
A14,12,A48,35,2,A201,1
A14,15,A43,35,1,A201,1
A14,24,A41,26,1,A201,1
A14,12,A43,52,1,A201,1
A12,9,A42,35,1,A201,1
A12,24,A49,34,2,A201,1
A11,24,A43,64,1,A201,1
A12,18,A43,48,1,A201,1
A14,11,A40,35,1,A201,1
A12,18,A49,33,1,A201,1
A11,24,A43,28,1,A201,1
A12,9,A43,37,1,A201,1
A12,20,A410,29,1,A201,1
A11,12,A40,31,2,A201,1
A14,12,A43,34,2,A201,1
A14,39,A41,24,1,A201,1
A11,30,A42,57,1,A201,1
A12,9,A43,25,1,A201,1
A12,15,A49,27,1,A201,1
A14,36,A49,31,1,A201,1
A12,12,A44,26,1,A201,1
A14,6,A44,62,1,A201,1
A14,15,A44,24,1,A201,1
A14,6,A43,39,1,A201,1
A14,18,A40,36,1,A201,1
A12,12,A43,22,1,A201,1
A14,4,A40,37,2,A201,1
A12,12,A40,36,1,A201,1
A14,24,A42,50,1,A201,1
A14,24,A46,33,1,A201,1
A14,30,A43,25,1,A201,1
A14,6,A40,45,2,A201,1
A11,10,A42,27,1,A202,1
A11,12,A42,38,2,A201,1
A12,9,A46,67,1,A201,1
A13,6,A43,29,1,A201,1
A12,7,A43,45,1,A201,1
A12,18,A49,28,1,A201,1
A14,24,A43,25,1,A201,1
A14,36,A40,36,1,A201,1
A14,30,A43,36,1,A201,1
A14,18,A43,25,1,A201,1
A13,18,A43,49,1,A201,1
A14,30,A43,33,1,A201,1
A12,18,A43,26,2,A201,1
A12,12,A43,40,1,A201,1
A14,12,A40,39,1,A201,1
A14,33,A49,26,1,A201,1
A12,6,A43,28,1,A201,1
A14,48,A43,47,1,A201,1
A14,12,A42,37,1,A201,1
A12,30,A42,34,2,A201,1
A14,36,A43,45,1,A201,1
A14,48,A43,32,2,A201,1
A12,48,A49,48,1,A201,1
A12,48,A49,30,1,A201,1
A12,12,A41,34,1,A201,1
A14,9,A42,31,1,A201,1
A12,30,A49,28,1,A201,1
A14,36,A42,40,1,A201,1
A14,18,A43,21,1,A201,1
A12,27,A49,32,2,A201,1
A14,15,A43,35,1,A201,1
A14,24,A43,47,1,A201,1
A14,12,A42,26,1,A201,1
A12,15,A43,23,1,A201,1
A14,12,A41,26,1,A201,1
A12,18,A46,61,1,A201,1
A11,9,A43,59,1,A201,1
A14,9,A42,26,1,A201,1
A12,36,A46,32,2,A201,1
A14,18,A43,26,1,A201,1
A13,15,A41,36,1,A201,1
A11,48,A41,26,2,A201,1
A11,10,A43,52,1,A201,1
A12,30,A49,41,1,A201,1
A13,6,A40,28,2,A201,1
A14,9,A40,30,1,A201,1
A14,12,A49,26,1,A202,1
A12,18,A42,27,1,A201,1
A11,27,A43,27,1,A201,1
A13,24,A43,31,1,A201,1
A13,24,A49,36,1,A201,1
A14,15,A43,47,1,A201,1
A14,6,A45,23,1,A201,1
A11,12,A43,40,1,A201,1
A12,36,A43,24,1,A201,1
A11,24,A49,21,1,A201,1
A13,12,A40,26,1,A201,1
A12,8,A43,44,1,A201,1
A12,48,A49,38,2,A201,1
A11,12,A40,27,1,A201,1
A14,24,A43,53,1,A201,1
A14,4,A40,42,2,A201,1
A11,15,A40,36,1,A201,1
A14,36,A46,35,2,A201,1
A14,11,A40,39,1,A201,1
A12,6,A45,22,1,A201,1
A13,15,A46,40,1,A201,1
A12,9,A43,24,1,A201,1
A14,36,A41,32,1,A201,1
A12,18,A43,25,1,A201,1
A12,18,A42,40,1,A201,1
A13,24,A43,47,1,A201,1
A14,12,A42,22,1,A201,1
A11,6,A44,27,1,A201,1
A14,4,A42,23,2,A201,1
A14,18,A43,46,1,A201,1
A14,24,A41,43,1,A201,1
A14,10,A41,31,1,A201,1
A14,18,A42,28,1,A201,1
A11,24,A42,30,1,A202,1
A11,24,A43,57,1,A201,1
A12,12,A43,27,1,A201,1
A14,6,A43,36,1,A201,1
A12,18,A49,36,1,A201,1
A14,12,A40,38,1,A201,1
A14,15,A43,43,1,A201,1
A14,24,A49,44,2,A201,1
A14,10,A46,46,1,A201,1
A11,12,A42,42,1,A201,1
A14,15,A41,23,1,A201,1
A13,24,A42,26,1,A201,1
A14,18,A49,24,1,A201,1
A14,18,A42,47,1,A201,1
A14,24,A43,36,2,A201,1
A14,18,A43,29,1,A201,1
A11,6,A40,40,2,A202,1
A12,48,A40,36,1,A201,1
A14,12,A46,49,2,A201,1
A11,24,A40,32,1,A201,1
A14,9,A42,22,1,A201,1
A11,36,A42,37,2,A201,1
A14,12,A43,42,2,A201,1
A14,24,A43,28,1,A201,1
A14,12,A43,35,1,A201,1
A14,12,A42,34,1,A201,1
A11,6,A40,37,1,A202,1
A13,6,A40,46,2,A202,1
A14,24,A40,54,1,A201,1
A12,26,A41,30,1,A201,1
A12,9,A43,27,1,A201,1
A12,12,A42,28,1,A201,1
A14,6,A43,45,2,A201,1
A14,24,A45,44,1,A201,1
A12,36,A49,31,2,A201,1
A14,24,A41,46,2,A201,1
A14,48,A49,27,1,A201,1
A11,6,A42,36,1,A201,1
A14,12,A40,50,1,A201,1
A14,9,A42,20,1,A201,1
A14,27,A49,26,1,A201,1
A14,18,A43,46,1,A201,1
A13,12,A43,23,1,A201,1
A14,24,A49,50,1,A201,1
A14,24,A43,32,2,A201,1
A14,13,A43,64,1,A201,1
A14,24,A41,48,1,A201,1
A12,36,A40,30,1,A201,1
A11,12,A42,49,1,A201,1
A12,6,A49,31,2,A201,1
A13,30,A43,49,1,A201,1
A14,12,A40,61,1,A201,1
A13,24,A43,25,1,A201,1
A14,12,A42,35,1,A202,1
A14,12,A40,38,1,A201,1
A14,24,A40,28,1,A201,1
A13,12,A40,36,1,A201,1
A11,15,A43,27,1,A202,1
A14,12,A42,24,1,A201,1
A14,12,A46,57,1,A201,1
A13,42,A41,56,1,A201,1
A14,24,A42,32,1,A201,1
A12,24,A49,36,1,A201,1
A13,36,A43,23,1,A201,1
A14,21,A43,41,1,A201,1
A14,6,A40,35,1,A202,1
A14,12,A43,35,1,A201,1
A14,15,A42,28,1,A201,1
A14,6,A41,50,1,A201,1
A11,6,A43,67,1,A201,1
A14,15,A43,40,1,A201,1
A14,24,A410,27,1,A201,1
A12,9,A43,66,1,A201,1
A14,24,A40,60,1,A201,1
A14,36,A40,34,1,A201,1
A14,24,A41,41,1,A201,1
A14,15,A42,24,1,A201,1
A12,48,A410,40,1,A201,1
A11,24,A41,22,1,A202,1
A14,24,A41,29,1,A201,1
A13,10,A44,37,1,A201,1
A12,24,A43,48,1,A201,1
A13,15,A46,23,1,A201,1
A14,21,A41,26,1,A201,1
A11,24,A41,49,2,A201,1
A14,24,A41,35,1,A201,1
A12,18,A49,35,1,A201,1
A14,15,A41,45,2,A201,1
A14,28,A41,40,2,A201,1
A14,30,A43,38,1,A201,1
A14,18,A42,43,1,A201,1
A14,36,A40,45,2,A201,1
A14,10,A40,40,2,A202,1
A14,24,A40,54,1,A201,1
A14,27,A41,27,1,A201,1
A13,6,A42,41,1,A201,1
A14,12,A43,31,2,A201,1
A11,12,A48,45,1,A201,1
A14,24,A43,34,1,A201,1
A14,10,A42,26,1,A202,1
A14,15,A42,20,1,A201,1
A14,18,A43,32,1,A201,1
A14,18,A40,30,1,A201,1
A14,36,A41,31,2,A201,1
A14,24,A40,31,1,A201,1
A14,18,A42,47,2,A201,1
A13,18,A42,45,1,A201,1
A14,42,A43,29,1,A201,1
A14,18,A43,33,1,A201,1
A11,18,A40,30,2,A201,1
A11,24,A41,63,2,A201,1
A11,36,A42,28,1,A201,1
A11,12,A43,20,2,A201,1
A14,24,A41,38,1,A201,1
A14,30,A43,40,2,A201,1
A14,36,A43,28,1,A201,1
A11,12,A43,58,1,A201,1
A11,18,A40,36,1,A201,1
A11,24,A41,44,2,A201,1
A12,36,A44,29,1,A201,1
A14,48,A41,38,2,A201,1
A12,60,A43,27,1,A201,1
A14,6,A43,29,1,A201,1
A13,36,A43,31,1,A201,1
A11,6,A40,44,2,A201,1
A14,10,A40,32,2,A202,1
A12,14,A49,35,1,A201,1
A11,12,A40,39,2,A202,1
A14,15,A42,27,1,A201,1
A12,12,A43,26,1,A201,1
A13,10,A40,37,2,A201,1
A12,24,A40,38,1,A201,1
A14,10,A42,23,1,A201,1
A14,48,A43,37,1,A201,1
A11,21,A40,30,1,A201,1
A14,24,A43,29,1,A201,1
A11,24,A49,26,1,A201,1
A14,24,A48,27,1,A201,1
A14,6,A43,29,1,A201,1
A11,24,A42,22,1,A201,1
A11,6,A40,37,2,A201,1
A14,15,A40,29,1,A201,1
A12,30,A40,36,1,A201,1
A14,24,A49,32,1,A201,1
A11,15,A42,44,2,A201,1
A11,30,A41,38,2,A201,1
A14,36,A49,37,1,A201,1
A14,42,A42,36,1,A201,1
A14,15,A42,30,1,A201,1
A11,6,A43,52,1,A201,1
A14,24,A42,33,1,A201,1
A14,15,A44,36,1,A201,1
A14,11,A43,57,1,A201,1
A12,24,A43,20,1,A201,1
A11,36,A41,42,2,A201,1
A11,12,A40,38,1,A202,1
A11,24,A42,27,1,A201,1
A14,11,A49,28,1,A201,1
A14,12,A43,61,1,A201,1
A12,12,A40,30,2,A201,1
A11,24,A41,29,1,A201,1
A14,4,A43,42,2,A201,1
A14,18,A49,34,1,A201,1
A12,42,A49,41,1,A201,1
A11,12,A40,43,2,A201,1
A11,21,A40,65,1,A201,1
A11,15,A40,28,1,A201,1
A14,18,A43,39,1,A201,1
A14,18,A43,34,1,A201,1
A14,20,A40,44,1,A201,1
A14,33,A41,35,1,A201,1
A12,12,A40,47,2,A201,1
A13,10,A40,63,1,A201,1
A12,18,A42,33,1,A201,1
A12,48,A410,31,1,A201,1
A14,24,A46,54,2,A201,1
A12,8,A49,26,1,A201,1
A13,12,A43,44,1,A201,1
A13,6,A46,50,1,A201,1
A14,12,A43,38,1,A201,1
A14,9,A43,35,1,A201,1
A12,36,A40,54,1,A201,1
A12,20,A41,60,1,A201,1
A14,12,A40,49,1,A201,1
A12,12,A40,27,1,A201,1
A13,24,A42,20,1,A201,1
A11,39,A42,30,1,A201,1
A14,9,A46,41,1,A201,1
A14,24,A49,25,1,A201,1
A14,12,A41,41,1,A201,1
A14,15,A40,59,1,A201,1
A14,24,A40,41,1,A201,1
A12,15,A45,22,1,A201,1
A12,24,A43,23,1,A201,1
A11,15,A42,25,1,A201,1
A14,24,A43,25,1,A201,1
A11,12,A42,30,1,A201,1
A11,6,A42,49,1,A201,1
A11,21,A43,28,1,A201,1
A14,9,A46,64,1,A201,1
A14,21,A40,31,1,A201,1
A12,18,A45,67,1,A201,1
A12,24,A40,26,1,A201,1
A14,15,A43,47,1,A201,1
A14,48,A46,31,1,A201,1
A14,6,A42,21,1,A201,1
A14,10,A41,32,2,A201,1
A14,22,A40,25,1,A201,1
A14,12,A42,50,1,A201,1
A11,48,A41,24,2,A201,2
A12,24,A43,22,1,A201,2
A14,21,A49,41,2,A201,2
A14,48,A49,38,1,A201,2
A12,60,A46,42,1,A201,2
A14,18,A40,32,1,A201,2
A12,15,A43,37,2,A201,2
A11,21,A43,25,1,A201,2
A11,12,A44,22,1,A201,2
A11,18,A44,47,1,A201,2
A12,60,A40,27,1,A201,2
A14,24,A43,44,1,A201,2
A11,18,A42,20,1,A201,2
A12,36,A41,28,1,A201,2
A11,16,A40,43,1,A201,2
A13,9,A43,28,1,A201,2
A11,6,A46,23,1,A201,2
A12,18,A40,30,1,A201,2
A11,48,A43,31,1,A201,2
A11,48,A44,54,1,A201,2
A12,12,A42,25,1,A201,2
A14,9,A42,19,1,A201,2
A13,36,A43,26,1,A201,2
A11,18,A42,24,1,A201,2
A12,24,A42,25,1,A201,2
A11,36,A43,31,1,A201,2
A12,15,A45,61,1,A201,2
A11,12,A43,20,1,A201,2
A14,18,A40,39,2,A201,2
A12,48,A410,32,1,A202,2
A12,48,A42,30,1,A201,2
A11,18,A40,23,1,A201,2
A11,24,A40,29,1,A201,2
A12,36,A49,61,1,A201,2
A11,15,A40,29,1,A201,2
A11,12,A42,53,1,A201,2
A12,9,A42,30,1,A201,2
A12,21,A49,61,1,A201,2
A11,18,A43,26,1,A201,2
A11,12,A40,29,1,A201,2
A12,12,A40,23,1,A201,2
A11,12,A48,21,1,A201,2
A13,24,A40,37,2,A201,2
A14,36,A43,26,1,A201,2
A12,72,A43,24,1,A201,2
A12,54,A49,58,1,A201,2
A11,24,A40,45,1,A201,2
A11,18,A40,32,2,A201,2
A11,18,A40,33,1,A201,2
A14,12,A49,42,1,A201,2
A14,36,A42,26,1,A201,2
A12,27,A49,36,2,A201,2
A12,24,A40,25,1,A201,2
A11,36,A49,24,1,A201,2
A12,9,A46,32,2,A201,2
A12,60,A410,60,1,A201,2
A12,12,A45,30,1,A201,2
A14,24,A49,27,1,A201,2
A14,6,A42,32,1,A201,2
A13,18,A42,34,2,A201,2
A11,12,A43,24,1,A201,2
A14,24,A43,31,1,A201,2
A12,12,A43,66,1,A201,2
A12,48,A42,26,1,A201,2
A11,36,A40,24,1,A201,2
A11,24,A42,39,1,A201,2
A12,9,A41,74,2,A201,2
A11,9,A40,28,1,A201,2
A11,24,A42,20,1,A201,2
A11,36,A46,40,1,A201,2
A11,14,A40,45,1,A202,2
A12,18,A42,40,1,A201,2
A11,12,A42,20,1,A201,2
A14,12,A43,33,2,A201,2
A11,21,A40,40,2,A201,2
A11,27,A49,50,1,A201,2
A12,48,A49,25,1,A201,2
A11,12,A46,53,1,A201,2
A11,24,A43,32,1,A201,2
A12,48,A49,23,1,A201,2
A11,24,A40,32,1,A201,2
A11,48,A43,34,1,A201,2
A13,12,A49,26,1,A201,2
A12,24,A40,20,1,A201,2
A12,24,A43,38,2,A201,2
A12,15,A40,34,2,A201,2
A12,12,A40,25,1,A201,2
A12,15,A40,26,1,A201,2
A11,24,A43,48,1,A201,2
A11,48,A42,53,2,A201,2
A11,6,A46,35,1,A201,2
A11,24,A43,32,1,A201,2
A11,30,A42,31,1,A201,2
A12,12,A42,37,1,A201,2
A12,60,A40,24,1,A201,2
A13,9,A43,34,1,A201,2
A12,36,A40,57,1,A201,2
A14,30,A41,53,1,A201,2
A12,18,A42,27,1,A201,2
A11,12,A40,23,1,A201,2
A11,12,A43,33,1,A201,2
A12,30,A49,26,1,A201,2
A12,48,A43,22,1,A201,2
A14,36,A46,37,1,A201,2
A12,48,A43,28,1,A201,2
A12,12,A42,25,1,A201,2
A13,21,A46,33,1,A201,2
A14,18,A45,23,1,A201,2
A12,36,A45,33,1,A201,2
A14,18,A40,31,1,A201,2
A11,36,A46,29,1,A201,2
A11,42,A43,26,2,A201,2
A12,6,A40,23,1,A201,2
A12,12,A40,41,2,A201,2
A12,36,A46,47,2,A201,2
A11,12,A43,28,1,A201,2
A11,24,A43,29,1,A201,2
A12,48,A40,24,1,A201,2
A12,12,A40,46,1,A201,2
A14,36,A42,28,1,A201,2
A11,18,A42,25,1,A201,2
A14,10,A40,27,1,A201,2
A11,48,A41,39,2,A201,2
A14,18,A49,28,1,A201,2
A12,30,A40,28,1,A201,2
A11,24,A43,30,2,A201,2
A11,24,A40,24,1,A201,2
A12,24,A41,23,1,A201,2
A12,15,A40,25,1,A201,2
A12,8,A42,24,1,A201,2
A14,24,A40,47,2,A201,2
A12,12,A42,27,1,A201,2
A12,36,A40,37,1,A201,2
A11,12,A40,33,2,A201,2
A12,48,A49,59,1,A201,2
A12,12,A43,25,1,A201,2
A11,9,A43,22,1,A201,2
A11,24,A42,23,1,A201,2
A11,18,A40,23,1,A201,2
A11,12,A43,57,1,A201,2
A11,15,A44,24,1,A201,2
A11,24,A42,55,1,A201,2
A11,12,A40,36,1,A201,2
A11,15,A40,33,2,A201,2
A14,36,A40,25,1,A201,2
A11,24,A40,53,2,A201,2
A11,48,A40,42,1,A201,2
A14,9,A43,22,1,A201,2
A14,48,A41,24,1,A201,2
A11,18,A43,65,1,A201,2
A12,36,A40,42,1,A201,2
A12,45,A43,25,1,A201,2
A11,60,A49,63,1,A201,2
A14,18,A49,36,2,A201,2
A12,12,A43,23,1,A201,2
A14,18,A42,43,2,A201,2
A12,24,A43,22,1,A201,2
A12,18,A41,38,1,A201,2
A11,36,A42,41,2,A201,2
A14,12,A46,41,2,A201,2
A11,18,A42,44,1,A201,2
A12,21,A49,39,2,A201,2
A12,24,A42,34,1,A201,2
A12,6,A40,47,1,A201,2
A12,12,A43,52,1,A201,2
A11,12,A40,43,1,A201,2
A12,48,A46,50,1,A201,2
A11,12,A46,40,2,A201,2
A12,24,A410,29,1,A201,2
A14,21,A40,29,1,A201,2
A12,12,A40,25,1,A201,2
A11,24,A40,31,1,A201,2
A12,12,A43,22,1,A201,2
A11,36,A42,31,1,A201,2
A14,18,A42,22,1,A201,2
A11,18,A43,25,1,A201,2
