@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R4-5,9,12,14-18,20,24,26,30,34-35,37,39,41'

@attribute A4 numeric
@attribute A5 numeric
@attribute A9 numeric
@attribute A12 numeric
@attribute A14 numeric
@attribute A15 numeric
@attribute A16 numeric
@attribute A17 numeric
@attribute A18 numeric
@attribute A20 numeric
@attribute A24 numeric
@attribute A26 numeric
@attribute A30 numeric
@attribute A34 numeric
@attribute A35 numeric
@attribute A37 numeric
@attribute A39 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.962,-0.934,-0.928,-0.937,-0.903,-0.887,-0.933,-1.049,-0.954,-1.125,-0.818,-0.736,-1.117,-0.896,-0.832,-1.045,-0.914,4
-0.8,-0.769,-0.797,-0.815,-0.805,-0.757,-0.858,-0.971,-0.841,-1.051,-0.675,-0.62,-1.073,-0.727,-0.663,-0.894,-0.719,4
-0.923,-0.881,-0.895,-0.918,-0.881,-0.846,-0.906,-1.039,-0.92,-1.123,-0.883,-0.828,-1.199,-0.93,-0.863,-1.064,-0.938,4
-0.927,-0.881,-0.895,-0.832,-0.81,-0.742,-0.824,-0.981,-0.812,-0.997,-0.787,-0.658,-1.143,-0.91,-0.797,-1.065,-0.861,4
-0.925,-0.888,-0.901,-0.877,-0.842,-0.835,-0.893,-1.003,-0.9,-1.099,-0.789,-0.669,-1.147,-0.865,-0.748,-1.018,-0.807,4
-0.751,-0.687,-0.702,-0.729,-0.728,-0.651,-0.756,-0.9,-0.724,-0.904,-0.654,-0.573,-0.997,-0.746,-0.621,-0.922,-0.703,4
-0.941,-0.891,-0.888,-0.891,-0.859,-0.811,-0.865,-1.023,-0.875,-1.039,-0.816,-0.711,-1.142,-0.906,-0.787,-1.063,-0.876,4
-0.926,-0.863,-0.864,-0.871,-0.831,-0.741,-0.812,-0.994,-0.814,-0.987,-0.768,-0.587,-1.124,-0.882,-0.746,-1.04,-0.803,4
-0.918,-0.888,-0.883,-0.878,-0.854,-0.782,-0.825,-1.01,-0.855,-0.987,-0.801,-0.697,-1.058,-0.896,-0.828,-1.033,-0.903,4
-0.987,-0.929,-0.948,-0.909,-0.865,-0.765,-0.797,-1.019,-0.846,-0.984,-0.79,-0.668,-1.172,-0.927,-0.87,-1.074,-0.948,4
-0.898,-0.86,-0.892,-0.858,-0.831,-0.793,-0.866,-1.007,-0.867,-1.056,-0.845,-0.71,-1.109,-0.919,-0.81,-1.069,-0.881,4
-1.044,-1.004,-1.005,-0.939,-0.902,-0.833,-0.89,-1.061,-0.904,-1.078,-0.792,-0.617,-1.159,-0.915,-0.859,-1.07,-0.92,4
-0.819,-0.791,-0.811,-0.778,-0.77,-0.741,-0.845,-0.942,-0.809,-1.033,-0.747,-0.685,-1.167,-0.836,-0.759,-1.004,-0.842,4
-0.868,-0.807,-0.832,-0.83,-0.775,-0.728,-0.777,-0.935,-0.796,-0.953,-0.696,-0.557,-1.071,-0.811,-0.702,-0.962,-0.766,4
-0.835,-0.761,-0.792,-0.774,-0.759,-0.699,-0.79,-0.94,-0.775,-0.966,-0.693,-0.571,-1.127,-0.819,-0.743,-0.995,-0.834,4
-0.807,-0.755,-0.776,-0.778,-0.761,-0.733,-0.818,-0.933,-0.794,-0.997,-0.689,-0.555,-1.014,-0.773,-0.655,-0.931,-0.721,4
-0.952,-0.877,-0.903,-0.968,-0.923,-0.795,-0.832,-1.092,-0.89,-1.009,-0.931,-0.789,-1.167,-0.978,-0.873,-1.125,-0.92,4
-1.108,-1.053,-1.057,-1.033,-0.98,-0.884,-0.912,-1.134,-0.96,-1.107,-0.857,-0.651,-1.186,-0.944,-0.851,-1.103,-0.898,4
-0.808,-0.775,-0.774,-0.749,-0.738,-0.7,-0.809,-0.9,-0.763,-0.944,-0.715,-0.651,-1.118,-0.838,-0.782,-1.005,-0.886,4
-0.925,-0.904,-0.896,-0.857,-0.806,-0.707,-0.777,-0.975,-0.784,-0.925,-0.724,-0.555,-1.114,-0.861,-0.783,-1.019,-0.82,4
-0.838,-0.771,-0.791,-0.857,-0.832,-0.757,-0.823,-0.998,-0.831,-0.971,-0.772,-0.685,-1.067,-0.833,-0.704,-0.996,-0.771,4
-0.897,-0.855,-0.866,-0.837,-0.785,-0.645,-0.704,-0.959,-0.73,-0.846,-0.75,-0.546,-1.061,-0.891,-0.785,-1.039,-0.843,4
-0.816,-0.757,-0.76,-0.846,-0.814,-0.764,-0.826,-0.98,-0.839,-1.012,-0.756,-0.663,-1.077,-0.78,-0.675,-0.939,-0.736,4
-0.809,-0.77,-0.794,-0.794,-0.782,-0.759,-0.839,-0.959,-0.83,-1.046,-0.788,-0.716,-1.14,-0.843,-0.772,-1.006,-0.838,4
-0.832,-0.804,-0.843,-0.83,-0.822,-0.795,-0.894,-0.993,-0.875,-1.103,-0.799,-0.74,-1.14,-0.851,-0.73,-1.007,-0.804,4
-0.808,-0.813,-0.794,-0.827,-0.802,-0.776,-0.871,-0.957,-0.847,-1.052,-0.745,-0.662,-1.029,-0.778,-0.689,-0.945,-0.769,4
-0.757,-0.716,-0.721,-0.748,-0.743,-0.731,-0.823,-0.91,-0.791,-0.977,-0.664,-0.561,-1.097,-0.767,-0.66,-0.938,-0.733,4
-0.742,-0.77,-0.777,-0.751,-0.737,-0.74,-0.846,-0.898,-0.809,-1.027,-0.68,-0.635,-1.062,-0.747,-0.725,-0.928,-0.832,4
-0.839,-0.816,-0.852,-0.778,-0.782,-0.79,-0.878,-0.962,-0.861,-1.105,-0.746,-0.656,-1.112,-0.857,-0.741,-1.008,-0.816,4
-0.872,-0.829,-0.86,-0.854,-0.831,-0.799,-0.869,-0.991,-0.867,-1.071,-0.757,-0.682,-1.117,-0.791,-0.725,-0.945,-0.796,4
-0.798,-0.737,-0.756,-0.849,-0.826,-0.807,-0.903,-0.986,-0.876,-1.094,-0.786,-0.732,-1.141,-0.799,-0.745,-0.95,-0.791,4
-0.736,-0.693,-0.698,-0.77,-0.737,-0.625,-0.672,-0.903,-0.702,-0.811,-0.754,-0.629,-1.008,-0.803,-0.724,-0.96,-0.794,4
-0.822,-0.776,-0.792,-0.739,-0.728,-0.647,-0.757,-0.908,-0.728,-0.943,-0.619,-0.44,-1.108,-0.772,-0.669,-0.941,-0.748,4
-0.996,-0.935,-0.947,-0.93,-0.881,-0.801,-0.858,-1.048,-0.88,-1.048,-0.806,-0.601,-1.128,-0.936,-0.785,-1.086,-0.841,4
-1.028,-0.96,-0.964,-0.96,-0.919,-0.879,-0.944,-1.083,-0.949,-1.138,-0.861,-0.712,-1.19,-0.966,-0.858,-1.124,-0.918,4
-0.875,-0.819,-0.837,-0.84,-0.813,-0.748,-0.801,-0.978,-0.823,-0.977,-0.762,-0.659,-1.129,-0.847,-0.726,-1.008,-0.798,4
-0.733,-0.702,-0.712,-0.739,-0.738,-0.714,-0.82,-0.915,-0.787,-1.027,-0.737,-0.684,-1.174,-0.79,-0.702,-0.954,-0.767,4
-1.02,-0.927,-0.954,-0.966,-0.918,-0.837,-0.891,-1.087,-0.923,-1.088,-0.92,-0.763,-1.178,-1.026,-0.941,-1.152,-0.979,4
-0.815,-0.767,-0.792,-0.787,-0.769,-0.676,-0.753,-0.946,-0.757,-0.917,-0.727,-0.591,-1.08,-0.812,-0.746,-0.979,-0.813,4
-0.974,-0.935,-0.962,-0.86,-0.837,-0.777,-0.853,-1.004,-0.844,-1.016,-0.795,-0.642,-1.149,-0.941,-0.883,-1.09,-0.969,4
-0.99,-0.924,-0.948,-0.944,-0.895,-0.83,-0.877,-1.059,-0.901,-1.063,-0.95,-0.832,-1.193,-1.031,-0.943,-1.165,-0.997,4
-0.788,-0.744,-0.676,-0.9,-0.832,-0.676,-0.674,-0.992,-0.781,-0.775,-0.821,-0.592,-0.872,-0.923,-0.754,-1.075,-0.843,9
-0.233,-0.184,-0.137,-0.492,-0.441,-0.397,-0.442,-0.611,-0.493,-0.504,-0.437,-0.291,-0.65,-0.503,-0.357,-0.685,-0.448,9
-0.349,-0.363,-0.37,-0.465,-0.453,-0.348,-0.421,-0.652,-0.467,-0.502,-0.354,-0.213,-0.648,-0.532,-0.456,-0.688,-0.511,9
-0.287,-0.303,-0.262,-0.54,-0.46,-0.325,-0.39,-0.629,-0.423,-0.409,-0.399,-0.156,-0.69,-0.539,-0.416,-0.728,-0.48,9
