@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R1,3-7,9-10,15-16,20-21,23,25,28,30,36,38,41'

@attribute A1 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute A6 numeric
@attribute A7 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A15 numeric
@attribute A16 numeric
@attribute A20 numeric
@attribute A21 numeric
@attribute A23 numeric
@attribute A25 numeric
@attribute A28 numeric
@attribute A30 numeric
@attribute A36 numeric
@attribute A38 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-1.065,-0.745,-0.51,-0.429,-0.316,-0.659,-0.434,-0.761,-0.603,-0.712,-0.893,-1.065,-0.945,-0.571,-0.662,-1.034,-0.555,-0.534,2
-1.295,-0.824,-0.719,-0.561,-0.487,-0.888,-0.599,-0.874,-0.716,-0.73,-0.886,-1.295,-0.954,-0.641,-0.742,-0.958,-0.581,-0.619,2
-1.184,-0.894,-0.667,-0.577,-0.49,-0.798,-0.603,-0.957,-0.704,-0.749,-0.973,-1.184,-1.076,-0.773,-0.812,-1.076,-0.67,-0.689,2
-1.081,-0.854,-0.614,-0.572,-0.515,-0.753,-0.589,-0.902,-0.664,-0.725,-0.898,-1.081,-0.868,-0.68,-0.739,-0.925,-0.652,-0.678,2
-1.246,-0.874,-0.707,-0.587,-0.472,-0.853,-0.609,-0.92,-0.593,-0.607,-0.746,-1.246,-0.962,-0.638,-0.744,-1.025,-0.654,-0.69,2
-1.189,-0.97,-0.673,-0.616,-0.505,-0.806,-0.634,-0.985,-0.701,-0.752,-0.943,-1.189,-1.099,-0.798,-0.866,-1.059,-0.775,-0.77,2
-1.173,-0.824,-0.594,-0.493,-0.401,-0.742,-0.513,-0.829,-0.62,-0.68,-0.823,-1.173,-1.058,-0.786,-0.824,-1.069,-0.618,-0.644,2
-1.293,-0.902,-0.81,-0.663,-0.596,-0.966,-0.712,-1.008,-0.747,-0.788,-0.981,-1.293,-1.065,-0.803,-0.867,-1.102,-0.658,-0.725,2
-1.043,-0.839,-0.507,-0.456,-0.337,-0.647,-0.497,-0.923,-0.599,-0.671,-0.804,-1.043,-0.941,-0.642,-0.672,-0.944,-0.587,-0.554,2
-1.174,-0.727,-0.412,-0.332,-0.228,-0.616,-0.373,-0.76,-0.52,-0.58,-0.593,-1.174,-0.871,-0.551,-0.613,-0.929,-0.535,-0.467,2
-1.149,-0.747,-0.644,-0.5,-0.394,-0.783,-0.515,-0.788,-0.578,-0.606,-0.768,-1.149,-0.954,-0.683,-0.762,-0.947,-0.593,-0.63,2
-1.006,-0.837,-0.593,-0.558,-0.504,-0.704,-0.56,-0.845,-0.572,-0.61,-0.805,-1.006,-0.822,-0.516,-0.588,-0.869,-0.517,-0.53,2
-1.362,-0.883,-0.713,-0.563,-0.415,-0.899,-0.568,-0.931,-0.699,-0.738,-0.864,-1.362,-1.078,-0.832,-0.906,-1.085,-0.656,-0.736,2
-1.017,-0.566,-0.35,-0.255,-0.19,-0.511,-0.317,-0.626,-0.479,-0.518,-0.627,-1.017,-0.954,-0.673,-0.708,-0.904,-0.56,-0.499,2
-0.748,-0.483,-0.31,-0.258,-0.225,-0.459,-0.31,-0.572,-0.27,-0.307,-0.439,-0.748,-0.74,-0.503,-0.529,-0.745,-0.308,-0.441,2
-1.263,-0.847,-0.716,-0.582,-0.483,-0.875,-0.627,-0.932,-0.654,-0.66,-0.815,-1.263,-0.962,-0.664,-0.746,-0.986,-0.653,-0.689,2
-1.201,-0.788,-0.595,-0.489,-0.391,-0.753,-0.487,-0.765,-0.608,-0.671,-0.786,-1.201,-0.987,-0.597,-0.689,-0.969,-0.544,-0.53,2
-1.033,-0.768,-0.442,-0.425,-0.294,-0.638,-0.446,-0.83,-0.572,-0.644,-0.783,-1.033,-0.868,-0.512,-0.594,-0.863,-0.45,-0.462,2
-1.191,-0.705,-0.602,-0.472,-0.402,-0.791,-0.498,-0.771,-0.659,-0.708,-0.851,-1.191,-1.02,-0.781,-0.833,-1.015,-0.549,-0.624,2
-1.198,-0.94,-0.7,-0.617,-0.501,-0.834,-0.657,-1.003,-0.691,-0.743,-0.926,-1.198,-1.043,-0.726,-0.772,-1.05,-0.657,-0.647,2
-1.303,-0.631,-0.619,-0.411,-0.302,-0.814,-0.422,-0.665,-0.632,-0.656,-0.794,-1.303,-0.956,-0.644,-0.732,-0.944,-0.466,-0.508,2
-1.114,-0.954,-0.72,-0.664,-0.576,-0.825,-0.667,-0.954,-0.687,-0.769,-0.93,-1.114,-1.008,-0.683,-0.731,-1.019,-0.678,-0.753,2
-1.208,-0.659,-0.556,-0.398,-0.291,-0.745,-0.391,-0.653,-0.671,-0.701,-0.837,-1.208,-0.909,-0.584,-0.67,-0.866,-0.426,-0.44,2
-1.151,-0.796,-0.475,-0.423,-0.301,-0.635,-0.425,-0.812,-0.563,-0.6,-0.71,-1.151,-0.864,-0.493,-0.593,-0.883,-0.54,-0.481,2
-1.145,-0.58,-0.448,-0.29,-0.206,-0.644,-0.364,-0.684,-0.545,-0.595,-0.697,-1.145,-0.986,-0.643,-0.734,-0.965,-0.593,-0.558,2
-0.989,-0.627,-0.431,-0.39,-0.331,-0.575,-0.401,-0.689,-0.546,-0.604,-0.775,-0.989,-0.969,-0.684,-0.697,-0.846,-0.434,-0.474,2
-1.148,-0.778,-0.555,-0.448,-0.31,-0.74,-0.455,-0.824,-0.586,-0.598,-0.759,-1.148,-0.915,-0.624,-0.697,-0.947,-0.503,-0.536,2
-1.055,-0.833,-0.622,-0.553,-0.493,-0.749,-0.609,-0.941,-0.667,-0.754,-0.943,-1.055,-1.007,-0.781,-0.797,-1.026,-0.703,-0.736,2
-0.891,-0.653,-0.38,-0.326,-0.246,-0.506,-0.291,-0.586,-0.398,-0.466,-0.589,-0.891,-0.776,-0.418,-0.481,-0.81,-0.476,-0.436,2
-0.826,-0.781,-0.568,-0.586,-0.533,-0.675,-0.587,-0.796,-0.63,-0.692,-0.84,-0.826,-0.832,-0.575,-0.615,-0.859,-0.424,-0.517,2
-1.169,-0.892,-0.68,-0.622,-0.528,-0.826,-0.593,-0.867,-0.626,-0.617,-0.759,-1.169,-0.988,-0.721,-0.775,-0.948,-0.609,-0.69,2
-1.113,-0.902,-0.618,-0.564,-0.453,-0.757,-0.588,-0.956,-0.668,-0.716,-0.868,-1.113,-1.02,-0.683,-0.719,-1.006,-0.657,-0.615,2
-1.152,-0.821,-0.71,-0.6,-0.543,-0.833,-0.629,-0.904,-0.621,-0.648,-0.783,-1.152,-0.917,-0.671,-0.752,-0.997,-0.677,-0.735,2
-1.086,-0.575,-0.442,-0.311,-0.213,-0.629,-0.33,-0.592,-0.46,-0.511,-0.574,-1.086,-0.899,-0.616,-0.669,-0.821,-0.583,-0.559,2
-1.151,-0.617,-0.518,-0.382,-0.322,-0.695,-0.361,-0.621,-0.561,-0.607,-0.696,-1.151,-1.009,-0.741,-0.805,-1.032,-0.566,-0.569,2
-1.007,-0.867,-0.635,-0.625,-0.575,-0.74,-0.633,-0.908,-0.624,-0.652,-0.871,-1.007,-0.906,-0.616,-0.667,-0.935,-0.629,-0.663,2
-1.183,-0.733,-0.408,-0.336,-0.241,-0.601,-0.353,-0.745,-0.469,-0.56,-0.557,-1.183,-0.855,-0.524,-0.576,-0.882,-0.537,-0.449,2
-1.244,-0.93,-0.767,-0.665,-0.568,-0.902,-0.69,-0.967,-0.72,-0.747,-0.914,-1.244,-1.084,-0.782,-0.847,-1.029,-0.736,-0.787,2
-1.101,-0.744,-0.561,-0.436,-0.333,-0.695,-0.431,-0.736,-0.617,-0.665,-0.807,-1.101,-0.998,-0.742,-0.768,-0.96,-0.549,-0.561,2
-1.139,-0.667,-0.392,-0.339,-0.235,-0.568,-0.342,-0.718,-0.47,-0.535,-0.546,-1.139,-0.895,-0.517,-0.571,-0.882,-0.559,-0.466,2
-1.072,-0.563,-0.27,-0.174,-0.097,-0.482,-0.256,-0.689,-0.409,-0.486,-0.505,-1.072,-0.861,-0.636,-0.691,-0.858,-0.625,-0.518,3
-1.216,-0.601,-0.265,-0.171,-0.037,-0.499,-0.216,-0.766,-0.338,-0.545,-0.342,-1.216,-0.847,-0.628,-0.696,-0.875,-0.69,-0.645,3
-1.193,-0.453,-0.365,-0.204,-0.166,-0.603,-0.316,-0.646,-0.428,-0.558,-0.63,-1.193,-0.9,-0.744,-0.793,-0.893,-0.586,-0.613,3
-1.135,-0.53,-0.237,-0.1,0.027,-0.488,-0.169,-0.628,-0.259,-0.442,-0.308,-1.135,-0.825,-0.596,-0.656,-0.85,-0.583,-0.66,3
-1.208,-0.498,-0.41,-0.235,-0.157,-0.671,-0.343,-0.732,-0.452,-0.53,-0.6,-1.208,-0.927,-0.732,-0.784,-0.939,-0.57,-0.642,3
-1.206,-0.555,-0.379,-0.221,-0.148,-0.609,-0.329,-0.764,-0.399,-0.524,-0.5,-1.206,-0.849,-0.667,-0.725,-0.881,-0.677,-0.716,3
-1.176,-0.512,-0.263,-0.115,-0.025,-0.492,-0.172,-0.657,-0.29,-0.469,-0.304,-1.176,-0.866,-0.613,-0.696,-0.903,-0.623,-0.63,3
-1.254,-0.678,-0.432,-0.29,-0.218,-0.631,-0.357,-0.79,-0.489,-0.565,-0.636,-1.254,-0.946,-0.756,-0.827,-0.936,-0.673,-0.64,3
-1.307,-0.659,-0.468,-0.306,-0.182,-0.719,-0.397,-0.818,-0.559,-0.614,-0.706,-1.307,-1.068,-0.923,-0.971,-1.069,-0.691,-0.719,3
-0.993,-0.557,-0.272,-0.212,-0.087,-0.5,-0.262,-0.749,-0.236,-0.407,-0.363,-0.993,-0.643,-0.419,-0.461,-0.59,-0.495,-0.582,3
-1.277,-0.628,-0.475,-0.319,-0.162,-0.735,-0.348,-0.737,-0.548,-0.587,-0.677,-1.277,-1.001,-0.811,-0.867,-0.978,-0.601,-0.655,3
-1.232,-0.652,-0.347,-0.213,-0.132,-0.59,-0.379,-0.91,-0.406,-0.593,-0.558,-1.232,-0.941,-0.754,-0.816,-0.97,-0.663,-0.708,3
-1.142,-0.619,-0.371,-0.25,-0.079,-0.57,-0.309,-0.83,-0.35,-0.487,-0.358,-1.142,-0.794,-0.556,-0.617,-0.824,-0.662,-0.673,3
-1.16,-0.528,-0.405,-0.274,-0.155,-0.643,-0.325,-0.655,-0.474,-0.595,-0.531,-1.16,-0.865,-0.579,-0.643,-0.835,-0.562,-0.669,3
-1.005,-0.429,-0.23,-0.107,-0.105,-0.467,-0.226,-0.661,-0.316,-0.458,-0.452,-1.005,-0.713,-0.509,-0.572,-0.724,-0.584,-0.559,3
-1.234,-0.52,-0.504,-0.281,-0.2,-0.708,-0.362,-0.655,-0.438,-0.512,-0.586,-1.234,-0.887,-0.682,-0.755,-0.864,-0.565,-0.655,3
-1.262,-0.625,-0.365,-0.203,-0.131,-0.584,-0.314,-0.8,-0.387,-0.524,-0.434,-1.262,-0.953,-0.719,-0.794,-0.959,-0.689,-0.688,3
-1.194,-0.49,-0.326,-0.152,-0.061,-0.601,-0.285,-0.754,-0.376,-0.488,-0.528,-1.194,-0.863,-0.63,-0.71,-0.88,-0.637,-0.628,3
-1.144,-0.543,-0.28,-0.18,-0.057,-0.491,-0.235,-0.726,-0.34,-0.454,-0.381,-1.144,-0.763,-0.557,-0.63,-0.773,-0.577,-0.569,3
-1.368,-0.718,-0.665,-0.461,-0.372,-0.895,-0.533,-0.865,-0.682,-0.7,-0.862,-1.368,-1.131,-0.998,-1.043,-1.104,-0.785,-0.902,3
-1.187,-0.493,-0.403,-0.253,-0.182,-0.644,-0.357,-0.703,-0.454,-0.567,-0.586,-1.187,-0.788,-0.581,-0.65,-0.832,-0.597,-0.634,3
-1.178,-0.544,-0.262,-0.167,-0.017,-0.556,-0.279,-0.809,-0.38,-0.477,-0.386,-1.178,-0.866,-0.651,-0.717,-0.845,-0.693,-0.687,3
-1.172,-0.595,-0.44,-0.306,-0.218,-0.643,-0.358,-0.746,-0.448,-0.516,-0.596,-1.172,-0.874,-0.661,-0.724,-0.892,-0.649,-0.646,3
-1.176,-0.516,-0.285,-0.113,-0.037,-0.544,-0.243,-0.743,-0.303,-0.476,-0.41,-1.176,-0.806,-0.577,-0.665,-0.865,-0.631,-0.643,3
-1.261,-0.59,-0.364,-0.183,-0.088,-0.631,-0.329,-0.863,-0.377,-0.531,-0.541,-1.261,-0.934,-0.733,-0.806,-0.957,-0.683,-0.707,3
-1.317,-0.673,-0.555,-0.365,-0.244,-0.794,-0.43,-0.805,-0.547,-0.599,-0.699,-1.317,-1.008,-0.816,-0.878,-0.996,-0.644,-0.739,3
-1.21,-0.575,-0.442,-0.259,-0.202,-0.655,-0.382,-0.75,-0.445,-0.555,-0.554,-1.21,-0.805,-0.612,-0.678,-0.849,-0.666,-0.722,3
-1.085,-0.547,-0.373,-0.263,-0.147,-0.605,-0.337,-0.74,-0.413,-0.518,-0.53,-1.085,-0.7,-0.498,-0.574,-0.75,-0.603,-0.64,3
-1.216,-0.551,-0.354,-0.18,-0.104,-0.579,-0.282,-0.775,-0.334,-0.488,-0.412,-1.216,-0.876,-0.655,-0.738,-0.914,-0.693,-0.673,3
-1.127,-0.585,-0.313,-0.179,-0.091,-0.496,-0.244,-0.649,-0.453,-0.497,-0.546,-1.127,-0.925,-0.714,-0.768,-0.924,-0.641,-0.539,3
-1.372,-0.792,-0.654,-0.477,-0.351,-0.882,-0.566,-0.95,-0.581,-0.657,-0.779,-1.372,-1.033,-0.881,-0.95,-1.069,-0.771,-0.861,3
-1.277,-0.677,-0.535,-0.411,-0.254,-0.781,-0.413,-0.793,-0.571,-0.625,-0.727,-1.277,-0.948,-0.768,-0.833,-0.945,-0.678,-0.719,3
-1.074,-0.423,-0.336,-0.127,-0.093,-0.551,-0.251,-0.654,-0.331,-0.493,-0.482,-1.074,-0.748,-0.56,-0.618,-0.741,-0.525,-0.576,3
-1.224,-0.428,-0.343,-0.145,-0.12,-0.59,-0.223,-0.587,-0.336,-0.473,-0.376,-1.224,-0.88,-0.675,-0.746,-0.909,-0.586,-0.6,3
-1.181,-0.585,-0.321,-0.189,-0.137,-0.566,-0.33,-0.809,-0.399,-0.614,-0.491,-1.181,-0.815,-0.63,-0.702,-0.901,-0.695,-0.728,3
-1.272,-0.635,-0.63,-0.42,-0.336,-0.842,-0.504,-0.775,-0.528,-0.566,-0.683,-1.272,-0.976,-0.795,-0.855,-0.977,-0.695,-0.784,3
-1.15,-0.48,-0.218,-0.112,-0.066,-0.486,-0.219,-0.682,-0.265,-0.447,-0.245,-1.15,-0.766,-0.499,-0.572,-0.77,-0.562,-0.547,3
-1.261,-0.592,-0.369,-0.217,-0.12,-0.605,-0.271,-0.708,-0.442,-0.547,-0.572,-1.261,-0.938,-0.757,-0.83,-0.955,-0.642,-0.6,3
-1.207,-0.645,-0.502,-0.34,-0.274,-0.711,-0.433,-0.789,-0.526,-0.585,-0.688,-1.207,-0.964,-0.767,-0.817,-0.949,-0.694,-0.768,3
-1.313,-0.703,-0.584,-0.378,-0.236,-0.822,-0.436,-0.81,-0.633,-0.657,-0.801,-1.313,-1.06,-0.92,-0.973,-1.079,-0.711,-0.801,3
-1.219,-0.524,-0.389,-0.192,-0.089,-0.651,-0.311,-0.724,-0.467,-0.556,-0.631,-1.219,-0.878,-0.686,-0.764,-0.905,-0.562,-0.578,3
-1.21,-0.559,-0.441,-0.272,-0.182,-0.687,-0.361,-0.717,-0.435,-0.557,-0.534,-1.21,-0.91,-0.689,-0.747,-0.892,-0.672,-0.729,3
-1.264,-0.692,-0.603,-0.426,-0.328,-0.834,-0.485,-0.796,-0.577,-0.627,-0.743,-1.264,-1.04,-0.898,-0.944,-1.043,-0.754,-0.842,3
-1.194,-0.64,-0.333,-0.251,-0.102,-0.603,-0.316,-0.767,-0.437,-0.566,-0.52,-1.194,-0.86,-0.681,-0.748,-0.865,-0.614,-0.706,3
-1.06,-0.478,-0.356,-0.203,-0.182,-0.574,-0.297,-0.692,-0.391,-0.509,-0.563,-1.06,-0.788,-0.595,-0.652,-0.81,-0.622,-0.622,3
-1.116,-0.419,-0.235,-0.089,0.02,-0.521,-0.175,-0.646,-0.295,-0.374,-0.459,-1.116,-0.836,-0.652,-0.708,-0.829,-0.523,-0.536,3
-1.178,-0.593,-0.453,-0.315,-0.178,-0.669,-0.351,-0.708,-0.536,-0.578,-0.683,-1.178,-0.862,-0.639,-0.691,-0.813,-0.559,-0.542,3
-1.254,-0.653,-0.569,-0.394,-0.277,-0.79,-0.466,-0.747,-0.635,-0.688,-0.792,-1.254,-0.969,-0.785,-0.847,-0.946,-0.653,-0.713,3
-1.323,-0.679,-0.541,-0.371,-0.266,-0.762,-0.452,-0.835,-0.637,-0.685,-0.815,-1.323,-1.093,-0.964,-1.01,-1.109,-0.722,-0.778,3
-1.116,-0.514,-0.319,-0.201,-0.144,-0.541,-0.261,-0.681,-0.401,-0.487,-0.53,-1.116,-0.785,-0.593,-0.645,-0.769,-0.566,-0.541,3
-1.258,-1.097,-0.842,-0.794,-0.678,-0.955,-0.789,-1.111,-0.767,-0.825,-1.001,-1.258,-1.148,-0.809,-0.835,-1.134,-0.796,-0.846,4
-1.101,-0.95,-0.765,-0.726,-0.681,-0.854,-0.733,-0.953,-0.678,-0.774,-0.954,-1.101,-1.036,-0.695,-0.714,-1.052,-0.724,-0.756,4
-1.164,-1.063,-0.843,-0.823,-0.783,-0.918,-0.819,-1.046,-0.668,-0.741,-0.904,-1.164,-1.047,-0.656,-0.697,-1.093,-0.79,-0.801,4
-1.286,-1.144,-1.043,-0.995,-0.964,-1.107,-0.999,-1.163,-0.852,-0.915,-1.115,-1.286,-1.155,-0.759,-0.801,-1.162,-0.904,-0.926,4
-0.986,-1.028,-0.758,-0.807,-0.812,-0.821,-0.808,-1.033,-0.714,-0.798,-0.989,-0.986,-0.981,-0.611,-0.604,-1.012,-0.766,-0.713,4
-1.209,-1.042,-0.893,-0.838,-0.809,-0.982,-0.865,-1.101,-0.801,-0.869,-1.084,-1.209,-1.076,-0.707,-0.734,-1.116,-0.699,-0.773,4
-1.15,-1.005,-0.794,-0.755,-0.691,-0.874,-0.75,-0.989,-0.724,-0.798,-0.979,-1.15,-1.057,-0.722,-0.748,-1.11,-0.798,-0.805,4
-1.31,-1.137,-0.967,-0.905,-0.84,-1.058,-0.914,-1.15,-0.831,-0.903,-1.065,-1.31,-1.155,-0.793,-0.819,-1.168,-0.823,-0.892,4
-1.288,-1.123,-1.005,-0.948,-0.909,-1.088,-0.967,-1.177,-0.885,-0.923,-1.1,-1.288,-1.181,-0.854,-0.866,-1.169,-0.932,-0.977,4
-1.23,-1.062,-0.892,-0.842,-0.801,-0.981,-0.86,-1.093,-0.854,-0.922,-1.106,-1.23,-1.165,-0.831,-0.836,-1.139,-0.803,-0.847,4
-1.119,-0.912,-0.672,-0.603,-0.491,-0.796,-0.604,-0.925,-0.638,-0.713,-0.891,-1.119,-1.071,-0.732,-0.726,-1.025,-0.636,-0.692,4
-1.193,-1.072,-0.882,-0.845,-0.802,-0.966,-0.852,-1.077,-0.846,-0.918,-1.094,-1.193,-1.207,-0.79,-0.779,-1.14,-0.78,-0.811,4
-1.096,-0.962,-0.761,-0.72,-0.682,-0.867,-0.762,-1.056,-0.705,-0.78,-0.966,-1.096,-0.999,-0.646,-0.673,-1.038,-0.672,-0.702,4
-1.181,-1.019,-0.847,-0.795,-0.749,-0.932,-0.799,-1.036,-0.728,-0.807,-1,-1.181,-1.063,-0.745,-0.771,-1.108,-0.828,-0.873,4
-1.157,-1.038,-0.894,-0.861,-0.833,-0.98,-0.876,-1.068,-0.801,-0.87,-1.064,-1.157,-1.074,-0.735,-0.754,-1.098,-0.8,-0.844,4
-1.244,-1.087,-0.912,-0.857,-0.782,-0.995,-0.85,-1.06,-0.842,-0.893,-1.099,-1.244,-1.144,-0.829,-0.839,-1.122,-0.79,-0.848,4
-1.291,-1.107,-0.975,-0.909,-0.862,-1.077,-0.934,-1.17,-0.852,-0.923,-1.097,-1.291,-1.137,-0.81,-0.833,-1.144,-0.887,-0.928,4
-1.164,-0.986,-0.796,-0.736,-0.675,-0.906,-0.763,-1.047,-0.76,-0.846,-1.007,-1.164,-1.086,-0.705,-0.717,-1.07,-0.738,-0.771,4
-1.278,-1.124,-1.018,-0.96,-0.91,-1.084,-0.959,-1.125,-0.834,-0.871,-1.06,-1.278,-1.164,-0.809,-0.841,-1.182,-0.94,-0.966,4
-1.267,-1.111,-0.927,-0.886,-0.833,-1.026,-0.911,-1.171,-0.79,-0.842,-1.017,-1.267,-1.079,-0.713,-0.764,-1.09,-0.806,-0.845,4
-1.057,-0.996,-0.741,-0.741,-0.687,-0.816,-0.726,-0.976,-0.757,-0.855,-1.062,-1.057,-1.064,-0.726,-0.722,-1.093,-0.808,-0.765,4
-1.244,-1.076,-0.947,-0.89,-0.853,-1.032,-0.898,-1.089,-0.768,-0.849,-1.025,-1.244,-1.069,-0.701,-0.738,-1.058,-0.832,-0.903,4
-1.23,-1.062,-0.892,-0.842,-0.801,-0.981,-0.86,-1.093,-0.854,-0.922,-1.106,-1.23,-1.165,-0.831,-0.836,-1.139,-0.803,-0.847,4
-1.401,-1.201,-1.051,-0.978,-0.906,-1.152,-0.991,-1.226,-0.83,-0.869,-1.055,-1.401,-1.187,-0.868,-0.919,-1.176,-0.968,-1.043,4
-1.171,-1.04,-0.804,-0.77,-0.687,-0.89,-0.754,-1.022,-0.661,-0.749,-0.921,-1.171,-1.025,-0.647,-0.699,-1.077,-0.721,-0.759,4
-1.311,-1.125,-1.016,-0.95,-0.913,-1.101,-0.972,-1.175,-0.845,-0.907,-1.099,-1.311,-1.177,-0.827,-0.85,-1.138,-0.919,-0.963,4
-1.243,-1.073,-0.912,-0.854,-0.793,-1.004,-0.866,-1.098,-0.79,-0.846,-1.011,-1.243,-1.114,-0.772,-0.794,-1.106,-0.791,-0.847,4
-1.161,-1.02,-0.813,-0.778,-0.72,-0.91,-0.793,-1.052,-0.706,-0.779,-0.959,-1.161,-1.027,-0.646,-0.668,-1.026,-0.727,-0.736,4
-1.282,-1.153,-0.955,-0.924,-0.88,-1.046,-0.926,-1.153,-0.817,-0.884,-1.054,-1.282,-1.11,-0.746,-0.775,-1.108,-0.807,-0.857,4
-1.121,-1.015,-0.785,-0.765,-0.709,-0.877,-0.765,-1.002,-0.695,-0.776,-0.924,-1.121,-1.097,-0.648,-0.661,-1.091,-0.766,-0.758,4
-1.14,-1,-0.768,-0.739,-0.668,-0.871,-0.743,-1.01,-0.677,-0.74,-0.903,-1.14,-1.032,-0.745,-0.767,-1.051,-0.848,-0.869,4
-1.3,-1.141,-1.02,-0.972,-0.956,-1.114,-1.005,-1.219,-0.812,-0.894,-1.05,-1.3,-1.231,-0.834,-0.856,-1.185,-0.996,-1.012,4
-1.085,-0.848,-0.619,-0.537,-0.45,-0.755,-0.566,-0.897,-0.563,-0.672,-0.813,-1.085,-1.009,-0.66,-0.681,-1.02,-0.669,-0.705,4
-1.308,-1.163,-0.959,-0.924,-0.87,-1.049,-0.928,-1.183,-0.768,-0.857,-1.007,-1.308,-1.149,-0.736,-0.781,-1.113,-0.815,-0.875,4
-1.092,-0.942,-0.723,-0.698,-0.672,-0.831,-0.709,-0.97,-0.745,-0.844,-0.995,-1.092,-1.077,-0.712,-0.722,-1.051,-0.781,-0.763,4
-1.221,-1.104,-0.892,-0.869,-0.832,-0.979,-0.871,-1.111,-0.791,-0.889,-1.038,-1.221,-1.092,-0.706,-0.731,-1.064,-0.786,-0.813,4
-1.244,-1.031,-0.867,-0.798,-0.736,-0.974,-0.799,-1.035,-0.692,-0.796,-0.93,-1.244,-1.078,-0.699,-0.761,-1.118,-0.874,-0.895,4
-1.315,-1.1,-1.028,-0.942,-0.898,-1.114,-0.954,-1.133,-0.804,-0.854,-1.043,-1.315,-1.144,-0.755,-0.805,-1.175,-0.871,-0.933,4
-1.253,-1.134,-0.909,-0.89,-0.845,-1.004,-0.892,-1.137,-0.747,-0.83,-0.984,-1.253,-1.088,-0.696,-0.736,-1.085,-0.786,-0.835,4
-1.291,-1.13,-0.932,-0.881,-0.798,-1.045,-0.887,-1.135,-0.729,-0.795,-0.943,-1.291,-1.157,-0.755,-0.792,-1.109,-0.932,-0.983,4
-1.337,-1.153,-0.939,-0.886,-0.817,-1.053,-0.902,-1.172,-0.862,-0.905,-1.066,-1.337,-1.154,-0.848,-0.886,-1.139,-0.849,-0.887,4
-1.064,-0.997,-0.726,-0.734,-0.69,-0.82,-0.735,-1.013,-0.716,-0.792,-0.979,-1.064,-1.047,-0.666,-0.678,-1.045,-0.703,-0.715,4
-1.205,-1.016,-0.821,-0.765,-0.707,-0.929,-0.77,-1.034,-0.676,-0.771,-0.914,-1.205,-1.096,-0.679,-0.717,-1.078,-0.757,-0.791,4
-1.209,-1.052,-0.823,-0.783,-0.722,-0.931,-0.796,-1.084,-0.668,-0.759,-0.887,-1.209,-1.016,-0.62,-0.672,-1.02,-0.733,-0.77,4
-1.104,-1.011,-0.718,-0.708,-0.641,-0.816,-0.712,-1.004,-0.77,-0.861,-1.047,-1.104,-1.079,-0.729,-0.721,-1.042,-0.783,-0.766,4
