@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R3,5-6,11,16,20-21,23,26,29-30,33-34,36-37,40-41'

@attribute A3 numeric
@attribute A5 numeric
@attribute A6 numeric
@attribute A11 numeric
@attribute A16 numeric
@attribute A20 numeric
@attribute A21 numeric
@attribute A23 numeric
@attribute A26 numeric
@attribute A29 numeric
@attribute A30 numeric
@attribute A33 numeric
@attribute A34 numeric
@attribute A36 numeric
@attribute A37 numeric
@attribute A40 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.833,-0.507,-0.406,-1.058,-0.644,-0.811,-1.058,-0.981,-0.542,-0.657,-0.957,-0.566,-0.641,-0.568,-0.804,-0.657,2
-1.022,-0.766,-0.68,-1.322,-0.897,-1.095,-1.322,-1.106,-0.752,-0.859,-1.118,-0.777,-0.844,-0.71,-1.01,-0.834,2
-0.793,-0.492,-0.404,-1.087,-0.689,-0.85,-1.087,-1.062,-0.603,-0.713,-1.014,-0.553,-0.673,-0.555,-0.831,-0.654,2
-0.82,-0.476,-0.386,-1.151,-0.601,-0.706,-1.151,-1.036,-0.682,-0.768,-1.023,-0.582,-0.726,-0.599,-0.887,-0.665,2
-0.817,-0.537,-0.479,-1.066,-0.815,-1.001,-1.066,-1.03,-0.627,-0.725,-1.044,-0.451,-0.603,-0.503,-0.781,-0.584,2
-0.814,-0.523,-0.461,-1.13,-0.786,-0.951,-1.13,-1.08,-0.633,-0.75,-1.094,-0.58,-0.644,-0.576,-0.812,-0.656,2
-0.834,-0.528,-0.394,-1.171,-0.65,-0.737,-1.171,-1.062,-0.543,-0.667,-0.955,-0.568,-0.727,-0.608,-0.89,-0.67,2
-0.574,-0.298,-0.232,-0.867,-0.461,-0.503,-0.867,-0.802,-0.368,-0.501,-0.794,-0.311,-0.522,-0.456,-0.698,-0.478,2
-0.683,-0.43,-0.363,-1.132,-0.616,-0.733,-1.132,-0.9,-0.483,-0.574,-0.86,-0.502,-0.641,-0.563,-0.814,-0.646,2
-0.719,-0.416,-0.36,-1.014,-0.567,-0.685,-1.014,-1.012,-0.512,-0.622,-0.926,-0.539,-0.599,-0.586,-0.741,-0.613,2
-0.762,-0.461,-0.35,-1.098,-0.576,-0.739,-1.098,-0.899,-0.551,-0.628,-0.908,-0.558,-0.631,-0.612,-0.793,-0.66,2
-0.664,-0.406,-0.35,-0.991,-0.604,-0.752,-0.991,-0.954,-0.492,-0.617,-0.9,-0.513,-0.583,-0.529,-0.754,-0.619,2
-0.822,-0.491,-0.393,-1.184,-0.682,-0.818,-1.184,-1.046,-0.654,-0.783,-1.078,-0.729,-0.724,-0.675,-0.879,-0.807,2
-0.56,-0.325,-0.258,-0.998,-0.536,-0.66,-0.998,-0.839,-0.464,-0.54,-0.814,-0.39,-0.529,-0.484,-0.7,-0.549,2
-0.675,-0.414,-0.271,-1.048,-0.472,-0.529,-1.048,-0.875,-0.525,-0.659,-0.907,-0.511,-0.741,-0.585,-0.923,-0.694,2
-0.636,-0.4,-0.279,-1.265,-0.648,-0.79,-1.265,-0.944,-0.472,-0.613,-0.936,-0.34,-0.675,-0.437,-0.835,-0.398,2
-0.774,-0.417,-0.26,-1.139,-0.606,-0.736,-1.139,-0.983,-0.616,-0.709,-0.99,-0.504,-0.674,-0.52,-0.841,-0.551,2
-0.468,-0.265,-0.184,-1.199,-0.61,-0.717,-1.199,-0.895,-0.44,-0.57,-0.894,-0.273,-0.589,-0.408,-0.746,-0.325,2
-0.492,-0.223,-0.151,-0.901,-0.449,-0.551,-0.901,-0.791,-0.354,-0.476,-0.783,-0.292,-0.475,-0.338,-0.655,-0.4,2
-0.648,-0.326,-0.227,-0.821,-0.49,-0.636,-0.821,-0.749,-0.494,-0.593,-0.865,-0.514,-0.508,-0.592,-0.708,-0.749,2
-0.88,-0.613,-0.528,-1.224,-0.708,-0.893,-1.224,-1.085,-0.646,-0.759,-1.08,-0.699,-0.766,-0.662,-0.928,-0.78,2
-0.905,-0.628,-0.561,-1.141,-0.751,-0.937,-1.141,-0.951,-0.588,-0.696,-0.969,-0.707,-0.701,-0.665,-0.862,-0.794,2
-0.81,-0.43,-0.324,-1.124,-0.554,-0.633,-1.124,-0.821,-0.328,-0.479,-0.848,-0.413,-0.586,-0.507,-0.749,-0.524,2
-0.811,-0.501,-0.434,-1.141,-0.619,-0.783,-1.141,-0.814,-0.33,-0.494,-0.854,-0.45,-0.598,-0.479,-0.762,-0.526,2
-0.835,-0.542,-0.433,-1.101,-0.733,-0.917,-1.101,-0.98,-0.508,-0.651,-1.004,-0.588,-0.661,-0.552,-0.835,-0.707,2
-0.929,-0.611,-0.487,-1.307,-0.748,-0.917,-1.307,-1.168,-0.793,-0.904,-1.175,-0.837,-0.859,-0.736,-1.016,-0.86,2
-0.785,-0.41,-0.325,-1.119,-0.64,-0.755,-1.119,-0.983,-0.536,-0.641,-0.964,-0.488,-0.625,-0.527,-0.771,-0.505,2
-0.934,-0.606,-0.509,-1.114,-0.735,-0.9,-1.114,-0.947,-0.533,-0.642,-0.968,-0.638,-0.648,-0.644,-0.814,-0.725,2
-0.639,-0.381,-0.311,-1.194,-0.574,-0.672,-1.194,-0.94,-0.465,-0.581,-0.87,-0.519,-0.661,-0.477,-0.819,-0.558,2
-0.53,-0.294,-0.224,-1.015,-0.49,-0.617,-1.015,-0.787,-0.382,-0.518,-0.821,-0.299,-0.514,-0.335,-0.703,-0.413,2
-0.503,-0.256,-0.138,-1.226,-0.533,-0.611,-1.226,-0.853,-0.592,-0.689,-0.88,-0.633,-0.791,-0.632,-0.958,-0.725,3
-0.595,-0.275,-0.205,-1.299,-0.571,-0.659,-1.299,-0.98,-0.767,-0.848,-0.99,-0.814,-0.849,-0.731,-0.994,-0.813,3
-0.713,-0.449,-0.345,-1.289,-0.719,-0.85,-1.289,-0.944,-0.69,-0.777,-0.931,-0.727,-0.849,-0.727,-0.996,-0.791,3
-0.7,-0.389,-0.259,-1.264,-0.567,-0.665,-1.264,-0.983,-0.706,-0.803,-1.003,-0.735,-0.838,-0.72,-1.013,-0.828,3
-0.381,-0.075,-0.095,-1.149,-0.451,-0.306,-1.149,-0.771,-0.516,-0.596,-0.833,-0.537,-0.713,-0.535,-0.873,-0.573,3
-0.573,-0.283,-0.177,-1.108,-0.508,-0.477,-1.108,-0.796,-0.448,-0.538,-0.799,-0.786,-0.724,-0.71,-0.89,-0.826,3
-0.663,-0.221,-0.16,-1.284,-0.597,-0.574,-1.284,-1.032,-0.803,-0.879,-1.065,-0.748,-0.812,-0.692,-0.993,-0.784,3
-0.422,-0.116,-0.131,-1.133,-0.47,-0.316,-1.133,-0.761,-0.491,-0.573,-0.81,-0.548,-0.707,-0.545,-0.865,-0.589,3
-0.442,-0.132,-0.063,-1.124,-0.46,-0.524,-1.124,-0.747,-0.468,-0.543,-0.726,-0.506,-0.596,-0.526,-0.731,-0.489,3
-0.613,-0.323,-0.205,-1.197,-0.593,-0.716,-1.197,-0.887,-0.636,-0.714,-0.897,-0.631,-0.717,-0.626,-0.87,-0.659,3
-0.45,-0.173,-0.15,-1.248,-0.48,-0.371,-1.248,-0.899,-0.608,-0.701,-0.927,-0.594,-0.738,-0.598,-0.894,-0.646,3
-0.429,-0.137,-0.002,-1.067,-0.455,-0.499,-1.067,-0.739,-0.459,-0.535,-0.786,-0.493,-0.608,-0.478,-0.76,-0.547,3
-0.497,-0.193,-0.09,-1.083,-0.426,-0.496,-1.083,-0.804,-0.547,-0.625,-0.814,-0.536,-0.652,-0.526,-0.806,-0.586,3
-0.534,-0.148,-0.087,-1.253,-0.466,-0.354,-1.253,-0.902,-0.557,-0.672,-0.928,-0.759,-0.755,-0.701,-0.904,-0.748,3
-0.501,-0.201,-0.05,-1.046,-0.398,-0.351,-1.046,-0.765,-0.405,-0.487,-0.754,-0.561,-0.656,-0.566,-0.823,-0.633,3
-0.637,-0.208,-0.138,-1.181,-0.602,-0.47,-1.181,-0.811,-0.538,-0.619,-0.861,-0.705,-0.749,-0.68,-0.909,-0.752,3
-0.583,-0.182,-0.106,-1.233,-0.496,-0.372,-1.233,-0.908,-0.541,-0.649,-0.907,-0.668,-0.731,-0.658,-0.892,-0.692,3
-0.747,-0.381,-0.233,-1.206,-0.621,-0.691,-1.206,-0.817,-0.551,-0.641,-0.839,-0.767,-0.762,-0.713,-0.92,-0.796,3
-0.484,-0.185,-0.157,-1.037,-0.512,-0.554,-1.037,-0.733,-0.469,-0.574,-0.776,-0.642,-0.628,-0.606,-0.783,-0.655,3
-0.629,-0.323,-0.155,-1.189,-0.541,-0.654,-1.189,-0.947,-0.709,-0.784,-0.967,-0.628,-0.759,-0.632,-0.931,-0.712,3
-0.554,-0.291,-0.192,-1.137,-0.554,-0.644,-1.137,-0.822,-0.522,-0.604,-0.837,-0.672,-0.695,-0.605,-0.849,-0.686,3
-0.434,-0.212,-0.13,-1.19,-0.553,-0.664,-1.19,-0.879,-0.586,-0.672,-0.854,-0.457,-0.66,-0.514,-0.793,-0.496,3
-0.575,-0.267,-0.159,-1.193,-0.539,-0.592,-1.193,-0.861,-0.585,-0.674,-0.849,-0.632,-0.672,-0.628,-0.825,-0.618,3
-0.509,-0.234,-0.137,-1.152,-0.525,-0.606,-1.152,-0.892,-0.623,-0.693,-0.868,-0.638,-0.733,-0.601,-0.88,-0.669,3
-0.619,-0.379,-0.273,-1.235,-0.59,-0.708,-1.235,-0.858,-0.631,-0.71,-0.873,-0.675,-0.789,-0.632,-0.934,-0.704,3
-0.568,-0.196,-0.125,-1.148,-0.485,-0.48,-1.148,-0.831,-0.509,-0.61,-0.822,-0.577,-0.695,-0.564,-0.854,-0.658,3
-0.742,-0.424,-0.304,-1.248,-0.653,-0.72,-1.248,-0.916,-0.66,-0.763,-0.989,-0.798,-0.814,-0.732,-0.966,-0.825,3
-0.414,-0.049,-0.001,-1.089,-0.424,-0.224,-1.089,-0.744,-0.495,-0.573,-0.806,-0.569,-0.671,-0.559,-0.836,-0.62,3
-0.618,-0.351,-0.28,-1.185,-0.573,-0.646,-1.185,-0.872,-0.584,-0.673,-0.879,-0.769,-0.803,-0.687,-0.952,-0.794,3
-0.706,-0.369,-0.247,-1.212,-0.654,-0.696,-1.212,-0.803,-0.581,-0.672,-0.86,-0.75,-0.775,-0.686,-0.927,-0.773,3
-0.808,-0.446,-0.263,-1.233,-0.639,-0.694,-1.233,-0.879,-0.586,-0.679,-0.888,-0.783,-0.804,-0.701,-0.967,-0.813,3
-0.563,-0.245,-0.127,-1.232,-0.536,-0.512,-1.232,-0.893,-0.598,-0.689,-0.901,-0.703,-0.766,-0.635,-0.934,-0.717,3
-0.655,-0.397,-0.318,-1.23,-0.622,-0.76,-1.23,-0.932,-0.643,-0.732,-0.907,-0.731,-0.779,-0.67,-0.934,-0.758,3
-0.607,-0.244,-0.186,-1.208,-0.538,-0.485,-1.208,-0.975,-0.736,-0.795,-0.976,-0.791,-0.836,-0.701,-1.011,-0.853,3
-0.429,-0.127,-0.11,-1.134,-0.449,-0.302,-1.134,-0.747,-0.373,-0.466,-0.725,-0.628,-0.652,-0.622,-0.799,-0.666,3
-0.329,-0.093,-0.075,-1.205,-0.47,-0.304,-1.205,-0.858,-0.535,-0.633,-0.885,-0.463,-0.684,-0.5,-0.832,-0.481,3
-0.511,-0.107,-0.029,-1.184,-0.499,-0.43,-1.184,-0.727,-0.401,-0.52,-0.787,-0.645,-0.673,-0.616,-0.825,-0.663,3
-0.688,-0.376,-0.235,-1.183,-0.566,-0.617,-1.183,-0.888,-0.586,-0.658,-0.865,-0.644,-0.789,-0.63,-0.964,-0.751,3
-0.578,-0.255,-0.168,-1.23,-0.548,-0.593,-1.23,-0.881,-0.586,-0.693,-0.89,-0.58,-0.693,-0.613,-0.831,-0.574,3
-0.559,-0.162,-0.031,-1.104,-0.465,-0.218,-1.104,-0.802,-0.401,-0.517,-0.828,-0.638,-0.662,-0.621,-0.813,-0.63,3
-0.44,-0.123,-0.068,-1.209,-0.501,-0.548,-1.209,-0.927,-0.689,-0.765,-0.956,-0.48,-0.683,-0.515,-0.835,-0.523,3
-0.61,-0.323,-0.203,-1.193,-0.518,-0.627,-1.193,-0.915,-0.615,-0.699,-0.906,-0.676,-0.75,-0.625,-0.915,-0.73,3
-0.367,-0.127,-0.058,-1.015,-0.385,-0.354,-1.015,-0.685,-0.322,-0.413,-0.686,-0.538,-0.574,-0.518,-0.723,-0.542,3
-0.572,-0.258,-0.168,-1.202,-0.599,-0.618,-1.202,-0.891,-0.587,-0.678,-0.868,-0.678,-0.782,-0.655,-0.948,-0.749,3
-0.534,-0.252,-0.129,-1.19,-0.495,-0.546,-1.19,-0.823,-0.532,-0.619,-0.829,-0.546,-0.683,-0.554,-0.834,-0.582,3
-0.556,-0.21,-0.087,-1.238,-0.522,-0.556,-1.238,-0.917,-0.572,-0.681,-0.927,-0.772,-0.734,-0.702,-0.874,-0.714,3
-0.57,-0.229,-0.137,-1.236,-0.546,-0.497,-1.236,-0.958,-0.634,-0.715,-0.952,-0.716,-0.758,-0.693,-0.919,-0.763,3
-0.398,-0.192,-0.149,-1.091,-0.462,-0.462,-1.091,-0.743,-0.375,-0.488,-0.767,-0.603,-0.63,-0.551,-0.782,-0.604,3
-0.549,-0.219,-0.126,-1.181,-0.537,-0.538,-1.181,-0.832,-0.564,-0.671,-0.863,-0.686,-0.728,-0.646,-0.887,-0.713,3
-0.476,-0.222,-0.137,-1.17,-0.557,-0.674,-1.17,-0.897,-0.602,-0.69,-0.878,-0.466,-0.66,-0.49,-0.805,-0.499,3
-1.186,-0.958,-0.883,-1.392,-0.878,-1.04,-1.392,-1.217,-0.854,-0.916,-1.178,-1.052,-1.096,-0.974,-1.226,-1.146,4
-1.18,-0.927,-0.823,-1.405,-0.885,-1.018,-1.405,-1.204,-0.724,-0.862,-1.191,-1.147,-1.052,-1.021,-1.199,-1.199,4
-0.959,-0.723,-0.676,-1.114,-0.765,-0.919,-1.114,-1.044,-0.644,-0.699,-1.025,-0.778,-0.782,-0.739,-0.944,-0.929,4
-0.945,-0.665,-0.587,-1.085,-0.692,-0.869,-1.085,-1.022,-0.668,-0.733,-1.013,-0.87,-0.778,-0.789,-0.932,-0.941,4
-1.125,-0.914,-0.885,-1.281,-0.886,-1.032,-1.281,-1.142,-0.592,-0.731,-1.129,-0.944,-0.919,-0.86,-1.075,-1.041,4
-0.969,-0.741,-0.691,-1.163,-0.834,-1.013,-1.163,-1.078,-0.691,-0.754,-1.062,-0.861,-0.796,-0.771,-0.957,-0.958,4
-1.023,-0.776,-0.731,-1.08,-0.867,-1.064,-1.08,-1.063,-0.666,-0.72,-1.083,-0.858,-0.72,-0.796,-0.881,-0.979,4
-0.986,-0.735,-0.672,-1.138,-0.775,-0.928,-1.138,-1.038,-0.524,-0.656,-1.079,-0.73,-0.757,-0.751,-0.932,-0.88,4
-1.054,-0.832,-0.803,-1.178,-0.835,-1.023,-1.178,-1.108,-0.623,-0.733,-1.104,-0.895,-0.847,-0.788,-1.002,-0.976,4
-1.123,-0.842,-0.75,-1.276,-0.743,-0.917,-1.276,-1.067,-0.583,-0.709,-1.073,-0.915,-0.848,-0.82,-1.007,-0.984,4
-0.997,-0.741,-0.677,-1.156,-0.774,-0.952,-1.156,-1.08,-0.692,-0.762,-1.067,-0.853,-0.801,-0.743,-0.941,-0.893,4
-1.047,-0.798,-0.722,-1.224,-0.872,-1.053,-1.224,-1.168,-0.627,-0.742,-1.124,-0.855,-0.843,-0.786,-1.003,-0.951,4
-1.048,-0.784,-0.701,-1.299,-0.849,-1.034,-1.299,-1.193,-0.797,-0.865,-1.128,-0.938,-0.871,-0.819,-1.025,-0.981,4
-1.085,-0.843,-0.772,-1.272,-0.789,-0.966,-1.272,-1.08,-0.577,-0.724,-1.104,-0.868,-0.884,-0.777,-1.038,-0.943,4
-0.984,-0.731,-0.687,-1.169,-0.816,-0.978,-1.169,-1.009,-0.557,-0.657,-1.033,-0.781,-0.78,-0.728,-0.94,-0.876,4
-1.016,-0.767,-0.713,-1.229,-0.782,-0.917,-1.229,-1.102,-0.542,-0.677,-1.081,-0.868,-0.836,-0.781,-0.989,-0.932,4
-1.157,-0.983,-0.948,-1.324,-0.953,-1.159,-1.324,-1.156,-0.75,-0.846,-1.149,-0.981,-0.995,-0.884,-1.134,-1.071,4
-1.163,-0.916,-0.827,-1.422,-0.813,-0.968,-1.422,-1.172,-0.701,-0.842,-1.178,-1.04,-1.019,-0.912,-1.165,-1.09,4
-1.087,-0.861,-0.821,-1.182,-0.822,-1.005,-1.182,-1.099,-0.638,-0.739,-1.105,-0.851,-0.83,-0.781,-0.998,-0.964,4
-1.149,-0.901,-0.815,-1.354,-0.829,-0.989,-1.354,-1.105,-0.59,-0.744,-1.125,-0.943,-0.916,-0.855,-1.077,-1.015,4
-1.025,-0.786,-0.739,-1.144,-0.911,-1.102,-1.144,-1.141,-0.734,-0.793,-1.124,-0.867,-0.793,-0.806,-0.951,-0.975,4
-1.015,-0.71,-0.651,-1.02,-0.805,-0.992,-1.02,-0.99,-0.577,-0.653,-1.024,-0.754,-0.717,-0.765,-0.899,-0.957,4
-1.045,-0.853,-0.8,-1.2,-0.78,-0.957,-1.2,-1.074,-0.635,-0.74,-1.108,-0.828,-0.859,-0.804,-1.018,-0.982,4
-1.038,-0.822,-0.787,-1.163,-0.811,-0.995,-1.163,-1.102,-0.613,-0.715,-1.093,-0.876,-0.82,-0.78,-0.984,-0.972,4
-0.912,-0.647,-0.589,-1.069,-0.709,-0.884,-1.069,-1.087,-0.692,-0.747,-1.062,-0.81,-0.737,-0.799,-0.904,-0.945,4
-1.102,-0.905,-0.866,-1.268,-0.843,-1.002,-1.268,-1.145,-0.654,-0.77,-1.127,-0.981,-0.929,-0.93,-1.078,-1.13,4
-1.184,-0.951,-0.903,-1.33,-0.885,-1.031,-1.33,-1.183,-0.633,-0.761,-1.136,-0.93,-0.963,-0.876,-1.119,-1.054,4
-0.97,-0.669,-0.617,-1.036,-0.789,-0.966,-1.036,-1.041,-0.586,-0.664,-1.057,-0.852,-0.649,-0.784,-0.814,-0.918,4
-1.015,-0.77,-0.752,-1.064,-0.852,-1.034,-1.064,-1.011,-0.602,-0.665,-1.03,-0.789,-0.676,-0.718,-0.837,-0.867,4
-1.104,-0.833,-0.737,-1.252,-0.769,-0.907,-1.252,-1.151,-0.605,-0.73,-1.088,-1.036,-0.931,-0.915,-1.062,-1.089,4
-1.084,-0.831,-0.755,-1.229,-0.843,-1.009,-1.229,-1.097,-0.556,-0.692,-1.124,-0.785,-0.821,-0.754,-0.989,-0.917,4
-1.049,-0.803,-0.733,-1.203,-0.794,-0.971,-1.203,-1.036,-0.57,-0.707,-1.101,-0.797,-0.813,-0.752,-0.987,-0.934,4
-1,-0.785,-0.736,-1.178,-0.846,-0.956,-1.178,-1.143,-0.644,-0.744,-1.121,-0.889,-0.886,-0.836,-1.035,-1.025,4
-1.101,-0.899,-0.872,-1.177,-0.887,-1.065,-1.177,-1.133,-0.717,-0.794,-1.117,-0.911,-0.865,-0.879,-1.021,-1.064,4
-1.078,-0.861,-0.837,-1.156,-0.921,-1.114,-1.156,-1.106,-0.743,-0.813,-1.141,-0.895,-0.876,-0.844,-1.018,-1.024,4
-1.032,-0.807,-0.737,-1.259,-0.754,-0.922,-1.259,-1.03,-0.446,-0.62,-1.041,-0.834,-0.838,-0.735,-0.993,-0.916,4
-0.92,-0.683,-0.636,-1.058,-0.724,-0.882,-1.058,-1.079,-0.698,-0.729,-1.049,-0.763,-0.757,-0.745,-0.916,-0.936,4
-1.082,-0.838,-0.768,-1.22,-0.881,-1.062,-1.22,-1.17,-0.794,-0.853,-1.137,-0.833,-0.859,-0.788,-1.027,-0.963,4
-1.039,-0.819,-0.749,-1.19,-0.844,-0.983,-1.19,-1.122,-0.554,-0.667,-1.077,-0.773,-0.806,-0.732,-0.968,-0.88,4
-1.074,-0.794,-0.73,-1.225,-0.864,-1.031,-1.225,-1.062,-0.618,-0.697,-1.045,-0.781,-0.816,-0.72,-0.975,-0.873,4
-0.925,-0.649,-0.588,-1.092,-0.74,-0.885,-1.092,-1.01,-0.554,-0.644,-1.031,-0.696,-0.707,-0.712,-0.889,-0.859,4
-1.009,-0.739,-0.653,-1.222,-0.811,-0.993,-1.222,-1.063,-0.706,-0.792,-1.114,-0.806,-0.849,-0.745,-1,-0.908,4
-0.973,-0.74,-0.694,-1.1,-0.762,-0.926,-1.1,-1.053,-0.651,-0.708,-1.037,-0.764,-0.777,-0.736,-0.935,-0.924,4
-1.139,-0.879,-0.799,-1.368,-0.872,-1.032,-1.368,-1.217,-0.879,-0.941,-1.197,-1.02,-1.054,-0.951,-1.186,-1.132,4
-1.036,-0.8,-0.736,-1.147,-0.738,-0.909,-1.147,-1.095,-0.619,-0.712,-1.081,-0.875,-0.852,-0.834,-1.019,-1.035,4
-1.071,-0.868,-0.818,-1.276,-0.844,-1.033,-1.276,-1.086,-0.616,-0.749,-1.13,-0.884,-0.881,-0.792,-1.035,-0.967,4
-1.123,-0.923,-0.89,-1.278,-0.849,-1.023,-1.278,-1.151,-0.606,-0.732,-1.105,-0.936,-0.896,-0.877,-1.046,-1.063,4
-0.879,-0.711,-0.715,-1.001,-0.821,-1.014,-1.001,-1.017,-0.63,-0.68,-0.987,-0.756,-0.712,-0.717,-0.854,-0.924,4
-1.04,-0.833,-0.778,-1.273,-0.863,-1.04,-1.273,-1.054,-0.545,-0.693,-1.093,-0.783,-0.835,-0.718,-0.993,-0.874,4
-1.125,-0.908,-0.875,-1.249,-0.858,-1.043,-1.249,-1.103,-0.651,-0.748,-1.102,-0.958,-0.906,-0.89,-1.051,-1.064,4
-0.664,-0.458,-0.339,-0.995,-0.551,-0.559,-0.995,-0.807,-0.347,-0.469,-0.754,-0.557,-0.68,-0.55,-0.86,-0.687,9
-0.546,-0.36,-0.274,-0.956,-0.534,-0.612,-0.956,-0.768,-0.479,-0.57,-0.793,-0.562,-0.701,-0.583,-0.871,-0.757,9
-0.691,-0.427,-0.278,-1.07,-0.446,-0.559,-1.07,-0.681,-0.282,-0.415,-0.681,-0.496,-0.642,-0.445,-0.815,-0.588,9
-0.506,-0.287,-0.126,-0.89,-0.484,-0.539,-0.89,-0.795,-0.298,-0.454,-0.747,-0.504,-0.576,-0.49,-0.742,-0.657,9
-0.776,-0.585,-0.481,-1.287,-0.668,-0.797,-1.287,-0.983,-0.701,-0.807,-1.006,-0.735,-0.896,-0.674,-1.066,-0.826,9
-0.664,-0.38,-0.186,-1.14,-0.539,-0.617,-1.14,-0.884,-0.506,-0.586,-0.807,-0.633,-0.746,-0.601,-0.916,-0.721,9
-0.704,-0.5,-0.396,-1.183,-0.598,-0.717,-1.183,-0.876,-0.604,-0.718,-0.926,-0.683,-0.811,-0.64,-0.983,-0.815,9
-0.722,-0.518,-0.381,-1.249,-0.57,-0.652,-1.249,-0.944,-0.595,-0.718,-0.916,-0.733,-0.856,-0.679,-1.03,-0.826,9
-0.553,-0.259,-0.082,-0.991,-0.422,-0.453,-0.991,-0.741,-0.378,-0.483,-0.731,-0.521,-0.637,-0.552,-0.827,-0.718,9
-0.737,-0.486,-0.391,-0.968,-0.501,-0.651,-0.968,-0.766,-0.403,-0.529,-0.793,-0.525,-0.675,-0.512,-0.838,-0.643,9
-0.684,-0.428,-0.302,-1.215,-0.571,-0.63,-1.215,-0.879,-0.4,-0.526,-0.806,-0.622,-0.773,-0.539,-0.922,-0.69,9
-0.805,-0.555,-0.392,-1.234,-0.628,-0.717,-1.234,-0.945,-0.623,-0.735,-0.932,-0.738,-0.874,-0.682,-1.05,-0.847,9
-0.686,-0.386,-0.229,-0.986,-0.587,-0.604,-0.986,-0.8,-0.336,-0.468,-0.801,-0.408,-0.655,-0.488,-0.824,-0.576,9
-0.758,-0.408,-0.207,-0.942,-0.595,-0.606,-0.942,-0.815,-0.419,-0.467,-0.709,-0.576,-0.628,-0.504,-0.799,-0.661,9
