@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R2,6,8,15-16,20-26,30-31,36,38,40-41'

@attribute A2 numeric
@attribute A6 numeric
@attribute A8 numeric
@attribute A15 numeric
@attribute A16 numeric
@attribute A20 numeric
@attribute A21 numeric
@attribute A22 numeric
@attribute A23 numeric
@attribute A24 numeric
@attribute A25 numeric
@attribute A26 numeric
@attribute A30 numeric
@attribute A31 numeric
@attribute A36 numeric
@attribute A38 numeric
@attribute A40 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.593,-0.168,-0.391,-0.366,-0.418,-0.397,-1.158,-0.857,-0.85,-0.687,-0.589,-0.426,-0.798,-1.158,-0.498,-0.555,-0.53,2
-0.808,-0.618,-0.706,-0.67,-0.735,-0.927,-1.094,-0.772,-0.927,-0.637,-0.591,-0.45,-0.959,-1.094,-0.597,-0.619,-0.73,2
-0.883,-0.483,-0.685,-0.636,-0.648,-0.801,-1.28,-0.965,-1.002,-0.812,-0.721,-0.59,-0.976,-1.28,-0.667,-0.717,-0.767,2
-0.724,-0.376,-0.514,-0.65,-0.67,-0.796,-1.18,-0.893,-1.032,-0.78,-0.734,-0.624,-1.023,-1.18,-0.581,-0.548,-0.615,2
-0.667,-0.436,-0.578,-0.714,-0.763,-0.942,-1.111,-0.845,-1.074,-0.74,-0.742,-0.604,-1.12,-1.111,-0.569,-0.563,-0.605,2
-0.631,-0.281,-0.449,-0.591,-0.628,-0.729,-1.152,-0.795,-0.939,-0.651,-0.608,-0.493,-0.929,-1.152,-0.533,-0.454,-0.511,2
-0.752,-0.553,-0.653,-0.634,-0.67,-0.87,-1.038,-0.773,-0.911,-0.624,-0.587,-0.444,-0.871,-1.038,-0.57,-0.613,-0.709,2
-0.784,-0.439,-0.613,-0.592,-0.626,-0.789,-1.189,-0.805,-0.861,-0.614,-0.52,-0.355,-0.865,-1.189,-0.523,-0.559,-0.566,2
-0.808,-0.337,-0.575,-0.634,-0.671,-0.79,-1.293,-0.995,-1.029,-0.862,-0.766,-0.653,-1.023,-1.293,-0.583,-0.664,-0.722,2
-0.655,-0.467,-0.562,-0.655,-0.717,-0.925,-1.021,-0.752,-0.931,-0.627,-0.612,-0.478,-0.938,-1.021,-0.539,-0.524,-0.597,2
-0.924,-0.675,-0.812,-0.674,-0.723,-0.882,-1.267,-0.925,-0.968,-0.77,-0.665,-0.507,-0.989,-1.267,-0.677,-0.766,-0.837,2
-0.602,-0.218,-0.447,-0.368,-0.385,-0.471,-1.038,-0.831,-0.957,-0.681,-0.672,-0.538,-0.89,-1.038,-0.5,-0.557,-0.613,2
-0.633,-0.339,-0.468,-0.563,-0.588,-0.689,-1.126,-0.901,-0.988,-0.788,-0.741,-0.629,-0.907,-1.126,-0.57,-0.564,-0.591,2
-0.666,-0.333,-0.439,-0.587,-0.625,-0.737,-1.075,-0.874,-0.951,-0.764,-0.722,-0.651,-0.961,-1.075,-0.548,-0.603,-0.642,2
-0.779,-0.452,-0.64,-0.668,-0.718,-0.904,-1.193,-0.957,-1.107,-0.853,-0.828,-0.713,-1.109,-1.193,-0.668,-0.721,-0.79,2
-0.614,-0.236,-0.51,-0.554,-0.601,-0.77,-1.106,-0.816,-0.915,-0.704,-0.629,-0.499,-0.963,-1.106,-0.433,-0.451,-0.468,2
-1.033,-0.727,-0.876,-0.831,-0.854,-1.068,-1.32,-1.052,-1.1,-0.954,-0.864,-0.774,-1.148,-1.32,-0.791,-0.862,-0.945,2
-0.661,-0.182,-0.478,-0.532,-0.583,-0.673,-1.233,-0.974,-0.951,-0.866,-0.761,-0.675,-0.94,-1.233,-0.627,-0.702,-0.707,3
-0.423,-0.06,-0.291,-0.266,-0.42,-0.293,-1.121,-0.725,-0.773,-0.574,-0.497,-0.37,-0.752,-1.121,-0.574,-0.562,-0.6,3
-0.71,-0.271,-0.518,-0.508,-0.559,-0.702,-1.252,-1.004,-0.953,-0.911,-0.786,-0.709,-0.99,-1.252,-0.641,-0.684,-0.731,3
-0.741,-0.317,-0.58,-0.618,-0.692,-0.791,-1.301,-1.049,-0.986,-0.936,-0.818,-0.734,-0.996,-1.301,-0.709,-0.781,-0.78,3
-0.536,-0.106,-0.375,-0.459,-0.592,-0.536,-1.134,-0.789,-0.786,-0.681,-0.573,-0.514,-0.854,-1.134,-0.566,-0.64,-0.649,3
-0.533,-0.155,-0.4,-0.419,-0.517,-0.537,-1.145,-0.876,-0.878,-0.755,-0.659,-0.556,-0.841,-1.145,-0.557,-0.576,-0.599,3
-0.568,-0.104,-0.374,-0.447,-0.505,-0.594,-1.116,-0.798,-0.797,-0.692,-0.596,-0.534,-0.83,-1.116,-0.542,-0.599,-0.625,3
-0.591,-0.142,-0.389,-0.448,-0.574,-0.587,-1.212,-0.933,-0.898,-0.81,-0.705,-0.613,-0.897,-1.212,-0.638,-0.71,-0.737,3
-0.57,-0.166,-0.382,-0.395,-0.549,-0.504,-1.162,-0.861,-0.821,-0.757,-0.616,-0.536,-0.863,-1.162,-0.612,-0.649,-0.678,3
-0.753,-0.248,-0.573,-0.506,-0.544,-0.646,-1.255,-0.998,-0.973,-0.903,-0.797,-0.714,-0.991,-1.255,-0.69,-0.758,-0.797,3
-0.633,-0.2,-0.455,-0.492,-0.54,-0.64,-1.202,-0.955,-0.882,-0.853,-0.725,-0.668,-0.88,-1.202,-0.611,-0.681,-0.674,3
-0.74,-0.258,-0.552,-0.515,-0.569,-0.671,-1.266,-1.002,-0.982,-0.902,-0.797,-0.706,-1.01,-1.266,-0.721,-0.777,-0.827,3
-0.775,-0.383,-0.605,-0.661,-0.713,-0.843,-1.217,-0.963,-0.922,-0.868,-0.753,-0.679,-0.941,-1.217,-0.651,-0.728,-0.75,3
-0.505,-0.059,-0.341,-0.384,-0.472,-0.508,-1.122,-0.829,-0.864,-0.703,-0.612,-0.5,-0.809,-1.122,-0.434,-0.471,-0.379,3
-0.399,-0.009,-0.334,-0.241,-0.452,-0.339,-0.994,-0.627,-0.603,-0.48,-0.352,-0.251,-0.58,-0.994,-0.513,-0.556,-0.582,3
-0.563,-0.221,-0.436,-0.515,-0.648,-0.737,-1.182,-0.968,-0.923,-0.889,-0.787,-0.735,-0.915,-1.182,-0.68,-0.701,-0.739,3
-0.53,-0.108,-0.399,-0.503,-0.601,-0.724,-1.173,-0.939,-0.856,-0.843,-0.72,-0.651,-0.897,-1.173,-0.624,-0.631,-0.66,3
-0.915,-0.441,-0.734,-0.741,-0.735,-0.91,-1.372,-1.181,-1.108,-1.104,-0.995,-0.936,-1.091,-1.372,-0.798,-0.909,-0.93,3
-0.803,-0.302,-0.586,-0.561,-0.6,-0.738,-1.332,-1.072,-0.976,-0.984,-0.848,-0.793,-1.022,-1.332,-0.76,-0.847,-0.878,3
-0.56,-0.177,-0.447,-0.507,-0.63,-0.717,-1.204,-0.985,-0.927,-0.898,-0.789,-0.732,-0.932,-1.204,-0.661,-0.681,-0.712,3
-0.571,-0.14,-0.391,-0.518,-0.609,-0.639,-1.224,-0.941,-0.953,-0.836,-0.747,-0.679,-0.967,-1.224,-0.631,-0.64,-0.653,3
-0.569,-0.197,-0.419,-0.427,-0.575,-0.595,-1.162,-0.884,-0.884,-0.794,-0.691,-0.606,-0.905,-1.162,-0.643,-0.68,-0.711,3
-0.585,-0.186,-0.428,-0.392,-0.54,-0.516,-1.168,-0.886,-0.888,-0.776,-0.668,-0.566,-0.887,-1.168,-0.658,-0.684,-0.744,3
-0.712,-0.305,-0.528,-0.486,-0.552,-0.624,-1.213,-0.925,-0.875,-0.805,-0.683,-0.592,-0.873,-1.213,-0.627,-0.724,-0.733,3
-0.453,-0.072,-0.404,-0.366,-0.494,-0.363,-1.206,-0.908,-0.892,-0.771,-0.657,-0.55,-0.896,-1.206,-0.635,-0.639,-0.652,3
-0.528,-0.171,-0.424,-0.394,-0.526,-0.474,-1.145,-0.803,-0.826,-0.684,-0.589,-0.483,-0.832,-1.145,-0.644,-0.676,-0.687,3
-0.572,-0.061,-0.389,-0.491,-0.548,-0.572,-1.223,-0.932,-0.946,-0.821,-0.734,-0.662,-0.94,-1.223,-0.601,-0.593,-0.593,3
-0.604,-0.219,-0.405,-0.425,-0.583,-0.547,-1.162,-0.867,-0.851,-0.773,-0.655,-0.57,-0.883,-1.162,-0.627,-0.694,-0.737,3
-0.565,-0.116,-0.434,-0.428,-0.536,-0.586,-1.236,-0.933,-0.932,-0.812,-0.698,-0.598,-0.95,-1.236,-0.695,-0.699,-0.72,3
-0.406,-0.046,-0.316,-0.307,-0.455,-0.376,-1.143,-0.782,-0.738,-0.66,-0.526,-0.427,-0.756,-1.143,-0.588,-0.577,-0.608,3
-0.554,-0.177,-0.469,-0.381,-0.571,-0.505,-1.188,-0.932,-0.938,-0.834,-0.743,-0.677,-0.964,-1.188,-0.682,-0.739,-0.808,3
-0.603,-0.164,-0.406,-0.504,-0.571,-0.687,-1.187,-0.903,-0.883,-0.796,-0.68,-0.607,-0.888,-1.187,-0.608,-0.601,-0.626,3
-0.666,-0.221,-0.51,-0.462,-0.547,-0.589,-1.234,-0.942,-0.872,-0.834,-0.701,-0.619,-0.876,-1.234,-0.635,-0.721,-0.735,3
-0.664,-0.224,-0.439,-0.572,-0.616,-0.724,-1.267,-1.027,-0.974,-0.919,-0.797,-0.707,-0.962,-1.267,-0.651,-0.683,-0.704,3
-0.614,-0.256,-0.507,-0.472,-0.592,-0.653,-1.232,-0.967,-0.874,-0.872,-0.729,-0.677,-0.909,-1.232,-0.733,-0.765,-0.824,3
-0.668,-0.229,-0.489,-0.524,-0.606,-0.668,-1.247,-0.994,-0.944,-0.895,-0.788,-0.691,-0.95,-1.247,-0.697,-0.778,-0.809,3
-0.769,-0.296,-0.571,-0.612,-0.643,-0.771,-1.3,-1.076,-1.049,-0.972,-0.869,-0.78,-1.015,-1.3,-0.678,-0.8,-0.784,3
-0.785,-0.426,-0.608,-0.624,-0.703,-0.805,-1.293,-1.021,-0.923,-0.936,-0.801,-0.748,-1.014,-1.293,-0.794,-0.84,-0.892,3
-0.559,-0.069,-0.39,-0.446,-0.496,-0.575,-1.119,-0.807,-0.826,-0.694,-0.617,-0.558,-0.858,-1.119,-0.551,-0.581,-0.612,3
-0.564,-0.128,-0.435,-0.477,-0.566,-0.679,-1.18,-0.941,-0.846,-0.832,-0.696,-0.62,-0.847,-1.18,-0.576,-0.641,-0.636,3
-0.557,-0.141,-0.326,-0.3,-0.466,-0.361,-1.094,-0.819,-0.832,-0.717,-0.62,-0.553,-0.799,-1.094,-0.588,-0.667,-0.737,3
-0.426,0.051,-0.283,-0.28,-0.459,-0.317,-1.15,-0.811,-0.777,-0.7,-0.571,-0.491,-0.816,-1.15,-0.595,-0.633,-0.658,3
-0.48,-0.094,-0.328,-0.417,-0.511,-0.53,-1.146,-0.877,-0.826,-0.773,-0.647,-0.562,-0.829,-1.146,-0.602,-0.564,-0.58,3
-0.832,-0.39,-0.648,-0.598,-0.688,-0.796,-1.36,-1.103,-1.03,-0.992,-0.853,-0.767,-1.062,-1.36,-0.826,-0.892,-0.957,3
-0.569,-0.168,-0.432,-0.395,-0.493,-0.518,-1.077,-0.753,-0.776,-0.635,-0.553,-0.467,-0.77,-1.077,-0.61,-0.695,-0.71,3
-0.744,-0.218,-0.534,-0.639,-0.664,-0.806,-1.338,-1.085,-1.015,-0.988,-0.861,-0.783,-1.047,-1.338,-0.616,-0.686,-0.654,3
-0.669,-0.27,-0.552,-0.523,-0.563,-0.683,-1.255,-0.977,-0.88,-0.877,-0.728,-0.66,-0.894,-1.255,-0.714,-0.729,-0.762,3
-0.496,-0.152,-0.345,-0.369,-0.489,-0.503,-1.198,-0.924,-0.856,-0.819,-0.695,-0.61,-0.868,-1.198,-0.614,-0.655,-0.721,3
-0.417,-0.058,-0.239,-0.317,-0.522,-0.36,-1.196,-0.866,-0.827,-0.734,-0.622,-0.526,-0.832,-1.196,-0.663,-0.638,-0.711,3
-0.859,-0.355,-0.657,-0.688,-0.682,-0.849,-1.343,-1.147,-1.077,-1.066,-0.957,-0.895,-1.056,-1.343,-0.747,-0.859,-0.874,3
-1.03,-0.774,-0.9,-0.768,-0.849,-1.008,-1.303,-0.89,-1.144,-0.728,-0.709,-0.532,-1.126,-1.303,-0.795,-0.854,-0.967,4
-1.025,-0.784,-0.904,-0.817,-0.86,-1.029,-1.295,-0.977,-1.114,-0.88,-0.828,-0.769,-1.11,-1.295,-0.807,-0.885,-0.984,4
-0.841,-0.7,-0.754,-0.704,-0.807,-0.963,-1.071,-0.759,-1.071,-0.652,-0.679,-0.58,-1.092,-1.071,-0.785,-0.81,-0.998,4
-0.929,-0.755,-0.819,-0.697,-0.794,-0.952,-1.181,-0.826,-1.109,-0.717,-0.725,-0.612,-1.133,-1.181,-0.849,-0.863,-1.027,4
-1.087,-0.957,-0.995,-0.882,-0.95,-1.127,-1.292,-0.976,-1.191,-0.869,-0.857,-0.765,-1.146,-1.292,-0.929,-0.96,-1.129,4
-1.001,-0.78,-0.887,-0.748,-0.807,-0.967,-1.264,-0.901,-1.068,-0.797,-0.755,-0.671,-1.059,-1.264,-0.821,-0.908,-1.006,4
-1.06,-0.924,-0.977,-0.817,-0.912,-1.086,-1.299,-0.941,-1.175,-0.804,-0.79,-0.661,-1.144,-1.299,-0.893,-0.932,-1.076,4
-0.94,-0.799,-0.864,-0.804,-0.869,-1.026,-1.144,-0.84,-1.06,-0.74,-0.721,-0.62,-1.034,-1.144,-0.787,-0.837,-0.982,4
-1.064,-0.828,-0.939,-0.815,-0.859,-1.054,-1.302,-0.948,-1.165,-0.814,-0.789,-0.654,-1.136,-1.302,-0.833,-0.899,-1.006,4
-0.857,-0.697,-0.76,-0.66,-0.775,-0.903,-1.096,-0.751,-1.087,-0.658,-0.699,-0.623,-1.118,-1.096,-0.839,-0.852,-1.042,4
-0.93,-0.703,-0.82,-0.757,-0.829,-0.999,-1.194,-0.897,-1.147,-0.793,-0.802,-0.725,-1.103,-1.194,-0.781,-0.821,-0.942,4
-0.942,-0.735,-0.836,-0.683,-0.774,-0.911,-1.237,-0.836,-1.054,-0.728,-0.685,-0.563,-1.061,-1.237,-0.792,-0.829,-0.957,4
-0.909,-0.714,-0.799,-0.659,-0.765,-0.947,-1.15,-0.762,-1.078,-0.662,-0.667,-0.535,-1.111,-1.15,-0.82,-0.82,-0.985,4
-0.937,-0.804,-0.856,-0.752,-0.843,-1.02,-1.163,-0.778,-0.995,-0.682,-0.639,-0.533,-1.059,-1.163,-0.76,-0.758,-0.917,4
-0.932,-0.706,-0.84,-0.798,-0.883,-1.072,-1.212,-0.869,-1.177,-0.76,-0.776,-0.657,-1.157,-1.212,-0.812,-0.821,-0.962,4
-0.989,-0.771,-0.863,-0.786,-0.864,-1.024,-1.238,-0.867,-1.112,-0.77,-0.748,-0.657,-1.133,-1.238,-0.806,-0.845,-0.989,4
-1.114,-0.907,-0.996,-0.863,-0.929,-1.093,-1.361,-0.983,-1.202,-0.855,-0.815,-0.671,-1.171,-1.361,-0.847,-0.901,-1.018,4
-0.904,-0.728,-0.788,-0.7,-0.768,-0.944,-1.157,-0.837,-1.03,-0.747,-0.72,-0.655,-1.072,-1.157,-0.768,-0.826,-0.965,4
-1.078,-0.896,-0.963,-0.927,-0.987,-1.174,-1.295,-0.979,-1.229,-0.882,-0.881,-0.782,-1.204,-1.295,-0.89,-0.931,-1.057,4
-1.024,-0.787,-0.894,-0.766,-0.837,-1.009,-1.283,-0.907,-1.102,-0.798,-0.745,-0.634,-1.146,-1.283,-0.798,-0.857,-0.975,4
-0.98,-0.817,-0.876,-0.733,-0.82,-0.965,-1.236,-0.885,-1.092,-0.769,-0.744,-0.644,-1.106,-1.236,-0.868,-0.901,-1.055,4
-1.009,-0.848,-0.924,-0.839,-0.933,-1.089,-1.254,-0.935,-1.159,-0.831,-0.817,-0.732,-1.123,-1.254,-0.865,-0.921,-1.056,4
-0.742,-0.59,-0.664,-0.631,-0.698,-0.851,-1.058,-0.781,-1.091,-0.676,-0.751,-0.682,-1.075,-1.058,-0.824,-0.803,-0.974,4
-1.028,-0.745,-0.907,-0.663,-0.712,-0.867,-1.331,-0.935,-1.059,-0.807,-0.716,-0.587,-1.099,-1.331,-0.85,-0.901,-1.042,4
-0.878,-0.681,-0.788,-0.746,-0.842,-1.037,-1.14,-0.815,-1.138,-0.725,-0.757,-0.664,-1.162,-1.14,-0.795,-0.816,-0.985,4
-1.108,-0.93,-1.014,-0.881,-0.943,-1.138,-1.317,-1.007,-1.197,-0.897,-0.872,-0.772,-1.175,-1.317,-0.96,-0.99,-1.141,4
-0.934,-0.722,-0.819,-0.685,-0.787,-0.931,-1.235,-0.834,-1.109,-0.706,-0.701,-0.564,-1.098,-1.235,-0.788,-0.824,-0.941,4
-0.841,-0.711,-0.772,-0.698,-0.778,-0.949,-1.095,-0.776,-1.089,-0.661,-0.696,-0.592,-1.063,-1.095,-0.728,-0.761,-0.92,4
-0.969,-0.79,-0.873,-0.842,-0.907,-1.076,-1.212,-0.886,-1.219,-0.788,-0.836,-0.72,-1.173,-1.212,-0.766,-0.823,-0.919,4
-1.024,-0.781,-0.9,-0.785,-0.85,-1.011,-1.303,-0.884,-1.137,-0.753,-0.737,-0.588,-1.168,-1.303,-0.819,-0.843,-0.971,4
-0.852,-0.735,-0.792,-0.782,-0.879,-1.093,-1.068,-0.758,-1.115,-0.674,-0.746,-0.688,-1.129,-1.068,-0.821,-0.787,-0.986,4
-0.961,-0.771,-0.888,-0.796,-0.868,-1.058,-1.233,-0.92,-1.107,-0.826,-0.785,-0.691,-1.093,-1.233,-0.818,-0.856,-1.002,4
-1.084,-0.847,-0.964,-0.763,-0.832,-0.982,-1.335,-0.966,-1.139,-0.843,-0.78,-0.647,-1.132,-1.335,-0.947,-0.999,-1.119,4
-0.893,-0.737,-0.818,-0.741,-0.863,-1.061,-1.136,-0.811,-1.041,-0.722,-0.702,-0.629,-1.056,-1.136,-0.726,-0.802,-0.909,4
-1.047,-0.812,-0.934,-0.781,-0.827,-0.986,-1.31,-0.96,-1.117,-0.852,-0.8,-0.689,-1.092,-1.31,-0.836,-0.928,-1.02,4
-0.976,-0.79,-0.868,-0.806,-0.883,-1.036,-1.214,-0.893,-1.136,-0.781,-0.772,-0.677,-1.085,-1.214,-0.846,-0.88,-1.044,4
-0.954,-0.78,-0.862,-0.783,-0.871,-1.029,-1.217,-0.858,-1.092,-0.759,-0.734,-0.638,-1.106,-1.217,-0.825,-0.856,-1.006,4
-0.973,-0.843,-0.885,-0.756,-0.841,-1.024,-1.199,-0.855,-1.121,-0.747,-0.734,-0.618,-1.111,-1.199,-0.844,-0.88,-1.03,4
-0.893,-0.805,-0.824,-0.77,-0.865,-1.045,-1.095,-0.775,-1.079,-0.689,-0.726,-0.641,-1.12,-1.095,-0.831,-0.851,-1.02,4
-1.022,-0.884,-0.932,-0.793,-0.861,-1.053,-1.239,-0.904,-1.063,-0.816,-0.76,-0.681,-1.081,-1.239,-0.877,-0.916,-1.055,4
-1.012,-0.776,-0.888,-0.786,-0.83,-0.998,-1.288,-0.971,-1.115,-0.876,-0.818,-0.738,-1.126,-1.288,-0.888,-0.934,-1.081,4
-0.965,-0.75,-0.86,-0.797,-0.866,-1.038,-1.218,-0.896,-1.1,-0.797,-0.767,-0.699,-1.098,-1.218,-0.804,-0.855,-0.974,4
-0.845,-0.613,-0.756,-0.674,-0.72,-0.887,-1.153,-0.89,-1.033,-0.81,-0.78,-0.721,-1.058,-1.153,-0.813,-0.835,-0.991,4
-0.95,-0.77,-0.863,-0.74,-0.813,-1.006,-1.217,-0.878,-1.094,-0.794,-0.774,-0.707,-1.162,-1.217,-0.852,-0.86,-1.02,4
-0.975,-0.823,-0.889,-0.726,-0.83,-0.991,-1.234,-0.864,-1.081,-0.757,-0.737,-0.64,-1.096,-1.234,-0.866,-0.898,-1.045,4
-0.893,-0.695,-0.786,-0.737,-0.809,-0.983,-1.136,-0.778,-1.116,-0.672,-0.703,-0.582,-1.112,-1.136,-0.745,-0.75,-0.893,4
-0.979,-0.827,-0.888,-0.742,-0.83,-1.013,-1.219,-0.858,-1.139,-0.741,-0.739,-0.611,-1.144,-1.219,-0.861,-0.906,-1.065,4
-1.085,-0.849,-0.97,-0.785,-0.844,-1.033,-1.329,-0.982,-1.137,-0.864,-0.805,-0.694,-1.145,-1.329,-0.894,-0.954,-1.065,4
-0.95,-0.724,-0.834,-0.715,-0.776,-0.945,-1.219,-0.834,-1.048,-0.708,-0.668,-0.538,-1.056,-1.219,-0.776,-0.79,-0.941,4
-0.902,-0.718,-0.818,-0.76,-0.861,-1.033,-1.151,-0.838,-1.181,-0.732,-0.773,-0.664,-1.186,-1.151,-0.868,-0.889,-1.064,4
-0.927,-0.466,-0.729,-0.611,-0.613,-0.788,-1.22,-1.006,-0.981,-0.874,-0.779,-0.674,-1.012,-1.22,-0.739,-0.864,-0.909,9
-0.688,-0.309,-0.481,-0.398,-0.441,-0.514,-0.962,-0.654,-0.701,-0.514,-0.475,-0.369,-0.728,-0.962,-0.525,-0.618,-0.675,9
-0.812,-0.506,-0.685,-0.626,-0.693,-0.789,-1.034,-0.794,-0.838,-0.65,-0.598,-0.504,-0.854,-1.034,-0.665,-0.778,-0.865,9
-0.859,-0.4,-0.648,-0.609,-0.636,-0.804,-1.142,-0.94,-0.965,-0.837,-0.781,-0.724,-0.979,-1.142,-0.704,-0.806,-0.875,9
