@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R1-4,11,15,22-26,29-30,37-41'

@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A11 numeric
@attribute A15 numeric
@attribute A22 numeric
@attribute A23 numeric
@attribute A24 numeric
@attribute A25 numeric
@attribute A26 numeric
@attribute A29 numeric
@attribute A30 numeric
@attribute A37 numeric
@attribute A38 numeric
@attribute A39 numeric
@attribute A40 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.855,-0.444,-0.55,-0.286,-0.855,-0.359,-0.666,-0.793,-0.545,-0.565,-0.47,-0.549,-0.781,-0.708,-0.548,-0.566,-0.645,2
-1.183,-0.676,-0.687,-0.515,-1.183,-0.615,-0.841,-0.884,-0.681,-0.59,-0.471,-0.601,-0.876,-0.788,-0.489,-0.458,-0.464,2
-1.263,-0.856,-0.923,-0.739,-1.263,-0.734,-0.975,-1.093,-0.863,-0.799,-0.69,-0.814,-1.126,-0.965,-0.705,-0.67,-0.782,2
-0.947,-0.59,-0.825,-0.484,-0.947,-0.63,-0.734,-0.924,-0.644,-0.668,-0.629,-0.673,-0.909,-0.789,-0.63,-0.614,-0.696,2
-1.07,-0.618,-0.664,-0.486,-1.07,-0.478,-0.799,-0.958,-0.659,-0.624,-0.468,-0.608,-0.919,-0.865,-0.615,-0.591,-0.626,2
-1.222,-0.744,-0.692,-0.581,-1.222,-0.576,-0.957,-0.965,-0.809,-0.701,-0.558,-0.71,-0.977,-0.86,-0.624,-0.557,-0.648,2
-1.218,-0.885,-0.956,-0.777,-1.218,-0.79,-0.971,-1.092,-0.86,-0.806,-0.674,-0.811,-1.1,-0.939,-0.719,-0.678,-0.816,2
-1.067,-0.651,-0.738,-0.509,-1.067,-0.642,-0.869,-1.012,-0.738,-0.726,-0.604,-0.708,-0.982,-0.824,-0.587,-0.554,-0.597,2
-1.334,-1.034,-1.024,-0.934,-1.334,-0.869,-1.089,-1.106,-0.989,-0.887,-0.801,-0.905,-1.131,-1.07,-0.866,-0.81,-0.941,2
-1.311,-0.919,-0.918,-0.756,-1.311,-0.719,-0.981,-1.059,-0.806,-0.725,-0.552,-0.708,-1.035,-0.954,-0.67,-0.616,-0.725,2
-1.074,-0.599,-0.651,-0.453,-1.074,-0.506,-0.74,-0.939,-0.594,-0.602,-0.484,-0.573,-0.898,-0.759,-0.482,-0.475,-0.529,2
-1.214,-0.642,-0.601,-0.474,-1.214,-0.383,-0.883,-0.87,-0.721,-0.603,-0.462,-0.605,-0.86,-0.884,-0.582,-0.542,-0.595,2
-0.968,-0.535,-0.618,-0.41,-0.968,-0.52,-0.798,-0.987,-0.663,-0.676,-0.522,-0.599,-0.829,-0.713,-0.474,-0.446,-0.405,2
-1.175,-0.609,-0.567,-0.442,-1.175,-0.364,-0.874,-0.867,-0.724,-0.629,-0.488,-0.609,-0.846,-0.922,-0.593,-0.553,-0.568,2
-1.22,-0.887,-0.901,-0.787,-1.22,-0.738,-1.002,-1.068,-0.899,-0.846,-0.764,-0.84,-1.046,-0.979,-0.745,-0.692,-0.79,2
-1.158,-0.727,-0.704,-0.591,-1.158,-0.565,-0.895,-0.947,-0.756,-0.702,-0.587,-0.66,-0.883,-0.903,-0.634,-0.598,-0.657,2
-1.155,-0.817,-0.905,-0.706,-1.155,-0.648,-0.872,-0.976,-0.765,-0.708,-0.592,-0.687,-0.97,-0.909,-0.691,-0.648,-0.774,2
-1.182,-0.597,-0.656,-0.391,-1.182,-0.464,-0.792,-0.919,-0.632,-0.57,-0.426,-0.582,-0.95,-0.752,-0.471,-0.429,-0.447,2
-1.043,-0.667,-0.731,-0.56,-1.043,-0.603,-0.798,-0.879,-0.691,-0.635,-0.562,-0.644,-0.903,-0.804,-0.55,-0.526,-0.624,2
-1.094,-0.631,-0.657,-0.487,-1.094,-0.537,-0.81,-0.892,-0.654,-0.608,-0.471,-0.551,-0.797,-0.787,-0.493,-0.464,-0.494,2
-1.122,-0.653,-0.757,-0.539,-1.122,-0.525,-0.871,-0.98,-0.755,-0.711,-0.628,-0.722,-0.991,-0.849,-0.638,-0.604,-0.679,2
-1.173,-0.624,-0.782,-0.447,-1.173,-0.494,-0.846,-0.897,-0.68,-0.591,-0.422,-0.566,-0.898,-0.852,-0.596,-0.543,-0.584,2
-0.978,-0.673,-0.892,-0.565,-0.978,-0.58,-0.704,-0.775,-0.593,-0.528,-0.448,-0.552,-0.83,-0.776,-0.624,-0.637,-0.795,2
-1.208,-0.778,-0.826,-0.609,-1.208,-0.646,-0.814,-0.912,-0.659,-0.542,-0.388,-0.578,-0.956,-0.771,-0.483,-0.445,-0.518,2
-1.405,-1.046,-1.013,-0.916,-1.405,-0.756,-1.032,-1.067,-0.855,-0.743,-0.571,-0.732,-1.06,-1.066,-0.807,-0.752,-0.869,2
-1.195,-0.783,-0.798,-0.643,-1.195,-0.539,-0.909,-0.942,-0.738,-0.651,-0.503,-0.635,-0.904,-0.872,-0.637,-0.587,-0.685,2
-1.279,-0.928,-0.974,-0.802,-1.279,-0.703,-0.936,-1.059,-0.776,-0.696,-0.52,-0.683,-1.043,-0.953,-0.72,-0.673,-0.763,2
-1.228,-0.706,-0.716,-0.514,-1.228,-0.562,-0.882,-0.952,-0.766,-0.685,-0.575,-0.705,-1.033,-0.846,-0.545,-0.503,-0.537,2
-1.352,-0.928,-0.915,-0.755,-1.352,-0.685,-0.959,-1.008,-0.775,-0.664,-0.492,-0.666,-1.013,-0.931,-0.655,-0.605,-0.693,2
-1.15,-0.855,-0.854,-0.778,-1.15,-0.776,-0.911,-1.034,-0.817,-0.791,-0.704,-0.787,-1.036,-0.974,-0.728,-0.683,-0.772,2
-1.101,-0.711,-0.704,-0.571,-1.101,-0.55,-0.819,-0.898,-0.66,-0.586,-0.421,-0.56,-0.868,-0.793,-0.513,-0.44,-0.515,2
-1.108,-0.711,-0.632,-0.536,-1.108,-0.552,-0.829,-0.899,-0.718,-0.637,-0.526,-0.652,-0.932,-0.831,-0.542,-0.509,-0.613,2
-1.034,-0.635,-0.756,-0.507,-1.034,-0.616,-0.708,-0.914,-0.544,-0.511,-0.345,-0.536,-0.939,-0.701,-0.467,-0.471,-0.494,2
-1.203,-0.788,-0.756,-0.633,-1.203,-0.655,-0.933,-1.012,-0.8,-0.766,-0.643,-0.716,-0.957,-0.907,-0.665,-0.647,-0.728,2
-1.24,-0.897,-0.925,-0.795,-1.24,-0.73,-0.98,-1.078,-0.836,-0.78,-0.645,-0.767,-1.014,-0.976,-0.787,-0.735,-0.843,2
-1.229,-0.881,-0.866,-0.758,-1.229,-0.793,-0.992,-1.031,-0.889,-0.809,-0.733,-0.814,-1.025,-0.93,-0.692,-0.655,-0.766,2
-1.142,-0.747,-0.804,-0.582,-1.142,-0.662,-0.825,-0.925,-0.689,-0.609,-0.482,-0.641,-0.979,-0.768,-0.505,-0.464,-0.542,2
-1.201,-0.816,-0.868,-0.696,-1.201,-0.587,-0.834,-0.986,-0.678,-0.604,-0.426,-0.617,-1.026,-0.893,-0.661,-0.606,-0.708,2
-1.169,-0.741,-0.841,-0.602,-1.169,-0.617,-0.806,-0.991,-0.648,-0.6,-0.426,-0.608,-0.996,-0.815,-0.541,-0.516,-0.54,2
-1.1,-0.526,-0.566,-0.328,-1.1,-0.362,-0.736,-0.728,-0.587,-0.487,-0.387,-0.47,-0.713,-0.828,-0.639,-0.569,-0.626,3
-1.213,-0.554,-0.527,-0.358,-1.213,-0.406,-0.903,-0.892,-0.772,-0.648,-0.541,-0.654,-0.888,-0.824,-0.631,-0.562,-0.66,3
-1.173,-0.531,-0.645,-0.355,-1.173,-0.444,-0.918,-0.89,-0.802,-0.708,-0.636,-0.704,-0.891,-0.93,-0.722,-0.68,-0.773,3
-1.257,-0.691,-0.683,-0.554,-1.257,-0.548,-0.99,-0.962,-0.876,-0.767,-0.678,-0.745,-0.914,-0.971,-0.749,-0.686,-0.777,3
-1.308,-0.685,-0.622,-0.521,-1.308,-0.586,-1.076,-1.019,-0.99,-0.879,-0.806,-0.883,-1.033,-0.993,-0.725,-0.657,-0.724,3
-1.17,-0.495,-0.555,-0.353,-1.17,-0.366,-0.837,-0.851,-0.713,-0.617,-0.514,-0.6,-0.831,-0.894,-0.678,-0.633,-0.726,3
-1.236,-0.678,-0.764,-0.496,-1.236,-0.495,-0.922,-0.884,-0.789,-0.66,-0.536,-0.659,-0.898,-0.923,-0.7,-0.653,-0.755,3
-1.167,-0.544,-0.537,-0.399,-1.167,-0.4,-0.873,-0.801,-0.756,-0.619,-0.546,-0.629,-0.816,-0.867,-0.64,-0.599,-0.696,3
-1.189,-0.494,-0.628,-0.331,-1.189,-0.356,-0.887,-0.889,-0.766,-0.663,-0.584,-0.652,-0.883,-0.896,-0.714,-0.641,-0.74,3
-1.024,-0.309,-0.352,-0.164,-1.024,-0.275,-0.67,-0.722,-0.552,-0.485,-0.432,-0.499,-0.776,-0.75,-0.484,-0.427,-0.435,3
-1.19,-0.634,-0.736,-0.461,-1.19,-0.511,-0.895,-0.829,-0.777,-0.654,-0.566,-0.655,-0.851,-0.908,-0.73,-0.683,-0.789,3
-1.244,-0.655,-0.553,-0.499,-1.244,-0.471,-0.901,-0.871,-0.791,-0.661,-0.585,-0.677,-0.915,-0.98,-0.737,-0.691,-0.755,3
-1.147,-0.362,-0.532,-0.229,-1.147,-0.368,-0.8,-0.778,-0.69,-0.561,-0.477,-0.576,-0.825,-0.789,-0.569,-0.516,-0.607,3
-1.278,-0.757,-0.755,-0.598,-1.278,-0.564,-1.021,-0.95,-0.922,-0.795,-0.737,-0.815,-0.985,-1.028,-0.825,-0.772,-0.88,3
-1.101,-0.476,-0.425,-0.303,-1.101,-0.394,-0.8,-0.761,-0.685,-0.56,-0.493,-0.575,-0.773,-0.75,-0.489,-0.441,-0.511,3
-1.194,-0.452,-0.538,-0.273,-1.194,-0.312,-0.857,-0.808,-0.733,-0.591,-0.521,-0.632,-0.876,-0.87,-0.668,-0.612,-0.7,3
-1.194,-0.423,-0.516,-0.232,-1.194,-0.251,-0.844,-0.792,-0.72,-0.578,-0.493,-0.595,-0.834,-0.844,-0.63,-0.555,-0.63,3
-1.226,-0.54,-0.589,-0.347,-1.226,-0.434,-0.974,-0.939,-0.869,-0.762,-0.667,-0.762,-0.94,-0.833,-0.587,-0.514,-0.587,3
-1.096,-0.458,-0.544,-0.307,-1.096,-0.299,-0.748,-0.795,-0.614,-0.527,-0.428,-0.526,-0.813,-0.875,-0.656,-0.608,-0.673,3
-1.207,-0.531,-0.56,-0.297,-1.207,-0.403,-0.935,-0.943,-0.814,-0.711,-0.598,-0.707,-0.928,-0.785,-0.542,-0.488,-0.53,3
-1.203,-0.565,-0.61,-0.355,-1.203,-0.407,-0.878,-0.885,-0.758,-0.654,-0.551,-0.654,-0.897,-0.874,-0.643,-0.593,-0.666,3
-1.178,-0.418,-0.609,-0.295,-1.178,-0.369,-0.833,-0.828,-0.711,-0.596,-0.5,-0.586,-0.84,-0.833,-0.601,-0.549,-0.62,3
-1.087,-0.469,-0.475,-0.289,-1.087,-0.383,-0.802,-0.794,-0.678,-0.578,-0.478,-0.559,-0.756,-0.757,-0.526,-0.478,-0.501,3
-1.17,-0.382,-0.589,-0.25,-1.17,-0.33,-0.769,-0.753,-0.624,-0.513,-0.412,-0.506,-0.77,-0.809,-0.63,-0.601,-0.702,3
-1.254,-0.599,-0.598,-0.417,-1.254,-0.474,-0.952,-0.958,-0.826,-0.718,-0.622,-0.733,-0.977,-0.876,-0.694,-0.638,-0.722,3
-1.099,-0.556,-0.589,-0.361,-1.099,-0.462,-0.856,-0.873,-0.749,-0.675,-0.616,-0.682,-0.889,-0.787,-0.542,-0.519,-0.606,3
-1.233,-0.566,-0.582,-0.383,-1.233,-0.351,-0.906,-0.887,-0.779,-0.65,-0.564,-0.657,-0.911,-0.911,-0.678,-0.649,-0.763,3
-1.247,-0.736,-0.712,-0.596,-1.247,-0.592,-0.949,-0.889,-0.846,-0.72,-0.642,-0.761,-0.98,-0.987,-0.731,-0.692,-0.764,3
-1.191,-0.581,-0.57,-0.414,-1.191,-0.502,-0.975,-0.922,-0.889,-0.779,-0.705,-0.777,-0.92,-0.89,-0.666,-0.623,-0.683,3
-1.262,-0.7,-0.564,-0.529,-1.262,-0.492,-0.983,-0.905,-0.865,-0.724,-0.623,-0.725,-0.904,-0.962,-0.682,-0.611,-0.677,3
-1.298,-0.735,-0.66,-0.563,-1.298,-0.571,-1.032,-0.994,-0.919,-0.81,-0.722,-0.814,-1.007,-1.022,-0.766,-0.689,-0.724,3
-1.269,-0.607,-0.586,-0.445,-1.269,-0.496,-1.04,-0.953,-0.951,-0.81,-0.743,-0.815,-0.957,-0.954,-0.737,-0.676,-0.756,3
-1.159,-0.519,-0.549,-0.327,-1.159,-0.391,-0.801,-0.808,-0.659,-0.544,-0.423,-0.521,-0.787,-0.811,-0.597,-0.557,-0.673,3
-1.191,-0.423,-0.556,-0.235,-1.191,-0.328,-0.841,-0.805,-0.723,-0.589,-0.486,-0.599,-0.838,-0.848,-0.592,-0.553,-0.626,3
-1.225,-0.732,-0.614,-0.588,-1.225,-0.505,-0.941,-0.902,-0.822,-0.712,-0.622,-0.704,-0.89,-1.005,-0.745,-0.689,-0.758,3
-1.258,-0.596,-0.588,-0.426,-1.258,-0.442,-0.928,-0.844,-0.803,-0.657,-0.574,-0.681,-0.901,-0.934,-0.718,-0.662,-0.722,3
-1.232,-0.575,-0.545,-0.405,-1.232,-0.424,-0.925,-0.891,-0.797,-0.689,-0.596,-0.678,-0.893,-0.891,-0.681,-0.606,-0.684,3
-1.199,-0.626,-0.722,-0.426,-1.199,-0.394,-0.901,-0.888,-0.778,-0.674,-0.588,-0.669,-0.885,-0.915,-0.693,-0.632,-0.751,3
-1.218,-0.682,-0.637,-0.506,-1.218,-0.542,-0.942,-0.913,-0.848,-0.731,-0.644,-0.74,-0.933,-0.887,-0.666,-0.612,-0.73,3
-1.104,-0.416,-0.548,-0.217,-1.104,-0.246,-0.78,-0.753,-0.657,-0.539,-0.452,-0.545,-0.782,-0.825,-0.64,-0.567,-0.653,3
-1.219,-0.571,-0.63,-0.415,-1.219,-0.446,-0.89,-0.773,-0.763,-0.6,-0.529,-0.627,-0.833,-0.869,-0.683,-0.615,-0.678,3
-1.237,-0.575,-0.526,-0.418,-1.237,-0.473,-0.955,-0.941,-0.839,-0.741,-0.661,-0.733,-0.927,-0.896,-0.654,-0.609,-0.679,3
-1.125,-0.489,-0.517,-0.337,-1.125,-0.363,-0.844,-0.867,-0.717,-0.631,-0.535,-0.616,-0.822,-0.806,-0.551,-0.509,-0.587,3
-1.091,-0.461,-0.542,-0.33,-1.091,-0.305,-0.725,-0.714,-0.605,-0.486,-0.386,-0.5,-0.758,-0.849,-0.656,-0.6,-0.616,3
-1.234,-0.682,-0.695,-0.498,-1.234,-0.489,-0.934,-0.894,-0.803,-0.683,-0.604,-0.693,-0.9,-0.992,-0.747,-0.692,-0.785,3
-1.313,-0.83,-0.699,-0.693,-1.313,-0.61,-1.039,-0.993,-0.935,-0.82,-0.724,-0.841,-1.048,-1.088,-0.87,-0.802,-0.885,3
-1.267,-0.633,-0.54,-0.465,-1.267,-0.534,-1.004,-1.008,-0.901,-0.819,-0.767,-0.828,-1.025,-0.925,-0.668,-0.614,-0.68,3
-1.132,-0.324,-0.404,-0.185,-1.132,-0.318,-0.764,-0.782,-0.642,-0.545,-0.454,-0.548,-0.817,-0.771,-0.515,-0.457,-0.492,3
-1.111,-0.431,-0.411,-0.287,-1.111,-0.311,-0.862,-0.851,-0.768,-0.67,-0.606,-0.671,-0.838,-0.786,-0.542,-0.494,-0.522,3
-1.113,-0.484,-0.516,-0.293,-1.113,-0.272,-0.787,-0.796,-0.662,-0.555,-0.472,-0.565,-0.822,-0.841,-0.637,-0.589,-0.679,3
-1.175,-0.923,-1.009,-0.848,-1.175,-0.805,-0.805,-1.16,-0.688,-0.712,-0.57,-0.698,-1.121,-0.953,-0.777,-0.756,-0.906,4
-1.136,-0.845,-0.953,-0.741,-1.136,-0.758,-0.858,-1.079,-0.782,-0.778,-0.697,-0.789,-1.106,-0.965,-0.795,-0.786,-0.948,4
-1.327,-1.049,-1.192,-0.954,-1.327,-0.859,-1.011,-1.189,-0.916,-0.881,-0.789,-0.888,-1.202,-1.124,-0.947,-0.934,-1.087,4
-1.158,-0.888,-1.058,-0.779,-1.158,-0.815,-0.848,-1.076,-0.76,-0.761,-0.7,-0.75,-1.056,-0.911,-0.78,-0.777,-0.947,4
-1.118,-0.888,-0.998,-0.801,-1.118,-0.672,-0.812,-1.037,-0.719,-0.723,-0.689,-0.728,-1.04,-0.978,-0.814,-0.81,-0.962,4
-1.097,-0.859,-1.025,-0.782,-1.097,-0.712,-0.798,-1.025,-0.708,-0.711,-0.657,-0.736,-1.102,-0.942,-0.787,-0.774,-0.919,4
-1.279,-1.087,-1.118,-1.022,-1.279,-0.803,-0.938,-1.168,-0.829,-0.814,-0.711,-0.825,-1.199,-1.122,-0.989,-0.983,-1.142,4
-1.091,-0.814,-0.926,-0.715,-1.091,-0.673,-0.74,-1.045,-0.632,-0.653,-0.563,-0.652,-1.048,-0.857,-0.668,-0.654,-0.81,4
-0.935,-0.744,-0.875,-0.69,-0.935,-0.723,-0.654,-0.977,-0.555,-0.613,-0.558,-0.616,-0.984,-0.751,-0.61,-0.619,-0.808,4
-1.265,-1.049,-1.103,-0.978,-1.265,-0.826,-0.936,-1.15,-0.833,-0.802,-0.697,-0.81,-1.165,-1.081,-0.936,-0.916,-1.076,4
-1.283,-1.045,-1.119,-0.965,-1.283,-0.875,-0.988,-1.235,-0.898,-0.92,-0.839,-0.904,-1.218,-1.105,-0.957,-0.927,-1.06,4
-1.296,-1.061,-1.129,-0.974,-1.296,-0.804,-0.945,-1.114,-0.844,-0.802,-0.709,-0.789,-1.1,-1.107,-0.931,-0.902,-1.037,4
-1.405,-1.126,-1.17,-1.035,-1.405,-0.833,-1.092,-1.239,-0.991,-0.944,-0.856,-0.933,-1.211,-1.234,-1.097,-1.076,-1.215,4
-1.088,-0.841,-0.99,-0.746,-1.088,-0.707,-0.739,-1.083,-0.651,-0.687,-0.607,-0.722,-1.133,-0.93,-0.773,-0.778,-0.941,4
-1.298,-1.123,-1.183,-1.055,-1.298,-0.908,-1.005,-1.216,-0.895,-0.889,-0.782,-0.866,-1.183,-1.13,-1.017,-1.011,-1.178,4
-1.286,-1.003,-1.097,-0.9,-1.286,-0.671,-0.877,-1.063,-0.746,-0.688,-0.565,-0.692,-1.063,-1.04,-0.876,-0.849,-1.01,4
-1.245,-1.009,-1.171,-0.92,-1.245,-0.898,-0.948,-1.161,-0.843,-0.833,-0.731,-0.818,-1.129,-1.041,-0.861,-0.83,-0.978,4
-0.948,-0.704,-0.98,-0.606,-0.948,-0.641,-0.663,-0.955,-0.591,-0.608,-0.526,-0.595,-0.976,-0.841,-0.724,-0.732,-0.911,4
-1.21,-0.947,-1.029,-0.863,-1.21,-0.714,-0.849,-1.141,-0.734,-0.747,-0.635,-0.754,-1.155,-1.014,-0.866,-0.856,-1.02,4
-1.24,-0.986,-1.048,-0.891,-1.24,-0.752,-0.866,-1.097,-0.713,-0.695,-0.544,-0.686,-1.086,-1.006,-0.86,-0.831,-0.984,4
-1.218,-0.957,-1.078,-0.875,-1.218,-0.747,-0.847,-1.074,-0.715,-0.684,-0.566,-0.667,-1.031,-0.995,-0.818,-0.797,-0.951,4
-0.932,-0.628,-0.749,-0.537,-0.932,-0.51,-0.661,-0.936,-0.59,-0.62,-0.552,-0.629,-0.947,-0.836,-0.745,-0.75,-0.904,4
-1.133,-0.887,-1.03,-0.791,-1.133,-0.795,-0.836,-1.115,-0.741,-0.766,-0.7,-0.76,-1.099,-0.922,-0.793,-0.778,-0.95,4
-1.269,-0.979,-1.054,-0.884,-1.269,-0.773,-0.981,-1.202,-0.892,-0.886,-0.805,-0.879,-1.194,-1.077,-0.948,-0.926,-1.082,4
-1.189,-0.936,-1.014,-0.837,-1.189,-0.726,-0.798,-1.078,-0.637,-0.642,-0.484,-0.638,-1.068,-0.954,-0.809,-0.785,-0.945,4
-1.111,-0.887,-0.991,-0.816,-1.111,-0.809,-0.782,-1.133,-0.673,-0.732,-0.632,-0.721,-1.108,-0.911,-0.781,-0.777,-0.96,4
-1.266,-1.038,-1.159,-0.962,-1.266,-0.769,-0.864,-1.042,-0.761,-0.694,-0.61,-0.71,-1.068,-1.057,-0.875,-0.863,-1.013,4
-1.221,-0.894,-0.986,-0.781,-1.221,-0.765,-0.941,-1.128,-0.841,-0.825,-0.746,-0.806,-1.084,-0.968,-0.774,-0.732,-0.871,4
-1.187,-0.98,-1.038,-0.912,-1.187,-0.838,-0.885,-1.131,-0.793,-0.801,-0.729,-0.798,-1.117,-1.016,-0.904,-0.904,-1.066,4
-1.275,-0.993,-1.093,-0.903,-1.275,-0.842,-0.937,-1.145,-0.83,-0.803,-0.698,-0.787,-1.123,-1.041,-0.86,-0.825,-0.967,4
-1.225,-0.952,-1.045,-0.85,-1.225,-0.809,-0.959,-1.097,-0.861,-0.821,-0.753,-0.823,-1.097,-1.025,-0.873,-0.866,-1.034,4
-1.176,-0.922,-1.045,-0.811,-1.176,-0.757,-0.883,-1.152,-0.767,-0.793,-0.707,-0.758,-1.068,-0.974,-0.831,-0.806,-0.955,4
-1.271,-0.966,-1.065,-0.871,-1.271,-0.727,-0.968,-1.109,-0.869,-0.814,-0.741,-0.822,-1.11,-1.084,-0.941,-0.928,-1.077,4
-1.041,-0.695,-0.835,-0.587,-1.041,-0.556,-0.755,-0.967,-0.63,-0.615,-0.519,-0.568,-0.879,-0.789,-0.613,-0.574,-0.705,4
-1.094,-0.864,-0.998,-0.782,-1.094,-0.627,-0.685,-0.989,-0.577,-0.568,-0.439,-0.583,-1.041,-0.844,-0.665,-0.644,-0.8,4
-1.175,-0.948,-1.071,-0.867,-1.175,-0.766,-0.853,-1.122,-0.759,-0.767,-0.681,-0.776,-1.162,-0.989,-0.837,-0.829,-0.99,4
-1.22,-1.009,-1.075,-0.932,-1.22,-0.758,-0.843,-1.052,-0.712,-0.677,-0.554,-0.664,-1.032,-1.005,-0.861,-0.83,-0.982,4
-1.193,-0.94,-1.085,-0.855,-1.193,-0.748,-0.826,-1.014,-0.706,-0.649,-0.549,-0.638,-0.99,-0.959,-0.757,-0.731,-0.881,4
-1.224,-0.964,-1.058,-0.856,-1.224,-0.813,-0.949,-1.095,-0.856,-0.817,-0.749,-0.818,-1.093,-1.005,-0.832,-0.817,-0.978,4
-1.032,-0.763,-0.937,-0.683,-1.032,-0.718,-0.725,-1.066,-0.64,-0.689,-0.6,-0.694,-1.058,-0.872,-0.741,-0.757,-0.928,4
-1.35,-1.04,-1.088,-0.934,-1.35,-0.838,-1.068,-1.214,-0.967,-0.929,-0.84,-0.915,-1.176,-1.093,-0.92,-0.879,-1.025,4
-1.027,-0.793,-1.005,-0.699,-1.027,-0.746,-0.728,-0.999,-0.656,-0.691,-0.675,-0.708,-1.036,-0.848,-0.716,-0.743,-0.93,4
-1.298,-1.128,-1.191,-1.062,-1.298,-0.914,-0.981,-1.197,-0.873,-0.858,-0.751,-0.844,-1.18,-1.126,-0.977,-0.969,-1.132,4
-1.091,-0.806,-0.963,-0.717,-1.091,-0.683,-0.735,-0.995,-0.648,-0.655,-0.579,-0.674,-1.053,-0.901,-0.768,-0.755,-0.907,4
-1.304,-0.969,-1.055,-0.867,-1.304,-0.764,-0.967,-1.171,-0.856,-0.832,-0.727,-0.815,-1.138,-1.065,-0.882,-0.836,-0.959,4
-1.344,-1.101,-1.16,-1.009,-1.344,-0.78,-0.987,-1.166,-0.855,-0.799,-0.654,-0.794,-1.151,-1.14,-1.019,-0.994,-1.146,4
-1.116,-0.858,-1.027,-0.757,-1.116,-0.716,-0.811,-1.103,-0.715,-0.732,-0.662,-0.737,-1.082,-0.953,-0.784,-0.781,-0.938,4
-1.255,-1.014,-1.105,-0.925,-1.255,-0.845,-0.94,-1.143,-0.831,-0.818,-0.732,-0.81,-1.131,-1.051,-0.878,-0.862,-1.015,4
-1.327,-1.078,-1.164,-0.976,-1.327,-0.844,-1.002,-1.152,-0.897,-0.853,-0.767,-0.846,-1.146,-1.116,-0.922,-0.895,-1.034,4
-1.177,-0.94,-1.061,-0.86,-1.177,-0.712,-0.782,-1.062,-0.687,-0.677,-0.556,-0.676,-1.082,-0.973,-0.802,-0.802,-0.965,4
-0.832,-0.548,-0.63,-0.368,-0.832,-0.481,-0.627,-0.801,-0.449,-0.507,-0.385,-0.497,-0.736,-0.762,-0.575,-0.544,-0.63,9
-1.233,-0.98,-0.897,-0.856,-1.233,-0.767,-1.006,-1.027,-0.853,-0.782,-0.657,-0.774,-0.991,-1.084,-0.948,-0.892,-0.997,9
-0.838,-0.566,-0.558,-0.367,-0.838,-0.342,-0.621,-0.741,-0.499,-0.474,-0.358,-0.46,-0.755,-0.725,-0.557,-0.544,-0.673,9
-1.254,-0.912,-0.82,-0.71,-1.254,-0.582,-0.981,-1.026,-0.785,-0.718,-0.543,-0.654,-0.892,-1.032,-0.835,-0.778,-0.891,9
