@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R3-4,6-9,12,15,17-18,21,23-24,27,33,35,41'

@attribute A3 numeric
@attribute A4 numeric
@attribute A6 numeric
@attribute A7 numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A12 numeric
@attribute A15 numeric
@attribute A17 numeric
@attribute A18 numeric
@attribute A21 numeric
@attribute A23 numeric
@attribute A24 numeric
@attribute A27 numeric
@attribute A33 numeric
@attribute A35 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.651,-0.294,-0.113,-0.466,-0.352,-0.275,-0.581,-0.376,-0.691,-0.443,-0.98,-0.815,-0.485,-0.645,-0.324,-0.353,2
-0.59,-0.449,-0.204,-0.623,-0.421,-0.323,-0.779,-0.609,-0.91,-0.713,-1.126,-0.908,-0.611,-0.789,-0.297,-0.334,2
-0.678,-0.492,-0.295,-0.656,-0.446,-0.39,-0.717,-0.559,-0.88,-0.663,-1.064,-0.948,-0.689,-0.81,-0.508,-0.45,2
-0.843,-0.512,-0.388,-0.624,-0.516,-0.481,-0.709,-0.592,-0.846,-0.691,-0.981,-0.975,-0.636,-0.715,-0.538,-0.482,2
-0.841,-0.618,-0.415,-0.77,-0.608,-0.514,-0.813,-0.588,-0.941,-0.69,-1.194,-0.947,-0.652,-0.808,-0.507,-0.48,2
-0.754,-0.532,-0.356,-0.642,-0.464,-0.426,-0.72,-0.574,-0.882,-0.672,-1.037,-0.925,-0.707,-0.798,-0.552,-0.521,2
-0.907,-0.753,-0.557,-0.877,-0.703,-0.66,-0.918,-0.761,-1.033,-0.852,-1.218,-1.021,-0.84,-0.952,-0.683,-0.601,2
-0.794,-0.478,-0.296,-0.659,-0.536,-0.429,-0.715,-0.544,-0.886,-0.639,-1.113,-1.041,-0.739,-0.844,-0.579,-0.539,2
-0.922,-0.699,-0.522,-0.823,-0.698,-0.636,-0.854,-0.708,-0.923,-0.789,-1.192,-1.007,-0.799,-0.919,-0.718,-0.631,2
-0.902,-0.717,-0.54,-0.828,-0.682,-0.636,-0.872,-0.707,-0.979,-0.795,-1.173,-0.986,-0.781,-0.893,-0.648,-0.565,2
-0.791,-0.598,-0.417,-0.703,-0.532,-0.49,-0.778,-0.631,-0.935,-0.733,-1.063,-0.993,-0.755,-0.828,-0.585,-0.55,2
-0.633,-0.473,-0.244,-0.699,-0.472,-0.376,-0.777,-0.552,-0.872,-0.625,-1.282,-1.021,-0.785,-0.944,-0.521,-0.495,2
-0.76,-0.63,-0.544,-0.751,-0.609,-0.596,-0.808,-0.748,-0.945,-0.847,-1.07,-0.986,-0.731,-0.841,-0.507,-0.498,2
-0.822,-0.692,-0.604,-0.801,-0.665,-0.649,-0.809,-0.741,-0.934,-0.83,-1.086,-1.015,-0.727,-0.836,-0.588,-0.548,2
-0.789,-0.643,-0.508,-0.77,-0.635,-0.605,-0.755,-0.608,-0.927,-0.723,-1.087,-0.934,-0.662,-0.81,-0.526,-0.576,2
-0.809,-0.576,-0.371,-0.695,-0.541,-0.489,-0.829,-0.675,-0.915,-0.759,-1.096,-1.055,-0.713,-0.808,-0.543,-0.478,2
-0.613,-0.42,-0.248,-0.591,-0.404,-0.331,-0.721,-0.508,-0.858,-0.606,-1.121,-0.915,-0.602,-0.745,-0.405,-0.398,2
-0.79,-0.611,-0.419,-0.723,-0.544,-0.481,-0.823,-0.723,-0.92,-0.799,-1.103,-0.959,-0.749,-0.861,-0.615,-0.568,2
-0.868,-0.69,-0.523,-0.814,-0.658,-0.617,-0.789,-0.687,-0.914,-0.776,-1.098,-1.006,-0.663,-0.781,-0.64,-0.543,2
-0.629,-0.452,-0.278,-0.611,-0.404,-0.312,-0.708,-0.491,-0.812,-0.568,-1.092,-0.868,-0.633,-0.763,-0.335,-0.341,2
-0.6,-0.527,-0.208,-0.72,-0.452,-0.326,-0.823,-0.513,-0.932,-0.625,-1.274,-0.917,-0.764,-0.916,-0.453,-0.449,2
-0.562,-0.439,-0.291,-0.555,-0.382,-0.345,-0.645,-0.391,-0.773,-0.501,-0.996,-0.917,-0.682,-0.77,-0.474,-0.519,2
-0.563,-0.407,-0.172,-0.598,-0.375,-0.326,-0.671,-0.513,-0.793,-0.602,-1.109,-0.977,-0.638,-0.811,-0.501,-0.448,2
-0.888,-0.674,-0.478,-0.845,-0.654,-0.593,-0.808,-0.666,-0.972,-0.761,-1.239,-1.121,-0.881,-0.996,-0.776,-0.661,2
-0.796,-0.512,-0.257,-0.661,-0.495,-0.41,-0.772,-0.597,-0.909,-0.694,-1.11,-0.992,-0.765,-0.869,-0.575,-0.496,2
-0.614,-0.401,-0.165,-0.656,-0.467,-0.362,-0.587,-0.434,-0.817,-0.509,-1.153,-0.846,-0.751,-0.866,-0.739,-0.636,3
-0.605,-0.567,-0.275,-0.8,-0.565,-0.454,-0.806,-0.57,-0.97,-0.687,-1.228,-0.963,-0.912,-0.992,-0.769,-0.715,3
-0.649,-0.557,-0.294,-0.766,-0.513,-0.43,-0.751,-0.525,-0.891,-0.608,-1.277,-0.983,-0.866,-0.981,-0.727,-0.67,3
-0.784,-0.573,-0.36,-0.805,-0.618,-0.535,-0.777,-0.619,-0.933,-0.713,-1.31,-0.972,-0.952,-1.064,-0.848,-0.741,3
-0.629,-0.433,-0.178,-0.694,-0.488,-0.346,-0.657,-0.509,-0.821,-0.571,-1.25,-0.907,-0.791,-0.92,-0.69,-0.618,3
-0.551,-0.25,-0.065,-0.524,-0.379,-0.268,-0.5,-0.356,-0.663,-0.373,-1.18,-0.848,-0.718,-0.848,-0.69,-0.598,3
-0.498,-0.313,-0.053,-0.54,-0.289,-0.22,-0.562,-0.369,-0.699,-0.416,-1.141,-0.801,-0.66,-0.794,-0.626,-0.538,3
-0.625,-0.349,-0.116,-0.591,-0.438,-0.302,-0.583,-0.412,-0.726,-0.47,-1.164,-0.821,-0.735,-0.862,-0.687,-0.601,3
-0.358,-0.293,-0.1,-0.571,-0.284,-0.217,-0.549,-0.358,-0.69,-0.373,-1.221,-0.859,-0.757,-0.886,-0.493,-0.493,3
-0.754,-0.676,-0.359,-0.884,-0.651,-0.537,-0.95,-0.679,-1.075,-0.798,-1.31,-1.076,-1.048,-1.118,-0.782,-0.734,3
-0.724,-0.473,-0.234,-0.71,-0.538,-0.431,-0.673,-0.498,-0.817,-0.585,-1.212,-0.843,-0.786,-0.903,-0.723,-0.627,3
-0.623,-0.535,-0.239,-0.754,-0.518,-0.444,-0.769,-0.52,-0.924,-0.637,-1.239,-0.943,-0.858,-0.967,-0.752,-0.663,3
-0.638,-0.482,-0.245,-0.68,-0.45,-0.395,-0.72,-0.501,-0.877,-0.595,-1.176,-0.877,-0.808,-0.919,-0.753,-0.649,3
-0.63,-0.364,-0.14,-0.603,-0.407,-0.289,-0.608,-0.424,-0.774,-0.493,-1.205,-0.876,-0.775,-0.905,-0.69,-0.621,3
-0.578,-0.454,-0.195,-0.7,-0.478,-0.383,-0.729,-0.476,-0.884,-0.583,-1.19,-0.824,-0.799,-0.9,-0.671,-0.581,3
-0.588,-0.553,-0.273,-0.777,-0.528,-0.431,-0.87,-0.618,-0.993,-0.719,-1.297,-0.987,-0.934,-1.037,-0.612,-0.597,3
-0.57,-0.243,-0.091,-0.493,-0.356,-0.28,-0.465,-0.366,-0.637,-0.377,-1.172,-0.815,-0.707,-0.83,-0.67,-0.599,3
-0.425,-0.214,-0.039,-0.456,-0.276,-0.171,-0.383,-0.178,-0.536,-0.192,-1.049,-0.689,-0.577,-0.698,-0.523,-0.502,3
-0.538,-0.516,-0.221,-0.749,-0.458,-0.381,-0.74,-0.441,-0.892,-0.565,-1.221,-0.843,-0.876,-0.971,-0.692,-0.654,3
-0.487,-0.41,-0.203,-0.667,-0.437,-0.379,-0.718,-0.465,-0.894,-0.584,-1.23,-0.994,-0.937,-1.029,-0.668,-0.591,3
-0.615,-0.446,-0.207,-0.667,-0.481,-0.376,-0.653,-0.449,-0.78,-0.498,-1.211,-0.826,-0.703,-0.84,-0.58,-0.562,3
-0.596,-0.434,-0.16,-0.636,-0.471,-0.358,-0.629,-0.43,-0.765,-0.499,-1.153,-0.773,-0.649,-0.781,-0.576,-0.522,3
-0.51,-0.402,-0.173,-0.639,-0.418,-0.35,-0.626,-0.4,-0.802,-0.516,-1.134,-0.846,-0.784,-0.885,-0.632,-0.574,3
-0.553,-0.367,-0.134,-0.573,-0.375,-0.287,-0.535,-0.345,-0.703,-0.379,-1.155,-0.863,-0.694,-0.824,-0.73,-0.641,3
-0.457,-0.32,-0.03,-0.542,-0.275,-0.177,-0.653,-0.401,-0.812,-0.495,-1.16,-0.944,-0.81,-0.889,-0.519,-0.459,3
-0.601,-0.474,-0.204,-0.67,-0.48,-0.355,-0.778,-0.531,-0.914,-0.646,-1.158,-0.855,-0.755,-0.851,-0.582,-0.512,3
-0.5,-0.217,0.028,-0.483,-0.27,-0.157,-0.453,-0.238,-0.584,-0.265,-1.154,-0.773,-0.703,-0.835,-0.643,-0.562,3
-0.614,-0.519,-0.261,-0.77,-0.523,-0.414,-0.844,-0.57,-0.972,-0.676,-1.312,-1.054,-0.965,-1.064,-0.722,-0.645,3
-0.551,-0.402,-0.153,-0.669,-0.411,-0.323,-0.628,-0.429,-0.794,-0.489,-1.235,-0.902,-0.8,-0.925,-0.667,-0.598,3
-0.519,-0.454,-0.172,-0.684,-0.441,-0.348,-0.756,-0.496,-0.87,-0.584,-1.212,-0.914,-0.839,-0.95,-0.66,-0.603,3
-0.506,-0.454,-0.181,-0.673,-0.408,-0.347,-0.735,-0.421,-0.83,-0.508,-1.197,-0.932,-0.861,-0.946,-0.65,-0.603,3
-0.657,-0.498,-0.201,-0.744,-0.521,-0.389,-0.842,-0.55,-0.963,-0.639,-1.341,-1.042,-0.981,-1.098,-0.697,-0.64,3
-0.564,-0.45,-0.211,-0.693,-0.45,-0.355,-0.624,-0.469,-0.821,-0.535,-1.209,-0.893,-0.754,-0.881,-0.696,-0.63,3
-0.506,-0.409,-0.168,-0.661,-0.404,-0.311,-0.645,-0.41,-0.806,-0.507,-1.134,-0.822,-0.633,-0.769,-0.652,-0.541,3
-0.522,-0.33,-0.12,-0.55,-0.341,-0.27,-0.568,-0.361,-0.748,-0.435,-1.149,-0.879,-0.778,-0.882,-0.61,-0.546,3
-0.67,-0.387,-0.109,-0.618,-0.448,-0.354,-0.562,-0.395,-0.748,-0.428,-1.185,-0.922,-0.814,-0.929,-0.78,-0.647,3
-0.548,-0.485,-0.205,-0.712,-0.469,-0.375,-0.777,-0.527,-0.895,-0.616,-1.232,-0.93,-0.859,-0.971,-0.673,-0.619,3
-0.633,-0.343,-0.143,-0.557,-0.421,-0.336,-0.531,-0.406,-0.689,-0.437,-1.179,-0.853,-0.745,-0.88,-0.756,-0.672,3
-0.57,-0.327,-0.117,-0.579,-0.375,-0.313,-0.517,-0.411,-0.697,-0.449,-1.181,-0.829,-0.75,-0.877,-0.725,-0.653,3
-0.641,-0.57,-0.347,-0.795,-0.553,-0.491,-0.707,-0.497,-0.908,-0.59,-1.254,-0.9,-0.835,-0.961,-0.778,-0.711,3
-0.736,-0.521,-0.3,-0.759,-0.572,-0.491,-0.707,-0.543,-0.876,-0.634,-1.24,-0.865,-0.812,-0.936,-0.776,-0.679,3
-0.591,-0.501,-0.22,-0.741,-0.495,-0.394,-0.787,-0.576,-0.939,-0.674,-1.25,-0.942,-0.903,-1.002,-0.616,-0.602,3
-0.516,-0.283,-0.045,-0.515,-0.301,-0.185,-0.479,-0.291,-0.645,-0.305,-1.14,-0.83,-0.683,-0.814,-0.674,-0.597,3
-0.578,-0.472,-0.221,-0.725,-0.487,-0.376,-0.653,-0.484,-0.84,-0.554,-1.247,-0.921,-0.783,-0.914,-0.705,-0.634,3
-0.699,-0.67,-0.381,-0.86,-0.623,-0.534,-0.831,-0.591,-1.017,-0.707,-1.284,-0.959,-0.914,-1.02,-0.778,-0.726,3
-0.688,-0.561,-0.332,-0.782,-0.587,-0.509,-0.773,-0.551,-0.953,-0.664,-1.227,-0.89,-0.856,-0.964,-0.732,-0.633,3
-0.546,-0.43,-0.22,-0.708,-0.482,-0.404,-0.73,-0.485,-0.892,-0.594,-1.255,-0.943,-0.893,-0.994,-0.699,-0.616,3
-0.469,-0.345,-0.058,-0.582,-0.331,-0.258,-0.553,-0.346,-0.749,-0.432,-1.099,-0.81,-0.738,-0.841,-0.622,-0.54,3
-0.706,-0.64,-0.353,-0.846,-0.606,-0.522,-0.828,-0.579,-0.991,-0.693,-1.307,-0.933,-0.904,-1.026,-0.741,-0.688,3
-0.48,-0.111,0.087,-0.353,-0.178,-0.105,-0.338,-0.267,-0.464,-0.207,-1.107,-0.786,-0.62,-0.739,-0.494,-0.456,3
-1.137,-0.921,-0.776,-1.038,-0.924,-0.887,-0.961,-0.793,-1.07,-0.885,-1.312,-1.168,-0.861,-0.969,-0.966,-0.822,4
-1.032,-0.801,-0.679,-0.883,-0.787,-0.749,-0.825,-0.78,-0.958,-0.846,-1.163,-1.059,-0.751,-0.858,-0.81,-0.691,4
-1.05,-0.894,-0.774,-0.993,-0.871,-0.845,-0.828,-0.718,-0.967,-0.797,-1.246,-1.047,-0.745,-0.884,-0.832,-0.725,4
-1.045,-0.838,-0.779,-0.909,-0.831,-0.82,-0.807,-0.713,-0.95,-0.797,-1.134,-1.015,-0.669,-0.794,-0.821,-0.671,4
-1.067,-0.902,-0.782,-1.001,-0.878,-0.856,-0.844,-0.752,-0.972,-0.823,-1.25,-1.126,-0.743,-0.868,-0.852,-0.739,4
-1.023,-0.795,-0.702,-0.876,-0.794,-0.763,-0.754,-0.708,-0.892,-0.764,-1.131,-1.076,-0.712,-0.813,-0.817,-0.728,4
-1.068,-0.837,-0.774,-0.932,-0.834,-0.819,-0.762,-0.745,-0.916,-0.796,-1.181,-1.037,-0.682,-0.804,-0.813,-0.683,4
-1.073,-0.941,-0.87,-1.026,-0.922,-0.923,-0.869,-0.829,-1.014,-0.899,-1.239,-1.104,-0.772,-0.879,-0.828,-0.741,4
-1.059,-0.864,-0.757,-0.946,-0.845,-0.818,-0.789,-0.7,-0.931,-0.771,-1.205,-1.036,-0.723,-0.849,-0.789,-0.695,4
-1.001,-0.73,-0.627,-0.838,-0.736,-0.713,-0.726,-0.724,-0.894,-0.775,-1.118,-1.125,-0.645,-0.751,-0.766,-0.672,4
-1.205,-1.088,-0.918,-1.185,-1.048,-1.005,-1.044,-0.874,-1.123,-0.94,-1.435,-1.245,-1.02,-1.113,-1.07,-0.971,4
-1.181,-1.003,-0.89,-1.1,-0.99,-0.97,-0.959,-0.86,-1.095,-0.931,-1.347,-1.196,-0.91,-1.029,-0.92,-0.834,4
-1.111,-0.908,-0.771,-1.022,-0.907,-0.865,-0.872,-0.747,-0.98,-0.817,-1.269,-1.166,-0.772,-0.901,-1.064,-0.903,4
-1.088,-0.896,-0.783,-0.99,-0.881,-0.849,-0.926,-0.832,-1.044,-0.902,-1.257,-1.188,-0.874,-0.97,-0.9,-0.798,4
-1.212,-1.058,-0.987,-1.138,-1.049,-1.031,-0.954,-0.858,-1.073,-0.93,-1.347,-1.193,-0.889,-1,-1.06,-0.943,4
-1.072,-0.866,-0.815,-0.952,-0.866,-0.857,-0.86,-0.815,-1.017,-0.894,-1.147,-1.15,-0.727,-0.835,-0.831,-0.7,4
-1.04,-0.866,-0.767,-0.945,-0.847,-0.831,-0.853,-0.793,-0.977,-0.864,-1.159,-1.121,-0.787,-0.878,-0.883,-0.77,4
-1.061,-0.944,-0.772,-1.061,-0.91,-0.87,-0.816,-0.729,-0.947,-0.785,-1.32,-1.106,-0.705,-0.864,-0.857,-0.736,4
-0.972,-0.838,-0.738,-0.936,-0.813,-0.797,-0.763,-0.764,-0.927,-0.815,-1.152,-1.156,-0.707,-0.803,-0.873,-0.775,4
-1.056,-0.844,-0.787,-0.928,-0.846,-0.834,-0.838,-0.804,-0.974,-0.871,-1.174,-1.095,-0.755,-0.857,-0.83,-0.713,4
-1.077,-0.897,-0.729,-1.013,-0.869,-0.832,-0.995,-0.837,-1.097,-0.917,-1.313,-1.185,-0.929,-1.022,-0.949,-0.803,4
-1.108,-0.923,-0.86,-1.01,-0.926,-0.91,-0.867,-0.765,-1.015,-0.847,-1.2,-1.114,-0.801,-0.902,-0.947,-0.853,4
-0.857,-0.672,-0.727,-0.754,-0.7,-0.721,-0.645,-0.735,-0.798,-0.784,-0.891,-0.997,-0.551,-0.612,-0.729,-0.605,4
-1.035,-0.823,-0.736,-0.931,-0.83,-0.812,-0.747,-0.683,-0.916,-0.762,-1.181,-1.09,-0.682,-0.812,-0.867,-0.766,4
-1.149,-1.023,-0.941,-1.1,-1.003,-0.986,-0.875,-0.797,-1.017,-0.864,-1.282,-1.143,-0.829,-0.939,-0.962,-0.878,4
-1.134,-0.885,-0.833,-0.94,-0.885,-0.881,-0.808,-0.761,-0.926,-0.813,-1.163,-1.175,-0.802,-0.867,-0.982,-0.872,4
-1.096,-0.833,-0.774,-0.921,-0.834,-0.821,-0.759,-0.706,-0.906,-0.769,-1.182,-1.044,-0.673,-0.786,-0.823,-0.68,4
-1.031,-0.849,-0.762,-0.94,-0.832,-0.811,-0.799,-0.725,-0.949,-0.803,-1.186,-1.064,-0.765,-0.868,-0.851,-0.762,4
-0.898,-0.73,-0.626,-0.841,-0.71,-0.688,-0.712,-0.642,-0.896,-0.725,-1.083,-1.013,-0.641,-0.765,-0.704,-0.625,4
-1.074,-0.914,-0.81,-1.005,-0.891,-0.873,-0.821,-0.753,-0.982,-0.821,-1.249,-1.176,-0.781,-0.909,-0.929,-0.83,4
-0.99,-0.759,-0.723,-0.833,-0.751,-0.748,-0.78,-0.771,-0.938,-0.846,-1.068,-1.093,-0.684,-0.782,-0.899,-0.751,4
-1.075,-0.964,-0.872,-1.066,-0.943,-0.928,-0.888,-0.813,-1.027,-0.885,-1.279,-1.151,-0.807,-0.926,-0.961,-0.836,4
-1.105,-0.865,-0.795,-0.948,-0.86,-0.859,-0.879,-0.842,-0.993,-0.904,-1.208,-1.11,-0.803,-0.899,-0.856,-0.746,4
-0.922,-0.764,-0.635,-0.854,-0.719,-0.694,-0.727,-0.672,-0.871,-0.738,-1.132,-1.067,-0.671,-0.792,-0.785,-0.698,4
-0.875,-0.779,-0.757,-0.853,-0.761,-0.762,-0.715,-0.752,-0.859,-0.803,-1.005,-1.004,-0.639,-0.735,-0.786,-0.69,4
-1.06,-0.88,-0.786,-0.981,-0.879,-0.869,-0.834,-0.759,-0.986,-0.832,-1.225,-1.098,-0.785,-0.9,-0.873,-0.776,4
-1.009,-0.849,-0.713,-0.965,-0.834,-0.807,-0.811,-0.748,-0.971,-0.818,-1.224,-1.177,-0.824,-0.922,-0.983,-0.869,4
-1.192,-1.021,-0.876,-1.115,-0.999,-0.955,-0.975,-0.816,-1.073,-0.895,-1.371,-1.202,-0.897,-1.015,-1.112,-0.948,4
-1.027,-0.843,-0.735,-0.926,-0.822,-0.792,-0.799,-0.714,-0.94,-0.774,-1.171,-1.074,-0.671,-0.795,-0.721,-0.643,4
-0.993,-0.764,-0.7,-0.846,-0.765,-0.747,-0.802,-0.724,-0.938,-0.809,-1.113,-1.045,-0.658,-0.761,-0.838,-0.69,4
-1.089,-0.876,-0.759,-0.976,-0.869,-0.832,-0.801,-0.677,-0.949,-0.752,-1.229,-1.047,-0.708,-0.835,-0.841,-0.72,4
-1.231,-1.105,-0.997,-1.179,-1.077,-1.053,-1.032,-0.888,-1.126,-0.962,-1.388,-1.203,-0.854,-0.978,-1.04,-0.862,4
-1.092,-0.918,-0.904,-0.972,-0.919,-0.923,-0.811,-0.78,-0.947,-0.836,-1.136,-1.131,-0.772,-0.846,-0.985,-0.876,4
-1.123,-0.936,-0.796,-1.037,-0.919,-0.875,-0.908,-0.76,-1.025,-0.846,-1.286,-1.094,-0.818,-0.933,-1.011,-0.848,4
-1.13,-0.974,-0.833,-1.072,-0.95,-0.917,-0.89,-0.783,-1.014,-0.854,-1.325,-1.161,-0.832,-0.947,-1.021,-0.894,4
-1.158,-1.049,-0.909,-1.138,-1.012,-0.975,-0.959,-0.823,-1.071,-0.896,-1.357,-1.181,-0.839,-0.97,-1.027,-0.869,4
-0.92,-0.743,-0.66,-0.817,-0.725,-0.712,-0.735,-0.655,-0.864,-0.733,-1.071,-1.025,-0.621,-0.729,-0.814,-0.691,4
-1.065,-0.799,-0.671,-0.925,-0.814,-0.782,-0.788,-0.726,-0.94,-0.795,-1.2,-1.074,-0.78,-0.881,-0.842,-0.73,4
-0.998,-0.79,-0.721,-0.875,-0.781,-0.765,-0.793,-0.775,-0.937,-0.841,-1.117,-1.047,-0.696,-0.798,-0.794,-0.672,4
-1.022,-0.871,-0.731,-0.998,-0.848,-0.818,-0.867,-0.732,-1.025,-0.822,-1.273,-1.134,-0.814,-0.936,-0.947,-0.811,4
-0.634,-0.352,-0.171,-0.602,-0.442,-0.298,-0.593,-0.386,-0.735,-0.482,-0.903,-0.745,-0.512,-0.627,-0.478,-0.483,9
-0.504,-0.304,-0.121,-0.543,-0.342,-0.186,-0.542,-0.405,-0.689,-0.476,-0.929,-0.749,-0.442,-0.608,-0.406,-0.43,9
-0.748,-0.591,-0.402,-0.742,-0.593,-0.47,-0.808,-0.574,-0.859,-0.664,-1.072,-0.856,-0.661,-0.791,-0.664,-0.606,9
-0.6,-0.533,-0.294,-0.658,-0.468,-0.361,-0.685,-0.404,-0.769,-0.492,-0.965,-0.813,-0.572,-0.682,-0.658,-0.619,9
-0.652,-0.394,-0.161,-0.647,-0.475,-0.303,-0.636,-0.444,-0.747,-0.555,-1.015,-0.83,-0.636,-0.766,-0.633,-0.552,9
-0.561,-0.366,-0.177,-0.565,-0.433,-0.272,-0.57,-0.448,-0.753,-0.587,-0.84,-0.8,-0.539,-0.671,-0.451,-0.447,9
-0.598,-0.511,-0.307,-0.665,-0.469,-0.374,-0.663,-0.535,-0.836,-0.622,-0.989,-0.902,-0.557,-0.704,-0.63,-0.58,9
-0.818,-0.702,-0.445,-0.879,-0.727,-0.564,-0.906,-0.641,-0.998,-0.753,-1.162,-0.979,-0.774,-0.92,-0.74,-0.684,9
-0.488,-0.339,-0.177,-0.585,-0.371,-0.243,-0.531,-0.307,-0.674,-0.416,-0.901,-0.662,-0.523,-0.65,-0.379,-0.32,9
-0.419,-0.21,-0.009,-0.426,-0.27,-0.101,-0.46,-0.377,-0.589,-0.464,-0.727,-0.602,-0.374,-0.502,-0.227,-0.221,9
-0.751,-0.572,-0.35,-0.782,-0.606,-0.428,-0.789,-0.567,-0.868,-0.649,-1.131,-0.919,-0.655,-0.812,-0.684,-0.624,9
-0.583,-0.475,-0.202,-0.686,-0.466,-0.292,-0.663,-0.448,-0.768,-0.547,-1.032,-0.852,-0.635,-0.791,-0.571,-0.533,9
-0.613,-0.477,-0.26,-0.658,-0.474,-0.365,-0.638,-0.418,-0.747,-0.518,-1.003,-0.776,-0.572,-0.724,-0.628,-0.584,9
-0.634,-0.593,-0.353,-0.775,-0.55,-0.443,-0.781,-0.595,-0.878,-0.677,-1.151,-0.936,-0.707,-0.84,-0.688,-0.602,9
