@relation texture

@attribute A1 numeric
@attribute A10 numeric
@attribute A13 numeric
@attribute A18 numeric
@attribute A21 numeric
@attribute A23 numeric
@attribute A25 numeric
@attribute A29 numeric
@attribute A32 numeric
@attribute A33 numeric
@attribute A34 numeric
@attribute A36 numeric
@attribute A37 numeric
@attribute A38 numeric
@attribute A39 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-1.342,-0.806,-0.697,-0.706,-1.342,-0.986,-0.702,-0.734,-0.916,-0.691,-0.842,-0.651,-1.01,-0.734,-0.679,2
-1.152,-0.904,-0.676,-0.724,-1.152,-0.917,-0.671,-0.709,-0.809,-0.62,-0.79,-0.677,-0.962,-0.735,-0.71,2
-1.115,-0.937,-0.767,-0.731,-1.115,-0.921,-0.679,-0.683,-0.758,-0.757,-0.708,-0.709,-0.862,-0.703,-0.697,2
-1.362,-1.017,-0.83,-0.87,-1.362,-1.031,-0.777,-0.781,-0.964,-0.788,-0.884,-0.701,-1.05,-0.799,-0.734,2
-1.163,-0.929,-0.713,-0.703,-1.163,-0.926,-0.654,-0.688,-0.801,-0.678,-0.754,-0.646,-0.92,-0.687,-0.651,2
-1.077,-0.96,-0.666,-0.713,-1.077,-1.038,-0.742,-0.721,-0.676,-0.687,-0.666,-0.707,-0.833,-0.666,-0.646,2
-1.375,-1.021,-0.813,-0.853,-1.375,-1.021,-0.737,-0.733,-0.974,-0.81,-0.902,-0.744,-1.072,-0.828,-0.771,2
-1.107,-0.673,-0.565,-0.645,-1.107,-0.964,-0.686,-0.668,-0.659,-0.455,-0.652,-0.577,-0.824,-0.552,-0.536,2
-0.998,-0.622,-0.514,-0.612,-0.998,-0.839,-0.565,-0.54,-0.562,-0.39,-0.529,-0.484,-0.7,-0.472,-0.454,2
-1.061,-0.639,-0.387,-0.53,-1.061,-0.899,-0.646,-0.64,-0.654,-0.476,-0.627,-0.541,-0.798,-0.582,-0.548,2
-1.174,-0.76,-0.513,-0.588,-1.174,-0.871,-0.551,-0.551,-0.591,-0.423,-0.575,-0.535,-0.726,-0.467,-0.43,2
-1.285,-1.005,-0.707,-0.749,-1.285,-0.95,-0.634,-0.651,-0.892,-0.7,-0.849,-0.695,-1.011,-0.758,-0.701,2
-1.042,-0.817,-0.578,-0.644,-1.042,-0.768,-0.453,-0.48,-0.598,-0.337,-0.576,-0.457,-0.752,-0.518,-0.493,2
-0.991,-0.598,-0.517,-0.632,-0.991,-0.914,-0.64,-0.622,-0.578,-0.462,-0.555,-0.558,-0.728,-0.538,-0.521,2
-1.01,-0.912,-0.713,-0.659,-1.01,-0.789,-0.515,-0.541,-0.634,-0.614,-0.61,-0.657,-0.769,-0.607,-0.617,2
-0.653,-0.527,-0.499,-0.473,-0.653,-0.681,-0.431,-0.489,-0.359,-0.441,-0.374,-0.523,-0.561,-0.467,-0.52,2
-0.543,-0.664,-0.563,-0.693,-0.543,-0.747,-0.478,-0.543,-0.344,-0.265,-0.399,-0.398,-0.61,-0.466,-0.489,2
-1.322,-1.071,-0.943,-0.998,-1.322,-1.106,-0.855,-0.859,-0.912,-0.777,-0.844,-0.71,-1.01,-0.786,-0.731,2
-1.15,-0.934,-0.862,-0.854,-1.15,-1.037,-0.737,-0.745,-0.818,-0.681,-0.787,-0.657,-0.964,-0.744,-0.7,2
-1.106,-0.847,-0.67,-0.651,-1.106,-0.915,-0.629,-0.644,-0.633,-0.406,-0.578,-0.433,-0.736,-0.451,-0.397,2
-1.184,-0.882,-0.706,-0.698,-1.184,-1.046,-0.767,-0.783,-0.781,-0.729,-0.724,-0.675,-0.879,-0.7,-0.677,2
-1.086,-0.866,-0.831,-0.83,-1.086,-1.015,-0.728,-0.723,-0.749,-0.588,-0.701,-0.57,-0.857,-0.649,-0.617,2
-1.121,-0.643,-0.508,-0.606,-1.121,-0.915,-0.571,-0.564,-0.569,-0.405,-0.562,-0.566,-0.717,-0.455,-0.456,2
-0.985,-0.67,-0.528,-0.544,-0.985,-0.841,-0.578,-0.581,-0.559,-0.47,-0.534,-0.55,-0.686,-0.517,-0.505,2
-1.186,-0.779,-0.671,-0.703,-1.186,-0.94,-0.661,-0.653,-0.707,-0.512,-0.647,-0.517,-0.809,-0.539,-0.493,2
-0.991,-0.733,-0.607,-0.626,-0.991,-0.954,-0.641,-0.617,-0.618,-0.513,-0.583,-0.529,-0.754,-0.558,-0.523,2
-1.235,-1,-0.912,-0.929,-1.235,-1.045,-0.802,-0.814,-0.831,-0.737,-0.782,-0.713,-0.946,-0.746,-0.708,2
-1.132,-0.736,-0.615,-0.675,-1.132,-0.9,-0.608,-0.574,-0.682,-0.502,-0.641,-0.563,-0.814,-0.576,-0.552,2
-1.307,-0.944,-0.853,-0.786,-1.307,-1.168,-0.9,-0.904,-0.925,-0.837,-0.859,-0.736,-1.016,-0.792,-0.736,2
-0.98,-0.747,-0.408,-0.443,-0.98,-0.815,-0.456,-0.425,-0.48,-0.324,-0.511,-0.487,-0.647,-0.404,-0.388,2
-0.985,-0.878,-0.716,-0.745,-0.985,-0.98,-0.656,-0.674,-0.599,-0.548,-0.576,-0.535,-0.746,-0.536,-0.501,2
-1.038,-0.871,-0.719,-0.742,-1.038,-0.911,-0.587,-0.572,-0.677,-0.598,-0.636,-0.57,-0.812,-0.613,-0.578,2
-1.306,-0.75,-0.657,-0.653,-1.306,-1.03,-0.697,-0.679,-0.775,-0.568,-0.7,-0.596,-0.85,-0.571,-0.527,2
-1.086,-0.592,-0.476,-0.56,-1.086,-0.899,-0.616,-0.592,-0.653,-0.522,-0.618,-0.583,-0.774,-0.559,-0.53,2
-1.325,-0.728,-0.737,-0.805,-1.325,-0.975,-0.69,-0.689,-0.805,-0.485,-0.739,-0.512,-0.906,-0.573,-0.511,2
-1.191,-0.981,-0.855,-0.867,-1.191,-1.08,-0.798,-0.801,-0.803,-0.765,-0.756,-0.681,-0.916,-0.717,-0.681,2
-1.017,-0.626,-0.519,-0.587,-1.017,-0.954,-0.673,-0.656,-0.602,-0.409,-0.606,-0.56,-0.778,-0.499,-0.504,2
-1.357,-0.985,-0.871,-0.811,-1.357,-1.042,-0.706,-0.685,-0.9,-0.733,-0.825,-0.677,-0.99,-0.725,-0.678,2
-1.149,-0.788,-0.629,-0.693,-1.149,-0.954,-0.683,-0.684,-0.746,-0.561,-0.708,-0.593,-0.884,-0.63,-0.592,2
-0.964,-0.902,-0.702,-0.798,-0.964,-0.894,-0.689,-0.707,-0.693,-0.566,-0.656,-0.52,-0.81,-0.612,-0.571,2
-1.156,-0.713,-0.575,-0.637,-1.156,-0.91,-0.577,-0.568,-0.691,-0.496,-0.606,-0.461,-0.779,-0.522,-0.443,2
-1.199,-0.936,-0.841,-0.839,-1.199,-1.058,-0.799,-0.804,-0.86,-0.647,-0.812,-0.623,-0.974,-0.734,-0.69,2
-1.208,-0.653,-0.747,-0.778,-1.208,-0.909,-0.584,-0.557,-0.655,-0.357,-0.598,-0.426,-0.755,-0.44,-0.4,2
-1.168,-0.675,-0.709,-0.715,-1.168,-0.913,-0.581,-0.571,-0.627,-0.4,-0.603,-0.5,-0.757,-0.463,-0.436,2
-1.152,-0.695,-0.633,-0.677,-1.152,-0.939,-0.608,-0.602,-0.605,-0.402,-0.577,-0.533,-0.733,-0.454,-0.443,2
-1.031,-0.712,-0.621,-0.674,-1.031,-0.999,-0.678,-0.659,-0.608,-0.455,-0.602,-0.573,-0.77,-0.549,-0.543,2
-1.362,-0.931,-0.855,-0.777,-1.362,-1.078,-0.832,-0.838,-0.931,-0.715,-0.851,-0.656,-1.018,-0.736,-0.68,2
-0.971,-0.679,-0.359,-0.478,-0.971,-0.856,-0.526,-0.482,-0.54,-0.423,-0.552,-0.532,-0.728,-0.525,-0.496,2
-1.258,-0.673,-0.474,-0.531,-1.258,-0.916,-0.646,-0.629,-0.799,-0.524,-0.745,-0.548,-0.908,-0.597,-0.544,2
-1.157,-0.959,-0.722,-0.737,-1.157,-0.945,-0.597,-0.603,-0.77,-0.547,-0.743,-0.584,-0.903,-0.641,-0.584,2
-1.247,-0.691,-0.79,-0.844,-1.247,-1.041,-0.824,-0.804,-0.789,-0.496,-0.74,-0.561,-0.915,-0.619,-0.587,2
-1.154,-0.743,-0.492,-0.587,-1.154,-0.895,-0.556,-0.545,-0.574,-0.387,-0.564,-0.524,-0.722,-0.443,-0.42,2
-0.805,-0.79,-0.703,-0.789,-0.805,-0.886,-0.628,-0.639,-0.588,-0.462,-0.58,-0.458,-0.74,-0.567,-0.529,2
-0.987,-0.551,-0.476,-0.544,-0.987,-0.822,-0.54,-0.546,-0.564,-0.351,-0.48,-0.318,-0.649,-0.374,-0.323,2
-0.688,-0.778,-0.587,-0.524,-0.688,-0.727,-0.399,-0.379,-0.373,-0.288,-0.353,-0.302,-0.522,-0.343,-0.318,2
-1.182,-0.901,-0.773,-0.76,-1.182,-1.047,-0.705,-0.687,-0.781,-0.712,-0.738,-0.653,-0.895,-0.699,-0.648,2
-1.235,-0.782,-0.689,-0.708,-1.235,-0.929,-0.56,-0.58,-0.751,-0.573,-0.663,-0.576,-0.829,-0.592,-0.54,2
-1.224,-0.698,-0.744,-0.818,-1.224,-1.026,-0.753,-0.725,-0.767,-0.49,-0.709,-0.533,-0.873,-0.603,-0.564,2
-1.41,-1.037,-0.894,-0.941,-1.41,-1.094,-0.808,-0.812,-0.919,-0.77,-0.847,-0.723,-1.013,-0.748,-0.698,2
-1.156,-0.92,-0.825,-0.794,-1.156,-1.12,-0.806,-0.799,-0.701,-0.555,-0.676,-0.579,-0.83,-0.586,-0.542,2
-0.883,-0.546,-0.378,-0.513,-0.883,-0.879,-0.604,-0.579,-0.518,-0.432,-0.567,-0.614,-0.752,-0.564,-0.561,2
-1.193,-0.733,-0.621,-0.682,-1.193,-0.978,-0.718,-0.661,-0.753,-0.469,-0.711,-0.539,-0.883,-0.592,-0.571,2
-1.05,-0.804,-0.637,-0.629,-1.05,-0.989,-0.584,-0.584,-0.653,-0.576,-0.635,-0.611,-0.78,-0.586,-0.57,2
-1.119,-0.818,-0.77,-0.734,-1.119,-0.972,-0.637,-0.64,-0.71,-0.588,-0.678,-0.629,-0.843,-0.638,-0.618,2
-1.186,-0.758,-0.5,-0.554,-1.186,-0.886,-0.559,-0.562,-0.619,-0.451,-0.608,-0.549,-0.765,-0.494,-0.45,2
-1.104,-0.773,-0.584,-0.651,-1.104,-0.943,-0.697,-0.709,-0.674,-0.553,-0.658,-0.555,-0.828,-0.592,-0.532,2
-1.087,-0.925,-0.636,-0.723,-1.087,-0.934,-0.642,-0.664,-0.748,-0.526,-0.748,-0.614,-0.911,-0.674,-0.641,2
-1.064,-0.708,-0.587,-0.663,-1.064,-0.948,-0.663,-0.67,-0.637,-0.508,-0.581,-0.508,-0.734,-0.537,-0.502,2
-0.748,-0.572,-0.168,-0.417,-0.748,-0.74,-0.503,-0.497,-0.486,-0.3,-0.456,-0.308,-0.625,-0.441,-0.399,2
-1.006,-0.845,-0.609,-0.692,-1.006,-0.822,-0.516,-0.533,-0.624,-0.53,-0.583,-0.517,-0.753,-0.53,-0.493,2
-1.081,-0.861,-0.753,-0.772,-1.081,-0.949,-0.716,-0.699,-0.782,-0.619,-0.734,-0.565,-0.891,-0.679,-0.623,2
-1.183,-0.889,-0.795,-0.785,-1.183,-1.034,-0.68,-0.678,-0.793,-0.734,-0.727,-0.638,-0.878,-0.666,-0.623,2
-1.141,-0.736,-0.695,-0.761,-1.141,-1.037,-0.771,-0.753,-0.74,-0.478,-0.721,-0.56,-0.9,-0.62,-0.592,2
-0.942,-0.711,-0.517,-0.53,-0.942,-0.802,-0.539,-0.556,-0.517,-0.403,-0.523,-0.545,-0.671,-0.485,-0.484,2
-1.011,-0.934,-0.614,-0.654,-1.011,-0.999,-0.691,-0.664,-0.61,-0.622,-0.611,-0.651,-0.765,-0.587,-0.571,2
-1.281,-0.981,-0.719,-0.742,-1.281,-0.978,-0.667,-0.681,-0.88,-0.675,-0.837,-0.679,-1.002,-0.74,-0.682,2
-1.087,-0.793,-0.732,-0.756,-1.087,-1.062,-0.734,-0.713,-0.711,-0.553,-0.673,-0.555,-0.831,-0.603,-0.559,2
-1.108,-0.849,-0.815,-0.751,-1.108,-0.991,-0.632,-0.632,-0.72,-0.615,-0.673,-0.56,-0.847,-0.621,-0.574,2
-1.366,-1.002,-0.898,-0.904,-1.366,-1.054,-0.78,-0.781,-0.932,-0.742,-0.852,-0.69,-1.016,-0.752,-0.706,2
-1.126,-0.66,-0.589,-0.674,-1.126,-0.988,-0.741,-0.698,-0.694,-0.482,-0.672,-0.57,-0.847,-0.564,-0.537,2
-1.113,-0.767,-0.556,-0.636,-1.113,-0.866,-0.592,-0.576,-0.706,-0.501,-0.648,-0.512,-0.815,-0.552,-0.509,2
-1.124,-0.831,-0.55,-0.569,-1.124,-0.821,-0.474,-0.479,-0.62,-0.413,-0.586,-0.507,-0.749,-0.5,-0.486,2
-1.218,-0.931,-0.855,-0.852,-1.218,-1.021,-0.755,-0.764,-0.816,-0.683,-0.764,-0.641,-0.937,-0.694,-0.654,2
-1.083,-0.542,-0.55,-0.634,-1.083,-0.946,-0.652,-0.639,-0.703,-0.453,-0.662,-0.475,-0.827,-0.554,-0.504,2
-1.135,-0.805,-0.598,-0.655,-1.135,-0.903,-0.624,-0.624,-0.675,-0.459,-0.632,-0.477,-0.786,-0.506,-0.446,2
-1.055,-0.941,-0.783,-0.752,-1.055,-1.007,-0.781,-0.79,-0.776,-0.745,-0.742,-0.703,-0.883,-0.736,-0.716,2
-1.186,-0.876,-0.739,-0.772,-1.186,-1.029,-0.69,-0.713,-0.686,-0.52,-0.667,-0.553,-0.827,-0.578,-0.538,2
-1.13,-0.665,-0.695,-0.767,-1.13,-0.929,-0.707,-0.684,-0.67,-0.42,-0.645,-0.511,-0.828,-0.549,-0.523,2
-1.052,-0.691,-0.425,-0.487,-1.052,-0.938,-0.632,-0.584,-0.655,-0.525,-0.619,-0.569,-0.79,-0.573,-0.553,2
-1.094,-0.904,-0.727,-0.79,-1.094,-0.927,-0.591,-0.618,-0.693,-0.614,-0.65,-0.597,-0.823,-0.619,-0.591,2
-1.205,-0.877,-0.848,-0.797,-1.205,-1.022,-0.764,-0.774,-0.812,-0.735,-0.783,-0.724,-0.959,-0.754,-0.723,2
-1.295,-0.92,-0.738,-0.712,-1.295,-0.961,-0.638,-0.631,-0.856,-0.725,-0.801,-0.664,-0.977,-0.731,-0.674,2
-0.846,-0.68,-0.62,-0.602,-0.846,-0.818,-0.546,-0.538,-0.512,-0.374,-0.546,-0.493,-0.699,-0.486,-0.46,2
-1.181,-0.939,-0.848,-0.814,-1.181,-1.023,-0.735,-0.736,-0.847,-0.737,-0.778,-0.65,-0.936,-0.736,-0.694,2
-1.309,-0.581,-0.591,-0.672,-1.309,-0.908,-0.635,-0.641,-0.766,-0.447,-0.707,-0.506,-0.862,-0.533,-0.475,2
-1.237,-0.528,-0.666,-0.692,-1.237,-0.936,-0.615,-0.595,-0.655,-0.314,-0.598,-0.392,-0.75,-0.405,-0.358,2
-0.993,-0.902,-0.689,-0.636,-0.993,-0.77,-0.514,-0.517,-0.663,-0.632,-0.637,-0.652,-0.801,-0.643,-0.646,2
-1.128,-0.802,-0.592,-0.611,-1.128,-1.008,-0.753,-0.745,-0.725,-0.589,-0.714,-0.622,-0.882,-0.65,-0.615,2
-1.142,-0.813,-0.652,-0.701,-1.142,-0.939,-0.675,-0.671,-0.671,-0.462,-0.633,-0.475,-0.793,-0.513,-0.451,2
-1.037,-0.969,-0.647,-0.687,-1.037,-1.009,-0.72,-0.702,-0.664,-0.631,-0.653,-0.647,-0.815,-0.618,-0.586,2
-1.117,-0.789,-0.669,-0.686,-1.117,-0.937,-0.665,-0.638,-0.691,-0.485,-0.654,-0.516,-0.821,-0.56,-0.52,2
-1.168,-0.692,-0.733,-0.727,-1.168,-0.962,-0.643,-0.592,-0.673,-0.435,-0.623,-0.482,-0.787,-0.504,-0.46,2
-1.282,-0.86,-0.735,-0.743,-1.282,-0.998,-0.664,-0.666,-0.791,-0.564,-0.726,-0.585,-0.895,-0.619,-0.572,2
-1.12,-0.807,-0.559,-0.591,-1.12,-0.882,-0.556,-0.548,-0.612,-0.44,-0.593,-0.522,-0.747,-0.506,-0.474,2
-1.168,-0.923,-0.784,-0.762,-1.168,-0.968,-0.692,-0.725,-0.798,-0.714,-0.758,-0.689,-0.938,-0.75,-0.718,2
-0.935,-0.751,-0.758,-0.721,-0.935,-0.802,-0.583,-0.603,-0.555,-0.549,-0.552,-0.663,-0.735,-0.595,-0.641,2
-1.265,-0.715,-0.562,-0.589,-1.265,-0.933,-0.593,-0.579,-0.726,-0.494,-0.652,-0.506,-0.809,-0.518,-0.462,2
-1.244,-0.967,-0.843,-0.812,-1.244,-1.084,-0.782,-0.777,-0.871,-0.815,-0.819,-0.736,-0.969,-0.787,-0.741,2
-1,-0.894,-0.722,-0.661,-1,-0.782,-0.543,-0.576,-0.607,-0.602,-0.582,-0.64,-0.742,-0.582,-0.593,2
-1.04,-0.684,-0.436,-0.536,-1.04,-0.908,-0.582,-0.588,-0.585,-0.381,-0.598,-0.513,-0.773,-0.511,-0.485,2
-1.252,-0.663,-0.459,-0.531,-1.252,-0.917,-0.635,-0.615,-0.805,-0.525,-0.75,-0.549,-0.916,-0.61,-0.555,2
-1.119,-0.75,-0.606,-0.647,-1.119,-0.953,-0.664,-0.654,-0.694,-0.521,-0.664,-0.572,-0.841,-0.587,-0.553,2
-1.194,-0.956,-0.757,-0.795,-1.194,-0.937,-0.637,-0.633,-0.775,-0.671,-0.709,-0.616,-0.874,-0.657,-0.612,2
-1.1,-0.673,-0.655,-0.676,-1.1,-0.965,-0.67,-0.666,-0.675,-0.543,-0.63,-0.577,-0.808,-0.581,-0.552,2
-1.102,-0.652,-0.376,-0.49,-1.102,-0.868,-0.528,-0.507,-0.593,-0.328,-0.585,-0.511,-0.746,-0.453,-0.451,2
-1.18,-0.673,-0.669,-0.722,-1.18,-0.92,-0.652,-0.676,-0.74,-0.448,-0.674,-0.461,-0.851,-0.519,-0.477,2
-1.321,-0.716,-0.7,-0.768,-1.321,-1.016,-0.753,-0.748,-0.838,-0.563,-0.779,-0.596,-0.951,-0.663,-0.609,2
-1.075,-0.602,-0.592,-0.684,-1.075,-0.951,-0.722,-0.742,-0.699,-0.487,-0.679,-0.548,-0.857,-0.603,-0.578,2
-1.273,-0.967,-0.904,-0.858,-1.273,-1.087,-0.892,-0.883,-0.87,-0.737,-0.791,-0.655,-0.946,-0.702,-0.653,2
-1.021,-0.895,-0.746,-0.748,-1.021,-0.931,-0.612,-0.599,-0.618,-0.513,-0.58,-0.539,-0.736,-0.524,-0.497,2
-1.258,-0.741,-0.694,-0.738,-1.258,-0.972,-0.675,-0.674,-0.742,-0.47,-0.692,-0.542,-0.862,-0.558,-0.524,2
-1.191,-0.779,-0.668,-0.712,-1.191,-0.91,-0.635,-0.643,-0.711,-0.495,-0.661,-0.511,-0.831,-0.533,-0.494,2
-1.065,-0.97,-0.777,-0.807,-1.065,-1.011,-0.741,-0.724,-0.676,-0.68,-0.638,-0.677,-0.794,-0.635,-0.621,2
-1.172,-0.716,-0.56,-0.617,-1.172,-0.927,-0.646,-0.668,-0.661,-0.449,-0.657,-0.553,-0.829,-0.551,-0.511,2
-0.867,-0.614,-0.302,-0.492,-0.867,-0.802,-0.496,-0.501,-0.505,-0.311,-0.522,-0.456,-0.698,-0.469,-0.448,2
-1.026,-0.769,-0.667,-0.713,-1.026,-0.951,-0.701,-0.678,-0.637,-0.54,-0.652,-0.611,-0.827,-0.603,-0.583,2
-1.235,-0.978,-0.805,-0.802,-1.235,-1.034,-0.706,-0.696,-0.809,-0.678,-0.754,-0.688,-0.923,-0.705,-0.665,2
-1.22,-0.925,-0.734,-0.783,-1.22,-0.985,-0.709,-0.708,-0.801,-0.628,-0.747,-0.619,-0.918,-0.666,-0.617,2
-1.184,-0.957,-0.823,-0.804,-1.184,-1.076,-0.773,-0.77,-0.798,-0.7,-0.755,-0.67,-0.921,-0.689,-0.658,2
-1.044,-0.774,-0.693,-0.654,-1.044,-0.971,-0.668,-0.696,-0.622,-0.548,-0.596,-0.579,-0.756,-0.554,-0.537,2
-1.101,-0.775,-0.639,-0.703,-1.101,-0.838,-0.496,-0.504,-0.541,-0.318,-0.52,-0.438,-0.679,-0.378,-0.36,2
-0.901,-0.413,-0.394,-0.46,-0.901,-0.791,-0.473,-0.476,-0.506,-0.292,-0.475,-0.338,-0.655,-0.383,-0.328,2
-1.044,-0.841,-0.551,-0.612,-1.044,-0.789,-0.465,-0.469,-0.579,-0.366,-0.574,-0.508,-0.739,-0.507,-0.499,2
-1.174,-0.641,-0.524,-0.662,-1.174,-0.989,-0.758,-0.747,-0.838,-0.542,-0.782,-0.555,-0.942,-0.698,-0.637,2
-1.131,-0.67,-0.723,-0.736,-1.131,-0.861,-0.562,-0.552,-0.628,-0.378,-0.606,-0.482,-0.769,-0.467,-0.445,2
-1.225,-0.819,-0.698,-0.739,-1.225,-0.901,-0.6,-0.603,-0.713,-0.431,-0.653,-0.491,-0.812,-0.501,-0.47,2
-1.126,-0.619,-0.679,-0.713,-1.126,-0.908,-0.547,-0.528,-0.59,-0.297,-0.566,-0.414,-0.739,-0.41,-0.381,2
-1.1,-0.84,-0.734,-0.745,-1.1,-1.019,-0.727,-0.705,-0.729,-0.631,-0.685,-0.608,-0.849,-0.648,-0.602,2
-1.316,-0.668,-0.594,-0.65,-1.316,-0.976,-0.713,-0.734,-0.79,-0.507,-0.727,-0.541,-0.894,-0.571,-0.511,2
-1.291,-1.033,-0.924,-0.971,-1.291,-1.086,-0.835,-0.851,-0.886,-0.763,-0.818,-0.703,-0.984,-0.77,-0.724,2
-0.939,-0.721,-0.494,-0.602,-0.939,-0.938,-0.618,-0.6,-0.498,-0.366,-0.477,-0.459,-0.635,-0.446,-0.43,2
-1.18,-0.703,-0.683,-0.75,-1.18,-1.032,-0.734,-0.729,-0.703,-0.489,-0.678,-0.581,-0.844,-0.548,-0.524,2
-1.182,-0.941,-0.849,-0.821,-1.182,-1.118,-0.782,-0.772,-0.711,-0.583,-0.698,-0.616,-0.862,-0.605,-0.567,2
-0.96,-0.727,-0.651,-0.603,-0.96,-0.84,-0.557,-0.567,-0.583,-0.438,-0.529,-0.421,-0.698,-0.482,-0.449,2
-1.229,-0.896,-0.728,-0.706,-1.229,-0.961,-0.592,-0.608,-0.75,-0.558,-0.698,-0.572,-0.852,-0.58,-0.527,2
-1.013,-0.649,-0.577,-0.603,-1.013,-0.901,-0.575,-0.575,-0.568,-0.433,-0.527,-0.498,-0.692,-0.467,-0.454,2
-1.148,-0.756,-0.611,-0.63,-1.148,-0.895,-0.611,-0.617,-0.699,-0.494,-0.671,-0.552,-0.857,-0.587,-0.563,2
