@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R2,5,7-10,13-14,16,19-20,26,28,32,35-36,43,52,55,58'

@attribute Word_freq_address numeric
@attribute Word_freq_our numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_order numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_people numeric
@attribute Word_freq_report numeric
@attribute Word_freq_free numeric
@attribute Word_freq_you numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_857 numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_technology numeric
@attribute Word_freq_original numeric
@attribute Char_freq4 numeric
@attribute Capital_run_length_average numeric
@attribute Spam {1,0}

@data
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.422,4.066,1
0.17,1.7,0,0,0.85,0.17,0.17,0.34,0.17,2.9,0,0,0,0,0,0,0,0.387,11,1
0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0.311,1.954,1
0,0,0.52,0,0,0,0,0,1.05,2.63,0,0,0,0,0,0,0,0.291,3.333,1
0,0,0,0.57,0,0,0,0,0,5.14,0,0,0,0,0,0,0,0.211,2.9,1
0,0,0,0,0,0.25,1.03,0,0.77,1.93,0,0,0,0,0,0,0,1.082,5.274,1
0,0,2.1,0,0,0,0,0,0,4.21,0,0,0,0,0,0,0,0,2.695,1
0,0,0,0,0,0,0,0,0,2.53,6.32,0,0,0,0,0,0,0.649,5.875,1
0,0,0,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189,3.857,1
0,0,0,0,0,0,0,0,0,2.66,5.33,0,0,0,0,0,0,0.699,9.2,1
0.13,0.55,0.27,0.13,1.1,0.27,0.27,0,0,3.88,0.13,0,0,0,0,0,0,1.316,4.947,1
0,0.25,0,0,0,0.51,0,0,0.77,4.9,0,0,0,0,0,0,0,0.359,5.774,1
0,0.36,0,0.18,0.09,0,0,0.36,0,2.01,0,0,0,0,0,0,0,0.246,3.771,1
0,0,0,0,0,0,0,0,0,2.04,0,0,0,0,0,0,0,0.125,7.054,1
0,0.82,0,1.65,0,0.82,0,0,0,1.65,0,0,0,0,0,0,0,0.113,1.25,1
0,0,1.37,0.68,0,0,0,0,0,0.34,0,0,0,0,0,0.34,0,0.206,4.029,1
0,0,0,0,0,0,0,0.85,0,0.85,0,0,0,0,0,0,0,0,3.925,1
0.42,0,0,0,0,0,0,0,0.42,3.79,0,0,0,0,0,0,0,0.472,3,1
0.26,0.39,0.13,0,0,0.26,0.26,0,0.26,3.14,0.26,0,0,0,0,0,0,0.022,12.454,1
0.17,0,0,0.04,0.29,0.42,0.87,1.69,0.32,3.47,0.29,0,0,0,0,0,0,0.64,3.697,1
0.14,0.25,0.03,1.01,0.4,0.4,0.65,0.36,0.54,3.05,0.14,0,0,0,0,0,0,0.343,3.328,1
0.64,0.35,0.57,0.14,1.14,0.5,0.21,0,0.14,1.5,0,0,0,0,0,0,0,0.309,4.923,1
0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,1,1
0,0,7.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291,2.444,1
0,0.65,0.32,0.32,0,0,0,0,0.98,2.61,2.61,0,0,0,0,0,0,0.103,5.85,1
0,0.52,0,0,0,0,0,0.52,0.52,0,0,0,0,0,0,0,0.52,0.077,1.388,1
0.33,0,0,0.16,1.34,0.33,0,0.16,0.5,2.02,0.33,0,0,0,0,0,0,0.613,9.652,1
0,1.45,0.72,0,0,1.45,0,0,0,1.45,0,0,0,0,0,0.72,0,0.134,3.066,1
0,1.02,0,0,0.68,1.02,0,0,0,0.34,1.02,0,0,0,0,0,0,0.898,443.333,1
0,0.52,0,0.52,0,0,0,0,0,2.64,0,0,0,0,0,0,0,0.095,5.038,1
0.65,0.39,0.52,0.19,1.04,0.52,0.32,0,0.13,1.3,0,0,0,0,0,0,0,0.287,4.742,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441,4.066,1
0.27,0.82,0,0.36,0.27,4.1,0.45,0,1.18,2.73,0,0,0,0,0,0.09,0,0.611,3.707,1
0,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235,6.266,1
0.37,0.37,0,0,0,0.74,0,0,3.34,0.74,0,0,0,0,0,0,0,0.878,5.985,1
0,0.9,0.9,0,0,0,0,0,0,5.45,0,0,0,0,0,0,0,2.143,10.125,1
0,0,0,0,0.91,0,0,0,0,0.91,0,0,0,0,0,0,0,0.572,2.9,1
0.41,0.13,0.03,0.06,0.52,0.94,0.45,1.15,0.24,2.99,0,0,0,0,0,0,0,0.425,5.761,1
0,0.94,0,0,0,0,0,0,0.31,3.76,0.31,0,0,0,0.31,0,0,0.055,2.358,1
0,0,0,0,0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,4.5,1
0,0,0,1.3,0.65,0.65,0,0,0.65,1.3,3.26,0,0,0,0,0,0,1.154,3.89,1
0,0,0,0,0,0.32,0,0,0,0.98,0,0,0,0,0,0,0,0.185,10.585,1
0.05,0.34,0,0,0.57,0.05,0.11,0,0.17,1.04,0.05,0,0,0,0,0,0,0.089,4.924,1
0,0,0,0,0,0,0,0,0,1.05,1.32,0,0,0,0,0,0,0.175,8.271,1
0,0.53,1.07,0,0,0.53,0,0,0,1.07,0,0,0,0,0,0,0,0,2.333,1
0,0,0.9,0,0,1.8,0,0,0.9,5.4,0,0,0,0,0,0,0,0.391,2.15,1
0.41,2.06,1.65,0.82,0,0,0,0,2.47,2.47,0,0,0,0,0,0,0,0.199,15.892,1
0,0.41,0.41,0.82,0.41,1.23,0,0,2.47,1.23,1.23,0,0,0,0,0,0,0.53,6.404,1
0,0.51,0.51,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0.18,1.773,1
0,0,0,0,0,0,0.91,0,0,0.91,0,0,0,0,0,0,0,0.573,2.884,1
0,0,0,0,0,1.19,0,0,1.19,3.57,0,1.19,0,0,0,0,0,0.204,8.636,1
0,0.77,0,0,0,0,0,0,0.77,2.32,0,0,0,0,0,0,0,0.672,2.794,1
0,0.8,0,0,0,0,0,0,0.8,2.4,0,0,0,0,0,0,0,0.823,2.815,1
0,0.65,0.32,0.32,0,0,0.32,0,0.32,2.28,0,0,0,0,0,0,0,0,1.494,1
0.56,1.12,2.25,0,0,0.56,0,0,0,3.38,0,0,0,0,0,0,0,0.503,16.304,1
0,0,0,0,0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,4.818,1
0.1,0.6,0.4,0.1,1.42,0.81,0,0,0.1,2.23,0.5,0,0,0,0.1,0,0,0.977,3.166,1
0,0,0,0,0,0,0.76,0,0,2.3,0,0,0,0,0,0,0,2.894,5.607,1
0,0.88,0,0,0.88,0,0.14,0,0,2.2,0,0,0,0,0.58,0,0,0.388,2.264,1
1.63,0,1.63,0,0,1.63,0,0,0,1.63,0,0,0,0,0,0,0,0,1.2,1
0.22,1.77,0.44,0.44,0.22,2.88,0.22,0,0.44,3.32,0,0,0,0,0,0,0,0.588,86.7,1
0,0.18,0.18,0,0,0,0,0,1.89,0.56,0,0,0,0,0,0,0,0,25.22,1
0.59,0.59,0,0.59,0,0,0.59,0,0,3.57,0,0,0,0,0,0,0,0.103,1.437,1
0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.103,1
0,0,0,0,0,0,0,0,0,2.17,0,0,0,0,0,0,0,0.411,4.307,1
0,0,0,0,0,0,0,0,0,3.17,0,0,0,0,0,0,0,0.298,3.333,1
0,0,0.41,0,0,0.41,0,0,1.65,2.9,0,0,0,0,0,0,0,0.904,7.478,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.722,1
0.31,0.05,0.05,0.26,0.44,0.76,0.58,1.26,0.26,3.24,0,0,0,0,0,0,0,0.329,6.045,1
0.53,0,0.53,0,0,0,0,0,0,2.67,0,0,0,0,0,0,0,0,2.131,1
0.47,0.47,0,0,0,0,0,0,0.47,1.9,0,0,0,0,0,0,0,0,7.18,1
0.56,2.25,0.56,0,0,0,0.56,0,0.56,3.95,0,0,0,0,0,0,0,1.217,5.105,1
0.28,0.04,0.04,0.21,0.4,0.69,0.52,1.14,0.23,2.93,0,0,0,0,0,0,0,0.318,5.349,1
0,0.64,0,0,0,0,0,0,0,1.29,5.19,0,0,0,0,0,0,0.093,2.755,1
0,0.64,0,0,0,0,0,0,0,1.29,5.19,0,0,0,0,0,0,0.093,2.755,1
0,0.17,0,0,0,0,0.52,0.17,0.08,4.04,0,0,0,0,0,0,0,0,2.039,1
0,0.36,1.09,0,0,0,0,0,0.36,2.56,0,0,0,0,0,0,0,0.427,4.42,1
0.19,0.68,0.09,0,0.29,0.09,0.09,1.65,0.58,3.21,0,0,0,0,0,0,0,0.06,1.597,1
0,0,1.61,0,0,1.61,0,0,0,3.22,0,0,0,0,0,0,0,0.23,4.941,1
0,0.69,0.69,0,0,0,0.69,0,0,1.38,0,0,0,0,0,0,0,0.701,8.781,1
0,0,0,0,0,0,0,0,0,2.46,0,0,0,0,0,0,0,0.415,1.909,1
0.89,0.12,0,0.12,0.25,0.12,0.12,0,0,2.8,0.12,0,0,0,0,0.12,0,0.371,2.878,1
0.2,0,0,0.62,0.62,0.93,0.31,0,0,1.87,0.41,0,0,0,0.1,0,0,0.548,14.283,1
0.3,0.2,0.2,0.5,0.8,0.8,0,0,0,2.2,0.2,0,0,0,0,0,0.2,0.334,6.896,1
0.13,0.05,0,0.05,0.35,0.16,0.38,1.19,0.19,3.56,0,0,0,0,0,0,0,0.268,6.761,1
0.27,0.27,0,1.39,0.27,0.83,0,0,0,1.67,1.95,0,0,0,0,0,0,2.001,3.706,1
0.28,0.28,0,1.4,0.28,0.84,0,0,0,1.69,1.97,0,0,0,0,0,0,1.282,3.725,1
0,0.3,0.61,0,0.61,0.61,0,0,0.3,1.84,0,0,0,0,0,0,0,0.103,6.125,1
0,0.68,0.68,0,0,0.68,0,0,0,4.1,0,0,0,0,0,0,0,1.089,3.488,1
0,0.82,0,0,0,0,0,0,0,0.82,0,0,0,0,0,0,0,0.14,6.693,1
0.76,0,0,0,0.57,0.19,0,0,0.57,0.19,0.38,0,0,0,0,0,0,0.232,20.432,1
0,1.26,0,1.26,0,0,0,0,1.26,0,0,0,0,0,0,0,0,0.926,3.558,1
0,1.05,1.05,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0.176,2.05,1
0,1.82,0.36,0.72,0.36,0.36,0,0,0,2.91,0,0,0,0,0,0,0.36,0.178,2.446,1
0.33,0.66,0,0.33,0,0.33,0,0,0.66,1,0,0,0,0,0,0,0,0.109,2.825,1
0,0.78,0.52,0.52,0,1.04,1.56,0,0,2.08,0,0,0,0,0,0,0,0.443,2.41,1
0.5,0,0,0,0,0.25,0.25,0,0,3,0,0,0,0,0,0,0,0.407,3.417,1
0,0,0,0,2.12,0,0,0,0,3.19,0,0,0,0,0,0,0,0,3.904,1
0,1.21,0.6,0,0,0,0,0,0,3.65,0,0,0,0,0,0,0,0.105,3.217,1
1.01,1.35,0.33,0,0,0,0.33,0,1.01,2.36,0,0,0,0,0,0,0,0.06,193.5,1
0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,1.048,3.333,1
0,0,0,1.4,0.35,0.35,0,0,2.1,2.1,3.15,0,0,0,0,0,0,0.348,1.166,1
0.16,0.32,0.04,1.24,0.4,0.4,0.52,0.36,0.72,3.08,0.16,0,0,0,0,0,0,0.413,3.533,1
0,0,0,0,0,0,0,0,2.22,2.22,0,0,0,0,0,0,0,0.145,2.95,1
0.17,0.43,0.08,0.08,0.69,2.41,0.17,0,0.34,2.76,0.43,0,0,0,0,0,0,0.308,4.215,1
0,0,0,0,1.36,0,0,0,1.36,1.36,0,0,0,0,0,0,0,1.777,9.727,1
0.33,1.65,0.66,0,0,0.16,0,0,0.82,2.81,0,0,0,0,0,0,0,0.252,6.269,1
0,1.3,0,0.65,0,0,0,0,0.32,1.79,0,0,0,0,0,0,0,0.622,1.25,1
1.65,0,1.65,0,0,1.65,0,0,0.82,3.3,0,0,0,0,0,0,0,1.36,15.5,1
0,0,0,3.57,0,0,0,0,0,7.14,0,0,0,0,0,0,0,1.554,2.111,1
0,0,0,1.16,1.16,0,0,0,0,2.32,0,0,0,0,0,0,0,1.405,9,1
0,0.68,0,0,0,1.81,0,0,0.22,3.4,0,0,0,0,0,0,0,0.199,6.091,1
0.17,1.38,0.17,0.17,0,0.17,0,0,1.55,2.94,0,0,0,0,0,0,0,0,4.792,1
0,0,0,1.41,0.35,0.35,0,0,2.12,2.12,3.18,0,0,0,0,0,0,0.353,1.209,1
0,0,0.19,0,0,0,0,0.09,0,0.19,0,0,0,0,0,0,0,0.061,3.626,1
0.4,0,0,0,1.2,4.81,0,0,0,1.2,0,0,0,0,0,0,0,0.855,4.152,1
0,0,0,0,0,0,0,2.05,0,0,0,0,1.36,0,0,0,0,0,2.044,1
0.18,0.18,0,0,0,0,0,0.18,0.56,0.56,0,0,0,0,0,0,0,0.493,1.874,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0.11,0,0,0,0.23,0.93,0,0.58,4.19,0,0,0,0,0,0,0,0.733,8.192,1
0.49,0.39,0,0,0.09,0.39,0.19,0,0,3.74,0.09,0,0,0,0,0,0,5.828,6.047,1
0,0,0,0,0,0,0,2.32,0,1.16,0,0,2.32,0,0,0,0,0,2.652,1
0,0.6,0,0,0,0,0.6,0,2.42,0,0,0,0,0,0,0,0,0.412,2.3,1
0.48,0.14,0.03,0.07,0.55,0.66,0.44,1.04,0.26,3.16,0,0,0,0,0,0,0,0.433,6.482,1
0,0,0,0,0,0,0,0,2.43,2.43,0,0,0,0,0,0,0,0.896,5.538,1
0,0,2.3,0,0,0,0,0,0.76,3.07,0,0,0,0,0,0,0,0.518,11.312,1
0,0,1.06,0,0,0,1.06,0,0,2.12,0,0,0,0,0,0,0,0,4.909,1
0.37,0,1.12,0,0,0,0.74,0,0.37,4.49,0,0,0,0,0,0,0,0.223,2.021,1
0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.49,0.29,0,0,0.09,0.39,0.19,0,0,3.76,0.09,0,0,0,0,0,0,5.831,6,1
0,0,0,0.85,0,0,0,0,0,2.56,0,0,0,0,0,0.85,0,0,1.333,1
0,1.29,0,0,0,0,0,0,0.64,2.58,0.64,0,0,0,0,0,0,2.354,2.09,1
0.17,0,0,0.04,0.29,0.42,0.87,1.69,0.32,3.47,0.29,0,0,0,0,0,0,0.639,3.697,1
0.27,0.27,0,1.37,0.27,0.82,0,0,0,1.65,2.2,0,0,0,0,0,0,1.023,3.621,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262,1.625,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.315,1,0
0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.613,1,0
0,0,0,0,0,0,0,0,0,4.34,0,0,0,0,0,0,0,3.048,1,0
0,1.01,0,0,0,0,0.67,0,0,1.35,0,0.33,0,0,0,0,0,0.048,2.326,0
0,0,0,0,0,0,0,0,0,0,0,2.77,2.77,0,2.77,2.77,0,0.218,1.687,0
0,1.53,0,0.46,0,0,0.46,0,0,0.76,0,0,0,0,0,0,0,0,1.705,0
2.4,0.8,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,1.696,0
0,0.68,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0.34,0,1.062,0
0,0.26,0,0,0,0.26,0,0,0.26,2.08,0,0,0,0,0,0,0.26,0,2.545,0
0.1,0.3,0,0.3,0,0,0,0,0,2.06,0,0,0,0,0.15,0,0,0.073,2.206,0
0,0,0,0,0,0,0,0,0,0.57,0,0,0,0,0,0.57,0,0,1.5,0
0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.724,2.285,0
0,0,0,0,0,0,0,0,0,0,0,4.54,4.54,4.54,4.54,4.54,0,0,3.1,0
0,0.69,0,0,0,0,0,0,0,0.69,0,0.69,0,0,0,0,0,0.284,2,0
0,0,0,0,0.27,0.54,0,0,0,1.08,0,0.81,1.08,0,1.08,0,0,0,4.971,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0.176,1.241,0
0.39,0.39,0,0,0,0.39,0,0.39,0,1.19,0,1.98,1.19,0.39,1.19,0.39,0.39,0,2.238,0
0,0,0,0,0,0,0,0,0,1.38,0,0.3,0.15,0.15,0.15,0.15,0.3,0,1.837,0
0,0.83,0,0.83,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,1.673,0
0,0.87,0,0,0,0.87,0,0,0,0,0,0.87,0,0,0,0,0.87,0,1.785,0
0,4.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,2.56,0,0,0,0,0,3.84,0,0,0,0,1.28,0,3.631,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0
0,0,3.07,0,0,0,0,0,0,3.07,0,0,0,0,0,0,0,0.251,3.214,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333,0
0.17,0.8,0,0.26,0,0,0.17,0,0.08,0,0,0,0,0,0,0.35,0.08,0,2.658,0
0,0,0.32,0,0.32,0,0,0,0,0.98,0,0,0,0,0.98,0,0,0,5.633,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,0
0,0.57,0,0,0,0,0,0,0,0,0,0.57,0.57,0,0.57,0.57,0,0,1.947,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.888,0
0,0,0,0,0,0,0.73,0,0,3.67,0,0.73,0.73,0.73,0.73,0.73,0.73,0,2.171,0
0,0,0,0,0,0,0,0,0,1.52,0,0,0,0,0,0,0,0,1.411,0
0.18,0.37,0,0.18,0,0.18,0,0,0,0.92,0,0,0,0,0,0,0,0.029,3.455,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.166,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95,0
0,0,0,0,0,0,0,0,0,1.58,0,0.79,0,0,0,0,0,0.149,1.482,0
0,0,0,0,0,0,0,0,0,0.49,0,1.23,0.24,0.24,0.24,0.24,0.24,0,1.89,0
0,0,0,0,0,0,0,0,0,0,0,5.88,0.73,0.73,0.73,0.73,0.73,0,2.666,0
0,0,0,0,0,0,0,0,0,0.61,0,1.22,0.61,0.61,0.61,0.61,0,0,3.682,0
0,0,0,0,0.26,0,0,0,0,0.26,0,0.53,0,0,0,0,0,0,2.36,0
0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,0
0,0,0,0,0.56,0,0,0,0.06,0.25,0,0.69,0,0,0,0,0,0,2.829,0
0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,1.266,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.766,0
0,0,0,0,0,0,0,0,0,4.34,0,0,0,0,0,0,0,0.558,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0,0,1.24,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.632,0
0,0,0,0,0,0,0,0,0,0,0,1.5,0.75,0,0.75,0,0,0,2.032,0
2.12,0,0,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0
0,1.36,0,0,0,0.17,0.17,0,0,0.85,0,0,0,0,0,0,0,0,1.085,0
0,1.03,0,0,0,0,0,0,0,1.03,0,0,0,0,0,0,0,0.37,2.277,0
0,0,0,0,0,0,0,0,0,6.45,0,0,0,0,0,0,0,0,1.5,0
0,0,0,0,0,0,0,0,0,0,0,3.96,0,0,0.49,0,0,0,1.736,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0.57,0,0,0.57,2.87,0,0,0,0,0,0,0,0,3.583,0
0,0,0,0,0,0,0,0,0,2.66,0,0,0,0,0,0,0,0.231,1.761,0
3.68,0,0,0,0,0,0,0,0,0.61,0,0.61,0.61,0.61,0.61,0.61,1.84,0,2.283,0
0,1.25,0.41,0,0,0.2,0.2,0,0.41,3.96,0,0,0,0,0,0,0,0.866,5.052,0
0,0,0,0,0.28,0,0.14,0.28,0,0,0,0,0,0,0,0.7,0,0,1.82,0
0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0.29,0,0,0,0.58,0,2.34,2.34,0.58,1.17,0.58,0.29,0,3.552,0
0,0,0,0,0,0,0,0,0,4.16,0,0,0,0,0,0,0,0.74,1.625,0
0.24,0.24,0,0.24,0,0.49,0,1.48,0,0.99,0,0,0,0,0.24,0,0,0,9.31,0
0,0,0,0,0,0,0,0,1.49,2.98,0,0,0,0,0,0,0,0,1.761,0
0.43,0,0,0,0,0.43,0,0,0,3.5,0,0.43,0,0,0.43,0,0,0,2.085,0
6.34,0,0,0,0,0,0,0,0,1.58,0,1.58,1.58,3.17,1.58,1.58,0,0,3.461,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.166,0
0,1.17,0,0,0,0,0,0,0,0.47,0,0.11,0,0,0,0,0,0,1.486,0
0.61,1.22,0,0,0,3.68,0,0,0,1.84,0,0.61,0,0,0,0,0,0,1.476,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0.47,0,0,2.022,0
0,0,0,0,0,0,0,0,0,2.56,0,0.85,0.85,0,0.85,0,0.85,0,1.717,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
