@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R1,7,10-11,13,15-16,19,23-28,34,36,45,49-51,53,55,58'

@attribute Word_freq_make numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_receive numeric
@attribute Word_freq_people numeric
@attribute Word_freq_addresses numeric
@attribute Word_freq_free numeric
@attribute Word_freq_you numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_money numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_george numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_technology numeric
@attribute Word_freq_re numeric
@attribute Char_freq1 numeric
@attribute Char_freq2 numeric
@attribute Char_freq3 numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_average numeric
@attribute Spam {1,0}

@data
0,2.2,0.55,0,0,0,0,3.31,0,0,0,0,0,0,0,0,0.55,0,0.165,0,0,16.826,1
1.04,0.69,0.69,0,0,0.34,0.69,5.9,0.34,0.34,0,0,0,0,0,0,0.34,0,0,0,0.063,2.042,1
0,2.16,0.54,0,0,0,0,3.24,0,0,0,0,0,0,0,0,0.54,0,0.162,0,0,15.16,1
0.14,0.28,0.43,0.14,0,0,1.88,1.01,0,0,0,0,0,0,0,0,0,0,0.07,0,0,2.293,1
0,0.31,0,0,0.31,0,0.31,2.55,0,0.31,0,0,0,0,0,0,0.31,0,0.108,0,0.163,1.515,1
0,0,0.36,0,0,0,0,2.94,0,0.36,0,0,0,0,0,0,0,0,0,0,0.118,1.53,1
1.24,0,0,0,0,0,0.41,3.73,0,0.41,0,0,0,0,0,0,0.41,0,0.068,0,0.549,3.166,1
0.37,0,1.89,0.37,0,0,0.37,2.27,0.37,0,0,0,0,0,0,0,0,0,0.196,0,0.196,62.5,1
0,0,0,0,0.45,0,0.45,1.8,0,0,0,0,0,0,0,0,0,0,0.138,0,0,5.809,1
0,1.23,0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.379,1
0,1.23,0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.379,1
0.19,0.19,0.09,0.09,0.09,0,0,1.38,0.39,0,0,0,0,0,0,0.09,0,0.017,0.068,0,0.189,2.349,1
0,0,0,0,0.93,0.18,0,3.18,0,0,0,0,0,0,0,0,0,0,0.189,0,0,1.372,1
0,1.47,1.47,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,0,0.147,71.5,1
0,0,0,0,0,0,0,2.45,0.49,0,0,0,0,0,0,0,0.49,0,0.084,0,0.254,5.2,1
1.17,0,0,0,0,0,0,3.52,0,0,0,0,0,0,0,0,1.17,0,0,0,0,1.966,1
0.41,0,0.41,0,0,0,0.62,4.6,0.62,0.2,0,0,0,0,0,0,0,0,0.153,0,0.345,5.132,1
0,0,0,0,0.92,0.18,0,3.15,0,0,0,0,0,0,0,0,0,0,0.185,0,0,1.392,1
0,0,0.33,0,0,0,0,1.68,0,0,0,0,0,0,0,0,0.33,0.28,0.28,0,0.336,2.96,1
0.19,0.19,0.58,0.09,0.19,0.09,0,3.81,0.09,0.29,0,0,0,0,0,0,0,0,0,0.202,0.233,4.32,1
0.65,0,0,0.65,0.65,0,1.3,2.61,0,0,0,0,0,0,0,0,0.65,0,0,0,0.103,2.04,1
0.44,0,0,0,0,0,0,1.76,2.2,0,0,0,0,0,0,0,0,0.222,0,0,0.37,2.413,1
0.17,0,0.17,0.17,0,0,0.87,1.4,0,0.17,0,0,0,0,0,0,0,0,0.376,0,0.721,2.742,1
0,0.8,0.8,0,0,0,0.8,1.6,0,0,0,0,0,0,0,0,0,0,0.135,0,0,3.115,1
0.54,0,0.16,0.24,0.38,0.13,0.19,3.56,1.14,0.57,0,0,0,0,0,0,0.05,0,0.086,0,0.15,6.789,1
0.49,0.08,1.4,0.33,0.9,0.24,0,2.89,0.16,0.41,0,0,0,0,0,0,0,0,0.063,0,0.191,4.904,1
0.73,0,1.35,0.73,0.61,0,0.61,4.55,0.49,0.98,0,0,0,0,0,0,0.12,0,0.041,0,0.229,3.705,1
0.39,0,0.66,0.31,0.62,0.03,0.23,3.16,0.5,0.46,0,0,0,0,0,0,0.03,0.006,0.078,0,0.496,7.192,1
0.08,0.25,0.08,0.17,0.17,2.21,0.25,1.61,0.85,0.08,0,0,0,0,0,0,0.08,0,0.065,0,0.117,7.484,1
0.09,0.09,0.29,0.39,0,0,0.87,1.66,0.39,0.19,0,0,0,0,0,0,0,0,0.139,0,0.155,6.813,1
0,0.38,1.94,0,0,0,0.38,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0.057,7.121,1
0,0,0.45,0,0,0,0,3.21,0,0,0,0,0,0,0,0,1.37,0,0,0,0,1.076,1
0,0,0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666,1
0.43,0,1.31,0,0.43,0,2.63,1.75,0,0,0,0,0,0,0,0,0,0,0.201,0,0.067,2.329,1
0.12,0,0,0.36,0,0,0.24,2.33,0,0,0,0,0,0,0,0.98,0.12,0.063,0.021,0,0.042,2.351,1
0,0,0,0,0,0,4.91,3.27,0,0,0,0,0,0,0,0,0,0,0,0,0,2.315,1
0.09,0,0.39,0,0.19,0,0,3.67,0,0.09,0,0,0,0,0,0,0.09,0.766,0.037,0,1.31,5.792,1
0.25,0.25,1.55,0,0,0,0.25,1.55,0,0,0,0,0,0,0,0,0,0,0.404,0,0.161,9.633,1
0.14,0,0.14,0.07,0.35,0,0,4.31,1,0.07,0,0,0,0,0,0,0,0.012,0.064,0,0.206,1.711,1
0.35,0,0.66,0.31,0.62,0.03,0.23,3.12,0.46,0.46,0,0,0,0,0,0,0.03,0.006,0.09,0,0.486,6.11,1
0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0.093,0.186,0.279,2.297,1
0,1.11,1.11,0,0,0,0,2.22,0,0,0,0,0,0,0,0,0,0,0.202,0,0,4,1
0,0,0.65,0,0,0,0.16,1.47,0.98,0.32,0,0,0,0,0,0,0,0,0,0,0.29,2.257,1
0,0.08,1.56,0.26,0.17,0.69,0.86,1.82,0.08,0.34,0,0,0,0,0,0.08,0.08,0.096,0.234,0,0.261,3.554,1
0.71,0.35,0.35,0.17,0,0,0.35,3.76,0,0.53,0,0,0,0,0,0,0,0,0.029,0,0.029,3.519,1
0,0.17,0.17,0.35,0,0,0,0.87,0.35,0,0,0,0,0,0,0,0,0.029,0.147,0.029,0.058,3.521,1
0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,7.82,1
0.28,0.28,0,0,0.28,0,0,2.88,1.44,0,0,0,0,0,0,0,0,0,0.131,0,0.218,3.694,1
0.16,0,0.84,0,0,0,0,2.37,0,0.33,0,0,0,0,0,0,0,0,0.143,0,0.143,6.298,1
0.87,0,0.42,0.39,0.87,0,0.32,3.47,0.34,0.84,0,0,0,0,0,0,0.07,0.016,0.058,0,0.165,3.697,1
0.07,0,0,0,0,0,0,0.15,0,0.07,0,0,0,0,0,0,0,0.011,0.047,0,0.023,1.263,1
0.14,0.14,0.43,0,0,0.14,0.29,1.9,0,0.29,0,0,0,0,0,0,0,0,0.097,0,0.024,1.517,1
0.17,0.08,0.08,0,0.17,0,0,1.2,0.34,0.08,0,0,0,0,0,0,0,0,0.084,0.028,0.014,4.049,1
0.58,0,0,0,0,0,0,4.11,0,0,0,0,0,0,0,0,0,0,0.098,0,0,3.807,1
0,0.61,0,1.22,0.2,0,0.2,1.83,0,0,0,0,0,0,0,0.2,0,0,0,0,0,4.159,1
0,0,0,0,0,0,1.85,1.85,1.85,0,0,0,0,0,0,0,0,0,0.289,0,0,4.833,1
0.32,0,0.69,0.32,0.27,0,0.13,4.92,0.04,0.74,0,0,0,0,0,0,0.18,0.008,0.032,0,0.121,3.575,1
0,0,0,0,0,0,0.11,0.35,0,0,0,0,0,0.35,0,0.58,0,0,0.381,0,0,2.47,1
0,0,0,0.38,0,0,0.38,1.93,1.16,0.38,0,0,0,0,0,0,0,0,0.06,0,0.12,2.666,1
0.4,0.06,1.36,0.27,0.95,0.2,0,3.68,0.13,0.27,0,0,0,0,0,0,0,0.013,0.052,0,0.197,3.286,1
0.21,0,0.21,0,0,0,0.85,4.07,0,0,0,0,0,0,0,0,0,0,0.216,0,0.18,4.391,1
0.43,0,0.87,0,0,0,0,1.31,1.31,0,0,0,0.43,0,0,0,0,0,0,0,0.149,2.955,1
0,0.9,1.35,0,2.71,0,0,2.26,0.45,0,0,0,0,0,0,0,0,0,0,0,0.41,2.446,1
0,0.91,0,0.91,0,0,0,6.42,0,0,0,0,0,0,0,0,0,0,0,0,0,1.941,1
0,0,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287,0,0,0,4.333,1
0,0.08,1.59,0.26,0.17,0.71,0.88,1.86,0.08,0.35,0,0,0,0,0,0,0.26,0.098,0.226,0,0.254,3.598,1
0,0.68,0.68,1.36,0,0,0,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0.111,6.588,1
0,1.43,0.47,0,0.47,0,0,2.87,0.47,0,0,0,0,0,0,0,0,0,0,0,0,7.709,1
0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,0,0,1.461,1
0,0.54,1.09,0,0,0,0,2.73,0,0,0,0,0,0,0,0,0,0,0.086,0,0.258,31.388,1
0.19,0.19,0.38,0.19,0,2.86,0.19,1.71,3.62,0,0,0,0,0,0,0,0,0,0.151,0.303,0.303,11.242,1
0.96,0,0,0.48,0,1.44,0.48,0,0,0.48,0,0,0,0,0,0,0,0,0.818,0,0.467,9.56,1
0,0.4,0,0.4,0,0,0.4,3.6,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1.94,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06,0,0.207,0,0.207,3.761,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0.022,0.019,0.022,3.482,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247,0,0,2.38,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0.26,0,0.53,0,0,0,0,0.26,0,0,3.76,2.68,0,0,0,0,0,0,0.55,0,0,1.837,0
0.02,0,0,0.02,0,0.02,0,0.08,0,0,0.44,0.47,0.02,0,0,0,0,0.185,0.15,0.044,0.006,2.838,0
0,0,0,0,0,0,0,0,0,0,4.5,1.8,0,0,0,0,0,0.557,0,0,0,2.063,0
0,0,0,0,0,0,0,0,0,0,1.96,1.96,0,0,0,0,0,0.303,0.303,0,0,1.6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214,0,0,1.263,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361,0,0,2.025,0
0,0,0,0,0,0,0,1.4,0,0,0,0,0.7,0,0,0,0,0,0.266,0.066,0,18,0
0,0,0,0,0,0,0,1.66,0,0,3.33,1.66,0,1.66,0,1.66,0,0,0.167,0,0,1.533,0
0.13,0,0,0,0,0,0,0.52,0,0,0.65,0.79,0.13,0,0,0,0,0.128,0.164,0.036,0.036,3.185,0
0.56,0,0,0,0,0,0,4.49,0,0,1.12,0,0,0,0,0,0.56,0.111,0.111,0,0,1.23,0
0,0,0,0,0.48,0,0,0,0,0,0.48,1.93,0,0,0,0,0,0,0.304,0,0.365,3.016,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08,0,0.393,0,0,1.545,0
0.46,0,0,0,0.46,0,0,5.11,0,0,0.93,1.39,0,0,0,0,0,0,0,0,0,2,0
0,0,2.11,0,0,0,0,0.52,0,0,1.58,1.05,1.05,0.52,0.52,0.52,0.52,0.171,0.513,0.085,0,2.225,0
0,0,0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,16.66,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,2.66,1.33,0,1.33,0,1.33,0,0,0.288,0,0,1.857,0
0,0,0.35,0,0,0,0,2.1,0,0,2.8,1.05,1.4,0.35,0.35,0.35,0.7,0,0.233,0.116,0,1.746,0
0,0,0,0,0,0,0,1.08,0,0,0,0,1.08,0,0,0,0,0,0,0,0,1.263,0
0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1,0
0,0,0.47,0,0,0,0,0,0,0,0,0,0.47,0,0,0,0,0,0.074,0.297,0,4.308,0
0,0,0,0,0,0,0,3.84,0,0,0,0,0,0,0,0,0,0,0,0,0,1.727,0
2.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0,0,0,0,1.75,0
0,0,0,0,0,0,0,0,0,0,9.62,0,0.53,0,0,0,1.06,0.425,0,0.17,0,2.567,0
0,0,0,0,0,0,0,0.93,0,0,4.2,2.8,1.4,0.46,0.46,0.46,0.46,0.151,0.227,0.075,0.075,2.482,0
0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1,0
1.04,0,0,0,0,0,0,1.04,0,0,0,0,3.12,0,0,0,0,0,0.191,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1.96,3.92,0,0,0,0,0,0,0.476,0,0,2.318,0
0,0,0,0,0,0,0,0,0,0,2.79,0,0,0,0,0,0,0,0,0,0,1.268,0
0,0,0,0,0,0,0,0,0,0,0,0,1.63,0,0,0,1.63,0,0,0,0,1.666,0
0,0,0,0,0,0,0.93,2.8,0,0,0,0.93,0,0,0,0,0,0,0,0,0,1.771,0
0,0,0,0,0,0,0,1.23,0,0,0,0,3.7,2.46,0,0,1.23,0,0.392,0,0,2.142,0
0,0,0.13,0,0.13,0,0,0,0,0,3.17,0,0,0,0,0.27,0,0.07,0.07,0,0,2.064,0
0,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0.058,0,0.058,1.755,0
