@relation spambase

@attribute Word_freq_address numeric
@attribute Word_freq_all numeric
@attribute Word_freq_3d numeric
@attribute Word_freq_our numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_free numeric
@attribute Word_freq_you numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_your numeric
@attribute Word_freq_money numeric
@attribute Word_freq_857 numeric
@attribute Word_freq_data numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_meeting numeric
@attribute Char_freq2 numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0,0.41,0,0,0.13,0,0.69,0,0.27,0,0,0,0,0,0,0,0.133,0,0,144,1
0,0.64,0,1.28,0.64,0.64,1.28,0,3.2,0,0,0,0,0,0,0,0,0.551,0.459,119,1
0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0.588,0,0,6,1
0,0,0,0,0,0,1.16,0,0,0,0,0,0,0,0,0,0.381,0,0,61,1
0,1.43,0,0.71,0,0,1.43,0,3.59,0,0,0,0,0,0,0,0,0.937,0,214,1
0.56,0.56,0,1.12,2.25,0,3.38,0,1.12,0,0,0,0,0,0,0,0.083,0.502,0,375,1
0,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0.143,0.573,0,75,1
0,0,0,1.45,0.72,0,1.45,0,0,0,0,0,0,0,0,0,0.404,0.134,0,92,1
0.14,0.29,0,0,0,0,2.36,0.14,0.88,0.44,0,0,0,0,0,0,0.205,0.153,0.128,368,1
0.24,0.12,0,1.32,0,0,4.1,0,3.01,0,0,0.12,0,0.12,0.12,0,0.059,0.019,0.019,180,1
0.64,0.64,0,1.29,0,3.89,3.24,0,3.89,0,0,0,0,0,0,0,0,0.728,0.08,205,1
0,0.08,0,0.43,0.08,0,1.2,0,3.14,0.08,0,0,0,0,0,0,0.085,0.092,0.014,1140,1
0,0,0,0.49,0.98,0,2.45,0,1.96,0,0,0,0,0,0,0,0.258,0.645,0.064,135,1
0,0,0,0,2.46,2.46,0,0,0,0,0,0,0,0,0,0,0,1.907,0,36,1
0,0.32,0,0.65,0.32,0.98,2.61,2.61,3.26,0.65,0,0,0,0,0,0,0.051,0.103,0,234,1
0,0.38,0,1.15,0,0,4.03,0,2.3,0,0,0,0,0,0.19,0,0.031,0.349,0,312,1
0.92,0.92,0,0.46,0,0.46,1.85,0,5.55,0,0,0,0,0,0,0,0.249,1.663,0.249,748,1
0.39,1.17,0,0.39,0,3.51,1.17,0,1.17,0,0,0,0,0,0,0,0.066,0.864,0.132,364,1
0,0.77,0,0.25,0,0.77,4.9,0,2.58,0.25,0,0,0,0,0,0,0.179,0.359,0.403,358,1
0,1.09,0,0,0,0,0.72,0,1.09,0.72,0,0,0,0,0,0,0.126,0.063,0.126,123,1
0,0,0,0,0,0,1.88,0,0,1.88,0,0,0,0,0,0,0,0,0,78,1
0,0,0,1.89,0,0.27,3.51,0,2.7,0.27,0,0,0,0,0,0,0.045,0,0.091,89,1
0.26,0,0,0.26,0,0,0.26,0,0.26,0,0,0,0,0,0,0,0.067,0.033,0,506,1
0,0.27,0,0.36,0,0,2.01,0,3.38,0.09,0,0,0,0,0,0,0.048,0.257,0.032,535,1
0,0,0,0,0,1.42,2.14,0,0.71,0.71,0,0,0,0,0,0,0.099,0.899,0,138,1
0,0,0,0,0.6,0,1.82,0,0,0,0,0,0,0,0,0,0.095,0,0,38,1
0,0,0.04,0,0,0.02,0.02,0,0,0,0,0,0,0,0,0,9.752,1.542,1.785,10062,1
0.57,0.57,0,1.14,2.28,0,3.42,0,1.14,0,0,0,0,0,0,0,0.081,0.487,0,373,1
0.3,0.4,0,0.1,0,0,1.55,0.3,0.75,0.2,0,0,0,0,0,0,0.045,0.054,0.118,588,1
0.36,1.09,0,0,0.73,1.09,2.19,2.19,2.19,0,0,0,0,0,0,0,0.11,0.498,0.332,179,1
1.32,0.56,0,0,0,0,2.65,0,0.94,0.18,0,0,0,0,0,0,0.084,0.31,0.112,237,1
0,0.44,0,0.22,0,0.22,1.32,0,1.1,0.22,0,0,0,0,0,0,0.261,0.13,0.196,629,1
0,0,0,3.7,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,79,1
0.44,0,0,0,0,0,2.64,0,0.44,0,0,0,0,0,0,0,0.231,0,0.231,263,1
0,1.31,0,0,0,0,1.31,0,5.26,1.31,0,0,0,0,0,0,0,0,0.201,54,1
0,0,0.42,0.84,0,0,0.42,0,0,0,0,0,0,0,0,0,0.488,2.636,0.683,301,1
0.37,1.11,0,0.37,0,3.34,0.74,0,1.48,0.37,0,0,0,0,0,0,0.292,0.878,0.175,425,1
0,0,0,0.65,0.65,0,5.22,0,0.65,0,0,0,0,0,0,0,0,1.461,0,113,1
0,0,0,0,0,0.96,6.73,0,1.92,0,0,0,0,0,0,0,0,0.174,0.087,50,1
0,0.32,0,0.64,0.64,0.32,2.27,0,3.24,0.32,0,0,0,0,0,0,0.166,0,0.166,157,1
0.28,0.84,0,0.28,0.14,0.14,0.42,0.14,0.84,0,0,0,0,0,0.14,0,0,0.583,0,991,1
1.03,0.34,0,1.03,2.41,0,4.13,0,2.06,0,0,0,0,0,0,0,0.116,0,0,68,1
0.19,0.39,0,0,0.19,0,2.36,0,1.18,0.19,0,0,0,0,0,0,0.03,0.152,0,148,1
0,0.48,0,0.72,0,0.48,1.2,0,1.44,0.24,0,0,0,0,0.24,0,0.036,0.036,0.184,264,1
0,0.38,0,0,0,0.38,1.14,0,0.38,0,0,0,0,0,0,0,0.01,0,0,15841,1
0.2,1.83,0,0.81,0.61,0.2,1.83,0,1.22,0,0,0,0,0,0,0,0,1.232,0,287,1
0.51,0,0,0.51,1.02,0,0.51,0,0.51,0,0,0,0,0,0,0,0.142,0.071,1.212,281,1
0,0.4,0,0.4,0,0.2,0.8,0,0.4,0,0,0,0,0,0.2,0,0.03,0,0.302,190,1
0,0.41,0,0,0.41,0,2.05,0,1.23,0.41,0,0.41,0,0.41,0,0,0.067,0.067,0,41,1
0,0,0,0,1.96,0,3.92,0,1.96,0,0,0,0,0,0,0,0,0,0,74,1
0.05,0.4,0,0.34,0,0.17,1.09,0.05,0.92,0.05,0,0,0,0,0,0.11,0.099,0.099,0.079,1310,1
0.31,0.47,0,0.05,0.05,0.26,3.24,0,1.5,0.34,0,0,0,0,0,0,0.067,0.329,0.78,3059,1
0,0.32,0,0.65,0.32,0.32,2.28,0,3.25,0.32,0,0,0,0,0,0,0.105,0,0.157,139,1
0.2,0.3,0,0.2,0.2,0.6,3.43,0,1.51,0.3,0,0,0,0,0,0,0.017,0.275,0.206,1029,1
0.65,0.98,0,0.32,0,0.32,2.61,0,1.3,0,0,0,0,0,0,0,0.053,0.477,0,312,1
0.43,0.43,0,0.43,0,2.63,1.75,0,2.19,0,0,0,0,0,0,0,0.201,0.941,0.067,226,1
0.28,0.56,0,0.28,0,0,1.69,1.97,3.09,0,0,0,0,0,0.28,0,0.284,1.282,0.094,339,1
0,0.51,0,0.25,0,0,1.79,0,0.77,0,0,0,0,0.25,0,0,0.086,0.26,0.173,287,1
0.14,0.29,0,0,0,0.14,2.35,0.14,0.88,0.44,0,0,0,0,0,0,0.204,0.204,0.127,400,1
0,0.28,0,0.09,0.04,0,0.24,0.04,0.28,0.14,0,0,0,0,0.04,0,0.061,0.007,0.099,521,1
0.42,0.25,0,0.08,0.08,0.08,3,0,0.94,0.34,0,0,0,0,0,0,0.063,0.287,0.223,537,1
0,0,0,0.47,1.43,0.47,1.91,0.47,1.43,0,0,0,0,0,0,0,0,0.073,0.295,158,1
0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,31,1
0.6,0,0,0,0,0,0.3,0,0.3,0,0,0,0,0,0,0,0.146,0,0.097,210,1
0.45,0,0,0.45,0.45,0,1.8,0,0.45,0,0,0.45,0,0,0,0,0.281,0.21,0,135,1
0,0.66,0,0.33,0.33,0.33,2.67,0,1,0,0,0.33,0,0,0,0,0.23,0.057,0.23,227,1
0,0,0,0.53,0,1.59,6.91,0,1.59,0.53,0,0,0,0,0,0,0.467,0.28,0.186,240,1
0,0,0,6.25,3.12,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,66,1
0,0.8,0,1.6,0,0.8,1.6,0,2.4,0,0,0,0,0,0,0,0,1.566,0.361,124,1
0.14,0.29,0,0,0,0.14,2.35,0.14,0.88,0.44,0,0,0,0,0,0,0.204,0.204,0.127,400,1
0,1.31,0,0,0,0,1.31,0,5.26,1.31,0,0,0,0,0,0,0,0,0.199,53,1
0,0.53,0,0.53,0,0,2.65,0,2.65,0,0,0,0,0,0.53,0,0.186,0.093,0.466,131,1
0,2.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0.303,0.909,0,40,1
0,0.54,0,1.09,0.54,0.36,1.82,0,2,0.18,0,0,0,0,0,0.18,0.166,0.249,0.305,447,1
0,1.16,0,3.48,0,1.74,1.16,0,3.48,0.58,0,0,0,0,0,0,0.082,0.165,0.082,102,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208,0.417,0.208,61,1
0,0.8,0,1.44,0.16,0,1.6,0,0.47,0,0,0,0,0,0,0,0.024,0.299,0.174,174,1
0,0,0,0.26,0.26,0.26,0,0,0.52,0,0,0,0,0,0,0,0.084,0.378,0,1078,1
0.3,0.3,0,0.61,0,0.92,0.61,0,0,0,0,0,0,0,0,0,0.094,0,0,212,1
0,0.88,0,0.44,0.44,0,1.76,0,2.2,0,0,0,0,0,0,0,0,0.433,0.361,133,1
0,0,0,0.51,0,0,2.81,0,0.25,0.76,0,0,0,0,0,0,0.041,0.209,0.209,211,1
0,0.29,0,0.29,0.29,0.87,2.61,2.61,2.9,0.58,0,0,0,0,0,0,0.046,0.14,0,274,1
0,0.32,0,0.64,0.32,0.32,2.27,0,3.24,0.32,0,0,0,0,0,0,0.112,0,0.168,139,1
0,0,0,1.11,0,0,2.22,0,3.33,0,0,0,0,0,0,0,0,0.784,0,91,1
1.96,0.98,0,0,1.96,0.98,0.98,0,0.98,0,0,0,0,0,0,0,0.168,1.011,0,52,1
0.28,0,0,1.4,0.28,0.28,1.68,0,1.96,0,0,1.4,0,0,0,0,0.137,0.034,0,603,1
0,0,0,0,0,4.27,3.41,0,4.27,5.98,0,0,0,0,0,0,0.146,0.881,0,150,1
0,0,0,1.36,0.45,0.45,1.81,0,0.9,0,0,0,0,0,0,0,0.135,0.135,0,117,1
0,0,0,2.33,1.16,0.58,2.92,1.16,2.92,0,0,0,0,0,0,0,0.27,0.09,0.09,75,1
0,0,0,0,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,11,1
0,0,0,0,0,0,1.88,0,0,1.88,0,0,0,0,0,0,0,0,0,78,1
0,0,0,0.91,0,0,3.21,0.45,0.91,0,0,0,0,0,0,0,0,0.164,0,42,1
0.2,1.01,0,0.8,0.5,0.1,1.31,0.2,0.7,0.1,0,0,0,0,0,0,0.11,0.488,0.157,1351,1
0,0,0,1.92,0,0.96,3.85,0,0.64,0,0,0,0,0,0,0,0.054,0.164,0.054,112,1
0,0.67,0,2.7,0,0,4.05,0,1.35,0,0,0,0,0,0,0,0,0.2,0,33,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,1
0.75,1.13,0,0.37,0,0.37,2.27,0,4.54,0,0,0,0,0.37,0,0,0.196,1.246,0.196,1000,1
0.8,0,0,0.8,0.8,0.8,1.6,0,1.6,0,0,0,0,0,0,0,0.135,0.27,0,81,1
0,0,0,0,1.15,0.38,4.61,0.38,0.76,0,0,0,0,0,0,0,0,0.486,0.347,74,1
0,0.69,0,0.69,0.69,0,1.38,0,2.08,0.69,0,0,0,0,0,0,0.35,0.701,0.116,281,1
0.57,0.57,0,1.14,2.28,0,3.42,0,1.14,0,0,0,0,0,0,0,0.081,0.487,0,373,1
0,0.09,0,0.36,0,0,1.27,0,3.38,0.09,0,0,0,0,0,0,0.06,0.03,0.015,566,1
1.05,0,0,0,1.05,3.15,0,0,1.05,0,0,0,0,0,0,0,0,0.74,0,94,1
0.79,0,0,0,0,0.79,3.96,0,1.58,0,0,0,0,0,0,0,0.268,0.268,0,107,1
0.17,0,0,0.52,0,0.87,1.39,0.17,0.87,0.17,0,0,0,0,0,0,0.373,0.342,0.716,336,1
0,0.55,0,0.55,0,0.55,3.31,0,1.1,0,0,0,0,0,0,0,0.104,0.524,0,75,1
0,0.68,0,0,0,0,3.4,0,1.36,0.68,0,0,0,0,0,0,0,0.238,0.238,96,1
0,0,0,0,0,0,3.17,0,3.17,0,0,0,0,0,0,0,0,0.298,0.597,30,1
0,0,0,0,1.58,0,1.58,0,0,0,0,0,0,0,0,0,0,0.558,0.279,36,1
0.07,0.1,0,0.76,0.15,0,2.09,0.1,1.57,0,0,0,0,0.1,0,0,0.101,0.25,0.046,2258,1
1.19,0,0,0,0,1.19,1.19,0,0,0,0,0,0,0,0,0,0,0.403,0,137,1
0,1.05,0,0,0,1.05,3.15,0,0.52,0.52,0,0,0,0,0,0,0,2.295,0.698,125,1
0.37,0,0,0,1.12,0.37,4.49,0,1.87,0.74,0,0,0,0,0,0,0,0.223,0.223,93,1
0,0,0,0,1.04,0,3.66,0,2.09,0,0,0,0,0,0,0,0.246,0.615,0.061,146,1
0,0,0,0,0,0,3.22,0,0,0,0,0,0,0,0,0,0,0.546,0,23,1
0,1.08,0,0.54,1.08,0.54,4.32,0,1.08,0,0,0,0,0,0,0,0,1.182,0.253,180,1
0.07,0.1,0,0.76,0.15,0,2.09,0.1,1.57,0,0,0,0,0.1,0,0,0.101,0.25,0.046,2259,1
0,0,0,0.61,0,0,2.76,0,0.61,0.61,0,0,0,0.3,0,0,0.051,0.207,0.207,226,1
0,0.27,0,0.36,0,0,2,0,3.36,0.09,0,0,0,0,0,0,0.047,0.237,0.031,530,1
0.11,0.23,0,0.58,0.11,0.46,0.58,0,0.58,0,0,0,0,0,0,0,0.037,0.322,0.094,389,1
1.49,0,0,0,2.98,1.49,0,0,2.98,0,0,0,0,0,0,0,0.171,0,0.171,156,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171,0.171,0.342,80,1
0.95,0.95,0,0.47,0,0.47,1.9,0,5.23,0,0,0,0,0,0,0,0.253,1.687,0.168,742,1
0.28,0.57,0,0.12,0.16,0,3.74,0,1.64,0.53,0,0,0,0,0,0,0.171,0.507,0.493,1991,1
0,0.32,0,0.65,0.32,0.32,2.28,0,3.25,0.32,0,0,0,0,0,0,0.105,0,0.158,139,1
0.34,0.69,0,0.34,0.34,0.69,4.86,0,1.73,1.04,0,0,0,0,0,0,0.058,0.638,0.174,89,1
0,0,0,0,0,1.66,3.33,0,1.66,0,0,0,0,0,0,0,0,0.653,0,80,1
0,0.47,0,0.95,0,0.95,1.42,0,0.47,0,0,0,0,0,0,0,0.131,0.461,0.263,255,1
0.68,0.68,0,1.92,0.56,0.22,2.38,0,1.36,0.22,0,0,0,0,0.11,0,0.057,0.574,0.134,385,1
0.57,0,0,0,0,0,3.46,0,1.15,0,0,0,0,0,0,0,0,0.107,0,54,1
0,0.28,0,0,0.28,0,2.89,0,1.44,0.28,0,0,0,0,0,0,0,0.554,0.221,341,1
0,0.72,0,0.72,0.72,0,1.45,0,1.45,0.72,0,0,0,0,0,0,0.364,0.729,0.121,249,1
0.27,0.55,0,0.27,0,0,1.65,2.2,3.03,0,0,0,0,0,0.27,0,0.279,1.023,0.093,344,1
0.49,0.49,0,0,0.49,0.49,3.46,0,0.99,0,0,0,0,0,0,0,0.195,0.845,0.195,281,1
0.31,0,7.18,0,0.31,0,0.93,0,0.62,0.31,0,0,0,0,0.31,0,0.183,0.61,0,507,1
0,0.54,0,0.54,0,0.54,1.64,0,0.54,0,0,0,0,0,0,0,0.096,1.443,0,130,1
0,1.31,0,2.63,0,1.97,1.31,0,2.63,0.65,0,0,0,0,0,0,0.198,0.198,0.099,101,1
0.13,0.38,0,0.05,0,0.19,3.56,0,0.81,0.57,0,0,0,0,0,0,0.086,0.273,0.15,3327,1
0,0,0,0,0,1.04,3.66,1.04,1.04,0.52,0,0,0,0,0,0,0,0.539,0.269,272,1
0,0,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0.125,0,261,1
0.29,0.29,0,0.58,0.58,1.46,1.16,0.87,1.16,0,0,0,0,0,0,0,0.086,0.606,0,352,1
0,1.55,0,0,0,0.38,1.93,0,0.38,0.38,0,0,0,0,0,0,0.06,0.601,0.12,160,1
0,0,0,0,0,0,2.58,0,1.72,0,0,0,0,0,0,0,0,3.851,0,199,1
0.23,0.47,0,0.7,0.23,0,0.94,1.89,3.3,0,0,0,0,0,0.47,0,0.075,1.289,0.151,666,1
0,0,0,0,0,6.02,1.2,0,1.2,0,0,0,0,0,0,0,0,1.443,0,87,1
1.12,0.56,0,0.56,1.12,2.25,2.25,0,2.82,0,0,0,0,0,0,0,0,0,0,51,1
0,0,0,0.94,0,0.31,3.76,0.31,0.62,0.62,0,0,0,0,0,0,0.055,0.055,0.111,125,1
0,0.24,0,0.72,0,0.24,2.91,0,1.21,0.24,0,0,0,0,0,0,0.036,1.021,0.291,461,1
0,0.27,0,0,0,0,2.2,0,0.27,0,0,0,0,1.1,0,0,0,0.136,0.182,435,1
0,1.25,0,0.2,0,0.62,4.6,0,2.3,0.2,0,0,0,0,0,0,0.153,0.345,0.345,426,1
0,0,0,0,0,1.05,3.15,0,2.1,0,0,0,0,0,0,0,0.351,0.351,0.175,107,1
1.63,0,0,0,3.27,1.63,0,0,1.63,0,0,0,0,1.63,0,0,0.36,0.54,0.18,163,1
0,0,0,0,0,6.09,1.21,0,1.21,0,0,0,0,0,0,0,0,0.407,0,76,1
0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0.032,0.016,0,3315,1
0.63,0,0,1.59,0,0.63,2.22,0,1.91,0.63,0,0,0,0,1.59,0,0.275,0.055,0.496,186,1
0,0,0,2.94,0,2.94,0,0,0,0,0,0,0,0,0,0,0.335,0.671,0,28,1
0.42,1.68,0,0.42,0,0.42,2.1,0,1.68,0,0,0,0,0,0,0,0.066,0.669,0,284,1
0,0,0,3.33,0,0,6.66,0,0,0,0,0,0,0,0,0,0,1.111,0,31,1
0,0,0,0,0,0,0,0,1.81,0,0,0,0,0,0,0,0,0,0,150,1
0.66,0.66,0,1.33,0.33,0.33,1,1,2,0,0,0,0,0,0,0,0.266,0.372,0.159,161,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.17,0.341,80,1
0.42,0.42,0,0,0,0,2.95,0,2.53,0,0,0,0,0,0,0,0.075,0.6,0.3,197,1
0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0.223,0,0,54,1
0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0.352,0.352,0,36,1
0.1,0.71,0,0.61,0.4,0.1,2.23,0.5,2.03,0.3,0,0,0,0,0,0,0,1.01,0.397,1043,1
0,0.63,0,0,0,0,0,0,0.63,0,0,0,0,0,0,0,0.265,0.797,0.885,288,1
0,0,1.26,0,0.63,0.63,0.63,0,0,0,0,0,0,0,0,0,0,0.979,0,356,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
0,3.7,0,0,0,1.85,1.85,0,0,0,0,0,0,0,0,0,0.289,3.768,0,87,1
0,0.17,0,1.45,0.05,0,4.24,0.23,1.04,0.05,0,0,0,0,0,0,0.051,0.02,0.163,458,1
0.27,0.83,0,0.13,0,0.13,4.31,0.13,2.08,0.27,0,0,0,0,0,0,0.025,0.379,0.05,219,1
0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,1.554,0,38,1
0,0.33,0,0.99,0.33,0.33,1.98,0,3.3,0.33,0,0,0,0,0,0,0.108,0,0.162,202,1
0,0.47,0,0.47,0.47,0,1.9,0,0,0,0,0,0,0.47,0,0,0.266,0.621,0.799,513,1
0.31,0.47,0,0.05,0.05,0.26,3.25,0,1.5,0.34,0,0,0,0,0,0,0.068,0.344,0.784,3029,1
0,0.1,0,0.4,0.1,0.91,1.72,4.26,1.72,0.2,0,0,0,0,0,0,0.096,0.352,0.16,1439,1
0,0,0,0,0.9,0.9,5.4,0,0.9,0,0,0,0,0,0,0,0,0.391,0.13,43,1
0,1.03,0,1.03,0,0,4.12,0,0,0,0,0,0,0,0,0,0,1.149,0,19,1
0.27,0.27,0,0,0,1.08,1.08,0,0.27,0.54,0,0,0,0,0,0,0.225,0.451,0.496,578,1
0,0,0,0,0,0,2.66,0,2.66,0,0,0,0,0,0,0,0,1.799,0.514,62,1
0.15,0.3,0,0.75,0,0,1.51,0,0.45,0.3,0,0,0,0,0,0,0.145,0.087,0,208,1
0,0.52,0,0,0.52,1.05,2.63,0,0,0,0,0,0,0,0,0,0.194,0.291,0,120,1
0.18,0.18,0,0.74,0.18,0,1.11,0,0.74,0,0,0.37,0,0,0,0,0.058,0,0.029,208,1
0.41,0.2,0,1.67,0.2,0.83,2.09,0,0.62,0,0,0,0,0,0,0,0,0.132,0,175,1
0,0,0,0,0.9,0,1.81,0,2.72,0.9,0,0,0,0,0,0,0,0.537,0,64,1
0,0,0,0.44,0,0.44,1.32,0,0,0,0,0,0,0,0,0,0,0,0,186,1
0,0,0,0.44,0.44,0,0.88,0,0.44,0,0,0,0,0,0,0,0,0.19,0,474,1
0,0,0,2.94,0,2.94,0,0,0,0,0,0,0,0,0,0,0.404,0.809,0,34,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,0,0.215,63,1
0,0,0,0,0,0,2.1,0,1.05,0,0,0,0,0,0,0,0.178,0,0,51,1
0,0,0,0,0,0,2.54,0,1.69,0,0,0,0,0,0,0,0.452,2.865,0.301,136,1
0.17,0.69,0,0.34,0,0,2.07,1.55,3.8,0.34,0,0,0,0,0.17,0,0.194,1.718,0.055,621,1
0,0,0,0.68,0,0.22,3.4,0,1.81,0,0,0,0,0,0,0.45,0.558,0.199,0,530,1
0,0.4,0,0.4,0.4,0,2.04,0,0.4,0,0,0,0,0,0,0,0,0.11,0,118,1
0,0.78,0,1.57,0,1.57,1.57,0,2.36,0,0,0,0,0,0,0,0,0.682,0.341,115,1
0,0.71,0,0.23,0,0.23,3.81,0.23,1.19,0,0,0,0,0,0,0,0.112,1.046,0.037,543,1
0,0.47,0,1.42,0,0,2.38,0,2.38,0,0,0,0,0,0,0,0.082,0.496,0.248,249,1
